strategy,prune_mode,prior_view,component_scope,target_scope,top_n,reverted_cells,all_minus_base,local_delta_vs_e154,local_delta_vs_e155,expected_delta_focus_mean,focus_expected_delta_vs_e154,all_four_health,e161_control_grade,e161_submit,beats_e144_local,beats_e154_readable,public_free_safer_than_e154,relaxed_structural_tol1e12,budget_ok,post101_ok,gate_strict_actionable,post101_p95_vs_e95_e101_sensor,e72_plausible_gap_vs_e95,changed_cells_vs_e154,cos_vs_e154_axis,cos_vs_e144_axis,tag
risk_prune,to_e144,nearest_hard085,added,S3,5,5,-1.2113074712494232e-05,4.497494721089623e-08,-1.7505841989340354e-06,-3.052957245230603e-05,-6.920144391853544e-07,True,True,False,True,False,True,True,True,True,True,-4.637222814457647e-06,-2.859820270717907e-06,5,0.9999297160872334,0.9835994004044104,e161_4f40cef2
risk_prune,to_e144,nearest_hard085,adjustment,S3,5,5,-1.2113074712494232e-05,4.497494721089623e-08,-1.7505841989340354e-06,-3.052957245230603e-05,-6.920144391853544e-07,True,True,False,True,False,True,True,True,True,True,-4.637222814457647e-06,-2.859820270717907e-06,5,0.9999297160872334,0.9835994004044104,e161_4f40cef2
risk_prune,to_e144,focus_mean,all,S3,5,5,-1.2113074712494232e-05,4.497494721089623e-08,-1.7505841989340354e-06,-3.052957245230603e-05,-6.920144391853544e-07,True,True,False,True,False,True,True,True,True,True,-4.637222814457647e-06,-2.859820270717907e-06,5,0.9999297160872334,0.9835994004044104,e161_4f40cef2
risk_prune,to_e144,focus_mean,inherited,S3,5,5,-1.2113074712494232e-05,4.497494721089623e-08,-1.7505841989340354e-06,-3.052957245230603e-05,-6.920144391853544e-07,True,True,False,True,False,True,True,True,True,True,-4.637222814457647e-06,-2.859820270717907e-06,5,0.9999297160872334,0.9835994004044104,e161_4f40cef2
risk_prune,to_e144,focus_mean,added,S3,5,5,-1.2113074712494232e-05,4.497494721089623e-08,-1.7505841989340354e-06,-3.052957245230603e-05,-6.920144391853544e-07,True,True,False,True,False,True,True,True,True,True,-4.637222814457647e-06,-2.859820270717907e-06,5,0.9999297160872334,0.9835994004044104,e161_4f40cef2
risk_prune,to_e144,focus_mean,adjustment,S3,5,5,-1.2113074712494232e-05,4.497494721089623e-08,-1.7505841989340354e-06,-3.052957245230603e-05,-6.920144391853544e-07,True,True,False,True,False,True,True,True,True,True,-4.637222814457647e-06,-2.859820270717907e-06,5,0.9999297160872334,0.9835994004044104,e161_4f40cef2
risk_prune,to_e144,global,extra,Q3,1,1,-1.2126222782682383e-05,3.182687702274478e-08,-1.7637322691221868e-06,-3.045853784157575e-05,-6.209798284550741e-07,True,True,False,True,False,True,True,True,True,True,-4.6418603465515145e-06,-2.859820270717907e-06,1,0.9997872970574707,0.9837785515012766,e161_5c171eae
risk_prune,to_e95,global,extra,Q3,1,1,-1.2126222782682383e-05,3.182687702274478e-08,-1.7637322691221868e-06,-3.045853784157575e-05,-6.209798284550741e-07,True,True,False,True,False,True,True,True,True,True,-4.6418603465515145e-06,-2.859820270717907e-06,1,0.9997872970574707,0.9837785515012766,e161_5c171eae
risk_prune,to_e144,subject,extra,all,1,1,-1.2126222782682383e-05,3.182687702274478e-08,-1.7637322691221868e-06,-3.045853784157575e-05,-6.209798284550741e-07,True,True,False,True,False,True,True,True,True,True,-4.6418603465515145e-06,-2.859820270717907e-06,1,0.9997872970574707,0.9837785515012766,e161_5c171eae
risk_prune,to_e95,subject,extra,all,1,1,-1.2126222782682383e-05,3.182687702274478e-08,-1.7637322691221868e-06,-3.045853784157575e-05,-6.209798284550741e-07,True,True,False,True,False,True,True,True,True,True,-4.6418603465515145e-06,-2.859820270717907e-06,1,0.9997872970574707,0.9837785515012766,e161_5c171eae
risk_prune,to_e144,subject,extra,Q3,1,1,-1.2126222782682383e-05,3.182687702274478e-08,-1.7637322691221868e-06,-3.045853784157575e-05,-6.209798284550741e-07,True,True,False,True,False,True,True,True,True,True,-4.6418603465515145e-06,-2.859820270717907e-06,1,0.9997872970574707,0.9837785515012766,e161_5c171eae
risk_prune,to_e95,subject,extra,Q3,1,1,-1.2126222782682383e-05,3.182687702274478e-08,-1.7637322691221868e-06,-3.045853784157575e-05,-6.209798284550741e-07,True,True,False,True,False,True,True,True,True,True,-4.6418603465515145e-06,-2.859820270717907e-06,1,0.9997872970574707,0.9837785515012766,e161_5c171eae
risk_prune,to_e144,subject,all,S3,13,13,-1.2100601852860216e-05,5.7447806844912463e-08,-1.7381113393000192e-06,-3.0448721773951683e-05,-6.111637608310079e-07,True,True,False,True,False,True,True,True,True,True,-4.6328234397944965e-06,-2.859820270717907e-06,13,0.9998920813908225,0.9836438219377059,e161_ea920272
risk_prune,to_e144,subject,inherited,S3,13,13,-1.2100601852860216e-05,5.7447806844912463e-08,-1.7381113393000192e-06,-3.0448721773951683e-05,-6.111637608310079e-07,True,True,False,True,False,True,True,True,True,True,-4.6328234397944965e-06,-2.859820270717907e-06,13,0.9998920813908225,0.9836438219377059,e161_ea920272
risk_prune,to_e144,subject,added,S3,13,13,-1.2100601852860216e-05,5.7447806844912463e-08,-1.7381113393000192e-06,-3.0448721773951683e-05,-6.111637608310079e-07,True,True,False,True,False,True,True,True,True,True,-4.6328234397944965e-06,-2.859820270717907e-06,13,0.9998920813908225,0.9836438219377059,e161_ea920272
risk_prune,to_e144,subject,adjustment,S3,13,13,-1.2100601852860216e-05,5.7447806844912463e-08,-1.7381113393000192e-06,-3.0448721773951683e-05,-6.111637608310079e-07,True,True,False,True,False,True,True,True,True,True,-4.6328234397944965e-06,-2.859820270717907e-06,13,0.9998920813908225,0.9836438219377059,e161_ea920272
risk_prune,to_e144,nearest_hard085,extra,S4,8,8,-1.214354577727672e-05,1.4503882428407167e-08,-1.7810552637165245e-06,-3.0428731227499575e-05,-5.911732143789007e-07,True,True,False,True,False,True,True,True,True,True,-4.647970440446935e-06,-2.859820270717907e-06,8,0.9999598214390505,0.9836088188954557,e161_0800089c
risk_prune,to_e95,nearest_hard085,extra,S4,8,8,-1.214354577727672e-05,1.4503882428407167e-08,-1.7810552637165245e-06,-3.0428731227499575e-05,-5.911732143789007e-07,True,True,False,True,False,True,True,True,True,True,-4.647970440446935e-06,-2.859820270717907e-06,8,0.9999598214390505,0.9836088188954557,e161_0800089c
risk_prune,to_e144,global,extra,S4,5,5,-1.2148365649111703e-05,9.68401059342483e-09,-1.7858751355515068e-06,-3.037345387772132e-05,-5.358958646006468e-07,True,True,False,True,False,True,True,True,True,True,-4.649670485396743e-06,-2.859820270717907e-06,5,0.9999740068659588,0.9835948656217597,e161_df7be437
risk_prune,to_e95,global,extra,S4,5,5,-1.2148365649111703e-05,9.68401059342483e-09,-1.7858751355515068e-06,-3.037345387772132e-05,-5.358958646006468e-07,True,True,False,True,False,True,True,True,True,True,-4.649670485396743e-06,-2.859820270717907e-06,5,0.9999740068659588,0.9835948656217597,e161_df7be437
risk_prune,to_e144,focus_mean,extra,S4,5,5,-1.2148365649111703e-05,9.68401059342483e-09,-1.7858751355515068e-06,-3.037345387772132e-05,-5.358958646006468e-07,True,True,False,True,False,True,True,True,True,True,-4.649670485396743e-06,-2.859820270717907e-06,5,0.9999740068659588,0.9835948656217597,e161_df7be437
risk_prune,to_e95,focus_mean,extra,S4,5,5,-1.2148365649111703e-05,9.68401059342483e-09,-1.7858751355515068e-06,-3.037345387772132e-05,-5.358958646006468e-07,True,True,False,True,False,True,True,True,True,True,-4.649670485396743e-06,-2.859820270717907e-06,5,0.9999740068659588,0.9835948656217597,e161_df7be437
risk_prune,to_e144,subject,all,S3,8,8,-1.2120890963474018e-05,3.71586962311099e-08,-1.7584004499138217e-06,-3.036017321820749e-05,-5.22615205086814e-07,True,True,False,True,False,True,True,True,True,True,-4.639979729674391e-06,-2.859820270717907e-06,8,0.9999247769107265,0.9836229692536785,e161_ed6588e6
risk_prune,to_e144,subject,inherited,S3,8,8,-1.2120890963474018e-05,3.71586962311099e-08,-1.7584004499138217e-06,-3.036017321820749e-05,-5.22615205086814e-07,True,True,False,True,False,True,True,True,True,True,-4.639979729674391e-06,-2.859820270717907e-06,8,0.9999247769107265,0.9836229692536785,e161_ed6588e6
risk_prune,to_e144,subject,added,S3,8,8,-1.2120890963474018e-05,3.71586962311099e-08,-1.7584004499138217e-06,-3.036017321820749e-05,-5.22615205086814e-07,True,True,False,True,False,True,True,True,True,True,-4.639979729674391e-06,-2.859820270717907e-06,8,0.9999247769107265,0.9836229692536785,e161_ed6588e6
risk_prune,to_e144,subject,adjustment,S3,8,8,-1.2120890963474018e-05,3.71586962311099e-08,-1.7584004499138217e-06,-3.036017321820749e-05,-5.22615205086814e-07,True,True,False,True,False,True,True,True,True,True,-4.639979729674391e-06,-2.859820270717907e-06,8,0.9999247769107265,0.9836229692536785,e161_ed6588e6
risk_prune,to_e144,global,all,S3,3,3,-1.2120990407038512e-05,3.7059252666615805e-08,-1.7584998934783158e-06,-3.035525115015565e-05,-5.176931370349767e-07,True,True,False,True,False,True,True,True,True,True,-4.640014804990785e-06,-2.859820270717907e-06,3,0.99993954441738,0.9835994517511532,e161_1ea6ec1d
risk_prune,to_e144,global,inherited,S3,3,3,-1.2120990407038512e-05,3.7059252666615805e-08,-1.7584998934783158e-06,-3.035525115015565e-05,-5.176931370349767e-07,True,True,False,True,False,True,True,True,True,True,-4.640014804990785e-06,-2.859820270717907e-06,3,0.99993954441738,0.9835994517511532,e161_1ea6ec1d
risk_prune,to_e144,global,added,S3,3,3,-1.2120990407038512e-05,3.7059252666615805e-08,-1.7584998934783158e-06,-3.035525115015565e-05,-5.176931370349767e-07,True,True,False,True,False,True,True,True,True,True,-4.640014804990785e-06,-2.859820270717907e-06,3,0.99993954441738,0.9835994517511532,e161_1ea6ec1d
risk_prune,to_e144,global,adjustment,S3,3,3,-1.2120990407038512e-05,3.7059252666615805e-08,-1.7584998934783158e-06,-3.035525115015565e-05,-5.176931370349767e-07,True,True,False,True,False,True,True,True,True,True,-4.640014804990785e-06,-2.859820270717907e-06,3,0.99993954441738,0.9835994517511532,e161_1ea6ec1d
risk_prune,to_e144,nearest_hard085,all,S3,3,3,-1.2120990407038512e-05,3.7059252666615805e-08,-1.7584998934783158e-06,-3.035525115015565e-05,-5.176931370349767e-07,True,True,False,True,False,True,True,True,True,True,-4.640014804990785e-06,-2.859820270717907e-06,3,0.99993954441738,0.9835994517511532,e161_1ea6ec1d
risk_prune,to_e144,nearest_hard085,inherited,S3,3,3,-1.2120990407038512e-05,3.7059252666615805e-08,-1.7584998934783158e-06,-3.035525115015565e-05,-5.176931370349767e-07,True,True,False,True,False,True,True,True,True,True,-4.640014804990785e-06,-2.859820270717907e-06,3,0.99993954441738,0.9835994517511532,e161_1ea6ec1d
risk_prune,to_e144,nearest_hard085,added,S3,3,3,-1.2120990407038512e-05,3.7059252666615805e-08,-1.7584998934783158e-06,-3.035525115015565e-05,-5.176931370349767e-07,True,True,False,True,False,True,True,True,True,True,-4.640014804990785e-06,-2.859820270717907e-06,3,0.99993954441738,0.9835994517511532,e161_1ea6ec1d
risk_prune,to_e144,nearest_hard085,adjustment,S3,3,3,-1.2120990407038512e-05,3.7059252666615805e-08,-1.7584998934783158e-06,-3.035525115015565e-05,-5.176931370349767e-07,True,True,False,True,False,True,True,True,True,True,-4.640014804990785e-06,-2.859820270717907e-06,3,0.99993954441738,0.9835994517511532,e161_1ea6ec1d
risk_prune,to_e144,focus_mean,all,S3,3,3,-1.2120990407038512e-05,3.7059252666615805e-08,-1.7584998934783158e-06,-3.035525115015565e-05,-5.176931370349767e-07,True,True,False,True,False,True,True,True,True,True,-4.640014804990785e-06,-2.859820270717907e-06,3,0.99993954441738,0.9835994517511532,e161_1ea6ec1d
risk_prune,to_e144,focus_mean,inherited,S3,3,3,-1.2120990407038512e-05,3.7059252666615805e-08,-1.7584998934783158e-06,-3.035525115015565e-05,-5.176931370349767e-07,True,True,False,True,False,True,True,True,True,True,-4.640014804990785e-06,-2.859820270717907e-06,3,0.99993954441738,0.9835994517511532,e161_1ea6ec1d
risk_prune,to_e144,focus_mean,added,S3,3,3,-1.2120990407038512e-05,3.7059252666615805e-08,-1.7584998934783158e-06,-3.035525115015565e-05,-5.176931370349767e-07,True,True,False,True,False,True,True,True,True,True,-4.640014804990785e-06,-2.859820270717907e-06,3,0.99993954441738,0.9835994517511532,e161_1ea6ec1d
