variant,source_variant,source_rule,source_id,policy_family,target_policy,restore_policy,amp,file,basename,move_l1,move_l2,row_l1_p90,changed_rows_vs_e247,changed_cells_vs_e247,source_e360_p90,source_e360_rowloss,source_e360_exposure,abs_Q1,share_Q1,abs_Q2,share_Q2,abs_Q3,share_Q3,abs_S1,share_S1,abs_S2,share_S2,abs_S3,share_S3,abs_S4,share_S4
e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1.20_global,e351_robust_center__learned_story_nonmonotone_s1_counter_1273,top_actual,e351_robust_center,story_nonmonotone,s1_counter,global,1.2,analysis_outputs/submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_20_global_a6d81a1d.csv,submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_20_global_a6d81a1d.csv,3.5097515368191607,0.4024519785916311,0.04723411746877473,248,625,-3.5677979943285e-05,0.0005921924527987,0.1464087794783041,1.7721188917710065,0.5049129185301399,0.5291639439114998,0.15076963094403933,0.17245372171864964,0.049135592622303416,1.0354205257694884,0.29501248590031975,0.0,0.0,0.0005944536485163112,0.00016937200319742753,0.0,0.0
e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1.20_no_s3,e351_robust_center__learned_story_nonmonotone_s1_counter_1273,top_actual,e351_robust_center,story_nonmonotone,s1_counter,no_s3,1.2,analysis_outputs/submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_20_no_s3_2898b236.csv,submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_20_no_s3_2898b236.csv,3.5096524612110747,0.4024519772842475,0.047233966211467734,248,625,-3.5677979943285e-05,0.0005921924527987,0.1464087794783041,1.7721188917710065,0.5049271719512369,0.5291639439114998,0.15077388708992037,0.17245372171864964,0.04913697969375038,1.0354205257694884,0.29502081394469354,0.0,0.0,0.0004953780404302593,0.00014114732039858992,0.0,0.0
e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1.20_q_heavy,e351_robust_center__learned_story_nonmonotone_s1_counter_1273,top_actual,e351_robust_center,story_nonmonotone,s1_counter,q_heavy,1.2,analysis_outputs/submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_20_q_heavy_51c02831.csv,submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_20_q_heavy_51c02831.csv,3.423367417396951,0.393661968395001,0.04526167947296833,248,625,-3.5677979943285e-05,0.0005921924527987,0.1464087794783041,1.7721188917710065,0.5176537238642308,0.5291639439114998,0.15457410186893225,0.17245372171864964,0.050375463890399305,0.9491354819553646,0.2772520054762527,0.0,0.0,0.0004953780404302593,0.00014470490018478156,0.0,0.0
e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1.20_s1_heavy,e351_robust_center__learned_story_nonmonotone_s1_counter_1273,top_actual,e351_robust_center,story_nonmonotone,s1_counter,s1_heavy,1.2,analysis_outputs/submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_20_s1_heavy_9da56cc8.csv,submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_20_s1_heavy_9da56cc8.csv,3.3653511620293397,0.38546712204877936,0.04532716452806774,248,625,-3.5677979943285e-05,0.0005921924527987,0.1464087794783041,1.668745289751031,0.4958606723064112,0.498296047183329,0.14806658300789372,0.16239392128506172,0.04825467342526494,1.0354205257694884,0.30767087175090496,0.0,0.0,0.0004953780404302593,0.000147199509525045,0.0,0.0
e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1.20_q1s1,e351_robust_center__learned_story_nonmonotone_s1_counter_1273,top_actual,e351_robust_center,story_nonmonotone,s1_counter,q1s1,1.2,analysis_outputs/submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_20_q1s1_8c4e25e7.csv,submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_20_q1s1_8c4e25e7.csv,3.445337508528311,0.3985695658713957,0.046843076816125276,248,625,-3.5677979943285e-05,0.0005921924527987,0.1464087794783041,1.7721188917710065,0.5143527701957923,0.4806572490529457,0.1395094813971535,0.15664546389444012,0.04546592707004539,1.0354205257694884,0.3005280391852733,0.0,0.0,0.0004953780404302593,0.00014378215173521905,0.0,0.0
e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1.30_global,e351_robust_center__learned_story_nonmonotone_s1_counter_1273,top_actual,e351_robust_center,story_nonmonotone,s1_counter,global,1.3,analysis_outputs/submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_30_global_51dc149d.csv,submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_30_global_51dc149d.csv,3.802230831554091,0.43598964347426705,0.05117029392450597,248,625,-3.5677979943285e-05,0.0005921924527987,0.1464087794783041,1.9197954660852572,0.5049129185301401,0.5732609392374581,0.15076963094403936,0.18682486519520375,0.049135592622303416,1.1217055695836127,0.29501248590031987,0.0,0.0,0.000643991452559337,0.00016937200319742753,0.0,0.0
e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1.30_no_s3,e351_robust_center__learned_story_nonmonotone_s1_counter_1273,top_actual,e351_robust_center,story_nonmonotone,s1_counter,no_s3,1.3,analysis_outputs/submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_30_no_s3_66be6483.csv,submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_30_no_s3_66be6483.csv,3.802082218141962,0.4359896415817607,0.051170067038545465,248,625,-3.5677979943285e-05,0.0005921924527987,0.1464087794783041,1.9197954660852572,0.5049326542505547,0.5732609392374581,0.15077552413309064,0.18682486519520375,0.04913751320362113,1.1217055695836127,0.2950240171638841,0.0,0.0,0.0004953780404302593,0.00013029124884951734,0.0,0.0
e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1.30_q_heavy,e351_robust_center__learned_story_nonmonotone_s1_counter_1273,top_actual,e351_robust_center,story_nonmonotone,s1_counter,q_heavy,1.3,analysis_outputs/submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_30_q_heavy_61200dd8.csv,submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_30_q_heavy_61200dd8.csv,3.6726546524207757,0.42297236603124694,0.04846236747932147,248,625,-3.5677979943285e-05,0.0005921924527987,0.1464087794783041,1.9197954660852572,0.5227269231044778,0.5732609392374581,0.15608898562232137,0.18682486519520375,0.05086916219363585,0.9922780038624266,0.27018004625302333,0.0,0.0,0.0004953780404302593,0.00013488282654176,0.0,0.0
e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1.30_s1_heavy,e351_robust_center__learned_story_nonmonotone_s1_counter_1273,top_actual,e351_robust_center,story_nonmonotone,s1_counter,s1_heavy,1.3,analysis_outputs/submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_30_s1_heavy_090a65bb.csv,submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_30_s1_heavy_090a65bb.csv,3.5856302693693607,0.4105988039160491,0.04839321077405515,248,625,-3.5677979943285e-05,0.0005921924527987,0.1464087794783041,1.7647350630552943,0.4921687208329137,0.5269590941452019,0.1469641470418207,0.17173516454482193,0.047895391226443054,1.1217055695836127,0.3128335844233314,0.0,0.0,0.0004953780404302593,0.00013815647549109578,0.0,0.0
e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1.30_q1s1,e351_robust_center__learned_story_nonmonotone_s1_counter_1273,top_actual,e351_robust_center,story_nonmonotone,s1_counter,q1s1,1.3,analysis_outputs/submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_30_q1s1_d0401980.csv,submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_30_q1s1_d0401980.csv,3.705609789117816,0.4302635850898828,0.050746430803028715,248,625,-3.5677979943285e-05,0.0005921924527987,0.1464087794783041,1.9197954660852572,0.5180781505173802,0.5005008969496269,0.13506573153477652,0.16311247845888946,0.04401771577188141,1.1217055695836127,0.3027047189042141,0.0,0.0,0.0004953780404302593,0.00013368327174788483,0.0,0.0
e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1.42_global,e351_robust_center__learned_story_nonmonotone_s1_counter_1273,top_actual,e351_robust_center,story_nonmonotone,s1_counter,global,1.42,analysis_outputs/submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_42_global_2eec4b76.csv,submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_42_global_2eec4b76.csv,4.153205985236007,0.47623484133343014,0.055893705671383444,248,625,-3.5677979943285e-05,0.0005921924527987,0.1464087794783041,2.097007355262358,0.50491291853014,0.6261773336286081,0.15076963094403933,0.20407023736706872,0.04913559262230341,1.2252476221605613,0.29501248590031975,0.0,0.0,0.0007034368174109681,0.0001693720031974275,0.0,0.0
e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1.42_no_s3,e351_robust_center__learned_story_nonmonotone_s1_counter_1273,top_actual,e351_robust_center,story_nonmonotone,s1_counter,no_s3,1.42,analysis_outputs/submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_42_no_s3_7f448bd4.csv,submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_42_no_s3_7f448bd4.csv,4.152997926459026,0.47623483878126993,0.055893388031038736,248,625,-3.5677979943285e-05,0.0005921924527987,0.1464087794783041,2.097007355262358,0.5049382138869333,0.6261773336286081,0.15077718426951062,0.20407023736706872,0.04913805423954673,1.2252476221605613,0.2950272655698736,0.0,0.0,0.0004953780404302593,0.00011928203413591248,0.0,0.0
e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1.42_q_heavy,e351_robust_center__learned_story_nonmonotone_s1_counter_1273,top_actual,e351_robust_center,story_nonmonotone,s1_counter,q_heavy,1.42,analysis_outputs/submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_42_q_heavy_fa7f842a.csv,submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_42_q_heavy_fa7f842a.csv,3.9717993344493654,0.4582528311509262,0.05292817713139302,248,625,-3.5677979943285e-05,0.0005921924527987,0.1464087794783041,2.097007355262358,0.5279741443818632,0.6261773336286081,0.15765583326364566,0.20407023736706872,0.051379795448643975,1.044049030150901,0.26286550307195805,0.0,0.0,0.0004953780404302593,0.00012472383388898887,0.0,0.0
e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1.42_s1_heavy,e351_robust_center__learned_story_nonmonotone_s1_counter_1273,top_actual,e351_robust_center,story_nonmonotone,s1_counter,s1_heavy,1.42,analysis_outputs/submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_42_s1_heavy_9e25a773.csv,submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_42_s1_heavy_9e25a773.csv,3.849965198177385,0.4408146873158155,0.05164961663395771,248,625,-3.5677979943285e-05,0.0005921924527987,0.1464087794783041,1.8799227910204093,0.48829604795139064,0.5613547504994494,0.14580774672072383,0.18294465645653415,0.04751852212667849,1.2252476221605613,0.31824901241720494,0.0,0.0,0.0004953780404302593,0.0001286707840020935,0.0,0.0
e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1.42_q1s1,e351_robust_center__learned_story_nonmonotone_s1_counter_1273,top_actual,e351_robust_center,story_nonmonotone,s1_counter,q1s1,1.42,analysis_outputs/submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_42_q1s1_ed1f3bc0.csv,submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_42_q1s1_ed1f3bc0.csv,4.017936525825222,0.4683578712862716,0.05543045558731284,248,625,-3.5677979943285e-05,0.0005921924527987,0.1464087794783041,2.097007355262358,0.5219115189560305,0.5243132744256443,0.13049317007763295,0.1708728959362287,0.042527524971573326,1.2252476221605613,0.30494449434064025,0.0,0.0,0.0004953780404302593,0.00012329165412301187,0.0,0.0
e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1.56_global,e351_robust_center__learned_story_nonmonotone_s1_counter_1273,top_actual,e351_robust_center,story_nonmonotone,s1_counter,global,1.56,analysis_outputs/submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_56_global_018b3c3c.csv,submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_56_global_018b3c3c.csv,4.562676997864909,0.5231875721691205,0.06140435270940715,248,625,-3.5677979943285e-05,0.0005921924527987,0.1464087794783041,2.3037545593023085,0.50491291853014,0.6879131270849497,0.1507696309440393,0.22418983823424454,0.049135592622303416,1.3460466835003349,0.29501248590031975,0.0,0.0,0.0007727897430712045,0.00016937200319742753,0.0,0.0
e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1.56_no_s3,e351_robust_center__learned_story_nonmonotone_s1_counter_1273,top_actual,e351_robust_center,story_nonmonotone,s1_counter,no_s3,1.56,analysis_outputs/submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_56_no_s3_99dd7d14.csv,submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_56_no_s3_99dd7d14.csv,4.562399586162268,0.5231875688924331,0.061403929188947555,248,625,-3.5677979943285e-05,0.0005921924527987,0.1464087794783041,2.3037545593023085,0.5049436192063455,0.6879131270849497,0.1507787983260796,0.22418983823424454,0.04913858025811922,1.3460466835003349,0.2950304238109452,0.0,0.0,0.0004953780404302593,0.00010857839851045447,0.0,0.0
e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1.56_q_heavy,e351_robust_center__learned_story_nonmonotone_s1_counter_1273,top_actual,e351_robust_center,story_nonmonotone,s1_counter,q_heavy,1.56,analysis_outputs/submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_56_q_heavy_e6848fe8.csv,submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_56_q_heavy_e6848fe8.csv,4.320801463482721,0.49953071090726126,0.057296566558616424,248,625,-3.5677979943285e-05,0.0005921924527987,0.1464087794783041,2.3037545593023085,0.5331776011400904,0.6879131270849497,0.15920961259128696,0.22418983823424454,0.05188616976016749,1.1044485608207877,0.25561196693600513,0.0,0.0,0.0004953780404302593,0.00011464957245014606,0.0,0.0
e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1.56_s1_heavy,e351_robust_center__learned_story_nonmonotone_s1_counter_1273,top_actual,e351_robust_center,story_nonmonotone,s1_counter,s1_heavy,1.56,analysis_outputs/submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_56_s1_heavy_d89e4179.csv,submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_56_s1_heavy_d89e4179.csv,4.158355948453413,0.4761311431218595,0.05534820526516878,248,625,-3.5677979943285e-05,0.0005921924527987,0.1464087794783041,2.014308473646378,0.4844002049404994,0.6014830162460715,0.14464442767814925,0.19602239702019844,0.04713939822614358,1.3460466835003349,0.32369684081540934,0.0,0.0,0.0004953780404302593,0.00011912833979844886,0.0,0.0
e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1.56_q1s1,e351_robust_center__learned_story_nonmonotone_s1_counter_1273,top_actual,e351_robust_center,story_nonmonotone,s1_counter,q1s1,1.56,analysis_outputs/submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_56_q1s1_7e48b3f1.csv,submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_56_q1s1_7e48b3f1.csv,4.38231771865053,0.5128670636256082,0.06089515116897765,248,625,-3.5677979943285e-05,0.0005921924527987,0.1464087794783041,2.3037545593023085,0.5256931850234985,0.5520943814809981,0.12598228082171264,0.1799267163264578,0.0410574330475207,1.3460466835003349,0.30715406091433056,0.0,0.0,0.0004953780404302593,0.00011304019293763202,0.0,0.0
e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1.72_global,e351_robust_center__learned_story_nonmonotone_s1_counter_1273,top_actual,e351_robust_center,story_nonmonotone,s1_counter,global,1.72,analysis_outputs/submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_72_global_d3f95f75.csv,submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_72_global_d3f95f75.csv,5.030643869440796,0.5768478359813378,0.06770223503857713,248,625,-3.5677979943285e-05,0.0005921924527987,0.1464087794783041,2.5400370782051094,0.5049129185301401,0.758468319606483,0.15076963094403936,0.24718366779673115,0.04913559262230343,1.4841027536029334,0.29501248590031987,0.0,0.0,0.0008520502295400459,0.00016937200319742756,0.0,0.0
e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1.72_no_s3,e351_robust_center__learned_story_nonmonotone_s1_counter_1273,top_actual,e351_robust_center,story_nonmonotone,s1_counter,no_s3,1.72,analysis_outputs/submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_72_no_s3_e071a035.csv,submission_e361_rowaction_amprestore_e351_robust_center__learned_story_nonmonotone_s1_counter_1273__amp1_72_no_s3_e071a035.csv,5.0302871972516865,0.5768478319215385,0.06770169051227191,248,625,-3.5677979943285e-05,0.0005921924527987,0.1464087794783041,2.5400370782051094,0.5049487193480457,0.758468319606483,0.15078032125499208,0.24718366779673115,0.04913907657832752,1.4841027536029334,0.29503340374159504,0.0,0.0,0.0004953780404302593,9.847907703975842e-05,0.0,0.0
