keep_targets,selection_mode,aggregator,shrink,rows,evaluated,strict,deployable,loose,max_unique_source_files,best_all_delta,best_inverse_top_delta,best_raw05_delta,best_all_sign_delta,best_hidden_q2s3,best_world,best_raw_energy
"Q2,S1,S2,S3",seed_rank,median,1.25,6,6,6,6,6,18,-2.691862875581208e-05,-8.090612511613138e-06,-3.4459149034660186e-05,-4.018580195686017e-05,-0.0004065586153997394,-0.00036183637152523704,-0.00022145077570856486
"Q2,S1,S2,S3",top,median,1.25,6,6,6,6,6,18,-2.691862875581208e-05,-8.090612511613138e-06,-3.4459149034660186e-05,-4.018580195686017e-05,-0.0004065586153997394,-0.00036183637152523704,-0.00022145077570856486
"Q2,S1,S2,S3",seed_rank,mean,1.1,6,6,6,6,6,18,-2.57670762685569e-05,-8.515382222573642e-06,-3.248837044278474e-05,-3.7410251459868427e-05,-0.0004034935361127978,-0.0003448916279251091,-0.00020884115413621895
"Q2,S1,S2,S3",top,mean,1.1,6,6,6,6,6,18,-2.57670762685569e-05,-8.515382222573642e-06,-3.248837044278474e-05,-3.7410251459868427e-05,-0.0004034935361127978,-0.0003448916279251091,-0.00020884115413621895
"Q2,S1,S2,S3",seed_rank,trim20,1.1,6,6,6,6,6,18,-2.5656840714982643e-05,-8.52931880390706e-06,-3.235509868659836e-05,-3.734441604241745e-05,-0.00040924839947734104,-0.0003544006008034395,-0.00021649780261734364
"Q2,S1,S2,S3",top,trim20,1.1,6,6,6,6,6,18,-2.5656840714982643e-05,-8.52931880390706e-06,-3.235509868659836e-05,-3.734441604241745e-05,-0.00040924839947734104,-0.0003544006008034395,-0.00021649780261734364
"S1,S2,S3",seed_rank,mean,1.1,6,6,6,6,6,18,-2.5271655017755634e-05,-8.345855021518744e-06,-3.158591055674176e-05,-3.6507192183510284e-05,-0.00023599632797803582,-0.00015444987763490458,-5.691523535544807e-05
"S1,S2,S3",seed_rank,trim20,1.1,6,6,6,6,6,18,-2.5271655017755634e-05,-8.38477334719201e-06,-3.1529673213515075e-05,-3.645209602387567e-05,-0.00023599632797803582,-0.00015597701157807898,-5.8684449320001164e-05
"S1,S2,S3",top,mean,1.1,6,6,6,6,6,18,-2.5271655017755634e-05,-8.345855021518744e-06,-3.158591055674176e-05,-3.6507192183510284e-05,-0.00023599632797803582,-0.00015444987763490458,-5.691523535544807e-05
"S1,S2,S3",top,trim20,1.1,6,6,6,6,6,18,-2.5271655017755634e-05,-8.38477334719201e-06,-3.1529673213515075e-05,-3.645209602387567e-05,-0.00023599632797803582,-0.00015597701157807898,-5.8684449320001164e-05
"S1,S2,S3",seed_rank,median,1.1,6,6,6,6,6,18,-2.5271286806738402e-05,-8.465517017386404e-06,-3.1567291709611034e-05,-3.657124779121723e-05,-0.00023599632797803582,-0.00015934376842366982,-6.266145949185287e-05
"S1,S2,S3",top,median,1.1,6,6,6,6,6,18,-2.5271286806738402e-05,-8.465517017386404e-06,-3.1567291709611034e-05,-3.657124779121723e-05,-0.00023599632797803582,-0.00015934376842366982,-6.266145949185287e-05
"Q2,S1,S2,S3",seed_rank,median,1.1,6,6,6,6,6,18,-2.5164186750803452e-05,-8.534051174291513e-06,-3.1578890267058846e-05,-3.658416520124774e-05,-0.0003602288681285315,-0.00032044198929434,-0.00019637741029177036
"Q2,S1,S2,S3",top,median,1.1,6,6,6,6,6,18,-2.5164186750803452e-05,-8.534051174291513e-06,-3.1578890267058846e-05,-3.658416520124774e-05,-0.0003602288681285315,-0.00032044198929434,-0.00019637741029177036
"Q2,S1,S2,S3",seed_rank,mean,1.0,6,6,6,6,6,18,-2.4254453449557012e-05,-8.59312929701872e-06,-3.0382272802831345e-05,-3.484912605045132e-05,-0.0003683384156029021,-0.0003147819552250852,-0.00019077715885940094
"Q2,S1,S2,S3",top,mean,1.0,6,6,6,6,6,18,-2.4254453449557012e-05,-8.59312929701872e-06,-3.0382272802831345e-05,-3.484912605045132e-05,-0.0003683384156029021,-0.0003147819552250852,-0.00019077715885940094
"Q2,S1,S2,S3",seed_rank,trim20,1.0,6,6,6,6,6,18,-2.4141183612935713e-05,-8.605009985562795e-06,-3.0249191639852846e-05,-3.4784268877818825e-05,-0.0003736055702448435,-0.0003234383403531049,-0.0001977465367800635
"Q2,S1,S2,S3",top,trim20,1.0,6,6,6,6,6,18,-2.4141183612935713e-05,-8.605009985562795e-06,-3.0249191639852846e-05,-3.4784268877818825e-05,-0.0003736055702448435,-0.0003234383403531049,-0.0001977465367800635
"S1,S2,S3",seed_rank,mean,1.0,6,6,6,6,6,18,-2.387367245781924e-05,-8.446336923206843e-06,-2.955480079502859e-05,-3.396424622315042e-05,-0.00021605979502650058,-0.00014165163836574735,-5.255578961949059e-05
"S1,S2,S3",seed_rank,trim20,1.0,6,6,6,6,6,18,-2.387367245781924e-05,-8.48009521769999e-06,-2.955480079502859e-05,-3.391861240487071e-05,-0.00021605979502650058,-0.00014303910744454252,-5.4162559290027446e-05
"S1,S2,S3",top,mean,1.0,6,6,6,6,6,18,-2.387367245781924e-05,-8.446336923206843e-06,-2.955480079502859e-05,-3.396424622315042e-05,-0.00021605979502650058,-0.00014165163836574735,-5.255578961949059e-05
"S1,S2,S3",top,trim20,1.0,6,6,6,6,6,18,-2.387367245781924e-05,-8.48009521769999e-06,-2.955480079502859e-05,-3.391861240487071e-05,-0.00021605979502650058,-0.00014303910744454252,-5.4162559290027446e-05
"S1,S2,S3",seed_rank,median,1.0,6,6,6,6,6,18,-2.3873293343523727e-05,-8.54951637219159e-06,-2.9555002328596203e-05,-3.398134347709636e-05,-0.00021605979502650058,-0.0001460974337822496,-5.774954555592959e-05
"S1,S2,S3",top,median,1.0,6,6,6,6,6,18,-2.3873293343523727e-05,-8.54951637219159e-06,-2.9555002328596203e-05,-3.398134347709636e-05,-0.00021605979502650058,-0.0001460974337822496,-5.774954555592959e-05
"Q2,S1,S2,S3",seed_rank,median,1.0,6,6,6,6,6,18,-2.377999864522362e-05,-8.609129429792972e-06,-2.946926610947198e-05,-3.399177671670195e-05,-0.0003289685051616961,-0.0002925381859791798,-0.0001794340196475952
"Q2,S1,S2,S3",top,median,1.0,6,6,6,6,6,18,-2.377999864522362e-05,-8.609129429792972e-06,-2.946926610947198e-05,-3.399177671670195e-05,-0.0003289685051616961,-0.0002925381859791798,-0.0001794340196475952
"Q2,S1,S2,S3",seed_rank,mean,0.9,6,6,6,6,6,18,-2.2579109095088867e-05,-8.501367289914796e-06,-2.8108782563318613e-05,-3.2132166189913214e-05,-0.00033287693534103657,-0.00028442303519227716,-0.00017252853592875095
"Q2,S1,S2,S3",top,mean,0.9,6,6,6,6,6,18,-2.2579109095088867e-05,-8.501367289914796e-06,-2.8108782563318613e-05,-3.2132166189913214e-05,-0.00033287693534103657,-0.00028442303519227716,-0.00017252853592875095
"Q2,S1,S2,S3",seed_rank,trim20,0.9,6,6,6,6,6,18,-2.2462504835174535e-05,-8.511745878680976e-06,-2.798912415813426e-05,-3.205007221662726e-05,-0.0003376492570780834,-0.00029222444546866955,-0.00017880887506560583
"Q2,S1,S2,S3",top,trim20,0.9,6,6,6,6,6,18,-2.2462504835174535e-05,-8.511745878680976e-06,-2.798912415813426e-05,-3.205007221662726e-05,-0.0003376492570780834,-0.00029222444546866955,-0.00017880887506560583
"S1,S2,S3",seed_rank,mean,0.9,6,6,6,6,6,18,-2.2315460944000165e-05,-8.372483633611871e-06,-2.7414830383376554e-05,-3.140836039183803e-05,-0.00019581821330972443,-0.00012860429914213212,-4.803313412360399e-05
"S1,S2,S3",seed_rank,trim20,0.9,6,6,6,6,6,18,-2.2315460944000165e-05,-8.402321879930064e-06,-2.7414830383376554e-05,-3.140836039183803e-05,-0.00019581821330972443,-0.00012985226920231852,-4.9477779785589426e-05
"S1,S2,S3",top,mean,0.9,6,6,6,6,6,18,-2.2315460944000165e-05,-8.372483633611871e-06,-2.7414830383376554e-05,-3.140836039183803e-05,-0.00019581821330972443,-0.00012860429914213212,-4.803313412360399e-05
"S1,S2,S3",top,trim20,0.9,6,6,6,6,6,18,-2.2315460944000165e-05,-8.402321879930064e-06,-2.7414830383376554e-05,-3.140836039183803e-05,-0.00019581821330972443,-0.00012985226920231852,-4.9477779785589426e-05
"S1,S2,S3",seed_rank,median,0.9,6,6,6,6,6,18,-2.231503380156763e-05,-8.463299825622883e-06,-2.741522599447599e-05,-3.140738537310561e-05,-0.00019581821330972443,-0.00013260263487393508,-5.2680473120680915e-05
"S1,S2,S3",top,median,0.9,6,6,6,6,6,18,-2.231503380156763e-05,-8.463299825622883e-06,-2.741522599447599e-05,-3.140738537310561e-05,-0.00019581821330972443,-0.00013260263487393508,-5.2680473120680915e-05
"Q2,S1,S3,S4",seed_rank,mean,1.25,6,6,6,6,6,18,-2.2251952345841985e-05,-4.427825583075418e-06,-2.9885151419328793e-05,-3.339846352290454e-05,-0.0004556509654675134,-0.0004941902032391754,-0.00029016238467827193
"Q2,S1,S3,S4",top,mean,1.25,6,6,6,6,6,18,-2.2251952345841985e-05,-4.427825583075418e-06,-2.9885151419328793e-05,-3.339846352290454e-05,-0.0004556509654675134,-0.0004941902032391754,-0.00029016238467827193
"Q2,S1,S2,S3",seed_rank,median,0.9,6,6,6,6,6,18,-2.222190638900834e-05,-8.51532743229022e-06,-2.72131446211743e-05,-3.135968167689018e-05,-0.0002974094822575102,-0.00026438850588149653,-0.0001623084980533207
"Q2,S1,S2,S3",top,median,0.9,6,6,6,6,6,18,-2.222190638900834e-05,-8.51532743229022e-06,-2.72131446211743e-05,-3.135968167689018e-05,-0.0002974094822575102,-0.00026438850588149653,-0.0001623084980533207
"Q2,S1,S3,S4",seed_rank,trim20,1.25,6,6,6,6,6,18,-2.220434269750715e-05,-4.45500690504641e-06,-2.9863728960410896e-05,-3.343979391590146e-05,-0.000462124011251612,-0.0005044830964582969,-0.0002960102299853773
"Q2,S1,S3,S4",top,trim20,1.25,6,6,6,6,6,18,-2.220434269750715e-05,-4.45500690504641e-06,-2.9863728960410896e-05,-3.343979391590146e-05,-0.000462124011251612,-0.0005044830964582969,-0.0002960102299853773
"S1,S3,S4",seed_rank,median,1.25,6,6,6,6,6,18,-2.1561579809814546e-05,-4.470199574946321e-06,-2.9155023414384473e-05,-3.286456147544303e-05,-0.0002653280601060265,-0.0002756813867760166,-0.00012742217664940547
"S1,S3,S4",top,median,1.25,6,6,6,6,6,18,-2.1561579809814546e-05,-4.470199574946321e-06,-2.9155023414384473e-05,-3.286456147544303e-05,-0.0002653280601060265,-0.0002756813867760166,-0.00012742217664940547
"S1,S3,S4",seed_rank,mean,1.25,6,6,6,6,6,18,-2.1560990532853985e-05,-4.4675884309786085e-06,-2.9085804180595254e-05,-3.267278430896248e-05,-0.0002653280601060265,-0.0002756408222658269,-0.00012096635461289473
"S1,S3,S4",seed_rank,trim20,1.25,6,6,6,6,6,18,-2.1560990532853985e-05,-4.4675884309786085e-06,-2.9059825586319477e-05,-3.264977324657359e-05,-0.0002653280601060265,-0.0002756408222658269,-0.00012288205538379948
"S1,S3,S4",top,mean,1.25,6,6,6,6,6,18,-2.1560990532853985e-05,-4.4675884309786085e-06,-2.9085804180595254e-05,-3.267278430896248e-05,-0.0002653280601060265,-0.0002756408222658269,-0.00012096635461289473
"S1,S3,S4",top,trim20,1.25,6,6,6,6,6,18,-2.1560990532853985e-05,-4.4675884309786085e-06,-2.9059825586319477e-05,-3.264977324657359e-05,-0.0002653280601060265,-0.0002756408222658269,-0.00012288205538379948
"Q2,S1,S3,S4",seed_rank,median,1.25,6,6,6,6,6,18,-2.1559995553754874e-05,-4.462830566764886e-06,-2.911197125443632e-05,-3.2819368741554555e-05,-0.0004065586153997394,-0.0004644055204215514,-0.0002729184813297092
"Q2,S1,S3,S4",top,median,1.25,6,6,6,6,6,18,-2.1559995553754874e-05,-4.462830566764886e-06,-2.911197125443632e-05,-3.2819368741554555e-05,-0.0004065586153997394,-0.0004644055204215514,-0.0002729184813297092
"Q2,S1,S3,S4",seed_rank,mean,1.1,6,6,6,6,6,18,-2.092694172428633e-05,-5.387712277094003e-06,-2.763238100700338e-05,-3.070679981964641e-05,-0.0004034935361127978,-0.00043680394433122106,-0.00025676257665074864
"Q2,S1,S3,S4",top,mean,1.1,6,6,6,6,6,18,-2.092694172428633e-05,-5.387712277094003e-06,-2.763238100700338e-05,-3.070679981964641e-05,-0.0004034935361127978,-0.00043680394433122106,-0.00025676257665074864
"Q2,S1,S3,S4",seed_rank,trim20,1.1,6,6,6,6,6,18,-2.084326533591252e-05,-5.406061109103355e-06,-2.7569240528713124e-05,-3.069305382152887e-05,-0.00040924839947734104,-0.00044588389224835544,-0.000261925126361362
"Q2,S1,S3,S4",top,trim20,1.1,6,6,6,6,6,18,-2.084326533591252e-05,-5.406061109103355e-06,-2.7569240528713124e-05,-3.069305382152887e-05,-0.00040924839947734104,-0.00044588389224835544,-0.000261925126361362
"S1,S3,S4",seed_rank,median,1.1,6,6,6,6,6,18,-2.0420233878049032e-05,-5.417011550101769e-06,-2.6838985864752196e-05,-3.0163159149054763e-05,-0.00023599632797803582,-0.0002445092324494358,-0.00011332753103199256
"S1,S3,S4",top,median,1.1,6,6,6,6,6,18,-2.0420233878049032e-05,-5.417011550101769e-06,-2.6838985864752196e-05,-3.0163159149054763e-05,-0.00023599632797803582,-0.0002445092324494358,-0.00011332753103199256
"S1,S3,S4",seed_rank,mean,1.1,6,6,6,6,6,18,-2.0419845708330442e-05,-5.41511916407611e-06,-2.6826014762448835e-05,-3.0040827605049003e-05,-0.00023599632797803582,-0.0002444735397027165,-0.00010769360153162211
"S1,S3,S4",seed_rank,trim20,1.1,6,6,6,6,6,18,-2.0419845708330442e-05,-5.41511916407611e-06,-2.680312683300823e-05,-3.0018042394552857e-05,-0.00023599632797803582,-0.0002444735397027165,-0.00010937869058336158
"S1,S3,S4",top,mean,1.1,6,6,6,6,6,18,-2.0419845708330442e-05,-5.41511916407611e-06,-2.6826014762448835e-05,-3.0040827605049003e-05,-0.00023599632797803582,-0.0002444735397027165,-0.00010769360153162211
"S1,S3,S4",top,trim20,1.1,6,6,6,6,6,18,-2.0419845708330442e-05,-5.41511916407611e-06,-2.680312683300823e-05,-3.0018042394552857e-05,-0.00023599632797803582,-0.0002444735397027165,-0.00010937869058336158
"Q2,S1,S3,S4",seed_rank,median,1.1,6,6,6,6,6,18,-2.0419229093904256e-05,-5.411724367410109e-06,-2.6800562271889206e-05,-3.0120983832593318e-05,-0.0003602288681285315,-0.00041056905603114035,-0.00024156989176282728
"Q2,S1,S3,S4",top,median,1.1,6,6,6,6,6,18,-2.0419229093904256e-05,-5.411724367410109e-06,-2.6800562271889206e-05,-3.0120983832593318e-05,-0.0003602288681285315,-0.00041056905603114035,-0.00024156989176282728
"Q2,S1,S2,S3",seed_rank,mean,0.75,6,6,6,6,6,18,-1.9869825685470133e-05,-8.134088517519622e-06,-2.43849288981135e-05,-2.773358846008822e-05,-0.0002791111183905251,-0.00023841762545528944,-0.00014480965361607367
"Q2,S1,S2,S3",top,mean,0.75,6,6,6,6,6,18,-1.9869825685470133e-05,-8.134088517519622e-06,-2.43849288981135e-05,-2.773358846008822e-05,-0.0002791111183905251,-0.00023841762545528944,-0.00014480965361607367
"Q2,S1,S3,S4",seed_rank,mean,1.0,6,6,6,6,6,18,-1.9815109301601908e-05,-5.799868691314103e-06,-2.593173343834465e-05,-2.867940323481033e-05,-0.0003683384156029021,-0.000398255337372222,-0.00023428040758033397
"Q2,S1,S3,S4",top,mean,1.0,6,6,6,6,6,18,-1.9815109301601908e-05,-5.799868691314103e-06,-2.593173343834465e-05,-2.867940323481033e-05,-0.0003683384156029021,-0.000398255337372222,-0.00023428040758033397
"Q2,S1,S2,S3",seed_rank,trim20,0.75,6,6,6,6,6,18,-1.9800951549964196e-05,-8.142283629886116e-06,-2.425765245939182e-05,-2.763554478280028e-05,-0.0002831278559707884,-0.00024493210789434115,-0.00015005312675497873
"Q2,S1,S2,S3",top,trim20,0.75,6,6,6,6,6,18,-1.9800951549964196e-05,-8.142283629886116e-06,-2.425765245939182e-05,-2.763554478280028e-05,-0.0002831278559707884,-0.00024493210789434115,-0.00015005312675497873
"Q2,S1,S3,S4",seed_rank,trim20,1.0,6,6,6,6,6,18,-1.9702360978590683e-05,-5.812572766994428e-06,-2.5847517361010652e-05,-2.861933660447402e-05,-0.0003736055702448435,-0.0004065232712414324,-0.00023898358700669142
"Q2,S1,S3,S4",top,trim20,1.0,6,6,6,6,6,18,-1.9702360978590683e-05,-5.812572766994428e-06,-2.5847517361010652e-05,-2.861933660447402e-05,-0.0003736055702448435,-0.0004065232712414324,-0.00023898358700669142
"S1,S2,S3",seed_rank,mean,0.75,6,6,6,6,6,18,-1.9635521898209163e-05,-8.023124448031105e-06,-2.3871375347206403e-05,-2.7228286555325276e-05,-0.00016488497613417752,-0.00010856664146101091,-4.094333376936099e-05
"S1,S2,S3",seed_rank,trim20,0.75,6,6,6,6,6,18,-1.9635521898209163e-05,-8.047869124228058e-06,-2.3871375347206403e-05,-2.7228286555325276e-05,-0.00016488497613417752,-0.00010960567472393934,-4.2145394718584583e-05
"S1,S2,S3",top,mean,0.75,6,6,6,6,6,18,-1.9635521898209163e-05,-8.023124448031105e-06,-2.3871375347206403e-05,-2.7228286555325276e-05,-0.00016488497613417752,-0.00010856664146101091,-4.094333376936099e-05
"S1,S2,S3",top,trim20,0.75,6,6,6,6,6,18,-1.9635521898209163e-05,-8.047869124228058e-06,-2.3871375347206403e-05,-2.7228286555325276e-05,-0.00016488497613417752,-0.00010960567472393934,-4.2145394718584583e-05
"S1,S2,S3",seed_rank,median,0.75,6,6,6,6,6,18,-1.963475805177861e-05,-8.099286600615763e-06,-2.3871750569282035e-05,-2.7227482925828994e-05,-0.00016488497613417752,-0.00011189498217242799,-4.478236841043426e-05
"S1,S2,S3",top,median,0.75,6,6,6,6,6,18,-1.963475805177861e-05,-8.099286600615763e-06,-2.3871750569282035e-05,-2.7227482925828994e-05,-0.00016488497613417752,-0.00011189498217242799,-4.478236841043426e-05
"Q2,S1,S2,S3",seed_rank,median,0.75,6,6,6,6,6,18,-1.9548282155668062e-05,-8.145613123566875e-06,-2.3617442687751122e-05,-2.705711850281567e-05,-0.00024951177212961806,-0.00022170327138042455,-0.00013627894576973
"Q2,S1,S2,S3",top,median,0.75,6,6,6,6,6,18,-1.9548282155668062e-05,-8.145613123566875e-06,-2.3617442687751122e-05,-2.705711850281567e-05,-0.00024951177212961806,-0.00022170327138042455,-0.00013627894576973
"S1,S3,S4",seed_rank,median,1.0,6,6,6,6,6,18,-1.9435732900197067e-05,-5.82074564792201e-06,-2.511507845792682e-05,-2.8099314354990135e-05,-0.00021605979502650058,-0.00022343754025491158,-0.00010374945907032362
"S1,S3,S4",top,median,1.0,6,6,6,6,6,18,-1.9435732900197067e-05,-5.82074564792201e-06,-2.511507845792682e-05,-2.8099314354990135e-05,-0.00021605979502650058,-0.00022343754025491158,-0.00010374945907032362
"S1,S3,S4",seed_rank,mean,1.0,6,6,6,6,6,18,-1.943547860516759e-05,-5.819329611633783e-06,-2.5132284699025398e-05,-2.8038007483410787e-05,-0.00021605979502650058,-0.00022340509478855353,-9.865625985083781e-05
"S1,S3,S4",seed_rank,trim20,1.0,6,6,6,6,6,18,-1.943547860516759e-05,-5.819329611633783e-06,-2.511145972572404e-05,-2.8014392802644394e-05,-0.00021605979502650058,-0.00022340509478855353,-0.0001001877163521181
"S1,S3,S4",top,mean,1.0,6,6,6,6,6,18,-1.943547860516759e-05,-5.819329611633783e-06,-2.5132284699025398e-05,-2.8038007483410787e-05,-0.00021605979502650058,-0.00022340509478855353,-9.865625985083781e-05
"S1,S3,S4",top,trim20,1.0,6,6,6,6,6,18,-1.943547860516759e-05,-5.819329611633783e-06,-2.511145972572404e-05,-2.8014392802644394e-05,-0.00021605979502650058,-0.00022340509478855353,-0.0001001877163521181
"Q2,S1,S3,S4",seed_rank,median,1.0,6,6,6,6,6,18,-1.9435103434717327e-05,-5.816808672953755e-06,-2.507981955846006e-05,-2.8056126802677994e-05,-0.0003289685051616961,-0.0003743906784576034,-0.0002204579421898334
"Q2,S1,S3,S4",top,median,1.0,6,6,6,6,6,18,-1.9435103434717327e-05,-5.816808672953755e-06,-2.507981955846006e-05,-2.8056126802677994e-05,-0.0003289685051616961,-0.0003743906784576034,-0.0002204579421898334
"S1,S2,S3",source_file,mean,1.25,3,3,3,3,3,10,-2.701007518568499e-05,-7.677016594542785e-06,-3.411810860132203e-05,-3.943021249985801e-05,-0.0002653280601060265,-0.00016696694613198558,-4.6456871812150524e-05
"S1,S2,S3",source_file,trim20,1.25,3,3,3,3,3,10,-2.701007518568499e-05,-7.628144760296607e-06,-3.411810860132203e-05,-3.943021249985801e-05,-0.0002653280601060265,-0.00016499030021800422,-4.5136571956261307e-05
"S1,S2,S3",source_file,median,1.25,3,3,3,3,3,10,-2.7009943634470623e-05,-7.485245493432657e-06,-3.411825551791203e-05,-3.942933183220809e-05,-0.0002653280601060265,-0.00015949129633527904,-4.1447044424103296e-05
"Q2,S1,S2,S3",source_file,mean,1.25,3,3,3,3,3,10,-2.693254485774954e-05,-8.068479578460241e-06,-3.375402024152763e-05,-3.9074169088659794e-05,-0.0002653280601060265,-0.00017916297439615758,-5.5291915372346345e-05
"Q2,S1,S2,S3",source_file,trim20,1.25,3,3,3,3,3,10,-2.693254485774954e-05,-8.084971685695663e-06,-3.375402024152763e-05,-3.9074169088659794e-05,-0.0002653280601060265,-0.00017981753854851013,-5.5787789878136707e-05
"Q2,S1,S2,S3",source_file,median,1.25,3,3,3,3,3,10,-2.691862875581208e-05,-8.090612511613138e-06,-3.371398427465255e-05,-3.903915877567776e-05,-0.0002653280601060265,-0.00017984469660338177,-5.581135089460787e-05
"S1,S2,S3",source_file,mean,1.1,3,3,3,3,3,10,-2.5271655017755634e-05,-8.182631223818682e-06,-3.15171196343389e-05,-3.62764297903162e-05,-0.00023599632797803582,-0.00014899070268698523,-4.240781763231727e-05
"S1,S2,S3",source_file,trim20,1.1,3,3,3,3,3,10,-2.5271655017755634e-05,-8.141911094994292e-06,-3.15171196343389e-05,-3.62764297903162e-05,-0.00023599632797803582,-0.00014725311630828242,-4.124733303745298e-05
"S1,S2,S3",source_file,median,1.1,3,3,3,3,3,10,-2.5271286806738402e-05,-8.024127230776834e-06,-3.151730426875776e-05,-3.627528331850982e-05,-0.00023599632797803582,-0.00014242089878137022,-3.80056642830251e-05
"Q2,S1,S2,S3",source_file,mean,1.1,3,3,3,3,3,10,-2.517943930369082e-05,-8.515382222573642e-06,-3.11738438393272e-05,-3.5932438576802284e-05,-0.00023599632797803582,-0.0001597068079507602,-5.017050810696144e-05
"Q2,S1,S2,S3",source_file,trim20,1.1,3,3,3,3,3,10,-2.517943930369082e-05,-8.52931880390706e-06,-3.11738438393272e-05,-3.5932438576802284e-05,-0.00023599632797803582,-0.0001602820024546703,-5.060626882014141e-05
"Q2,S1,S2,S3",source_file,median,1.1,3,3,3,3,3,10,-2.5164186750803452e-05,-8.534051174291513e-06,-3.113490010353548e-05,-3.5897556338815306e-05,-0.00023599632797803582,-0.00016030557771032906,-5.062676263856147e-05
"S1,S2,S3",source_file,mean,1.0,3,3,3,3,3,10,-2.387367245781924e-05,-8.305055666624206e-06,-2.955480079502859e-05,-3.3904048194477454e-05,-0.00021605979502650058,-0.00013669366891442826,-3.947669153026023e-05
"S1,S2,S3",source_file,trim20,1.0,3,3,3,3,3,10,-2.387367245781924e-05,-8.268806561462227e-06,-2.955480079502859e-05,-3.3904048194477454e-05,-0.00021605979502650058,-0.00013511517505026548,-3.8422542658289593e-05
"S1,S2,S3",source_file,median,1.0,3,3,3,3,3,10,-2.3873293343523727e-05,-8.164522760534254e-06,-2.9555002328596203e-05,-3.3903009568625464e-05,-0.00021605979502650058,-0.00013072644070839524,-3.547867527275983e-05
"Q2,S1,S2,S3",source_file,mean,1.0,3,3,3,3,3,10,-2.3793379724246222e-05,-8.59312929701872e-06,-2.9234925110976917e-05,-3.3623823957884547e-05,-0.00021605979502650058,-0.00014642563060998648,-4.652631088519765e-05
"Q2,S1,S2,S3",source_file,trim20,1.0,3,3,3,3,3,10,-2.3793379724246222e-05,-8.605009985562795e-06,-2.9234925110976917e-05,-3.3623823957884547e-05,-0.00021605979502650058,-0.0001469480358906039,-4.69220874963483e-05
"Q2,S1,S2,S3",source_file,median,1.0,3,3,3,3,3,10,-2.377999864522362e-05,-8.609129429792972e-06,-2.919879456131369e-05,-3.359634371780107e-05,-0.00021605979502650058,-0.0001469692714972326,-4.694057272636165e-05
"S1,S2,S3",source_file,mean,0.9,3,3,3,3,3,10,-2.2315460944000165e-05,-8.248480580896889e-06,-2.7414830383376554e-05,-3.140836039183803e-05,-0.00019581821330972443,-0.00012414655645185402,-3.636032195419858e-05
"S1,S2,S3",source_file,trim20,0.9,3,3,3,3,3,10,-2.2315460944000165e-05,-8.216549875594836e-06,-2.7414830383376554e-05,-3.140836039183803e-05,-0.00019581821330972443,-0.00012272693024201198,-3.541234224191392e-05
