candidate_name,policy,fold_kind,n_folds,cv_delta_mean,cv_delta_p10,cv_delta_p50,cv_delta_p90,cv_delta_worst,cv_win_rate,selector_abs_error_mean,selector_abs_error_p90,candidate_index,actual_anchor_mean__inverse_top,actual_anchor_score__inverse_top,actual_anchor_std__inverse_top,actual_anchor_mean__raw05_compatible,actual_anchor_score__raw05_compatible,actual_anchor_std__raw05_compatible,actual_anchor_mean__all_sign,actual_anchor_score__all_sign,actual_anchor_std__all_sign,actual_anchor_score_final,mean_actual_anchor,min_set_score,max_set_score,name,file,source_name_x,source_file_x,variant_x,target_mask,scale_x,delta_cap,active_cells_x,active_rows_x,mean_active_energy_x,p10_active_energy,mean_abs_move_vs_a2c8_x,max_abs_move_vs_a2c8_x,robust_expected_public,robust_delta_vs_a2c8,robust_p10_delta_vs_a2c8,robust_p50_delta_vs_a2c8,robust_p90_delta_vs_a2c8,robust_worst_delta_vs_a2c8,robust_win_rate_vs_a2c8,mean_abs_move_vs_a2c8_y,max_abs_move_vs_a2c8_y,mean_abs_move_vs_raw05,logit_cosine_to_a2c8_move,logit_orth_ratio_to_a2c8_move,best_case_gain_vs_raw05_if_all_correct,mean_abs_move_vs_a2c8,max_abs_move_vs_a2c8,selection_proxy,cv_stability_score,source_name_y,source_file_y,variant_y,scale_y,active_cells_y,active_rows_y,mean_active_energy_y
targetabl_802a9a30,low_error_best5,l2o,15,-0.000823228773958847,-0.0010892145926903573,-0.0009456486452600332,-0.0004298501109581077,-0.000385409873466247,1.0,0.0004199861533892457,0.001037445570604875,27,0.5770148712033725,0.5770938960878452,8.767998316152777e-05,0.5778482517798429,0.5782544037489292,0.0006848260901965126,0.5783189344794515,0.5784123216469532,0.00018889526388476234,0.5779202071612426,0.5777273524875556,0.5770938960878452,0.5784123216469532,targetabl_802a9a30,submission_targetabl_802a9a30.csv,282_consensus_directrob,submission_sparsejepa_282e9546.csv,no_s1,no_s1,2.0,0.24,1061.0,250.0,1.1507072486943493,0.4500449342935788,0.011881845654361655,0.029990441892767394,0.5760629226835523,-0.0013764225394203866,-0.0015851326201484772,-0.0013906380553537767,-0.0012170043847303579,-0.0006984400517442424,1.0,0.011881845654361655,0.029990441892767394,0.012811056582918041,0.3427788691072335,0.9394161202010355,0.03342786376263589,0.011881845654361655,0.029990441892767394,-0.0028616532462155935,-0.0012392315432809978,282_consensus_directrob,submission_sparsejepa_282e9546.csv,no_s1,2.0,1061.0,250.0,1.1507072486943493
targetabl_dd3c8158,low_error_best5,l2o,15,-0.0008132093849832674,-0.001038175528069263,-0.0009318649284577596,-0.0004717253212512818,-0.00040853381635508335,1.0,0.0004199861533892457,0.001037445570604875,61,0.5771191810765436,0.5771933095678667,8.598185700210244e-05,0.577741010799744,0.5780597319790926,0.0005350937897546496,0.5781081178801173,0.5781834662754592,0.00015136334135828824,0.5778121692741395,0.5776561032521349,0.5771933095678667,0.5781834662754592,targetabl_dd3c8158,submission_targetabl_dd3c8158.csv,3cf_noq2_safe,submission_sparsejepa_3cfdf64a.csv,no_q2,no_q2,1.75,0.24,1132.0,250.0,1.1823632311752297,0.4564439783783937,0.009652516276003309,0.02624396359355813,0.5760846003031358,-0.0013547449198367727,-0.001548898203963578,-0.0013862920046822103,-0.0012242557409292588,-0.0006874241643206602,1.0,0.009652516276003309,0.02624396359355813,0.010334392852726196,0.3114473483268008,0.9502634104395501,0.028452297367951573,0.009652516276003309,0.02624396359355813,-0.0025613094543371863,-0.0012292121543054182,3cf_noq2_safe,submission_sparsejepa_3cfdf64a.csv,no_q2,1.75,1132.0,250.0,1.1823632311752297
targetabl_ca3d8d9b,low_error_best5,l2o,15,-0.0008132093849832674,-0.001038175528069263,-0.0009318649284577596,-0.0004717253212512818,-0.00040853381635508335,1.0,0.0004199861533892457,0.001037445570604875,60,0.5771191810765436,0.5771933095678667,8.598185700210244e-05,0.577741010799744,0.5780597319790926,0.0005350937897546496,0.5781081178801173,0.5781834662754592,0.00015136334135828824,0.5778121692741395,0.5776561032521349,0.5771933095678667,0.5781834662754592,targetabl_ca3d8d9b,submission_targetabl_ca3d8d9b.csv,3cf_noq2_safe,submission_sparsejepa_3cfdf64a.csv,all,all,1.75,0.24,1132.0,250.0,1.1823632311752297,0.4564439783783937,0.009652516276003309,0.02624396359355813,0.5760846003031358,-0.0013547449198367727,-0.001548898203963578,-0.0013862920046822103,-0.0012242557409292588,-0.0006874241643206602,1.0,0.009652516276003309,0.02624396359355813,0.010334392852726196,0.3114473483268008,0.9502634104395501,0.028452297367951573,0.009652516276003309,0.02624396359355813,-0.0025613094543371863,-0.0012292121543054182,3cf_noq2_safe,submission_sparsejepa_3cfdf64a.csv,all,1.75,1132.0,250.0,1.1823632311752297
targetabl_b2eb8623,low_error_best5,l2o,15,-0.0008132093849832674,-0.001038175528069263,-0.0009318649284577596,-0.0004717253212512818,-0.00040853381635508335,1.0,0.0004199861533892457,0.001037445570604875,58,0.5771191810765436,0.5771933095678667,8.598185700210244e-05,0.577741010799744,0.5780597319790926,0.0005350937897546496,0.5781081178801173,0.5781834662754592,0.00015136334135828824,0.5778121692741395,0.5776561032521349,0.5771933095678667,0.5781834662754592,targetabl_b2eb8623,submission_targetabl_b2eb8623.csv,f465_actual_best,submission_sparsejepa_f4657144.csv,no_q2,no_q2,1.75,0.24,1132.0,250.0,1.1823632311752297,0.4564439783783937,0.009652516276003309,0.02624396359355813,0.5760846003031358,-0.0013547449198367727,-0.001548898203963578,-0.0013862920046822103,-0.0012242557409292588,-0.0006874241643206602,1.0,0.009652516276003309,0.02624396359355813,0.010334392852726196,0.3114473483268008,0.9502634104395501,0.028452297367951573,0.009652516276003309,0.02624396359355813,-0.0025613094543371863,-0.0012292121543054182,f465_actual_best,submission_sparsejepa_f4657144.csv,no_q2,1.75,1132.0,250.0,1.1823632311752297
targetabl_17a41efb,low_error_best5,l2o,15,-0.0008132093849832674,-0.001038175528069263,-0.0009318649284577596,-0.0004717253212512818,-0.00040853381635508335,1.0,0.0004199861533892457,0.001037445570604875,62,0.5771191810765436,0.5771933095678667,8.598185700210244e-05,0.577741010799744,0.5780597319790926,0.0005350937897546496,0.5781081178801173,0.5781834662754592,0.00015136334135828824,0.5778121692741395,0.5776561032521349,0.5771933095678667,0.5781834662754592,targetabl_17a41efb,submission_targetabl_17a41efb.csv,3cf_noq2_safe,submission_sparsejepa_3cfdf64a.csv,q1_q3_stage,q1_q3_stage,1.75,0.24,1132.0,250.0,1.1823632311752297,0.4564439783783937,0.009652516276003309,0.02624396359355813,0.5760846003031358,-0.0013547449198367727,-0.001548898203963578,-0.0013862920046822103,-0.0012242557409292588,-0.0006874241643206602,1.0,0.009652516276003309,0.02624396359355813,0.010334392852726196,0.3114473483268008,0.9502634104395501,0.028452297367951573,0.009652516276003309,0.02624396359355813,-0.0025613094543371863,-0.0012292121543054182,3cf_noq2_safe,submission_sparsejepa_3cfdf64a.csv,q1_q3_stage,1.75,1132.0,250.0,1.1823632311752297
targetabl_d0ba36ac,low_error_best5,l2o,15,-0.0008132093849832674,-0.001038175528069263,-0.0009318649284577596,-0.0004717253212512818,-0.00040853381635508335,1.0,0.0004199861533892457,0.001037445570604875,59,0.5771191810765436,0.5771933095678667,8.598185700210244e-05,0.577741010799744,0.5780597319790926,0.0005350937897546496,0.5781081178801173,0.5781834662754592,0.00015136334135828824,0.5778121692741395,0.5776561032521349,0.5771933095678667,0.5781834662754592,targetabl_d0ba36ac,submission_targetabl_d0ba36ac.csv,f465_actual_best,submission_sparsejepa_f4657144.csv,q1_q3_stage,q1_q3_stage,1.75,0.24,1132.0,250.0,1.1823632311752297,0.4564439783783937,0.009652516276003309,0.02624396359355813,0.5760846003031358,-0.0013547449198367727,-0.001548898203963578,-0.0013862920046822103,-0.0012242557409292588,-0.0006874241643206602,1.0,0.009652516276003309,0.02624396359355813,0.010334392852726196,0.3114473483268008,0.9502634104395501,0.028452297367951573,0.009652516276003309,0.02624396359355813,-0.0025613094543371863,-0.0012292121543054182,f465_actual_best,submission_sparsejepa_f4657144.csv,q1_q3_stage,1.75,1132.0,250.0,1.1823632311752297
targetabl_8258f77a,low_error_best5,l2o,15,-0.0008122564792739502,-0.0010577808418522627,-0.0009264046629881006,-0.00045735166600389124,-0.0004173740730367692,1.0,0.0004199861533892457,0.001037445570604875,65,0.5770374687174334,0.5771162583297939,8.869755213604437e-05,0.5777754368981103,0.5781448413247906,0.0006218974147785363,0.578201331383513,0.578288159978267,0.0001737471507452279,0.5778497532109504,0.5776714123330189,0.5771162583297939,0.578288159978267,targetabl_8258f77a,submission_targetabl_8258f77a.csv,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_s1,no_s1,1.5,0.24,859.0,247.0,1.3161361257311952,0.6371756880191353,0.0096550899103517,0.029990441892767505,0.5761163927942398,-0.0013229524287331263,-0.0015150845187092755,-0.0013415023450550345,-0.0011370692794872906,-0.000680388614061167,1.0,0.0096550899103517,0.029990441892767505,0.010761988966007278,0.3475890302792322,0.9376469836935128,0.028315214040456234,0.0096550899103517,0.029990441892767505,-0.0025298386675270887,-0.001228259248596101,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_s1,1.5,859.0,247.0,1.3161361257311952
targetabl_05004f97,low_error_best5,l2o,15,-0.0008094145120332168,-0.0010398698709216392,-0.000931820442484077,-0.00045371897822816816,-0.0003864532212040084,1.0,0.0004199861533892457,0.001037445570604875,40,0.5771257916698198,0.5772002337176406,8.587615853995405e-05,0.5777864422131074,0.5781209026733057,0.0005614637680679969,0.5781729736910355,0.5782511087558468,0.00015719311497793217,0.5778574150489311,0.5776950691913209,0.5772002337176406,0.5782511087558468,targetabl_05004f97,submission_targetabl_05004f97.csv,282_consensus_directrob,submission_sparsejepa_282e9546.csv,no_q2,no_q2,1.75,0.24,1132.0,250.0,1.1823632311752297,0.4564439783783937,0.010556008983913866,0.02624396359355813,0.5760637060398055,-0.001375639183167241,-0.001581627831711896,-0.0014080685254439507,-0.0012584086996922262,-0.0006873500381430198,1.0,0.010556008983913866,0.02624396359355813,0.011237885560636754,0.3035799239878059,0.9528059769709452,0.03070282558497315,0.010556008983913866,0.02624396359355813,-0.0026951403061564743,-0.0012254172813553677,282_consensus_directrob,submission_sparsejepa_282e9546.csv,no_q2,1.75,1132.0,250.0,1.1823632311752297
targetabl_393a0c83,low_error_best5,l2o,15,-0.0008094145120332168,-0.0010398698709216392,-0.000931820442484077,-0.00045371897822816816,-0.0003864532212040084,1.0,0.0004199861533892457,0.001037445570604875,41,0.5771257916698198,0.5772002337176406,8.587615853995405e-05,0.5777864422131074,0.5781209026733057,0.0005614637680679969,0.5781729736910355,0.5782511087558468,0.00015719311497793217,0.5778574150489311,0.5776950691913209,0.5772002337176406,0.5782511087558468,targetabl_393a0c83,submission_targetabl_393a0c83.csv,282_consensus_directrob,submission_sparsejepa_282e9546.csv,q1_q3_stage,q1_q3_stage,1.75,0.24,1132.0,250.0,1.1823632311752297,0.4564439783783937,0.010556008983913866,0.02624396359355813,0.5760637060398055,-0.001375639183167241,-0.001581627831711896,-0.0014080685254439507,-0.0012584086996922262,-0.0006873500381430198,1.0,0.010556008983913866,0.02624396359355813,0.011237885560636754,0.3035799239878059,0.9528059769709452,0.03070282558497315,0.010556008983913866,0.02624396359355813,-0.0026951403061564743,-0.0012254172813553677,282_consensus_directrob,submission_sparsejepa_282e9546.csv,q1_q3_stage,1.75,1132.0,250.0,1.1823632311752297
targetabl_e8ef85d1,low_error_best5,l2o,15,-0.0008050875960544287,-0.0010438765996769294,-0.0009422474031005601,-0.00044265481514786935,-0.0003772644665249736,1.0,0.0004199861533892457,0.001037445570604875,63,0.577125387529243,0.5771973125301338,8.334330130715997e-05,0.577747410005286,0.5780670740245488,0.0005411016145515381,0.5781111785182889,0.5781861640444906,0.00014824024979919587,0.5778168501997244,0.5776613253509393,0.5771973125301338,0.5781861640444906,targetabl_e8ef85d1,submission_targetabl_e8ef85d1.csv,f465_actual_best,submission_sparsejepa_f4657144.csv,no_s4,no_s4,1.75,0.24,1107.0,250.0,1.1773278000357632,0.45904599524031514,0.00967414761340592,0.02624396359355813,0.5760943572151803,-0.0013449880077923335,-0.0015123845163510729,-0.0013617517008945867,-0.001202642273166732,-0.0007230259036736797,1.0,0.00967414761340592,0.02624396359355813,0.010525403859907669,0.3076537593855876,0.9514983785251103,0.029045753489021654,0.00967414761340592,0.02624396359355813,-0.0025542564594680734,-0.0012210903653765794,f465_actual_best,submission_sparsejepa_f4657144.csv,no_s4,1.75,1107.0,250.0,1.1773278000357632
targetabl_d15873ce,low_error_best5,l2o,15,-0.0008044645782556999,-0.001028985532537896,-0.0009272218113319797,-0.00046711919940838347,-0.0004119579629715542,1.0,0.0004199861533892457,0.001037445570604875,53,0.5771122464900011,0.5771817013756105,7.942776865970069e-05,0.5777230292244345,0.5780378021544972,0.0005317641012540153,0.5780873333281316,0.5781569251532355,0.00013899956961686553,0.5777921428944477,0.5776408696808557,0.5771817013756105,0.5781569251532355,targetabl_d15873ce,submission_targetabl_d15873ce.csv,282_consensus_directrob,submission_sparsejepa_282e9546.csv,all,all,1.5,0.24,1256.0,250.0,1.146752178998714,0.45126459488564136,0.010171288018323127,0.02249607200952053,0.576112802422014,-0.001326542800958591,-0.0014830014246004942,-0.0013461694239134125,-0.0011836442417370251,-0.0007087891185695305,1.0,0.010171288018323127,0.02249607200952053,0.010848221523648893,0.31629144413860705,0.948662069635291,0.029298249688165932,0.010171288018323127,0.02249607200952053,-0.0025979538032489817,-0.0012204673475778509,282_consensus_directrob,submission_sparsejepa_282e9546.csv,all,1.5,1256.0,250.0,1.146752178998714
targetabl_ccc68112,low_error_best5,l2o,15,-0.0007991313300724186,-0.0010469375355121491,-0.0009432444468976398,-0.0004189496303421026,-0.00034939720710946975,1.0,0.0004199861533892457,0.001037445570604875,42,0.5771330794412216,0.5772037351319889,8.277520002731401e-05,0.5777941169086211,0.5781284937764628,0.0005669166841127172,0.578177209105523,0.5782538794359574,0.00015332825284189168,0.5778620361148031,0.5777014684851219,0.5772037351319889,0.5782538794359574,targetabl_ccc68112,submission_targetabl_ccc68112.csv,282_consensus_directrob,submission_sparsejepa_282e9546.csv,no_s4,no_s4,1.75,0.24,1107.0,250.0,1.1773278000357632,0.45904599524031514,0.010576377663992966,0.02624396359355813,0.5760729297624917,-0.001366415460480896,-0.0015318565812667106,-0.0013854896984193399,-0.0012328410725893414,-0.0007263225311122667,1.0,0.010576377663992966,0.02624396359355813,0.011427633910494714,0.29617360479276017,0.9551341245207722,0.03128397248604897,0.010576377663992966,0.02624396359355813,-0.002688462668480017,-0.0012151340993945695,282_consensus_directrob,submission_sparsejepa_282e9546.csv,no_s4,1.75,1107.0,250.0,1.1773278000357632
