basename,source_path,parent_basename,parent_source_path,parent_highrep_actual_mean,parent_highrep_actual_p90,parent_highrep_null_strict_rate,parent_highrep_p90_dominance,parent_highrep_mean_dominance,parent_highrep_worst_mode_p90_dominance,parent_actual_mean,parent_actual_p90,parent_strict_promote,build_null_count,build_bad_null_count,build_bad_strict_count,build_bad_p90_threshold,build_bad_null_mean_p90,risk_mean_active,risk_p90_active,support_mean_active,support_p10_active,bad_mean_l1_ratio,risk_policy,risk_q,risk_strength,risk_scale,risk_type,risk_active_cells,risk_high_cells,risk_kept_cells,risk_kept_frac,risk_l1_retained_frac,risk_mean_kept,risk_mean_dropped,support_mean_kept,support_mean_dropped,nonzero_rows,nonzero_cells,mean_abs_delta,max_abs_delta,l1_delta,q_abs_share,s_abs_share,abs_Q1,abs_Q2,abs_Q3,abs_S1,abs_S2,abs_S3,abs_S4,promotion_decision,strict_promote_gate,info_sensor_gate,pred_delta_vs_current_mean,pred_delta_vs_current_p10,pred_delta_vs_current_p90,pred_beats_current_rate,incremental_bad_axis_vs_current
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_65__b0_50__s1_0_dc61fca5.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_65__b0_50__s1_0_dc61fca5.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,-0.0011850879889902,-0.0001092214223475,0.0930232558139534,0.9263565891472868,0.9031007751937984,0.8125,-0.001185087988990203,-0.00010922142234752516,True,96,24,4,8.238293108405953e-06,-3.855448268808287e-05,0.6839154085176685,1.25,-0.02185829775813753,-0.09777981106592158,0.32017597174708556,badmean_subtract,0.65,0.5,1.0,nullfail_censor,643,225,750,1.166407465007776,0.9667239145934563,0.5884545880135923,0.0,-0.023637751009329917,0.0,250,750,0.028641055408431502,0.35,50.12184696475513,0.27030391558577144,0.7296960844142286,13.548131490964124,0.0,1.8272420613622375e-15,13.103807947840126,0.0,23.469907525950877,0.0,promote_candidate,True,False,-0.0010292580500978182,-0.0016763718804097029,-0.00019389222258871697,0.9411764705882353,-0.006453434836010852
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_75__b0_50__s1_0_dc61fca5.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_75__b0_50__s1_0_dc61fca5.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,-0.0011850879889902,-0.0001092214223475,0.0930232558139534,0.9263565891472868,0.9031007751937984,0.8125,-0.001185087988990203,-0.00010922142234752516,True,96,24,4,8.238293108405953e-06,-3.855448268808287e-05,0.6839154085176685,1.25,-0.02185829775813753,-0.09777981106592158,0.32017597174708556,badmean_subtract,0.75,0.5,1.0,nullfail_censor,643,161,750,1.166407465007776,0.9667239145934563,0.5884545880135923,0.0,-0.023637751009329917,0.0,250,750,0.028641055408431502,0.35,50.12184696475513,0.27030391558577144,0.7296960844142286,13.548131490964124,0.0,1.8272420613622375e-15,13.103807947840126,0.0,23.469907525950877,0.0,promote_candidate,True,False,-0.0010292580500978182,-0.0016763718804097029,-0.00019389222258871697,0.9411764705882353,-0.006453434836010852
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_85__b0_50__s1_0_dc61fca5.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_85__b0_50__s1_0_dc61fca5.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,-0.0011850879889902,-0.0001092214223475,0.0930232558139534,0.9263565891472868,0.9031007751937984,0.8125,-0.001185087988990203,-0.00010922142234752516,True,96,24,4,8.238293108405953e-06,-3.855448268808287e-05,0.6839154085176685,1.25,-0.02185829775813753,-0.09777981106592158,0.32017597174708556,badmean_subtract,0.85,0.5,1.0,nullfail_censor,643,100,750,1.166407465007776,0.9667239145934563,0.5884545880135923,0.0,-0.023637751009329917,0.0,250,750,0.028641055408431502,0.35,50.12184696475513,0.27030391558577144,0.7296960844142286,13.548131490964124,0.0,1.8272420613622375e-15,13.103807947840126,0.0,23.469907525950877,0.0,promote_candidate,True,False,-0.0010292580500978182,-0.0016763718804097029,-0.00019389222258871697,0.9411764705882353,-0.006453434836010852
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__anti_highrisk_keep__q0_55__b1_00__s1_bdf8d25c.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__anti_highrisk_keep__q0_55__b1_00__s1_bdf8d25c.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,-0.0009521445193922999,-5.374669127956009e-05,True,96,24,4,6.363552702718815e-05,-1.289424222732609e-05,0.647468089996231,1.1666666666666667,-0.01621242164631323,-0.08196486803621618,0.3093718829920585,anti_highrisk_keep,0.55,1.0,1.0,anti_control,640,288,288,0.45,0.20289240033841238,0.9965879098228645,0.3618246010471673,-0.04841662473133822,0.01013647178688904,188,288,0.005153251792541461,0.2007538574417369,9.018190636947558,0.22625097612116923,0.7737490238788306,2.040374434456174,0.0,0.0,2.3252491093657013,0.0,4.652567093125682,0.0,promote_candidate,True,False,-0.00034201214650785163,-0.00044171042401602287,-0.00019267372911901796,1.0,-0.0066403904667172164
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_55__b1_50__s1_2_4f2342be.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_55__b1_50__s1_2_4f2342be.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,-0.0011850879889902,-0.0001092214223475,0.0930232558139534,0.9263565891472868,0.9031007751937984,0.8125,-0.001185087988990203,-0.00010922142234752516,True,96,24,4,8.238293108405953e-06,-3.855448268808287e-05,0.6839154085176685,1.25,-0.02185829775813753,-0.09777981106592158,0.32017597174708556,badmean_subtract,0.55,1.5,1.25,nullfail_censor,643,289,750,1.166407465007776,1.1732460294906863,0.5884545880135923,0.0,-0.023637751009329917,0.0,250,750,0.03475967029583243,0.35,60.82942301770673,0.2905448361044148,0.7094551638955853,17.673674741005716,0.0,3.2439329000766293e-15,16.615714172469673,0.0,26.540034104231342,0.0,promote_candidate,True,False,-0.0010984072122104498,-0.0018876101554687649,-0.00018118290558472982,0.9705882352941176,0.010006848057060258
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_65__b1_50__s1_2_4f2342be.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_65__b1_50__s1_2_4f2342be.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,-0.0011850879889902,-0.0001092214223475,0.0930232558139534,0.9263565891472868,0.9031007751937984,0.8125,-0.001185087988990203,-0.00010922142234752516,True,96,24,4,8.238293108405953e-06,-3.855448268808287e-05,0.6839154085176685,1.25,-0.02185829775813753,-0.09777981106592158,0.32017597174708556,badmean_subtract,0.65,1.5,1.25,nullfail_censor,643,225,750,1.166407465007776,1.1732460294906863,0.5884545880135923,0.0,-0.023637751009329917,0.0,250,750,0.03475967029583243,0.35,60.82942301770673,0.2905448361044148,0.7094551638955853,17.673674741005716,0.0,3.2439329000766293e-15,16.615714172469673,0.0,26.540034104231342,0.0,promote_candidate,True,False,-0.0010984072122104498,-0.0018876101554687649,-0.00018118290558472982,0.9705882352941176,0.010006848057060258
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_75__b1_50__s1_2_4f2342be.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_75__b1_50__s1_2_4f2342be.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,-0.0011850879889902,-0.0001092214223475,0.0930232558139534,0.9263565891472868,0.9031007751937984,0.8125,-0.001185087988990203,-0.00010922142234752516,True,96,24,4,8.238293108405953e-06,-3.855448268808287e-05,0.6839154085176685,1.25,-0.02185829775813753,-0.09777981106592158,0.32017597174708556,badmean_subtract,0.75,1.5,1.25,nullfail_censor,643,161,750,1.166407465007776,1.1732460294906863,0.5884545880135923,0.0,-0.023637751009329917,0.0,250,750,0.03475967029583243,0.35,60.82942301770673,0.2905448361044148,0.7094551638955853,17.673674741005716,0.0,3.2439329000766293e-15,16.615714172469673,0.0,26.540034104231342,0.0,promote_candidate,True,False,-0.0010984072122104498,-0.0018876101554687649,-0.00018118290558472982,0.9705882352941176,0.010006848057060258
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_85__b1_50__s1_2_4f2342be.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_85__b1_50__s1_2_4f2342be.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,-0.0011850879889902,-0.0001092214223475,0.0930232558139534,0.9263565891472868,0.9031007751937984,0.8125,-0.001185087988990203,-0.00010922142234752516,True,96,24,4,8.238293108405953e-06,-3.855448268808287e-05,0.6839154085176685,1.25,-0.02185829775813753,-0.09777981106592158,0.32017597174708556,badmean_subtract,0.85,1.5,1.25,nullfail_censor,643,100,750,1.166407465007776,1.1732460294906863,0.5884545880135923,0.0,-0.023637751009329917,0.0,250,750,0.03475967029583243,0.35,60.82942301770673,0.2905448361044148,0.7094551638955853,17.673674741005716,0.0,3.2439329000766293e-15,16.615714172469673,0.0,26.540034104231342,0.0,promote_candidate,True,False,-0.0010984072122104498,-0.0018876101554687649,-0.00018118290558472982,0.9705882352941176,0.010006848057060258
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__orth_badmean__q0_55__b0_50__s1_25_f4745572.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__orth_badmean__q0_55__b0_50__s1_25_f4745572.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,-0.0007611038277911,-7.560917621505604e-05,0.0813953488372093,0.9186046511627908,0.9031007751937984,0.796875,-0.0007611038277911392,-7.560917621505604e-05,True,96,24,7,6.3707770058021186e-06,-4.872900956361557e-05,0.6680025390359453,1.25,-0.011296213983834269,-0.059790094463651265,0.30933032586825265,orth_badmean,0.55,0.5,1.25,nullfail_censor,640,289,750,1.171875,1.2250919763181354,0.5700288333106733,0.0,-0.013446824356192521,0.0,250,750,0.025130365609592142,0.35,43.97813981678625,0.26031935144747925,0.7396806485525207,11.44836083497236,0.0,7.530274286638946e-16,11.616620152566965,0.0,20.913158829246928,0.0,promote_candidate,True,False,-0.0008674958122246237,-0.0014202634278542056,-0.00016862071749578457,0.9411764705882353,-0.004204962531363821
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_55__b1_00__s1_2_967deb20.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_55__b1_00__s1_2_967deb20.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,-0.0007611038277911,-7.560917621505604e-05,0.0813953488372093,0.9186046511627908,0.9031007751937984,0.796875,-0.0007611038277911392,-7.560917621505604e-05,True,96,24,7,6.3707770058021186e-06,-4.872900956361557e-05,0.6680025390359453,1.25,-0.011296213983834269,-0.059790094463651265,0.30933032586825265,badmean_subtract,0.55,1.0,1.25,nullfail_censor,640,289,750,1.171875,1.2323377829801228,0.5700288333106733,0.0,-0.013446824356192521,0.0,250,750,0.025278999160437365,0.35,44.238248530765404,0.26370699306056855,0.7362930069394313,11.665935498314257,0.0,9.25185853854297e-16,11.80048204856604,0.0,20.771830983885103,0.0,promote_candidate,True,False,-0.0008127195835196482,-0.0013192786450481255,-0.00015938602178106132,0.9705882352941176,0.0029510437835425507
