method,target,target_row_logloss,target_count_nll_per_row,target_rate_mae,target_count_mae,delta_row_vs_subject,delta_count_vs_subject
night_light_rawctx_strict_k8_a24,Q3,0.6490387956930693,0.30746151341562494,0.20597490102112442,0.9494940559266467,-0.020307142522102084,-0.02030714252210203
night_phone_rawctx_strict_k16_a24,Q3,0.6498159079355084,0.30823862565806404,0.20753097734322584,0.956667188240724,-0.019530030279663046,-0.019530030279662935
night_phone_rawctx_local_k8_a24,Q3,0.6499665986095238,0.30838931633207933,0.20616732600548748,0.9503810881716375,-0.01937933960564764,-0.01937933960564764
night_coverage_rawctx_strict_k8_a24,Q3,0.6503799200987971,0.30880263782135253,0.20691915047244175,0.9538468155924754,-0.018966018116374328,-0.01896601811637444
night_usage_ambience_rawctx_strict_k16_a24,Q3,0.6504009630388453,0.30882368076140077,0.20683053934059842,0.9534383398871489,-0.018944975176326095,-0.018944975176326206
night_context_rawctx_local_k8_a24,Q3,0.6508013647604768,0.3092240824830323,0.2081270088340935,0.9594147480400895,-0.018544573454694624,-0.01854457345469468
night_all_rawctx_local_k8_a24,Q3,0.6509359317142488,0.3093586494368044,0.20875298404479228,0.9623003410845302,-0.018410006500922615,-0.01841000650092256
night_all_rawctx_strict_k16_a24,Q3,0.6512009385597917,0.3096236562823474,0.20717352681376147,0.9550194284829492,-0.018144999655379745,-0.01814499965537958
night_usage_ambience_rawctx_local_k8_a24,Q3,0.6517654422562483,0.31018815997880395,0.2083909751741681,0.9606315684857992,-0.01758049595892308,-0.017580495958923026
night_watch_rawctx_strict_k16_a24,Q3,0.652463314279438,0.3108860320019935,0.20981051504046241,0.9671753010401803,-0.016882623935733365,-0.016882623935733476
night_mobility_rawctx_strict_k16_a24,Q3,0.6525111157831083,0.3109338335056638,0.20848180489371604,0.9610502713393252,-0.016834822432063135,-0.01683482243206319
night_phone_rawctx_strict_k8_a24,Q3,0.6530378817623311,0.31146059948488664,0.2088707832684323,0.9628433667739928,-0.01630805645284028,-0.016308056452840336
night_mobility_rawctx_strict_k8_a24,Q3,0.6538632867872698,0.3122860045098253,0.21002283582155354,0.968154048055454,-0.015482651427901617,-0.015482651427901672
night_context_rawctx_strict_k8_a24,Q3,0.6539461116216356,0.31236882934419113,0.211141588201428,0.9733112236602413,-0.015399826593535781,-0.015399826593535837
night_watch_rawctx_strict_k8_a24,Q3,0.654030991444387,0.3124537091669425,0.2112930241644754,0.974009306514289,-0.015314946770784377,-0.015314946770784488
night_all_rawctx_strict_k8_a24,Q3,0.6548369582999025,0.3132596760224581,0.2115679412222979,0.9752766070979099,-0.014508979915268894,-0.014508979915268894
night_usage_ambience_rawctx_strict_k8_a24,Q3,0.6549704272509115,0.31339314497346704,0.21113127022963837,0.9732636603268695,-0.01437551096425993,-0.01437551096425993
night_watch_rawctx_local_k8_a24,Q3,0.6551798039738436,0.31360252169639913,0.21220165751935047,0.9781978846623717,-0.014166134241327843,-0.014166134241327843
night_light_rawctx_local_k8_a24,Q3,0.6561889034073694,0.3146116211299249,0.21022547063832442,0.9690881451376419,-0.01315703480780206,-0.01315703480780206
calendar_count_local,Q3,0.6571415487400123,0.31556426646256774,0.21422128875703317,0.9875078920751041,-0.012204389475159116,-0.012204389475159227
calendar_count_strict,Q3,0.6576027314669551,0.3160254491895106,0.21547368093926725,0.9932811145736954,-0.011743206748216273,-0.011743206748216384
night_watch_raw_strict_k16_a24,Q3,0.6616714373727334,0.3200941550952889,0.2188043366151403,1.0086346248844273,-0.007674500842438037,-0.007674500842438092
night_light_raw_strict_k16_a24,Q3,0.6626647833704784,0.32108750109303397,0.2147386574273015,0.9898928354575606,-0.006681154844693005,-0.006681154844693005
night_coverage_raw_strict_k8_a24,Q3,0.6634412644958512,0.3218639822184067,0.21741971253993636,1.0022518456109262,-0.005904673719320241,-0.005904673719320297
night_light_raw_strict_k8_a24,Q3,0.6636877588262476,0.32211047654880326,0.21626205808359958,0.996915340921959,-0.0056581793889237675,-0.005658179388923712
night_watch_raw_strict_k8_a24,Q3,0.6638879479339445,0.32231066565649985,0.22013111808926103,1.0147507638748863,-0.005457990281226954,-0.005457990281227121
night_usage_ambience_raw_strict_k8_a24,Q3,0.6642925409461683,0.3227152586687238,0.21729972321256752,1.0016987240774453,-0.005053397269003113,-0.005053397269003168
night_coverage_raw_strict_k16_a24,Q3,0.6643329215986753,0.3227556393212308,0.21785554668732163,1.0042609347293607,-0.005013016616496113,-0.005013016616496169
night_all_raw_strict_k8_a24,Q3,0.664399759361828,0.32282247708438366,0.2162099502416223,0.9966751364796735,-0.004946178853343364,-0.004946178853343308
night_mobility_raw_strict_k8_a24,Q3,0.6654056723938072,0.32382839011636283,0.21840568186825202,1.0067969237341374,-0.003940265821364197,-0.003940265821364142
night_usage_ambience_raw_strict_k16_a24,Q3,0.6659626913755926,0.3243854090981481,0.21733291529357984,1.0018517314752826,-0.003383246839578802,-0.0033832468395788573
night_all_raw_strict_k16_a24,Q3,0.6660973975036102,0.3245201152261657,0.21522520267569947,0.9921356903831025,-0.003248540711561221,-0.0032485407115612763
night_phone_raw_strict_k8_a24,Q3,0.6663111446447936,0.32473386236734914,0.21985761089499206,1.0134899624183782,-0.003034793570377836,-0.003034793570377836
night_context_raw_strict_k8_a24,Q3,0.6668529226477855,0.32527564037034096,0.21855315627078747,1.0074767447604593,-0.0024930155673859034,-0.0024930155673860144
night_mobility_raw_strict_k16_a24,Q3,0.6669870859373558,0.3254098036599113,0.21830622274098518,1.006338441415761,-0.0023588522778156262,-0.0023588522778156817
night_context_raw_strict_k16_a24,Q3,0.6675027132192933,0.32592543094184895,0.21819340621975616,1.0058183847691198,-0.0018432249958780789,-0.0018432249958780234
subject_mean,Q3,0.6693459382151714,0.32776865593772697,0.2224049478329621,1.0252325644007279,0.0,0.0
night_phone_raw_strict_k16_a24,Q3,0.6695550600767679,0.3279777777993234,0.2225959800586493,1.0261131763679199,0.00020912186159649515,0.00020912186159643964
night_phone_rawctx_strict_k8_a24,S1,0.567136482041107,0.2519059276351804,0.16066469210254697,0.7406250440824725,-0.009910484266800523,-0.009910484266800468
night_phone_rawctx_local_k8_a24,S1,0.5685590338872724,0.2533284794813457,0.15926758894235693,0.7341847392708649,-0.00848793242063517,-0.00848793242063517
night_all_rawctx_strict_k8_a24,S1,0.5687352765971513,0.25350472219122466,0.15992147405770585,0.7371989901684488,-0.008311689710756243,-0.008311689710756187
night_watch_rawctx_local_k8_a24,S1,0.5695493043754168,0.2543187499694902,0.16015607725888223,0.738280453705579,-0.007497661932490685,-0.007497661932490629
night_all_rawctx_local_k8_a24,S1,0.5695966354404355,0.25436608103450886,0.15941150989912853,0.7348481797789096,-0.007450330867472044,-0.007450330867471988
night_coverage_rawctx_local_k8_a24,S1,0.5701559235513464,0.25492536914541986,0.15948581333130044,0.7351907004784337,-0.006891042756561161,-0.006891042756560994
night_mobility_rawctx_local_k8_a24,S1,0.5704745227507557,0.2552439683448292,0.16016423399251217,0.7383180542581659,-0.006572443557151808,-0.0065724435571516415
night_phone_rawctx_strict_k16_a24,S1,0.5705287288385543,0.25529817443262764,0.16484595788629564,0.7598996595246311,-0.006518237469353205,-0.006518237469353205
night_context_rawctx_local_k8_a24,S1,0.5706575888456746,0.25542703443974796,0.16119875414842083,0.7430869398549155,-0.0063893774622328925,-0.0063893774622328925
night_usage_ambience_rawctx_local_k8_a24,S1,0.5709242743506374,0.2556937199447108,0.1605899273442064,0.7402803967818296,-0.00612269195727011,-0.0061226919572700544
night_usage_ambience_rawctx_strict_k8_a24,S1,0.5711179723865645,0.25588741798063785,0.16268870441629446,0.7499552471873085,-0.005928993921343051,-0.005928993921342995
night_light_rawctx_strict_k8_a24,S1,0.571169886053085,0.2559393316471584,0.1614660357996013,0.744319043076211,-0.005877080254822475,-0.005877080254822475
night_coverage_rawctx_strict_k8_a24,S1,0.5716368830309325,0.2564063286250059,0.1602264849979606,0.7386050162101111,-0.0054100832769750085,-0.005410083276974953
night_watch_rawctx_strict_k8_a24,S1,0.5716569147630596,0.25642636035713295,0.16137817543757102,0.7439140282366079,-0.005390051544847951,-0.005390051544847896
night_light_rawctx_local_k8_a24,S1,0.5719754237709594,0.2567448693650329,0.16046854457948895,0.7397208518420344,-0.0050715425369480815,-0.0050715425369479705
night_phone_raw_strict_k8_a24,S1,0.5726484483297449,0.2574178939238183,0.16698172472728376,0.7697450237428446,-0.004398517978162597,-0.004398517978162542
night_usage_ambience_raw_strict_k8_a24,S1,0.5737885389354161,0.2585579845294895,0.16667996969961413,0.7683540066640748,-0.0032584273724913793,-0.0032584273724913237
night_all_rawctx_strict_k16_a24,S1,0.5740267731545571,0.25879621874863046,0.1671135993599708,0.7703529336349874,-0.003020193153350448,-0.0030201931533503923
night_coverage_rawctx_strict_k16_a24,S1,0.5746972869431921,0.25946673253726543,0.16481847021982088,0.7597729480864914,-0.002349679364715418,-0.002349679364715418
night_mobility_rawctx_strict_k8_a24,S1,0.5748319512294962,0.2596013968235694,0.1643216494852878,0.7574827256760828,-0.0022150150784113753,-0.002215015078411431
night_usage_ambience_rawctx_strict_k16_a24,S1,0.5748418941203264,0.2596113397143997,0.16862381971314946,0.7773146811167134,-0.0022050721875811474,-0.0022050721875811474
night_watch_rawctx_strict_k16_a24,S1,0.5748500168015278,0.25961946239560113,0.1667150179126546,0.7685155703778469,-0.0021969495063797195,-0.0021969495063797195
night_context_rawctx_strict_k8_a24,S1,0.5748602062001273,0.2596296517942007,0.1670942732019862,0.7702638447603753,-0.0021867601077801835,-0.002186760107780128
calendar_count_local,S1,0.5752098550842597,0.2599793006783331,0.16730244295994146,0.7712234565714375,-0.0018371112236478249,-0.0018371112236477694
night_light_raw_strict_k8_a24,S1,0.5756812098573839,0.2604506554514572,0.16761489178505246,0.7726637694481687,-0.0013657564505236142,-0.0013657564505236697
night_all_raw_strict_k8_a24,S1,0.5759663675327077,0.26073581312678107,0.167077470735806,0.7701863894894472,-0.001080598775199837,-0.0010805987751997814
night_light_rawctx_strict_k16_a24,S1,0.5761607494778429,0.2609301950719163,0.16735045805951576,0.771444794469475,-0.0008862168300646234,-0.0008862168300645679
subject_mean,S1,0.5770469663079075,0.26181641190198085,0.16419163564668346,0.7568833935908091,0.0,0.0
night_watch_raw_strict_k8_a24,S1,0.5771496778714531,0.26191912346552637,0.16648431220819793,0.7674520733499856,0.00010271156354557665,0.00010271156354552113
night_coverage_raw_strict_k8_a24,S1,0.5780374439896737,0.26280688958374704,0.16626311194544158,0.7664323940899624,0.0009904776817661887,0.0009904776817661887
calendar_count_strict,S1,0.5781733356327424,0.26294278122681586,0.16985934517136805,0.7830101521314284,0.0011263693248348972,0.0011263693248350082
night_context_raw_strict_k8_a24,S1,0.5792314829043048,0.2640009284983781,0.169787076130334,0.7826770094788568,0.00218451659639729,0.0021845165963972346
night_phone_raw_strict_k16_a24,S1,0.5795435780040475,0.264313023598121,0.17651576695582283,0.8136946330402565,0.0024966116961400164,0.0024966116961401275
night_all_raw_strict_k16_a24,S1,0.5797697830320508,0.2645392286261242,0.1729400349483771,0.7972113806156895,0.0027228167241433177,0.002722816724143373
night_mobility_raw_strict_k8_a24,S1,0.5803831430450588,0.26515258863913227,0.16854429154256392,0.7769480756474288,0.003336176737151253,0.0033361767371514195
night_context_rawctx_strict_k16_a24,S1,0.5804805887168413,0.2652500343109146,0.17428094646700565,0.8033926556649772,0.0034336224089337453,0.0034336224089337453
night_mobility_rawctx_strict_k16_a24,S1,0.5813507075007772,0.2661201530948506,0.17079775991660304,0.7873360152253165,0.004303741192869692,0.004303741192869748
night_usage_ambience_raw_strict_k16_a24,S1,0.5837619130784779,0.2685313586725513,0.1778244434525298,0.8197273125006861,0.006714946770570385,0.00671494677057044
night_coverage_raw_strict_k16_a24,S1,0.584841563688455,0.26961100928252835,0.17294956966875136,0.7972553333510733,0.007794597380547441,0.007794597380547497
night_light_raw_strict_k16_a24,S1,0.5854845077637345,0.270253953357808,0.17821052859567615,0.8215070708434827,0.00843754145582698,0.008437541455827147
night_context_raw_strict_k16_a24,S1,0.5862490143006134,0.27101845989468676,0.1795983430706885,0.8279045570819543,0.009202047992705853,0.009202047992705908
night_watch_raw_strict_k16_a24,S1,0.5878732278041605,0.27264267339823384,0.17773211742038603,0.8193017120110477,0.010826261496252987,0.010826261496252987
night_mobility_raw_strict_k16_a24,S1,0.5899000965741554,0.27466954216822875,0.1797675037578914,0.8286843465912556,0.012853130266247903,0.012853130266247903
night_all_rawctx_local_k8_a24,S2,0.5539186879438112,0.2539282755061177,0.165082126879776,0.760988340982382,-0.012980853596364472,-0.012980853596364472
night_watch_rawctx_local_k8_a24,S2,0.5539611290485537,0.25397071661086024,0.16556566487730112,0.7632173332148758,-0.012938412491621976,-0.01293841249162192
night_context_rawctx_local_k8_a24,S2,0.554626493991503,0.2546360815538096,0.16623405936600208,0.7662984687847414,-0.012273047548672644,-0.012273047548672533
night_mobility_rawctx_local_k8_a24,S2,0.5546504999695222,0.2546600875318288,0.16592733468290108,0.764884542806544,-0.01224904157065343,-0.012249041570653374
night_coverage_rawctx_local_k8_a24,S2,0.5550159469470781,0.25502553450938464,0.1660446365492719,0.7654252758003022,-0.011883594593097513,-0.011883594593097513
night_light_rawctx_local_k8_a24,S2,0.5551407908456432,0.25515037840794963,0.16618583121315153,0.7660761487630644,-0.011758750694532472,-0.011758750694532527
night_usage_ambience_rawctx_local_k8_a24,S2,0.5557930995825018,0.25580268714480836,0.16733386200871886,0.7713682907231186,-0.011106441957673852,-0.011106441957673796
night_phone_rawctx_local_k8_a24,S2,0.5575924411082439,0.25760202867055043,0.16756703763111416,0.772443173470258,-0.009307100431931725,-0.009307100431931725
