prior,strategy,targets,weight,base_loss,candidate_loss,delta,changed_blocks,mean_abs_shift,Q1_delta,Q2_delta,Q3_delta,S1_delta,S2_delta,S3_delta,S4_delta
uniform_total,posterior_mean,Q3,0.75,0.5619886867236242,0.5660561666683614,0.004067479944737218,50,0.49964219376412994,0.0,0.0,0.02847235961316008,0.0,0.0,0.0,0.0
exact_value,posterior_mean,Q3,0.5,0.5619886867236242,0.5661785904585642,0.004189903734939993,50,1.6597083425843555,0.0,0.0,0.029329326144579282,0.0,0.0,0.0,0.0
exact_value,posterior_mode,Q3,0.5,0.5619886867236242,0.566181594931301,0.004192908207676815,50,1.6960697052858758,0.0,0.0,0.029350357453737153,0.0,0.0,0.0,0.0
exact_value,posterior_mean_nearest,Q3,0.5,0.5619886867236242,0.5663150887282488,0.00432640200462453,50,1.6870973174051955,0.0,0.0,0.030284814032371266,0.0,0.0,0.0,0.0
uniform_total,posterior_mean_nearest,Q3,1.0,0.5619886867236242,0.5666042980364757,0.004615611312851486,50,0.4740246089629396,0.0,0.0,0.03230927918996018,0.0,0.0,0.0,0.0
uniform_total,posterior_mode,Q3,0.75,0.5619886867236242,0.5670071757082669,0.005018488984642633,50,0.6114177942164928,0.0,0.0,0.03512942289249832,0.0,0.0,0.0,0.0
uniform_total,posterior_mean,Q3,1.0,0.5619886867236242,0.5678354266040128,0.0058467398803885295,50,0.49964219376412994,0.0,0.0,0.04092717916271926,0.0,0.0,0.0,0.0
uniform_total,posterior_mode,Q3,1.0,0.5619886867236242,0.5695821934510727,0.007593506727448518,50,0.6114177942164928,0.0,0.0,0.053154547092139404,0.0,0.0,0.0,0.0
exact_value,posterior_mean,Q3,0.75,0.5619886867236242,0.57127201693855,0.009283330214925778,50,1.6597083425843555,0.0,0.0,0.06498331150448,0.0,0.0,0.0,0.0
exact_value,posterior_mode,Q3,0.75,0.5619886867236242,0.5713951955924254,0.009406508868801122,50,1.6960697052858758,0.0,0.0,0.06584556208160708,0.0,0.0,0.0,0.0
exact_value,posterior_mean_nearest,Q3,0.75,0.5619886867236242,0.5715224484136908,0.009533761690066589,50,1.6870973174051955,0.0,0.0,0.06673633183046568,0.0,0.0,0.0,0.0
exact_value,posterior_mean,Q3,1.0,0.5619886867236242,0.5787969997911632,0.016808313067538938,50,1.6597083425843555,0.0,0.0,0.11765819147277212,0.0,0.0,0.0,0.0
exact_value,posterior_mean_nearest,Q3,1.0,0.5619886867236242,0.5791787899912993,0.017190103267675116,50,1.6870973174051955,0.0,0.0,0.1203307228737257,0.0,0.0,0.0,0.0
exact_value,posterior_mode,Q3,1.0,0.5619886867236242,0.5791884659747447,0.017199779251120484,50,1.6960697052858758,0.0,0.0,0.1203984547578435,0.0,0.0,0.0,0.0
