combo,gate_mode,shrink,fold,delta_mean,ungated_delta_mean,keep_abs_share
q3_center_c010_s4_rank,both_targets_toward,1.0,geom_r04,-0.00030954500679847285,-0.0006136397348490696,0.4058416416646468
q3_center_c010_s4_rank,both_targets_toward,1.0,geom_r05,-0.0008850398603210685,-0.0022858323321223173,0.3485937458725586
q3_center_c010_s4_rank,both_targets_toward,1.0,geom_r06,-0.00029143959886734905,0.001165922372909689,0.3414014961624671
q3_center_c010_s4_rank,both_targets_toward,1.0,geom_r07,0.00031641448681374307,-0.0018891100189175614,0.33002164489524916
q3_center_c010_s4_rank,soft_toward,0.5,geom_r00,-1.933273964527249e-05,0.00014100682381645857,0.2972099828222931
q3_center_c010_s4_rank,soft_toward,0.5,geom_r01,-0.0004509590094495808,-0.0015558685406182882,0.30295771722681425
q3_center_c010_s4_rank,soft_toward,0.5,geom_r02,-0.00032235811896297317,-0.0009929555117198507,0.2679297852951837
q3_center_c010_s4_rank,soft_toward,0.5,geom_r03,-0.00021284553933687,-0.0014817035922308763,0.30120057201264167
q3_center_c010_s4_rank,soft_toward,0.5,geom_r04,-0.00023946203584213066,-0.0006136397348490696,0.3390806836521148
q3_center_c010_s4_rank,soft_toward,0.5,geom_r05,-0.0005634870207404941,-0.0022858323321223173,0.28898218004294435
q3_center_c010_s4_rank,soft_toward,0.5,geom_r06,0.00013038071319804168,0.001165922372909689,0.3062191848973586
q3_center_c010_s4_rank,soft_toward,0.5,geom_r07,-0.00048685874786991157,-0.0018891100189175614,0.2920437961812217
q3_center_c010_s4_rank,soft_toward,0.75,geom_r00,6.506036638920243e-05,0.00014100682381645857,0.4458149742334378
q3_center_c010_s4_rank,soft_toward,0.75,geom_r01,-0.0006260395375279337,-0.0015558685406182882,0.45443657584021896
q3_center_c010_s4_rank,soft_toward,0.75,geom_r02,-0.0004305831864098719,-0.0009929555117198507,0.4018946779427733
q3_center_c010_s4_rank,soft_toward,0.75,geom_r03,-0.00027286396278802805,-0.0014817035922308763,0.45180085801896014
q3_center_c010_s4_rank,soft_toward,0.75,geom_r04,-0.00026896249639474235,-0.0006136397348490696,0.5086210254781702
q3_center_c010_s4_rank,soft_toward,0.75,geom_r05,-0.0008009949228643398,-0.0022858323321223173,0.43347327006441455
q3_center_c010_s4_rank,soft_toward,0.75,geom_r06,0.00029242180891675407,0.001165922372909689,0.4593287773460362
q3_center_c010_s4_rank,soft_toward,0.75,geom_r07,-0.0006828146867323692,-0.0018891100189175614,0.43806569427183073
q3_center_c010_s4_rank,soft_toward,1.0,geom_r00,0.00021349407897042205,0.00014100682381645857,0.5944199656445829
q3_center_c010_s4_rank,soft_toward,1.0,geom_r01,-0.0007670591965207585,-0.0015558685406182882,0.6059154344536243
q3_center_c010_s4_rank,soft_toward,1.0,geom_r02,-0.000503196764560232,-0.0009929555117198507,0.5358595705903628
q3_center_c010_s4_rank,soft_toward,1.0,geom_r03,-0.00030166159213762533,-0.0014817035922308763,0.6024011440252791
q3_center_c010_s4_rank,soft_toward,1.0,geom_r04,-0.000237242128528381,-0.0006136397348490696,0.6781613673042255
q3_center_c010_s4_rank,soft_toward,1.0,geom_r05,-0.0010085075098973384,-0.0022858323321223173,0.5779643600858846
q3_center_c010_s4_rank,soft_toward,1.0,geom_r06,0.0005194188575605718,0.001165922372909689,0.6124383697947139
q3_center_c010_s4_rank,soft_toward,1.0,geom_r07,-0.0008466231513724054,-0.0018891100189175614,0.5840875923624392
q3_center_c010_s4_rank,anti_toward_control,0.5,geom_r00,-0.00016593820030197381,0.00014100682381645857,0.19082000307923852
q3_center_c010_s4_rank,anti_toward_control,0.5,geom_r01,-0.00030728336119045796,-0.0015558685406182882,0.16568262077572798
q3_center_c010_s4_rank,anti_toward_control,0.5,geom_r02,-0.000288152071459713,-0.0009929555117198507,0.23416575419400992
q3_center_c010_s4_rank,anti_toward_control,0.5,geom_r03,-0.0008500886022430043,-0.0014817035922308763,0.1967601452102697
q3_center_c010_s4_rank,anti_toward_control,0.5,geom_r04,-0.00033223121631220653,-0.0006136397348490696,0.14174796840750245
q3_center_c010_s4_rank,anti_toward_control,0.5,geom_r05,-0.0008697754657649437,-0.0022858323321223173,0.20890246426940487
q3_center_c010_s4_rank,anti_toward_control,0.5,geom_r06,0.00031410604303838685,0.001165922372909689,0.1859981148082619
q3_center_c010_s4_rank,anti_toward_control,0.5,geom_r07,-0.00042479240976645016,-0.0018891100189175614,0.19339170225087904
q3_center_c010_s4_rank,anti_toward_control,0.75,geom_r00,-0.00018894698655291808,0.00014100682381645857,0.28623000461885606
q3_center_c010_s4_rank,anti_toward_control,0.75,geom_r01,-0.0004226881316206077,-0.0015558685406182882,0.24852393116358976
q3_center_c010_s4_rank,anti_toward_control,0.75,geom_r02,-0.0003729419612552576,-0.0009929555117198507,0.3512486312910123
q3_center_c010_s4_rank,anti_toward_control,0.75,geom_r03,-0.0012375408479486927,-0.0014817035922308763,0.2951402178154019
q3_center_c010_s4_rank,anti_toward_control,0.75,geom_r04,-0.00046092563453314916,-0.0006136397348490696,0.2126219526112513
q3_center_c010_s4_rank,anti_toward_control,0.75,geom_r05,-0.0012687439015521829,-0.0022858323321223173,0.3133536964041055
q3_center_c010_s4_rank,anti_toward_control,0.75,geom_r06,0.0005310127341188187,0.001165922372909689,0.27899717221239084
q3_center_c010_s4_rank,anti_toward_control,0.75,geom_r07,-0.0006009469406390577,-0.0018891100189175614,0.290087553376316
q3_center_c010_s4_rank,anti_toward_control,1.0,geom_r00,-0.0001721123461854157,0.00014100682381645857,0.38164000615847316
q3_center_c010_s4_rank,anti_toward_control,1.0,geom_r01,-0.0005126250846354541,-0.0015558685406182882,0.33136524155145164
q3_center_c010_s4_rank,anti_toward_control,1.0,geom_r02,-0.00041889033508191176,-0.0009929555117198507,0.4683315083880149
q3_center_c010_s4_rank,anti_toward_control,1.0,geom_r03,-0.0016000548560048955,-0.0014817035922308763,0.39352029042053427
q3_center_c010_s4_rank,anti_toward_control,1.0,geom_r04,-0.0005644832036432179,-0.0006136397348490696,0.28349593681500035
q3_center_c010_s4_rank,anti_toward_control,1.0,geom_r05,-0.0016438515184743485,-0.0022858323321223173,0.41780492853880524
q3_center_c010_s4_rank,anti_toward_control,1.0,geom_r06,0.0007876860007900444,0.001165922372909689,0.37199622961651996
q3_center_c010_s4_rank,anti_toward_control,1.0,geom_r07,-0.000752864038250034,-0.0018891100189175614,0.3867834045017534
s4_rank,toward,0.5,geom_r00,-1.1682485790753816e-05,-0.00012214209560612588,0.2799253975404675
s4_rank,toward,0.5,geom_r01,-0.00027800357440277423,-0.0011171865172948658,0.32283567422875425
s4_rank,toward,0.5,geom_r02,-0.0002954826606841321,-0.0007171844046284237,0.2439559472285278
s4_rank,toward,0.5,geom_r03,-9.669825801528198e-06,-0.0007426179184889525,0.260221710386038
s4_rank,toward,0.5,geom_r04,-0.0003631342662353543,-0.0009497930544630773,0.3272611089765606
s4_rank,toward,0.5,geom_r05,-4.622592744785159e-05,-0.0007798293681859914,0.31635647883034407
s4_rank,toward,0.5,geom_r06,2.6813428707805897e-05,0.00012056973402818638,0.27374071184962745
s4_rank,toward,0.5,geom_r07,8.296969453203129e-05,-0.00028353539934655725,0.30925983801019113
s4_rank,toward,0.75,geom_r00,2.1974099547406034e-05,-0.00012214209560612588,0.41988809631069696
s4_rank,toward,0.75,geom_r01,-0.0003927552454904282,-0.0011171865172948658,0.48425351134312666
s4_rank,toward,0.75,geom_r02,-0.0004197658489003553,-0.0007171844046284237,0.3659339208427866
s4_rank,toward,0.75,geom_r03,1.1670699623045344e-05,-0.0007426179184889525,0.39033256557905155
s4_rank,toward,0.75,geom_r04,-0.0005140991965042474,-0.0009497930544630773,0.4908916634648354
s4_rank,toward,0.75,geom_r05,-3.2217515876342695e-05,-0.0007798293681859914,0.4745347182455124
s4_rank,toward,0.75,geom_r06,8.157027740762768e-05,0.00012056973402818638,0.41061106777443745
s4_rank,toward,0.75,geom_r07,0.0001659177747623808,-0.00028353539934655725,0.4638897570152824
s4_rank,toward,1.0,geom_r00,8.260598886777881e-05,-0.00012214209560612588,0.5598507950809266
s4_rank,toward,1.0,geom_r01,-0.0004909840554758738,-0.0011171865172948658,0.6456713484574987
s4_rank,toward,1.0,geom_r02,-0.0005284402724662352,-0.0007171844046284237,0.48791189445704547
s4_rank,toward,1.0,geom_r03,5.049564236847548e-05,-0.0007426179184889525,0.5204434207720656
s4_rank,toward,1.0,geom_r04,-0.0006441426942795925,-0.0009497930544630773,0.6545222179531102
s4_rank,toward,1.0,geom_r05,7.0800953129168676e-06,-0.0007798293681859914,0.6327129576606807
s4_rank,toward,1.0,geom_r06,0.00016433150291428333,0.00012056973402818638,0.5474814236992478
s4_rank,toward,1.0,geom_r07,0.00027706241167635426,-0.00028353539934655725,0.6185196760203735
s4_rank,closer,0.5,geom_r00,-3.6809245303803806e-05,-0.00012214209560612588,0.26200445002074935
s4_rank,closer,0.5,geom_r01,-0.00011811642933967637,-0.0011171865172948658,0.3041942042570988
s4_rank,closer,0.5,geom_r02,-0.0003284701336090379,-0.0007171844046284237,0.21134651555546596
s4_rank,closer,0.5,geom_r03,2.273107586248102e-05,-0.0007426179184889525,0.255215181305522
s4_rank,closer,0.5,geom_r04,-0.0003968542307756229,-0.0009497930544630773,0.3166194015095252
s4_rank,closer,0.5,geom_r05,-7.654727763872771e-07,-0.0007798293681859914,0.2943379887059598
s4_rank,closer,0.5,geom_r06,0.0001229470280428302,0.00012056973402818638,0.2411388053785422
s4_rank,closer,0.5,geom_r07,0.00021488977021089095,-0.00028353539934655725,0.268444560915991
s4_rank,closer,0.75,geom_r00,-1.7889322517561368e-05,-0.00012214209560612588,0.39300667503111975
s4_rank,closer,0.75,geom_r01,-0.00015468590788625391,-0.0011171865172948658,0.45629130638564347
s4_rank,closer,0.75,geom_r02,-0.0004725704373491624,-0.0007171844046284237,0.3170197733331938
s4_rank,closer,0.75,geom_r03,5.97339128557417e-05,-0.0007426179184889525,0.38282277195827763
s4_rank,closer,0.75,geom_r04,-0.0005654245809540992,-0.0009497930544630773,0.47492910226428237
s4_rank,closer,0.75,geom_r05,3.325093363870657e-05,-0.0007798293681859914,0.4415069830589358
s4_rank,closer,0.75,geom_r06,0.0002199798059414615,0.00012056973402818638,0.3617082080678096
s4_rank,closer,0.75,geom_r07,0.0003581550557691937,-0.00028353539934655725,0.4026668413739822
s4_rank,closer,1.0,geom_r00,2.6467350469294715e-05,-0.00012214209560612588,0.5240089000414903
s4_rank,closer,1.0,geom_r01,-0.00017592413932576711,-0.0011171865172948658,0.6083884085141877
s4_rank,closer,1.0,geom_r02,-0.000603293158384699,-0.0007171844046284237,0.4226930311109216
s4_rank,closer,1.0,geom_r03,0.00011386611739860886,-0.0007426179184889525,0.5104303626110338
s4_rank,closer,1.0,geom_r04,-0.0007135844235193201,-0.0009497930544630773,0.6332388030190395
s4_rank,closer,1.0,geom_r05,9.073557138006283e-05,-0.0007798293681859914,0.5886759774119121
s4_rank,closer,1.0,geom_r06,0.000341083697129263,0.00012056973402818638,0.48227761075707726
s4_rank,closer,1.0,geom_r07,0.0005257166092789145,-0.00028353539934655725,0.5368891218319732
s4_rank,toward_or_closer,0.5,geom_r00,-1.1682485790753816e-05,-0.00012214209560612588,0.2799253975404675
s4_rank,toward_or_closer,0.5,geom_r01,-0.00027800357440277423,-0.0011171865172948658,0.32283567422875425
s4_rank,toward_or_closer,0.5,geom_r02,-0.0002954826606841321,-0.0007171844046284237,0.2439559472285278
s4_rank,toward_or_closer,0.5,geom_r03,-9.669825801528198e-06,-0.0007426179184889525,0.260221710386038
s4_rank,toward_or_closer,0.5,geom_r04,-0.0003631342662353543,-0.0009497930544630773,0.3272611089765606
s4_rank,toward_or_closer,0.5,geom_r05,-4.622592744785159e-05,-0.0007798293681859914,0.31635647883034407
s4_rank,toward_or_closer,0.5,geom_r06,2.6813428707805897e-05,0.00012056973402818638,0.27374071184962745
s4_rank,toward_or_closer,0.5,geom_r07,8.296969453203129e-05,-0.00028353539934655725,0.30925983801019113
s4_rank,toward_or_closer,0.75,geom_r00,2.1974099547406034e-05,-0.00012214209560612588,0.41988809631069696
s4_rank,toward_or_closer,0.75,geom_r01,-0.0003927552454904282,-0.0011171865172948658,0.48425351134312666
s4_rank,toward_or_closer,0.75,geom_r02,-0.0004197658489003553,-0.0007171844046284237,0.3659339208427866
s4_rank,toward_or_closer,0.75,geom_r03,1.1670699623045344e-05,-0.0007426179184889525,0.39033256557905155
s4_rank,toward_or_closer,0.75,geom_r04,-0.0005140991965042474,-0.0009497930544630773,0.4908916634648354
s4_rank,toward_or_closer,0.75,geom_r05,-3.2217515876342695e-05,-0.0007798293681859914,0.4745347182455124
s4_rank,toward_or_closer,0.75,geom_r06,8.157027740762768e-05,0.00012056973402818638,0.41061106777443745
s4_rank,toward_or_closer,0.75,geom_r07,0.0001659177747623808,-0.00028353539934655725,0.4638897570152824
s4_rank,toward_or_closer,1.0,geom_r00,8.260598886777881e-05,-0.00012214209560612588,0.5598507950809266
s4_rank,toward_or_closer,1.0,geom_r01,-0.0004909840554758738,-0.0011171865172948658,0.6456713484574987
s4_rank,toward_or_closer,1.0,geom_r02,-0.0005284402724662352,-0.0007171844046284237,0.48791189445704547
s4_rank,toward_or_closer,1.0,geom_r03,5.049564236847548e-05,-0.0007426179184889525,0.5204434207720656
s4_rank,toward_or_closer,1.0,geom_r04,-0.0006441426942795925,-0.0009497930544630773,0.6545222179531102
s4_rank,toward_or_closer,1.0,geom_r05,7.0800953129168676e-06,-0.0007798293681859914,0.6327129576606807
s4_rank,toward_or_closer,1.0,geom_r06,0.00016433150291428333,0.00012056973402818638,0.5474814236992478
s4_rank,toward_or_closer,1.0,geom_r07,0.00027706241167635426,-0.00028353539934655725,0.6185196760203735
s4_rank,both_targets_toward,0.5,geom_r00,-1.1682485790753816e-05,-0.00012214209560612588,0.2799253975404675
s4_rank,both_targets_toward,0.5,geom_r01,-0.00027800357440277423,-0.0011171865172948658,0.32283567422875425
s4_rank,both_targets_toward,0.5,geom_r02,-0.0002954826606841321,-0.0007171844046284237,0.2439559472285278
s4_rank,both_targets_toward,0.5,geom_r03,-9.669825801528198e-06,-0.0007426179184889525,0.260221710386038
s4_rank,both_targets_toward,0.5,geom_r04,-0.0003631342662353543,-0.0009497930544630773,0.3272611089765606
s4_rank,both_targets_toward,0.5,geom_r05,-4.622592744785159e-05,-0.0007798293681859914,0.31635647883034407
s4_rank,both_targets_toward,0.5,geom_r06,2.6813428707805897e-05,0.00012056973402818638,0.27374071184962745
s4_rank,both_targets_toward,0.5,geom_r07,8.296969453203129e-05,-0.00028353539934655725,0.30925983801019113
s4_rank,both_targets_toward,0.75,geom_r00,2.1974099547406034e-05,-0.00012214209560612588,0.41988809631069696
s4_rank,both_targets_toward,0.75,geom_r01,-0.0003927552454904282,-0.0011171865172948658,0.48425351134312666
s4_rank,both_targets_toward,0.75,geom_r02,-0.0004197658489003553,-0.0007171844046284237,0.3659339208427866
s4_rank,both_targets_toward,0.75,geom_r03,1.1670699623045344e-05,-0.0007426179184889525,0.39033256557905155
s4_rank,both_targets_toward,0.75,geom_r04,-0.0005140991965042474,-0.0009497930544630773,0.4908916634648354
s4_rank,both_targets_toward,0.75,geom_r05,-3.2217515876342695e-05,-0.0007798293681859914,0.4745347182455124
s4_rank,both_targets_toward,0.75,geom_r06,8.157027740762768e-05,0.00012056973402818638,0.41061106777443745
s4_rank,both_targets_toward,0.75,geom_r07,0.0001659177747623808,-0.00028353539934655725,0.4638897570152824
s4_rank,both_targets_toward,1.0,geom_r00,8.260598886777881e-05,-0.00012214209560612588,0.5598507950809266
s4_rank,both_targets_toward,1.0,geom_r01,-0.0004909840554758738,-0.0011171865172948658,0.6456713484574987
s4_rank,both_targets_toward,1.0,geom_r02,-0.0005284402724662352,-0.0007171844046284237,0.48791189445704547
s4_rank,both_targets_toward,1.0,geom_r03,5.049564236847548e-05,-0.0007426179184889525,0.5204434207720656
s4_rank,both_targets_toward,1.0,geom_r04,-0.0006441426942795925,-0.0009497930544630773,0.6545222179531102
s4_rank,both_targets_toward,1.0,geom_r05,7.0800953129168676e-06,-0.0007798293681859914,0.6327129576606807
s4_rank,both_targets_toward,1.0,geom_r06,0.00016433150291428333,0.00012056973402818638,0.5474814236992478
s4_rank,both_targets_toward,1.0,geom_r07,0.00027706241167635426,-0.00028353539934655725,0.6185196760203735
s4_rank,soft_toward,0.5,geom_r00,-6.143335903152636e-05,-0.00012214209560612588,0.27340876586744833
s4_rank,soft_toward,0.5,geom_r01,-0.0002931876835831071,-0.0011171865172948658,0.2952637622274148
s4_rank,soft_toward,0.5,geom_r02,-0.00022020526084687297,-0.0007171844046284237,0.24088486749903193
