candidate,direction,actual_anchor_score_final,anchor_delta_vs_mixmin,mean_actual_anchor,min_set_score,max_set_score,mean_abs_prob_move_vs_mixmin,mean_abs_logit_move_vs_mixmin,max_abs_logit_move_vs_mixmin,pred_index,band,target_mask,base_cell_gate,gradient_gate,row_gate,weight,cap,active_gate_mean,hash,world_all_worlds,world_all_better_rate,world_all_median_delta,world_all_p90_delta,world_all_max_delta,raw_energy_half_worlds,raw_energy_half_better_rate,raw_energy_half_median_delta,raw_energy_half_p90_delta,raw_energy_half_max_delta,raw_energy_quarter_worlds,raw_energy_quarter_better_rate,raw_energy_quarter_median_delta,raw_energy_quarter_p90_delta,raw_energy_quarter_max_delta,low_slack_half_worlds,low_slack_half_better_rate,low_slack_half_median_delta,low_slack_half_p90_delta,low_slack_half_max_delta,mean_prob_delta_Q1,mean_abs_prob_delta_Q1,mean_prob_delta_Q2,mean_abs_prob_delta_Q2,mean_prob_delta_Q3,mean_abs_prob_delta_Q3,mean_prob_delta_S1,mean_abs_prob_delta_S1,mean_prob_delta_S2,mean_abs_prob_delta_S2,mean_prob_delta_S3,mean_abs_prob_delta_S3,mean_prob_delta_S4,mean_abs_prob_delta_S4,world_support_score,prefilter_keep,hidden_delta_subject_mean,hidden_delta_calendar_count_strict,hidden_delta_raw_phone_base,hidden_delta_transition_row_safe,hidden_delta_transition_balanced_hidden_sign,hidden_delta_transition_aggressive_hidden_sign,hidden_delta_core_median,hidden_core_mean_delta,hidden_core_max_delta,hidden_core_improve_count,hidden_all_mean_delta,hidden_all_max_delta,hidden_all_improve_count,hidden_guard,validation_support_score,anchor_beats_mixmin,anchor_margin_gate,movement_guard,world_guard,eligible_submission_gate,diagnostic_reverse_gate,selection_score
toward_teacher|raw_energy_half|no_s3|raw_agree|grad_core_2of3|grad_core_row_top50|w0.070|c0.080,toward_teacher,0.5777329037906527,-1.5839159946962056e-06,0.5775982999367464,0.577220719770111,0.5780402331579729,0.00038191518147353816,0.001827082296188586,0.00560000000000338,126525.0,raw_energy_half,no_s3,raw_agree,grad_core_2of3,grad_core_row_top50,0.07,0.08,0.3325714285714286,b1873cee,45.0,0.9333333333333333,-8.676612989133581e-05,-8.372769292375176e-06,2.5644087237486346e-05,22.0,1.0,-0.00040827295539641595,-0.00029448316465874314,-0.00014109114429294856,11.0,1.0,-0.0007148640988189348,-0.0004130531051589337,-0.00041305310515871163,22.0,0.9090909090909091,-5.721625367638428e-05,-6.777673570446105e-06,2.5644087237486346e-05,1.1110679837478988e-05,0.0004476830675318076,0.00020983418585253323,0.0005780105786224992,0.00015201395078999635,0.00039296889947538826,0.00018245272039712197,0.0004547998295937175,0.0003366181705525239,0.00042760252446885226,1.5543122344752192e-18,9.547918011776345e-18,4.37345839689196e-06,0.0003723413706224925,-0.0008268039880978018,True,-0.00021471102170267375,-0.00022312945148372787,-0.00023753060784681423,-0.00023707332092903766,-0.00021853622699041786,-0.00012685660815436872,-0.00023820313330591425,-0.00022934985490671855,-0.00021853622699041786,4.0,-0.00021372005291613632,-0.00012685660815436872,7.0,True,-0.0008268039880978018,True,False,True,True,False,False,-1.5839159946962056e-06
toward_teacher|raw_energy_quarter|all|raw_agree|grad_core_abs50|all|w0.050|c0.080,toward_teacher,0.577732904592179,-1.5831144684064213e-06,0.5775980241776045,0.577221279263993,0.5780401027568256,0.00024795193140656613,0.0011702857142857864,0.004000000000001336,215832.0,raw_energy_quarter,all,raw_agree,grad_core_abs50,all,0.05,0.08,0.2925714285714286,3d284e4f,45.0,0.7777777777777778,-3.287253867256812e-05,1.1927461327410075e-05,2.198460418456616e-05,22.0,1.0,-0.0003460153958154688,-0.00017915825295833354,-3.287253867256812e-05,11.0,1.0,-0.0006340153958153127,-0.0003551582529581765,-0.00035058682438693367,22.0,0.8636363636363636,-2.715825295834806e-05,3.2417470416712487e-06,2.198460418456616e-05,2.8571660400168343e-05,0.0003447918406362913,0.00010906280035767612,0.00033626754375392287,6.307251627593935e-05,0.00020871090862535714,0.00018169055992304654,0.00033772262404729153,0.00017983314008328477,0.00017983314008329542,0.00015565778322134676,0.0001854115737814212,1.425791288464262e-05,0.00014292588891838342,-0.0007260922129221137,True,-0.00017066315451719216,-0.00017966729538132498,-0.00018198320078510744,-0.0001816122709333845,-0.0001732397809626196,-0.00011592469186083587,-0.00018648453000813525,-0.00018034370178429682,-0.0001732397809626196,4.0,-0.00016993927492122855,-0.00011592469186083587,7.0,True,-0.0007260922129221137,True,False,True,True,False,False,-1.5831144684064213e-06
toward_teacher|raw_energy_half|all|raw_agree|grad_core_top50|all|w0.070|c0.050,toward_teacher,0.5777329047562687,-1.582950378664627e-06,0.5775978366242813,0.5772196946811866,0.5780409973513191,0.0003451257988231979,0.0016824915142648982,0.0035000000000042775,111656.0,raw_energy_half,all,raw_agree,grad_core_top50,all,0.07,0.05,0.48114285714285715,95774cf4,45.0,0.8888888888888888,-5.562799416392039e-05,-8.933870607519226e-07,1.1277304280077338e-05,22.0,1.0,-0.0003627226957198526,-0.0002761655555362119,-0.00011576555553627355,11.0,1.0,-0.0006397655555362425,-0.0003687226957198586,-0.0003687226957197476,22.0,0.9545454545454546,-4.6722695719814133e-05,-1.8826981701436372e-05,1.1277304280077338e-05,1.3726472073972207e-05,0.000404336282383632,0.00013451663973579374,0.00047126052889950507,0.00011404989642999597,0.00033750347053516217,0.0001348767831679421,0.00036203118652402785,0.0002360703997997281,0.0003047615148925905,0.0001976510727890323,0.0002617719171775324,-1.625605192335361e-05,0.00027421569134993565,-0.0007375090288825991,True,-0.00019369630805399218,-0.0002095005763960156,-0.00021148936770021276,-0.00020983145621455979,-0.00019027183436659545,-0.00011828235370814344,-0.00021406019685099587,-0.00020633049382845492,-0.00019027183436659545,4.0,-0.000192447441898645,-0.00011828235370814344,7.0,True,-0.0007375090288825991,True,False,True,True,False,False,-1.582950378664627e-06
toward_teacher|raw_energy_quarter|all|all|grad_all_abs50|grad_core_row_top50|w0.070|c0.080,toward_teacher,0.5777329076390846,-1.580067562789722e-06,0.5775975248793134,0.57721900076934,0.5780413155889883,0.0003140338935339122,0.001481600000000079,0.00560000000000116,214925.0,raw_energy_quarter,all,all,grad_all_abs50,grad_core_row_top50,0.07,0.08,0.26457142857142857,b5731489,45.0,0.8666666666666667,-4.656225438215422e-05,3.357745617837975e-06,2.703774561785277e-05,22.0,1.0,-0.00043056225438209417,-0.00021360225438216138,-4.016225438208121e-05,11.0,1.0,-0.0007825622543820021,-0.0004369622543821672,-0.00043696225438205616,22.0,0.9090909090909091,-4.016225438213672e-05,-1.4882254382131415e-05,2.703774561785277e-05,4.6251552662170126e-05,0.0004205532541985208,0.0001916071115936342,0.0004164256091159557,9.598400388588335e-05,0.00027146038778908655,0.00024280145102562438,0.00044188748885811286,0.0002481463028780585,0.00025828335443234675,0.00019268773446991472,0.0002119562615441868,6.155672753360819e-06,0.00017767089879917587,-0.0008964590434157593,True,-0.0002151446023965775,-0.0002208115129269661,-0.00022435280328303442,-0.00022517891080209296,-0.00022539885235073331,-0.00017220506391191215,-0.00023209957769698697,-0.0002256656865644302,-0.0002208115129269661,4.0,-0.00021645590333832905,-0.00017220506391191215,7.0,True,-0.0008964590434157593,True,False,True,True,False,False,-1.580067562789722e-06
toward_teacher|raw_energy_half|all|all|grad_core_abs50|grad_all_row_top50|w0.070|c0.080,toward_teacher,0.577732908567998,-1.57913864939907e-06,0.5775979058749593,0.5772205878273591,0.5780405655707872,0.00025657018155241245,0.0012608000000000749,0.00560000000000116,110893.0,raw_energy_half,all,all,grad_core_abs50,grad_all_row_top50,0.07,0.08,0.22514285714285714,eb853a2e,45.0,0.9555555555555556,-6.20052552314787e-05,-1.0805255231494115e-05,2.4394744768674315e-05,22.0,1.0,-0.00033880525523144467,-0.000290165255231567,-0.0001132052552315077,11.0,1.0,-0.0005580052552314196,-0.0003404052552314907,-0.0003404052552314907,22.0,0.9545454545454546,-4.7605255231508714e-05,-1.7525255231520813e-05,2.439474476845227e-05,4.735247357674327e-05,0.0003399961779501855,0.00012412618332863822,0.0003331253103270779,6.28023948618166e-05,0.00023274970237041392,0.00020220099521122076,0.0003493687037630068,0.00020865662009038666,0.00022435833439348596,0.00012034005288218125,0.0001539504768655035,3.999097693608622e-06,0.00016244256519721368,-0.0006493070945624401,True,-0.0001852580298669082,-0.00019978405935350274,-0.00019961694279091446,-0.00019959073734754362,-0.00018901612335919804,-0.00014102221404133086,-0.00020555820904288868,-0.00019849383363662598,-0.00018901612335919804,4.0,-0.00018854947368604095,-0.00014102221404133086,7.0,True,-0.0006493070945624401,True,False,True,True,False,False,-1.57913864939907e-06
toward_teacher|raw_energy_quarter|all|raw_agree|grad_core_top70|grad_all_row_top50|w0.070|c0.080,toward_teacher,0.5777329154708355,-1.5722358118752666e-06,0.5775977635876881,0.5772200697494103,0.5780407101768554,0.00029184238410047696,0.0013824000000000785,0.00560000000000116,215593.0,raw_energy_quarter,all,raw_agree,grad_core_top70,grad_all_row_top50,0.07,0.08,0.24685714285714286,bdc5291d,45.0,0.8888888888888888,-4.351145914127663e-05,8.54085875357407e-09,2.3688540858879392e-05,22.0,1.0,-0.0004115114591412006,-0.00020703145914130472,-4.0311459141295636e-05,11.0,1.0,-0.0007411114591411305,-0.0004179114591412736,-0.00041791145914116257,22.0,0.9090909090909091,-4.0311459141295636e-05,-2.8714591412959197e-06,1.408854085871436e-05,5.9532413227685934e-05,0.0003959071720557848,0.0001365425638941209,0.000382014015825223,6.0023951562384604e-05,0.0002465586661614232,0.00024168825891640017,0.0004170495707617812,0.00022518910706122386,0.0002251891070612345,0.00017585810967220023,0.00019512663674647253,9.536294045604299e-06,0.00018105152009141934,-0.0008499404698405766,True,-0.00020244510351508094,-0.0002134687902105581,-0.0002171388064551305,-0.00021754903556192584,-0.00020926149339262068,-0.00015279454743077903,-0.00022312152494197157,-0.0002157476537500702,-0.00020926149339262068,4.0,-0.00020511132878686666,-0.00015279454743077903,7.0,True,-0.0008499404698405766,True,False,True,True,False,False,-1.5722358118752666e-06
toward_teacher|raw_energy_quarter|all|raw_agree|grad_core_top70|all|w0.050|c0.080,toward_teacher,0.5777329214830482,-1.5662235991475981e-06,0.5775980063122618,0.5772212056667126,0.5780401864256768,0.00024973401861515585,0.0011794285714286435,0.004000000000001336,215532.0,raw_energy_quarter,all,raw_agree,grad_core_top70,all,0.05,0.08,0.2948571428571429,06ab01c6,45.0,0.7333333333333333,-3.33718568553687e-05,1.3713857430386338e-05,2.148528600176558e-05,22.0,1.0,-0.00034651471399815836,-0.00018194328542665562,-3.33718568553687e-05,11.0,1.0,-0.0006390861425694672,-0.00035565757114097707,-0.00035108614256962323,22.0,0.8181818181818182,-2.5371856855305186e-05,9.13857430395737e-07,2.148528600176558e-05,3.2562856306552864e-05,0.00034878303654267587,0.00011302292216202536,0.0003402276655582721,6.63027755245591e-05,0.00021194116787397687,0.00018039752642227196,0.0003390156575480661,0.00017983314008328477,0.00017983314008329542,0.00015565778322134676,0.0001854115737814212,1.425791288464262e-05,0.00014292588891838342,-0.0007313377210402483,True,-0.0001709171655545072,-0.00018036136033106054,-0.00018258812526383839,-0.0001821945741987685,-0.00017440061758611236,-0.00011870924070012112,-0.00018717038550952747,-0.0001811301221726347,-0.00017440061758611236,4.0,-0.00017090592416341938,-0.00011870924070012112,7.0,True,-0.0007313377210402483,True,False,True,True,False,False,-1.5662235991475981e-06
toward_teacher|raw_energy_half|all|all|grad_all_top50|all|w0.070|c0.050,toward_teacher,0.577732921891361,-1.565815286319605e-06,0.5775976759738903,0.57721936104855,0.5780412352307613,0.0003429174602368765,0.0016640000000000545,0.0035000000000042775,110520.0,raw_energy_half,all,all,grad_all_top50,all,0.07,0.05,0.4754285714285714,7ef8a294,45.0,0.9111111111111111,-5.028908130699783e-05,-2.8908130698113157e-07,1.3710918692955154e-05,22.0,1.0,-0.0003682890813069828,-0.0002846890813070657,-0.00011628908130700832,11.0,1.0,-0.0006242890813068502,-0.0003742890813069888,-0.0003742890813069888,22.0,0.9090909090909091,-4.628908130699383e-05,-5.08908130700812e-06,5.710918692947153e-06,1.8923789032404936e-05,0.00040953359934206476,0.00014564425426498117,0.0004605403843006217,0.00011745273626621932,0.0003427648434007554,0.00014085106997186242,0.00036076693878848916,0.0002467527068976244,0.0002891987201107672,0.0002086469003551829,0.0002606847644177715,-2.392245378565749e-07,0.00027693297129766564,-0.0007228902597642972,True,-0.00019550210634666776,-0.0002074223186279145,-0.00020745121811471812,-0.00020653781908364088,-0.00019960207335623092,-0.00014495002060443962,-0.00021241459874243862,-0.00020672255221032554,-0.00019960207335623092,4.0,-0.00019626859355372148,-0.00014495002060443962,7.0,True,-0.0007228902597642972,True,False,True,True,False,False,-1.565815286319605e-06
toward_teacher|raw_energy_quarter|no_q2|all|grad_core_top70|grad_core_row_top50|w0.070|c0.080,toward_teacher,0.5777329294286023,-1.558278045044048e-06,0.5775976719100159,0.5772205676071444,0.578040517232641,0.0002545678270353837,0.0012256000000000788,0.00560000000000116,220589.0,raw_energy_quarter,no_q2,all,grad_core_top70,grad_core_row_top50,0.07,0.08,0.21885714285714286,622b850f,45.0,0.6666666666666666,-3.6316987128803824e-05,2.0003012871128162e-05,7.568301287119716e-05,22.0,1.0,-0.0003467169871288478,-0.00016751698712891283,-2.6716987128860836e-05,11.0,1.0,-0.0006507169871288188,-0.0003531169871289208,-0.0003531169871288098,22.0,0.6818181818181818,-2.6716987128860836e-05,2.0003012871183694e-05,5.008301287112715e-05,4.6723065605843105e-05,0.0004232123507037299,7.993605777301126e-18,1.0658141036401503e-17,8.006199988617457e-05,0.00026659671448521315,0.00023863920110248754,0.00043063521145269396,0.00022914945462142067,0.0002402915817211394,0.00020073757337732705,0.00023086198358497983,1.8861721254104013e-05,0.00019037694729991906,-0.0007426279326239293,True,-0.00017581318152692926,-0.00019239208141985653,-0.00019198425275313014,-0.0001921586989453994,-0.00019708708482046866,-0.0001767215625695373,-0.0002016446509448544,-0.00019577701748457743,-0.00019198425275313014,4.0,-0.0001896859304257394,-0.00017581318152692926,7.0,True,-0.0007426279326239293,True,False,True,True,False,False,-1.558278045044048e-06
toward_teacher|raw_energy_quarter|no_s3|all|grad_all_4of6|grad_all_row_top50|w0.050|c0.080,toward_teacher,0.5777329322209122,-1.5554857352162443e-06,0.5775984328965377,0.5772234776128536,0.5780389229581369,0.00028150462864832255,0.0013341944407864895,0.004000000000001336,226115.0,raw_energy_quarter,no_s3,all,grad_all_4of6,grad_all_row_top50,0.05,0.08,0.3382857142857143,eacb9b28,45.0,0.9111111111111111,-7.474148965269656e-05,-1.871971662836813e-06,1.9177052495211733e-05,22.0,1.0,-0.00032362178954659093,-0.0001502046402037771,-7.703790285762402e-05,11.0,1.0,-0.000614579307062324,-0.00033047893240378823,-0.0003304789324036772,22.0,0.8636363636363636,-4.573135931440486e-05,1.1035784615787167e-05,1.9177052495211733e-05,2.53639690162622e-05,0.0003381707829271133,0.00017648524251079122,0.0004263490003725565,0.0001248158700384353,0.0003276260467373028,0.00017636092984703877,0.0003386799894945257,0.00024785216419975407,0.00029401972560840416,1.5543122344752192e-18,9.547918011776345e-18,2.5202500729983424e-05,0.000245686855398346,-0.0007046731891285407,True,-0.00015877355230520251,-0.0001590477413382363,-0.00016900624082449855,-0.00016882267197892986,-0.00017552865911873994,-0.00013795278828021562,-0.0001715442179707205,-0.00016878171481304882,-0.0001590477413382363,4.0,-0.00016295369597379189,-0.00013795278828021562,7.0,True,-0.0007046731891285407,True,False,True,True,False,False,-1.5554857352162443e-06
toward_teacher|raw_energy_quarter|no_q2_s3|all|grad_core_2of3|teacher_row_top50|w0.070|c0.080,toward_teacher,0.5777329329172703,-1.5547893770229138e-06,0.5775986638655333,0.5772237484072452,0.5780385261060839,0.00023549188415809976,0.0011130407128494577,0.005600000000003824,231893.0,raw_energy_quarter,no_q2_s3,all,grad_core_2of3,teacher_row_top50,0.07,0.08,0.2,a59db8d2,45.0,0.7111111111111111,-3.9021776374825734e-05,2.3326267052614648e-05,5.883495944258854e-05,22.0,1.0,-0.0003168694725916854,-0.00014097677153268592,-6.033677153272077e-05,11.0,1.0,-0.0005915367715326747,-0.00033126947259143336,-0.0003216694725917124,22.0,0.7272727272727273,-2.740976858506272e-05,3.150322846718902e-05,5.883495944258854e-05,6.855796788187068e-05,0.0003451169254683059,7.993605777301126e-18,1.0658141036401503e-17,0.00014313360123008624,0.0003011349593826934,0.00014719770621274552,0.0003768720998135252,0.0002683767934593367,0.0003582710266957928,1.5543122344752192e-18,9.547918011776345e-18,1.0893002462769474e-05,0.0002670481777463608,-0.0006782563173180156,True,-0.00014210625008048705,-0.00014767520461067551,-0.00015559107781293324,-0.0001557709867054946,-0.00015942580791561412,-0.0001357332784767129,-0.00015899488797810335,-0.00015542174457933156,-0.00014767520461067551,4.0,-0.00015075678479714583,-0.0001357332784767129,7.0,True,-0.0006782563173180156,True,False,True,True,False,False,-1.5547893770229138e-06
toward_teacher|raw_energy_half|all|raw_agree|grad_core_2of3|all|w0.050|c0.080,toward_teacher,0.5777329359603868,-1.5517462605973975e-06,0.5775977584875222,0.5772185056361665,0.5780416599351357,0.0004174737006540901,0.0020250692184637827,0.004000000000003112,111137.0,raw_energy_half,all,raw_agree,grad_core_2of3,all,0.05,0.08,0.516,8f2e97b4,45.0,0.8666666666666667,-6.402992726883827e-05,1.1433829925966437e-06,2.1969674955379936e-05,22.0,1.0,-0.0004242333840799306,-0.0003144765297652618,-0.0001310716174034443,11.0,1.0,-0.0007660580976492914,-0.00043221920533875746,-0.00042993349105302503,22.0,0.9545454545454546,-5.481410569052603e-05,-9.212969515193221e-06,2.1969674955379936e-05,9.168219451550608e-06,0.0004705389874004831,0.00017820050734873805,0.0005873954403631978,0.00013653744954771917,0.0004063163841818649,0.0001508756102835041,0.0004170376837023096,0.0002838854951430124,0.0003754516106551465,0.00022568451034736488,0.0003199197697479352,-9.82065402337351e-06,0.0003456560285276936,-0.0008805158917108647,True,-0.00022040607524986822,-0.00023841400209001495,-0.00024287869322636713,-0.000240344749571908,-0.00022130469074477244,-0.00013722841456575985,-0.0002452968368391595,-0.0002369735557250785,-0.00022130469074477244,4.0,-0.00022083906604112143,-0.00013722841456575985,7.0,True,-0.0008805158917108647,True,False,True,True,False,False,-1.5517462605973975e-06
toward_teacher|raw_energy_half|all|raw_agree|grad_core_top50|teacher_row_top50|w0.070|c0.080,toward_teacher,0.5777329359635966,-1.5517430507205887e-06,0.5775977277378254,0.577219912159549,0.578040893808352,0.0003153641330559394,0.0015258290756373163,0.005600000000003824,111768.0,raw_energy_half,all,raw_agree,grad_core_top50,teacher_row_top50,0.07,0.08,0.27314285714285713,108432bf,45.0,0.7777777777777778,-4.175103157388893e-05,1.2266112352721238e-05,1.904896842619408e-05,22.0,1.0,-0.000389908171757547,-0.00028847103157377815,-8.335103157386392e-05,11.0,1.0,-0.0007073510315739329,-0.00040110817175742497,-0.000397908171757555,22.0,0.9090909090909091,-3.262960166566797e-05,-8.86745592276734e-07,1.904896842619408e-05,7.715260163024045e-05,0.00034524741842968513,0.00019113070105096397,0.000418765566043912,0.00012183158288745622,0.0003019941130058895,0.00015843532888829714,0.0003558159773729719,0.0002647830285461724,0.00030312623526534776,0.00022343503435532486,0.0002567888197298488,1.3726549818695366e-05,0.00022581080154392087,-0.000811803177670678,True,-0.00018922807977006517,-0.00019877929820233398,-0.0002086179249713993,-0.00020946366973217945,-0.00019650968386564216,-0.00013792130498413435,-0.00021169728985137581,-0.0002039010492226878,-0.00019650968386564216,4.0,-0.00019317389305387574,-0.00013792130498413435,7.0,True,-0.000811803177670678,True,False,True,True,False,False,-1.5517430507205887e-06
toward_teacher|raw_energy_quarter|all|raw_agree|grad_core_abs50|grad_all_row_top50|w0.070|c0.080,toward_teacher,0.5777329378534866,-1.5498531608093558e-06,0.5775978012770342,0.5772201526436656,0.5780406770577957,0.00029013957324221414,0.0013728000000000785,0.00560000000000116,215893.0,raw_energy_quarter,all,raw_agree,grad_core_abs50,grad_all_row_top50,0.07,0.08,0.24514285714285713,afe54f31,45.0,0.8666666666666667,-4.4573529487501595e-05,2.2647051263202654e-07,2.262647051265443e-05,22.0,1.0,-0.0004093735294873335,-0.00020489352948753757,-3.817352948742858e-05,11.0,1.0,-0.0007357735294873935,-0.00041577352948740653,-0.0004157735294872955,22.0,0.9090909090909091,-3.977352948741908e-05,-3.933529487409861e-06,1.6226470512581415e-05,5.394495132374305e-05,0.00039031971015184193,0.0001365425638941209,0.000382014015825223,5.550317660415072e-05,0.0002420378912031893,0.00024349969806206268,0.00041523813161611873,0.00022518910706122386,0.0002251891070612345,0.00017585810967220023,0.00019512663674647253,9.536294045604299e-06,0.00018105152009141934,-0.0008441742648079952,True,-0.00020203242204663852,-0.0002126118268765964,-0.00021648662709849997,-0.00021696249791391953,-0.00020830878036703915,-0.00015065675961234426,-0.00022235604215359306,-0.00021494081912393215,-0.00020830878036703915,4.0,-0.00020420213658123298,-0.00015065675961234426,7.0,True,-0.0008441742648079952,True,False,True,True,False,False,-1.5498531608093558e-06
