candidate,direction,actual_anchor_score_final,anchor_delta_vs_mixmin,mean_actual_anchor,min_set_score,max_set_score,mean_abs_prob_move_vs_mixmin,mean_abs_logit_move_vs_mixmin,max_abs_logit_move_vs_mixmin,pred_index,band,target_mask,base_cell_gate,gradient_gate,row_gate,weight,cap,active_gate_mean,hash,world_all_worlds,world_all_better_rate,world_all_median_delta,world_all_p90_delta,world_all_max_delta,raw_energy_half_worlds,raw_energy_half_better_rate,raw_energy_half_median_delta,raw_energy_half_p90_delta,raw_energy_half_max_delta,raw_energy_quarter_worlds,raw_energy_quarter_better_rate,raw_energy_quarter_median_delta,raw_energy_quarter_p90_delta,raw_energy_quarter_max_delta,low_slack_half_worlds,low_slack_half_better_rate,low_slack_half_median_delta,low_slack_half_p90_delta,low_slack_half_max_delta,mean_prob_delta_Q1,mean_abs_prob_delta_Q1,mean_prob_delta_Q2,mean_abs_prob_delta_Q2,mean_prob_delta_Q3,mean_abs_prob_delta_Q3,mean_prob_delta_S1,mean_abs_prob_delta_S1,mean_prob_delta_S2,mean_abs_prob_delta_S2,mean_prob_delta_S3,mean_abs_prob_delta_S3,mean_prob_delta_S4,mean_abs_prob_delta_S4,world_support_score,prefilter_keep,hidden_delta_subject_mean,hidden_delta_calendar_count_strict,hidden_delta_raw_phone_base,hidden_delta_transition_row_safe,hidden_delta_transition_balanced_hidden_sign,hidden_delta_transition_aggressive_hidden_sign,hidden_delta_core_median,hidden_core_mean_delta,hidden_core_max_delta,hidden_core_improve_count,hidden_all_mean_delta,hidden_all_max_delta,hidden_all_improve_count,hidden_guard,validation_support_score,anchor_beats_mixmin,anchor_margin_gate,movement_guard,world_guard,eligible_submission_gate,diagnostic_reverse_gate,selection_score
toward_teacher|raw_energy_half|no_q2|all|grad_all_4of6|teacher_row_top50|w0.070|c0.080,toward_teacher,0.5777326334015479,-1.8543050994690446e-06,0.577597323388879,0.5772201644110034,0.5780403167821518,0.00026414710713573903,0.0012980815296332615,0.005600000000003824,117581.0,raw_energy_half,no_q2,all,grad_all_4of6,teacher_row_top50,0.07,0.08,0.23485714285714285,cac11d98,45.0,0.8222222222222222,-2.6991418874744433e-05,6.572783309222175e-06,7.206703587181451e-05,22.0,1.0,-0.0003232711192408533,-0.0002445620439004537,-6.848642005941041e-05,11.0,1.0,-0.0005733430460541644,-0.00033125126900312996,-0.00032805126900326,22.0,0.8636363636363636,-2.4046202743432943e-05,2.233908420345998e-06,4.535563938279363e-05,7.531323828430253e-05,0.00035513109613462675,7.993605777301126e-18,1.0658141036401503e-17,0.00013008099992022027,0.00030216394483337206,0.00015785534075617158,0.0003552359892408463,0.00027929052069021086,0.0003018734007390645,0.0002297064283409408,0.0002664729434685058,4.3790322110637824e-05,0.000268152375533747,-0.0006588550051924213,True,-0.00016456101438977466,-0.00017396432910654624,-0.0001798299967824546,-0.00017962759181999743,-0.0001853871878707558,-0.0001689856533987344,-0.00018507014445356962,-0.00018106291455333157,-0.00017396432910654624,4.0,-0.00017677513111740467,-0.00016456101438977466,7.0,True,-0.0006588550051924213,True,False,True,True,False,False,-1.8543050994690446e-06
toward_teacher|all|all|all|grad_core_2of3|all|w0.050|c0.080,toward_teacher,0.5777326355802083,-1.8521264391058168e-06,0.5775966559695828,0.5772153318610089,0.5780430604868861,0.0004698280424481616,0.0024050045146503294,0.004000000000003112,33.0,all,all,all,grad_core_2of3,all,0.05,0.08,0.6205714285714286,2980a031,45.0,1.0,-0.00028590954854712525,-0.0002255084459727774,-0.0001291858356780029,22.0,1.0,-0.0003284465321869434,-0.0002861212129782631,-0.0002765976214300636,11.0,1.0,-0.0005770875432156153,-0.00033902461892865166,-0.0003373321119733985,22.0,1.0,-0.0002883208839374318,-0.000229745348831345,-0.0001291858356780029,-5.8099484268104294e-06,0.0004526840243104206,0.0001580111708940042,0.0006088943497069536,7.764664039226243e-05,0.0005025334170265978,0.00014585205464962285,0.00045966988849931704,0.00021556163691257725,0.0004387828723669494,0.00017868580804863198,0.00037830308259044666,-6.64461740581288e-05,0.00044792866263644604,-0.0006904346528024907,True,-0.0002336858901293981,-0.0002800787720479425,-0.0002662432612934307,-0.0002639546363414347,-0.0002315328428292851,-0.0001782309209411581,-0.0002767632451630142,-0.0002636545303334181,-0.0002315328428292851,4.0,-0.0002472127955350948,-0.0001782309209411581,7.0,True,-0.0006904346528024907,True,False,True,True,False,False,-1.8521264391058168e-06
toward_teacher|raw_energy_half|all|raw_agree|grad_all_5of6|teacher_row_top50|w0.070|c0.080,toward_teacher,0.5777326402805857,-1.8474260616851979e-06,0.5775972843576729,0.5772192156515157,0.5780408181762055,0.00024233025851304581,0.001201530390200328,0.005600000000003824,111593.0,raw_energy_half,all,raw_agree,grad_all_5of6,teacher_row_top50,0.07,0.08,0.21542857142857144,fcae954c,45.0,0.6222222222222222,-1.9567710908274805e-05,3.615879371947629e-05,4.6533603654808076e-05,22.0,1.0,-0.00031652485109190387,-0.00023108771090813994,-2.7066396345198918e-05,11.0,1.0,-0.0005518663963451909,-0.00032772485109178184,-0.00032452485109191187,22.0,0.6818181818181818,-1.3646280999979332e-05,9.136575073420695e-06,3.9176463471291e-05,7.897970355308376e-05,0.00030640294165468267,0.0001983328498340784,0.0003023108031625683,6.138960753937638e-05,0.00017290858831139487,0.00017501609066031842,0.00032158754504900845,0.00021856677449179064,0.00022059088752198163,0.00019686610585897702,0.00020666269199137076,2.597426613098397e-05,0.0001658483519003141,-0.0006357543802089638,True,-0.0001747387642702103,-0.00018480336012860477,-0.00018634348185142535,-0.0001878764254674703,-0.0002069419428932795,-0.00022723205739116903,-0.00019386175702218456,-0.00019298763547387354,-0.00018480336012860477,4.0,-0.00019454254128919196,-0.0001747387642702103,7.0,True,-0.0006357543802089638,True,False,True,True,False,False,-1.8474260616851979e-06
toward_teacher|raw_energy_quarter|no_s3|raw_agree|grad_all_top70|teacher_row_top50|w0.070|c0.080,toward_teacher,0.5777326451822548,-1.842524392614564e-06,0.577597929686983,0.5772223353203269,0.5780390066691817,0.0002070014871389794,0.0009888000000000791,0.005600000000003824,227883.0,raw_energy_quarter,no_s3,raw_agree,grad_all_top70,teacher_row_top50,0.07,0.08,0.17657142857142857,6446efa8,45.0,0.8,-3.971685524983837e-05,1.660314475009362e-05,3.388314475027965e-05,22.0,1.0,-0.00033251685524993135,-0.00017091685524983635,-3.3316855249876376e-05,11.0,1.0,-0.0005709168552499033,-0.0003469168552497903,-0.00033731685524995836,22.0,0.8636363636363636,-3.3316855249876376e-05,7.323144750104336e-06,2.1083144750022598e-05,6.981461771907621e-05,0.0003028299971470702,0.00019303296663327485,0.0002969920898949447,8.091591981171919e-05,0.00015754622956850895,0.00015662623846826674,0.0003562743428815082,0.00019641103884944055,0.00019641103884945166,1.5543122344752192e-18,9.547918011776345e-18,1.2193055255855011e-05,0.00013895671163136248,-0.0006616177545873348,True,-0.0001624754560598518,-0.00016396738626411889,-0.00017122655503920559,-0.00017382391501530314,-0.00016545071363960329,-0.00011156816799762215,-0.00017332330321628842,-0.00016849198953980404,-0.00016396738626411889,4.0,-0.00016026221389028476,-0.00011156816799762215,7.0,True,-0.0006616177545873348,True,False,True,True,False,False,-1.842524392614564e-06
toward_teacher|raw_energy_half|no_s3|all|grad_all_top50|all|w0.070|c0.050,toward_teacher,0.5777326452782925,-1.8424283548812426e-06,0.5775981631258531,0.577222311794107,0.5780390208139352,0.00030567677960576764,0.0014820000000000584,0.0035000000000042775,125872.0,raw_energy_half,no_s3,all,grad_all_top50,all,0.07,0.05,0.42342857142857143,85a04eab,45.0,1.0,-5.848600995783659e-05,-7.2860099577409774e-06,-4.860099578340993e-07,22.0,1.0,-0.00032848600995782906,-0.00026848600995778017,-0.0001244860099578471,11.0,1.0,-0.0005664860099576785,-0.0003344860099578906,-0.00033448600995777955,22.0,1.0,-5.048600995782859e-05,-8.686009957836745e-06,-4.860099579451216e-07,1.8923789032404936e-05,0.00040953359934206476,0.00014564425426498117,0.0004605403843006217,0.00011745273626621932,0.0003427648434007554,0.00014085106997186242,0.00036076693878848916,0.0002467527068976244,0.0002891987201107672,1.5543122344752192e-18,9.547918011776345e-18,-2.392245378565749e-07,0.00027693297129766564,-0.0006559561134429348,True,-0.0001869192238723727,-0.00019181130263590251,-0.00019713976277035972,-0.00019723614946942636,-0.0001819627622891007,-0.00010932768002069881,-0.00019836158451469466,-0.0001923188530525144,-0.0001819627622891007,4.0,-0.00018039406651036507,-0.00010932768002069881,7.0,True,-0.0006559561134429348,True,False,True,True,False,False,-1.8424283548812426e-06
toward_teacher|raw_energy_half|no_s3|raw_agree|grad_core_2of3|teacher_row_top50|w0.070|c0.080,toward_teacher,0.5777326471849613,-1.8405216860584162e-06,0.577598120971132,0.5772223953020739,0.5780390022306489,0.00029373016919607715,0.0014164815296332602,0.005600000000003824,126595.0,raw_energy_half,no_s3,raw_agree,grad_core_2of3,teacher_row_top50,0.07,0.08,0.256,16eed54a,45.0,0.8222222222222222,-6.770741407613468e-05,5.509729850450286e-06,2.4135445740314232e-05,22.0,1.0,-0.0003563341726997016,-0.00026098509735918987,-8.874947351822371e-05,11.0,1.0,-0.0006672060995130957,-0.00036751432246195925,-0.0003643143224620893,22.0,0.8181818181818182,-3.730741407614868e-05,1.626553645469599e-05,2.4135445740314232e-05,7.12910811048007e-05,0.0003511089389551249,0.00020219121663870898,0.00044073986641547755,0.00012577800189996757,0.000317013700558216,0.00015283845956470164,0.0003614128466965674,0.0002655402787662432,0.0003221707201696665,1.5543122344752192e-18,9.547918011776345e-18,2.922040914786206e-05,0.00026366511157747816,-0.000765855421536199,True,-0.00018062865438617237,-0.00018335870664476506,-0.00019922935837080047,-0.00020118346110065133,-0.00018551153457158076,-0.00010312161023595667,-0.00019888075368990066,-0.00019174508831926174,-0.00018335870664476506,4.0,-0.00017884486842854676,-0.00010312161023595667,7.0,True,-0.000765855421536199,True,False,True,True,False,False,-1.8405216860584162e-06
toward_teacher|raw_energy_half|all|all|grad_core_abs50|all|w0.050|c0.080,toward_teacher,0.5777326493642495,-1.8383423978640678e-06,0.5775977718760693,0.5772204234790214,0.5780401864546025,0.0002627499078917195,0.0013028571428572084,0.004000000000002668,110832.0,raw_energy_half,all,all,grad_core_abs50,all,0.05,0.08,0.32571428571428573,76c52ab6,45.0,0.8444444444444444,-4.026036199300531e-05,3.625352292724322e-06,2.1453923721437285e-05,22.0,1.0,-0.0003236889334215509,-0.0002967175048500747,-0.00010654607627869073,11.0,1.0,-0.0005865460762786157,-0.0003305460762785817,-0.00032826036199296027,22.0,1.0,-3.568893342159596e-05,-1.3060361993011411e-05,-1.4032191357760126e-06,1.981657580459145e-05,0.0003531737923087775,0.00011236806474295635,0.00036295984458215627,7.352822618885013e-05,0.0002395826381484605,0.00017282270887754032,0.0003622137540787798,0.00018755864008821764,0.0002067264388483887,0.00012987642098102108,0.00016863739806979633,9.762266068850888e-06,0.00014595548920567748,-0.0006732086315475617,True,-0.0001886331554862286,-0.00020648618413232622,-0.00020208980148572753,-0.0002014593353776295,-0.0001815918317138454,-0.00010812739952059669,-0.00020811856585223332,-0.00019957159579603312,-0.0001815918317138454,4.0,-0.0001852151819383696,-0.00010812739952059669,7.0,True,-0.0006732086315475617,True,False,True,True,False,False,-1.8383423978640678e-06
toward_teacher|raw_energy_half|all|raw_agree|grad_core_abs50|grad_core_row_top50|w0.070|c0.080,toward_teacher,0.5777326494885383,-1.8382181090625949e-06,0.5775976766636982,0.5772195834057584,0.5780405658516647,0.00027703423107182715,0.0013632000000000722,0.00560000000000116,112261.0,raw_energy_half,all,raw_agree,grad_core_abs50,grad_core_row_top50,0.07,0.08,0.24342857142857144,d51613b4,45.0,0.8666666666666667,-5.6996258146924106e-05,2.5237418530554876e-06,2.620374185324792e-05,22.0,1.0,-0.0003641962581469871,-0.0003011562581470284,-0.0001145962581469151,11.0,1.0,-0.000610596258146856,-0.0003673962581470791,-0.0003673962581469681,22.0,0.9545454545454546,-3.779625814692711e-05,-9.63625814698331e-06,2.6203741853025875e-05,2.747986436147115e-05,0.00036182014187678685,0.000140366156520769,0.000356971828470444,9.14162248535878e-05,0.0002613635323621851,0.00020172226876686534,0.0004002124316377656,0.00021977474370725336,0.00023547645801035266,0.00013821113099670297,0.00015944302483536594,5.508732806284944e-06,0.00016395220030989,-0.0007081449484983183,True,-0.0001977744060825959,-0.000211457947926319,-0.0002143253235594722,-0.0002141065617118354,-0.00019631826465360547,-0.00012515155342507356,-0.00021894118543963614,-0.0002102606803947582,-0.00019631826465360547,4.0,-0.00019686789182836253,-0.00012515155342507356,7.0,True,-0.0007081449484983183,True,False,True,True,False,False,-1.8382181090625949e-06
toward_teacher|raw_energy_quarter|no_q2|raw_agree|grad_all_4of6|all|w0.050|c0.080,toward_teacher,0.5777326504426391,-1.8372640082642278e-06,0.5775973929277561,0.577219604236263,0.578040768278297,0.0002956546344130124,0.0014296784902941453,0.004000000000003112,221307.0,raw_energy_quarter,no_q2,raw_agree,grad_all_4of6,all,0.05,0.08,0.36228571428571427,be802d5e,45.0,0.8,-3.5377162118099825e-05,2.4774063676202844e-05,6.645610189270901e-05,22.0,1.0,-0.0003343434463498052,-0.00014960973998124903,-6.318585977793667e-05,11.0,1.0,-0.0006418701211254874,-0.00033891487492132555,-0.0003389148749212145,22.0,0.8636363636363636,-2.662168521727626e-05,1.5556798070393074e-05,4.663941885163503e-05,2.4381186562799083e-06,0.0004133298142290228,7.993605777301126e-18,1.0658141036401503e-17,0.00015936676994472788,0.00038259592888278206,0.0001750341951865682,0.0003787518875603922,0.0002655003160431512,0.00031204886351300485,0.00023948234904349512,0.0002957127937865531,1.4038407452841683e-05,0.00028714315291932094,-0.0007301365560676287,True,-0.0001627735897816729,-0.00017246528804115702,-0.00017844331862737484,-0.0001762341000308698,-0.0001911288593388072,-0.00016809378980653378,-0.000182100447779332,-0.00018103447844666776,-0.00017246528804115702,4.0,-0.00017589134191510678,-0.0001627735897816729,7.0,True,-0.0007301365560676287,True,False,True,True,False,False,-1.8372640082642278e-06
toward_teacher|raw_energy_half|no_s3|all|grad_all_abs50|grad_all_row_top50|w0.070|c0.080,toward_teacher,0.5777326505656648,-1.83714098256349e-06,0.5775981181032116,0.5772221288879796,0.5780391516460626,0.000246126035839223,0.0012000000000000738,0.00560000000000116,126395.0,raw_energy_half,no_s3,all,grad_all_abs50,grad_all_row_top50,0.07,0.08,0.21428571428571427,b06b2458,45.0,0.9111111111111111,-6.819153039216985e-05,-5.471530392253672e-06,2.4608469607834138e-05,22.0,1.0,-0.00032259153039226884,-0.00027651153039237597,-0.00010019153039220186,11.0,1.0,-0.0005481915303923168,-0.00032419153039220383,-0.00032419153039220383,22.0,0.9090909090909091,-5.8591530392226865e-05,-7.71153039230698e-06,1.5008469607780128e-05,3.227560189537832e-05,0.00034466763841918584,0.0001263315026448577,0.0003677694936648486,6.320333133323985e-05,0.00024352037449382346,0.00020823484199332515,0.00035540255054511123,0.00023058662976508705,0.00023261074279527804,1.5543122344752192e-18,9.547918011776345e-18,-1.4610072247369655e-06,0.00017891145095630457,-0.0006360585660295847,True,-0.00018473755890990873,-0.0001848660756189613,-0.00019351831393110697,-0.00019404968556968605,-0.0001823304349383159,-0.00011537922811344359,-0.00019446945142931327,-0.00018879606897942436,-0.0001823304349383159,4.0,-0.00017847867835867653,-0.00011537922811344359,7.0,True,-0.0006360585660295847,True,False,True,True,False,False,-1.83714098256349e-06
toward_teacher|raw_energy_half|all|all|grad_all_5of6|teacher_row_top50|w0.070|c0.080,toward_teacher,0.5777326522512105,-1.835455436860478e-06,0.5775973229484198,0.5772193309002056,0.5780407712480082,0.00024427292896708524,0.001211130390200328,0.005600000000003824,109960.0,raw_energy_half,all,all,grad_all_5of6,teacher_row_top50,0.07,0.08,0.21714285714285714,0d5dfbc8,45.0,0.5777777777777777,-1.9077175910098276e-05,3.6840756754186204e-05,4.7024138652984604e-05,22.0,1.0,-0.00031923431609370834,-0.00023059717591007443,-2.9775861347114407e-05,11.0,1.0,-0.0005545758613469953,-0.0003304343160935863,-0.00032723431609371634,22.0,0.5909090909090909,-1.1555746001812306e-05,1.462139792471896e-05,4.2866998469448525e-05,7.897970355308376e-05,0.00030640294165468267,0.00020267249552424405,0.00030665044885273395,6.138960753937638e-05,0.00017290858831139487,0.00017501609066031842,0.00032158754504900845,0.00022313563105735655,0.00022515974408754758,0.00020155629678152154,0.00021135288291391528,2.597426613098397e-05,0.0001658483519003141,-0.0006390921579614017,True,-0.00017491164390626146,-0.00018509077026584997,-0.0001863172558342896,-0.0001879555794270793,-0.00020822269103659696,-0.00022994104072870947,-0.00019414916715931874,-0.00019344497107401382,-0.00018509077026584997,4.0,-0.0001952268783368722,-0.00017491164390626146,7.0,True,-0.0006390921579614017,True,False,True,True,False,False,-1.835455436860478e-06
toward_teacher|raw_energy_half|no_q2|all|grad_core_top50|all|w0.070|c0.080,toward_teacher,0.5777326546845273,-1.8330221200901775e-06,0.577597254871535,0.5772160328911481,0.5780423434533791,0.00046381546666450377,0.002310363025553325,0.005600000000003824,118001.0,raw_energy_half,no_q2,all,grad_core_top50,all,0.07,0.08,0.4142857142857143,13198d10,45.0,0.6666666666666666,-7.573078126177357e-05,3.0144467703396853e-05,0.00010153959290037928,22.0,1.0,-0.0004761048507550547,-0.00036533981762920664,-0.00015129612639497303,11.0,1.0,-0.0008457488913397038,-0.0004809048507551372,-0.0004809048507550262,22.0,0.7727272727272727,-5.611133093214038e-05,2.566086706806694e-05,0.00010073707535407372,3.08304304956582e-05,0.0006637969985553402,7.993605777301126e-18,1.0658141036401503e-17,0.0002085257009060869,0.0005637155741670071,0.0002315225911230703,0.0005908750160789001,0.0003852812317317135,0.0005286696806032251,0.0003213696573658307,0.0004458491006999696,-1.0435005305832079e-05,0.00045380189654707414,-0.0009735481821546655,True,-0.0002553593061381809,-0.0002916082446469126,-0.0002849700036577918,-0.00028278407954873686,-0.0002832456958395957,-0.00024752958363327693,-0.00029806000205179206,-0.00028947098654902303,-0.0002832456958395957,4.0,-0.0002776509879308981,-0.00024752958363327693,7.0,True,-0.0009735481821546655,True,False,True,True,False,False,-1.8330221200901775e-06
toward_teacher|raw_energy_quarter|no_s3|raw_agree|grad_all_top70|grad_core_row_top50|w0.070|c0.080,toward_teacher,0.5777326547988966,-1.8329077507983627e-06,0.5775980248747672,0.5772216752406446,0.5780393866074452,0.00027765332202991943,0.0013184000000000778,0.00560000000000116,227823.0,raw_energy_quarter,no_s3,raw_agree,grad_all_top70,grad_core_row_top50,0.07,0.08,0.23542857142857143,59144ce2,45.0,0.8666666666666667,-5.697657703596093e-05,3.823422964011058e-06,2.942342296408107e-05,22.0,1.0,-0.0004057765770358879,-0.0002073765770359559,-6.0176577035941925e-05,11.0,1.0,-0.0007161765770359318,-0.0004121765770359609,-0.00041217657703584987,22.0,0.8181818181818182,-4.097657703594493e-05,1.8223422964025493e-05,2.942342296408107e-05,4.6316932615997506e-05,0.00041244355988568975,0.00017733925151518947,0.000402157749037511,9.10236227355924e-05,0.0002665000066387956,0.00024280145102562438,0.00044188748885811286,0.00024291355099013067,0.00024291355099014133,1.5543122344752192e-18,9.547918011776345e-18,6.155672753360819e-06,0.00017767089879917587,-0.0008249183789985181,True,-0.00020553947414247986,-0.0002051833441596429,-0.00021534612575102585,-0.00021663608598243567,-0.00020613354950183016,-0.00012403169258923263,-0.00021756631061364828,-0.0002110573325065368,-0.0002051833441596429,4.0,-0.00019863379753432792,-0.00012403169258923263,7.0,True,-0.0008249183789985181,True,False,True,True,False,False,-1.8329077507983627e-06
toward_teacher|raw_energy_quarter|no_q2|raw_agree|grad_core_top70|grad_all_row_top50|w0.070|c0.080,toward_teacher,0.5777326566180161,-1.8310886312766783e-06,0.5775976690373069,0.5772208294329844,0.5780399556697088,0.00023726895326830374,0.001145600000000079,0.00560000000000116,221707.0,raw_energy_quarter,no_q2,raw_agree,grad_core_top70,grad_all_row_top50,0.07,0.08,0.20457142857142857,d86cf7f2,45.0,0.6444444444444445,-3.610761554095898e-05,1.5732384458844183e-05,6.949238445885797e-05,22.0,1.0,-0.00032090761554104397,-0.00015514761554104027,-1.6907615541073007e-05,11.0,1.0,-0.0006089076155409989,-0.000327307615541117,-0.00032730761554100596,22.0,0.6818181818181818,-2.3307615541201532e-05,1.1892384458866978e-05,4.389238445889898e-05,5.9532413227685934e-05,0.0003959071720557848,7.993605777301126e-18,1.0658141036401503e-17,6.0023951562384604e-05,0.0002465586661614232,0.00024168825891640017,0.0004170495707617812,0.00022518910706122386,0.0002251891070612345,0.00017585810967220023,0.00019512663674647253,9.536294045604299e-06,0.00018105152009141934,-0.000694345280980374,True,-0.00017035859046010682,-0.0001824716193774556,-0.0001861834259956341,-0.00018630253326723523,-0.00018754144428556607,-0.000162026695877171,-0.00019206637063806653,-0.00018706571507418057,-0.0001824716193774556,4.0,-0.00018099295427160506,-0.000162026695877171,7.0,True,-0.000694345280980374,True,False,True,True,False,False,-1.8310886312766783e-06
toward_teacher|raw_energy_quarter|no_q2|raw_agree|grad_all_top70|grad_core_row_top50|w0.070|c0.080,toward_teacher,0.5777326570455187,-1.8306611286877938e-06,0.5775974284573795,0.5772197859837367,0.5780404436737583,0.0002504816809594447,0.0012032000000000793,0.00560000000000116,221827.0,raw_energy_quarter,no_q2,raw_agree,grad_all_top70,grad_core_row_top50,0.07,0.08,0.21485714285714286,3ea5bc41,45.0,0.6666666666666666,-3.103398256976142e-05,1.8886017430275185e-05,8.096601743023957e-05,22.0,1.0,-0.0003350339825697324,-0.0001657539825697385,-2.4633982569688406e-05,11.0,1.0,-0.0006358339825696113,-0.00034143398256969437,-0.00034143398256969437,22.0,0.7272727272727273,-2.3033982569642397e-05,2.2086017430256204e-05,5.536601743028058e-05,4.6316932615997506e-05,0.00041244355988568975,7.993605777301126e-18,1.0658141036401503e-17,9.10236227355924e-05,0.0002665000066387956,0.00024280145102562438,0.00044188748885811286,0.00024291355099013067,0.00024291355099014133,0.00019268773446991472,0.0002119562615441868,6.155672753360819e-06,0.00017767089879917587,-0.0007242958764690111,True,-0.00017861319255230157,-0.00018684001105961912,-0.00019102889357125452,-0.0001911279160576873,-0.0001985044266142877,-0.00017677704169438702,-0.0001979091766204366,-0.00019357062696639948,-0.00018684001105961912,4.0,-0.00018868580830999626,-0.00017677704169438702,7.0,True,-0.0007242958764690111,True,False,True,True,False,False,-1.8306611286877938e-06
toward_teacher|raw_energy_quarter|no_s3|all|grad_all_4of6|grad_core_row_top50|w0.070|c0.080,toward_teacher,0.5777326582606185,-1.8294460288892367e-06,0.5775978478002072,0.577220794833302,0.5780398927373975,0.00040912584574398514,0.0019382722171010726,0.005600000000002936,226081.0,raw_energy_quarter,no_s3,all,grad_all_4of6,grad_core_row_top50,0.07,0.08,0.35085714285714287,0a877d48,45.0,0.8888888888888888,-0.00010856628139677138,3.6276206024643627e-06,2.2919677610477862e-05,22.0,1.0,-0.0004697987012482474,-0.00022061469216823058,-0.00011498125988373964,11.0,1.0,-0.0008913103090638641,-0.00047939870124846795,-0.0004793987012482459,22.0,0.8181818181818182,-6.95904491259669e-05,1.547378727231321e-05,2.2919677610477862e-05,2.848874078576369e-05,0.0004950750798827815,0.00025194214493291843,0.0006237551945169064,0.0001990338811350435,0.0004830360486464719,0.00024096628858279962,0.0004906790401175367,0.00035227602994259034,0.0004169025683176041,1.5543122344752192e-18,9.547918011776345e-18,2.482608255497365e-05,0.0003544329887265857,-0.0010220166125156581,True,-0.00023004791618874698,-0.0002319021235026586,-0.00024515577578565484,-0.0002446730778580264,-0.00025112505868973845,-0.00019060412778149072,-0.0002488921250447529,-0.0002442687707557012,-0.0002319021235026586,4.0,-0.00023462860069300984,-0.00019060412778149072,7.0,True,-0.0010220166125156581,True,False,True,True,False,False,-1.8294460288892367e-06
toward_teacher|raw_energy_half|all|raw_agree|grad_all_5of6|all|w0.050|c0.080,toward_teacher,0.57773265971257,-1.8279940773302528e-06,0.5775974454485194,0.5772188503260026,0.5780410354573776,0.0002960381983651091,0.0014704520105178645,0.004000000000003112,111487.0,raw_energy_half,all,raw_agree,grad_all_5of6,all,0.05,0.08,0.37257142857142855,fc4b2e73,45.0,0.6222222222222222,-4.1161640310094505e-05,3.508753370251583e-05,4.817972239534729e-05,22.0,1.0,-0.0003135214190460589,-0.0002305675794677775,-5.048361598536388e-05,11.0,1.0,-0.0005643199954797895,-0.0003226642761887666,-0.0003203785619032562,22.0,0.6818181818181818,-2.4505815392872332e-05,1.9527918441275555e-05,3.9510515218110775e-05,4.04860523060811e-05,0.00038280781856748266,0.00020184017798180443,0.0003664972965994393,0.00010463962309119634,0.0002514141588053811,0.00017619304738381651,0.0003567274352799686,0.0002372255088230225,0.0002462937791037233,0.00020206554331868277,0.00024228124067472335,-1.2090933337238097e-05,0.0002262456595250455,-0.0006491022285579906,True,-0.0001920569313706988,-0.00021112912779286397,-0.0002051610307490792,-0.00020498799689772085,-0.0002356136747445614,-0.0002596170032204137,-0.00021507225571959498,-0.0002167440222515249,-0.0002051610307490792,4.0,-0.00021766257435641898,-0.0001920569313706988,7.0,True,-0.0006491022285579906,True,False,True,True,False,False,-1.8279940773302528e-06
toward_teacher|raw_energy_quarter|all|all|grad_core_abs50|all|w0.070|c0.080,toward_teacher,0.5777326644846709,-1.823221976504641e-06,0.5775972588941257,0.5772176993236692,0.5780416468315721,0.00035293478736209415,0.001664000000000077,0.005600000000003824,214745.0,raw_energy_quarter,all,all,grad_core_abs50,all,0.07,0.08,0.29714285714285715,1f7f3e6a,45.0,0.7777777777777778,-4.951722192947372e-05,1.4482778070590285e-05,3.368277807058728e-05,22.0,1.0,-0.0004911172219295157,-0.0002511172219293978,-5.2717221929454716e-05,11.0,1.0,-0.0008975172219294336,-0.0005039172219294397,-0.0004975172219294777,22.0,0.8636363636363636,-3.8317221929484724e-05,7.227780705498992e-07,3.368277807058728e-05,3.0505052552502633e-05,0.0004923276970331569,0.00015266929253962314,0.0004708261224362684,8.827535509818441e-05,0.00029222333818748934,0.00025437003094590894,0.00047289444588809724,0.00025571358164368387,0.0002668557087434026,0.00021716841583140724,0.00026968551894152113,2.5553603949885373e-05,0.00020573068030472363,-0.001028448249604741,True,-0.00023856870175353873,-0.00025394757558439007,-0.00025389655684315837,-0.000253302665580879,-0.00024499970599178855,-0.00017218861532330987,-0.0002630781905417212,-0.00025398050724026455,-0.00024499970599178855,4.0,-0.00023999743023125512,-0.00017218861532330987,7.0,True,-0.001028448249604741,True,False,True,True,False,False,-1.823221976504641e-06
