pred_index,base_index,tag,source_file,source_table,source_rank,source,source_base_file,source_target_mask,source_gate,compact_focused_score,posterior_expected_public_vs_anchor,bridge_score,row_gate,target_scope,scale,source_mean_abs_logit_move,source_mean_abs_q2s3_logit_move,active_rows,active_cells,active_q2s3_cells,row_gate_rows,target_scope_cells,mean_abs_logit_move_raw,mean_abs_q2s3_logit_move_raw,max_abs_logit_move_raw,all_delta_vs_mixmin,all_minus_base,all_worst_minus_base,set_inverse_top_delta_vs_mixmin,set_inverse_top_minus_base,set_inverse_top_worst_minus_base,set_raw05_compatible_delta_vs_mixmin,set_raw05_compatible_minus_base,set_raw05_compatible_worst_minus_base,set_all_sign_delta_vs_mixmin,set_all_sign_minus_base,set_all_sign_worst_minus_base,best_set_delta_vs_mixmin,worst_set_delta_vs_mixmin,sets_beating_base,sets_tail_neutral,row_id,world_support_minus_base,raw_energy_q_p90_minus_base,hidden_core_minus_base,hidden_q2_minus_base,hidden_s3_minus_base,hidden_q2s3_mean_minus_base,block_q2s3_mean_minus_base,block_q2s3_max_minus_base,block_q2s3_beats_base_rate,block_q2s3_tail_safe_rate,nonanchor_evaluated,mean_abs_logit_move_vs_mixmin,mean_abs_q2s3_logit_move_vs_mixmin,all_beats_base,all_margin_vs_mixmin,all_sets_beat_base,all_sets_tail_neutral,hidden_q2s3_beats_base,world_nonworse,block_majority_beats,block_tail_safe,strict_gate,loose_gate,deployable_gate,structural_all_sets_tail_neutral,structural_all_sets_beat_base,structural_hidden_core_beats_base,structural_world_nonworse,structural_raw_energy_nonworse,structural_strict_gate,structural_loose_gate,materialized_submission
3031,0,e83_e82_energy_top50_s_all_0.75_43e8ea12,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,manual_controls,999,manual_control,,,,,,,e82_energy_top50,s_all,0.75,0.006684221643935942,0.004803559848373565,50,135,39,50,1000,0.001044562540450539,0.001980392114082537,0.037761072919420435,-5.784135145847635e-06,-5.784135145847635e-06,-4.728522798647106e-06,-1.4111216040002539e-05,-1.4111216040002539e-05,-7.875416377700617e-06,-2.2301256989987195e-06,-2.2301256989987195e-06,-4.728522798647106e-06,-1.011063698319603e-06,-1.011063698319603e-06,-4.728522798647106e-06,-1.4111216040002539e-05,-1.011063698319603e-06,3,3,3030,-0.00017001201877882012,-8.647106080705846e-05,-9.408098810420595e-05,0.0,-0.00022362295413647093,-0.00011181147706823547,-0.00019262573929772046,4.040838885436473e-05,0.6666666666666666,0.9444444444444444,True,0.001044562540450539,0.001980392114082537,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False
3028,0,e83_e82_energy_top50_q2s3_1.00_5240c5db,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,manual_controls,999,manual_control,,,,,,,e82_energy_top50,q2s3,1.0,0.006684221643935942,0.004803559848373565,47,54,54,50,500,0.0010192113858295327,0.00356723985040312,0.05034809722589406,-5.683765710751132e-06,-5.683765710751132e-06,-3.927422447813633e-06,-1.3091273926457703e-05,-1.3091273926457703e-05,-6.798187008438816e-06,-2.6437200998374877e-06,-2.6437200998374877e-06,-3.927422447813633e-06,-1.3163031057361607e-06,-1.3163031057361607e-06,-3.927422447813633e-06,-1.3091273926457703e-05,-1.3163031057361607e-06,3,3,3027,-0.00017067897345200423,-6.643852363652503e-05,-7.952451102713476e-05,-0.00026186280713241805,-0.00029480877005784445,-0.00027833578859513125,-0.0003713406703423225,2.824282445872235e-05,0.7222222222222222,0.9722222222222222,True,0.0010192113858295327,0.00356723985040312,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False
3036,0,e83_e82_energy_top50_q3_s2_s3_s4_1.00_36cabdcb,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,manual_controls,999,manual_control,,,,,,,e82_energy_top50,q3_s2_s3_s4,1.0,0.006684221643935942,0.004803559848373565,50,131,39,50,1000,0.001350337501548931,0.002640522818776706,0.05034809722589406,-5.681193190332223e-06,-5.681193190332223e-06,-5.416880571318394e-06,-1.5051763657347728e-05,-1.5051763657347728e-05,-8.929572991256407e-06,-1.5140217114462118e-06,-1.5140217114462118e-06,-5.416880571318394e-06,-4.777942019806858e-07,-4.777942019806858e-07,-5.416880571318394e-06,-1.5051763657347728e-05,-4.777942019806858e-07,3,3,3035,-0.00021635952814302306,-0.00011829602140756013,-9.887848368853036e-05,0.0,-0.00029480877005784445,-0.00014740438502892222,-0.0002551775858174478,5.76040629920222e-05,0.6666666666666666,0.9444444444444444,True,0.001350337501548931,0.002640522818776706,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False
3007,0,e83_all_rows_q2s3_0.75_a12c348b,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,manual_controls,999,manual_control,,,,,,,all_rows,q2s3,0.75,0.006684221643935942,0.004803559848373565,72,79,79,250,500,0.0010293342532229916,0.003602669886280226,0.037761072919420435,-5.295541545713434e-06,-5.295541545713434e-06,-4.603250515322621e-06,-1.0656983626122774e-05,-1.0656983626122774e-05,-5.901034633382096e-06,-3.185949689843426e-06,-3.185949689843426e-06,-4.603250515322621e-06,-2.0436913212851238e-06,-2.0436913212851238e-06,-4.603250515322621e-06,-1.0656983626122774e-05,-2.0436913212851238e-06,3,3,3006,-0.00021175485028737673,-0.00010876392785019728,-8.453066305341705e-05,-0.0003680916872371709,-0.00022362295413644317,-0.00029585732068680703,-0.0003546258850794904,5.551115123125783e-17,0.7777777777777778,1.0,True,0.0010293342532229916,0.003602669886280226,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False
3047,0,e83_e82_energy_top100_q2s3_0.75_a12c348b,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,manual_controls,999,manual_control,,,,,,,e82_energy_top100,q2s3,0.75,0.006684221643935942,0.004803559848373565,72,79,79,100,500,0.0010293342532229784,0.0036026698862801796,0.037761072919420435,-5.295541545713434e-06,-5.295541545713434e-06,-4.603250515322621e-06,-1.0656983626122774e-05,-1.0656983626122774e-05,-5.901034633382096e-06,-3.185949689843426e-06,-3.185949689843426e-06,-4.603250515322621e-06,-2.0436913212851238e-06,-2.0436913212851238e-06,-4.603250515322621e-06,-1.0656983626122774e-05,-2.0436913212851238e-06,3,3,3046,-0.00021175485028737673,-0.00010876392785019728,-8.453066305341705e-05,-0.0003680916872371709,-0.00022362295413647093,-0.0002958573206868209,-0.0003546258850794929,2.7755575615628914e-17,0.75,1.0,True,0.0010293342532229784,0.0036026698862801796,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False
3067,0,e83_e82_energy_top250_q2s3_0.75_a12c348b,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,manual_controls,999,manual_control,,,,,,,e82_energy_top250,q2s3,0.75,0.006684221643935942,0.004803559848373565,72,79,79,250,500,0.0010293342532229916,0.003602669886280226,0.037761072919420435,-5.295541545713434e-06,-5.295541545713434e-06,-4.603250515322621e-06,-1.0656983626122774e-05,-1.0656983626122774e-05,-5.901034633382096e-06,-3.185949689843426e-06,-3.185949689843426e-06,-4.603250515322621e-06,-2.0436913212851238e-06,-2.0436913212851238e-06,-4.603250515322621e-06,-1.0656983626122774e-05,-2.0436913212851238e-06,3,3,3066,-0.00021175485028737673,-0.00010876392785019728,-8.453066305341705e-05,-0.0003680916872371709,-0.00022362295413644317,-0.00029585732068680703,-0.0003546258850794904,5.551115123125783e-17,0.7777777777777778,1.0,True,0.0010293342532229916,0.003602669886280226,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False
3087,0,e83_e82_energy_top500_q2s3_0.75_a12c348b,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,manual_controls,999,manual_control,,,,,,,e82_energy_top500,q2s3,0.75,0.006684221643935942,0.004803559848373565,72,79,79,250,500,0.0010293342532229916,0.003602669886280226,0.037761072919420435,-5.295541545713434e-06,-5.295541545713434e-06,-4.603250515322621e-06,-1.0656983626122774e-05,-1.0656983626122774e-05,-5.901034633382096e-06,-3.185949689843426e-06,-3.185949689843426e-06,-4.603250515322621e-06,-2.0436913212851238e-06,-2.0436913212851238e-06,-4.603250515322621e-06,-1.0656983626122774e-05,-2.0436913212851238e-06,3,3,3086,-0.00021175485028737673,-0.00010876392785019728,-8.453066305341705e-05,-0.0003680916872371709,-0.00022362295413644317,-0.00029585732068680703,-0.0003546258850794904,5.551115123125783e-17,0.7777777777777778,1.0,True,0.0010293342532229916,0.003602669886280226,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False
3050,0,e83_e82_energy_top100_s_all_0.50_650ca5b6,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,manual_controls,999,manual_control,,,,,,,e82_energy_top100,s_all,0.5,0.006684221643935942,0.004803559848373565,100,237,39,100,1000,0.0010317639693909557,0.0013202614093883916,0.02517404861294681,-5.058428718451857e-06,-5.058428718451857e-06,-3.7366609125788486e-06,-1.252250837135982e-05,-1.252250837135982e-05,-9.071646559277724e-06,-1.787177387080341e-06,-1.787177387080341e-06,-3.7366609125788486e-06,-8.65600396804389e-07,-8.65600396804389e-07,-3.7366609125788486e-06,-1.252250837135982e-05,-8.65600396804389e-07,3,3,3049,-0.00019922173063596782,-0.00010439509540494107,-0.00010745548653734449,0.0,-0.00015075643274053974,-7.537821637026987e-05,-0.0001292432488675905,2.507649918637672e-05,0.6388888888888888,0.9444444444444444,True,0.0010317639693909557,0.0013202614093883916,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False
3022,0,e83_e82_energy_top50_all_0.50_20fea71e,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,manual_controls,999,manual_control,,,,,,,e82_energy_top50,all,0.5,0.006684221643935942,0.004803559848373565,50,215,54,50,1750,0.0010454428546396246,0.0017836199252015917,0.02517404861294681,-5.051513601528335e-06,-5.051513601528335e-06,-5.730553091942703e-06,-1.1785672091924049e-05,-1.1785672091924049e-05,-6.713357577847745e-06,-1.9800367322408974e-06,-1.9800367322408974e-06,-5.730553091942703e-06,-1.3888319801980131e-06,-1.3888319801980131e-06,-5.730553091942703e-06,-1.1785672091924049e-05,-1.3888319801980131e-06,3,3,3021,-0.0002660305920570372,-0.00013185261669301784,-0.0001102516306587531,-0.00013264907006965698,-0.00015075643274053974,-0.00014170275140509836,-0.00018808738277914448,1.1759781374659493e-05,0.7222222222222222,0.9722222222222222,True,0.0010454428546396246,0.0017836199252015917,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False
3035,0,e83_e82_energy_top50_q3_s2_s3_s4_0.75_f4fa5119,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,manual_controls,999,manual_control,,,,,,,e82_energy_top50,q3_s2_s3_s4,0.75,0.006684221643935942,0.004803559848373565,50,131,39,50,1000,0.0010127531261617168,0.001980392114082537,0.037761072919420435,-4.887173594259053e-06,-4.887173594259053e-06,-5.254383002806229e-06,-1.1967129995071879e-05,-1.1967129995071879e-05,-6.978381783540044e-06,-1.7327239055786592e-06,-1.7327239055786592e-06,-5.254383002806229e-06,-9.616668820155994e-07,-9.616668820155994e-07,-5.254383002806229e-06,-1.1967129995071879e-05,-9.616668820155994e-07,3,3,3034,-0.00016294731187953547,-8.922399070177e-05,-7.466083741244911e-05,0.0,-0.00022362295413647093,-0.00011181147706823547,-0.00019262573929772046,4.040838885436473e-05,0.6666666666666666,0.9444444444444444,True,0.0010127531261617168,0.001980392114082537,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False
3027,0,e83_e82_energy_top50_q2s3_0.75_588bb72f,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,manual_controls,999,manual_control,,,,,,,e82_energy_top50,q2s3,0.75,0.006684221643935942,0.004803559848373565,47,54,54,50,500,0.0007644085393721695,0.0026754298878023486,0.037761072919420435,-4.872967891755842e-06,-4.872967891755842e-06,-3.934555395046502e-06,-1.0413619392135587e-05,-1.0413619392135587e-05,-5.407589143580083e-06,-2.6014732995571777e-06,-2.6014732995571777e-06,-3.934555395046502e-06,-1.6038109832416936e-06,-1.6038109832416936e-06,-3.934555395046502e-06,-1.0413619392135587e-05,-1.6038109832416936e-06,3,3,3026,-0.00012874315165962159,-5.037253833528599e-05,-6.0187028878250226e-05,-0.00019768624801128065,-0.00022362295413647093,-0.0002106546010738758,-0.0002803203848540222,1.9407716504598307e-05,0.7222222222222222,0.9722222222222222,True,0.0007644085393721695,0.0026754298878023486,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False
3030,0,e83_e82_energy_top50_s_all_0.50_c681f0a8,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,manual_controls,999,manual_control,,,,,,,e82_energy_top50,s_all,0.5,0.006684221643935942,0.004803559848373565,50,135,39,50,1000,0.0006963750269670579,0.0013202614093883835,0.02517404861294681,-4.1823981469235605e-06,-4.1823981469235605e-06,-3.4703972541239025e-06,-9.766260504751045e-06,-9.766260504751045e-06,-5.445367314393934e-06,-1.7661207161179249e-06,-1.7661207161179249e-06,-3.4703972541239025e-06,-1.0148132200127336e-06,-1.0148132200127336e-06,-3.4703972541239025e-06,-9.766260504751045e-06,-1.0148132200127336e-06,3,3,3029,-0.00011378202897792122,-5.797380581606948e-05,-6.304709068086223e-05,0.0,-0.00015075643274053974,-7.537821637026987e-05,-0.00012924324886759067,2.507649918637672e-05,0.6666666666666666,0.9444444444444444,True,0.0006963750269670579,0.0013202614093883835,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False
3054,0,e83_e82_energy_top100_q3_s2_s3_s4_0.50_9c982a76,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,manual_controls,999,manual_control,,,,,,,e82_energy_top100,q3_s2_s3_s4,0.5,0.006684221643935942,0.004803559848373565,100,230,39,100,1000,0.0009904729069829272,0.0013202614093883916,0.02517404861294681,-4.150923424539599e-06,-4.150923424539599e-06,-3.764293096009119e-06,-1.0969406393335213e-05,-1.0969406393335213e-05,-5.486965078294048e-06,-1.0774318505157865e-06,-1.0774318505157865e-06,-3.764293096009119e-06,-4.059320298788194e-07,-4.059320298788194e-07,-3.764293096009119e-06,-1.0969406393335213e-05,-4.059320298788194e-07,3,3,3053,-0.00014619840218659807,-9.273058814762702e-05,-7.867965521823894e-05,0.0,-0.00015075643274053974,-7.537821637026987e-05,-0.0001292432488675905,2.507649918637672e-05,0.6388888888888888,0.9444444444444444,True,0.0009904729069829272,0.0013202614093883916,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False
3006,0,e83_all_rows_q2s3_0.50_563a1a00,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,manual_controls,999,manual_control,,,,,,,all_rows,q2s3,0.5,0.006684221643935942,0.004803559848373565,72,79,79,250,500,0.0006862228354820263,0.0024017799241868474,0.02517404861294681,-4.118316846768444e-06,-4.118316846768444e-06,-4.27960128124294e-06,-7.681833117945125e-06,-7.681833117945125e-06,-4.263167494134024e-06,-2.725186739271912e-06,-2.725186739271912e-06,-4.27960128124294e-06,-1.9479306829772725e-06,-1.9479306829772725e-06,-4.27960128124294e-06,-7.681833117945125e-06,-1.9479306829772725e-06,3,3,3005,-0.0001418310284483637,-7.299900986812435e-05,-5.684350000348393e-05,-0.00024714806728404204,-0.00015075643274053974,-0.0001989522500122909,-0.0002380126940336426,5.551115123125783e-17,0.8055555555555556,1.0,True,0.0006862228354820263,0.0024017799241868474,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False
