candidate_name,policy,fold_kind,n_folds,cv_delta_mean,cv_delta_p10,cv_delta_p50,cv_delta_p90,cv_delta_worst,cv_win_rate,selector_abs_error_mean,selector_abs_error_p90,candidate_index,actual_anchor_mean__inverse_top,actual_anchor_score__inverse_top,actual_anchor_std__inverse_top,actual_anchor_mean__raw05_compatible,actual_anchor_score__raw05_compatible,actual_anchor_std__raw05_compatible,actual_anchor_mean__all_sign,actual_anchor_score__all_sign,actual_anchor_std__all_sign,actual_anchor_score_final,mean_actual_anchor,min_set_score,max_set_score,name,file,source_name_x,source_file_x,variant_x,combo_sources,combo_weights,target_group,cell_gate,sign_gate,axis_group,anti_lambda,projection_mode,scale_x,delta_cap,active_cells_x,active_rows_x,mean_active_energy_x,p10_active_energy,mean_abs_logit_delta,mean_abs_move_vs_a2c8,max_abs_move_vs_a2c8,prediction_hash,before_bad_align_pos_mean,after_bad_align_pos_mean,before_bad_align_abs_mean,after_bad_align_abs_mean,removed_norm,removed_norm_ratio,cheap_priority,source_name_robust,source_file_robust,variant_robust,combo_sources_robust,combo_weights_robust,target_group_robust,cell_gate_robust,sign_gate_robust,axis_group_robust,anti_lambda_robust,projection_mode_robust,scale_robust,delta_cap_robust,active_cells_robust,active_rows_robust,mean_active_energy_robust,p10_active_energy_robust,mean_abs_logit_delta_robust,mean_abs_move_vs_a2c8_x,max_abs_move_vs_a2c8_x,prediction_hash_robust,before_bad_align_pos_mean_robust,after_bad_align_pos_mean_robust,before_bad_align_abs_mean_robust,after_bad_align_abs_mean_robust,removed_norm_robust,removed_norm_ratio_robust,cheap_priority_robust,robust_expected_public,robust_delta_vs_a2c8,robust_p10_delta_vs_a2c8,robust_p50_delta_vs_a2c8,robust_p90_delta_vs_a2c8,robust_worst_delta_vs_a2c8,robust_win_rate_vs_a2c8,mean_abs_move_vs_a2c8_y,max_abs_move_vs_a2c8_y,mean_abs_move_vs_raw05,logit_cosine_to_a2c8_move,logit_orth_ratio_to_a2c8_move,best_case_gain_vs_raw05_if_all_correct,cv_stability_score,source_name_y,source_file_y,variant_y,scale_y,active_cells_y,active_rows_y,mean_active_energy_y
direns_9e849078,low_error_best5,l2o,15,-0.0005830937218700723,-0.0008141026373997828,-0.0006553250938713395,-0.00026282557815142664,-0.00021570050582364608,1.0,0.0004199861533892457,0.001037445570604875,315,0.577315254035041,0.5773694848080666,6.0622513498845174e-05,0.5777251621114647,0.5779315326850001,0.0003420078938088915,0.5779469213862639,0.5779997092390049,9.29459301186142e-05,0.5777669089106906,0.5776624458442566,0.5773694848080666,0.5779997092390049,direns_9e849078,submission_direns_9e849078.csv,b01_x_block3a28,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv,full/all_cells/majority/public_bad4,ladder_b01_282_full_s1p3+blockorth_3a28,0.35_0.65,full,all_cells,majority,public_bad4,0.25,signed,1.1,0.3,1313.0,250.0,1.1037110792716216,0.40721709718116444,0.0441254704836241,0.0082220644555271,0.030962653907497528,48d7c740aa69,0.06553857892319728,0.0440858173519725,0.06553857892319728,0.0440858173519725,0.7610457786702071,0.32376815010780674,0.000288399205483075,b01_x_block3a28,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv,full/all_cells/majority/public_bad4,ladder_b01_282_full_s1p3+blockorth_3a28,0.35_0.65,full,all_cells,majority,public_bad4,0.25,signed,1.1,0.3,1313.0,250.0,1.1037110792716216,0.40721709718116444,0.0441254704836241,0.0082220644555271,0.030962653907497528,48d7c740aa69,0.06553857892319728,0.0440858173519725,0.06553857892319728,0.0440858173519725,0.7610457786702071,0.32376815010780674,0.000288399205483075,0.5764035190192011,-0.0010358262037715492,-0.0011623942307351864,-0.0010587446453860228,-0.0009588636814956475,-0.0005171118919913287,1.0,0.0082220644555271,0.030962653907497528,0.008795355850877944,0.24896466077049106,0.9685125697106026,0.023781963583461026,-0.0009990964911922233,b01_x_block3a28,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv,full/all_cells/majority/public_bad4,1.1,1313.0,250.0,1.1037110792716216
direns_fd01efe0,low_error_best5,l2o,15,-0.0005809043576731139,-0.0008165666828744867,-0.0006963817718005361,-0.00023542805928502557,-0.00018428956745208946,1.0,0.0004199861533892457,0.001037445570604875,199,0.5773486631908009,0.5774086648989177,6.713293311499308e-05,0.5777461136720018,0.5779374759147429,0.00031435583598381163,0.577943285583737,0.5779973457127769,9.619098324280452e-05,0.5777811621754791,0.5776793541488465,0.5774086648989177,0.5779973457127769,direns_fd01efe0,submission_direns_fd01efe0.csv,b01_898_f1ee,submission_sparseladder_b01acaa1.csv+submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3+ladder_898_f465_full_s1p5+ladder_f1ee_f465_noq2_s1p5,0.50_0.25_0.25,full,all_cells,none,public_bad4,0.35,signed,1.1,0.3,1256.0,250.0,1.146752178998714,0.45126459488564136,0.04594284226507984,0.008475799454643069,0.030832867548943987,8605d6e8481a,0.06159716138973563,0.034610058063015016,0.06159716138973563,0.034610058063015016,0.9849787247225413,0.40374838850133166,2.0994767491871742e-05,b01_898_f1ee,submission_sparseladder_b01acaa1.csv+submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3+ladder_898_f465_full_s1p5+ladder_f1ee_f465_noq2_s1p5,0.50_0.25_0.25,full,all_cells,none,public_bad4,0.35,signed,1.1,0.3,1256.0,250.0,1.146752178998714,0.45126459488564136,0.04594284226507984,0.008475799454643069,0.030832867548943987,8605d6e8481a,0.06159716138973563,0.034610058063015016,0.06159716138973563,0.034610058063015016,0.9849787247225413,0.40374838850133166,2.0994767491871742e-05,0.5763813629266492,-0.001057982296323586,-0.001181380234098972,-0.0010732101484954848,-0.0009709270354164134,-0.00048706849618662673,1.0,0.008475799454643069,0.030832867548943987,0.008726546933777642,0.2329818733641126,0.9724810778024158,0.023622086211050813,-0.0009969071269952648,b01_898_f1ee,submission_sparseladder_b01acaa1.csv+submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv,full/all_cells/none/public_bad4,1.1,1256.0,250.0,1.146752178998714
direns_32d44a8c,low_error_best5,l2o,15,-0.0005769324284812323,-0.0008184745807040539,-0.0006916399884503432,-0.0002278991181455137,-0.00017762001491650192,1.0,0.0004199861533892457,0.001037445570604875,222,0.5773477175343139,0.57740696668504,6.602930200156159e-05,0.5777516222747772,0.5779448587595275,0.00031822077529179043,0.5779515639260636,0.578005399581345,9.50239410673289e-05,0.5777857416753042,0.5776836345783849,0.57740696668504,0.578005399581345,direns_32d44a8c,submission_direns_32d44a8c.csv,b01_x_898,submission_sparseladder_b01acaa1.csv+submission_sparseladder_89817541.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3+ladder_898_f465_full_s1p5,0.65_0.35,full,all_cells,none,public_bad4,0.35,signed,1.1,0.3,1256.0,250.0,1.146752178998714,0.45126459488564136,0.046644041251851814,0.00866972644672873,0.03037941818275025,bb741ace92fc,0.061926311675554895,0.0348139505361656,0.061926311675554895,0.0348139505361656,0.9947941791505113,0.4049871768913597,7.717772451986012e-05,b01_x_898,submission_sparseladder_b01acaa1.csv+submission_sparseladder_89817541.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3+ladder_898_f465_full_s1p5,0.65_0.35,full,all_cells,none,public_bad4,0.35,signed,1.1,0.3,1256.0,250.0,1.146752178998714,0.45126459488564136,0.046644041251851814,0.00866972644672873,0.03037941818275025,bb741ace92fc,0.061926311675554895,0.0348139505361656,0.061926311675554895,0.0348139505361656,0.9947941791505113,0.4049871768913597,7.717772451986012e-05,0.5763835175553178,-0.0010558276676546647,-0.0011768413730157024,-0.0010746235764680367,-0.0009667954121231447,-0.0004892129393860856,1.0,0.00866972644672873,0.03037941818275025,0.008918230808638997,0.2290399779165212,0.9734170167590038,0.024008666190980767,-0.0009929351978033832,b01_x_898,submission_sparseladder_b01acaa1.csv+submission_sparseladder_89817541.csv,full/all_cells/none/public_bad4,1.1,1256.0,250.0,1.146752178998714
direns_b748b5d4,low_error_best5,l2o,15,-0.0005728615687609887,-0.000798904870211059,-0.0006855106736648464,-0.00023603750389478156,-0.0001844174205464233,1.0,0.0004199861533892457,0.001037445570604875,298,0.5773623029655598,0.577422382641936,6.763462226812097e-05,0.5777437255290068,0.5779311671232706,0.0003062247241757139,0.5779353139949053,0.5779887177839711,9.598255374799466e-05,0.5777807558497259,0.5776804474964906,0.577422382641936,0.5779887177839711,direns_b748b5d4,submission_direns_b748b5d4.csv,b01_x_f1ee,submission_sparseladder_b01acaa1.csv+submission_sparseladder_f1ee16b0.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3+ladder_f1ee_f465_noq2_s1p5,0.50_0.50,full,all_cells,none,public_bad4,0.35,signed,1.1,0.3,1256.0,250.0,1.146752178998714,0.45126459488564136,0.044881794150285585,0.008228381869559561,0.030700455742090016,7cffe3554f74,0.0604336865202324,0.03393853039661525,0.0604336865202324,0.03393853039661525,0.9621912378451998,0.3996680346005049,0.000238109785311307,b01_x_f1ee,submission_sparseladder_b01acaa1.csv+submission_sparseladder_f1ee16b0.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3+ladder_f1ee_f465_noq2_s1p5,0.50_0.50,full,all_cells,none,public_bad4,0.35,signed,1.1,0.3,1256.0,250.0,1.146752178998714,0.45126459488564136,0.044881794150285585,0.008228381869559561,0.030700455742090016,7cffe3554f74,0.0604336865202324,0.03393853039661525,0.0604336865202324,0.03393853039661525,0.9621912378451998,0.3996680346005049,0.000238109785311307,0.5763980460631476,-0.0010412991598249795,-0.0011651737498521886,-0.0010572163376805221,-0.0009576625682964135,-0.0004758889681548695,1.0,0.008228381869559561,0.030700455742090016,0.008486410613985251,0.23804384348360605,0.9712544098121524,0.02308443465116452,-0.0009888643380831395,b01_x_f1ee,submission_sparseladder_b01acaa1.csv+submission_sparseladder_f1ee16b0.csv,full/all_cells/none/public_bad4,1.1,1256.0,250.0,1.146752178998714
direns_8d319520,low_error_best5,l2o,15,-0.0005723189073092216,-0.0007962228327490273,-0.0006838279617200627,-0.00023533929132912862,-0.00018286118293087128,1.0,0.0004199861533892457,0.001037445570604875,318,0.5773653906946361,0.5774260239922993,6.862002246252345e-05,0.5777466778573419,0.5779343556145917,0.00030560109399682754,0.5779377010460691,0.5779916173236483,9.752685598962653e-05,0.5777839989768464,0.5776832565326824,0.5774260239922993,0.5779916173236483,direns_8d319520,submission_direns_8d319520.csv,b01_x_f1ee,submission_sparseladder_b01acaa1.csv+submission_sparseladder_f1ee16b0.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3+ladder_f1ee_f465_noq2_s1p5,0.35_0.65,full,all_cells,none,public_bad4,0.35,signed,1.1,0.3,1256.0,250.0,1.146752178998714,0.45126459488564136,0.044660580487293496,0.008146477721210296,0.031206700945529908,26866035dfef,0.060569926182214434,0.03400324899002456,0.060569926182214434,0.03400324899002456,0.9614907781681669,0.39680191301358353,0.0003200250114525526,b01_x_f1ee,submission_sparseladder_b01acaa1.csv+submission_sparseladder_f1ee16b0.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3+ladder_f1ee_f465_noq2_s1p5,0.35_0.65,full,all_cells,none,public_bad4,0.35,signed,1.1,0.3,1256.0,250.0,1.146752178998714,0.45126459488564136,0.044660580487293496,0.008146477721210296,0.031206700945529908,26866035dfef,0.060569926182214434,0.03400324899002456,0.060569926182214434,0.03400324899002456,0.9614907781681669,0.39680191301358353,0.0003200250114525526,0.5763968944669282,-0.0010424507560444953,-0.001170962933289621,-0.0010605646990778927,-0.0009563387523421118,-0.00047121000180294637,1.0,0.008146477721210296,0.031206700945529908,0.008404120968751564,0.23757626013516675,0.9713688900825411,0.02293392810894511,-0.0009883216766313724,b01_x_f1ee,submission_sparseladder_b01acaa1.csv+submission_sparseladder_f1ee16b0.csv,full/all_cells/none/public_bad4,1.1,1256.0,250.0,1.146752178998714
direns_41ba13bf,low_error_best5,l2o,15,-0.0005713996865814937,-0.000799558546988366,-0.0006851992878750268,-0.00023467539994390666,-0.00018385949850274752,1.0,0.0004199861533892457,0.001037445570604875,263,0.577361190677798,0.5774207077839729,6.668105683884229e-05,0.5777427246829925,0.5779299660191197,0.00030685454811253416,0.5779348705964367,0.5779878706445559,9.450015202711356e-05,0.5777795148158829,0.5776795953190758,0.5774207077839729,0.5779878706445559,direns_41ba13bf,submission_direns_41ba13bf.csv,b01_x_f1ee,submission_sparseladder_b01acaa1.csv+submission_sparseladder_f1ee16b0.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3+ladder_f1ee_f465_noq2_s1p5,0.65_0.35,full,all_cells,none,public_bad4,0.35,signed,1.1,0.3,1256.0,250.0,1.146752178998714,0.45126459488564136,0.04513097455337274,0.008317021123788291,0.030193952101649657,fe5ab3784c06,0.06029744685825037,0.03387381180320592,0.06029744685825037,0.03387381180320592,0.9628916975222326,0.40169446862081476,0.0001494594532905975,b01_x_f1ee,submission_sparseladder_b01acaa1.csv+submission_sparseladder_f1ee16b0.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3+ladder_f1ee_f465_noq2_s1p5,0.65_0.35,full,all_cells,none,public_bad4,0.35,signed,1.1,0.3,1256.0,250.0,1.146752178998714,0.45126459488564136,0.04513097455337274,0.008317021123788291,0.030193952101649657,fe5ab3784c06,0.06029744685825037,0.03387381180320592,0.06029744685825037,0.03387381180320592,0.9628916975222326,0.40169446862081476,0.0001494594532905975,0.5764011919837084,-0.0010381532392639665,-0.0011596539021079487,-0.0010530095389662542,-0.0009553373258062603,-0.00047874138922310294,1.0,0.008317021123788291,0.030193952101649657,0.008575059606746283,0.23785635934862878,0.9713003409437352,0.023246244455760484,-0.0009874024559036446,b01_x_f1ee,submission_sparseladder_b01acaa1.csv+submission_sparseladder_f1ee16b0.csv,full/all_cells/none/public_bad4,1.1,1256.0,250.0,1.146752178998714
direns_ddd9ee48,low_error_best5,l2o,15,-0.0005601849960210107,-0.0007931870550574205,-0.0006712610484411741,-0.00022347461963492248,-0.00017432436892506065,1.0,0.0004199861533892457,0.001037445570604875,208,0.577366286144344,0.5774241147671024,6.453554235426231e-05,0.5777479868523345,0.5779355969289195,0.00030833250491258226,0.5779414026228844,0.5779933841429323,9.131676594792236e-05,0.5777843652796514,0.577685225206521,0.5774241147671024,0.5779933841429323,direns_ddd9ee48,submission_direns_ddd9ee48.csv,solo_ladder_b01_282_full_s1p3,submission_sparseladder_b01acaa1.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3,1.00,full,all_cells,none,public_bad4,0.35,signed,1.1,0.3,1256.0,250.0,1.146752178998714,0.45126459488564136,0.04575830804530723,0.008534169331150917,0.029011110694850406,1090e88f5e59,0.05997955431362561,0.033722801751917504,0.05997955431362561,0.033722801751917504,0.9645261034353091,0.40298828945564596,3.2285397746685556e-05,solo_ladder_b01_282_full_s1p3,submission_sparseladder_b01acaa1.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3,1.00,full,all_cells,none,public_bad4,0.35,signed,1.1,0.3,1256.0,250.0,1.146752178998714,0.45126459488564136,0.04575830804530723,0.008534169331150917,0.029011110694850406,1090e88f5e59,0.05997955431362561,0.033722801751917504,0.05997955431362561,0.033722801751917504,0.9645261034353091,0.40298828945564596,3.2285397746685556e-05,0.5764162971773262,-0.0010230480456464696,-0.001139159135376011,-0.0010429645634901785,-0.0009417364204629796,-0.00047829275973865215,1.0,0.008534169331150917,0.029011110694850406,0.008793231777512135,0.23480303819257337,0.9720429688319013,0.023641339885021807,-0.0009761877653431616,solo_ladder_b01_282_full_s1p3,submission_sparseladder_b01acaa1.csv,full/all_cells/none/public_bad4,1.1,1256.0,250.0,1.146752178998714
direns_5e098914,low_error_best5,l2o,15,-0.0005592936838603328,-0.0007934045934556266,-0.0006572059569844857,-0.00022282813809328954,-0.00017368068987866359,1.0,0.0004199861533892457,0.001037445570604875,275,0.5773666118704031,0.5774239865884143,6.416562084902298e-05,0.5777437603495776,0.5779298747798558,0.0003030056693531667,0.5779333675168391,0.5779856599005089,9.160340996418503e-05,0.5777798404229263,0.5776812465789399,0.5774239865884143,0.5779856599005089,direns_5e098914,submission_direns_5e098914.csv,b01_block_f1ee,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv+submission_sparseladder_f1ee16b0.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3+blockorth_3a28+ladder_f1ee_f465_noq2_s1p5,0.50_0.25_0.25,full,all_cells,none,public_bad4,0.35,signed,1.1,0.3,1313.0,250.0,1.1037110792716216,0.40721709718116444,0.04509955641312541,0.008342109187561664,0.03108525861948941,46f2d2efe027,0.05929336135479851,0.033311133499915435,0.05929336135479851,0.033311133499915435,0.9456587421347747,0.3982647645401667,0.0001741826898837096,b01_block_f1ee,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv+submission_sparseladder_f1ee16b0.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3+blockorth_3a28+ladder_f1ee_f465_noq2_s1p5,0.50_0.25_0.25,full,all_cells,none,public_bad4,0.35,signed,1.1,0.3,1313.0,250.0,1.1037110792716216,0.40721709718116444,0.04509955641312541,0.008342109187561664,0.03108525861948941,46f2d2efe027,0.05929336135479851,0.033311133499915435,0.05929336135479851,0.033311133499915435,0.9456587421347747,0.3982647645401667,0.0001741826898837096,0.5764155406812063,-0.0010238045417663112,-0.0011435385571626044,-0.0010435981315438658,-0.0009460400665653124,-0.00047236892449742385,1.0,0.008342109187561664,0.03108525861948941,0.008585894214163153,0.23151843802060731,0.9728305159977756,0.02320499962111202,-0.0009752964531824837,b01_block_f1ee,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv+submission_sparseladder_f1ee16b0.csv,full/all_cells/none/public_bad4,1.1,1313.0,250.0,1.1037110792716216
direns_3e494068,low_error_best5,l2o,15,-0.0005576250459204587,-0.0007921020893842279,-0.0006490983933952199,-0.0002211989560435113,-0.00017200988125576355,1.0,0.0004199861533892457,0.001037445570604875,297,0.5773680513541504,0.5774251480467376,6.404580322922916e-05,0.5777436349810927,0.5779293010906299,0.0003012218065352251,0.5779319612791105,0.5779842017604332,9.174395701054627e-05,0.577779550299267,0.5776812158714512,0.5774251480467376,0.5779842017604332,direns_3e494068,submission_direns_3e494068.csv,b01_block_f1ee,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv+submission_sparseladder_f1ee16b0.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3+blockorth_3a28+ladder_f1ee_f465_noq2_s1p5,0.33_0.33_0.33,full,all_cells,none,public_bad4,0.35,signed,1.1,0.3,1313.0,250.0,1.1037110792716216,0.40721709718116444,0.04488184927953254,0.008278590173893366,0.031775679506278465,ef81ab717689,0.059064630368522816,0.03317391074924805,0.059064630368522816,0.03317391074924805,0.9393696217012636,0.39607166729404264,0.0002376331119780473,b01_block_f1ee,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv+submission_sparseladder_f1ee16b0.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3+blockorth_3a28+ladder_f1ee_f465_noq2_s1p5,0.33_0.33_0.33,full,all_cells,none,public_bad4,0.35,signed,1.1,0.3,1313.0,250.0,1.1037110792716216,0.40721709718116444,0.04488184927953254,0.008278590173893366,0.031775679506278465,ef81ab717689,0.059064630368522816,0.03317391074924805,0.059064630368522816,0.03317391074924805,0.9393696217012636,0.39607166729404264,0.0002376331119780473,0.5764166422747152,-0.0010227029482575373,-0.0011439444888945217,-0.0010422964322087669,-0.0009453790186694899,-0.0004692005635260621,1.0,0.008278590173893366,0.031775679506278465,0.008518058426960936,0.22997108129147995,0.9731974628869662,0.02306094611088942,-0.0009736278152426096,b01_block_f1ee,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv+submission_sparseladder_f1ee16b0.csv,full/all_cells/none/public_bad4,1.1,1313.0,250.0,1.1037110792716216
direns_f47d76a9,low_error_best5,l2o,15,-0.0005534216667980892,-0.0007867376593500453,-0.0006355419900474502,-0.00021451631853888214,-0.0001647852502802971,1.0,0.0004199861533892457,0.001037445570604875,243,0.5773650689993963,0.5774242061019305,6.488930329474755e-05,0.5777484814192531,0.5779385915161034,0.0003053892194538329,0.5779394912600764,0.5779927861323312,9.420084828297626e-05,0.577785194583455,0.577684347226242,0.5774242061019305,0.5779927861323312,direns_f47d76a9,submission_direns_f47d76a9.csv,b01_block_q3,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv+submission_targetabl_b19056bb.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3+blockorth_3a28+target_q3stage,0.50_0.25_0.25,full,all_cells,none,public_bad4,0.35,signed,1.25,0.3,1313.0,250.0,1.1037110792716216,0.40721709718116444,0.04561421293047856,0.008443126280518841,0.03205024986198557,3b825a26f903,0.052139329157877806,0.029295910633470347,0.052139329157877806,0.029295910633470347,0.834650247602951,0.3961079806971505,0.00011150448105794438,b01_block_q3,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv+submission_targetabl_b19056bb.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3+blockorth_3a28+target_q3stage,0.50_0.25_0.25,full,all_cells,none,public_bad4,0.35,signed,1.25,0.3,1313.0,250.0,1.1037110792716216,0.40721709718116444,0.04561421293047856,0.008443126280518841,0.03205024986198557,3b825a26f903,0.052139329157877806,0.029295910633470347,0.052139329157877806,0.029295910633470347,0.834650247602951,0.3961079806971505,0.00011150448105794438,0.5764259977447861,-0.001013347478186609,-0.001131360779646018,-0.001032914380986627,-0.0009257156167847835,-0.00046477424679824964,1.0,0.008443126280518841,0.03205024986198557,0.008685005509749353,0.2339121088038686,0.9722577463589206,0.02350731439669027,-0.00096942443612024,b01_block_q3,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv+submission_targetabl_b19056bb.csv,full/all_cells/none/public_bad4,1.25,1313.0,250.0,1.1037110792716216
direns_c814891d,low_error_best5,l2o,15,-0.0005457107377061361,-0.0007851492592291009,-0.0006382803366478118,-0.00020933483331155858,-0.00016181349912147702,1.0,0.0004199861533892457,0.001037445570604875,194,0.5773737396899636,0.577429440955088,6.193716561188327e-05,0.5777491720456716,0.5779352795827224,0.0003023462447281536,0.5779384977646109,0.5779896517752421,8.857879809493032e-05,0.5777847907710175,0.5776871365000821,0.577429440955088,0.5779896517752421,direns_c814891d,submission_direns_c814891d.csv,b01_x_block3a28,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3+blockorth_3a28,0.65_0.35,full,all_cells,none,public_bad4,0.35,signed,1.1,0.3,1313.0,250.0,1.1037110792716216,0.40721709718116444,0.04546502309597456,0.008482734058185334,0.030732909264608144,cf5ca47c3937,0.05870099162664291,0.03299545614782616,0.05870099162664291,0.03299545614782616,0.9397462035276376,0.3967589159995856,1.3449661190000767e-05,b01_x_block3a28,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3+blockorth_3a28,0.65_0.35,full,all_cells,none,public_bad4,0.35,signed,1.1,0.3,1313.0,250.0,1.1037110792716216,0.40721709718116444,0.04546502309597456,0.008482734058185334,0.030732909264608144,cf5ca47c3937,0.05870099162664291,0.03299545614782616,0.05870099162664291,0.03299545614782616,0.9397462035276376,0.3967589159995856,1.3449661190000767e-05,0.5764323169824799,-0.0010070282404926495,-0.0011229108743215032,-0.0010303275644997223,-0.0009320526164519283,-0.00046784767653829107,1.0,0.008482734058185334,0.030732909264608144,0.008722688141556233,0.2264668170422181,0.9740188811202619,0.023427057494966787,-0.000961713507028287,b01_x_block3a28,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv,full/all_cells/none/public_bad4,1.1,1313.0,250.0,1.1037110792716216
direns_d41ac27b,low_error_best5,l2o,15,-0.0005389763592577109,-0.0007812317310306848,-0.0006230339978625654,-0.00020274311036279084,-0.00015590351547412062,1.0,0.0004199861533892457,0.001037445570604875,207,0.5773773679730507,0.5774319759041461,6.085244796191965e-05,0.5777500244841469,0.5779355975118933,0.0002997609211645419,0.5779375716746347,0.5779885041900116,8.739188924461921e-05,0.577785359202017,0.5776883213772774,0.5774319759041461,0.5779885041900116,direns_d41ac27b,submission_direns_d41ac27b.csv,b01_x_block3a28,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3+blockorth_3a28,0.50_0.50,full,all_cells,none,public_bad4,0.35,signed,1.1,0.3,1313.0,250.0,1.1037110792716216,0.40721709718116444,0.045363756121409984,0.008465433944893137,0.03146991177295866,86693e48e7b3,0.05815303618936462,0.032683736603215614,0.05815303618936462,0.032683736603215614,0.92912624642435,0.3938342976657296,3.061523185708746e-05,b01_x_block3a28,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv,full/all_cells/none/public_bad4,ladder_b01_282_full_s1p3+blockorth_3a28,0.50_0.50,full,all_cells,none,public_bad4,0.35,signed,1.1,0.3,1313.0,250.0,1.1037110792716216,0.40721709718116444,0.045363756121409984,0.008465433944893137,0.03146991177295866,86693e48e7b3,0.05815303618936462,0.032683736603215614,0.05815303618936462,0.032683736603215614,0.92912624642435,0.3938342976657296,3.061523185708746e-05,0.5764396727407792,-0.000999672482193455,-0.001115681961171977,-0.0010164567971776561,-0.0009281104723715128,-0.00046307099681985875,1.0,0.008465433944893137,0.03146991177295866,0.00869546172933954,0.22271360260895265,0.9748839167885276,0.023341325143815345,-0.0009549791285798617,b01_x_block3a28,submission_sparseladder_b01acaa1.csv+submission_blockorth_3a28f87f.csv,full/all_cells/none/public_bad4,1.1,1313.0,250.0,1.1037110792716216
