candidate,direction,actual_anchor_score_final,anchor_delta_vs_mixmin,mean_actual_anchor,min_set_score,max_set_score,mean_abs_prob_move_vs_mixmin,mean_abs_logit_move_vs_mixmin,max_abs_logit_move_vs_mixmin,pred_index,band,target_mask,base_cell_gate,gradient_gate,row_gate,shape,scale,cap,active_gate_mean,hash,world_all_worlds,world_all_better_rate,world_all_median_delta,world_all_p90_delta,world_all_max_delta,raw_energy_half_worlds,raw_energy_half_better_rate,raw_energy_half_median_delta,raw_energy_half_p90_delta,raw_energy_half_max_delta,raw_energy_quarter_worlds,raw_energy_quarter_better_rate,raw_energy_quarter_median_delta,raw_energy_quarter_p90_delta,raw_energy_quarter_max_delta,low_slack_half_worlds,low_slack_half_better_rate,low_slack_half_median_delta,low_slack_half_p90_delta,low_slack_half_max_delta,mean_prob_delta_Q1,mean_abs_prob_delta_Q1,mean_prob_delta_Q2,mean_abs_prob_delta_Q2,mean_prob_delta_Q3,mean_abs_prob_delta_Q3,mean_prob_delta_S1,mean_abs_prob_delta_S1,mean_prob_delta_S2,mean_abs_prob_delta_S2,mean_prob_delta_S3,mean_abs_prob_delta_S3,mean_prob_delta_S4,mean_abs_prob_delta_S4,world_support_score,prefilter_keep,hidden_delta_subject_mean,hidden_delta_calendar_count_strict,hidden_delta_raw_phone_base,hidden_delta_transition_row_safe,hidden_delta_transition_balanced_hidden_sign,hidden_delta_transition_aggressive_hidden_sign,hidden_delta_core_median,hidden_core_mean_delta,hidden_core_max_delta,hidden_core_improve_count,hidden_all_mean_delta,hidden_all_max_delta,hidden_all_improve_count,hidden_guard,validation_support_score,anchor_beats_mixmin,anchor_margin_gate,movement_guard,world_guard,eligible_submission_gate,diagnostic_reverse_gate,selection_score
reverse_control|all|all|support60|grad_all_4of6|teacher_row_top50|core_gain|s0.10|c0.080,reverse_control,0.577734774482543,2.8677589558601113e-07,0.5776019537210765,0.5772350965444761,0.5780354654478366,0.00011629169356094919,0.0005013176684810924,0.008000000000000486,3675.0,all,all,support60,grad_all_4of6,teacher_row_top50,core_gain,0.1,0.08,0.108,ce214109,45.0,0.0,0.00014657333338641276,0.00021680659352962817,0.00022137802210120405,22.0,0.0,0.0001503307184793634,0.00022092087924384664,0.00022137802210120405,11.0,0.0,0.00021680659352962817,0.00022137802210109303,0.00022137802210120405,22.0,0.0,0.00014950163663168814,0.00021673621690596612,0.00021680659352962817,1.3782972007667759e-05,4.978322088974285e-05,-7.46364658898646e-05,0.0001823586820743872,-8.732995714212832e-05,0.000120207591415335,-8.663973954180154e-05,0.000112664846994937,-0.0001580387305130805,0.00016279099780751603,-9.078140233304044e-05,9.078140233305154e-05,-2.0418283805038518e-05,9.545511341167468e-05,0.0002868084323935427,False,5.445812821147644e-05,4.5379242403664755e-05,5.224982766094399e-05,5.3419301574320066e-05,6.54912378352801e-05,5.553395780466541e-05,5.458852668527303e-05,5.442720864629047e-05,6.54912378352801e-05,0.0,5.4445746025089115e-05,6.54912378352801e-05,0.0,False,0.004641355871672753,False,False,True,False,False,False,2.2424578105695314e-05
reverse_control|low_slack_half|no_q2|support60|grad_core_top50|teacher_row_top50|core_gain|s0.10|c0.080,reverse_control,0.5777347780687797,2.903621323380179e-07,0.57760158845368,0.577234238398929,0.5780359175979801,8.550485545637757e-05,0.00036443431109837234,0.008000000000000451,11907.0,low_slack_half,no_q2,support60,grad_core_top50,teacher_row_top50,core_gain,0.1,0.08,0.07542857142857143,bcc89149,45.0,0.0,0.00010628403263157615,0.00015765397053100206,0.00015948254195974343,22.0,0.0,9.024682752278856e-05,0.00015948254195973232,0.00015948254195974343,11.0,0.0,0.00015491111338805652,0.00015948254195974343,0.00015948254195974343,22.0,0.0,0.00011658908951001079,0.0001543636722654007,0.00015948254195974343,8.477296434536874e-06,6.251823369215215e-05,7.993605777301126e-18,1.0658141036401503e-17,-6.507546129985953e-05,0.00011748309386200561,-9.084680858484423e-05,0.00012152832191471702,-0.00011326266282977826,0.00012402818774179337,-8.862310978584386e-05,8.862310978585498e-05,-3.094942618431651e-05,8.435304119810916e-05,0.00020541015214115,False,3.8671448031823985e-05,3.4825238137470294e-05,3.807355230833753e-05,3.861889811562769e-05,5.103161012554036e-05,6.118465134319351e-05,4.087776701233725e-05,4.120204189592136e-05,5.103161012554036e-05,0.0,4.3326166439190085e-05,6.118465134319351e-05,0.0,False,0.003544055994680233,False,False,True,False,False,False,1.623861632831236e-05
reverse_control|all|no_s3|support60|grad_all_4of6|teacher_row_top50|core_gain|s0.10|c0.080,reverse_control,0.5777347907498186,3.030431712236492e-07,0.5776017715463679,0.5772338659762434,0.5780362333377697,0.00010332292179908606,0.0004378141939504876,0.008000000000000486,5187.0,all,no_s3,support60,grad_all_4of6,teacher_row_top50,core_gain,0.1,0.08,0.09428571428571429,0941eba4,45.0,0.0,0.00013330020711321833,0.00019669658429377623,0.00020126801286535212,22.0,0.0,0.00013564467996118879,0.00020081087000810573,0.00020126801286535212,11.0,0.0,0.00019669658429377623,0.0002012680128652411,0.00020126801286535212,22.0,0.0,0.0001354671908057603,0.00019662620767012528,0.00019669658429388726,1.3782972007667759e-05,4.978322088974285e-05,-7.46364658898646e-05,0.0001823586820743872,-8.732995714212832e-05,0.000120207591415335,-8.663973954180154e-05,0.000112664846994937,-0.0001580387305130805,0.00016279099780751603,1.5543122344752192e-18,9.547918011776345e-18,-2.0418283805038518e-05,9.545511341167468e-05,0.00026034360822140836,False,5.088783033635469e-05,4.15606376374944e-05,4.9649527205208877e-05,5.119979339096581e-05,5.751051664060203e-05,3.975262863675777e-05,5.039623813873906e-05,4.977922990551109e-05,5.751051664060203e-05,0.0,4.8708167426588945e-05,5.751051664060203e-05,0.0,False,0.004221260751083852,False,False,True,False,False,False,2.042984445774776e-05
reverse_control|low_slack_half|no_s3|support60|grad_core_top50|teacher_row_top50|flat|s0.10|c0.080,reverse_control,0.5777347945018872,3.067952398794205e-07,0.577601995557651,0.5772344161809343,0.5780357281439623,0.0001597277301641835,0.000681142857142942,0.008000000000000465,11130.0,low_slack_half,no_s3,support60,grad_core_top50,teacher_row_top50,flat,0.1,0.08,0.08514285714285715,45baed31,45.0,0.0,0.00020324017827644258,0.0002836973211336247,0.00028552589256236605,22.0,0.0,0.00019638303541941182,0.000285525892562255,0.00028552589256236605,11.0,0.0,0.00028095446399067914,0.000285525892562255,0.00028552589256236605,22.0,0.0,0.0002192401782765696,0.00027912589256211544,0.00028552589256236605,5.163201934792139e-06,0.00012747167629259358,-0.00015748378311520805,0.00026050844790306263,-0.00013177154014999047,0.00021692303726369267,-0.00015393203383249392,0.00020818352616362208,-0.0001483492451355709,0.00017826797218347112,1.5543122344752192e-18,9.547918011776345e-18,-4.8365881070705166e-05,0.00012673945134283293,0.00037265995495888715,False,6.519612044186829e-05,5.3494040314516766e-05,6.226148769661322e-05,6.388726896311425e-05,8.31395142381064e-05,8.397754796218848e-05,6.498026258416889e-05,6.596882620835132e-05,8.31395142381064e-05,0.0,6.813374888579662e-05,8.397754796218848e-05,0.0,False,0.005693464505175898,False,False,True,False,False,False,2.8859384496104924e-05
reverse_control|low_slack_half|no_s3|support60|grad_all_4of6|teacher_row_top50|core_gain|s0.10|c0.080,reverse_control,0.5777348159682623,3.282616148903017e-07,0.5776016666217357,0.5772334715062787,0.5780364193808274,9.798859154122079e-05,0.0004146201157727766,0.008000000000000451,11235.0,low_slack_half,no_s3,support60,grad_all_4of6,teacher_row_top50,core_gain,0.1,0.08,0.08914285714285715,41003386,45.0,0.0,0.00013241660980001235,0.00018609488208294335,0.0001879234535115959,22.0,0.0,0.00012952225865003886,0.00018792345351158478,0.0001879234535115959,11.0,0.0,0.00018335202494013103,0.0001879234535115959,0.0001879234535115959,22.0,0.0,0.0001455338266848627,0.00018293953186439006,0.0001879234535115959,8.477296434536874e-06,6.251823369215215e-05,-7.99589226777837e-05,0.00016603233729923982,-6.681315342303484e-05,0.00011910948256216269,-8.734324163101787e-05,0.00011802475496089154,-0.00011480195767687984,0.00012556748258889494,1.5543122344752192e-18,9.547918011776345e-18,-3.6629431066525944e-05,9.466784968519481e-05,0.00024357454929803125,False,4.88763489757682e-05,4.03664644068602e-05,4.659333364886997e-05,4.83348191155919e-05,5.342355421034117e-05,4.530739624697411e-05,4.7276323972278433e-05,4.6914919059587445e-05,5.342355421034117e-05,0.0,4.716832008238343e-05,5.342355421034117e-05,0.0,False,0.0040018360945209466,False,False,True,False,False,False,1.9120606966049893e-05
reverse_control|low_slack_half|no_q2_s3|support60|grad_core_top50|teacher_row_top50|flat|s0.10|c0.080,reverse_control,0.5777348165419111,3.2883526368543414e-07,0.5776017954679703,0.577233933151071,0.5780360875788051,0.00012251223760660466,0.000521142857142941,0.008000000000000465,10374.0,low_slack_half,no_q2_s3,support60,grad_core_top50,teacher_row_top50,flat,0.1,0.08,0.06514285714285714,851a52c2,45.0,0.0,0.00013954911748625953,0.00021543483177184354,0.00021726340320049609,22.0,0.0,0.00013269197462906224,0.00021726340320038506,0.00021726340320049609,11.0,0.0,0.00021269197462903122,0.00021726340320049609,0.00021726340320049609,22.0,0.0,0.00015326340320043208,0.0002113205460576029,0.00021726340320038506,5.163201934792139e-06,0.00012747167629259358,7.993605777301126e-18,1.0658141036401503e-17,-0.00013177154014999047,0.00021692303726369267,-0.00015393203383249392,0.00020818352616362208,-0.0001483492451355709,0.00017826797218347112,1.5543122344752192e-18,9.547918011776345e-18,-4.8365881070705166e-05,0.00012673945134283293,0.0002809627371777812,False,4.945139138423649e-05,4.140217539494451e-05,4.813486696930713e-05,4.936817900536017e-05,6.873095032333687e-05,7.734362687916718e-05,5.096904696910709e-05,5.23092599141739e-05,6.873095032333687e-05,0.0,5.5057176703637066e-05,7.734362687916718e-05,0.0,False,0.004520661866100956,False,False,True,False,False,False,2.2055175583735043e-05
reverse_control|all|all|support60|grad_core_top50|teacher_row_top50|flat|s0.10|c0.080,reverse_control,0.5777348397668284,3.520601810080848e-07,0.5776025187216541,0.5772366915695684,0.5780345310495727,0.0001785505142040768,0.0007725714285715135,0.008000000000000673,3570.0,all,all,support60,grad_core_top50,teacher_row_top50,flat,0.1,0.08,0.09657142857142857,609a63b6,45.0,0.0,0.00021935026071895347,0.00032449311786175716,0.00032906454643333305,22.0,0.0,0.00022392168929041834,0.00032860740357608663,0.00032906454643333305,11.0,0.0,0.00032449311786175716,0.00032906454643322203,0.00032906454643333305,22.0,0.0,0.00021935026071900898,0.00032403597500462177,0.0003244931178618682,2.8303592128584686e-05,0.0001186130434350312,-0.0001644529709360605,0.0002824104009024835,-0.00015415049120804901,0.00021081888769304403,-0.0001378397606063531,0.00019297370370132956,-0.00019658558491723676,0.0001965855849172512,-0.00012192309516790267,0.00012192309516791377,-3.265464258375406e-05,0.0001265288836114843,0.000428694280541958,False,7.384768056606372e-05,5.896083324086199e-05,7.04461761082964e-05,7.174807356091772e-05,9.404410020341647e-05,7.991740674873071e-05,7.411432220250092e-05,7.439135793876894e-05,9.404410020341647e-05,0.0,7.47255132329697e-05,9.404410020341647e-05,0.0,False,0.006386686021527489,False,False,True,False,False,False,3.325851482433029e-05
reverse_control|low_slack_half|no_q2|support60|grad_all_4of6|teacher_row_top50|core_gain|s0.10|c0.080,reverse_control,0.5777348490443018,3.6133765446422217e-07,0.5776016776565075,0.5772344086819451,0.5780359209926434,8.772195473827905e-05,0.0003753752509506647,0.008000000000000451,11991.0,low_slack_half,no_q2,support60,grad_all_4of6,teacher_row_top50,core_gain,0.1,0.08,0.08171428571428571,da1e0ffd,45.0,0.0,0.00010909471452580366,0.00016070739240534593,0.0001625359638340873,22.0,0.0,9.341835056481118e-05,0.00016253596383397628,0.0001625359638340873,11.0,0.0,0.0001579645352624004,0.0001625359638340873,0.0001625359638340873,22.0,0.0,0.00011733243761508083,0.00015768651268173174,0.0001625359638340873,8.477296434536874e-06,6.251823369215215e-05,7.993605777301126e-18,1.0658141036401503e-17,-6.681315342303484e-05,0.00011910948256216269,-8.734324163101787e-05,0.00011802475496089154,-0.00011480195767687984,0.00012556748258889494,-9.416587967863532e-05,9.416587967864643e-05,-3.6629431066525944e-05,9.466784968519481e-05,0.0002095079976735026,False,3.9132200476688084e-05,3.4449055876462076e-05,3.827664105682249e-05,3.898341122599014e-05,5.2089774131069966e-05,6.45959204215174e-05,4.061704106217423e-05,4.135812803163219e-05,5.2089774131069966e-05,0.0,4.4020577750103485e-05,6.45959204215174e-05,0.0,False,0.003571407234573504,False,False,True,False,False,False,1.6614934037872953e-05
reverse_control|low_slack_half|all|support60|grad_all_4of6|teacher_row_top50|flat|s0.10|c0.080,reverse_control,0.5777348548626936,3.6715604623260845e-07,0.5776024042638622,0.5772364151317608,0.5780345962391021,0.0001873393118530604,0.0008154053684070328,0.008000000000000673,9702.0,low_slack_half,all,support60,grad_all_4of6,teacher_row_top50,flat,0.1,0.08,0.10228571428571429,d00818f9,45.0,0.0,0.00022772381338720393,0.00032646667053011226,0.00032829524195887583,22.0,0.0,0.00021400952767303139,0.0003282952419587648,0.00032829524195887583,11.0,0.0,0.00032372381338729994,0.0003282952419587648,0.00032829524195887583,22.0,0.0,0.0002460095276730079,0.00032235238481587164,0.0003282952419587648,5.163201934792139e-06,0.00012747167629259358,-0.0001457872352095544,0.0002643858972355,-0.00013737500349777953,0.0002247919684960732,-0.00014178328323188443,0.00019603477556301346,-0.0001619628066771227,0.00019188153372502292,-0.000140688122799419,0.0001406881227994301,-7.213773790783728e-05,0.00016612120885978955,0.0004285700052157115,False,7.195964124706578e-05,5.64495726731451e-05,6.654173576714495e-05,6.793942430161071e-05,9.610634274581642e-05,0.00011854160995938834,6.922414294108226e-05,7.208044853179718e-05,9.610634274581642e-05,0.0,7.810892423360765e-05,0.00011854160995938834,0.0,False,0.006315575401795695,False,False,True,False,False,False,3.319668024210909e-05
reverse_control|low_slack_half|no_q2_s3|support60|grad_core_top50|teacher_row_top50|core_gain|s0.10|c0.080,reverse_control,0.57773486493883,3.7723218260232727e-07,0.5776015115280173,0.5772330654993237,0.5780367328991529,7.28444112012568e-05,0.0003069248777087101,0.008000000000000451,10395.0,low_slack_half,no_q2_s3,support60,grad_core_top50,teacher_row_top50,core_gain,0.1,0.08,0.06514285714285714,f32f1665,45.0,0.0,9.042409508408511e-05,0.00013607187159987434,0.0001379004430286379,22.0,0.0,8.366852310143225e-05,0.0001379004430285269,0.0001379004430286379,11.0,0.0,0.00013332901445706202,0.0001379004430286379,0.0001379004430286379,22.0,0.0,0.00010041508757058226,0.0001327815733344062,0.0001379004430286379,8.477296434536874e-06,6.251823369215215e-05,7.993605777301126e-18,1.0658141036401503e-17,-6.507546129985953e-05,0.00011748309386200561,-9.084680858484423e-05,0.00012152832191471702,-0.00011326266282977826,0.00012402818774179337,1.5543122344752192e-18,9.547918011776345e-18,-3.094942618431651e-05,8.435304119810916e-05,0.00017684653472263,False,3.5843494086473804e-05,3.0475982074396057e-05,3.5174539420590456e-05,3.637214693374968e-05,4.467964025778315e-05,4.5441686284286575e-05,3.6511161830010685e-05,3.671033089569509e-05,4.467964025778315e-05,0.0,3.7785521555327204e-05,4.5441686284286575e-05,0.0,False,0.003135176819570879,False,False,True,False,False,False,1.4167276485466119e-05
