rank,source,active_weights,score,mean_expected,p90_expected,mean_regret,p90_regret,p95_regret,max_regret,mean_delta_vs_prior,p90_delta_vs_prior,win_rate_vs_prior,w::submission_public_entropyproj_public2d0_g100.csv,w::submission_public_entropytm_public2d0_q1_q3_s1_s2_s3_s4_g075.csv,w::submission_public_entropytm_public2d0_q1_q3_s2_s3_s4_g075.csv,w::submission_public_entropytm_public2d0_q1_q3_s3_s4_g075.csv,w::submission_public_entropytm_public2d0_q1_q2_q3_s2_s3_s4_g075.csv,w::submission_public_entropytm_public2d0_q1_q2_q3_s1_s2_s3_s4_g075.csv,w::submission_public2dblend_budget0p0.csv,w::submission_public_entropyproj_public2d0_g050.csv,w::submission_public_entropyproj_public2d0_g075.csv,w::submission_public_entropytm_public2d0_q1_q3_s1_s2_s3_s4_g050.csv,w::submission_public_entropytm_public2d0_q1_q3_s1_s3_s4_g075.csv,w::submission_public_entropytm_public2d0_q1_q2_q3_s1_s2_s3_s4_g050.csv,w::submission_public_entropytm_public2d0_q1_q2_q3_s2_s3_s4_g050.csv,w::submission_public_entropytm_public2d0_q1_q3_s2_s3_s4_g050.csv,w::submission_public_entropytm_public2d0_q1_q2_q3_s1_s3_s4_g050.csv
58,dirichlet_0.7,15,0.5749427229233627,0.5746333959615062,0.5808685955373654,6.603390602755932e-05,0.00013354381133708903,0.0001383728751969737,0.00018244239330034162,-0.000732041474758187,-0.00029618361909506953,1.0,0.20287937077004434,0.03914600088803659,0.19936041055060874,0.01688362624712674,0.005326005432268705,0.22680621389624142,0.009994966715569526,0.05090663924338797,0.050964603314448874,0.030968542486030624,0.03546413029922972,0.0059811211883225536,0.0028192001334355105,0.04128311576364723,0.08121605307160135
59,dirichlet_0.3,15,0.5749431177125289,0.5746360499710956,0.5808765217879907,6.86879156168972e-05,0.00012800826588694748,0.00013351396906258748,0.00016610304093744865,-0.0007293874651688489,-0.00027740804932916416,1.0,0.3041056570914251,0.012411665295630822,0.005210618656937295,0.3073515640001071,0.06744579342358839,0.10688647843064811,0.0011023636350048077,0.13086891397577524,0.012890109880314372,0.005297282828680265,0.003673400259071355,0.029377230301748238,0.001382056104585834,0.0002994361757037513,0.011697429940779462
60,dirichlet_0.7,15,0.5749431699553252,0.5746331094577986,0.580866181062935,6.574740231976648e-05,0.00013462065588832895,0.00013977515688919916,0.00018002495552882358,-0.0007323279784659797,-0.0002960132212561195,1.0,0.1927701257109618,0.0784498130845895,0.04509493183902023,0.09281629861879065,0.116073397787766,0.012997552536693147,0.0007262433492703926,0.004050923823695609,0.19874311544313275,0.06602878956583905,0.04747744538544117,0.03000848190259688,0.07214096364921643,0.025625265646387,0.016996651656599363
61,dirichlet_0.3,12,0.5749434112551292,0.5746354478154294,0.5808740919705165,6.808575995068105e-05,0.0001296990337801729,0.0001346962857139644,0.00016837629179666802,-0.0007299896208350651,-0.0002866484950251991,1.0,0.40418401786918506,0.028984372062442157,0.0033522982599348077,0.1410418639870981,,0.014777650972219817,0.001137041196630399,0.024259783778623305,,,0.06344500698227581,0.01667084417506613,0.06966115094806163,0.10562796030399703,0.1267326276942278
62,dirichlet_0.7,15,0.5749434300143197,0.574635272740692,0.5808710692571323,6.791068521335592e-05,0.00012906098388939524,0.00013645506633642722,0.0001832230545486535,-0.0007301646955723902,-0.00028777026934609926,1.0,0.30164200414594444,0.0017662330632846333,0.02103725265538967,0.009873593891083447,0.20166342848887264,0.0320271998292025,0.0247869181394207,0.05245944083956819,0.08087808211497838,0.08100589200016048,0.12004830641025219,0.008006648320533874,0.010413592707620836,0.03431800828886299,0.020073399104824873
63,sparse3,3,0.5749437500563379,0.5746359905706382,0.5808702829395305,6.862851515948016e-05,0.00012806866298303854,0.00013298944626949358,0.00018372861660587159,-0.0007294468656262661,-0.00029258702179036923,1.0,,,0.011926733376669928,0.1943366461127898,,,,,0.7937366205105403,,,,,,
64,sparse3,3,0.574943855404696,0.5746362071803175,0.5808756960611392,6.884512483876099e-05,0.00012821522842164644,0.00013353896199518321,0.0001671601156110203,-0.0007292302559469853,-0.0002798316927302258,1.0,0.10691417286251045,,,0.3232618939014577,,0.5698239332360318,,,,,,,,,
65,dirichlet_0.3,11,0.5749439149963094,0.5746370262802758,0.5808779143628373,6.966422479708325e-05,0.00012617134419748988,0.0001315216502391192,0.00017017019364251595,-0.000728411155988663,-0.00026402791058861564,1.0,0.24476392610767672,,0.13070283118783985,,0.2044840202253008,0.018471575497786885,0.003740519044894747,0.004740913712215347,0.0007061801393313456,0.007955185429001688,0.3654239481291877,,0.004432766632899324,0.014377710038227829,
66,sparse4,4,0.5749440245360381,0.5746328016091015,0.5808635717807313,6.543955362276054e-05,0.00013582612210047973,0.0001409051442398057,0.0001858282306151926,-0.0007326358271629858,-0.00028917125121826756,1.0,,0.3543825061841363,,,0.3960543985548306,,,,0.15147297011522623,,0.09809012514580702,,,,
67,sparse5,5,0.5749440870218322,0.574633873585335,0.5808697400300735,6.651152985633342e-05,0.00013253135145561146,0.00013879577723843183,0.0001992016203857805,-0.0007315638509294128,-0.0002898059811096365,1.0,0.12679838629213924,,0.262340450202287,0.07447707255092771,,0.4010644481916408,,,,,,0.1353196427630052,,,
68,dirichlet_0.7,15,0.5749442973318296,0.5746352390842312,0.5808759149131003,6.78770287524388e-05,0.00012885478035052912,0.0001377493548968933,0.00020024142037688986,-0.0007301983520333074,-0.0002806066763644921,1.0,0.4402043566047588,0.1339304730128296,0.003534192816843294,0.0934270648351442,0.024059210762313318,0.006292021498392943,0.06125278322989104,0.020786064403376554,0.013112326828035115,0.008440125390578961,0.03275629133380197,0.017892544613353493,0.010787025823492977,0.0763092884404596,0.05721623040672796
69,dirichlet_0.3,13,0.5749444562638648,0.5746345460406782,0.5808738479739476,6.71839851995095e-05,0.00013086655166508754,0.0001397680602781337,0.00019467372106007907,-0.0007308913955862366,-0.0002825246503053602,1.0,0.1589276420079648,0.2064096878973507,,0.06788347427119598,0.1686764586488377,0.2427936359544258,0.0008954122266277636,0.007385263488596645,0.027718115214050515,,0.01797342900862548,0.0003557483215820782,0.037143530552569755,0.024675958443078374,0.03912078113301248
70,dirichlet_0.7,15,0.5749445355627153,0.5746344396951516,0.5808679546843677,6.70776396728815e-05,0.00013250901910694113,0.0001372542354250772,0.00018236020509487805,-0.0007309977411128646,-0.00029746988174587095,1.0,0.23853548879501282,0.06151198722097841,0.04332317264152722,0.03294918295700857,0.08341115777250821,0.06367154076488492,0.012705959607489756,0.17234231238652412,0.09215082838970287,0.0029674535546760296,0.13761163553902928,0.00887005193756387,0.013673663113968317,0.02114440199519972,0.015131163323926103
71,dirichlet_0.3,14,0.5749447298033352,0.5746398595329146,0.5808825128843962,7.249747743591899e-05,0.00011937704723032906,0.00012354413117555694,0.00019224471049161806,-0.0007255779033498272,-0.0002510420004925407,1.0,0.3803640283172042,0.00614797405390145,0.03003625739511418,0.37300174823616883,0.03446986410099672,0.02463869710933904,0.002332122569379852,0.004661097028111868,0.05278551008310523,0.015916368487004194,0.0005462321593072042,0.05712189891192551,0.0033797716117228327,0.014584689178926583,
72,dirichlet_0.15,13,0.5749448807281128,0.574637258163069,0.5808792040488748,6.989610759025888e-05,0.00012475501940353295,0.00013311813004333035,0.00019591595897705538,-0.0007281792731954874,-0.00027105098058237686,1.0,0.48359270172063107,0.012721555273590179,0.015795713671263437,0.16901842417394541,0.012311293997881239,0.03429597200479887,0.03689478582651453,0.0045134204455343635,,0.12343132038923958,,0.0017057562911287538,0.0007721270756926447,0.008002579896253241,0.0969438291617036
73,dirichlet_0.15,8,0.5749451778958977,0.574633252282972,0.5808662491605947,6.589022749330904e-05,0.00013570094893875507,0.0001404285213400469,0.00018674157330400565,-0.0007321851532924371,-0.000296374871972116,1.0,0.026001791646332897,0.27082727267550466,,0.1405364607810423,,0.4963655462272289,,,0.0012691492087516648,,,0.022597240232257624,0.011880310498222198,0.030480425501736616,
74,dirichlet_0.7,14,0.5749457061020714,0.5746338623773285,0.580866494470277,6.65003218497222e-05,0.00013474427772484088,0.0001395238101303764,0.00018435701571917207,-0.0007315750589360241,-0.00029633015777486,1.0,0.2666442711822844,0.08197779780810882,,0.08966536713520178,0.20669534517972488,0.04578012305746947,0.008388101750160824,0.0883631628446674,0.00305903810184876,0.11158289608277318,0.015955678765598245,0.001847349519700037,0.03762183135707632,0.03987622771330212,0.0024485287535789026
75,dirichlet_0.3,15,0.5749459844504777,0.5746334771540943,0.5808684674565986,6.611509861551895e-05,0.00013524450967450363,0.0001407523717034398,0.00019688993103994523,-0.0007319602821702273,-0.0002935937955314327,1.0,0.32982959334894263,0.002984066562649169,0.10673800714052675,0.05224697657537194,0.08792578406462083,0.0066987523640337525,0.0027005665068723555,0.015017170885110075,0.05080417031548784,0.22975507667689096,0.0009442132826522759,0.00029170315228339903,0.0038751101963978717,0.09318503859094035,0.017003770337219698
76,dirichlet_0.15,9,0.5749461275519401,0.5746347048793684,0.5808676420305877,6.734282388970403e-05,0.0001332080391612589,0.0001381659868186391,0.00017974977852663887,-0.0007307325568960421,-0.0002980910925423075,1.0,0.036764791528881874,0.026389700544264084,0.051887681804595624,0.1604536719697063,,,,0.045029842611260015,0.6352207434141087,0.0041209834005200814,0.0196630029303093,,,,0.020373966119215527
77,sparse2,2,0.5749464700305181,0.5746355149632318,0.5808701162175258,6.815290775314822e-05,0.0001316883001498237,0.00013674118416396873,0.00017551311178132245,-0.0007299224730325979,-0.0002944435919513877,1.0,,,,0.23892931438854972,,0.7610706856114503,,,,,,,,,
78,dirichlet_0.3,13,0.5749465694663901,0.5746375994025655,0.580877489295535,7.023734708684112e-05,0.00012535186730455727,0.00013353656785580198,0.00019518720764832853,-0.0007278380336989051,-0.0002744977338895893,1.0,0.41081934731836606,0.04243952399989858,,0.16305653732757242,0.00010051322870274707,0.00027249101828563215,0.016115389049191308,,0.11805020441360697,0.046271430090285365,0.0018913856399450553,0.043798720578599425,0.05744922426377236,0.00010486285418349707,0.0996001936417161
79,dirichlet_0.15,9,0.5749469210711419,0.5746328495169285,0.5808687846244803,6.548746144975645e-05,0.00013837193708430285,0.0001436974770005317,0.00017600649958882109,-0.0007325879193359898,-0.00028252319083088556,1.0,0.31852336729998015,0.12527634591058073,,0.2510961607905888,,0.022378065847746664,,0.006979919281146639,0.04038645127193643,0.04146351914381859,,,0.02333095181658187,0.17045606939934757,
80,sparse2,2,0.5749469505225988,0.5746354920675707,0.5808699913403172,6.813001209194133e-05,0.00013210237392249357,0.0001371971383610726,0.00017593544662897198,-0.0007299453686938048,-0.0002945185023455976,1.0,,,,0.2410740590554529,,,,,0.7589259409445471,,,,,,
