pred_index,base_index,tag,base_tag,pool,pool_size,pool_support_mean,base_agg,delta_agg,gate,alpha,gate_active_q2s3,mean_abs_q2s3_delta_unit,all_delta_vs_mixmin,all_minus_base,all_worst_minus_base,set_inverse_top_delta_vs_mixmin,set_inverse_top_minus_base,set_inverse_top_worst_minus_base,set_raw05_compatible_delta_vs_mixmin,set_raw05_compatible_minus_base,set_raw05_compatible_worst_minus_base,set_all_sign_delta_vs_mixmin,set_all_sign_minus_base,set_all_sign_worst_minus_base,best_set_delta_vs_mixmin,worst_set_delta_vs_mixmin,sets_beating_base,sets_tail_neutral,row_id,world_support_minus_base,raw_energy_q_p90_minus_base,hidden_core_minus_base,hidden_q2_minus_base,hidden_s3_minus_base,hidden_q2s3_mean_minus_base,block_q2s3_mean_minus_base,block_q2s3_max_minus_base,block_q2s3_beats_base_rate,block_q2s3_tail_safe_rate,nonanchor_evaluated,mean_abs_logit_move_vs_mixmin,mean_abs_q2s3_logit_move_vs_mixmin,all_beats_base,all_margin_vs_mixmin,all_sets_beat_base,all_sets_tail_neutral,hidden_q2s3_beats_base,world_nonworse,block_majority_beats,block_tail_safe,strict_unified_gate,loose_unified_gate,deployable_unified_gate
556,467,e71_top50_heldout_mean_8.00_9e04f2d0,e71_base_top50_heldout_mean_median_4b6034d0,top50_heldout_mean,50,1.84,median,signed_p75,none,8.0,0.272,0.0006406118098407074,-9.797616181139723e-06,-5.1382652078713065e-06,-1.1143478060304801e-06,-4.2823526704149906e-05,-1.3292383446716904e-05,-5.944121995504759e-06,5.24014976643894e-06,-2.0129656544964902e-06,-1.1143478060304801e-06,8.190528394402818e-06,-1.0944652262256938e-07,-1.1143478060304801e-06,-4.2823526704149906e-05,8.190528394402818e-06,3,3,648,-0.0003816920008012925,-0.00019477795453615165,-0.00013183049013734682,-0.0005465311538092321,-0.00037628227715144624,-0.0004614067154803392,-0.000560687385515866,0.0,0.8333333333333334,1.0,True,0.005512309431929249,0.005124894478725707,True,False,True,True,True,True,True,True,False,True,False
330,241,e71_support2_8.00_48164044,e71_base_support2_median_18f60330,support2,51,2.0,median,signed_p75,none,8.0,0.284,0.0005943862857582078,-9.77951953751166e-06,-5.169496118395678e-06,-1.4460568849017363e-06,-4.253127154030256e-05,-1.309761627732442e-05,-5.679543197967263e-06,5.24492641229557e-06,-2.0473164661360954e-06,-1.4460568849017363e-06,7.947786515583033e-06,-3.635556118375405e-07,-1.4460568849017363e-06,-4.253127154030256e-05,7.947786515583033e-06,3,3,424,-0.0003357328604081556,-0.00016758538815264679,-0.000119117342238656,-0.0004773426603222608,-0.000356478735348012,-0.0004169106978351364,-0.0005175253840901099,0.0,0.8333333333333334,1.0,True,0.005399190512927006,0.004755090286065709,True,False,True,True,True,True,True,True,False,True,False
1008,919,e71_support2_top50_8.00_8d8459a9,e71_base_support2_top50_median_ae9058ec,support2_top50,50,2.0,median,signed_p75,none,8.0,0.284,0.0006004932475659508,-9.73504689161242e-06,-5.141568854671874e-06,-1.3861614185373128e-06,-4.258883439234307e-05,-1.3175317169600298e-05,-5.712366555332693e-06,5.313275239227089e-06,-1.991915530075161e-06,-1.3861614185373128e-06,8.070418478500763e-06,-2.5747386411811846e-07,-1.3861614185373128e-06,-4.258883439234307e-05,8.070418478500763e-06,3,3,1096,-0.00034020653478625804,-0.00016955470855162247,-0.00012055062777194259,-0.0004832850150827961,-0.00036056937932041344,-0.00042192719720160476,-0.0005224624212588485,0.0,0.8333333333333334,1.0,True,0.005417907776600499,0.004803945980527633,True,False,True,True,True,True,True,True,False,True,False
1114,1032,e71_high_block_8.00_0a5eab38,e71_base_high_block_mean_f74e6873,high_block,47,1.7659574468085106,mean,signed_p75,none,8.0,0.316,0.0005087758821533401,-9.67255168149439e-06,-4.914141820133722e-06,-5.356792898147944e-08,-4.507820269783469e-05,-1.2357902923421094e-05,-7.789786755196815e-06,6.416011275711675e-06,-2.084860894147056e-06,-5.356792898147944e-08,9.644536377750867e-06,-2.9966164283301566e-07,-5.356792898147944e-08,-4.507820269783469e-05,9.644536377750867e-06,3,3,1208,-0.00028606082056411,-0.00016730997820701976,-0.0001015181038825641,-0.0004490822706174902,-0.0002615444565604863,-0.00035531336358898824,-0.00042208481748650804,0.0,0.8333333333333334,1.0,True,0.005991726410998145,0.004070207057227062,True,False,True,True,True,True,True,True,False,True,False
2423,2418,e71_translator_tail_soft_p90_m1.00_8.00_c69c2f6c,e71_base_translator_tail_soft_p90_m1.00_mean_36d47d03,translator_tail_soft_p90_m1.00,25,1.36,mean,mean,none,8.0,0.33,0.0004959287790448153,-9.66290006121362e-06,-4.70931608687053e-06,3.94407538184538e-07,-4.380938620418551e-05,-1.1550311547536829e-05,-7.172609629346738e-06,5.9087057152629185e-06,-2.116398000184816e-06,3.94407538184538e-07,8.911980305614797e-06,-4.612387126678996e-07,3.94407538184538e-07,-4.380938620418551e-05,8.911980305614797e-06,3,1,2692,-0.00030922032585030683,-0.0001642055014215993,-0.00010407361388486969,-0.00047148180894179825,-0.00025703348825253935,-0.0003642576485971688,-0.00042454438207991687,0.0,0.8333333333333334,1.0,True,0.005782661998117044,0.003967430232358646,True,False,True,False,True,True,True,True,False,True,False
415,354,e71_top50_heldout_mean_8.00_1d572da2,e71_base_top50_heldout_mean_mean_71407b39,top50_heldout_mean,50,1.84,mean,weighted_mean,none,8.0,0.33,0.0005093612566883869,-9.647066174678365e-06,-4.846198699892668e-06,-2.208073529574861e-06,-4.2262091134004365e-05,-1.124309544175972e-05,-5.472906888126516e-06,5.4378011521416525e-06,-2.236894764418018e-06,-2.208073529574861e-06,7.883091458049662e-06,-1.0586058933892417e-06,-2.208073529574861e-06,-4.2262091134004365e-05,7.883091458049662e-06,3,3,508,-0.00027680456594778025,-0.00012306239030268618,-0.00010141211898279101,-0.0003856612375757462,-0.00032422359530405453,-0.0003549424164399004,-0.00046498477028861685,0.0,0.8333333333333334,1.0,True,0.0055702081277642455,0.004074890053507414,True,False,True,True,True,True,True,True,False,True,False
641,580,e71_top75_heldout_mean_8.00_f1b96ed9,e71_base_top75_heldout_mean_mean_89ad5b47,top75_heldout_mean,75,1.64,mean,weighted_mean,none,8.0,0.33,0.0004915394433733535,-9.641507205393474e-06,-4.749653572555523e-06,-2.2968312403115476e-06,-4.169148068411399e-05,-1.0839106123095021e-05,-5.37264555156014e-06,5.273832272445489e-06,-2.170933795619945e-06,-2.2968312403115476e-06,7.493126795599103e-06,-1.238920799062626e-06,-2.2968312403115476e-06,-4.169148068411399e-05,7.493126795599103e-06,3,3,732,-0.0002795236357348962,-0.00012228458010021814,-9.873724448547505e-05,-0.00038750205799653603,-0.000303658653402053,-0.0003455803556992945,-0.00044851699476280396,0.0,0.8333333333333334,1.0,True,0.005504738414787843,0.003932315546987343,True,False,True,True,True,True,True,True,False,True,False
40,0,e71_all_unique_8.00_1e399e7c,e71_base_all_unique_mean_615a77f1,all_unique,104,1.4903846153846154,mean,weighted_mean,none,8.0,0.33,0.0005067623381690426,-9.581522494306327e-06,-4.688228165572461e-06,-2.8105984712922805e-06,-4.124198615251817e-05,-1.084891090208373e-05,-5.2237083469908185e-06,5.218800982587091e-06,-2.004607365102551e-06,-2.8105984712922805e-06,7.278617687345168e-06,-1.2111662290870129e-06,-2.8105984712922805e-06,-4.124198615251817e-05,7.278617687345168e-06,3,3,60,-0.0002891515165071633,-0.00011906049574850197,-9.922866885347936e-05,-0.00039214450046592964,-0.00030245618150807896,-0.0003473003409870043,-0.0004464457822265877,0.0,0.8333333333333334,1.0,True,0.00549316535205446,0.004054098705353098,True,False,True,True,True,True,True,True,False,True,False
528,467,e71_top50_heldout_mean_8.00_7e283ed0,e71_base_top50_heldout_mean_median_4b6034d0,top50_heldout_mean,50,1.84,median,weighted_mean,none,8.0,0.33,0.0005093612566883869,-9.553423237163017e-06,-4.8940722638946e-06,-2.2080735293528164e-06,-4.080350800705901e-05,-1.1272364749626007e-05,-5.472906888126516e-06,4.8727310629770315e-06,-2.3803843579583983e-06,-2.2080735293528164e-06,7.270507232814971e-06,-1.0294676842104167e-06,-2.2080735293528164e-06,-4.080350800705901e-05,7.270507232814971e-06,3,3,620,-0.000277675208822481,-0.00012222939411032918,-0.00010141211898295754,-0.00038566123757571846,-0.00032422359530404066,-0.00035494241643987956,-0.0004649847702886199,0.0,0.8333333333333334,1.0,True,0.005212308167581077,0.004074890053507106,True,False,True,True,True,True,True,True,False,True,False
2592,2531,e71_translator_tail_soft_p90_m1.00_8.00_e914ee6d,e71_base_translator_tail_soft_p90_m1.00_median_3bb1c096,translator_tail_soft_p90_m1.00,25,1.36,median,weighted_mean,none,8.0,0.33,0.0005177010455529163,-9.533330098565607e-06,-4.914215633977648e-06,2.589843313138829e-07,-4.1473369360667256e-05,-1.2132861704761133e-05,-6.80135676311977e-06,4.971435921818923e-06,-2.17539010016754e-06,2.589843313138829e-07,7.901943143151513e-06,-4.343950973373367e-07,2.589843313138829e-07,-4.1473369360667256e-05,7.901943143151513e-06,3,1,2860,-0.00031846656364595835,-0.0001709149734869797,-0.00010785266534021898,-0.0004862239892213793,-0.00026874466815994535,-0.00037748432869066234,-0.00044314027477713503,0.0,0.8333333333333334,1.0,True,0.005161749580801644,0.004141608364423348,True,False,True,False,True,True,True,True,False,True,False
867,806,e71_support2_top50_8.00_a9345883,e71_base_support2_top50_mean_a565da87,support2_top50,50,2.0,mean,weighted_mean,none,8.0,0.33,0.0004879844237188562,-9.511902085534985e-06,-4.765340802403983e-06,-2.2313022554065753e-06,-4.149234687766956e-05,-1.0822188601156135e-05,-5.216483630388069e-06,5.286035547502621e-06,-2.2777976863563865e-06,-2.2313022554065753e-06,7.670605073673009e-06,-1.1960361196994285e-06,-2.2313022554065753e-06,-4.149234687766956e-05,7.670605073673009e-06,3,3,956,-0.000265345576817866,-0.0001195823125372808,-9.719033543223454e-05,-0.0003702899943228144,-0.0003100423537030633,-0.00034016617401293886,-0.00044551415595024717,0.0,0.8333333333333334,1.0,True,0.005492478173167965,0.0039038753897511907,True,False,True,True,True,True,True,True,False,True,False
189,128,e71_support2_8.00_31ebaf70,e71_base_support2_mean_296964f2,support2,51,2.0,mean,weighted_mean,none,8.0,0.33,0.00048536836543704783,-9.499827970493868e-06,-4.75415182910055e-06,-2.2254169533830748e-06,-4.1433548700231526e-05,-1.0775649451622016e-05,-5.201599877047158e-06,5.271429065256683e-06,-2.2851005501145494e-06,-2.2254169533830748e-06,7.66263572360426e-06,-1.2017054853430409e-06,-2.2254169533830748e-06,-4.1433548700231526e-05,7.66263572360426e-06,3,3,284,-0.0002641127271699351,-0.0001192154156647307,-9.669459547129167e-05,-0.0003687678335467792,-0.0003080943347522763,-0.00033843108414952777,-0.0004429981765046717,0.0,0.8333333333333334,1.0,True,0.005488155749052946,0.0038829469234967435,True,False,True,True,True,True,True,True,False,True,False
2755,2644,e71_translator_tail_soft_p90_m0.50_16.00_1da320f1,e71_base_translator_tail_soft_p90_m0.50_mean_7ae60a81,translator_tail_soft_p90_m0.50,13,1.4615384615384615,mean,signed_p75,agree60_top50,16.0,0.134,0.0002504183596620444,-9.498537291707798e-06,-4.73300483905259e-06,-2.0270320941762066e-06,-4.58864503249945e-05,-1.0184839384419497e-05,-3.1958954118671556e-06,7.163433403456487e-06,-2.7939849855940224e-06,-2.0270320941762066e-06,1.0227405046636662e-05,-1.2201901468111842e-06,-2.0270320941762066e-06,-4.58864503249945e-05,1.0227405046636662e-05,3,3,3022,-0.00027686364069241516,-0.00017072532057582634,-9.879959479860978e-05,-0.0004815480826046714,-0.00021004908098505581,-0.0003457985817948636,-0.00042977808568332975,0.0,0.6944444444444444,1.0,True,0.0064565456171414804,0.004006693754592827,True,False,True,True,True,True,True,True,False,True,False
754,693,e71_top75_heldout_mean_8.00_ef988ab7,e71_base_top75_heldout_mean_median_dceb3695,top75_heldout_mean,75,1.64,median,weighted_mean,none,8.0,0.33,0.0004915394433733535,-9.488999647699892e-06,-4.8159488262866645e-06,-2.2968312403115476e-06,-4.0309723230436134e-05,-1.0881268047935322e-05,-5.37264555156014e-06,4.829913457959911e-06,-2.302166621559465e-06,-2.2968312403115476e-06,7.012810829709615e-06,-1.2644118088100953e-06,-2.2968312403115476e-06,-4.0309723230436134e-05,7.012810829709615e-06,3,3,844,-0.00027854227686364714,-0.00012173024019213052,-9.873724448553056e-05,-0.0003875020579964805,-0.0003036586534019975,-0.000345580355699239,-0.00044851699476280125,0.0,0.8333333333333334,1.0,True,0.0051074860132368964,0.003932315546986855,True,False,True,True,True,True,True,True,False,True,False
1220,1138,e71_high_block_8.00_1712ff77,e71_base_high_block_median_3a11bb3b,high_block,47,1.7659574468085106,median,signed_p75,none,8.0,0.316,0.0005087758821533401,-9.467847276400931e-06,-4.904966564467372e-06,-5.3567929203524045e-08,-4.246514692229919e-05,-1.2365604525332863e-05,-7.789786755196815e-06,5.3155068950871964e-06,-2.0828862624666655e-06,-5.3567929203524045e-08,8.746098197898178e-06,-2.664089058246333e-07,-5.3567929203524045e-08,-4.246514692229919e-05,8.746098197898178e-06,3,3,1320,-0.00028717670012267673,-0.00016730997820701976,-0.0001015181038825641,-0.0004490822706174902,-0.00026154445656045855,-0.00035531336358897436,-0.0004220848174865115,0.0,0.8333333333333334,1.0,True,0.0054698691520566846,0.004070207057226748,True,False,True,True,True,True,True,True,False,True,False
359,354,e71_top50_heldout_mean_8.00_b6a6d642,e71_base_top50_heldout_mean_mean_71407b39,top50_heldout_mean,50,1.84,mean,mean,none,8.0,0.33,0.00044683267323379535,-9.450945244182662e-06,-4.650077769396965e-06,-1.5252077896210636e-06,-4.1632606171182474e-05,-1.061361047893783e-05,-5.526520816534486e-06,5.375687067599166e-06,-2.2990088489605043e-06,-1.5252077896210636e-06,7.90408337103532e-06,-1.0376139804035844e-06,-1.5252077896210636e-06,-4.1632606171182474e-05,7.90408337103532e-06,3,3,452,-0.00024662745040839864,-0.00012227284675181416,-9.046922099331667e-05,-0.0003581127209610624,-0.0002751718259923486,-0.0003166422734767055,-0.0004043265674110895,0.0,0.8333333333333334,1.0,True,0.005427285651296608,0.0035746613858706868,True,False,True,True,True,True,True,True,False,True,False
585,580,e71_top75_heldout_mean_8.00_bb8b638a,e71_base_top75_heldout_mean_mean_89ad5b47,top75_heldout_mean,75,1.64,mean,mean,none,8.0,0.33,0.0004397332953028489,-9.44921209522498e-06,-4.557358462387029e-06,-1.691237936807255e-06,-4.111911278903424e-05,-1.026673822801527e-05,-5.497003168652981e-06,5.23320319645304e-06,-2.2115628716123936e-06,-1.691237936807255e-06,7.538273307128307e-06,-1.1937742875334223e-06,-1.691237936807255e-06,-4.111911278903424e-05,7.538273307128307e-06,3,3,676,-0.000255607879116021,-0.00012136605373103126,-8.95622451819178e-05,-0.00036729129997151166,-0.00025964441630209334,-0.0003134678581368025,-0.000395893380564221,0.0,0.8333333333333334,1.0,True,0.00538632436205526,0.0035178663624233046,True,False,True,True,True,True,True,True,False,True,False
5,0,e71_all_unique_8.00_bdea2358,e71_base_all_unique_mean_615a77f1,all_unique,104,1.4903846153846154,mean,mean,none,8.0,0.33,0.0004464747036807532,-9.442803355685925e-06,-4.549509026952059e-06,-2.1874056321813384e-06,-4.049695997676572e-05,-1.010388472633128e-05,-5.307784712638153e-06,5.077088449656486e-06,-2.1463198980331555e-06,-2.1874056321813384e-06,7.091461460162485e-06,-1.398322456269696e-06,-2.1874056321813384e-06,-4.049695997676572e-05,7.091461460162485e-06,3,3,4,-0.000260615571801298,-0.00011537444298415078,-8.889264237102457e-05,-0.0003650611248610658,-0.0002571873717359535,-0.00031112424829850965,-0.00038988996574877206,0.0,0.8333333333333334,1.0,True,0.005355365044652661,0.0035717976294468035,True,False,True,True,True,True,True,True,False,True,False
302,241,e71_support2_8.00_8b232617,e71_base_support2_median_18f60330,support2,51,2.0,median,weighted_mean,none,8.0,0.33,0.00048536836543704783,-9.436488041969504e-06,-4.826464622853521e-06,-2.22541695316103e-06,-4.0309150207695765e-05,-1.0875494944717623e-05,-5.201599877047158e-06,4.868859381668145e-06,-2.4233834967635204e-06,-2.22541695316103e-06,7.130826700230131e-06,-1.1805154271904428e-06,-2.22541695316103e-06,-4.0309150207695765e-05,7.130826700230131e-06,3,3,396,-0.0002654479310303826,-0.00011821358456898245,-9.669459547123616e-05,-0.0003687678335467792,-0.00030809433475220693,-0.0003384310841494931,-0.00044299817650467346,0.0,0.8333333333333334,1.0,True,0.005150006695050071,0.0038829469234964264,True,False,True,True,True,True,True,True,False,True,False
980,919,e71_support2_top50_8.00_7117de94,e71_base_support2_top50_median_ae9058ec,support2_top50,50,2.0,median,weighted_mean,none,8.0,0.33,0.0004879844237188562,-9.4221582860321e-06,-4.828680249091555e-06,-2.2313022554065753e-06,-4.03248008942203e-05,-1.0911283671477534e-05,-5.216483630388069e-06,4.889956031206566e-06,-2.415234738095684e-06,-2.2313022554065753e-06,7.168370004917435e-06,-1.1595223377014463e-06,-2.2313022554065753e-06,-4.03248008942203e-05,7.168370004917435e-06,3,3,1068,-0.0002662953664741784,-0.00011787477412350533,-9.719033543231781e-05,-0.0003702899943227589,-0.00031004235370304944,-0.00034016617401290417,-0.0004455141559502494,0.0,0.8333333333333334,1.0,True,0.0051607447506642826,0.0039038753897508746,True,False,True,True,True,True,True,True,False,True,False
104,64,e71_all_unique_8.00_392f5c87,e71_base_all_unique_median_827697ee,all_unique,104,1.4903846153846154,median,weighted_mean,none,8.0,0.33,0.0005067623381690426,-9.38809468831181e-06,-4.685713823948667e-06,-2.810598471514325e-06,-3.995491584096733e-05,-1.0793200623027133e-05,-5.223708347212863e-06,4.869785482086719e-06,-2.043720546018868e-06,-2.810598471514325e-06,6.920846293945182e-06,-1.2202203029110237e-06,-2.810598471514325e-06,-3.995491584096733e-05,6.920846293945182e-06,3,3,172,-0.00028917463916068305,-0.00011687443694685662,-9.922866885334058e-05,-0.00039214450046584637,-0.0003024561815080512,-0.0003473003409869488,-0.00044644578222658625,0.0,0.8333333333333334,1.0,True,0.005181593685429273,0.004054098705352363,True,False,True,True,True,True,True,True,False,True,False
