pred_index,base_index,tag,struct_tag,struct_source_file,struct_row_gate,struct_scale,struct_all_delta,struct_sets_beating_base,struct_sets_tail_neutral,q_tag,q_row_gate,q_target_scope,q_scale,q_all_delta,struct_weight,q_weight,mean_abs_logit_move_raw,mean_abs_q2s3_logit_move_raw,active_cells,active_rows,all_delta_vs_mixmin,all_minus_base,all_worst_minus_base,set_inverse_top_delta_vs_mixmin,set_inverse_top_minus_base,set_inverse_top_worst_minus_base,set_raw05_compatible_delta_vs_mixmin,set_raw05_compatible_minus_base,set_raw05_compatible_worst_minus_base,set_all_sign_delta_vs_mixmin,set_all_sign_minus_base,set_all_sign_worst_minus_base,best_set_delta_vs_mixmin,worst_set_delta_vs_mixmin,sets_beating_base,sets_tail_neutral,row_id,world_support_minus_base,raw_energy_q_p90_minus_base,hidden_core_minus_base,hidden_q2_minus_base,hidden_s3_minus_base,hidden_q2s3_mean_minus_base,block_q2s3_mean_minus_base,block_q2s3_max_minus_base,block_q2s3_beats_base_rate,block_q2s3_tail_safe_rate,nonanchor_evaluated,mean_abs_logit_move_vs_mixmin,mean_abs_q2s3_logit_move_vs_mixmin,all_beats_base,all_margin_vs_mixmin,all_sets_beat_base,all_sets_tail_neutral,hidden_q2s3_beats_base,world_nonworse,block_majority_beats,block_tail_safe,strict_gate,loose_gate,deployable_gate,structural_all_sets_tail_neutral,structural_all_sets_beat_base,structural_hidden_core_beats_base,structural_world_nonworse,structural_raw_energy_nonworse,structural_strict_gate,structural_loose_gate,materialized_submission,materialized_sensor
996,0,e84_sw1.00_qw1.50_731d4c90,e83_all_rows_non_q2s3_0.25_0a3088ce,submission_jepa_block_consensus_rawcorr_refine_ad008bbb.csv,all_rows,0.25,-2.5188194491487792e-05,2,2,e83_e82_energy_top50_s_all_1.00_00b01914,e82_energy_top50,s_all,1.0,-7.026511547714165e-06,1.0,1.5,0.0098541092965083,0.003960784228165095,1289,250,-3.2055694135113555e-05,-3.2055694135113555e-05,-8.813904838989028e-05,8.558865178465158e-05,8.558865178465158e-05,6.652956183295089e-05,-8.047942221678372e-05,-8.047942221678372e-05,-8.813904838989028e-05,-0.00010127631197331954,-0.00010127631197331954,-8.813904838989028e-05,-0.00010127631197331954,8.558865178465158e-05,2,2,995,-8.764031846175135e-05,-1.6883411120605096e-05,-0.00025297292798151516,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274271347,9.759021446267332e-05,0.7222222222222222,0.9444444444444444,True,0.0098541092965083,0.003960784228165095,True,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,False,True,False,False
1572,0,e84_sw1.00_qw1.50_8ec6520b,e83_all_rows_non_q2s3_0.25_50eed85a,submission_jepa_block_consensus_rawcorr_micro_9ec2b75e.csv,all_rows,0.25,-2.5165588252828996e-05,2,2,e83_e82_energy_top50_s_all_1.00_00b01914,e82_energy_top50,s_all,1.0,-7.026511547714165e-06,1.0,1.5,0.009838456159845146,0.003960784228165095,1289,250,-3.2045972846672655e-05,-3.2045972846672655e-05,-8.828570004226766e-05,8.515609865866747e-05,8.515609865866747e-05,6.627356498833947e-05,-8.023755078834238e-05,-8.023755078834238e-05,-8.828570004226766e-05,-0.00010105646641034305,-0.00010105646641034305,-8.828570004226766e-05,-0.00010105646641034305,8.515609865866747e-05,2,2,1571,-9.459174880255272e-05,-2.2186176561467263e-05,-0.0002589653912504486,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274271347,9.759021446267332e-05,0.7222222222222222,0.9444444444444444,True,0.009838456159845146,0.003960784228165095,True,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,False,True,False,False
1476,0,e84_sw1.00_qw1.50_67814018,e83_all_rows_non_q2s3_0.25_52df21f9,submission_jepa_block_consensus_rawcorr_micro_cc5b3053.csv,all_rows,0.25,-2.516585782819103e-05,2,2,e83_e82_energy_top50_s_all_1.00_00b01914,e82_energy_top50,s_all,1.0,-7.026511547714165e-06,1.0,1.5,0.00983863876340062,0.003960784228165095,1289,250,-3.2045658765800233e-05,-3.2045658765800233e-05,-8.828152609663409e-05,8.516759093024628e-05,8.516759093024628e-05,6.628129212149503e-05,-8.024325471722715e-05,-8.024325471722715e-05,-8.828152609663409e-05,-0.00010106131251030881,-0.00010106131251030881,-8.828152609663409e-05,-0.00010106131251030881,8.516759093024628e-05,2,2,1475,-9.428842475172061e-05,-2.1962768315342274e-05,-0.00025875312384124327,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274271347,9.759021446267332e-05,0.7222222222222222,0.9444444444444444,True,0.00983863876340062,0.003960784228165095,True,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,False,True,False,False
1380,0,e84_sw1.00_qw1.50_e45a6c73,e83_all_rows_non_q2s3_0.25_c6fa6c1a,submission_jepa_block_consensus_rawcorr_micro_d9851c05.csv,all_rows,0.25,-2.5166124423270375e-05,2,2,e83_e82_energy_top50_s_all_1.00_00b01914,e82_energy_top50,s_all,1.0,-7.026511547714165e-06,1.0,1.5,0.009838821366956142,0.003960784228165095,1289,250,-3.20453903921436e-05,-3.20453903921436e-05,-8.827734966021517e-05,8.517894033055473e-05,8.517894033055473e-05,6.628902221961219e-05,-8.024895576441704e-05,-8.024895576441704e-05,-8.827734966021517e-05,-0.0001010661557425685,-0.0001010661557425685,-8.827734966021517e-05,-0.0001010661557425685,8.517894033055473e-05,2,2,1379,-9.398509665410893e-05,-2.1739357071504095e-05,-0.0002585408534344358,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274271347,9.759021446267332e-05,0.7222222222222222,0.9444444444444444,True,0.009838821366956142,0.003960784228165095,True,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,False,True,False,False
1284,0,e84_sw1.00_qw1.50_7aff1692,e83_all_rows_non_q2s3_0.25_d0bd5493,submission_jepa_block_consensus_rawcorr_micro_d7f8c65c.csv,all_rows,0.25,-2.51663880384001e-05,2,2,e83_e82_energy_top50_s_all_1.00_00b01914,e82_energy_top50,s_all,1.0,-7.026511547714165e-06,1.0,1.5,0.009839003970511614,0.003960784228165095,1289,250,-3.204514590515739e-05,-3.204514590515739e-05,-8.827317073289986e-05,8.519021232167301e-05,8.519021232167301e-05,6.629675528246892e-05,-8.025465392969e-05,-8.025465392969e-05,-8.827317073289986e-05,-0.00010107099610734416,-0.00010107099610734416,-8.827317073289986e-05,-0.00010107099610734416,8.519021232167301e-05,2,2,1283,-9.368176450987309e-05,-2.1515942830174772e-05,-0.00025832858002994286,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274271347,9.759021446267332e-05,0.7222222222222222,0.9444444444444444,True,0.009839003970511614,0.003960784228165095,True,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,False,True,False,False
1188,0,e84_sw1.00_qw1.50_244263c6,e83_all_rows_non_q2s3_0.25_cf3a5068,submission_jepa_block_consensus_rawcorr_micro_d2dbf75c.csv,all_rows,0.25,-2.5166648673469183e-05,2,2,e83_e82_energy_top50_s_all_1.00_00b01914,e82_energy_top50,s_all,1.0,-7.026511547714165e-06,1.0,1.5,0.009839186574067108,0.003960784228165095,1289,250,-3.2044898431227153e-05,-3.2044898431227153e-05,-8.826898931468818e-05,8.520148752400036e-05,8.520148752400036e-05,6.630449131073135e-05,-8.026034921349012e-05,-8.026034921349012e-05,-8.826898931468818e-05,-0.0001010758336041917,-0.0001010758336041917,-8.826898931468818e-05,-0.0001010758336041917,8.520148752400036e-05,2,2,1187,-9.337842831864119e-05,-2.1292525591243283e-05,-0.0002581163036279588,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274271347,9.759021446267332e-05,0.7222222222222222,0.9444444444444444,True,0.009839186574067108,0.003960784228165095,True,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,False,True,False,False
1092,0,e84_sw1.00_qw1.50_9128ef0e,e83_all_rows_non_q2s3_0.25_1c88c602,submission_jepa_block_consensus_rawcorr_micro_c8d38ede.csv,all_rows,0.25,-2.5166906328588645e-05,2,2,e83_e82_energy_top50_s_all_1.00_00b01914,e82_energy_top50,s_all,1.0,-7.026511547714165e-06,1.0,1.5,0.00983936917762259,0.003960784228165095,1289,250,-3.204464797046391e-05,-3.204464797046391e-05,-8.826480540569115e-05,8.521276593731475e-05,8.521276593731475e-05,6.631223030328925e-05,-8.026604161548434e-05,-8.026604161548434e-05,-8.826480540569115e-05,-0.00010108066823333317,-0.00010108066823333317,-8.826480540569115e-05,-0.00010108066823333317,8.521276593731475e-05,2,2,1091,-9.30750880808906e-05,-2.1069105354709627e-05,-0.0002579040242284003,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274271347,9.759021446267332e-05,0.7222222222222222,0.9444444444444444,True,0.00983936917762259,0.003960784228165095,True,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,False,True,False,False
1668,0,e84_sw1.00_qw1.50_ded296a7,e83_all_rows_non_q2s3_0.25_988620fb,submission_jepa_block_consensus_rawcorr_refine_a4c875f3.csv,all_rows,0.25,-2.5130636416292873e-05,2,2,e83_e82_energy_top50_s_all_1.00_00b01914,e82_energy_top50,s_all,1.0,-7.026511547714165e-06,1.0,1.5,0.009847084687640733,0.003960784228165095,1289,250,-3.201015325882128e-05,-3.201015325882128e-05,-8.82995552647925e-05,8.564693863444273e-05,8.564693863444273e-05,6.649394735935843e-05,-8.041856931195746e-05,-8.041856931195746e-05,-8.82995552647925e-05,-0.00010125882909894912,-0.00010125882909894912,-8.82995552647925e-05,-0.00010125882909894912,8.564693863444273e-05,2,2,1667,-8.496362715653128e-05,-1.4740090815701379e-05,-0.00025550612930780314,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274271347,9.759021446267332e-05,0.7222222222222222,0.9444444444444444,True,0.009847084687640733,0.003960784228165095,True,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,False,True,False,False
35,0,e84_sw1.00_qw1.25_18fc4336,e83_all_rows_non_q2s3_0.25_903f64a6,submission_jepa_block_consensus_rawcorr_refine_aeabeb26.csv,all_rows,0.25,-2.5290982621051228e-05,2,2,e83_e82_energy_top50_s_all_1.00_00b01914,e82_energy_top50,s_all,1.0,-7.026511547714165e-06,1.0,1.25,0.00967874540379535,0.003300653523470916,1289,250,-3.162862217576112e-05,-3.162862217576112e-05,-8.758449462675788e-05,8.793120454309022e-05,8.793120454309022e-05,6.761854586345706e-05,-8.088077721180031e-05,-8.088077721180031e-05,-8.758449462675788e-05,-0.00010193629385857328,-0.00010193629385857328,-8.758449462675788e-05,-0.00010193629385857328,8.793120454309022e-05,2,2,34,-6.743569636765146e-05,-1.6310626129167893e-05,-0.00023417204613251918,0.0,-0.0003643092053294966,-0.0001821546026647483,-0.00031689535986218474,7.66644100721722e-05,0.7222222222222222,0.9444444444444444,True,0.00967874540379535,0.003300653523470916,True,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,False,True,False,False
131,0,e84_sw1.00_qw1.25_7ae08131,e83_all_rows_non_q2s3_0.25_c41df1a9,submission_jepa_block_consensus_gate_299a7455.csv,all_rows,0.25,-2.522570419638548e-05,2,2,e83_e82_energy_top50_s_all_1.00_00b01914,e82_energy_top50,s_all,1.0,-7.026511547714165e-06,1.0,1.25,0.009746951616915378,0.003300653523470916,1289,250,-3.155895002338038e-05,-3.155895002338038e-05,-8.71799969678344e-05,8.914011928595755e-05,8.914011928595755e-05,6.844279729367742e-05,-8.140443129955877e-05,-8.140443129955877e-05,-8.71799969678344e-05,-0.00010241253805631789,-0.00010241253805631789,-8.71799969678344e-05,-0.00010241253805631789,8.914011928595755e-05,2,2,130,-3.883678338103547e-05,5.289518218098976e-06,-0.0002127819987570445,0.0,-0.0003643092053294966,-0.0001821546026647483,-0.00031689535986218474,7.66644100721722e-05,0.7222222222222222,0.9444444444444444,True,0.009746951616915378,0.003300653523470916,True,True,False,False,True,True,True,True,False,True,False,False,False,True,True,False,False,True,False,False
227,0,e84_sw1.00_qw1.25_c3c52fd2,e83_all_rows_non_q2s3_0.25_dcb21c92,submission_jepa_block_consensus_gate_5738e95e.csv,all_rows,0.25,-2.5223336710733513e-05,2,2,e83_e82_energy_top50_s_all_1.00_00b01914,e82_energy_top50,s_all,1.0,-7.026511547714165e-06,1.0,1.25,0.00974678070779316,0.003300653523470916,1289,250,-3.155679014588131e-05,-3.155679014588131e-05,-8.718376066940703e-05,8.91397865940835e-05,8.91397865940835e-05,6.84439240141721e-05,-8.140145928592357e-05,-8.140145928592357e-05,-8.718376066940703e-05,-0.00010240869774558181,-0.00010240869774558181,-8.718376066940703e-05,-0.00010240869774558181,8.91397865940835e-05,2,2,226,-3.872512972761255e-05,5.378356815688434e-06,-0.00021280572092477468,0.0,-0.0003643092053294966,-0.0001821546026647483,-0.00031689535986218474,7.66644100721722e-05,0.7222222222222222,0.9444444444444444,True,0.00974678070779316,0.003300653523470916,True,True,False,False,True,True,True,True,False,True,False,False,False,True,True,False,False,True,False,False
707,0,e84_sw1.00_qw1.25_5533d9a2,e83_all_rows_non_q2s3_0.25_64795ff4,submission_jepa_block_consensus_rawcorr_refine_d9aefe69.csv,all_rows,0.25,-2.5192060206569167e-05,2,2,e83_e82_energy_top50_s_all_1.00_00b01914,e82_energy_top50,s_all,1.0,-7.026511547714165e-06,1.0,1.25,0.009661035830249352,0.003300653523470916,1289,250,-3.155530304121967e-05,-3.155530304121967e-05,-8.78054107283921e-05,8.761892405628746e-05,8.761892405628746e-05,6.747710801136009e-05,-8.057126029414885e-05,-8.057126029414885e-05,-8.78054107283921e-05,-0.00010171357288590865,-0.00010171357288590865,-8.78054107283921e-05,-0.00010171357288590865,8.761892405628746e-05,2,2,706,-8.52383575927873e-05,-3.0251162617567218e-05,-0.00024550875001849715,0.0,-0.0003643092053294966,-0.0001821546026647483,-0.00031689535986218474,7.66644100721722e-05,0.7222222222222222,0.9444444444444444,True,0.009661035830249352,0.003300653523470916,True,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,False,True,False,False
803,0,e84_sw1.00_qw1.25_0f4d2c4c,e83_all_rows_non_q2s3_0.25_330b86b7,submission_jepa_block_consensus_rawcorr_refine_e8508f79.csv,all_rows,0.25,-2.519081481544561e-05,2,2,e83_e82_energy_top50_s_all_1.00_00b01914,e82_energy_top50,s_all,1.0,-7.026511547714165e-06,1.0,1.25,0.009662431019737286,0.003300653523470916,1289,250,-3.155248566089064e-05,-3.155248566089064e-05,-8.778941241460725e-05,8.767161121070455e-05,8.767161121070455e-05,6.75132911334142e-05,-8.059376673286156e-05,-8.059376673286156e-05,-8.778941241460725e-05,-0.00010173530146018184,-0.00010173530146018184,-8.778941241460725e-05,-0.00010173530146018184,8.767161121070455e-05,2,2,802,-8.434486964590815e-05,-2.9563214140160277e-05,-0.0002447677868705478,0.0,-0.0003643092053294966,-0.0001821546026647483,-0.00031689535986218474,7.66644100721722e-05,0.7222222222222222,0.9444444444444444,True,0.009662431019737286,0.003300653523470916,True,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True,False,True,False,False
