source,cv_mode,method,group,strength,concentration,base_mix,scale,rows,mean_delta,min_delta,max_delta,mean_oof
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.9,2.0,0.35,0.5,1,-0.0029761040447798,-0.0029761040447798,-0.0029761040447798,0.5452390231830859
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.5,8.0,0.0,0.5,1,-0.0029724854371966,-0.0029724854371966,-0.0029724854371966,0.5452426417906692
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.5,8.0,0.0,0.5,1,-0.0029603808054827,-0.0029603808054827,-0.0029603808054827,0.545254746422383
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.7,20.0,0.35,0.75,1,-0.0029603154669505,-0.0029603154669505,-0.0029603154669505,0.5452548117609153
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.7,4.0,0.35,0.5,1,-0.0029421492857181,-0.0029421492857181,-0.0029421492857181,0.5452729779421477
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.7,4.0,0.0,0.5,1,-0.0029341529199818,-0.0029341529199818,-0.0029341529199818,0.5452809743078839
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.7,20.0,0.35,0.75,1,-0.0029331890208625,-0.0029331890208625,-0.0029331890208625,0.5452819382070032
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.5,20.0,0.35,0.75,1,-0.002919777313626,-0.002919777313626,-0.002919777313626,0.5452953499142398
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.7,8.0,0.35,0.75,1,-0.0029071467921946,-0.0029071467921946,-0.0029071467921946,0.5453079804356712
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.35,8.0,0.0,0.75,1,-0.0029048867907564,-0.0029048867907564,-0.0029048867907564,0.5453102404371094
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.7,20.0,0.35,0.5,1,-0.0028969945451284,-0.0028969945451284,-0.0028969945451284,0.5453181326827373
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.7,20.0,0.35,0.5,1,-0.0028898254266278,-0.0028898254266278,-0.0028898254266278,0.545325301801238
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.5,4.0,0.0,0.5,1,-0.0028868816821394,-0.0028868816821394,-0.0028868816821394,0.5453282455457263
mp_count_conditioning,geometry,mpj_blend_xt_ridge,q_only,0.9,20.0,0.0,0.5,1,-0.0028852801814543,-0.0028852801814543,-0.0028852801814543,0.5453298470464114
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.7,8.0,0.35,0.75,1,-0.0028835033500085,-0.0028835033500085,-0.0028835033500085,0.5453316238778573
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.35,20.0,0.0,0.75,1,-0.002877510339479,-0.002877510339479,-0.002877510339479,0.5453376168883868
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.5,4.0,0.0,0.5,1,-0.0028745087422477,-0.0028745087422477,-0.0028745087422477,0.5453406184856181
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.7,2.0,0.0,0.5,1,-0.0028739944125731,-0.0028739944125731,-0.0028739944125731,0.5453411328152926
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.7,8.0,0.35,0.5,1,-0.0028705060785785,-0.0028705060785785,-0.0028705060785785,0.5453446211492873
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.5,8.0,0.35,0.75,1,-0.0028696371913078,-0.0028696371913078,-0.0028696371913078,0.545345490036558
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.7,8.0,0.35,0.5,1,-0.0028646602056016,-0.0028646602056016,-0.0028646602056016,0.5453504670222642
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.5,20.0,0.0,0.75,1,-0.0028632855300907,-0.0028632855300907,-0.0028632855300907,0.5453518416977751
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.5,2.0,0.0,0.5,1,-0.0028590035431103,-0.0028590035431103,-0.0028590035431103,0.5453561236847555
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.7,2.0,0.35,0.5,1,-0.0028519172407294,-0.0028519172407294,-0.0028519172407294,0.5453632099871364
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.35,20.0,0.0,0.75,1,-0.0028476595634703,-0.0028476595634703,-0.0028476595634703,0.5453674676643955
mp_count_conditioning,geometry,mpj_blend_xt_ridge,q_only,0.9,8.0,0.0,0.5,1,-0.0028451578867932,-0.0028451578867932,-0.0028451578867932,0.5453699693410725
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.5,20.0,0.35,1.0,1,-0.0028396151077172,-0.0028396151077172,-0.0028396151077172,0.5453755121201486
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.7,20.0,0.35,0.75,1,-0.002830765699241,-0.002830765699241,-0.002830765699241,0.5453843615286248
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.5,20.0,0.35,1.0,1,-0.0028241598400102,-0.0028241598400102,-0.0028241598400102,0.5453909673878555
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.7,4.0,0.35,0.5,1,-0.0028239444633473,-0.0028239444633473,-0.0028239444633473,0.5453911827645185
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.5,20.0,0.35,0.75,1,-0.0028210263656678,-0.0028210263656678,-0.0028210263656678,0.545394100862198
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.7,4.0,0.35,0.5,1,-0.0028195575325646,-0.0028195575325646,-0.0028195575325646,0.5453955696953011
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.5,20.0,0.0,0.75,1,-0.0028167687621266,-0.0028167687621266,-0.0028167687621266,0.5453983584657391
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.7,4.0,0.35,0.75,1,-0.0028099397721751,-0.0028099397721751,-0.0028099397721751,0.5454051874556907
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.5,20.0,0.35,0.75,1,-0.0028079838833812,-0.0028079838833812,-0.0028079838833812,0.5454071433444846
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.35,8.0,0.0,0.75,1,-0.0027924676840319,-0.0027924676840319,-0.0027924676840319,0.5454226595438338
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.7,4.0,0.35,0.75,1,-0.0027903987558147,-0.0027903987558147,-0.0027903987558147,0.545424728472051
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.7,8.0,0.35,0.75,1,-0.002778910924466,-0.002778910924466,-0.002778910924466,0.5454362163033998
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.5,8.0,0.35,0.75,1,-0.0027752649594751,-0.0027752649594751,-0.0027752649594751,0.5454398622683907
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.5,4.0,0.35,0.75,1,-0.0027742936674395,-0.0027742936674395,-0.0027742936674395,0.5454408335604263
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.5,8.0,0.0,0.75,1,-0.0027695855263459,-0.0027695855263459,-0.0027695855263459,0.5454455417015198
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.35,20.0,0.0,1.0,1,-0.0027673824718148,-0.0027673824718148,-0.0027673824718148,0.545447744756051
mp_count_conditioning,geometry,mpj_blend_xt_ridge,q_only,0.9,4.0,0.0,0.5,1,-0.0027625638425483,-0.0027625638425483,-0.0027625638425483,0.5454525633853174
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.35,8.0,0.0,0.75,1,-0.0027618703280977,-0.0027618703280977,-0.0027618703280977,0.5454532568997681
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.5,8.0,0.35,0.75,1,-0.0027608517862114,-0.0027608517862114,-0.0027608517862114,0.5454542754416544
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.35,20.0,0.35,1.0,1,-0.0027581758111933,-0.0027581758111933,-0.0027581758111933,0.5454569514166725
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.5,8.0,0.35,1.0,1,-0.0027560310386256,-0.0027560310386256,-0.0027560310386256,0.5454590961892402
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.7,2.0,0.0,0.5,1,-0.0027559239209549,-0.0027559239209549,-0.0027559239209549,0.5454592033069109
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.5,8.0,0.35,1.0,1,-0.0027467811490818,-0.0027467811490818,-0.0027467811490818,0.5454683460787839
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.35,20.0,0.0,1.0,1,-0.002745010109961,-0.002745010109961,-0.002745010109961,0.5454701171179047
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.7,2.0,0.35,0.5,1,-0.0027348188889244,-0.0027348188889244,-0.0027348188889244,0.5454803083389413
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.5,20.0,0.35,1.0,1,-0.0027321754786917,-0.0027321754786917,-0.0027321754786917,0.545482951749174
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.7,2.0,0.35,0.5,1,-0.0027320578827788,-0.0027320578827788,-0.0027320578827788,0.545483069345087
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.5,8.0,0.0,0.75,1,-0.0027283003952313,-0.0027283003952313,-0.0027283003952313,0.5454868268326345
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.35,4.0,0.0,0.75,1,-0.0027202053411401,-0.0027202053411401,-0.0027202053411401,0.5454949218867257
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.5,2.0,0.0,0.5,1,-0.0027090062704826,-0.0027090062704826,-0.0027090062704826,0.5455061209573832
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.5,2.0,0.0,0.5,1,-0.0026962643155064,-0.0026962643155064,-0.0026962643155064,0.5455188629123594
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.5,4.0,0.35,0.75,1,-0.0026853425158531,-0.0026853425158531,-0.0026853425158531,0.5455297847120126
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.7,4.0,0.35,0.75,1,-0.0026834595488569,-0.0026834595488569,-0.0026834595488569,0.5455316676790088
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.35,8.0,0.35,1.0,1,-0.0026818991405107,-0.0026818991405107,-0.0026818991405107,0.545533228087355
mp_count_conditioning,geometry,mpj_blend_xt_ridge,q_only,0.9,20.0,0.35,0.75,1,-0.0026756048687609,-0.0026756048687609,-0.0026756048687609,0.5455395223591049
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.5,4.0,0.35,0.75,1,-0.0026694266404962,-0.0026694266404962,-0.0026694266404962,0.5455457005873695
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.35,20.0,0.35,1.0,1,-0.002668019547539,-0.002668019547539,-0.002668019547539,0.5455471076803268
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.5,20.0,0.0,0.75,1,-0.0026616304421491,-0.0026616304421491,-0.0026616304421491,0.5455534967857166
mp_count_conditioning,geometry,mpj_blend_xt_ridge,q_only,0.7,20.0,0.0,0.5,1,-0.0026596568164261,-0.0026596568164261,-0.0026596568164261,0.5455554704114397
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.35,20.0,0.35,1.0,1,-0.0026595096902481,-0.0026595096902481,-0.0026595096902481,0.5455556175376176
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.5,8.0,0.35,1.0,1,-0.002652662208351,-0.002652662208351,-0.002652662208351,0.5455624650195148
mp_count_conditioning,geometry,mpj_blend_xt_ridge,q_only,0.9,8.0,0.35,0.75,1,-0.0026321879817499,-0.0026321879817499,-0.0026321879817499,0.5455829392461159
mp_count_conditioning,geometry,mpj_blend_xt_ridge,q_only,0.7,8.0,0.0,0.5,1,-0.0026199752010837,-0.0026199752010837,-0.0026199752010837,0.5455951520267821
mp_count_conditioning,geometry,mpj_blend_xt_ridge,q_only,0.7,20.0,0.0,0.75,1,-0.0026198109678844,-0.0026198109678844,-0.0026198109678844,0.5455953162599814
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.35,20.0,0.0,1.0,1,-0.002619162426821,-0.002619162426821,-0.002619162426821,0.5455959648010448
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.7,2.0,0.35,0.75,1,-0.0026173721257347,-0.0026173721257347,-0.0026173721257347,0.545597755102131
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.35,8.0,0.0,1.0,1,-0.0026140943927086,-0.0026140943927086,-0.0026140943927086,0.5456010328351572
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.35,4.0,0.0,0.75,1,-0.002612747580745,-0.002612747580745,-0.002612747580745,0.5456023796471208
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.35,20.0,0.0,0.5,1,-0.0026075763053207,-0.0026075763053207,-0.0026075763053207,0.5456075509225451
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.2,20.0,0.0,1.0,1,-0.0026045921585338,-0.0026045921585338,-0.0026045921585338,0.545610535069332
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.7,2.0,0.35,0.75,1,-0.0026029032025373,-0.0026029032025373,-0.0026029032025373,0.5456122240253285
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.35,8.0,0.0,1.0,1,-0.0025976602055031,-0.0025976602055031,-0.0025976602055031,0.5456174670223627
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.35,8.0,0.35,1.0,1,-0.0025972616876396,-0.0025972616876396,-0.0025972616876396,0.5456178655402262
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.5,4.0,0.35,1.0,1,-0.0025929530233936,-0.0025929530233936,-0.0025929530233936,0.5456221742044721
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.5,4.0,0.35,1.0,1,-0.0025916977328908,-0.0025916977328908,-0.0025916977328908,0.545623429494975
mp_count_conditioning,geometry,mpj_blend_xt_ridge,q_only,0.9,2.0,0.0,0.5,1,-0.002587503448007,-0.002587503448007,-0.002587503448007,0.5456276237798587
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.35,8.0,0.35,1.0,1,-0.0025873292300028,-0.0025873292300028,-0.0025873292300028,0.545627797997863
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.35,4.0,0.0,0.75,1,-0.0025812843896568,-0.0025812843896568,-0.0025812843896568,0.5456338428382089
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.5,2.0,0.35,0.75,1,-0.0025809332403433,-0.0025809332403433,-0.0025809332403433,0.5456341939875224
mp_count_conditioning,geometry,mpj_blend_xt_ridge,q_only,0.5,20.0,0.0,0.75,1,-0.0025806489118238,-0.0025806489118238,-0.0025806489118238,0.545634478316042
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.5,4.0,0.0,0.75,1,-0.0025799081695102,-0.0025799081695102,-0.0025799081695102,0.5456352190583555
mp_count_conditioning,geometry,mpj_blend_xt_ridge,q_only,0.7,20.0,0.35,1.0,1,-0.0025790270901728,-0.0025790270901728,-0.0025790270901728,0.5456361001376929
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.5,8.0,0.0,0.75,1,-0.0025726212621682,-0.0025726212621682,-0.0025726212621682,0.5456425059656975
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.35,8.0,0.0,0.5,1,-0.0025636946234115,-0.0025636946234115,-0.0025636946234115,0.5456514326044543
mp_count_conditioning,geometry,mpj_blend_xt_ridge,q_only,0.9,4.0,0.35,0.75,1,-0.002545077560469,-0.002545077560469,-0.002545077560469,0.5456700496673967
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.5,4.0,0.0,0.75,1,-0.002544544882062,-0.002544544882062,-0.002544544882062,0.5456705823458038
mp_count_conditioning,geometry,mpj_blend_xt_ridge,q_only,0.7,4.0,0.0,0.5,1,-0.0025379920187554,-0.0025379920187554,-0.0025379920187554,0.5456771352091103
mp_count_conditioning,geometry,mpj_blend_xt_ridge,q_only,0.7,8.0,0.0,0.75,1,-0.0025359904953822,-0.0025359904953822,-0.0025359904953822,0.5456791367324836
mp_count_conditioning,geometry,mpj_blend_xt_ridge,q_only,0.5,20.0,0.0,1.0,1,-0.0025293794600345,-0.0025293794600345,-0.0025293794600345,0.5456857477678313
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.35,4.0,0.35,1.0,1,-0.0025264910647935,-0.0025264910647935,-0.0025264910647935,0.5456886361630723
mp_count_conditioning,geometry,mpj_blend_xt_ridge,q_only,0.7,8.0,0.35,1.0,1,-0.0025077418855171,-0.0025077418855171,-0.0025077418855171,0.5457073853423486
mp_count_conditioning,geometry,mpj_blend_xt_ridge,q_only,0.5,8.0,0.0,0.75,1,-0.0024996969047219,-0.0024996969047219,-0.0024996969047219,0.5457154303231438
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.5,2.0,0.35,0.75,1,-0.0024990685787575,-0.0024990685787575,-0.0024990685787575,0.5457160586491082
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.2,20.0,0.0,1.0,1,-0.0024982306933233,-0.0024982306933233,-0.0024982306933233,0.5457168965345425
mp_count_conditioning,geometry,mpj_blend_xt_ridge,q_only,0.7,20.0,0.35,0.75,1,-0.0024967845192696,-0.0024967845192696,-0.0024967845192696,0.5457183427085962
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.5,4.0,0.35,1.0,1,-0.0024952390566836,-0.0024952390566836,-0.0024952390566836,0.5457198881711821
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.2,20.0,0.0,1.0,1,-0.0024937099348329,-0.0024937099348329,-0.0024937099348329,0.5457214172930328
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.7,2.0,0.35,0.75,1,-0.0024934866469515,-0.0024934866469515,-0.0024934866469515,0.5457216405809142
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.35,20.0,0.0,0.5,1,-0.0024885591771829,-0.0024885591771829,-0.0024885591771829,0.5457265680506829
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.5,2.0,0.35,0.75,1,-0.0024815106487684,-0.0024815106487684,-0.0024815106487684,0.5457336165790974
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.35,4.0,0.0,0.5,1,-0.0024772879182691,-0.0024772879182691,-0.0024772879182691,0.5457378393095966
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.5,20.0,0.35,0.5,1,-0.0024714497428002,-0.0024714497428002,-0.0024714497428002,0.5457436774850656
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.35,8.0,0.0,1.0,1,-0.0024704436570615,-0.0024704436570615,-0.0024704436570615,0.5457446835708043
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.35,20.0,0.0,0.5,1,-0.0024651442811085,-0.0024651442811085,-0.0024651442811085,0.5457499829467573
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.2,8.0,0.0,1.0,1,-0.0024635954405369,-0.0024635954405369,-0.0024635954405369,0.5457515317873288
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.35,20.0,0.35,0.75,1,-0.0024574476943357,-0.0024574476943357,-0.0024574476943357,0.54575767953353
mp_count_conditioning,geometry,mpj_blend_xt_ridge,q_only,0.7,8.0,0.35,0.75,1,-0.0024553062427583,-0.0024553062427583,-0.0024553062427583,0.5457598209851074
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.35,4.0,0.35,1.0,1,-0.0024490342380278,-0.0024490342380278,-0.0024490342380278,0.5457660929898379
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.35,8.0,0.0,0.5,1,-0.0024472732286904,-0.0024472732286904,-0.0024472732286904,0.5457678539991754
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.5,8.0,0.35,0.5,1,-0.0024456535069907,-0.0024456535069907,-0.0024456535069907,0.545769473720875
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.35,4.0,0.35,1.0,1,-0.0024374906807697,-0.0024374906807697,-0.0024374906807697,0.5457776365470961
mp_count_conditioning,geometry,mpj_blend_xt_ridge,q_only,0.35,20.0,0.0,1.0,1,-0.0024369806276801,-0.0024369806276801,-0.0024369806276801,0.5457781466001856
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.35,8.0,0.0,0.5,1,-0.002424261035797,-0.002424261035797,-0.002424261035797,0.5457908661920687
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.35,8.0,0.35,0.75,1,-0.0024117608339652,-0.0024117608339652,-0.0024117608339652,0.5458033663939006
mp_count_conditioning,geometry,mpj_blend_xt_ridge,q_only,0.9,20.0,0.35,0.5,1,-0.0024111960148296,-0.0024111960148296,-0.0024111960148296,0.5458039312130362
mp_count_conditioning,geometry,mpj_ridge_rate,q_only,0.5,4.0,0.35,0.5,1,-0.0023989669083893,-0.0023989669083893,-0.0023989669083893,0.5458161603194764
mp_count_conditioning,geometry,mpj_blend_xt_ridge,q_only,0.9,8.0,0.35,0.5,1,-0.0023900405740521,-0.0023900405740521,-0.0023900405740521,0.5458250866538137
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.5,4.0,0.0,0.75,1,-0.0023882780698704,-0.0023882780698704,-0.0023882780698704,0.5458268491579954
mp_count_conditioning,geometry,mpj_blend_xt_ridge,q_only,0.5,8.0,0.0,1.0,1,-0.0023877013870993,-0.0023877013870993,-0.0023877013870993,0.5458274258407665
mp_count_conditioning,geometry,mpj_blend_xt_ridge,q_only,0.5,20.0,0.35,1.0,1,-0.0023832442820712,-0.0023832442820712,-0.0023832442820712,0.5458318829457945
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.5,20.0,0.35,0.5,1,-0.0023780805704423,-0.0023780805704423,-0.0023780805704423,0.5458370466574235
mp_count_conditioning,geometry,mpj_ridge_resid_heavy,q_only,0.9,20.0,0.35,0.75,1,-0.0023708847394695,-0.0023708847394695,-0.0023708847394695,0.5458442424883962
mp_count_conditioning,geometry,mpj_blend_xt_ridge,q_only,0.7,4.0,0.35,0.75,1,-0.0023698779739246,-0.0023698779739246,-0.0023698779739246,0.5458452492539412
mp_count_conditioning,geometry,mpj_ridge_resid,q_only,0.35,20.0,0.35,0.75,1,-0.0023674050519072,-0.0023674050519072,-0.0023674050519072,0.5458477221759586
mp_count_conditioning,geometry,mpj_blend_xt_ridge,q_only,0.7,2.0,0.0,0.5,1,-0.0023641575681642,-0.0023641575681642,-0.0023641575681642,0.5458509696597016
