pred_index,base_index,tag,strategy,source,fallback,row_quantile,cell_quantile,blend_e86_weight,beta,projection_scope,projection_coeff,active_cells,active_rows,mean_abs_logit_move_raw,q_group_abs_logit_mean,s_group_abs_logit_mean,q2s3_abs_logit_mean,all_delta_vs_mixmin,all_minus_base,all_worst_minus_base,set_inverse_top_delta_vs_mixmin,set_inverse_top_minus_base,set_inverse_top_worst_minus_base,set_raw05_compatible_delta_vs_mixmin,set_raw05_compatible_minus_base,set_raw05_compatible_worst_minus_base,set_all_sign_delta_vs_mixmin,set_all_sign_minus_base,set_all_sign_worst_minus_base,best_set_delta_vs_mixmin,worst_set_delta_vs_mixmin,sets_beating_base,sets_tail_neutral,row_id,world_support_minus_base,raw_energy_q_p90_minus_base,hidden_core_minus_base,hidden_q2_minus_base,hidden_s3_minus_base,hidden_q2s3_mean_minus_base,block_q2s3_mean_minus_base,block_q2s3_max_minus_base,block_q2s3_beats_base_rate,block_q2s3_tail_safe_rate,nonanchor_evaluated,mean_abs_logit_move_vs_mixmin,mean_abs_q2s3_logit_move_vs_mixmin,all_beats_base,all_margin_vs_mixmin,all_sets_beat_base,all_sets_tail_neutral,hidden_q2s3_beats_base,world_nonworse,block_majority_beats,block_tail_safe,strict_gate,loose_gate,deployable_gate,structural_all_sets_tail_neutral,structural_all_sets_beat_base,structural_hidden_core_beats_base,structural_world_nonworse,structural_raw_energy_nonworse,structural_strict_gate,structural_loose_gate,high_mixmin_cell_mass_frac,high_e72_failed_cell_mass_frac,high_e72_failed_row_mass_frac,e72_failed_overlap_ratio,mixmin_overlap_ratio,mixmin_reversal_index,e72_failed_contamination_index,weighted_cell_corr_with_mixmin_move,weighted_cell_corr_with_e72_failed_move,weighted_row_corr_with_e72_failed_row_move,materialized_submission
28,0,e89_row_e72_fallback_721533f1,row_e72_fallback,e86,mixmin,0.9,,,,,,499,225,0.004802397922987491,0.0005169449105579375,0.008016487682309656,0.002993184411535725,-2.1094236016150347e-05,-2.1094236016150347e-05,-1.6321373169536635e-05,4.992414091020692e-07,4.992414091020692e-07,-8.815894157132576e-06,-2.895297579497136e-05,-2.895297579497136e-05,-1.6321373169536635e-05,-3.482897366247073e-05,-3.482897366247073e-05,-1.6321373169536635e-05,-3.482897366247073e-05,4.992414091020692e-07,2,3,27,-0.0002317908375984834,-0.0001533328724895311,-0.0001926272307069543,-0.00014939940246563865,-0.0002630569583253334,-0.00020622818039548602,-0.0002841948109647662,1.8041124150158794e-16,0.75,1.0,True,0.004802397922987527,0.002993184411535744,True,True,False,True,True,True,True,True,False,True,False,True,False,True,True,True,False,True,0.2831390625253796,0.37805867121451964,0.18677007292693623,0.6984646699958525,0.7842285813064156,0.6196701595868888,0.6273164303898354,-0.7901652328898859,0.5826093068453443,0.5561681907838183,False
43,0,e89_project_away_e72_98f6b665,project_away_e72,e86,,,,,0.4,e86_active,0.7583747102151496,579,250,0.005733164707743821,0.00041313122714953764,0.009723189818189532,0.004099229587973064,-2.545826221689307e-05,-2.545826221689307e-05,-3.4539464039196055e-05,1.5071566427105054e-06,1.5071566427105054e-06,-6.234073572475296e-06,-3.573370587883762e-05,-3.573370587883762e-05,-3.4539464039196055e-05,-4.214823741444107e-05,-4.214823741444107e-05,-3.4539464039196055e-05,-4.214823741444107e-05,1.5071566427105054e-06,2,3,42,1.2055997856230683e-05,5.028333883205782e-05,-0.00010956118079888388,-0.00014247004697556798,-0.00038285128391360446,-0.0002626606654445862,-0.0003961749139391529,5.947623346206196e-17,0.7777777777777778,1.0,True,0.005733164707743841,0.004099229587973067,True,True,False,True,True,False,True,True,False,False,False,True,False,True,False,False,False,False,0.3082181223382022,0.4007647540934426,0.3284153450175687,0.7404142346863721,0.8536916759500438,0.7117182809944359,0.7117102646466602,-0.8336947648018114,0.5257985893925449,0.6830062946069483,False
50,0,e89_project_away_e72_55470ad0,project_away_e72,e86,,,,,0.6,e86_active_top80cell,0.9702688313384309,579,250,0.005329042111696406,1.1078284278106028e-05,0.009317514982260132,0.002759942270970282,-2.453285629666624e-05,-2.453285629666624e-05,-3.198657719172271e-05,2.739284888142457e-06,2.739284888142457e-06,-8.26660366914922e-06,-3.484604608294806e-05,-3.484604608294806e-05,-3.198657719172271e-05,-4.149180769530414e-05,-4.149180769530414e-05,-3.198657719172271e-05,-4.149180769530414e-05,2.739284888142457e-06,2,3,49,8.070637813037407e-05,8.363543862410783e-05,-9.584428227016328e-05,-3.850378119563125e-06,-0.00030574297287110086,-0.000154796675495332,-0.0002665382709791835,5.4007139840649e-05,0.7222222222222222,0.9444444444444444,True,0.005329042111696412,0.0027599422709702957,True,True,False,True,True,False,True,True,False,False,False,True,False,True,False,False,False,False,0.3211380091570044,0.36668573816205613,0.30362885996712985,0.6774531378284909,0.8894767224221832,0.7976798360952704,0.6483324982697702,-0.8967967525030496,0.38516001752157464,0.6192118587110494,False
44,0,e89_project_away_e72_04dec0e7,project_away_e72,e86,,,,,0.6,e86_active,0.7583747102151496,579,250,0.00558346622994305,0.0001944122164155196,0.009625256740088697,0.0033706499263707907,-2.3799247717337657e-05,-2.3799247717337657e-05,-3.369517209661499e-05,6.380915812953525e-06,6.380915812953525e-06,-2.1497942772619183e-06,-3.5451878482750665e-05,-3.5451878482750665e-05,-3.369517209661499e-05,-4.232678048210481e-05,-4.232678048210481e-05,-3.369517209661499e-05,-4.232678048210481e-05,6.380915812953525e-06,2,3,43,0.00017655001562047468,0.00016226635156624258,-4.4302640607535304e-05,-6.733021431018504e-05,-0.0003411644403364389,-0.00020424732732331197,-0.00032589936487108765,8.164328920756688e-06,0.75,0.9722222222222222,True,0.005583466229943046,0.003370649926370779,True,True,False,True,True,False,True,True,False,False,False,True,False,True,False,False,False,False,0.3126179019862753,0.37791754512169046,0.31319058906479813,0.6982039390634311,0.865878030318438,0.7538848914924201,0.6735567424992854,-0.8706594521345795,0.38790275415594927,0.6489095459351396,False
51,0,e89_project_away_e72_ec3c48da,project_away_e72,e86,,,,,0.8,e86_active_top80cell,0.9702688313384309,579,250,0.005328732428966978,0.00026875203716852485,0.009123717722815821,0.0026340495024065355,-2.2615316853880074e-05,-2.2615316853880074e-05,-2.9710762173285055e-05,6.837702850481797e-06,6.837702850481797e-06,-5.138796740800089e-06,-3.382430449783147e-05,-3.382430449783147e-05,-2.9710762173285055e-05,-4.085934891440157e-05,-4.085934891440157e-05,-2.9710762173285055e-05,-4.085934891440157e-05,6.837702850481797e-06,2,3,50,0.00021520253262550805,0.0001698850672883223,-4.728936905543102e-05,9.391343401024543e-05,-0.0002508371628132944,-7.846186440152447e-05,-0.00017513447187645593,0.00020362724845992853,0.5833333333333334,0.8055555555555556,True,0.0053287324289669905,0.002634049502406541,True,True,False,True,True,False,True,True,False,False,False,True,False,True,False,False,False,False,0.31497291199982125,0.36664893269437665,0.3013416063145143,0.6773851396028341,0.8724008539281969,0.8069652847184369,0.6448251603834388,-0.9249936896380597,0.1941787562004506,0.6122651811640436,False
45,0,e89_project_away_e72_76c284ef,project_away_e72,e86,,,,,0.8,e86_active,0.7583747102151496,579,250,0.005460946486108313,2.4306794318640093e-05,0.009538426254950568,0.0027149906477242254,-2.1802144218874275e-05,-2.1802144218874275e-05,-3.2436290301585124e-05,1.1638244624134764e-05,1.1638244624134764e-05,2.168409758418477e-06,-3.485096343380789e-05,-3.485096343380789e-05,-3.2436290301585124e-05,-4.21937138469497e-05,-4.21937138469497e-05,-3.2436290301585124e-05,-4.21937138469497e-05,1.1638244624134764e-05,2,2,44,0.00034163240018387776,0.0002745480071644213,2.1254542447668445e-05,8.453876840730512e-06,-0.0002988560919246763,-0.0001452011075419729,-0.0002550333408326481,7.279360508349369e-05,0.6111111111111112,0.8333333333333334,True,0.005460946486108314,0.0027149906477242276,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,0.3156811260357398,0.35615917003673864,0.2987848471281547,0.6580052677182275,0.8743624401667608,0.7880784246636541,0.6329813235606605,-0.9013177927832188,0.2264511101708308,0.6079573794030934,False
52,0,e89_project_away_e72_719ef605,project_away_e72,e86,,,,,1.0,e86_active_top80cell,0.9702688313384309,579,250,0.005353748893938264,0.000548582358615014,0.0089576237954307,0.0025413915866768946,-2.0191175184369747e-05,-2.0191175184369747e-05,-2.6799261586107903e-05,1.1586700676580186e-05,1.1586700676580186e-05,-9.624065608893062e-07,-3.2374936836387924e-05,-3.2374936836387924e-05,-2.6799261586107903e-05,-3.978528939319048e-05,-3.978528939319048e-05,-2.6799261586107903e-05,-3.978528939319048e-05,1.1586700676580186e-05,2,3,51,0.0003473750570143153,0.00026080451386290004,1.6526014325890515e-06,0.00019272950760021446,-0.00019491764168395875,-1.0940670418721488e-06,-8.276785506715146e-05,0.0004257332525840096,0.4722222222222222,0.6944444444444444,True,0.00535374889393827,0.0025413915866769063,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.30734627248547935,0.36960839252405087,0.299765587468454,0.6828527516183418,0.8512768570020162,0.791222108994924,0.6437199512671822,-0.929453329415544,-0.018692568567404453,0.6045871509160226,False
46,0,e89_project_away_e72_84cab47d,project_away_e72,e86,,,,,1.0,e86_active,0.7583747102151496,579,250,0.005519280795952001,0.00024302580505265815,0.009476472039126509,0.0026425680183240073,-1.9495543422842765e-05,-1.9495543422842765e-05,-3.076378068567198e-05,1.719350443007972e-05,1.719350443007972e-05,6.720343191712885e-06,-3.3933206658232073e-05,-3.3933206658232073e-05,-3.076378068567198e-05,-4.174692804026492e-05,-4.174692804026492e-05,-3.076378068567198e-05,-4.174692804026492e-05,1.719350443007972e-05,2,2,45,0.0005051575632231686,0.00038712802224138976,8.711008498180073e-05,8.488156255795354e-05,-0.00025592728171212886,-8.552285957708766e-05,-0.0001835779140708642,0.00018977120961322091,0.5833333333333334,0.8055555555555556,True,0.005519280795952011,0.00264256801832399,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,0.3084358336223276,0.35373424718708507,0.2965058921134415,0.6535252145759267,0.8542946849801692,0.78441969115311,0.6251316079751371,-0.9182073878538982,0.03884259014049267,0.5967380013743475,False
40,0,e89_cell_e72_fallback_2dc14a18,cell_e72_fallback,e86,mixmin,,0.9,,,,,450,247,0.003996316087049739,6.961098364399732e-17,0.00699355315233699,1.560834794744892e-16,-1.811389140771169e-05,-1.811389140771169e-05,-2.368235572602906e-05,1.0881056987432913e-05,1.0881056987432913e-05,-3.0566179476387845e-06,-2.9234165419889102e-05,-2.9234165419889102e-05,-2.368235572602906e-05,-3.598856579090093e-05,-3.598856579090093e-05,-2.368235572602906e-05,-3.598856579090093e-05,1.0881056987432913e-05,2,3,39,-0.00011307141719310576,-8.588668570197466e-05,-0.00012341362640558295,0.0,2.7755575615628914e-17,1.3877787807814457e-17,1.0665436412866762e-17,1.8041124150158794e-16,0.25,1.0,True,0.003996316087049763,1.794196301946327e-16,True,True,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,True,0.33314605839058786,0.15548262505835544,0.2179153266939444,0.2872546741292738,0.9227361933362915,0.9222261217784503,0.2094151950818277,-0.9994472184341259,-0.009834907922362298,0.13157571603438162,False
37,0,e89_cell_e72_fallback_2ac1c026,cell_e72_fallback,e86,mixmin,,0.8,,,,,379,236,0.003374958371272326,6.502206180888e-17,0.005906177149726522,1.560834794744892e-16,-1.3998825157290895e-05,-1.3998825157290895e-05,-1.9653857868284774e-05,1.1746922620403666e-05,1.1746922620403666e-05,3.0508629393910525e-06,-2.4143084303873685e-05,-2.4143084303873685e-05,-1.9653857868284774e-05,-2.9600313788291643e-05,-2.9600313788291643e-05,-1.9653857868284774e-05,-2.9600313788291643e-05,1.1746922620403666e-05,2,2,36,-2.8550090529944062e-05,-1.779668771506593e-05,-6.111072672124185e-05,0.0,2.7755575615628914e-17,1.3877787807814457e-17,1.0665436412866762e-17,1.8041124150158794e-16,0.25,1.0,True,0.0033749583712723544,1.794196301946327e-16,True,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,True,0.34146838138667973,7.083192780391472e-15,0.2100650194428322,1.308622254841996e-14,0.9457870698143962,0.9452653700245095,0.05322905525517549,-0.9994483961490518,-0.05333010923963231,0.10645811051033789,False
16,0,e89_row_e72_fallback_78ecab2e,row_e72_fallback,e86,mixmin,0.6,,,,,,305,150,0.0025981892499737235,1.8736935160608037e-05,0.004532778486083558,0.00034168695989212136,-1.191929737442976e-05,-1.191929737442976e-05,-5.82252426717389e-06,9.666099891614266e-07,9.666099891614266e-07,-3.998023445195287e-06,-1.5985842563348562e-05,-1.5985842563348562e-05,-5.82252426717389e-06,-2.073865954876908e-05,-2.073865954876908e-05,-5.82252426717389e-06,-2.073865954876908e-05,9.666099891614266e-07,2,3,15,-0.00016934878912285844,-6.55981167838604e-05,-0.00010876276350413328,-9.309262366419269e-06,-6.399275030009866e-05,-3.665100633325896e-05,-2.7022774872526244e-05,1.8041124150158794e-16,0.3333333333333333,1.0,True,0.0025981892499737824,0.0003416869598921593,True,True,False,True,True,True,False,True,False,False,False,True,False,True,True,True,False,True,0.3021108646629717,0.23534854705666003,1.1298440364209264e-14,0.4348072343529418,0.8367760092115858,0.7717940192209578,0.3020459036570533,-0.92234243181535,0.20694734763163303,0.1692845729611648,False
34,0,e89_cell_e72_fallback_6334eda9,cell_e72_fallback,e86,mixmin,,0.7,,,,,304,210,0.0027776586170918122,5.617728504603292e-17,0.00486090257991063,1.560834794744892e-16,-1.1474064211536295e-05,-1.1474064211536295e-05,-1.949018776659095e-05,9.658528531297783e-06,9.658528531297783e-06,3.5931062236649325e-07,-1.9515734570929588e-05,-1.9515734570929588e-05,-1.949018776659095e-05,-2.4564986594866056e-05,-2.4564986594866056e-05,-1.949018776659095e-05,-2.4564986594866056e-05,9.658528531297783e-06,2,2,33,7.9601708312671e-06,9.435972725402308e-06,-2.8749722557591673e-05,0.0,2.7755575615628914e-17,1.3877787807814457e-17,1.0665436412866762e-17,1.8041124150158794e-16,0.25,1.0,True,0.0027776586170918448,1.794196301946327e-16,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.3565627519335005,8.606342270579918e-15,0.2176589925903387,1.5900246368059215e-14,0.9875949245627517,0.9870873078459689,0.03768837373154456,-0.9994860071633038,-0.04137778752901418,0.07537674746307321,False
31,0,e89_cell_e72_fallback_23981c45,cell_e72_fallback,e86,mixmin,,0.6,,,,,235,187,0.002070226660756823,5.384581669432009e-17,0.0036228966563243994,1.560834794744892e-16,-8.769898860783165e-06,-8.769898860783165e-06,-1.345869070645822e-05,7.797010530663506e-06,7.797010530663506e-06,-3.6487938308571444e-06,-1.4957011786664864e-05,-1.4957011786664864e-05,-1.345869070645822e-05,-1.9149695326126093e-05,-1.9149695326126093e-05,-1.345869070645822e-05,-1.9149695326126093e-05,7.797010530663506e-06,2,3,30,9.2794001056129e-05,7.37560818975247e-05,1.174922359131747e-05,0.0,2.7755575615628914e-17,1.3877787807814457e-17,1.0665436412866762e-17,1.8041124150158794e-16,0.25,1.0,True,0.0020702266607568794,1.794196301946327e-16,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.35605081039510633,1.1547277031384673e-14,0.19050183782081168,2.133363325635851e-14,0.9861769669599193,0.9857414420708515,1.0666816628179254e-14,-0.9995583704510861,-0.04171175907684117,-0.08439194911618084,False
