basename,source_path,bridge_lane,source_basename,source_experiment,source_target,source_family,source_quadrant,source_failure_mode,multiplier,source_actual_p90,source_null_strict_rate,nonzero_cells,nonzero_rows,mean_abs_delta,max_abs_delta,mean_abs_delta_Q1,mean_abs_delta_Q2,mean_abs_delta_Q3,mean_abs_delta_S1,mean_abs_delta_S2,mean_abs_delta_S3,mean_abs_delta_S4,promotion_decision,strict_promote_gate,info_sensor_gate,pred_delta_vs_current_mean,pred_delta_vs_current_p10,pred_delta_vs_current_p90,pred_beats_current_rate,incremental_bad_axis_vs_current
submission_e299_bridge_visible_common_scale_down_e289_lifeslice_Q3_family_jepa_context_dateblock5_pc_ce_m0p920_b1731380.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e289_lifeslice_Q3_family_jepa_context_dateblock5_pc_ce_m0p920_b1731380.csv,visible_common_scale_down,submission_e289_lifeslice_Q3_family_jepa_context_dateblock5_pc_centered_s050_a5007702.csv,e289,Q3,family_jepa_context,visible_but_null_common,matched_null_hallucination,0.92,-0.0003986788385278,1.0,115,115,0.002152335785970345,0.036800000000001054,0.0,0.0,0.016376467936730883,0.0,0.0,0.0,0.0,promote_candidate,True,False,-0.0005344182872039146,-0.0006792650014825081,-0.0003660130526821699,1.0,-0.001678789610562198
submission_e299_bridge_visible_common_scale_down_e297_epstate_routine_fragmentation_S1_raw_human_contex_m0p750_84828960.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e297_epstate_routine_fragmentation_S1_raw_human_contex_m0p750_84828960.csv,visible_common_scale_down,submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_all_centered_s030_f8fc2700.csv,e297,S1,routine_fragmentation,visible_but_null_common,matched_null_hallucination,0.75,-0.00056547497621,0.9047619047619048,250,250,0.007593522111064055,0.14625000000000038,0.0,0.0,1.7763568394002505e-18,0.07087287303659784,0.0,0.0,0.0,promote_candidate,True,False,-0.0008648954780712321,-0.0012113356395629061,-0.0003650491056278361,0.9411764705882353,-0.0014859084694694713
submission_e299_bridge_visible_common_scale_down_e297_epstate_routine_fragmentation_S1_raw_human_contex_m0p990_596a83ce.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e297_epstate_routine_fragmentation_S1_raw_human_contex_m0p990_596a83ce.csv,visible_common_scale_down,submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_all_centered_s022_7c891264.csv,e297,S1,routine_fragmentation,visible_but_null_common,matched_null_hallucination,0.99,-0.0003524736247902,0.9523809523809524,250,250,0.007350529403510012,0.14157000000000045,0.0,0.0,1.7763568394002505e-18,0.05197344022683846,0.0,0.0,0.0,promote_candidate,True,False,-0.0008264240833245289,-0.0011553704784934699,-0.0003469412535002569,0.9411764705882353,-0.0014383593984463594
submission_e299_bridge_visible_common_scale_down_e289_lifeslice_Q3_family_jepa_context_dateblock5_pc_ce_m0p850_a13970d7.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e289_lifeslice_Q3_family_jepa_context_dateblock5_pc_ce_m0p850_a13970d7.csv,visible_common_scale_down,submission_e289_lifeslice_Q3_family_jepa_context_dateblock5_pc_centered_s050_a5007702.csv,e289,Q3,family_jepa_context,visible_but_null_common,matched_null_hallucination,0.85,-0.0003986788385278,1.0,115,115,0.0019885711066030356,0.034000000000000974,0.0,0.0,0.016376467936730883,0.0,0.0,0.0,0.0,promote_candidate,True,False,-0.00049201712000752,-0.0006252136157628972,-0.0003369351578035799,1.0,-0.0037686121684155083
submission_e299_bridge_visible_common_scale_down_e297_epstate_routine_fragmentation_S1_raw_human_contex_m0p970_26ef4510.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e297_epstate_routine_fragmentation_S1_raw_human_contex_m0p970_26ef4510.csv,visible_common_scale_down,submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_all_centered_s022_7c891264.csv,e297,S1,routine_fragmentation,visible_but_null_common,matched_null_hallucination,0.97,-0.0003524736247902,0.9523809523809524,250,250,0.0072020338600047576,0.13871000000000044,0.0,0.0,1.7763568394002505e-18,0.05197344022683846,0.0,0.0,0.0,promote_candidate,True,False,-0.0008031959779138898,-0.0011216213326098671,-0.0003360452105309957,0.9411764705882353,-0.001409301632821186
submission_e299_bridge_visible_common_scale_down_e297_epstate_bedtime_arousal_S1_raw_human_context_date_m0p750_a24fc906.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e297_epstate_bedtime_arousal_S1_raw_human_context_date_m0p750_a24fc906.csv,visible_common_scale_down,submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_all_centered_s030_11e075f1.csv,e297,S1,bedtime_arousal,visible_but_null_common,matched_null_hallucination,0.75,-0.0005254630682927,1.0,250,250,0.007071787934217125,0.14625000000000038,0.0,0.0,1.7763568394002505e-18,0.06600335405269317,0.0,0.0,0.0,promote_candidate,True,False,-0.0005886278076894009,-0.0009076361710957282,-0.00033083763499648904,0.9411764705882353,-0.0045286336387723725
submission_e299_bridge_visible_common_scale_down_e297_epstate_bedtime_arousal_S1_raw_human_context_date_m0p990_3fb9678e.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e297_epstate_bedtime_arousal_S1_raw_human_context_date_m0p990_3fb9678e.csv,visible_common_scale_down,submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_all_centered_s022_bfbce9d1.csv,e297,S1,bedtime_arousal,visible_but_null_common,matched_null_hallucination,0.99,-0.0003188263513561,1.0,250,250,0.0068454907203221935,0.14157000000000045,0.0,0.0,1.7763568394002505e-18,0.04840245963864177,0.0,0.0,0.0,promote_candidate,True,False,-0.0005587369529857926,-0.000861114473818911,-0.00031358431821897374,0.9411764705882353,-0.004383717362331674
submission_e299_bridge_visible_common_scale_down_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_su_m0p990_a8cca6ed.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_su_m0p990_a8cca6ed.csv,visible_common_scale_down,submission_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv_bf70_centered_s050_11303716.csv,e291,Q3,Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv,visible_but_null_common,matched_null_hallucination,0.99,-0.0003141511233707,1.0,89,89,0.001821549720640722,0.039600000000001134,0.0,0.0,0.012879644489378842,0.0,0.0,0.0,0.0,promote_candidate,True,False,-0.00046446503704653485,-0.0005913933855945857,-0.0003110145115711799,1.0,-0.006942636274924807
submission_e299_bridge_visible_common_scale_down_e297_epstate_routine_fragmentation_S1_raw_human_contex_m0p920_526afab3.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e297_epstate_routine_fragmentation_S1_raw_human_contex_m0p920_526afab3.csv,visible_common_scale_down,submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_all_centered_s022_7c891264.csv,e297,S1,routine_fragmentation,visible_but_null_common,matched_null_hallucination,0.92,-0.0003524736247902,0.9523809523809524,250,250,0.006830795001241628,0.13156000000000043,0.0,0.0,1.7763568394002505e-18,0.05197344022683846,0.0,0.0,0.0,promote_candidate,True,False,-0.0007458797343582464,-0.00103846237173753,-0.0003092650246935729,0.9411764705882353,-0.001336657218758197
submission_e299_bridge_visible_common_scale_down_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_su_m0p970_3fafcb06.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_su_m0p970_3fafcb06.csv,visible_common_scale_down,submission_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv_bf70_centered_s050_11303716.csv,e291,Q3,Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv,visible_but_null_common,matched_null_hallucination,0.97,-0.0003141511233707,1.0,89,89,0.0017847507363853536,0.03880000000000111,0.0,0.0,0.012879644489378842,0.0,0.0,0.0,0.0,promote_candidate,True,False,-0.0004548504577370876,-0.0005791292903653819,-0.00030474048270372325,1.0,-0.007391169460125302
submission_e299_bridge_visible_common_scale_down_e297_epstate_bedtime_arousal_S1_raw_human_context_date_m0p970_233cbf2b.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e297_epstate_bedtime_arousal_S1_raw_human_context_date_m0p970_233cbf2b.csv,visible_common_scale_down,submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_all_centered_s022_bfbce9d1.csv,e297,S1,bedtime_arousal,visible_but_null_common,matched_null_hallucination,0.97,-0.0003188263513561,1.0,250,250,0.0067071979784975025,0.13871000000000044,0.0,0.0,1.7763568394002505e-18,0.04840245963864177,0.0,0.0,0.0,promote_candidate,True,False,-0.00054067947921689,-0.0008330177629248953,-0.00030316942370000406,0.9411764705882353,-0.004295157415617867
submission_e299_bridge_visible_common_scale_down_e289_lifeslice_Q3_family_jepa_context_dateblock5_pc_ce_m0p750_8e976eb1.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e289_lifeslice_Q3_family_jepa_context_dateblock5_pc_ce_m0p750_8e976eb1.csv,visible_common_scale_down,submission_e289_lifeslice_Q3_family_jepa_context_dateblock5_pc_centered_s050_a5007702.csv,e289,Q3,family_jepa_context,visible_but_null_common,matched_null_hallucination,0.75,-0.0003986788385278,1.0,115,115,0.0017546215646497374,0.03000000000000086,0.0,0.0,0.016376467936730883,0.0,0.0,0.0,0.0,promote_candidate,True,False,-0.00043168838225086676,-0.0005483319367464032,-0.0002941262694496444,1.0,-0.006754072965348745
submission_e299_bridge_visible_common_scale_down_e297_epstate_routine_fragmentation_S1_raw_human_contex_m0p650_0cd8c25a.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e297_epstate_routine_fragmentation_S1_raw_human_contex_m0p650_0cd8c25a.csv,visible_common_scale_down,submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_all_centered_s030_f8fc2700.csv,e297,S1,routine_fragmentation,visible_but_null_common,matched_null_hallucination,0.65,-0.00056547497621,0.9047619047619048,250,250,0.006581052496255514,0.12675000000000033,0.0,0.0,1.7763568394002505e-18,0.07087287303659784,0.0,0.0,0.0,promote_candidate,True,False,-0.0007079864411314034,-0.0009835868021353495,-0.0002916523986692779,0.9411764705882353,-0.0012877873402068474
submission_e299_bridge_visible_common_scale_down_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_su_m0p920_aa734ff1.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_su_m0p920_aa734ff1.csv,visible_common_scale_down,submission_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv_bf70_centered_s050_11303716.csv,e291,Q3,Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv,visible_but_null_common,matched_null_hallucination,0.92,-0.0003141511233707,1.0,89,89,0.0016927532757469333,0.036800000000001054,0.0,0.0,0.012879644489378842,0.0,0.0,0.0,0.0,promote_candidate,True,False,-0.00043080786785704085,-0.0005484613099658787,-0.0002890507204013889,1.0,-0.008512502423126456
submission_e299_bridge_visible_common_scale_down_e297_epstate_bedtime_arousal_S1_raw_human_context_date_m0p920_24b11ed6.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e297_epstate_bedtime_arousal_S1_raw_human_context_date_m0p920_24b11ed6.csv,visible_common_scale_down,submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_all_centered_s022_bfbce9d1.csv,e297,S1,bedtime_arousal,visible_but_null_common,matched_null_hallucination,0.92,-0.0003188263513561,1.0,250,250,0.006361466123935776,0.13156000000000043,0.0,0.0,1.7763568394002505e-18,0.04840245963864177,0.0,0.0,0.0,promote_candidate,True,False,-0.0004963743039508343,-0.0007641076391349946,-0.00027764413677733383,0.9411764705882353,-0.00407375754883349
submission_e299_bridge_visible_common_scale_down_e297_epstate_routine_fragmentation_S1_raw_human_contex_m0p850_0de3d11e.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e297_epstate_routine_fragmentation_S1_raw_human_contex_m0p850_0de3d11e.csv,visible_common_scale_down,submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_all_centered_s022_7c891264.csv,e297,S1,routine_fragmentation,visible_but_null_common,matched_null_hallucination,0.85,-0.0003524736247902,0.9523809523809524,250,250,0.006311060598973242,0.1215500000000004,0.0,0.0,1.7763568394002505e-18,0.05197344022683846,0.0,0.0,0.0,promote_candidate,True,False,-0.0006673409367685217,-0.0009247878174421249,-0.0002728164054973266,0.9411764705882353,-0.0012349550390701736
submission_e299_bridge_visible_common_scale_down_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_su_m0p850_8d956d92.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_su_m0p850_8d956d92.csv,visible_common_scale_down,submission_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv_bf70_centered_s050_11303716.csv,e291,Q3,Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv,visible_but_null_common,matched_null_hallucination,0.85,-0.0003141511233707,1.0,89,89,0.001563956830853145,0.034000000000000974,0.0,0.0,0.012879644489378842,0.0,0.0,0.0,0.0,promote_candidate,True,False,-0.00039713354217929563,-0.000505507606260695,-0.0002670738274113286,1.0,-0.010082368571328104
submission_e299_bridge_visible_common_scale_down_e289_lifeslice_S4_family_jepa_context_dateblock5_clust_m0p990_e7db1673.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e289_lifeslice_S4_family_jepa_context_dateblock5_clust_m0p990_e7db1673.csv,visible_common_scale_down,submission_e289_lifeslice_S4_family_jepa_context_dateblock5_cluster6_raw_s050_a32b1096.csv,e289,S4,family_jepa_context,visible_but_null_common,matched_null_hallucination,0.99,-0.0002687271004895,1.0,250,250,0.005225863396156216,0.039600000000001134,0.0,0.0,1.7763568394002505e-18,0.0,0.0,0.0,0.03695054926575103,promote_candidate,True,False,-0.0008570349647566676,-0.001565605872727851,-0.00026571314709760156,0.9117647058823529,0.008852485347739747
submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p990_a0b34cad.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p990_a0b34cad.csv,visible_common_scale_down,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_cont_7051b599.csv,e293,multi,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,visible_but_null_common,matched_null_hallucination,0.99,-0.0002676222838103,1.0,155,155,0.0038586787042039702,0.04752000000000048,0.0,0.0,1.7763568394002505e-18,0.0,0.0,0.0,0.02728358679740181,promote_candidate,True,False,-0.0009293193326493615,-0.0017052933584202074,-0.0002647121592701736,0.9411764705882353,0.007040542702786479
submission_e299_bridge_visible_common_scale_down_e297_epstate_bedtime_arousal_S1_raw_human_context_date_m0p650_c9589a4a.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e297_epstate_bedtime_arousal_S1_raw_human_context_date_m0p650_c9589a4a.csv,visible_common_scale_down,submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_all_centered_s030_11e075f1.csv,e297,S1,bedtime_arousal,visible_but_null_common,matched_null_hallucination,0.65,-0.0005254630682927,1.0,250,250,0.006128882876321508,0.12675000000000033,0.0,0.0,1.7763568394002505e-18,0.06600335405269317,0.0,0.0,0.0,promote_candidate,True,False,-0.0004672796437970067,-0.000718877621511593,-0.0002609055355684008,0.9411764705882353,-0.003924815820269295
submission_e299_bridge_visible_common_scale_down_e289_lifeslice_S4_family_jepa_context_dateblock5_clust_m0p970_89ac9d3f.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e289_lifeslice_S4_family_jepa_context_dateblock5_clust_m0p970_89ac9d3f.csv,visible_common_scale_down,submission_e289_lifeslice_S4_family_jepa_context_dateblock5_cluster6_raw_s050_a32b1096.csv,e289,S4,family_jepa_context,visible_but_null_common,matched_null_hallucination,0.97,-0.0002687271004895,1.0,250,250,0.005120290398254072,0.03880000000000111,0.0,0.0,1.7763568394002505e-18,0.0,0.0,0.0,0.03695054926575103,promote_candidate,True,False,-0.0008410206614669359,-0.001536696300307215,-0.00025969134825577734,0.9117647058823529,0.008673647259906658
submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p970_6f34f642.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p970_6f34f642.csv,visible_common_scale_down,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_cont_7051b599.csv,e293,multi,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,visible_but_null_common,matched_null_hallucination,0.97,-0.0002676222838103,1.0,155,155,0.0037807255990685365,0.04656000000000047,0.0,0.0,1.7763568394002505e-18,0.0,0.0,0.0,0.02728358679740181,promote_candidate,True,False,-0.0009114996083946438,-0.0016728373590612715,-0.0002588915575856204,0.9411764705882353,0.0068983095168715924
submission_e299_bridge_visible_common_scale_down_e289_lifeslice_Q3_family_jepa_context_dateblock5_pc_ce_m0p650_5bae9364.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e289_lifeslice_Q3_family_jepa_context_dateblock5_pc_ce_m0p650_5bae9364.csv,visible_common_scale_down,submission_e289_lifeslice_Q3_family_jepa_context_dateblock5_pc_centered_s050_a5007702.csv,e289,Q3,family_jepa_context,visible_but_null_common,matched_null_hallucination,0.65,-0.0003986788385278,1.0,115,115,0.0015206720226964394,0.026000000000000745,0.0,0.0,0.016376467936730883,0.0,0.0,0.0,0.0,promote_candidate,True,False,-0.0003715760719117244,-0.000471747593052861,-0.00025161659381069183,1.0,-0.009739533762281982
submission_e299_bridge_visible_common_scale_down_e289_lifeslice_S4_family_jepa_context_dateblock5_clust_m0p920_b352dcb0.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e289_lifeslice_S4_family_jepa_context_dateblock5_clust_m0p920_b352dcb0.csv,visible_common_scale_down,submission_e289_lifeslice_S4_family_jepa_context_dateblock5_cluster6_raw_s050_a32b1096.csv,e289,S4,family_jepa_context,visible_but_null_common,matched_null_hallucination,0.92,-0.0002687271004895,1.0,250,250,0.004856357903498707,0.036800000000001054,0.0,0.0,1.7763568394002505e-18,0.0,0.0,0.0,0.03695054926575103,promote_candidate,True,False,-0.0008007341024780495,-0.0014638975377653488,-0.0002447633995176489,0.9117647058823529,0.008226552040323853
submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p920_cdd33ee8.csv,analysis_outputs/submission_e299_bridge_visible_common_scale_down_e293_s4lownull_S4_family_jepa_context_dateblock5_clust_m0p920_cdd33ee8.csv,visible_common_scale_down,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_cont_7051b599.csv,e293,multi,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,visible_but_null_common,matched_null_hallucination,0.92,-0.0002676222838103,1.0,155,155,0.003585842836229952,0.04416000000000045,0.0,0.0,1.7763568394002505e-18,0.0,0.0,0.0,0.02728358679740181,promote_candidate,True,False,-0.0008669398405491399,-0.0015916778684106569,-0.00024433800423364016,0.9411764705882353,0.006542726552084377
