q3_scale,s4_mode,s4_scale,fold,delta_mean,ungated_delta_mean,keep_abs_share
0.75,anti_toward_control,0.75,geom_r02,-0.001217690929024684,-0.0014817035922308763,0.540390661587697
0.75,anti_toward_control,0.75,geom_r03,-0.00010093494941565417,-0.0006136397348490696,0.5474619259177459
0.75,anti_toward_control,0.75,geom_r04,-0.0017753124612716054,-0.0022858323321223173,0.46966499576151594
0.75,anti_toward_control,0.75,geom_r05,0.0006066516477416517,0.001165922372909689,0.5389387960308367
0.75,anti_toward_control,0.75,geom_r06,-0.0016879055687319955,-0.0018891100189175614,0.4855448369610353
0.75,anti_toward_control,0.75,geom_r07,-0.0009716769906723544,-0.000812861038957835,0.5170923354661562
0.75,anti_toward_control,1.0,geom_r00,-0.0010350236925138478,-0.0015558685406182882,0.5748518972186057
0.75,anti_toward_control,1.0,geom_r01,-0.000477575719500245,-0.0009929555117198507,0.6375199086526846
0.75,anti_toward_control,1.0,geom_r02,-0.0013944502605227616,-0.0014817035922308763,0.6047713629225291
0.75,anti_toward_control,1.0,geom_r03,-0.00016430058713146067,-0.0006136397348490696,0.5830972859277765
0.75,anti_toward_control,1.0,geom_r04,-0.001953854554933465,-0.0022858323321223173,0.5239094011822585
0.75,anti_toward_control,1.0,geom_r05,0.0006316508329402559,0.001165922372909689,0.597089393413723
0.75,anti_toward_control,1.0,geom_r06,-0.0018087169532462477,-0.0018891100189175614,0.539913595781703
0.75,anti_toward_control,1.0,geom_r07,-0.0009071213495679409,-0.000812861038957835,0.5769442421404546
0.75,zero,1.0,geom_r00,-0.00040882123069485576,-0.0015558685406182882,0.418004576024703
0.75,zero,1.0,geom_r01,-0.00028883158733794545,-0.0009929555117198507,0.39541466620240673
0.75,zero,1.0,geom_r02,-0.0006013366996653335,-0.0014817035922308763,0.34724855758320106
0.75,zero,1.0,geom_r03,0.00014134977305202412,-0.0006136397348490696,0.44055584588765456
0.75,zero,1.0,geom_r04,-0.001166945091434557,-0.0022858323321223173,0.3069317794992868
0.75,zero,1.0,geom_r05,0.0006754126018262419,0.001165922372909689,0.36448700388217853
0.75,zero,1.0,geom_r06,-0.0012481191422232252,-0.0018891100189175614,0.32243856049903363
0.75,zero,1.0,geom_r07,-0.001018243896342086,-0.000812861038957835,0.3375366154432611
1.0,raw,0.5,geom_r00,-0.0010455749864491937,-0.0015558685406182882,0.778669717349786
1.0,raw,0.5,geom_r01,-0.0006985638565785157,-0.0009929555117198507,0.7636097774682565
1.0,raw,0.5,geom_r02,-0.0011740656405229144,-0.0014817035922308763,0.7314990383887844
1.0,raw,0.5,geom_r03,-0.0001971926683377312,-0.0006136397348490696,0.7937038972584226
1.0,raw,0.5,geom_r04,-0.0019699825922029346,-0.0022858323321223173,0.7046211863328401
1.0,raw,0.5,geom_r05,0.0010023648122430284,0.001165922372909689,0.7429913359214398
1.0,raw,0.5,geom_r06,-0.0018286847568839137,-0.0018891100189175614,0.714959040332672
1.0,raw,0.5,geom_r07,-0.0011513289014406514,-0.000812861038957835,0.7250244102954954
1.0,raw,0.75,geom_r00,-0.00131293381526576,-0.0015558685406182882,0.889334858674878
1.0,raw,0.75,geom_r01,-0.0008617043138304803,-0.0009929555117198507,0.8818048887341148
1.0,raw,0.75,geom_r02,-0.00134376920347834,-0.0014817035922308763,0.8657495191943766
1.0,raw,0.75,geom_r03,-0.00042023059935791807,-0.0006136397348490696,0.8968519486291985
1.0,raw,0.75,geom_r04,-0.002146587849649606,-0.0022858323321223173,0.8523105931664033
1.0,raw,0.75,geom_r05,0.0010581619622045402,0.001165922372909689,0.8714956679607081
1.0,raw,0.75,geom_r06,-0.0018794432713171716,-0.0018891100189175614,0.8574795201663198
1.0,raw,0.75,geom_r07,-0.0010132502679220945,-0.000812861038957835,0.8625122051477367
1.0,raw,1.0,geom_r00,-0.0015558685406182882,-0.0015558685406182882,0.9999999999999699
1.0,raw,1.0,geom_r01,-0.0009929555117198507,-0.0009929555117198507,0.9999999999999732
1.0,raw,1.0,geom_r02,-0.0014817035922308763,-0.0014817035922308763,0.9999999999999694
1.0,raw,1.0,geom_r03,-0.0006136397348490696,-0.0006136397348490696,0.9999999999999744
1.0,raw,1.0,geom_r04,-0.0022858323321223173,-0.0022858323321223173,0.9999999999999662
1.0,raw,1.0,geom_r05,0.001165922372909689,0.001165922372909689,0.9999999999999769
1.0,raw,1.0,geom_r06,-0.0018891100189175614,-0.0018891100189175614,0.9999999999999679
1.0,raw,1.0,geom_r07,-0.000812861038957835,-0.000812861038957835,0.9999999999999775
1.0,toward,0.5,geom_r00,-0.0007166855977261966,-0.0015558685406182882,0.7002460567528348
1.0,toward,0.5,geom_r01,-0.0005712537677755591,-0.0009929555117198507,0.6425571562431177
1.0,toward,0.5,geom_r02,-0.000748755499543452,-0.0014817035922308763,0.6027376357191205
1.0,toward,0.5,geom_r03,-2.698094662145767e-05,-0.0006136397348490696,0.7224331772383618
1.0,toward,0.5,geom_r04,-0.0015522288913840665,-0.0022858323321223173,0.5961323754913541
1.0,toward,0.5,geom_r05,0.0010721660675894196,0.001165922372909689,0.6266901411556677
1.0,toward,0.5,geom_r06,-0.0015226049250389728,-0.0018891100189175614,0.6062215226913374
1.0,toward,0.5,geom_r07,-0.001157664762682753,-0.000812861038957835,0.6053205969468985
1.0,toward,0.75,geom_r00,-0.0008314372688139615,-0.0015558685406182882,0.771699367779451
1.0,toward,0.75,geom_r01,-0.0006955369559917823,-0.0009929555117198507,0.7002259568964065
1.0,toward,0.75,geom_r02,-0.0007274149741188785,-0.0014817035922308763,0.6726074151898808
1.0,toward,0.75,geom_r03,-0.0001779458768903508,-0.0006136397348490696,0.7899458685991071
1.0,toward,0.75,geom_r04,-0.0015382204798126686,-0.0022858323321223173,0.6895773769041743
1.0,toward,0.75,geom_r05,0.0011269229162891303,0.001165922372909689,0.6970438758120499
1.0,toward,0.75,geom_r06,-0.0014396568448085123,-0.0018891100189175614,0.6943732437043181
1.0,toward,0.75,geom_r07,-0.001059817173591826,-0.000812861038957835,0.6829564851248415
1.0,toward,1.0,geom_r00,-0.0009296660787994071,-0.0015558685406182882,0.843152678806067
1.0,toward,1.0,geom_r01,-0.0008042113795576622,-0.0009929555117198507,0.7578947575496953
1.0,toward,1.0,geom_r02,-0.0006885900313734483,-0.0014817035922308763,0.7424771946606411
1.0,toward,1.0,geom_r03,-0.00030798937466569587,-0.0006136397348490696,0.8574585599598523
1.0,toward,1.0,geom_r04,-0.001498922868623409,-0.0022858323321223173,0.7830223783169945
1.0,toward,1.0,geom_r05,0.001209684141795897,0.001165922372909689,0.7673976104684322
1.0,toward,1.0,geom_r06,-0.0013285122078945388,-0.0018891100189175614,0.7825249647172984
1.0,toward,1.0,geom_r07,-0.00092398358573198,-0.000812861038957835,0.7605923733027838
1.0,closer,0.5,geom_r00,-0.0005567984526630987,-0.0015558685406182882,0.6919942131171513
1.0,closer,0.5,geom_r01,-0.0006042412407004649,-0.0009929555117198507,0.6271400546234608
1.0,closer,0.5,geom_r02,-0.0007163545978794428,-0.0014817035922308763,0.6000491199742144
1.0,closer,0.5,geom_r03,-6.0700911161615245e-05,-0.0006136397348490696,0.7180424916844312
1.0,closer,0.5,geom_r04,-0.0015067684367127132,-0.0022858323321223173,0.5831247845079893
1.0,closer,0.5,geom_r05,0.0011682996669244439,0.001165922372909689,0.6099321962985728
1.0,closer,0.5,geom_r06,-0.0013906848493601132,-0.0018891100189175614,0.5829534711873011
1.0,closer,0.5,geom_r07,-0.0013676817616011805,-0.000812861038957835,0.5942414880611566
1.0,closer,0.75,geom_r00,-0.0005933679312096762,-0.0015558685406182882,0.7593216023259257
1.0,closer,0.75,geom_r01,-0.0007483415444405894,-0.0009929555117198507,0.6771003044669212
1.0,closer,0.75,geom_r02,-0.0006793517608861821,-0.0014817035922308763,0.6685746415725218
1.0,closer,0.75,geom_r03,-0.0002292712613402026,-0.0006136397348490696,0.7833598402682114
1.0,closer,0.75,geom_r04,-0.0014727520302976194,-0.0022858323321223173,0.670065990429127
1.0,closer,0.75,geom_r05,0.0012653324448229641,0.001165922372909689,0.6719069585264076
1.0,closer,0.75,geom_r06,-0.0012474195638018104,-0.0018891100189175614,0.6594711664482635
1.0,closer,0.75,geom_r07,-0.0013784892496981893,-0.000812861038957835,0.6663378217962281
1.0,closer,1.0,geom_r00,-0.0006146061626491894,-0.0015558685406182882,0.8266489915347002
1.0,closer,1.0,geom_r01,-0.000879064265476126,-0.0009929555117198507,0.7270605543103816
1.0,closer,1.0,geom_r02,-0.0006252195563433149,-0.0014817035922308763,0.7371001631708293
1.0,closer,1.0,geom_r03,-0.0003774311039053124,-0.0006136397348490696,0.8486771888519914
1.0,closer,1.0,geom_r04,-0.001415267392556263,-0.0022858323321223173,0.7570071963502647
1.0,closer,1.0,geom_r05,0.0013864363360107657,0.001165922372909689,0.7338817207542424
1.0,closer,1.0,geom_r06,-0.0010798580102920896,-0.0018891100189175614,0.7359888617092258
1.0,closer,1.0,geom_r07,-0.0013537103522635041,-0.000812861038957835,0.7384341555312995
1.0,soft_toward,0.5,geom_r00,-0.0007318697069066404,-0.0015558685406182882,0.6880410585999087
1.0,soft_toward,0.5,geom_r01,-0.0004959763679383,-0.0009929555117198507,0.6411052098017812
1.0,soft_toward,0.5,geom_r02,-0.0008977756355460498,-0.0014817035922308763,0.6064659129358894
1.0,soft_toward,0.5,geom_r03,-8.006924475889576e-05,-0.0006136397348490696,0.7213235914759759
1.0,soft_toward,0.5,geom_r04,-0.0016414106770609171,-0.0022858323321223173,0.5899044275973594
1.0,soft_toward,0.5,geom_r05,0.001031079243612898,0.001165922372909689,0.6267091163355206
1.0,soft_toward,0.5,geom_r06,-0.0015736724391646195,-0.0018891100189175614,0.5970688792783755
1.0,soft_toward,0.5,geom_r07,-0.001247606876851326,-0.000812861038957835,0.6031306478836844
1.0,soft_toward,0.75,geom_r00,-0.0008613843728694226,-0.0015558685406182882,0.7533918705500621
1.0,soft_toward,0.75,geom_r01,-0.0005900038636014182,-0.0009929555117198507,0.6980480372344018
1.0,soft_toward,0.75,geom_r02,-0.0009552843670673772,-0.0014817035922308763,0.6781998310150343
1.0,soft_toward,0.75,geom_r03,-0.0002625564061868868,-0.0006136397348490696,0.7882814899555285
1.0,soft_toward,0.75,geom_r04,-0.0016801998812498997,-0.0022858323321223173,0.6802354550631823
1.0,soft_toward,0.75,geom_r05,0.0010548640581125035,0.001165922372909689,0.6970723385818297
1.0,soft_toward,0.75,geom_r06,-0.0015270065836257007,-0.0018891100189175614,0.6806442785848754
1.0,soft_toward,0.75,geom_r07,-0.001207390055832036,-0.000812861038957835,0.6796715615300201
1.0,soft_toward,1.0,geom_r00,-0.0009792926275201674,-0.0015558685406182882,0.8187426825002153
1.0,soft_toward,1.0,geom_r01,-0.0006733529143704287,-0.0009929555117198507,0.7549908646670224
1.0,soft_toward,1.0,geom_r02,-0.0009981617724539316,-0.0014817035922308763,0.7499337490941795
1.0,soft_toward,1.0,geom_r03,-0.00042753960727148765,-0.0006136397348490696,0.855239388435081
1.0,soft_toward,1.0,geom_r04,-0.0016992650670542009,-0.0022858323321223173,0.7705664825290051
1.0,soft_toward,1.0,geom_r05,0.0010995687578022606,0.001165922372909689,0.7674355608281385
1.0,soft_toward,1.0,geom_r06,-0.0014595127162166932,-0.0018891100189175614,0.7642196778913751
1.0,soft_toward,1.0,geom_r07,-0.0011377769188900544,-0.000812861038957835,0.7562124751763557
1.0,anti_toward_control,0.5,geom_r00,-0.0007675714120464194,-0.0015558685406182882,0.635763095296554
1.0,anti_toward_control,0.5,geom_r01,-0.00040308119589460567,-0.0009929555117198507,0.6482721761616795
1.0,anti_toward_control,0.5,geom_r02,-0.0011643958147213862,-0.0014817035922308763,0.5917594794472637
1.0,anti_toward_control,0.5,geom_r03,0.00016594159789762308,-0.0006136397348490696,0.658678514536932
1.0,anti_toward_control,0.5,geom_r04,-0.001923756664755305,-0.0022858323321223173,0.5177311835072
1.0,anti_toward_control,0.5,geom_r05,0.0009755513835351115,0.001165922372909689,0.6022838666086756
1.0,anti_toward_control,0.5,geom_r06,-0.001911654451416056,-0.0018891100189175614,0.538655598306711
1.0,anti_toward_control,0.5,geom_r07,-0.0012352011330725166,-0.000812861038957835,0.5697526339396104
1.0,anti_toward_control,0.75,geom_r00,-0.0009201785697753317,-0.0015558685406182882,0.6749749255950297
1.0,anti_toward_control,0.75,geom_r01,-0.00044193846493023603,-0.0009929555117198507,0.7087984867742488
1.0,anti_toward_control,0.75,geom_r02,-0.0013554399031013853,-0.0014817035922308763,0.6561401807820957
1.0,anti_toward_control,0.75,geom_r03,9.386859714632934e-05,-0.0006136397348490696,0.6943138745469627
1.0,anti_toward_control,0.75,geom_r04,-0.0021143703337733744,-0.0022858323321223173,0.5719755889279433
1.0,anti_toward_control,0.75,geom_r05,0.0009765916847969125,0.001165922372909689,0.6604344639915617
1.0,anti_toward_control,0.75,geom_r06,-0.0020453610460796634,-0.0018891100189175614,0.5930243571273782
1.0,anti_toward_control,0.75,geom_r07,-0.0011949700886448866,-0.000812861038957835,0.6296045406139088
1.0,anti_toward_control,1.0,geom_r00,-0.0010648844851424144,-0.0015558685406182882,0.7141867558935053
1.0,anti_toward_control,1.0,geom_r01,-0.00046451523925383764,-0.0009929555117198507,0.7693247973868185
1.0,anti_toward_control,1.0,geom_r02,-0.0015321992345993518,-0.0014817035922308763,0.7205208821169279
1.0,anti_toward_control,1.0,geom_r03,3.0502959430411813e-05,-0.0006136397348490696,0.7299492345569931
1.0,anti_toward_control,1.0,geom_r04,-0.002292912427435234,-0.0022858323321223173,0.6262199943486859
1.0,anti_toward_control,1.0,geom_r05,0.0010015908699954057,0.001165922372909689,0.718585061374448
1.0,anti_toward_control,1.0,geom_r06,-0.0021661724305940266,-0.0018891100189175614,0.6473931159480458
1.0,anti_toward_control,1.0,geom_r07,-0.0011304144475403621,-0.000812861038957835,0.6894564472882073
1.0,zero,1.0,geom_r00,-0.0004386820233234223,-0.0015558685406182882,0.5573394346996026
1.0,zero,1.0,geom_r01,-0.00027577110709153807,-0.0009929555117198507,0.5272195549365405
1.0,zero,1.0,geom_r02,-0.0007390856737419238,-0.0014817035922308763,0.4629980767775999
1.0,zero,1.0,geom_r03,0.0003361533196138966,-0.0006136397348490696,0.5874077945168711
1.0,zero,1.0,geom_r04,-0.001506002963936326,-0.0022858323321223173,0.40924237266571417
1.0,zero,1.0,geom_r05,0.0010453526388815026,0.001165922372909689,0.48598267184290345
1.0,zero,1.0,geom_r06,-0.0016055746195710041,-0.0018891100189175614,0.42991808066537646
1.0,zero,1.0,geom_r07,-0.0012415369943146182,-0.000812861038957835,0.45004882059101375
