variant,family,file,gate_count,rank_mean,rank_median,rank_min,top1_count,top5_count,top10_count,score_mean,score_std,pred_mean,pred_std_mean,gate_rate,top1_rate,top5_rate,top10_rate
e362_scale_g1.06_q11.04_q21.08_q30.75_s11.30,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_04_q21_08_q30_75_s11_30_df3e8779.csv,83,66.46987951807229,77.0,27.0,0,0,0,3.4722826995244533,0.22617754620099428,0.0003211488564241644,0.00015702235660957823,0.9880952380952381,0.0,0.0,0.0
e362_graft_donor_s1_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_s1_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_cf52e032.csv,83,67.855421686747,70.0,15.0,0,0,0,3.389183974232364,0.5829727982883621,0.0003105458796606998,0.0001523922215174544,0.9880952380952381,0.0,0.0,0.0
e362_scale_g1.00_q11.04_q21.08_q31.00_s11.30,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_00_q11_04_q21_08_q31_00_s11_30_9001fc16.csv,83,68.48192771084338,69.0,20.0,0,0,0,3.426009207067868,0.3713893318032689,0.00031842430990243963,0.00015750897325677457,0.9880952380952381,0.0,0.0,0.0
e362_scale_g1.06_q11.00_q21.00_q30.75_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_00_q21_00_q30_75_s11_00_f70f7d19.csv,76,69.0657894736842,75.0,37.0,0,0,0,3.3890406185703856,0.12221138323988871,0.0002608110512126347,0.00012887451575207686,0.9047619047619048,0.0,0.0,0.0
e362_graft_donor_s1_e360_e356_halfs3_amp__learned_anti_bad_cluster_compact_q,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_s1_e360_e356_halfs3_amp__learned_anti_bad_cluster_compact_q_d3f7b397.csv,84,69.30952380952381,70.0,9.0,0,0,1,3.333067240136912,0.7449245473868573,0.0002987868365917399,0.00013934884524282673,1.0,0.0,0.0,0.011904761904761904
e362_graft_donor_q3s1_e360_e356_halfs3_amp__learned_anti_bad_cluster_compact_q,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_q3s1_e360_e356_halfs3_amp__learned_anti_bad_cluster_compact_q_5d14bf75.csv,84,69.55952380952381,76.0,10.0,0,0,2,3.321676274545127,0.7660617486214762,0.00029834530725936936,0.00013963241209560901,1.0,0.0,0.0,0.023809523809523808
e362_scale_g1.03_q11.08_q21.08_q30.75_s11.15,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_08_q21_08_q30_75_s11_15_07c7fa8a.csv,78,70.83333333333333,87.0,31.0,0,0,0,3.3925437320140976,0.1367828940450328,0.0002918629149463015,0.00014273466247789147,0.9285714285714286,0.0,0.0,0.0
e362_graft_donor_s1_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_s1_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_62bedbd1.csv,84,73.61904761904762,72.0,12.0,0,0,0,3.252206058968354,0.7745200056855972,0.00028741691006001506,0.00012898951670930252,1.0,0.0,0.0,0.0
e362_graft_donor_s1_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_s1_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_a0ca8a8f.csv,84,74.01190476190476,79.5,13.0,0,0,0,3.275153125562962,0.723109613299076,0.00030554931920908685,0.00014368222544939178,1.0,0.0,0.0,0.0
e362_graft_donor_q3_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_q3_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_90f06001.csv,83,75.08433734939759,73.0,30.0,0,0,0,3.2812725048998006,0.6015893591247022,0.0003171281927998065,0.0001599472854459973,0.9880952380952381,0.0,0.0,0.0
e362_scale_g1.03_q11.00_q21.00_q31.00_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_00_q21_00_q31_00_s11_00_4fbcc850.csv,80,75.55,78.5,24.0,0,0,0,3.333029634300126,0.35239477376669853,0.0002916140957154146,0.00014604624602108186,0.9523809523809523,0.0,0.0,0.0
e362_scale_g1.03_q11.04_q21.08_q31.00_s11.30,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_04_q21_08_q31_00_s11_30_85bcf950.csv,83,75.81927710843374,79.0,25.0,0,0,0,3.3554133304972726,0.3778730722922017,0.00031954153330387313,0.00015714098284118079,0.9880952380952381,0.0,0.0,0.0
e362_graft_donor_q3s1_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_q3s1_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_6826fcf0.csv,84,76.1547619047619,83.5,14.0,0,0,0,3.242494220260614,0.7427501993098011,0.0003054180807440732,0.00014382321745040405,1.0,0.0,0.0,0.0
e362_scale_g1.06_q11.08_q21.08_q30.75_s11.15,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_08_q21_08_q30_75_s11_15_aa8d8555.csv,78,76.88461538461539,93.0,37.0,0,0,0,3.2967374785785886,0.15911335016689734,0.0002924871568699688,0.00014258054865601432,0.9285714285714286,0.0,0.0,0.0
e362_scale_g1.00_q11.08_q21.08_q31.00_s11.15,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_00_q11_08_q21_08_q31_00_s11_15_5cf716b1.csv,81,76.91358024691358,81.0,52.0,0,0,0,3.334667538492675,0.2841678595080091,0.00030135324468812,0.00014901947666687667,0.9642857142857143,0.0,0.0,0.0
e362_scale_g0.96_q11.08_q21.08_q31.00_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g0_96_q11_08_q21_08_q31_00_s11_00_2c40f9f5.csv,73,78.17808219178082,78.0,54.0,0,0,0,3.2465394980048026,0.20518776609517833,0.00021789604570944627,0.00011035666395722001,0.8690476190476191,0.0,0.0,0.0
e362_scale_g1.06_q11.04_q21.08_q31.00_s11.30,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_04_q21_08_q31_00_s11_30_551e2208.csv,83,78.28915662650603,82.0,27.0,0,0,0,3.329754706087908,0.3869012805236126,0.0003203010342685616,0.00015688571421430434,0.9880952380952381,0.0,0.0,0.0
e362_graft_donor_q3s1_e360_e349_compact_core__learned_story_nonmonotone_random,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_q3s1_e360_e349_compact_core__learned_story_nonmonotone_random_4803cb08.csv,84,80.17857142857143,74.0,14.0,0,0,0,3.149802212814508,0.725088136199913,0.0002865809963523148,0.00012902473254540665,1.0,0.0,0.0,0.0
e362_graft_donor_s1_e361_e356_halfs3_amp__learned_free_mixture_subjective_he,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_s1_e361_e356_halfs3_amp__learned_free_mixture_subjective_he_6e52095d.csv,84,83.32142857142857,98.0,17.0,0,0,0,3.1157013751276046,0.7474436723519826,0.0002993153042674518,0.0001404679765463549,1.0,0.0,0.0,0.0
e362_scale_g1.03_q11.08_q21.08_q31.00_s11.15,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_08_q21_08_q31_00_s11_15_c3b45449.csv,80,83.4375,87.5,57.0,0,0,0,3.245918978562421,0.28824433919360976,0.0003022813160988494,0.00014878587974976598,0.9523809523809523,0.0,0.0,0.0
e362_graft_donor_s1_e361_e351_robust_center__learned_story_nonmonotone_s1_co,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_s1_e361_e351_robust_center__learned_story_nonmonotone_s1_co_c06cec92.csv,84,85.78571428571429,99.0,18.0,0,0,0,3.0533496216897853,0.7508823154883788,0.000304095717787369,0.0001431191686700761,1.0,0.0,0.0,0.0
e362_scale_g1.06_q11.00_q21.00_q31.00_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_00_q21_00_q31_00_s11_00_cf051716.csv,80,85.975,86.0,61.0,0,0,0,3.2182424337957123,0.34888909472736707,0.00029283478507696314,0.0001457041297639033,0.9523809523809523,0.0,0.0,0.0
e362_scale_g1.00_q11.04_q21.08_q31.00_s11.15,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_00_q11_04_q21_08_q31_00_s11_15_0b85e232.csv,79,86.21518987341773,85.0,54.0,0,0,0,3.2069432694302997,0.28521849233032553,0.00029028172094680907,0.0001440651241895728,0.9404761904761905,0.0,0.0,0.0
e362_scale_g1.03_q11.00_q21.00_q31.00_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_00_q21_00_q31_00_s10_90_9784ff56.csv,72,86.84722222222223,85.0,28.0,0,0,0,3.1509593491663166,0.31691277753572356,0.00021471048011574006,0.00010874026464932202,0.8571428571428571,0.0,0.0,0.0
e362_scale_g1.06_q11.08_q21.08_q31.00_s11.15,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_08_q21_08_q31_00_s11_15_066db803.csv,79,87.26582278481013,92.0,57.0,0,0,0,3.192450556291602,0.297557243144755,0.0003010859744840138,0.00014746102896536886,0.9404761904761905,0.0,0.0,0.0
e362_graft_donor_q3s1_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_q3s1_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_4a5311b2.csv,84,87.35714285714286,95.5,15.0,0,0,0,3.0494017594427434,0.7031168559342615,0.0003191095832238065,0.00015983274519324213,1.0,0.0,0.0,0.0
e362_scale_g1.06_q11.00_q21.08_q31.00_s11.30,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_00_q21_08_q31_00_s11_30_bb16a528.csv,82,89.0609756097561,90.5,33.0,0,0,0,3.1604339033617324,0.3977714756806888,0.0003186016121874684,0.0001569334015340299,0.9761904761904762,0.0,0.0,0.0
e362_graft_donor_q3s1_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_q3s1_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_30a5463a.csv,84,90.80952380952381,95.0,19.0,0,0,0,2.9728918963550113,0.7467934339865453,0.00030861434303380007,0.00014830090092728,1.0,0.0,0.0,0.0
e362_scale_g1.03_q11.04_q21.08_q31.00_s11.15,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_04_q21_08_q31_00_s11_15_65266352.csv,77,91.18181818181819,91.0,64.0,0,0,0,3.1192131638852945,0.28974903409861086,0.00028911107053225136,0.0001427439855210896,0.9166666666666666,0.0,0.0,0.0
e362_scale_g1.06_q11.04_q21.08_q31.00_s11.15,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_04_q21_08_q31_00_s11_15_70ae67b4.csv,77,95.11688311688312,99.0,68.0,0,0,0,3.032985457165785,0.30058419459563857,0.0002898153044655448,0.0001425190068948183,0.9166666666666666,0.0,0.0,0.0
e362_graft_donor_q3s1_e360_e349_compact_core__learned_pc_episode_s1_counter_11,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_q3s1_e360_e349_compact_core__learned_pc_episode_s1_counter_11_3aeb0277.csv,0,,,,0,0,0,4.365036705098181,0.2472627096188162,0.0003320975821846191,0.0001682940718970812,0.0,0.0,0.0,0.0
e362_graft_donor_q3s1_e360_e349_compact_core__learned_pc_episode_s1_counter_11,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_q3s1_e360_e349_compact_core__learned_pc_episode_s1_counter_11_0139f787.csv,0,,,,0,0,0,4.299119152705218,0.6156832940724752,0.0002960089795001943,0.00014104114868040735,0.0,0.0,0.0,0.0
e362_graft_donor_q3s1_e360_e349_compact_core__learned_pc_episode_s1_counter_11,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_q3s1_e360_e349_compact_core__learned_pc_episode_s1_counter_11_90d7bd66.csv,0,,,,0,0,0,4.188152284873596,0.42178481216441327,0.0003005643827478211,0.00014177151109672585,0.0,0.0,0.0,0.0
