base_index,tag,strategy,source,base,fallback,selector,target_scope,graft_alpha,selected_cells,selected_rows,prior,outcome,candidate,n_worlds,active_mean_vs_e95,active_p05_vs_e95,active_p50_vs_e95,active_p95_vs_e95,active_beat_e95_rate,active_mean_vs_e101,active_p95_vs_e101,active_beat_e101_rate,rank_vs_e101,pred_index
0,e110_active_restored_tail_34cdae23,active_restored_tail,e85,e85,e95,restore_e101_active,active_q2s3,1.0,50,48,subject,tie,p12,25103,0.0,0.0,0.0,0.0,0.0,-6.85364538707754e-08,2.675352837265094e-06,0.5165916424331753,6.0,12
0,e110_active_restored_tail_1c9a7148,active_restored_tail,e85,e85,e90,restore_e101_active,active_q2s3,1.0,50,48,subject,tie,p13,25103,-5.176666782958054e-07,-5.476062422797414e-06,-8.088334028730473e-07,5.574484950355397e-06,0.5957455284228976,-5.862031321665808e-07,6.197432028872497e-06,0.5758275903278492,3.0,13
0,e110_active_restored_tail_01492072,active_restored_tail,e85,e85,e86,restore_e101_active,active_q2s3,1.0,50,48,subject,tie,p14,25103,1.8228402258144904e-07,-2.178101134866829e-06,-1.447008480386228e-07,3.5645048544170476e-06,0.536668924032984,1.1374756871067363e-07,4.880496777616148e-06,0.49077799466199257,42.0,14
0,e110_nonactive_tail_graft_dee1389d,nonactive_tail_graft,e95,e95,e89,nonactive_s1s2s3_e89,s1s2s3,0.25,139,126,subject,tie,p15,25103,5.717628674801403e-20,-1.2688263138573235e-18,6.344131569286606e-20,1.332267629550186e-18,0.0,-6.853645387071823e-08,2.6753528372650245e-06,0.5165916424331753,8.0,15
0,e110_nonactive_tail_graft_b6764610,nonactive_tail_graft,e95,e95,e89,nonactive_s1s2s3_e89,s1s2s3,0.5,139,126,subject,tie,p16,25103,5.717628674801403e-20,-1.2688263138573235e-18,6.344131569286606e-20,1.332267629550186e-18,0.0,-6.853645387071823e-08,2.6753528372650245e-06,0.5165916424331753,9.0,16
0,e110_nonactive_tail_graft_5998eeab,nonactive_tail_graft,e95,e95,e89,nonactive_s1s2s3_e89,s1s2s3,0.75,139,126,subject,tie,p17,25103,5.717628674801403e-20,-1.2688263138573235e-18,6.344131569286606e-20,1.332267629550186e-18,0.0,-6.853645387071823e-08,2.6753528372650245e-06,0.5165916424331753,10.0,17
0,e110_nonactive_tail_graft_30bdc74b,nonactive_tail_graft,e95,e95,e85,nonactive_s1s2s3_e85,s1s2s3,0.25,426,248,subject,tie,p18,25103,5.717628674801403e-20,-1.2688263138573235e-18,6.344131569286606e-20,1.332267629550186e-18,0.0,-6.853645387071823e-08,2.6753528372650245e-06,0.5165916424331753,11.0,18
0,e110_nonactive_tail_graft_095f2e90,nonactive_tail_graft,e95,e95,e85,nonactive_s1s2s3_e85,s1s2s3,0.5,426,248,subject,tie,p19,25103,5.717628674801403e-20,-1.2688263138573235e-18,6.344131569286606e-20,1.332267629550186e-18,0.0,-6.853645387071823e-08,2.6753528372650245e-06,0.5165916424331753,12.0,19
0,e110_nonactive_tail_graft_4b1b91b5,nonactive_tail_graft,e95,e95,e85,nonactive_s1s2s3_e85,s1s2s3,0.75,426,248,subject,tie,p20,25103,5.717628674801403e-20,-1.2688263138573235e-18,6.344131569286606e-20,1.332267629550186e-18,0.0,-6.853645387071823e-08,2.6753528372650245e-06,0.5165916424331753,13.0,20
0,e110_nonactive_tail_graft_6b092a86,nonactive_tail_graft,e95,e95,e90,nonactive_q2s3_e90,q2s3,0.25,15,15,subject,tie,p21,25103,5.717628674801403e-20,-1.2688263138573235e-18,6.344131569286606e-20,1.332267629550186e-18,0.0,-6.853645387071823e-08,2.6753528372650245e-06,0.5165916424331753,14.0,21
0,e110_nonactive_tail_graft_6772c3c6,nonactive_tail_graft,e95,e95,e90,nonactive_q2s3_e90,q2s3,0.5,15,15,subject,tie,p22,25103,5.717628674801403e-20,-1.2688263138573235e-18,6.344131569286606e-20,1.332267629550186e-18,0.0,-6.853645387071823e-08,2.6753528372650245e-06,0.5165916424331753,15.0,22
0,e110_nonactive_tail_graft_8dbe9c65,nonactive_tail_graft,e95,e95,e90,nonactive_q2s3_e90,q2s3,0.75,15,15,subject,tie,p23,25103,5.717628674801403e-20,-1.2688263138573235e-18,6.344131569286606e-20,1.332267629550186e-18,0.0,-6.853645387071823e-08,2.6753528372650245e-06,0.5165916424331753,16.0,23
0,e110_nonactive_tail_graft_bdda5aaa,nonactive_tail_graft,e95,e95,e90,nonactive_q2s3_e90,q2s3,1.0,15,15,subject,tie,p24,25103,5.717628674801403e-20,-1.2688263138573235e-18,6.344131569286606e-20,1.332267629550186e-18,0.0,-6.853645387071823e-08,2.6753528372650245e-06,0.5165916424331753,17.0,24
0,e110_nonactive_tail_graft_179a2efb,nonactive_tail_graft,e95,e95,e90,nonactive_s1s2s3_e90,s1s2s3,0.25,118,94,subject,tie,p25,25103,5.717628674801403e-20,-1.2688263138573235e-18,6.344131569286606e-20,1.332267629550186e-18,0.0,-6.853645387071823e-08,2.6753528372650245e-06,0.5165916424331753,18.0,25
0,e110_nonactive_tail_graft_94f1dcbf,nonactive_tail_graft,e95,e95,e90,nonactive_s1s2s3_e90,s1s2s3,0.5,118,94,subject,tie,p26,25103,5.717628674801403e-20,-1.2688263138573235e-18,6.344131569286606e-20,1.332267629550186e-18,0.0,-6.853645387071823e-08,2.6753528372650245e-06,0.5165916424331753,19.0,26
0,e110_nonactive_tail_graft_084ff57b,nonactive_tail_graft,e95,e95,e90,nonactive_s1s2s3_e90,s1s2s3,0.75,118,94,subject,tie,p27,25103,5.717628674801403e-20,-1.2688263138573235e-18,6.344131569286606e-20,1.332267629550186e-18,0.0,-6.853645387071823e-08,2.6753528372650245e-06,0.5165916424331753,20.0,27
0,e110_nonactive_tail_graft_bb22020e,nonactive_tail_graft,e95,e95,e90,nonactive_s1s2s3_e90,s1s2s3,1.0,118,94,subject,tie,p28,25103,5.717628674801403e-20,-1.2688263138573235e-18,6.344131569286606e-20,1.332267629550186e-18,0.0,-6.853645387071823e-08,2.6753528372650245e-06,0.5165916424331753,21.0,28
0,e110_nonactive_tail_graft_5cb93e6b,nonactive_tail_graft,e95,e95,e90,nonactive_all_e90,all,0.25,133,106,subject,tie,p29,25103,5.717628674801403e-20,-1.2688263138573235e-18,6.344131569286606e-20,1.332267629550186e-18,0.0,-6.853645387071823e-08,2.6753528372650245e-06,0.5165916424331753,22.0,29
0,e110_nonactive_tail_graft_74642a2c,nonactive_tail_graft,e95,e95,e90,nonactive_all_e90,all,0.5,133,106,subject,tie,p30,25103,5.717628674801403e-20,-1.2688263138573235e-18,6.344131569286606e-20,1.332267629550186e-18,0.0,-6.853645387071823e-08,2.6753528372650245e-06,0.5165916424331753,23.0,30
0,e110_nonactive_tail_graft_3bf97c61,nonactive_tail_graft,e95,e95,e90,nonactive_all_e90,all,0.75,133,106,subject,tie,p31,25103,5.717628674801403e-20,-1.2688263138573235e-18,6.344131569286606e-20,1.332267629550186e-18,0.0,-6.853645387071823e-08,2.6753528372650245e-06,0.5165916424331753,24.0,31
0,e110_nonactive_tail_graft_fc3a6822,nonactive_tail_graft,e95,e95,e90,nonactive_all_e90,all,1.0,133,106,subject,tie,p32,25103,5.717628674801403e-20,-1.2688263138573235e-18,6.344131569286606e-20,1.332267629550186e-18,0.0,-6.853645387071823e-08,2.6753528372650245e-06,0.5165916424331753,25.0,32
0,e110_nonactive_tail_graft_5a814d61,nonactive_tail_graft,e95,e95,e86,nonactive_q2s3_e86,q2s3,0.25,29,29,subject,tie,p33,25103,5.717628674801403e-20,-1.2688263138573235e-18,6.344131569286606e-20,1.332267629550186e-18,0.0,-6.853645387071823e-08,2.6753528372650245e-06,0.5165916424331753,26.0,33
0,e110_nonactive_tail_graft_df421021,nonactive_tail_graft,e95,e95,e86,nonactive_q2s3_e86,q2s3,0.5,29,29,subject,tie,p34,25103,5.717628674801403e-20,-1.2688263138573235e-18,6.344131569286606e-20,1.332267629550186e-18,0.0,-6.853645387071823e-08,2.6753528372650245e-06,0.5165916424331753,27.0,34
0,e110_nonactive_tail_graft_d9264769,nonactive_tail_graft,e95,e95,e86,nonactive_q2s3_e86,q2s3,0.75,29,29,subject,tie,p35,25103,5.717628674801403e-20,-1.2688263138573235e-18,6.344131569286606e-20,1.332267629550186e-18,0.0,-6.853645387071823e-08,2.6753528372650245e-06,0.5165916424331753,28.0,35
0,e110_nonactive_tail_graft_91d22b0e,nonactive_tail_graft,e95,e95,e86,nonactive_q2s3_e86,q2s3,1.0,29,29,subject,tie,p36,25103,5.717628674801403e-20,-1.2688263138573235e-18,6.344131569286606e-20,1.332267629550186e-18,0.0,-6.853645387071823e-08,2.6753528372650245e-06,0.5165916424331753,29.0,36
0,e110_nonactive_tail_graft_9f4abae0,nonactive_tail_graft,e95,e95,e86,nonactive_s1s2s3_e86,s1s2s3,0.25,74,72,subject,tie,p37,25103,5.717628674801403e-20,-1.2688263138573235e-18,6.344131569286606e-20,1.332267629550186e-18,0.0,-6.853645387071823e-08,2.6753528372650245e-06,0.5165916424331753,30.0,37
0,e110_nonactive_tail_graft_90101bfc,nonactive_tail_graft,e95,e95,e86,nonactive_s1s2s3_e86,s1s2s3,0.5,74,72,subject,tie,p38,25103,5.717628674801403e-20,-1.2688263138573235e-18,6.344131569286606e-20,1.332267629550186e-18,0.0,-6.853645387071823e-08,2.6753528372650245e-06,0.5165916424331753,31.0,38
0,e110_nonactive_tail_graft_c87102e2,nonactive_tail_graft,e95,e95,e86,nonactive_s1s2s3_e86,s1s2s3,0.75,74,72,subject,tie,p39,25103,5.717628674801403e-20,-1.2688263138573235e-18,6.344131569286606e-20,1.332267629550186e-18,0.0,-6.853645387071823e-08,2.6753528372650245e-06,0.5165916424331753,32.0,39
0,e110_nonactive_tail_graft_d4a64af7,nonactive_tail_graft,e95,e95,e86,nonactive_s1s2s3_e86,s1s2s3,1.0,74,72,subject,tie,p40,25103,5.717628674801403e-20,-1.2688263138573235e-18,6.344131569286606e-20,1.332267629550186e-18,0.0,-6.853645387071823e-08,2.6753528372650245e-06,0.5165916424331753,33.0,40
0,e110_nonactive_tail_graft_adb8654a,nonactive_tail_graft,e95,e95,e86,nonactive_all_e86,all,0.25,103,95,subject,tie,p41,25103,5.717628674801403e-20,-1.2688263138573235e-18,6.344131569286606e-20,1.332267629550186e-18,0.0,-6.853645387071823e-08,2.6753528372650245e-06,0.5165916424331753,34.0,41
0,e110_nonactive_tail_graft_29a781b5,nonactive_tail_graft,e95,e95,e86,nonactive_all_e86,all,0.5,103,95,subject,tie,p42,25103,5.717628674801403e-20,-1.2688263138573235e-18,6.344131569286606e-20,1.332267629550186e-18,0.0,-6.853645387071823e-08,2.6753528372650245e-06,0.5165916424331753,35.0,42
0,e110_nonactive_tail_graft_9d0c45a1,nonactive_tail_graft,e95,e95,e86,nonactive_all_e86,all,0.75,103,95,subject,tie,p43,25103,5.717628674801403e-20,-1.2688263138573235e-18,6.344131569286606e-20,1.332267629550186e-18,0.0,-6.853645387071823e-08,2.6753528372650245e-06,0.5165916424331753,36.0,43
0,e110_nonactive_tail_graft_723a71da,nonactive_tail_graft,e95,e95,e86,nonactive_all_e86,all,1.0,103,95,subject,tie,p44,25103,5.717628674801403e-20,-1.2688263138573235e-18,6.344131569286606e-20,1.332267629550186e-18,0.0,-6.853645387071823e-08,2.6753528372650245e-06,0.5165916424331753,37.0,44
0,e110_control_0c916bb4,control,mixmin,mixmin,,,,,550,250,subject,small_loss,p0,71070,4.8014771774949746e-05,1.8702656775638542e-05,4.732404508869819e-05,7.930377759378821e-05,0.0,3.685724231930268e-05,6.0323996683430705e-05,0.0,47.0,0
0,e110_control_541e3973,control,e95,e95,,,,,0,0,subject,small_loss,p1,71070,0.0,0.0,0.0,0.0,0.0,-1.1157529455647065e-05,-3.8295007058191984e-06,1.0,7.0,1
0,e110_control_177569bc,control,e101,e101,,,,,50,48,subject,small_loss,p2,71070,1.1157529455647065e-05,3.829500705819199e-06,1.0984847784084187e-05,1.8979780910357516e-05,0.0,0.0,0.0,0.0,43.0,2
0,e110_control_079aab57,control,e108_amp050,e108_amp050,,,,,50,48,subject,small_loss,p3,71070,2.2880820776573376e-05,8.224763276917129e-06,2.253545743344827e-05,3.852532368599201e-05,0.0,1.1723291320926317e-05,1.9545542775634493e-05,0.0,46.0,3
0,e110_control_64514c53,control,e108_strict_amp038,e108_strict_amp038,,,,,50,48,subject,small_loss,p4,71070,1.7183190631564744e-05,6.044586931826496e-06,1.692071449078977e-05,2.9073012842724088e-05,0.0,6.02566117591768e-06,1.0093231932366572e-05,0.0,45.0,4
0,e110_control_00d7807f,control,e89,e89,,,,,158,135,subject,small_loss,p5,71070,8.788015675586263e-06,-9.245972325357924e-06,8.64256820266143e-06,2.7673670192223682e-05,0.2375685943436049,-2.3695137800608012e-06,1.7765970501589774e-05,0.580906148867314,42.0,5
0,e110_control_58b23ed1,control,e85,e85,,,,,445,248,subject,small_loss,p6,71070,8.788015675586246e-06,-9.245972325357735e-06,8.642568202661428e-06,2.7673670192223872e-05,0.2375685943436049,-2.3695137800608194e-06,1.77659705015891e-05,0.580906148867314,41.0,6
0,e110_control_28925de5,control,e90,e90,,,,,162,119,subject,small_loss,p7,71070,-2.3690829949957222e-06,-8.022281172784959e-06,-2.6883191111342036e-06,4.371345934938747e-06,0.7523005487547488,-1.3526612450642786e-05,-2.847178062929349e-06,0.9838891233994653,4.0,7
0,e110_control_a3f7c96f,control,e86,e86,,,,,134,115,subject,small_loss,p8,71070,-2.9714319475980823e-06,-6.608059859178508e-06,-3.0690223263037812e-06,1.180809040257991e-06,0.8914028422681863,-1.4128961403245149e-05,-4.3465461169692604e-06,0.997889404812157,1.0,8
0,e110_active_restored_tail_aa8e2df0,active_restored_tail,e89,e89,e95,restore_e101_active,active_q2s3,1.0,50,48,subject,small_loss,p9,71070,0.0,0.0,0.0,0.0,0.0,-1.1157529455647065e-05,-3.8295007058191984e-06,1.0,8.0,9
0,e110_active_restored_tail_4f647a1a,active_restored_tail,e89,e89,e90,restore_e101_active,active_q2s3,1.0,50,48,subject,small_loss,p10,71070,-2.3690829949957222e-06,-8.022281172784959e-06,-2.6883191111342036e-06,4.371345934938747e-06,0.7523005487547488,-1.3526612450642786e-05,-2.847178062929349e-06,0.9838891233994653,5.0,10
0,e110_active_restored_tail_cdd3201e,active_restored_tail,e89,e89,e86,restore_e101_active,active_q2s3,1.0,50,48,subject,small_loss,p11,71070,-2.9714319475980823e-06,-6.608059859178508e-06,-3.0690223263037812e-06,1.180809040257991e-06,0.8914028422681863,-1.4128961403245149e-05,-4.3465461169692604e-06,0.997889404812157,2.0,11
0,e110_active_restored_tail_34cdae23,active_restored_tail,e85,e85,e95,restore_e101_active,active_q2s3,1.0,50,48,subject,small_loss,p12,71070,0.0,0.0,0.0,0.0,0.0,-1.1157529455647065e-05,-3.8295007058191984e-06,1.0,9.0,12
0,e110_active_restored_tail_1c9a7148,active_restored_tail,e85,e85,e90,restore_e101_active,active_q2s3,1.0,50,48,subject,small_loss,p13,71070,-2.3690829949957222e-06,-8.022281172784959e-06,-2.6883191111342036e-06,4.371345934938747e-06,0.7523005487547488,-1.3526612450642786e-05,-2.847178062929349e-06,0.9838891233994653,6.0,13
0,e110_active_restored_tail_01492072,active_restored_tail,e85,e85,e86,restore_e101_active,active_q2s3,1.0,50,48,subject,small_loss,p14,71070,-2.9714319475980823e-06,-6.608059859178508e-06,-3.0690223263037812e-06,1.180809040257991e-06,0.8914028422681863,-1.4128961403245149e-05,-4.3465461169692604e-06,0.997889404812157,3.0,14
0,e110_nonactive_tail_graft_dee1389d,nonactive_tail_graft,e95,e95,e89,nonactive_s1s2s3_e89,s1s2s3,0.25,139,126,subject,small_loss,p15,71070,2.4854320428260115e-20,-1.4591502609359218e-18,-2.817360375789328e-35,1.5225915766287843e-18,0.0,-1.115752945564704e-05,-3.829500705819408e-06,1.0,11.0,15
0,e110_nonactive_tail_graft_b6764610,nonactive_tail_graft,e95,e95,e89,nonactive_s1s2s3_e89,s1s2s3,0.5,139,126,subject,small_loss,p16,71070,2.4854320428260115e-20,-1.4591502609359218e-18,-2.817360375789328e-35,1.5225915766287843e-18,0.0,-1.115752945564704e-05,-3.829500705819408e-06,1.0,12.0,16
0,e110_nonactive_tail_graft_5998eeab,nonactive_tail_graft,e95,e95,e89,nonactive_s1s2s3_e89,s1s2s3,0.75,139,126,subject,small_loss,p17,71070,2.4854320428260115e-20,-1.4591502609359218e-18,-2.817360375789328e-35,1.5225915766287843e-18,0.0,-1.115752945564704e-05,-3.829500705819408e-06,1.0,13.0,17
0,e110_nonactive_tail_graft_30bdc74b,nonactive_tail_graft,e95,e95,e85,nonactive_s1s2s3_e85,s1s2s3,0.25,426,248,subject,small_loss,p18,71070,2.4854320428260115e-20,-1.4591502609359218e-18,-2.817360375789328e-35,1.5225915766287843e-18,0.0,-1.115752945564704e-05,-3.829500705819408e-06,1.0,14.0,18
0,e110_nonactive_tail_graft_095f2e90,nonactive_tail_graft,e95,e95,e85,nonactive_s1s2s3_e85,s1s2s3,0.5,426,248,subject,small_loss,p19,71070,2.4854320428260115e-20,-1.4591502609359218e-18,-2.817360375789328e-35,1.5225915766287843e-18,0.0,-1.115752945564704e-05,-3.829500705819408e-06,1.0,15.0,19
0,e110_nonactive_tail_graft_4b1b91b5,nonactive_tail_graft,e95,e95,e85,nonactive_s1s2s3_e85,s1s2s3,0.75,426,248,subject,small_loss,p20,71070,2.4854320428260115e-20,-1.4591502609359218e-18,-2.817360375789328e-35,1.5225915766287843e-18,0.0,-1.115752945564704e-05,-3.829500705819408e-06,1.0,16.0,20
0,e110_nonactive_tail_graft_6b092a86,nonactive_tail_graft,e95,e95,e90,nonactive_q2s3_e90,q2s3,0.25,15,15,subject,small_loss,p21,71070,2.4854320428260115e-20,-1.4591502609359218e-18,-2.817360375789328e-35,1.5225915766287843e-18,0.0,-1.115752945564704e-05,-3.829500705819408e-06,1.0,17.0,21
0,e110_nonactive_tail_graft_6772c3c6,nonactive_tail_graft,e95,e95,e90,nonactive_q2s3_e90,q2s3,0.5,15,15,subject,small_loss,p22,71070,2.4854320428260115e-20,-1.4591502609359218e-18,-2.817360375789328e-35,1.5225915766287843e-18,0.0,-1.115752945564704e-05,-3.829500705819408e-06,1.0,18.0,22
0,e110_nonactive_tail_graft_8dbe9c65,nonactive_tail_graft,e95,e95,e90,nonactive_q2s3_e90,q2s3,0.75,15,15,subject,small_loss,p23,71070,2.4854320428260115e-20,-1.4591502609359218e-18,-2.817360375789328e-35,1.5225915766287843e-18,0.0,-1.115752945564704e-05,-3.829500705819408e-06,1.0,19.0,23
0,e110_nonactive_tail_graft_bdda5aaa,nonactive_tail_graft,e95,e95,e90,nonactive_q2s3_e90,q2s3,1.0,15,15,subject,small_loss,p24,71070,2.4854320428260115e-20,-1.4591502609359218e-18,-2.817360375789328e-35,1.5225915766287843e-18,0.0,-1.115752945564704e-05,-3.829500705819408e-06,1.0,20.0,24
0,e110_nonactive_tail_graft_179a2efb,nonactive_tail_graft,e95,e95,e90,nonactive_s1s2s3_e90,s1s2s3,0.25,118,94,subject,small_loss,p25,71070,2.4854320428260115e-20,-1.4591502609359218e-18,-2.817360375789328e-35,1.5225915766287843e-18,0.0,-1.115752945564704e-05,-3.829500705819408e-06,1.0,21.0,25
0,e110_nonactive_tail_graft_94f1dcbf,nonactive_tail_graft,e95,e95,e90,nonactive_s1s2s3_e90,s1s2s3,0.5,118,94,subject,small_loss,p26,71070,2.4854320428260115e-20,-1.4591502609359218e-18,-2.817360375789328e-35,1.5225915766287843e-18,0.0,-1.115752945564704e-05,-3.829500705819408e-06,1.0,22.0,26
0,e110_nonactive_tail_graft_084ff57b,nonactive_tail_graft,e95,e95,e90,nonactive_s1s2s3_e90,s1s2s3,0.75,118,94,subject,small_loss,p27,71070,2.4854320428260115e-20,-1.4591502609359218e-18,-2.817360375789328e-35,1.5225915766287843e-18,0.0,-1.115752945564704e-05,-3.829500705819408e-06,1.0,23.0,27
0,e110_nonactive_tail_graft_bb22020e,nonactive_tail_graft,e95,e95,e90,nonactive_s1s2s3_e90,s1s2s3,1.0,118,94,subject,small_loss,p28,71070,2.4854320428260115e-20,-1.4591502609359218e-18,-2.817360375789328e-35,1.5225915766287843e-18,0.0,-1.115752945564704e-05,-3.829500705819408e-06,1.0,24.0,28
0,e110_nonactive_tail_graft_5cb93e6b,nonactive_tail_graft,e95,e95,e90,nonactive_all_e90,all,0.25,133,106,subject,small_loss,p29,71070,2.4854320428260115e-20,-1.4591502609359218e-18,-2.817360375789328e-35,1.5225915766287843e-18,0.0,-1.115752945564704e-05,-3.829500705819408e-06,1.0,25.0,29
0,e110_nonactive_tail_graft_74642a2c,nonactive_tail_graft,e95,e95,e90,nonactive_all_e90,all,0.5,133,106,subject,small_loss,p30,71070,2.4854320428260115e-20,-1.4591502609359218e-18,-2.817360375789328e-35,1.5225915766287843e-18,0.0,-1.115752945564704e-05,-3.829500705819408e-06,1.0,26.0,30
0,e110_nonactive_tail_graft_3bf97c61,nonactive_tail_graft,e95,e95,e90,nonactive_all_e90,all,0.75,133,106,subject,small_loss,p31,71070,2.4854320428260115e-20,-1.4591502609359218e-18,-2.817360375789328e-35,1.5225915766287843e-18,0.0,-1.115752945564704e-05,-3.829500705819408e-06,1.0,27.0,31
0,e110_nonactive_tail_graft_fc3a6822,nonactive_tail_graft,e95,e95,e90,nonactive_all_e90,all,1.0,133,106,subject,small_loss,p32,71070,2.4854320428260115e-20,-1.4591502609359218e-18,-2.817360375789328e-35,1.5225915766287843e-18,0.0,-1.115752945564704e-05,-3.829500705819408e-06,1.0,28.0,32
0,e110_nonactive_tail_graft_5a814d61,nonactive_tail_graft,e95,e95,e86,nonactive_q2s3_e86,q2s3,0.25,29,29,subject,small_loss,p33,71070,2.4854320428260115e-20,-1.4591502609359218e-18,-2.817360375789328e-35,1.5225915766287843e-18,0.0,-1.115752945564704e-05,-3.829500705819408e-06,1.0,29.0,33
0,e110_nonactive_tail_graft_df421021,nonactive_tail_graft,e95,e95,e86,nonactive_q2s3_e86,q2s3,0.5,29,29,subject,small_loss,p34,71070,2.4854320428260115e-20,-1.4591502609359218e-18,-2.817360375789328e-35,1.5225915766287843e-18,0.0,-1.115752945564704e-05,-3.829500705819408e-06,1.0,30.0,34
0,e110_nonactive_tail_graft_d9264769,nonactive_tail_graft,e95,e95,e86,nonactive_q2s3_e86,q2s3,0.75,29,29,subject,small_loss,p35,71070,2.4854320428260115e-20,-1.4591502609359218e-18,-2.817360375789328e-35,1.5225915766287843e-18,0.0,-1.115752945564704e-05,-3.829500705819408e-06,1.0,31.0,35
0,e110_nonactive_tail_graft_91d22b0e,nonactive_tail_graft,e95,e95,e86,nonactive_q2s3_e86,q2s3,1.0,29,29,subject,small_loss,p36,71070,2.4854320428260115e-20,-1.4591502609359218e-18,-2.817360375789328e-35,1.5225915766287843e-18,0.0,-1.115752945564704e-05,-3.829500705819408e-06,1.0,32.0,36
0,e110_nonactive_tail_graft_9f4abae0,nonactive_tail_graft,e95,e95,e86,nonactive_s1s2s3_e86,s1s2s3,0.25,74,72,subject,small_loss,p37,71070,2.4854320428260115e-20,-1.4591502609359218e-18,-2.817360375789328e-35,1.5225915766287843e-18,0.0,-1.115752945564704e-05,-3.829500705819408e-06,1.0,33.0,37
0,e110_nonactive_tail_graft_90101bfc,nonactive_tail_graft,e95,e95,e86,nonactive_s1s2s3_e86,s1s2s3,0.5,74,72,subject,small_loss,p38,71070,2.4854320428260115e-20,-1.4591502609359218e-18,-2.817360375789328e-35,1.5225915766287843e-18,0.0,-1.115752945564704e-05,-3.829500705819408e-06,1.0,34.0,38
0,e110_nonactive_tail_graft_c87102e2,nonactive_tail_graft,e95,e95,e86,nonactive_s1s2s3_e86,s1s2s3,0.75,74,72,subject,small_loss,p39,71070,2.4854320428260115e-20,-1.4591502609359218e-18,-2.817360375789328e-35,1.5225915766287843e-18,0.0,-1.115752945564704e-05,-3.829500705819408e-06,1.0,35.0,39
