heldout_set,kind,tag,translator,band,base_cell_gate,gradient_gate,row_gate,shape,scale,cap,hidden_core_mean_delta,hidden_core_delta_Q2,hidden_core_delta_S3,world_support_score,block_q2s3_core_mean_delta,block_q2s3_core_improve_rate
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_95a8a686,tail_p90_nonpos_m1.00,low_slack_half,raw_agree,grad_core_top50,all,flat,0.095,0.12,-0.00058222541416586,-8.950157564183159e-05,-6.078640618972786e-05,-0.001253805088211879,-0.00010636655544427824,0.6388888888888888
inverse_top,base,inverse_top_no_q2_s3_960fa163,no_q2_s3,low_slack_half,raw_agree,grad_all_4of6,all,flat,0.13,0.08,-0.0005291076016210317,0.0,0.0,-0.0010772998397561074,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_7e1ae1b4,tail_p90_nonpos_m1.00,low_slack_half,raw_agree,grad_all_4of6,all,flat,0.13,0.08,-0.0005472211580759279,-8.526612479656248e-05,-4.152877038786362e-05,-0.0011520568098466965,-9.107814224450202e-05,0.6388888888888888
inverse_top,base,inverse_top_no_q2_s3_83d95a31,no_q2_s3,low_slack_half,all,grad_all_4of6,all,flat,0.13,0.08,-0.0005323151210055721,0.0,0.0,-0.001088443382917964,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_45d47374,tail_p90_nonpos_m1.00,low_slack_half,all,grad_all_4of6,all,flat,0.13,0.08,-0.0005504286774605516,-8.526612479656248e-05,-4.152877038786362e-05,-0.0011646419337933921,-9.107814224450202e-05,0.6388888888888888
inverse_top,base,inverse_top_no_q2_s3_3c4a23bc,no_q2_s3,all,raw_agree,grad_all_4of6,all,flat,0.13,0.08,-0.0005405194888672138,0.0,0.0,-0.0011920831309532975,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_5c7642a9,tail_p90_nonpos_m1.00,all,raw_agree,grad_all_4of6,all,flat,0.13,0.08,-0.0005594959546311173,-9.228869077321233e-05,-4.0546569573834956e-05,-0.0012730015916986414,-8.77411614376682e-05,0.6388888888888888
inverse_top,base,inverse_top_no_q2_s3_8ee61fe3,no_q2_s3,low_slack_half,all,grad_core_top50,all,flat,0.13,0.08,-0.0005195873258368455,0.0,0.0,-0.0010947843634484533,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_fab8a9cd,tail_p90_nonpos_m1.00,low_slack_half,all,grad_core_top50,all,flat,0.13,0.08,-0.0005402888209101453,-8.17519828076041e-05,-6.315848270610491e-05,-0.0011662137187965715,-0.00010993172668826298,0.6944444444444444
inverse_top,base,inverse_top_no_q2_s3_fefc8dd4,no_q2_s3,all,all,grad_all_4of6,all,flat,0.13,0.08,-0.0005425952409939538,0.0,0.0,-0.0012077488860434526,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_f9917982,tail_p90_nonpos_m1.00,all,all,grad_all_4of6,all,flat,0.13,0.08,-0.0005618673639917471,-9.435829141044016e-05,-4.0546569573834956e-05,-0.0012906644680382717,-8.953768976864275e-05,0.6666666666666666
inverse_top,base,inverse_top_no_q2_s3_adc8cd58,no_q2_s3,low_slack_half,raw_agree,grad_core_top50,all,flat,0.13,0.08,-0.0005158473682013442,0.0,0.0,-0.0010779180570565261,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_f42462b9,tail_p90_nonpos_m1.00,low_slack_half,raw_agree,grad_core_top50,all,flat,0.13,0.08,-0.0005355560246869395,-8.17519828076041e-05,-5.620861259145182e-05,-0.0011456628433794858,-9.786597996137493e-05,0.6388888888888888
inverse_top,base,inverse_top_no_q2_s3_fffd486c,no_q2_s3,low_slack_half,all,grad_core_top50,all,core_gain,0.13,0.12,-0.0004889122536468893,0.0,0.0,-0.0011125872224937773,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_96d72e9e,tail_p90_nonpos_m1.00,low_slack_half,all,grad_core_top50,all,core_gain,0.13,0.12,-0.000509019951493217,-8.697128965637346e-05,-5.3782595267504174e-05,-0.0011886090972511253,-0.00010886127583111443,0.6944444444444444
inverse_top,base,inverse_top_no_q2_s3_f9a0f3b7,no_q2_s3,low_slack_half,all,grad_core_top50,all,flat,0.07,0.12,-0.00041705846663112056,0.0,0.0,-0.0008830706200133487,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_49a50dc1,tail_p90_nonpos_m1.00,low_slack_half,all,grad_core_top50,all,flat,0.07,0.12,-0.00043373931616214056,-6.619425644718846e-05,-5.057169027004871e-05,-0.0009416816035269004,-8.836232088886622e-05,0.6944444444444444
inverse_top,base,inverse_top_no_q2_s3_632c5e01,no_q2_s3,all,all,grad_core_top50,all,flat,0.095,0.12,-0.0005739351383560742,0.0,0.0,-0.0012887736497566803,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_8be13db5,tail_p90_nonpos_m1.00,all,all,grad_core_top50,all,flat,0.095,0.12,-0.0005964136268339915,-9.880842052734096e-05,-5.8540998818024104e-05,-0.001381704228255376,-0.0001119797256330034,0.6944444444444444
inverse_top,base,inverse_top_no_q2_s3_e1e86a46,no_q2_s3,low_slack_half,raw_agree,grad_all_4of6,all,flat,0.07,0.12,-0.000421920031555445,0.0,0.0,-0.0008711158940865937,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_4f8391a9,tail_p90_nonpos_m1.00,low_slack_half,raw_agree,grad_all_4of6,all,flat,0.07,0.12,-0.0004364198012064002,-6.84113049617685e-05,-3.308708259469606e-05,-0.0009312321778675303,-7.276433450358608e-05,0.6388888888888888
inverse_top,base,inverse_top_no_q2_s3_42065f47,no_q2_s3,low_slack_half,all,grad_all_4of6,all,flat,0.07,0.12,-0.00042440088383291497,0.0,0.0,-0.000879554428273227,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_57615a67,tail_p90_nonpos_m1.00,low_slack_half,all,grad_all_4of6,all,flat,0.07,0.12,-0.00043890065348389795,-6.84113049617685e-05,-3.308708259469606e-05,-0.0009409269478613425,-7.276433450358608e-05,0.6388888888888888
inverse_top,base,inverse_top_no_q2_s3_9ba427af,no_q2_s3,low_slack_half,raw_agree,grad_core_top50,all,core_gain,0.13,0.12,-0.00048659083015514804,0.0,0.0,-0.0010984267608791342,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_becc99f4,tail_p90_nonpos_m1.00,low_slack_half,raw_agree,grad_core_top50,all,core_gain,0.13,0.12,-0.0005058030725416107,-8.697128965637346e-05,-4.751440704939269e-05,-0.0011724597161005268,-9.797900461910685e-05,0.6388888888888888
inverse_top,base,inverse_top_no_q2_s3_4e0e6418,no_q2_s3,all,raw_agree,grad_core_top50,all,flat,0.095,0.12,-0.000571727802370664,0.0,0.0,-0.0012668591857367406,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_1ef008cb,tail_p90_nonpos_m1.00,all,raw_agree,grad_core_top50,all,flat,0.095,0.12,-0.0005928179631817243,-9.880842052734096e-05,-4.882270515056686e-05,-0.0013568431716253992,-9.755084349659375e-05,0.6111111111111112
inverse_top,candidate,inverse_top_tail_soft_p90_m1.00_baf5a357,tail_soft_p90_m1.00,all,all,grad_all_4of6,all,flat,0.13,0.12,-0.0008110644005069612,-5.974261367891476e-05,-1.7101826383036922e-05,-0.0018534312842477362,-4.315613156537122e-05,0.7777777777777778
inverse_top,candidate,inverse_top_tail_soft_p90_m1.00_6c47be51,tail_soft_p90_m1.00,low_slack_half,all,grad_core_top50,all,flat,0.13,0.12,-0.0007822961823062136,-5.301849088146238e-05,-2.8009690161423517e-05,-0.0016760938755840116,-5.16027961481114e-05,0.7777777777777778
inverse_top,base,inverse_top_no_q2_s3_bcd2c6e2,no_q2_s3,low_slack_half,raw_agree,grad_core_top50,all,flat,0.07,0.12,-0.00041402437310913975,0.0,0.0,-0.000869429800094651,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_cf26ffe8,tail_p90_nonpos_m1.00,low_slack_half,raw_agree,grad_core_top50,all,flat,0.07,0.12,-0.000429901058336124,-6.619425644718846e-05,-4.4942540141063025e-05,-0.0009250617396604988,-7.85894908038781e-05,0.6388888888888888
inverse_top,base,inverse_top_no_q2_s3_3af27840,no_q2_s3,low_slack_half,raw_agree,grad_all_4of6,all,core_gain,0.13,0.12,-0.0004902718415057683,0.0,0.0,-0.001094516645483895,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_bcc2ee3d,tail_p90_nonpos_m1.00,low_slack_half,raw_agree,grad_all_4of6,all,core_gain,0.13,0.12,-0.0005075816165295011,-8.788063056258677e-05,-3.3287794604125454e-05,-0.0011706139765049084,-9.066258216084338e-05,0.6388888888888888
inverse_top,candidate,inverse_top_tail_soft_p90_m1.00_7addddb9,tail_soft_p90_m1.00,all,raw_agree,grad_all_4of6,all,flat,0.13,0.12,-0.0008081407843372745,-5.88587648954475e-05,-1.7101826383036922e-05,-0.001830502924947791,-4.238890171864788e-05,0.7777777777777778
inverse_top,base,inverse_top_no_q2_s3_c8507a60,no_q2_s3,all,raw_agree,grad_all_4of6,all,flat,0.07,0.12,-0.00043155754282162007,0.0,0.0,-0.0009638173689594465,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_3ed27ddd,tail_p90_nonpos_m1.00,all,raw_agree,grad_all_4of6,all,flat,0.07,0.12,-0.0004465906494580951,-7.362633270849295e-05,-3.160541374641612e-05,-0.0010283911161831304,-6.974195231964179e-05,0.6388888888888888
inverse_top,base,inverse_top_no_q2_s3_a2add3de,no_q2_s3,low_slack_half,all,grad_all_4of6,all,core_gain,0.13,0.12,-0.0004920530836824699,0.0,0.0,-0.0011026064672180647,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_2a4f0594,tail_p90_nonpos_m1.00,low_slack_half,all,grad_all_4of6,all,core_gain,0.13,0.12,-0.0005093628587062304,-8.788063056258677e-05,-3.3287794604125454e-05,-0.0011793624754035004,-9.066258216084338e-05,0.6388888888888888
inverse_top,base,inverse_top_no_q2_s3_3c8223fa,no_q2_s3,all,all,grad_all_4of6,all,flat,0.07,0.12,-0.00043309474621225363,0.0,0.0,-0.0009758608077887809,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_5078902a,tail_p90_nonpos_m1.00,all,all,grad_all_4of6,all,flat,0.07,0.12,-0.0004483675813158061,-7.530443197853454e-05,-3.160541374641612e-05,-0.0010418365266824602,-7.119863571382502e-05,0.6666666666666666
inverse_top,candidate,inverse_top_tail_p90_nonpos_m0.50_4f465269,tail_p90_nonpos_m0.50,low_slack_half,all,grad_core_top50,all,flat,0.13,0.12,-0.0007862212806268587,-6.151172102783486e-05,-4.699214825920617e-05,-0.0016890662366736864,-8.20981185040379e-05,0.6944444444444444
inverse_top,base,inverse_top_no_q2_s3_14cb62f0,no_q2_s3,all,all,grad_core_top50,all,flat,0.13,0.08,-0.000527846487763578,0.0,0.0,-0.0011773431132386324,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_b295b1fb,tail_p90_nonpos_m1.00,all,all,grad_core_top50,all,flat,0.13,0.08,-0.0005485308108440778,-9.131359560346497e-05,-5.347666596000611e-05,-0.0012626261232724645,-0.00010251230220200813,0.6944444444444444
inverse_top,base,inverse_top_no_q2_s3_749240f4,no_q2_s3,low_slack_half,all,grad_core_top50,all,flat,0.095,0.08,-0.0003804287029519071,0.0,0.0,-0.0008010205950546023,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_d366bf0d,tail_p90_nonpos_m1.00,low_slack_half,all,grad_core_top50,all,flat,0.095,0.08,-0.00039560796206589144,-5.994931536296155e-05,-4.630549843481768e-05,-0.0008532881488192923,-8.055272699455631e-05,0.6944444444444444
inverse_top,candidate,inverse_top_tail_soft_p90_m1.00_b19b0160,tail_soft_p90_m1.00,low_slack_half,all,grad_all_4of6,all,flat,0.13,0.12,-0.000794714740524699,-5.523182535510651e-05,-1.9511752347239897e-05,-0.0016685756656400208,-4.4808459149567374e-05,0.7777777777777778
inverse_top,candidate,inverse_top_tail_soft_p90_m1.00_2ef98349,tail_soft_p90_m1.00,low_slack_half,raw_agree,grad_all_4of6,all,flat,0.13,0.12,-0.0007901872488401962,-5.523182535510651e-05,-1.9511752347239897e-05,-0.0016522187338767701,-4.4808459149567374e-05,0.7777777777777778
inverse_top,candidate,inverse_top_tail_soft_p90_m1.00_4e00bbe9,tail_soft_p90_m1.00,low_slack_half,raw_agree,grad_core_top50,all,flat,0.13,0.12,-0.0007763853515095342,-5.301849088146238e-05,-2.5452032124367863e-05,-0.0016490009039553167,-4.716241761153485e-05,0.7222222222222222
inverse_top,base,inverse_top_no_q2_s3_890114de,no_q2_s3,low_slack_half,raw_agree,grad_all_4of6,all,flat,0.095,0.08,-0.0003874444579359815,0.0,0.0,-0.0007883225941283711,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_74d8f552,tail_p90_nonpos_m1.00,low_slack_half,raw_agree,grad_all_4of6,all,flat,0.095,0.08,-0.0004007365114162831,-6.252562235739556e-05,-3.051875200536791e-05,-0.0008430272397367156,-6.675095295714314e-05,0.6388888888888888
inverse_top,base,inverse_top_no_q2_s3_b559cb15,no_q2_s3,low_slack_half,all,grad_all_4of6,all,flat,0.095,0.08,-0.0003898043232656856,0.0,0.0,-0.0007964874295489643,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_5ec08aef,tail_p90_nonpos_m1.00,low_slack_half,all,grad_all_4of6,all,flat,0.095,0.08,-0.0004030963767460982,-6.252562235739556e-05,-3.051875200536791e-05,-0.0008522455380384819,-6.675095295714314e-05,0.6388888888888888
inverse_top,base,inverse_top_no_q2_s3_82d905b2,no_q2_s3,all,all,grad_core_top50,all,core_gain,0.13,0.12,-0.000483270181681289,0.0,0.0,-0.0011743984110570815,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_e3d7c22d,tail_p90_nonpos_m1.00,all,all,grad_core_top50,all,core_gain,0.13,0.12,-0.0005036457352855517,-9.141850862787182e-05,-5.1210366601703305e-05,-0.0012572173304642997,-0.00010840015433290047,0.6944444444444444
inverse_top,candidate,inverse_top_tail_p90_nonpos_m0.50_7f832f4b,tail_p90_nonpos_m0.50,low_slack_half,raw_agree,grad_all_4of6,all,flat,0.13,0.12,-0.0007929855200503599,-6.357155239114509e-05,-3.075992378281933e-05,-0.001666216158800321,-6.760838130796744e-05,0.6388888888888888
inverse_top,candidate,inverse_top_tail_p90_nonpos_m0.50_738162ee,tail_p90_nonpos_m0.50,low_slack_half,all,grad_all_4of6,all,flat,0.13,0.12,-0.000797513011734946,-6.357155239114509e-05,-3.075992378281933e-05,-0.0016839553048025868,-6.760838130796744e-05,0.6388888888888888
inverse_top,base,inverse_top_no_q2_s3_25199f1c,no_q2_s3,all,raw_agree,grad_core_top50,all,flat,0.13,0.08,-0.0005258272704357358,0.0,0.0,-0.0011573961092717743,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_a03a0011,tail_p90_nonpos_m1.00,all,raw_agree,grad_core_top50,all,flat,0.13,0.08,-0.0005452429930540292,-9.131359560346497e-05,-4.4596462724588726e-05,-0.0012398227738056155,-8.932946454878514e-05,0.6111111111111112
inverse_top,base,inverse_top_no_q2_s3_16dfbec0,no_q2_s3,all,raw_agree,grad_all_4of6,all,flat,0.095,0.08,-0.0003958075182581844,0.0,0.0,-0.0008722345572897194,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_aa90f8f2,tail_p90_nonpos_m1.00,all,raw_agree,grad_all_4of6,all,flat,0.095,0.08,-0.00040973316890244305,-6.768849380109354e-05,-2.97910607086338e-05,-0.000931445893633176,-6.43171959507112e-05,0.6388888888888888
inverse_top,candidate,inverse_top_tail_p90_nonpos_m0.50_d81ceab2,tail_p90_nonpos_m0.50,all,all,grad_all_4of6,all,flat,0.13,0.12,-0.0008142812811983424,-6.998008751671336e-05,-2.9382517384504703e-05,-0.001867802908539723,-6.615758845515472e-05,0.6666666666666666
inverse_top,candidate,inverse_top_tail_p90_nonpos_m0.50_c31ebe0c,tail_p90_nonpos_m0.50,all,raw_agree,grad_all_4of6,all,flat,0.13,0.12,-0.000811261065404717,-6.84200413660907e-05,-2.9382517384504703e-05,-0.0018443797996289702,-6.48033817271796e-05,0.6388888888888888
inverse_top,base,inverse_top_no_q2_s3_0ca6f298,no_q2_s3,all,all,grad_all_4of6,all,flat,0.095,0.08,-0.0003973359526464326,0.0,0.0,-0.0008836981862009263,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_3c976782,tail_p90_nonpos_m1.00,all,all,grad_all_4of6,all,flat,0.095,0.08,-0.00041147883661457607,-6.920912706806504e-05,-2.97910607086338e-05,-0.000944370545058254,-6.563719010605915e-05,0.6666666666666666
inverse_top,candidate,inverse_top_tail_p90_nonpos_m0.50_7d0bb406,tail_p90_nonpos_m0.50,low_slack_half,raw_agree,grad_core_top50,all,flat,0.13,0.12,-0.0007799284771639603,-6.151172102783486e-05,-4.176068155879731e-05,-0.0016597495860666723,-7.301571103800307e-05,0.6388888888888888
inverse_top,base,inverse_top_no_q2_s3_65b1c84f,no_q2_s3,low_slack_half,raw_agree,grad_core_top50,all,flat,0.095,0.08,-0.00037767873571403765,0.0,0.0,-0.0007886723735873458,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_e8e7a06d,tail_p90_nonpos_m1.00,low_slack_half,raw_agree,grad_core_top50,all,flat,0.095,0.08,-0.0003921296012444897,-5.994931536296155e-05,-4.1206743350369335e-05,-0.0008382434997950327,-7.170072163958273e-05,0.6388888888888888
inverse_top,base,inverse_top_no_q2_s3_00b2fee0,no_q2_s3,all,raw_agree,grad_all_4of6,all,core_gain,0.13,0.12,-0.000486668600915674,0.0,0.0,-0.0011671382699483923,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_570d8ebb,tail_p90_nonpos_m1.00,all,raw_agree,grad_all_4of6,all,core_gain,0.13,0.12,-0.0005043470067330746,-9.144637185637405e-05,-3.2302468865430534e-05,-0.0012456772555409167,-8.809274909075996e-05,0.6388888888888888
inverse_top,base,inverse_top_no_q2_s3_04e826ff,no_q2_s3,all,all,grad_all_4of6,all,core_gain,0.13,0.12,-0.0004878470642624144,0.0,0.0,-0.0011776960116875346,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_e4aeb5b2,tail_p90_nonpos_m1.00,all,all,grad_all_4of6,all,core_gain,0.13,0.12,-0.0005056502498359539,-9.231983014945655e-05,-3.2302468865430534e-05,-0.001256831659646862,-8.885095941463017e-05,0.6666666666666666
inverse_top,base,inverse_top_no_q2_s3_ff3a30c6,no_q2_s3,low_slack_half,all,grad_core_top50,teacher_row_top50,flat,0.13,0.12,-0.00046669739124075016,0.0,0.0,-0.0011628323054197309,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_60671dc9,tail_p90_nonpos_m1.00,low_slack_half,all,grad_core_top50,teacher_row_top50,flat,0.13,0.12,-0.000482532955760423,-7.076694217778012e-05,-4.0082009459666e-05,-0.0012146807085921918,-8.297157172671045e-05,0.5277777777777778
inverse_top,base,inverse_top_no_q2_s3_616e75f6,no_q2_s3,all,raw_agree,grad_core_top50,all,core_gain,0.13,0.12,-0.0004819687518396454,0.0,0.0,-0.0011612597864736785,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_ec18d375,tail_p90_nonpos_m1.00,all,raw_agree,grad_core_top50,all,core_gain,0.13,0.12,-0.0005009673611527654,-9.141850862787182e-05,-4.157175656338552e-05,-0.0012400380190571102,-9.292368396557463e-05,0.6111111111111112
