pair_id,new_file,base_file,new_tag,base_tag,pair_context,e72_neighbor_label,pair_is_e95_e101,actual_delta,shape_e72_prob
submission_e101_q2s3tail_177569bc.csv__vs__submission_mixmin_0c916bb4.csv,submission_e101_q2s3tail_177569bc.csv,submission_mixmin_0c916bb4.csv,e101,mixmin,e101__mixmin,0,False,-6.2745000000141715e-06,0.04760092183733668
submission_e101_q2s3tail_177569bc.csv__vs__submission_mixmin_0c916bb4.csv,submission_mixmin_0c916bb4.csv,submission_e101_q2s3tail_177569bc.csv,mixmin,e101,e101__mixmin,0,False,6.2745000000141715e-06,0.04760092183733668
submission_e101_q2s3tail_177569bc.csv__vs__submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,submission_e101_q2s3tail_177569bc.csv,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,e101,ordinal,e101__ordinal,0,False,-0.0020029992,0.0020511495056937117
submission_e101_q2s3tail_177569bc.csv__vs__submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,submission_e101_q2s3tail_177569bc.csv,ordinal,e101,e101__ordinal,0,False,0.0020029992,0.0020511495056937117
submission_e101_q2s3tail_177569bc.csv__vs__submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,submission_e101_q2s3tail_177569bc.csv,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,e101,raw_jepa,e101__raw_jepa,0,False,-0.0012259411999999,0.0014399339152757391
submission_e101_q2s3tail_177569bc.csv__vs__submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,submission_e101_q2s3tail_177569bc.csv,raw_jepa,e101,e101__raw_jepa,0,False,0.0012259411999999,0.0014399339152757391
submission_e72_topabs50_q2s3_gate_4e48cba2.csv__vs__submission_frontier_cvjepa_refine_a2c8d2c8.csv,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,e72,a2c8_frontier,a2c8_frontier__e72,0,False,-0.0010315437999999,0.006756745823177064
submission_e72_topabs50_q2s3_gate_4e48cba2.csv__vs__submission_frontier_cvjepa_refine_a2c8d2c8.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,a2c8_frontier,e72,a2c8_frontier__e72,0,False,0.0010315437999999,0.006756745823177064
submission_e72_topabs50_q2s3_gate_4e48cba2.csv__vs__submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,e72,hybrid_stage2,e72__hybrid_stage2,0,False,-0.0015371985,0.002259728579208917
submission_e72_topabs50_q2s3_gate_4e48cba2.csv__vs__submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,hybrid_stage2,e72,e72__hybrid_stage2,0,False,0.0015371985,0.002259728579208917
submission_e72_topabs50_q2s3_gate_4e48cba2.csv__vs__submission_hybrid_0p578_logit_after_subject_final9_strict.csv,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,e72,hybrid_final9,e72__hybrid_final9,0,False,-0.0020195755999999,0.001097762572637325
submission_e72_topabs50_q2s3_gate_4e48cba2.csv__vs__submission_hybrid_0p578_logit_after_subject_final9_strict.csv,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,hybrid_final9,e72,e72__hybrid_final9,0,False,0.0020195755999999,0.001097762572637325
submission_e72_topabs50_q2s3_gate_4e48cba2.csv__vs__submission_jepa_latent_q2_w0p45.csv,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_jepa_latent_q2_w0p45.csv,e72,jepa_latent,e72__jepa_latent,0,False,-0.003393509,0.006815534983866953
submission_e72_topabs50_q2s3_gate_4e48cba2.csv__vs__submission_jepa_latent_q2_w0p45.csv,submission_jepa_latent_q2_w0p45.csv,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,jepa_latent,e72,e72__jepa_latent,0,False,0.003393509,0.006815534983866953
submission_e72_topabs50_q2s3_gate_4e48cba2.csv__vs__submission_jepa_latent_residual_probe.csv,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_jepa_latent_residual_probe.csv,e72,jepa_latent,e72__jepa_latent,0,False,-0.0048195505999999,0.003044053019731823
submission_e72_topabs50_q2s3_gate_4e48cba2.csv__vs__submission_jepa_latent_residual_probe.csv,submission_jepa_latent_residual_probe.csv,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,jepa_latent,e72,e72__jepa_latent,0,False,0.0048195505999999,0.003044053019731823
submission_e72_topabs50_q2s3_gate_4e48cba2.csv__vs__submission_lejepa_targetwise_strict_best_scale0p5.csv,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_lejepa_targetwise_strict_best_scale0p5.csv,e72,bad_lejepa,bad_lejepa__e72,0,False,-0.0038390419999999,0.00019100101209698183
submission_e72_topabs50_q2s3_gate_4e48cba2.csv__vs__submission_lejepa_targetwise_strict_best_scale0p5.csv,submission_lejepa_targetwise_strict_best_scale0p5.csv,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,bad_lejepa,e72,bad_lejepa__e72,0,False,0.0038390419999999,0.00019100101209698183
submission_e72_topabs50_q2s3_gate_4e48cba2.csv__vs__submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,e72,ordinal,e72__ordinal,0,False,-0.001895588,0.0019034654601735432
submission_e72_topabs50_q2s3_gate_4e48cba2.csv__vs__submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,ordinal,e72,e72__ordinal,0,False,0.001895588,0.0019034654601735432
submission_e72_topabs50_q2s3_gate_4e48cba2.csv__vs__submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,e72,raw_jepa,e72__raw_jepa,0,False,-0.0011185299999999,0.0019217081665164797
submission_e72_topabs50_q2s3_gate_4e48cba2.csv__vs__submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,raw_jepa,e72,e72__raw_jepa,0,False,0.0011185299999999,0.0019217081665164797
submission_e95_hardtail_541e3973.csv__vs__submission_e101_q2s3tail_177569bc.csv,submission_e95_hardtail_541e3973.csv,submission_e101_q2s3tail_177569bc.csv,e95,e101,e101__e95,0,True,-9.036200000034356e-06,0.031015958595120095
submission_e95_hardtail_541e3973.csv__vs__submission_e101_q2s3tail_177569bc.csv,submission_e101_q2s3tail_177569bc.csv,submission_e95_hardtail_541e3973.csv,e101,e95,e101__e95,0,True,9.036200000034356e-06,0.031015958595120095
submission_e95_hardtail_541e3973.csv__vs__submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_e95_hardtail_541e3973.csv,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,e95,e72,e72__e95,1,False,-0.0001164474,0.9324226423474864
submission_e95_hardtail_541e3973.csv__vs__submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_e95_hardtail_541e3973.csv,e72,e95,e72__e95,1,False,0.0001164474,0.9324226423474864
submission_e95_hardtail_541e3973.csv__vs__submission_frontier_cvjepa_refine_a2c8d2c8.csv,submission_e95_hardtail_541e3973.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,e95,a2c8_frontier,a2c8_frontier__e95,0,False,-0.0011479911999999,0.006867853576226791
submission_e95_hardtail_541e3973.csv__vs__submission_frontier_cvjepa_refine_a2c8d2c8.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,submission_e95_hardtail_541e3973.csv,a2c8_frontier,e95,a2c8_frontier__e95,0,False,0.0011479911999999,0.006867853576226791
submission_e95_hardtail_541e3973.csv__vs__submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_e95_hardtail_541e3973.csv,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,e95,hybrid_stage2,e95__hybrid_stage2,0,False,-0.0016536459,0.002389520726347153
submission_e95_hardtail_541e3973.csv__vs__submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_e95_hardtail_541e3973.csv,hybrid_stage2,e95,e95__hybrid_stage2,0,False,0.0016536459,0.002389520726347153
submission_e95_hardtail_541e3973.csv__vs__submission_hybrid_0p578_logit_after_subject_final9_strict.csv,submission_e95_hardtail_541e3973.csv,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,e95,hybrid_final9,e95__hybrid_final9,0,False,-0.002136023,0.0011968033625822173
submission_e95_hardtail_541e3973.csv__vs__submission_hybrid_0p578_logit_after_subject_final9_strict.csv,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,submission_e95_hardtail_541e3973.csv,hybrid_final9,e95,e95__hybrid_final9,0,False,0.002136023,0.0011968033625822173
submission_e95_hardtail_541e3973.csv__vs__submission_jepa_latent_q2_w0p45.csv,submission_e95_hardtail_541e3973.csv,submission_jepa_latent_q2_w0p45.csv,e95,jepa_latent,e95__jepa_latent,0,False,-0.0035099564,0.00803955498790506
submission_e95_hardtail_541e3973.csv__vs__submission_jepa_latent_q2_w0p45.csv,submission_jepa_latent_q2_w0p45.csv,submission_e95_hardtail_541e3973.csv,jepa_latent,e95,e95__jepa_latent,0,False,0.0035099564,0.00803955498790506
submission_e95_hardtail_541e3973.csv__vs__submission_jepa_latent_residual_probe.csv,submission_e95_hardtail_541e3973.csv,submission_jepa_latent_residual_probe.csv,e95,jepa_latent,e95__jepa_latent,0,False,-0.0049359979999999,0.002931430633512288
submission_e95_hardtail_541e3973.csv__vs__submission_jepa_latent_residual_probe.csv,submission_jepa_latent_residual_probe.csv,submission_e95_hardtail_541e3973.csv,jepa_latent,e95,e95__jepa_latent,0,False,0.0049359979999999,0.002931430633512288
submission_e95_hardtail_541e3973.csv__vs__submission_lejepa_targetwise_strict_best_scale0p5.csv,submission_e95_hardtail_541e3973.csv,submission_lejepa_targetwise_strict_best_scale0p5.csv,e95,bad_lejepa,bad_lejepa__e95,0,False,-0.0039554894,0.00017002681951607665
submission_e95_hardtail_541e3973.csv__vs__submission_lejepa_targetwise_strict_best_scale0p5.csv,submission_lejepa_targetwise_strict_best_scale0p5.csv,submission_e95_hardtail_541e3973.csv,bad_lejepa,e95,bad_lejepa__e95,0,False,0.0039554894,0.00017002681951607665
submission_e95_hardtail_541e3973.csv__vs__submission_mixmin_0c916bb4.csv,submission_e95_hardtail_541e3973.csv,submission_mixmin_0c916bb4.csv,e95,mixmin,e95__mixmin,0,False,-1.5310700000048527e-05,0.03644668024773274
submission_e95_hardtail_541e3973.csv__vs__submission_mixmin_0c916bb4.csv,submission_mixmin_0c916bb4.csv,submission_e95_hardtail_541e3973.csv,mixmin,e95,e95__mixmin,0,False,1.5310700000048527e-05,0.03644668024773274
submission_e95_hardtail_541e3973.csv__vs__submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,submission_e95_hardtail_541e3973.csv,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,e95,ordinal,e95__ordinal,0,False,-0.0020120354,0.002037994830635567
submission_e95_hardtail_541e3973.csv__vs__submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,submission_e95_hardtail_541e3973.csv,ordinal,e95,e95__ordinal,0,False,0.0020120354,0.002037994830635567
submission_e95_hardtail_541e3973.csv__vs__submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,submission_e95_hardtail_541e3973.csv,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,e95,raw_jepa,e95__raw_jepa,0,False,-0.0012349774,0.0014738815439728833
submission_e95_hardtail_541e3973.csv__vs__submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,submission_e95_hardtail_541e3973.csv,raw_jepa,e95,e95__raw_jepa,0,False,0.0012349774,0.0014738815439728833
submission_frontier_cvjepa_refine_a2c8d2c8.csv__vs__submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,a2c8_frontier,hybrid_stage2,a2c8_frontier__hybrid_stage2,0,False,-0.0005056547,0.004622800413038811
submission_frontier_cvjepa_refine_a2c8d2c8.csv__vs__submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,hybrid_stage2,a2c8_frontier,a2c8_frontier__hybrid_stage2,0,False,0.0005056547,0.004622800413038811
submission_frontier_cvjepa_refine_a2c8d2c8.csv__vs__submission_hybrid_0p578_logit_after_subject_final9_strict.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,a2c8_frontier,hybrid_final9,a2c8_frontier__hybrid_final9,0,False,-0.0009880318,0.0015733926224228555
submission_frontier_cvjepa_refine_a2c8d2c8.csv__vs__submission_hybrid_0p578_logit_after_subject_final9_strict.csv,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,hybrid_final9,a2c8_frontier,a2c8_frontier__hybrid_final9,0,False,0.0009880318,0.0015733926224228555
submission_frontier_cvjepa_refine_a2c8d2c8.csv__vs__submission_jepa_latent_q2_w0p45.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,submission_jepa_latent_q2_w0p45.csv,a2c8_frontier,jepa_latent,a2c8_frontier__jepa_latent,0,False,-0.0023619652,0.01026998075440869
submission_frontier_cvjepa_refine_a2c8d2c8.csv__vs__submission_jepa_latent_q2_w0p45.csv,submission_jepa_latent_q2_w0p45.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,jepa_latent,a2c8_frontier,a2c8_frontier__jepa_latent,0,False,0.0023619652,0.01026998075440869
submission_frontier_cvjepa_refine_a2c8d2c8.csv__vs__submission_jepa_latent_residual_probe.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,submission_jepa_latent_residual_probe.csv,a2c8_frontier,jepa_latent,a2c8_frontier__jepa_latent,0,False,-0.0037880068,0.0017654311000675537
submission_frontier_cvjepa_refine_a2c8d2c8.csv__vs__submission_jepa_latent_residual_probe.csv,submission_jepa_latent_residual_probe.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,jepa_latent,a2c8_frontier,a2c8_frontier__jepa_latent,0,False,0.0037880068,0.0017654311000675537
submission_frontier_cvjepa_refine_a2c8d2c8.csv__vs__submission_lejepa_targetwise_strict_best_scale0p5.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,submission_lejepa_targetwise_strict_best_scale0p5.csv,a2c8_frontier,bad_lejepa,a2c8_frontier__bad_lejepa,0,False,-0.0028074982,0.00029819742968049994
submission_frontier_cvjepa_refine_a2c8d2c8.csv__vs__submission_lejepa_targetwise_strict_best_scale0p5.csv,submission_lejepa_targetwise_strict_best_scale0p5.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,bad_lejepa,a2c8_frontier,a2c8_frontier__bad_lejepa,0,False,0.0028074982,0.00029819742968049994
submission_frontier_cvjepa_refine_a2c8d2c8.csv__vs__submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,a2c8_frontier,ordinal,a2c8_frontier__ordinal,0,False,-0.0008640442,0.0020911855529223756
submission_frontier_cvjepa_refine_a2c8d2c8.csv__vs__submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,ordinal,a2c8_frontier,a2c8_frontier__ordinal,0,False,0.0008640442,0.0020911855529223756
submission_frontier_cvjepa_refine_a2c8d2c8.csv__vs__submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,a2c8_frontier,raw_jepa,a2c8_frontier__raw_jepa,0,False,-8.698620000002766e-05,0.000523915339187255
submission_frontier_cvjepa_refine_a2c8d2c8.csv__vs__submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,raw_jepa,a2c8_frontier,a2c8_frontier__raw_jepa,0,False,8.698620000002766e-05,0.000523915339187255
submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv__vs__submission_hybrid_0p578_logit_after_subject_final9_strict.csv,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,hybrid_stage2,hybrid_final9,hybrid_final9__hybrid_stage2,0,False,-0.0004823770999999,0.0009964042610911554
submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv__vs__submission_hybrid_0p578_logit_after_subject_final9_strict.csv,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,hybrid_final9,hybrid_stage2,hybrid_final9__hybrid_stage2,0,False,0.0004823770999999,0.0009964042610911554
submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv__vs__submission_jepa_latent_q2_w0p45.csv,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_jepa_latent_q2_w0p45.csv,hybrid_stage2,jepa_latent,hybrid_stage2__jepa_latent,0,False,-0.0018563105,0.016549209053580354
submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv__vs__submission_jepa_latent_q2_w0p45.csv,submission_jepa_latent_q2_w0p45.csv,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,jepa_latent,hybrid_stage2,hybrid_stage2__jepa_latent,0,False,0.0018563105,0.016549209053580354
submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv__vs__submission_jepa_latent_residual_probe.csv,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_jepa_latent_residual_probe.csv,hybrid_stage2,jepa_latent,hybrid_stage2__jepa_latent,0,False,-0.0032823520999999,0.0021834569754396946
submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv__vs__submission_jepa_latent_residual_probe.csv,submission_jepa_latent_residual_probe.csv,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,jepa_latent,hybrid_stage2,hybrid_stage2__jepa_latent,0,False,0.0032823520999999,0.0021834569754396946
submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv__vs__submission_lejepa_targetwise_strict_best_scale0p5.csv,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_lejepa_targetwise_strict_best_scale0p5.csv,hybrid_stage2,bad_lejepa,bad_lejepa__hybrid_stage2,0,False,-0.0023018434999999,0.0003243568035284192
submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv__vs__submission_lejepa_targetwise_strict_best_scale0p5.csv,submission_lejepa_targetwise_strict_best_scale0p5.csv,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,bad_lejepa,hybrid_stage2,bad_lejepa__hybrid_stage2,0,False,0.0023018434999999,0.0003243568035284192
submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv__vs__submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,hybrid_stage2,ordinal,hybrid_stage2__ordinal,0,False,-0.0003583895,0.0012837479959403302
submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv__vs__submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,ordinal,hybrid_stage2,hybrid_stage2__ordinal,0,False,0.0003583895,0.0012837479959403302
submission_hybrid_0p578_logit_after_subject_final9_strict.csv__vs__submission_jepa_latent_q2_w0p45.csv,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,submission_jepa_latent_q2_w0p45.csv,hybrid_final9,jepa_latent,hybrid_final9__jepa_latent,0,False,-0.0013739334,0.008377983652855374
submission_hybrid_0p578_logit_after_subject_final9_strict.csv__vs__submission_jepa_latent_q2_w0p45.csv,submission_jepa_latent_q2_w0p45.csv,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,jepa_latent,hybrid_final9,hybrid_final9__jepa_latent,0,False,0.0013739334,0.008377983652855374
submission_hybrid_0p578_logit_after_subject_final9_strict.csv__vs__submission_jepa_latent_residual_probe.csv,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,submission_jepa_latent_residual_probe.csv,hybrid_final9,jepa_latent,hybrid_final9__jepa_latent,0,False,-0.0027999749999999,0.0033270203010954376
submission_hybrid_0p578_logit_after_subject_final9_strict.csv__vs__submission_jepa_latent_residual_probe.csv,submission_jepa_latent_residual_probe.csv,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,jepa_latent,hybrid_final9,hybrid_final9__jepa_latent,0,False,0.0027999749999999,0.0033270203010954376
submission_hybrid_0p578_logit_after_subject_final9_strict.csv__vs__submission_lejepa_targetwise_strict_best_scale0p5.csv,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,submission_lejepa_targetwise_strict_best_scale0p5.csv,hybrid_final9,bad_lejepa,bad_lejepa__hybrid_final9,0,False,-0.0018194663999999,0.00019600904843925567
submission_hybrid_0p578_logit_after_subject_final9_strict.csv__vs__submission_lejepa_targetwise_strict_best_scale0p5.csv,submission_lejepa_targetwise_strict_best_scale0p5.csv,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,bad_lejepa,hybrid_final9,bad_lejepa__hybrid_final9,0,False,0.0018194663999999,0.00019600904843925567
