model_split,gate,kept_rows,pruned_rows,kept_support_precision,pruned_bad_rate,pruned_mean_support_prob,kept_mean_support_prob,pruned_benefit_sum,kept_benefit_sum,q3_target_delta,loss_vs_full_q3,full_q3_target_delta,overall_delta,subject_delta_mean,subject_win_rate,oof_gate_pass,oof_score
lr_l2_c0p10__stratified5,drop_prob_low21,429,21,0.5011655011655012,0.47619047619047616,0.10026561357266475,0.5089920394504768,0.30490261654257056,1.613048276105596,-0.003584551724679086,0.0006775613700946703,-0.004262113094773756,-0.000512078817811298,-0.003957905316932009,0.5,False,-0.0009179696180391383
lr_l2_c0p10__stratified5,drop_risk_top21,429,21,0.5011655011655012,0.47619047619047616,0.29918658473805015,0.4992546492535699,0.8349235676489042,1.0830273249992626,-0.002406727388887364,0.001855385705886392,-0.004262113094773756,-0.0003438181984124806,-0.0024112391149683997,0.5,False,-0.006218179129101886
lr_l2_c0p10__stratified5,drop_prob_low25,425,25,0.5011764705882353,0.48,0.10846403861509217,0.5123566161033017,0.29650355357252534,1.6214473390756412,-0.0036032163090570224,0.0006588967857167338,-0.004262113094773756,-0.0005147451870081461,-0.003990589970923586,0.5,False,-0.0008339789883384241
lr_l2_c0p10__stratified5,drop_risk_top25,425,25,0.5011764705882353,0.48,0.31987222519448044,0.4999208404221611,0.8870827946138857,1.030868098034281,-0.0022908179956317998,0.0019712950991419564,-0.004262113094773756,-0.0003272597136616857,-0.0023366158811725436,0.5,False,-0.006739771398751926
lr_l2_c0p10__stratified5,drop_prob_low34,416,34,0.5096153846153846,0.5882352941176471,0.12365286045092795,0.519853282581608,0.125544941438219,1.7924059512099477,-0.003983124336022104,0.00027898875875165263,-0.004262113094773756,-0.0005690177622888719,-0.004344009666039472,0.6,False,0.0009109012506515001
lr_l2_c0p10__stratified5,drop_risk_top34,416,34,0.5024038461538461,0.5,0.3218709581867906,0.5036527649781962,0.8217543380796832,1.0961965545684835,-0.0024359923434855713,0.001826120751288185,-0.004262113094773756,-0.0003479989062122245,-0.0023951895543044997,0.6,False,-0.006086486833409954
lr_l2_c0p10__stratified5,drop_prob_low55,395,55,0.5139240506329114,0.5818181818181818,0.152925922161212,0.5368411065580098,0.0027708791417925815,1.9151800135063741,-0.004255955585569793,6.157509203963407e-06,-0.004262113094773756,-0.000607993655081399,-0.004555950331206182,0.6,False,0.0021150750286963154
lr_l2_c0p10__stratified5,drop_risk_top55,395,55,0.5012658227848101,0.4909090909090909,0.3433021805989753,0.5103330199400934,1.1162421911878395,0.8017087014603274,-0.0017815748921341523,0.002480538202639604,-0.004262113094773756,-0.00025451069887630747,-0.0020502675594396003,0.7,False,-0.00905236536449134
lr_l2_c0p10__stratified5,drop_prob_low80,370,80,0.5162162162162162,0.5625,0.18383366138983734,0.5560985672921447,-0.0023282099113706156,1.9202791025595376,-0.004267286894576783,-5.173799803026569e-06,-0.004262113094773756,-0.000609612413510969,-0.004461411248928027,0.6,False,0.0021333386465004975
lr_l2_c0p10__stratified5,drop_risk_top80,370,80,0.5081081081081081,0.525,0.3443021382911076,0.5214026803945727,1.134026857862664,0.7839240347855028,-0.001742053410634492,0.002520059684139264,-0.004262113094773756,-0.00024886477294778456,-0.0020319450985061827,0.4,False,-0.00924521203123981
lr_l2_c0p10__stratified5,drop_prob_low111,339,111,0.5221238938053098,0.5585585585585585,0.2172869456130401,0.5791867606083572,0.06784715139867772,1.850103741249489,-0.004111341647221156,0.00015077144755260008,-0.004262113094773756,-0.0005873345210315937,-0.004313426946635968,0.6,False,0.001399008456823601
lr_l2_c0p10__stratified5,drop_risk_top111,339,111,0.5162241887905604,0.5405405405405406,0.3517883304514592,0.5351464841568394,1.3315174315306513,0.586433461117515,-0.0013031854691499811,0.002958927625623775,-0.004262113094773756,-0.0001861693527357116,-0.0017582211334714049,0.3,False,-0.011244901551703894
lr_l2_c0p10__stratified5,keep_prob_ge_0p35,319,131,0.5329153605015674,0.5725190839694656,0.2354977343634727,0.5943979925005191,-0.01988046454030451,1.9378313571884713,-0.004306291904863313,-4.417881008955682e-05,-0.004262113094773756,-0.0006151845578376161,-0.004465277419291314,0.6,False,0.00226186882637767
lr_l2_c0p10__stratified5,keep_prob_ge_0p4,278,172,0.5467625899280576,0.5697674418604651,0.26881243836263835,0.626717350398945,0.2437179803054106,1.6742329123427562,-0.003720517582983973,0.000541595511789783,-0.004262113094773756,-0.0005315025118548533,-0.0038371067338708875,0.6,False,-0.00041621627892295956
lr_l2_c0p10__stratified5,keep_prob_ge_0p45,246,204,0.5487804878048781,0.553921568627451,0.2937523001592974,0.6525922503121295,0.5317842152510173,1.3861666773971493,-0.0030803703942159366,0.0011817427005578196,-0.004262113094773756,-0.0004400529134594195,-0.003340827443484107,0.6,False,-0.0033352169776723296
lr_l2_c0p10__stratified5,keep_prob_ge_0p5,209,241,0.5311004784688995,0.5228215767634855,0.3210333083776685,0.6846609353601073,1.2614210722640102,0.6565298203841564,-0.0014589551564093695,0.0028031579383643868,-0.004262113094773756,-0.0002084221652013385,-0.0016137525579696498,0.4,False,-0.010681025544547468
lr_l2_c0p10__stratified5,keep_prob_ge_0p55,180,270,0.5555555555555556,0.5333333333333333,0.3426110819331208,0.7108787260407663,1.2279721434740902,0.6899787491740768,-0.0015332861092757222,0.002728826985498034,-0.004262113094773756,-0.0002190408727536746,-0.0017061911710086642,0.5,False,-0.010371331554020941
lr_l2_c0p10__stratified5,keep_prob_ge_0p6,149,301,0.5771812080536913,0.5348837209302325,0.36674954171980667,0.7387352399437499,1.0635441162102637,0.8544067764379029,-0.001898681725417628,0.002363431369356128,-0.004262113094773756,-0.00027124024648823256,-0.0019108791582440388,0.4,False,-0.008757431126343605
lr_l2_c0p10__stratified5,keep_top80,80,370,0.6125,0.5216216216216216,0.41903093406291037,0.817771465075046,1.599765589437637,0.31818530321052985,-0.000707078451579024,0.003555034643194732,-0.004262113094773756,-0.00010101120736843201,-0.0007131546590389726,0.5,False,-0.014193950698340767
lr_l2_c0p10__stratified5,keep_top100,100,350,0.61,0.5285714285714286,0.40390926370355046,0.7909492051303784,1.3847428019435555,0.5332080907046113,-0.0011849068682325825,0.0030772062265411737,-0.004262113094773756,-0.0001692724097475118,-0.0011579660608301956,0.5,False,-0.012020942900619832
lr_l2_c0p10__stratified5,keep_top125,125,325,0.624,0.5446153846153846,0.38511511864897985,0.7624059939868963,0.8006619937901007,1.1172888988580656,-0.0024828642196847994,0.0017792488750889568,-0.004262113094773756,-0.00035469488852639993,-0.002655040201721004,0.6,False,-0.006148717236667273
lr_l2_c0p10__stratified5,keep_top150,150,300,0.5733333333333334,0.5333333333333333,0.36597265559124603,0.7378091075460447,1.1169586024567348,0.8009922901914319,-0.0017799828670922446,0.0024821302276815116,-0.004262113094773756,-0.0002542832667274635,-0.0017805999234965508,0.4,False,-0.00929119614384659
lr_l2_c0p10__stratified5,keep_top175,175,275,0.5542857142857143,0.5309090909090909,0.34652371351664213,0.7152522376697367,1.3754774602830575,0.5424734323651093,-0.0012054965163669218,0.0030566165784068344,-0.004262113094773756,-0.0001722137880524174,-0.001386225680689368,0.4,False,-0.01185235441908024
lr_l2_c0p10__stratified5,keep_top200,200,250,0.54,0.528,0.3276898646882148,0.6927034831861341,1.1930213922960162,0.7249295003521505,-0.0016109544452271862,0.00265115864954657,-0.004262113094773756,-0.00023013634931816945,-0.0018383266934441922,0.4,False,-0.010003957375572687
lr_l2_c0p10__rowcontig5,drop_prob_low1,449,1,0.5033407572383074,1.0,0.031863776001982196,0.47439409484945266,-0.03704752182655152,1.9549984144747183,-0.004344440921055015,-8.232782628125879e-05,-0.004262113094773756,-0.0006206344172935736,-0.004782531012178593,0.6,False,0.0027015317656525427
lr_l2_c0p10__rowcontig5,drop_risk_top1,449,1,0.5011135857461024,0.0,0.05834280873983423,0.4743351215025977,0.13272330951245853,1.7852275831357083,-0.003967172406968422,0.000294940687805334,-0.004262113094773756,-0.0005667389152812032,-0.004468342765196265,0.6,False,0.0008038234522628751
lr_l2_c0p10__rowcontig5,drop_prob_low3,447,3,0.5055928411633109,1.0,0.03529949227485069,0.4763510377775876,-0.10031984672159922,2.0182707393697656,-0.0044850460874884535,-0.00022293299271469724,-0.004262113094773756,-0.0006407208696412077,-0.004920357732862257,0.6,False,0.003334255014603016
lr_l2_c0p10__rowcontig5,drop_risk_top3,447,3,0.5011185682326622,0.3333333333333333,0.21115230315182187,0.4751708175703596,0.10695297411241267,1.810997918535754,-0.004024439818968495,0.00023767327580526132,-0.004262113094773756,-0.0005749199741383564,-0.004479680875797776,0.6,False,0.0010615268062632022
lr_l2_c0p10__rowcontig5,drop_prob_low5,445,5,0.5056179775280899,0.8,0.038471802941123526,0.47829764797460805,-0.08887307055680305,2.00682396320497,-0.004459608807122151,-0.00019749571234839447,-0.004262113094773756,-0.0006370869724460215,-0.004887339431327598,0.6,False,0.003139787252954653
lr_l2_c0p10__rowcontig5,drop_risk_top5,445,5,0.501123595505618,0.4,0.15706383288567044,0.47696515325613004,0.09581173585778152,1.822139156790385,-0.004049198126200859,0.00021291496857289705,-0.004262113094773756,-0.0005784568751715513,-0.0045269963298056656,0.6,False,0.0011729391888088414
lr_l2_c0p10__rowcontig5,drop_prob_low8,442,8,0.5067873303167421,0.75,0.04260228898120275,0.4812081313383633,-0.21230375892413833,2.130254651572305,-0.00473389922571632,-0.00047178613094256416,-0.004262113094773756,-0.0006762713179594744,-0.005142675738599023,0.7,False,0.004354094136628417
lr_l2_c0p10__rowcontig5,drop_risk_top8,442,8,0.502262443438914,0.5,0.22045443211666663,0.4779890880236943,0.06896980296869215,1.8489810896794745,-0.004108846865954474,0.0001532662288192821,-0.004262113094773756,-0.000586978123707782,-0.004412164167876087,0.6,False,0.0014413585177001087
lr_l2_c0p10__rowcontig5,drop_prob_low13,437,13,0.5080091533180778,0.6923076923076923,0.04688164890383772,0.48609920120745154,-0.1811775248179136,2.0991284174660803,-0.004664729816591273,-0.00040261672181751695,-0.004262113094773756,-0.0006663899737987533,-0.005077829417544389,0.7,False,0.004019754872488781
lr_l2_c0p10__rowcontig5,drop_risk_top13,437,13,0.5034324942791762,0.5384615384615384,0.23648186873758187,0.4804589200682326,0.01795272226181374,1.899998170386353,-0.004222218156414326,3.9894938359430476e-05,-0.004262113094773756,-0.0006031740223449036,-0.004478663458096155,0.6,False,0.0019669139401540564
lr_l2_c0p10__rowcontig5,drop_prob_low21,429,21,0.5081585081585082,0.6190476190476191,0.053197204731002964,0.4939805852308978,-0.11953476907529648,2.0374856617234633,-0.004527745914941095,-0.0002656328201673386,-0.004262113094773756,-0.0006468208449915849,-0.00497904904829517,0.7,False,0.0033740232857589494
lr_l2_c0p10__rowcontig5,drop_risk_top21,429,21,0.5034965034965035,0.5238095238095238,0.23563455615197929,0.48505008551098977,0.24485496244847826,1.6730959301996884,-0.0037179909559993396,0.0005441221387744166,-0.004262113094773756,-0.0005311415651427628,-0.003951557982769138,0.6,False,-0.00030796926757418715
lr_l2_c0p10__rowcontig5,drop_prob_low25,425,25,0.5058823529411764,0.56,0.056304095602007845,0.4979463764078965,-0.047221069974452495,1.9651719626226192,-0.0043670488058281665,-0.00010493571105441024,-0.004262113094773756,-0.0006238641151183095,-0.004829613236974095,0.7,False,0.0026272672471317243
lr_l2_c0p10__rowcontig5,drop_risk_top25,425,25,0.5035294117647059,0.52,0.2408653984604819,0.4870898291809274,0.25046623774988386,1.6674846548982827,-0.0037055214553296523,0.000556591639444104,-0.004262113094773756,-0.000529360207904236,-0.0039682700473546275,0.7,False,-0.0003656058301115896
lr_l2_c0p10__rowcontig5,drop_prob_low34,416,34,0.5096153846153846,0.5882352941176471,0.06428064419130662,0.5068492078387062,-0.08068711261152406,1.9986380052596906,-0.004441417789466162,-0.00017930469469240595,-0.004262113094773756,-0.0006344882556380231,-0.004912570882881206,0.7,False,0.0029732217911497636
lr_l2_c0p10__rowcontig5,drop_risk_top34,416,34,0.5048076923076923,0.5294117647058824,0.23139555308177226,0.4931907777851586,0.2500111670121621,1.6679397256360047,-0.003706532723635636,0.0005555803711381202,-0.004262113094773756,-0.0005295046748050909,-0.004022776061722855,0.6,False,-0.00035729041685230985
lr_l2_c0p10__rowcontig5,drop_prob_low55,395,55,0.5113924050632911,0.5636363636363636,0.08392360433679186,0.5276430737338802,0.03781339119640159,1.8801375014517652,-0.004178083336559668,8.402975821408809e-05,-0.004262113094773756,-0.0005968690480799525,-0.004694359416953353,0.7,False,0.0017573771808780273
lr_l2_c0p10__rowcontig5,drop_risk_top55,395,55,0.5113924050632911,0.5636363636363636,0.24588834037161536,0.50509102188093,0.36918158412664126,1.5487693085215253,-0.003441709574492413,0.0008204035202813431,-0.004262113094773756,-0.000491672796356059,-0.00380041226430492,0.5,False,-0.0015563047484246203
lr_l2_c0p10__rowcontig5,drop_prob_low80,370,80,0.5216216216216216,0.5875,0.10376861697620461,0.5533333054197563,0.05800503356465864,1.859945859083508,-0.004133213020185655,0.00012890007458810082,-0.004262113094773756,-0.0005904590028836651,-0.004651699007830889,0.7,False,0.0015400062117404245
lr_l2_c0p10__rowcontig5,drop_risk_top80,370,80,0.5081081081081081,0.525,0.26467402985948596,0.5185429458774251,1.0821934975438863,0.8357573951042802,-0.0018572386557874632,0.002404874438986293,-0.004262113094773756,-0.0002653198079696376,-0.0022270111815360207,0.5,False,-0.00872687842805144
lr_l2_c0p10__rowcontig5,drop_prob_low111,339,111,0.5250737463126843,0.5675675675675675,0.1250405925164684,0.587478780513505,-0.023393096405309177,1.9413439890534758,-0.004314097753452262,-5.1984658678505546e-05,-0.004262113094773756,-0.0006162996790646089,-0.004808239265866732,0.7,False,0.0023150145384671804
lr_l2_c0p10__rowcontig5,drop_risk_top111,339,111,0.5162241887905604,0.5405405405405406,0.3191423358841384,0.5239233424196663,1.205770781539702,0.7121801111084646,-0.0015826224691301016,0.0026794906256436546,-0.004262113094773756,-0.00022608892416144309,-0.001766046858530268,0.5,False,-0.009987435051793352
lr_l2_c0p10__rowcontig5,keep_prob_ge_0p35,266,184,0.5451127819548872,0.5597826086956522,0.18645210273004093,0.6719083663950326,-0.23126062052465712,2.1492115131728236,-0.0047760255848284805,-0.0005139124900547243,-0.004262113094773756,-0.0006822893692612115,-0.005283590337313482,0.8,False,0.004367575796111398
lr_l2_c0p10__rowcontig5,keep_prob_ge_0p4,243,207,0.5473251028806584,0.5507246376811594,0.2070131627806601,0.7003419245588871,0.08377678364285138,1.8341741090053154,-0.004075942464456195,0.00018617063031756143,-0.004262113094773756,-0.0005822774949223135,-0.004541197228255955,0.8,False,0.0011905785660303156
lr_l2_c0p10__rowcontig5,keep_prob_ge_0p45,209,241,0.5598086124401914,0.5477178423236515,0.23786194918571588,0.745024318706453,0.1847754795597778,1.733175413088389,-0.00385150091797426,0.00041061217679949635,-0.004262113094773756,-0.0005502144168534657,-0.0040724488235059034,0.7,False,9.538888871860513e-05
lr_l2_c0p10__rowcontig5,keep_prob_ge_0p5,192,258,0.546875,0.5310077519379846,0.25364296594551916,0.7687235789034493,0.37621422686798023,1.5417366657801863,-0.0034260814795116223,0.0008360316152621339,-0.004262113094773756,-0.0004894402113588032,-0.00365840080968447,0.7,False,-0.0018426826205175306
lr_l2_c0p10__rowcontig5,keep_prob_ge_0p55,176,274,0.5454545454545454,0.5255474452554745,0.2693581534281298,0.7910833995687423,0.43474412813363406,1.4832067645145328,-0.003296015032254518,0.0009660980625192384,-0.004262113094773756,-0.00047085929032207396,-0.0034590377764196377,0.7,False,-0.0024461657558475045
lr_l2_c0p10__rowcontig5,keep_prob_ge_0p6,163,287,0.5460122699386503,0.5226480836236934,0.2831997548615415,0.8083219798659129,0.593778754884171,1.3241721377639954,-0.002942604750586608,0.001319508344187148,-0.004262113094773756,-0.0004203721072266583,-0.003102210425831664,0.7,False,-0.0040506717680058105
lr_l2_c0p10__rowcontig5,keep_top80,80,370,0.5375,0.5054054054054054,0.3783094353159437,0.9132540162063382,1.3661230742276984,0.5518278184204684,-0.0012262840409345,0.0030358290538392563,-0.004262113094773756,-0.00017518343441921429,-0.0012985295016897601,0.4,False,-0.011864012032727612
lr_l2_c0p10__rowcontig5,keep_top100,100,350,0.53,0.5057142857142857,0.3545451048102346,0.8894402567982411,1.1696626844442541,0.7482882082039127,-0.0016628626848976813,0.002599250409876075,-0.004262113094773756,-0.0002375518121282402,-0.0018947515798861225,0.5,False,-0.009879284582769744
lr_l2_c0p10__rowcontig5,keep_top125,125,325,0.512,0.5015384615384615,0.3259981651407831,0.8566832695412134,1.2808053842947875,0.6371455083533792,-0.001415878907451984,0.0028462341873217722,-0.004262113094773756,-0.00020226841535028343,-0.0015554677892980595,0.4,False,-0.010967381910945711
lr_l2_c0p10__rowcontig5,keep_top150,150,300,0.5466666666666666,0.52,0.297729023077988,0.8247740362667323,0.7099976305088664,1.2079532621393003,-0.0026843405825318634,0.0015777725122418929,-0.004262113094773756,-0.0003834772260759805,-0.0027531845504744413,0.7,False,-0.005226919757701639
lr_l2_c0p10__rowcontig5,keep_top175,175,275,0.5428571428571428,0.5236363636363637,0.27038099502016555,0.7924573641877755,0.43867915648538536,1.4792717361627812,-0.003287270524806152,0.0009748425699676044,-0.004262113094773756,-0.0004696100749723074,-0.003451007106314019,0.7,False,-0.002487280472012796
lr_l2_c0p10__rowcontig5,keep_top200,200,250,0.555,0.54,0.2461077759396771,0.7575393418924347,0.19160420514466964,1.726346687503497,-0.003836325972230159,0.0004257871225435972,-0.004262113094773756,-0.0005480465674614513,-0.00407167224829208,0.7,False,1.5014495940690793e-05
lr_l2_c0p10__subject5,drop_prob_low1,449,1,0.5011135857461024,0.0,0.030459343443318163,0.47166935629262663,0.13272330951245853,1.7852275831357083,-0.003967172406968422,0.000294940687805334,-0.004262113094773756,-0.0005667389152812032,-0.004468342765196265,0.6,False,0.0008038234522628751
lr_l2_c0p10__subject5,drop_risk_top1,449,1,0.5011135857461024,0.0,0.030459343443318163,0.47166935629262663,0.13272330951245853,1.7852275831357083,-0.003967172406968422,0.000294940687805334,-0.004262113094773756,-0.0005667389152812032,-0.004468342765196265,0.6,False,0.0008038234522628751
lr_l2_c0p10__subject5,drop_prob_low3,447,3,0.4988814317673378,0.0,0.04313307967852708,0.47355839167739844,0.17787640020856726,1.7400744924395992,-0.003866832205421278,0.0003952808893524784,-0.004262113094773756,-0.0005524046007744683,-0.004358213275693556,0.6,False,0.0003522925453007253
lr_l2_c0p10__subject5,drop_risk_top3,447,3,0.5011185682326622,0.3333333333333333,0.18779498572467304,0.47258750640192093,0.239238560799459,1.6787123318487076,-0.0037304718485526855,0.0005316412462210707,-0.004262113094773756,-0.0005329245497932408,-0.004147504228354482,0.6,False,-0.0002613290606079399
lr_l2_c0p10__subject5,drop_prob_low5,445,5,0.501123595505618,0.4,0.054300806070549726,0.47536740738984257,0.15275007028945864,1.7652008223587081,-0.003922668494130699,0.00033944460064305737,-0.004262113094773756,-0.0005603812134472427,-0.004416569173510676,0.6,False,0.0006035558444931199
lr_l2_c0p10__subject5,drop_risk_top5,445,5,0.49887640449438203,0.2,0.2408325982318836,0.47327154455656917,0.571207305484161,1.3467435871640057,-0.0029927635270312614,0.0012693495677424949,-0.004262113094773756,-0.0004275376467187516,-0.0032823284985501245,0.6,False,-0.0035810165074543487
lr_l2_c0p10__subject5,drop_prob_low8,442,8,0.497737556561086,0.25,0.06367710234163464,0.4780556187785059,0.3086963502675527,1.6092545423806142,-0.0035761212052903835,0.0006859918894833728,-0.004262113094773756,-0.0005108744578986262,-0.00402687852916297,0.6,False,-0.0009559069552882993
lr_l2_c0p10__subject5,drop_risk_top8,442,8,0.49547511312217196,0.125,0.23969788777835072,0.4748697222095155,0.9396385011319605,0.9783123915162063,-0.002174027536702816,0.00208808555807094,-0.004262113094773756,-0.0003105753623861166,-0.0024011888412853845,0.5,False,-0.007265328463932352
lr_l2_c0p10__subject5,drop_prob_low13,437,13,0.4988558352402746,0.38461538461538464,0.07529870605229717,0.48245106897060136,0.33743425842659724,1.5805166342215695,-0.003512259187159028,0.0007498539076147281,-0.004262113094773756,-0.0005017513124512897,-0.0039576207896518615,0.6,False,-0.0012432860368793985
lr_l2_c0p10__subject5,drop_risk_top13,437,13,0.494279176201373,0.23076923076923078,0.25033143761992716,0.47724414560588924,1.136760297100195,0.7811905955479718,-0.0017359791012176995,0.0025261339935560567,-0.004262113094773756,-0.0002479970144596714,-0.001996507051586105,0.5,False,-0.009236546423615377
lr_l2_c0p10__subject5,drop_prob_low21,429,21,0.4988344988344988,0.42857142857142855,0.09120856600384497,0.4892648494935943,0.20911864879319747,1.7088322438549692,-0.0037974049863443993,0.00046470810842935695,-0.004262113094773756,-0.0005424864266206285,-0.004221202231568133,0.6,False,3.9870059454771845e-05
lr_l2_c0p10__subject5,drop_risk_top21,429,21,0.4965034965034965,0.38095238095238093,0.2875205591887881,0.4796551715055201,1.040979678667954,0.8769712139802128,-0.0019488249199561825,0.0023132881748175738,-0.004262113094773756,-0.00027840355999374033,-0.0020733367489272347,0.6,False,-0.008278740239292204
lr_l2_c0p10__subject5,drop_prob_low25,425,25,0.4988235294117647,0.44,0.0970073513967427,0.4926701565503861,0.23270292479727567,1.685247967850891,-0.0037449954841132227,0.0005171176106605335,-0.004262113094773756,-0.0005349993548733176,-0.004185701424345045,0.6,False,-0.00019597270058552274
lr_l2_c0p10__subject5,drop_risk_top25,425,25,0.4964705882352941,0.4,0.29677541308440386,0.4809190940981707,1.0569235098788057,0.8610273827693611,-0.0019133941839319935,0.0023487189108417628,-0.004262113094773756,-0.00027334202627599905,-0.0019302488952694264,0.6,False,-0.008438178551401054
lr_l2_c0p10__subject5,drop_prob_low34,416,34,0.5,0.47058823529411764,0.11001413857859756,0.5001671144402893,0.33355616204430666,1.58439473060386,-0.0035208771791197524,0.0007412359156540038,-0.004262113094773756,-0.0005029824541599646,-0.003984060458374805,0.6,False,-0.001204505073056139
lr_l2_c0p10__subject5,drop_risk_top34,416,34,0.49759615384615385,0.4411764705882353,0.3079590519181682,0.4839889244077282,1.1712528585643152,0.7466980340838515,-0.0016593289646309461,0.00260278413014281,-0.004262113094773756,-0.00023704699494727803,-0.0016818754943982884,0.6,False,-0.009581472038255767
lr_l2_c0p10__subject5,drop_prob_low55,395,55,0.5164556962025316,0.6,0.1304189019492925,0.5180682549661306,0.027560197876952353,1.8903906947712146,-0.004200868210602837,6.1244884170919e-05,-0.004262113094773756,-0.0006001240300861196,-0.004672890256209916,0.6,False,0.0018744545686177425
lr_l2_c0p10__subject5,drop_risk_top55,395,55,0.5012658227848101,0.4909090909090909,0.2844210797842566,0.49662491374860396,1.302739083858366,0.6152118087898006,-0.001367137352866199,0.0028949757419075572,-0.004262113094773756,-0.00019530533612374272,-0.0014713517639659778,0.6,False,-0.01091733429119713
lr_l2_c0p10__subject5,drop_prob_low80,370,80,0.5081081081081081,0.525,0.1508073857175516,0.539852458003861,0.60351319190233,1.3144377007458368,-0.00292097266832414,0.0013411404264496163,-0.004262113094773756,-0.0004172818097605914,-0.00314466763206237,0.5,False,-0.003940075371636395
lr_l2_c0p10__subject5,drop_risk_top80,370,80,0.5,0.4875,0.3038021235587377,0.5067725146868477,1.6845223572341186,0.233428535414048,-0.0005187300786979598,0.0037433830160757964,-0.004262113094773756,-7.410429695685141e-05,-0.0005776410427582146,0.5,False,-0.014760167024954205
lr_l2_c0p10__subject5,drop_prob_low111,339,111,0.5221238938053098,0.5585585585585585,0.17483806146714012,0.5675603996931566,0.25624049272832716,1.6617103999198395,-0.0036926897775997336,0.0005694233171740226,-0.004262113094773756,-0.0005275271110856762,-0.0038357738377027273,0.6,False,-0.00048492495647280023
lr_l2_c0p10__subject5,drop_risk_top111,339,111,0.5073746312684366,0.5135135135135135,0.3454246846034363,0.5117046027370242,1.6629266669193916,0.2550242257287749,-0.0005667205016196553,0.003695392593154101,-0.004262113094773756,-8.096007165995076e-05,-0.0007388738279685003,0.6,False,-0.014569804716401171
lr_l2_c0p10__subject5,keep_prob_ge_0p35,289,161,0.5363321799307958,0.5590062111801242,0.21635731587392565,0.6123753372426665,0.255528421103839,1.6624224715443274,-0.0036942721589874328,0.0005678409357863234,-0.004262113094773756,-0.0005277531655696333,-0.0038366731208094975,0.5,False,-0.0005276251791795277
lr_l2_c0p10__subject5,keep_prob_ge_0p4,264,186,0.5454545454545454,0.5591397849462365,0.23764445859462352,0.634879284167548,0.5744539379343675,1.3434969547137992,-0.0029855487882529674,0.0012765643065207888,-0.004262113094773756,-0.0004265069697504239,-0.003119535630188519,0.6,False,-0.0037418269179781767
