config,target,family,columns,n_columns,c_value,balanced,base_loss,proxy_loss,best_weight,best_blend_loss,delta_vs_base,subject_guard_mean_delta,subject_guard_median_delta,subject_guard_win_rate,subject_guard_p25_delta,subject_guard_p75_delta,subject_guard_mean_selected_weight,geometry_mean_delta,geometry_median_delta,geometry_win_rate,geometry_repeats,geometry_scored_rows,passes_loose,passes_strict
S4_waso_fragment_c0p03_plain,S4,waso_fragment,proxy_frag_screen_fragmentation|proxy_frag_screen_step_fragmentation|proxy_frag_screen_gap_minutes_between_quiet|proxy_frag_screen_step_gap_minutes_between_quiet|proxy_dyn_screen_wake_after120_screen_on_core_min|proxy_dyn_screen_step_wake_after120_screen_on_core_min|proxy_dyn_screen_step_wake_after120_step_core_sum|proxy_dyn_screen_step_wake_after120_active_burst_count,8,0.03,False,0.6034040622125061,0.6851959783381759,0.02,0.6033449953567531,-5.9066855752965e-05,0.0007241792741230126,0.0,0.075,0.0,0.0010558077902545482,0.03147222222222223,4.24675381682782e-06,-6.041302986820041e-05,0.5,8,1075,False,False
S1_tst_duration_c0p03_plain,S1,tst_duration,proxy_screen_duration_min|proxy_screen_step_duration_min|proxy_dyn_screen_duration_min|proxy_dyn_screen_step_duration_min|proxy_frag_screen_longest_duration_min|proxy_frag_screen_step_longest_duration_min|quiet_w21_32_screen_step_dur|quiet_w22_32_screen_step_dur,8,0.03,False,0.47894327588040597,0.6030662423505759,0.0,0.47894327588040597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S1_tst_duration_c0p03_bal,S1,tst_duration,proxy_screen_duration_min|proxy_screen_step_duration_min|proxy_dyn_screen_duration_min|proxy_dyn_screen_step_duration_min|proxy_frag_screen_longest_duration_min|proxy_frag_screen_step_longest_duration_min|quiet_w21_32_screen_step_dur|quiet_w22_32_screen_step_dur,8,0.03,True,0.47894327588040597,0.6597875267705228,0.0,0.47894327588040597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S1_tst_duration_c0p1_plain,S1,tst_duration,proxy_screen_duration_min|proxy_screen_step_duration_min|proxy_dyn_screen_duration_min|proxy_dyn_screen_step_duration_min|proxy_frag_screen_longest_duration_min|proxy_frag_screen_step_longest_duration_min|quiet_w21_32_screen_step_dur|quiet_w22_32_screen_step_dur,8,0.1,False,0.47894327588040597,0.5984306995735493,0.0,0.47894327588040597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S1_tst_duration_c0p1_bal,S1,tst_duration,proxy_screen_duration_min|proxy_screen_step_duration_min|proxy_dyn_screen_duration_min|proxy_dyn_screen_step_duration_min|proxy_frag_screen_longest_duration_min|proxy_frag_screen_step_longest_duration_min|quiet_w21_32_screen_step_dur|quiet_w22_32_screen_step_dur,8,0.1,True,0.47894327588040597,0.6582247215016531,0.0,0.47894327588040597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S1_tst_duration_c0p3_plain,S1,tst_duration,proxy_screen_duration_min|proxy_screen_step_duration_min|proxy_dyn_screen_duration_min|proxy_dyn_screen_step_duration_min|proxy_frag_screen_longest_duration_min|proxy_frag_screen_step_longest_duration_min|quiet_w21_32_screen_step_dur|quiet_w22_32_screen_step_dur,8,0.3,False,0.47894327588040597,0.5983677623346955,0.0,0.47894327588040597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S1_tst_duration_c0p3_bal,S1,tst_duration,proxy_screen_duration_min|proxy_screen_step_duration_min|proxy_dyn_screen_duration_min|proxy_dyn_screen_step_duration_min|proxy_frag_screen_longest_duration_min|proxy_frag_screen_step_longest_duration_min|quiet_w21_32_screen_step_dur|quiet_w22_32_screen_step_dur,8,0.3,True,0.47894327588040597,0.657906436471964,0.0,0.47894327588040597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S1_tst_relative_c0p03_plain,S1,tst_relative,proxy_dyn_screen_duration_min_subj_center|proxy_dyn_screen_duration_min_subj_z|proxy_dyn_screen_step_duration_min_subj_center|proxy_dyn_screen_step_duration_min_subj_z|proxy_dyn_screen_step_duration_min_roll3_center_delta,5,0.03,False,0.47894327588040597,0.6075041628253586,0.0,0.47894327588040597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S1_tst_relative_c0p03_bal,S1,tst_relative,proxy_dyn_screen_duration_min_subj_center|proxy_dyn_screen_duration_min_subj_z|proxy_dyn_screen_step_duration_min_subj_center|proxy_dyn_screen_step_duration_min_subj_z|proxy_dyn_screen_step_duration_min_roll3_center_delta,5,0.03,True,0.47894327588040597,0.664896612102581,0.0,0.47894327588040597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S1_tst_relative_c0p1_plain,S1,tst_relative,proxy_dyn_screen_duration_min_subj_center|proxy_dyn_screen_duration_min_subj_z|proxy_dyn_screen_step_duration_min_subj_center|proxy_dyn_screen_step_duration_min_subj_z|proxy_dyn_screen_step_duration_min_roll3_center_delta,5,0.1,False,0.47894327588040597,0.6030780371875099,0.0,0.47894327588040597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S1_tst_relative_c0p1_bal,S1,tst_relative,proxy_dyn_screen_duration_min_subj_center|proxy_dyn_screen_duration_min_subj_z|proxy_dyn_screen_step_duration_min_subj_center|proxy_dyn_screen_step_duration_min_subj_z|proxy_dyn_screen_step_duration_min_roll3_center_delta,5,0.1,True,0.47894327588040597,0.663836725999932,0.0,0.47894327588040597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S1_tst_relative_c0p3_plain,S1,tst_relative,proxy_dyn_screen_duration_min_subj_center|proxy_dyn_screen_duration_min_subj_z|proxy_dyn_screen_step_duration_min_subj_center|proxy_dyn_screen_step_duration_min_subj_z|proxy_dyn_screen_step_duration_min_roll3_center_delta,5,0.3,False,0.47894327588040597,0.6041473503642797,0.0,0.47894327588040597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S1_tst_relative_c0p3_bal,S1,tst_relative,proxy_dyn_screen_duration_min_subj_center|proxy_dyn_screen_duration_min_subj_z|proxy_dyn_screen_step_duration_min_subj_center|proxy_dyn_screen_step_duration_min_subj_z|proxy_dyn_screen_step_duration_min_roll3_center_delta,5,0.3,True,0.47894327588040597,0.664797774421232,0.0,0.47894327588040597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S2_efficiency_c0p03_plain,S2,efficiency,proxy_frag_screen_candidate_quiet_frac|proxy_frag_screen_step_candidate_quiet_frac|proxy_frag_screen_step_longest_frac|proxy_screen_screen_on_core_min|proxy_screen_step_screen_on_core_min|proxy_screen_step_step_core_sum,6,0.03,False,0.5389534496173579,0.6426053939724703,0.0,0.5389534496173579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S2_efficiency_c0p03_bal,S2,efficiency,proxy_frag_screen_candidate_quiet_frac|proxy_frag_screen_step_candidate_quiet_frac|proxy_frag_screen_step_longest_frac|proxy_screen_screen_on_core_min|proxy_screen_step_screen_on_core_min|proxy_screen_step_step_core_sum,6,0.03,True,0.5389534496173579,0.6828518709282239,0.0,0.5389534496173579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S2_efficiency_c0p1_plain,S2,efficiency,proxy_frag_screen_candidate_quiet_frac|proxy_frag_screen_step_candidate_quiet_frac|proxy_frag_screen_step_longest_frac|proxy_screen_screen_on_core_min|proxy_screen_step_screen_on_core_min|proxy_screen_step_step_core_sum,6,0.1,False,0.5389534496173579,0.6400762152958615,0.0,0.5389534496173579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S2_efficiency_c0p1_bal,S2,efficiency,proxy_frag_screen_candidate_quiet_frac|proxy_frag_screen_step_candidate_quiet_frac|proxy_frag_screen_step_longest_frac|proxy_screen_screen_on_core_min|proxy_screen_step_screen_on_core_min|proxy_screen_step_step_core_sum,6,0.1,True,0.5389534496173579,0.6831213781117415,0.0,0.5389534496173579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S2_efficiency_c0p3_plain,S2,efficiency,proxy_frag_screen_candidate_quiet_frac|proxy_frag_screen_step_candidate_quiet_frac|proxy_frag_screen_step_longest_frac|proxy_screen_screen_on_core_min|proxy_screen_step_screen_on_core_min|proxy_screen_step_step_core_sum,6,0.3,False,0.5389534496173579,0.6400694338669133,0.0,0.5389534496173579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S2_efficiency_c0p3_bal,S2,efficiency,proxy_frag_screen_candidate_quiet_frac|proxy_frag_screen_step_candidate_quiet_frac|proxy_frag_screen_step_longest_frac|proxy_screen_screen_on_core_min|proxy_screen_step_screen_on_core_min|proxy_screen_step_step_core_sum,6,0.3,True,0.5389534496173579,0.6834252868864635,0.0,0.5389534496173579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S2_efficiency_relative_c0p03_plain,S2,efficiency_relative,proxy_dyn_screen_wake_after60_screen_on_core_min_subj_center|proxy_dyn_screen_wake_after60_step_core_sum_subj_center|proxy_dyn_screen_step_wake_after60_screen_on_core_min_subj_center|proxy_dyn_screen_step_wake_after60_step_core_sum_subj_center,4,0.03,False,0.5389534496173579,0.6603472065671097,0.0,0.5389534496173579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S2_efficiency_relative_c0p03_bal,S2,efficiency_relative,proxy_dyn_screen_wake_after60_screen_on_core_min_subj_center|proxy_dyn_screen_wake_after60_step_core_sum_subj_center|proxy_dyn_screen_step_wake_after60_screen_on_core_min_subj_center|proxy_dyn_screen_step_wake_after60_step_core_sum_subj_center,4,0.03,True,0.5389534496173579,0.7011071848517425,0.0,0.5389534496173579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S2_efficiency_relative_c0p1_plain,S2,efficiency_relative,proxy_dyn_screen_wake_after60_screen_on_core_min_subj_center|proxy_dyn_screen_wake_after60_step_core_sum_subj_center|proxy_dyn_screen_step_wake_after60_screen_on_core_min_subj_center|proxy_dyn_screen_step_wake_after60_step_core_sum_subj_center,4,0.1,False,0.5389534496173579,0.6640565409311102,0.0,0.5389534496173579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S2_efficiency_relative_c0p1_bal,S2,efficiency_relative,proxy_dyn_screen_wake_after60_screen_on_core_min_subj_center|proxy_dyn_screen_wake_after60_step_core_sum_subj_center|proxy_dyn_screen_step_wake_after60_screen_on_core_min_subj_center|proxy_dyn_screen_step_wake_after60_step_core_sum_subj_center,4,0.1,True,0.5389534496173579,0.7065065097132152,0.0,0.5389534496173579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S2_efficiency_relative_c0p3_plain,S2,efficiency_relative,proxy_dyn_screen_wake_after60_screen_on_core_min_subj_center|proxy_dyn_screen_wake_after60_step_core_sum_subj_center|proxy_dyn_screen_step_wake_after60_screen_on_core_min_subj_center|proxy_dyn_screen_step_wake_after60_step_core_sum_subj_center,4,0.3,False,0.5389534496173579,0.6704620070880648,0.0,0.5389534496173579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S2_efficiency_relative_c0p3_bal,S2,efficiency_relative,proxy_dyn_screen_wake_after60_screen_on_core_min_subj_center|proxy_dyn_screen_wake_after60_step_core_sum_subj_center|proxy_dyn_screen_step_wake_after60_screen_on_core_min_subj_center|proxy_dyn_screen_step_wake_after60_step_core_sum_subj_center,4,0.3,True,0.5389534496173579,0.7124319030276681,0.0,0.5389534496173579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S3_latency_phase_c0p03_plain,S3,latency_phase,proxy_screen_start_hour|proxy_screen_step_start_hour|proxy_dyn_screen_start_hour|proxy_dyn_screen_step_start_hour|quiet_w21_32_screen_step_start|quiet_w22_32_screen_step_start|proxy_screen_step_pre2h_screen_sum,7,0.03,False,0.5034376794790675,0.6465251068652415,0.0,0.5034376794790675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S3_latency_phase_c0p03_bal,S3,latency_phase,proxy_screen_start_hour|proxy_screen_step_start_hour|proxy_dyn_screen_start_hour|proxy_dyn_screen_step_start_hour|quiet_w21_32_screen_step_start|quiet_w22_32_screen_step_start|proxy_screen_step_pre2h_screen_sum,7,0.03,True,0.5034376794790675,0.6940446138160778,0.0,0.5034376794790675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S3_latency_phase_c0p1_plain,S3,latency_phase,proxy_screen_start_hour|proxy_screen_step_start_hour|proxy_dyn_screen_start_hour|proxy_dyn_screen_step_start_hour|quiet_w21_32_screen_step_start|quiet_w22_32_screen_step_start|proxy_screen_step_pre2h_screen_sum,7,0.1,False,0.5034376794790675,0.64426916293393,0.0,0.5034376794790675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S3_latency_phase_c0p1_bal,S3,latency_phase,proxy_screen_start_hour|proxy_screen_step_start_hour|proxy_dyn_screen_start_hour|proxy_dyn_screen_step_start_hour|quiet_w21_32_screen_step_start|quiet_w22_32_screen_step_start|proxy_screen_step_pre2h_screen_sum,7,0.1,True,0.5034376794790675,0.6947585361905678,0.0,0.5034376794790675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S3_latency_phase_c0p3_plain,S3,latency_phase,proxy_screen_start_hour|proxy_screen_step_start_hour|proxy_dyn_screen_start_hour|proxy_dyn_screen_step_start_hour|quiet_w21_32_screen_step_start|quiet_w22_32_screen_step_start|proxy_screen_step_pre2h_screen_sum,7,0.3,False,0.5034376794790675,0.6453235368414287,0.0,0.5034376794790675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S3_latency_phase_c0p3_bal,S3,latency_phase,proxy_screen_start_hour|proxy_screen_step_start_hour|proxy_dyn_screen_start_hour|proxy_dyn_screen_step_start_hour|quiet_w21_32_screen_step_start|quiet_w22_32_screen_step_start|proxy_screen_step_pre2h_screen_sum,7,0.3,True,0.5034376794790675,0.6960078059441532,0.0,0.5034376794790675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S3_latency_relative_c0p03_plain,S3,latency_relative,proxy_dyn_screen_start_hour_subj_center|proxy_dyn_screen_step_start_hour_subj_center|proxy_dyn_screen_step_start_hour_subj_z|proxy_dyn_screen_step_start_hour_roll3_center_delta,4,0.03,False,0.5034376794790675,0.6479031122770799,0.0,0.5034376794790675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S3_latency_relative_c0p03_bal,S3,latency_relative,proxy_dyn_screen_start_hour_subj_center|proxy_dyn_screen_step_start_hour_subj_center|proxy_dyn_screen_step_start_hour_subj_z|proxy_dyn_screen_step_start_hour_roll3_center_delta,4,0.03,True,0.5034376794790675,0.6956283848942251,0.0,0.5034376794790675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S3_latency_relative_c0p1_plain,S3,latency_relative,proxy_dyn_screen_start_hour_subj_center|proxy_dyn_screen_step_start_hour_subj_center|proxy_dyn_screen_step_start_hour_subj_z|proxy_dyn_screen_step_start_hour_roll3_center_delta,4,0.1,False,0.5034376794790675,0.6464763013128395,0.0,0.5034376794790675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S3_latency_relative_c0p1_bal,S3,latency_relative,proxy_dyn_screen_start_hour_subj_center|proxy_dyn_screen_step_start_hour_subj_center|proxy_dyn_screen_step_start_hour_subj_z|proxy_dyn_screen_step_start_hour_roll3_center_delta,4,0.1,True,0.5034376794790675,0.6973475025489592,0.0,0.5034376794790675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S3_latency_relative_c0p3_plain,S3,latency_relative,proxy_dyn_screen_start_hour_subj_center|proxy_dyn_screen_step_start_hour_subj_center|proxy_dyn_screen_step_start_hour_subj_z|proxy_dyn_screen_step_start_hour_roll3_center_delta,4,0.3,False,0.5034376794790675,0.6483899400408394,0.0,0.5034376794790675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
S3_latency_relative_c0p3_bal,S3,latency_relative,proxy_dyn_screen_start_hour_subj_center|proxy_dyn_screen_step_start_hour_subj_center|proxy_dyn_screen_step_start_hour_subj_z|proxy_dyn_screen_step_start_hour_roll3_center_delta,4,0.3,True,0.5034376794790675,0.6995207265457444,0.0,0.5034376794790675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False
