band,base_cell_gate,gradient_gate,row_gate,shape,scale,cap,base_no_q2_s3_anchor_delta,add_all_anchor_minus_no_q2_s3,add_all_mean_anchor_minus_no_q2_s3,add_all_max_set_minus_no_q2_s3,add_all_min_set_minus_no_q2_s3,add_all_hidden_core_minus_no_q2_s3,add_all_anchor_q2_s3_contrib,add_all_beats_no_q2_s3,add_no_q2_anchor_minus_no_q2_s3,add_no_q2_mean_anchor_minus_no_q2_s3,add_no_q2_max_set_minus_no_q2_s3,add_no_q2_min_set_minus_no_q2_s3,add_no_q2_hidden_core_minus_no_q2_s3,add_no_q2_anchor_q2_s3_contrib,add_no_q2_beats_no_q2_s3,add_no_s3_anchor_minus_no_q2_s3,add_no_s3_mean_anchor_minus_no_q2_s3,add_no_s3_max_set_minus_no_q2_s3,add_no_s3_min_set_minus_no_q2_s3,add_no_s3_hidden_core_minus_no_q2_s3,add_no_s3_anchor_q2_s3_contrib,add_no_s3_beats_no_q2_s3,add_q2_anchor_minus_no_q2_s3,add_q2_mean_anchor_minus_no_q2_s3,add_q2_max_set_minus_no_q2_s3,add_q2_min_set_minus_no_q2_s3,add_q2_hidden_core_minus_no_q2_s3,add_q2_anchor_q2_s3_contrib,add_q2_beats_no_q2_s3,add_s3_anchor_minus_no_q2_s3,add_s3_mean_anchor_minus_no_q2_s3,add_s3_max_set_minus_no_q2_s3,add_s3_min_set_minus_no_q2_s3,add_s3_hidden_core_minus_no_q2_s3,add_s3_anchor_q2_s3_contrib,add_s3_beats_no_q2_s3,add_q2_s3_anchor_minus_no_q2_s3,add_q2_s3_mean_anchor_minus_no_q2_s3,add_q2_s3_max_set_minus_no_q2_s3,add_q2_s3_min_set_minus_no_q2_s3,add_q2_s3_hidden_core_minus_no_q2_s3,add_q2_s3_anchor_q2_s3_contrib,add_q2_s3_beats_no_q2_s3
all,raw_agree,grad_all_4of6,all,core_gain,0.07,0.08,-2.4177500529409812e-06,2.8186819533981833e-07,-5.324686838115156e-07,2.520854582077625e-06,-3.5841771878208917e-06,-4.3337168294743655e-05,-5.324686837659383e-07,False,1.5755329041411414e-07,-5.136148245599159e-07,1.8489860579284922e-06,-2.7310436637728586e-06,-1.5384083532993253e-05,-5.136148245280784e-07,False,1.0058583443939284e-07,-1.885385925159966e-08,6.740732951815431e-07,-9.298005333446824e-07,-2.7953084761750402e-05,-1.8853859242319423e-08,False,2.564893118117695e-06,3.5195243832664147e-06,-7.19606190191513e-07,8.860319450132437e-06,0.00014852119602920544,-1.8853859242319423e-08,False,2.480639471835744e-06,3.0247634179580984e-06,1.9753499636010474e-07,7.129585082532586e-06,0.00016109019725799034,-5.136148245280784e-07,False,2.581090415731957e-06,3.0059095587064988e-06,8.717369546218379e-07,6.206029385280587e-06,0.00013313711249629545,-5.324686837659383e-07,False
low_slack_half,raw_agree,grad_all_abs50,all,core_gain,0.07,0.08,-2.3142446510249215e-06,2.8322892142718104e-07,-3.785955154933518e-07,2.199846929507032e-06,-3.0428221750034012e-06,-3.600836678055441e-05,-3.7859551551514696e-07,False,1.9592756272945877e-07,-3.3986672753894e-07,1.6495605821287285e-06,-2.2569777189396234e-06,-1.131007645310822e-05,-3.3986672766267927e-07,False,5.8468859753801894e-08,-3.872878784338951e-08,5.503606772538916e-07,-8.344075604904688e-07,-2.4698290327307415e-05,-3.8728787856927216e-08,False,2.4357889845116887e-06,3.201340213032644e-06,-6.302063335628105e-07,8.361676068102675e-06,0.00013794406890543787,-3.8728787856927216e-08,False,2.4360513360965896e-06,2.900202273115049e-06,1.9038736853715932e-07,7.050219331450336e-06,0.00015133228277966482,-3.3986672766267927e-07,False,2.4920728468602604e-06,2.8614734853826818e-06,7.409143534253815e-07,6.220337359641448e-06,0.00012663399245221862,-3.7859551551514696e-07,False
low_slack_half,all,grad_all_4of6,all,core_gain,0.07,0.08,-2.3638904143030715e-06,2.921781718789873e-07,-5.52943052456456e-07,2.5456884007457603e-06,-3.5783511111997512e-06,-4.3225634278915015e-05,-5.529430524124924e-07,False,1.9799810080378677e-07,-5.292620940400283e-07,1.9365457787356988e-06,-2.7779578433140273e-06,-1.5901495514475394e-05,-5.292620940735443e-07,False,9.080004481631931e-08,-2.3680958305405397e-08,6.108651089409278e-07,-8.557388808672073e-07,-2.732413876438411e-05,-2.3680958343407742e-08,False,2.5098996465633405e-06,3.5633805133272745e-06,-1.0659744291707796e-06,9.246156221109914e-06,0.00015119637957844434,-2.3680958343407742e-08,False,2.440138948012205e-06,3.057799377703674e-06,-1.5314234880214883e-08,7.362012562461828e-06,0.0001626190228283808,-5.292620940735443e-07,False,2.5305577956435954e-06,3.034118419287246e-06,5.957136922640771e-07,6.511790312968557e-06,0.0001352948840640522,-5.529430524124924e-07,False
all,support60,grad_all_abs50,all,core_gain,0.095,0.08,-7.800517742850843e-08,2.991097564075673e-07,-2.365017720551421e-07,1.7873286283220935e-06,-2.192877600282195e-06,-1.8136740374791183e-05,-2.3650177207213203e-07,False,1.6341743513947904e-09,-2.5931438385473626e-07,1.0799800032046392e-06,-1.7288596796394273e-06,-5.659549738440406e-06,-2.593143838593569e-07,False,2.6937490937850583e-07,2.281261168857185e-08,7.074132942763711e-07,-4.5562506012508663e-07,-1.2477190636350777e-05,2.281261178276516e-08,False,3.5262428221827236e-07,6.591015998536065e-07,-5.74657441188009e-07,2.2094692997409737e-06,3.225946148555092e-05,2.281261178276516e-08,False,8.01415378504089e-08,3.769746041992761e-07,-1.8240150723158877e-07,8.813450145250812e-07,3.907710238343354e-05,-2.593143838593569e-07,False,3.3761684525845936e-07,3.9978721610989254e-07,5.06113271958597e-07,4.151702409638247e-07,2.6599911747110516e-05,-2.3650177207213203e-07,False
all,raw_agree,grad_all_4of6,teacher_row_top50,core_gain,0.07,0.08,-1.4743302519937274e-06,3.015869100009283e-07,-1.6286133386334e-07,1.4576151782241809e-06,-1.766043136286477e-06,-2.732063696420095e-05,-1.6286133389733695e-07,False,2.0457756233493996e-07,-1.5405952169533776e-07,9.631700885748273e-07,-1.0910019668797233e-06,-7.774085546058407e-06,-1.540595216635344e-07,False,8.640279480776059e-08,-8.801812168002243e-09,5.050376266080292e-07,-6.786472130926313e-07,-1.95465514181703e-05,-8.80181223826225e-09,False,1.6862872947998042e-06,2.2007512215926894e-06,-3.4584201380472024e-07,5.734240854260442e-06,9.870704260731e-05,-8.80181223826225e-09,False,1.6018884251289833e-06,2.0554935121763762e-06,-2.2379141340067576e-07,5.331089095950148e-06,0.00011047950847944965,-1.540595216635344e-07,False,1.7977377128053362e-06,2.0466916998973517e-06,4.715293293600098e-07,4.655545244092174e-06,9.093295706127935e-05,-1.6286133389733695e-07,False
low_slack_half,raw_agree,grad_all_4of6,teacher_row_top50,core_gain,0.07,0.08,-1.4499342303464502e-06,3.032164138661031e-07,-1.9790810745767828e-07,1.5634060952507411e-06,-1.827871817017268e-06,-2.5373524256411262e-05,-1.97908107432118e-07,False,2.3920764757878743e-07,-1.7695548659713012e-07,1.1281298030185738e-06,-1.2487802194538489e-06,-7.625202221722693e-06,-1.769554865425381e-07,False,1.5167911371349874e-07,-2.0952620860548166e-08,5.841382402227424e-07,-6.139632189317012e-07,-1.77483220346053e-05,-2.0952620894039584e-08,False,1.6525647000831256e-06,2.33784536063375e-06,-7.567504359817789e-07,6.199110990090517e-06,9.705828562112107e-05,-2.0952620894039584e-08,False,1.5855817763199553e-06,2.1818424950081905e-06,-4.666846488143861e-07,5.61160671896932e-06,0.00010718140543408694,-1.769554865425381e-07,False,1.7446531738185556e-06,2.16088987403662e-06,1.243136881212692e-07,4.9975927424172895e-06,8.943308339939837e-05,-1.97908107432118e-07,False
all,all,grad_all_4of6,teacher_row_top50,core_gain,0.07,0.08,-1.4568422349592325e-06,3.159590011847513e-07,-1.4159540495661815e-07,1.5220406475169312e-06,-1.8328650002175095e-06,-2.783515900875444e-05,-1.4159540493893732e-07,False,2.2699041124507602e-07,-1.3410821519954652e-07,1.0273524593262806e-06,-1.177962079101924e-06,-8.231302560446352e-06,-1.3410821528452725e-07,False,7.949571723120386e-08,-7.48718964604933e-09,4.947413306810589e-07,-6.783030160883996e-07,-1.9603856448280332e-05,-7.487189658869669e-09,False,1.6691622115594384e-06,2.2211491579327003e-06,-4.141967546722469e-07,5.770332653032284e-06,9.882860006299454e-05,-7.487189658869669e-09,False,1.6047590730705608e-06,2.094528132268181e-06,-2.2615800954195464e-07,5.319579773677141e-06,0.00011020115395093955,-1.3410821528452725e-07,False,1.8007272203357516e-06,2.087040942511109e-06,4.694214923439688e-07,4.64458115567723e-06,9.059729750257595e-05,-1.4159540493893732e-07,False
low_slack_half,all,grad_all_abs50,all,core_gain,0.07,0.08,-2.2930678960086937e-06,3.2624780588186297e-07,-3.680947393558398e-07,2.2651652883398654e-06,-3.0858158860391782e-06,-3.645288831746751e-05,-3.6809473925309995e-07,False,2.2444428648960013e-07,-3.3132659771339945e-07,1.7099947086096634e-06,-2.2946324703676524e-06,-1.1711251343360374e-05,-3.313265976420468e-07,False,6.095446736242849e-08,-3.6768141642440355e-08,5.552379936935026e-07,-8.391305107435798e-07,-2.474163697410714e-05,-3.676814161551283e-08,False,2.417289362899311e-06,3.218434300955586e-06,-7.102996578689513e-07,8.417742891286828e-06,0.00013815112211565395,-3.676814161551283e-08,False,2.429287887073528e-06,2.923875844884627e-06,1.6580828998691288e-07,7.046179436143163e-06,0.0001511815077463452,-3.313265976420468e-07,False,2.489977442787783e-06,2.887107703353209e-06,7.21233748723904e-07,6.211518188914411e-06,0.00012643987077223806,-3.6809473925309995e-07,False
all,support60,grad_all_abs50,teacher_row_top50,core_gain,0.095,0.08,-4.7472545006144173e-08,3.26256887728249e-07,-6.30024502568105e-08,1.2356093045395866e-06,-1.3643261276286012e-06,-1.5021079006971583e-05,-6.300245025260725e-08,False,3.20637267847701e-08,-9.8703375361886e-08,5.750170318785663e-07,-9.872530670751445e-07,-3.7428692023777632e-06,-9.870337527486396e-08,False,2.9365456877261664e-07,3.5700924883030893e-08,6.606166514933065e-07,-3.769881302684297e-07,-1.1278209804621575e-05,3.5700925017797084e-08,False,3.385746800699252e-07,5.80131393479455e-07,-4.674658136138987e-07,1.9315696357935508e-06,2.280803543761034e-05,3.5700925017797084e-08,False,5.526878177342098e-08,4.457270932345381e-07,-5.489670211744624e-07,1.3097872313405645e-06,3.0343376039909664e-05,-9.870337527486396e-08,False,3.4308657748116644e-07,4.814280182285913e-07,1.1842809000128796e-07,9.308722488388099e-07,1.9065166235260333e-05,-6.300245025260725e-08,False
low_slack_half,raw_agree,grad_core_top50,teacher_row_top50,core_gain,0.07,0.08,-1.4224592325140506e-06,3.2707216790495153e-07,-1.2996115461572089e-07,1.53751047304862e-06,-1.7435279541233584e-06,-2.6048118143912058e-05,-1.299611547342014e-07,False,2.723516931979475e-07,-1.0232425629030928e-07,1.121702651540879e-06,-1.1715551784252654e-06,-8.408791668440552e-06,-1.0232425627048003e-07,False,1.4816383309135261e-07,-2.7636898325411607e-08,5.713352076996969e-07,-6.002712326091952e-07,-1.7639326475415995e-05,-2.7636898468181022e-08,False,1.6187999102301731e-06,2.3082335499635676e-06,-8.334832658496438e-07,6.251933159950873e-06,9.655770197755653e-05,-2.7636898468181022e-08,False,1.5857553620213238e-06,2.2335461922207145e-06,-5.31820538385297e-07,5.708413481908536e-06,0.00010578823678461524,-1.0232425627048003e-07,False,1.7306598255606431e-06,2.2059092936732583e-06,3.041274587722853e-08,5.108132847708724e-06,8.814891030911598e-05,-1.299611547342014e-07,False
all,all,grad_all_4of6,all,core_gain,0.07,0.08,-2.370842647758664e-06,3.306712772488396e-07,-5.06905605823782e-07,2.6164918041082785e-06,-3.6457002811074446e-06,-4.399755921516424e-05,-5.069056057490733e-07,False,2.114577790646166e-07,-4.886855582419969e-07,1.9345967877670844e-06,-2.766719388924699e-06,-1.5869869508966516e-05,-4.886855582135525e-07,False,1.0832327079768334e-07,-1.822004758178508e-08,6.826188222452956e-07,-9.408176083747222e-07,-2.812768970628099e-05,-1.8220047539980263e-08,False,2.518387084315954e-06,3.5165883695009725e-06,-7.878828470753163e-07,8.8315707442721e-06,0.00014880333168673654,-1.8220047539980263e-08,False,2.472696964850307e-06,3.0461228588407607e-06,2.0858516602828558e-07,7.0543348438256714e-06,0.00016106115188410652,-4.886855582135525e-07,False,2.5759249757673075e-06,3.0279028112589756e-06,8.913865569004642e-07,6.1195479582609735e-06,0.00013293346217788105,-5.069056057490733e-07,False
low_slack_half,raw_agree,grad_all_abs50,teacher_row_top50,core_gain,0.07,0.08,-1.5730559036475356e-06,3.310913282428274e-07,-1.2554247241780558e-07,1.5211628072719918e-06,-1.7269683513232437e-06,-2.327607768062845e-05,-1.2554247244523315e-07,False,2.4639655038516395e-07,-1.1444006631222692e-07,1.0745098057984848e-06,-1.1704218968455748e-06,-6.327328405331123e-06,-1.1444006636195033e-07,False,2.062620042542207e-07,-1.1102406105578666e-08,6.406839863082325e-07,-5.859550089581944e-07,-1.694874927526957e-05,-1.1102406087742553e-08,False,,,,,,,,1.7190152074020304e-06,2.211188096179484e-06,-2.1360185153973532e-07,5.52210305626577e-06,0.00010144378300491752,-1.1444006636195033e-07,False,1.9002588191874281e-06,2.200085690073905e-06,3.967564312645777e-07,4.936118259579736e-06,8.449503372970346e-05,-1.2554247244523315e-07,False
low_slack_half,all,grad_core_top50,all,core_gain,0.07,0.08,-2.2876711081032397e-06,3.3289945622350103e-07,-4.3061187016135705e-07,2.5624279088587443e-06,-3.520304954762743e-06,-4.437446706398451e-05,-4.306118702460195e-07,False,2.539836395643036e-07,-4.0526757516534673e-07,1.96912986172304e-06,-2.7092520834548495e-06,-1.7556524631950898e-05,-4.052675751981021e-07,False,8.791895766968594e-08,-2.534429499601032e-08,5.933733404628327e-07,-8.295163630434033e-07,-2.6817942431978103e-05,-2.534429505237683e-08,False,2.4303182123430744e-06,3.4395362157324527e-06,-1.085499610531393e-06,9.134022281420684e-06,0.000150011871476452,-2.534429505237683e-08,False,2.4048823379363427e-06,3.059612935785161e-06,1.4359160305232876e-08,7.255548827078684e-06,0.0001592732892763682,-4.052675751981021e-07,False,2.4951591578448173e-06,3.0342686406781283e-06,6.078495980998966e-07,6.431819605579037e-06,0.00013245534684447335,-4.306118702460195e-07,False
low_slack_half,all,grad_all_4of6,teacher_row_top50,core_gain,0.07,0.08,-1.443268481837734e-06,3.3498229967676707e-07,-1.864019245623183e-07,1.6230371624459394e-06,-1.8952952511863685e-06,-2.5875902142008522e-05,-1.8640192466576643e-07,False,2.530418703461379e-07,-1.668523407216682e-07,1.1875089466206745e-06,-1.3029272398767944e-06,-8.068515977344148e-06,-1.6685234080691702e-07,False,1.5655271778935997e-07,-1.9549583729627784e-08,5.74460281899114e-07,-6.134258827561467e-07,-1.7807386164636618e-05,-1.9549583863309134e-08,False,1.646309232050669e-06,2.362382127474305e-06,-8.08876171931594e-07,6.23596303184204e-06,9.7309378390531e-05,-1.9549583863309134e-08,False,1.5898263934222001e-06,2.2150793703712424e-06,-4.5855213048895394e-07,5.581660832087998e-06,0.00010704824857782347,-1.6685234080691702e-07,False,1.7520905434276202e-06,2.1955297866416146e-06,1.327089952374294e-07,4.96819986373076e-06,8.924086241318685e-05,-1.8640192466576643e-07,False
all,support60,grad_all_4of6,all,core_gain,0.095,0.08,3.496696254767784e-08,3.431746046222983e-07,-2.6800963881523643e-07,2.0123417537876165e-06,-2.379580660849534e-06,-1.9311235331748167e-05,-2.680096388898685e-07,False,4.829830035912863e-08,-2.8683246422467334e-07,1.272125705220617e-06,-1.885783803223795e-06,-6.467603833520963e-06,-2.868324642361809e-07,False,2.851120209923508e-07,1.8822825409436916e-08,7.402807805645395e-07,-4.764068004536881e-07,-1.2843631498116181e-05,1.8822825341852756e-08,False,2.4549283283992196e-07,5.919286746314256e-07,-5.844518889963624e-07,1.9584809954897864e-06,3.409968081530268e-05,1.8822825341852756e-08,False,2.81018046610626e-08,2.8627338499731536e-07,-2.0704690406603277e-08,5.252282893053462e-07,4.047570847995341e-05,-2.868324642361809e-07,False,2.8734651913442377e-07,3.050962104067523e-07,6.910262797532596e-07,2.8311344602016675e-08,2.7632076981726206e-05,-2.680096388898685e-07,False
all,raw_agree,grad_all_abs50,all,core_gain,0.095,0.08,-3.0768967510530487e-06,3.465259016399713e-07,-5.405674634584301e-07,2.9400537148172035e-06,-4.249946610523914e-06,-5.017471674179097e-05,-5.405674632906744e-07,False,2.1822519313818844e-07,-5.239637557163945e-07,2.173033628594112e-06,-3.2081759866464665e-06,-1.5601154951971896e-05,-5.239637556788377e-07,False,1.133854844459492e-07,-1.6603707742035567e-08,7.67143974789164e-07,-1.096373264841688e-06,-3.457356178979132e-05,-1.660370761629649e-08,False,3.2572139621045437e-06,4.297809584441481e-06,-6.59640754463453e-07,1.07699756082269e-05,0.00018197491596055881,-1.660370761629649e-08,False,3.2184265437162907e-06,3.7904495363560997e-06,4.4546242661258617e-07,8.832649851298058e-06,0.0002009473227984615,-5.239637556788377e-07,False,3.3297894912465154e-06,3.7738458288361088e-06,1.2164877420950404e-06,7.730691612639617e-06,0.00016637376100855916,-5.405674632906744e-07,False
low_slack_half,support60,grad_all_abs50,teacher_row_top50,flat,0.07,0.08,1.7846599975612776e-08,3.482942941834821e-07,2.4730175240961216e-08,1.2344632689398338e-06,-1.1211720564174854e-06,-1.170499992800278e-05,2.473017523697762e-08,False,1.495358789016521e-07,-2.1286400309072917e-08,7.584952185224481e-07,-8.932224956348378e-07,-3.3804230935019497e-06,-2.1286400348196452e-08,False,1.9731481071261214e-07,4.6016575661056436e-08,4.7596347763079194e-07,-2.3382396863169674e-07,-8.324576834611852e-06,4.60165755807144e-08,False,1.7660133655450494e-07,4.98060592102334e-07,-7.23776822142419e-07,1.8913159848255034e-06,2.5142186713983383e-05,4.60165755807144e-08,False,1.3406901899770673e-07,4.3075761624322695e-07,-4.463108277397154e-07,1.2933207172993733e-06,3.0086340455148797e-05,-2.1286400348196452e-08,False,3.396427876722896e-07,4.767741916822388e-07,3.5421503952193234e-08,1.0595471046093152e-06,2.1761763620536945e-05,2.473017523697762e-08,False
all,raw_agree,grad_core_top50,all,core_gain,0.07,0.08,-2.4550485839824887e-06,3.5228748929139186e-07,-3.7231883698307655e-07,2.439499865225514e-06,-3.336549630805763e-06,-4.356555496909387e-05,-3.7231883689825187e-07,False,2.6469567715459164e-07,-3.4172904839202545e-07,1.8553065342929997e-06,-2.536719745926952e-06,-1.6204413782333615e-05,-3.4172904841385735e-07,False,8.559987552114734e-08,-3.05897884800288e-08,5.856333038511963e-07,-8.490558759399747e-07,-2.7361141186815763e-05,-3.0589788488854176e-08,False,2.5757382406954576e-06,3.4916597498879653e-06,-6.964464851488827e-07,8.846032658937908e-06,0.0001469454150676841,-3.0589788488854176e-08,False,2.6035796907297737e-06,3.1805204899759687e-06,3.2279751605024387e-07,7.198820179299403e-06,0.00015810214247205523,-3.4172904841385735e-07,False,2.678004457967731e-06,3.14993070149594e-06,9.08535605970151e-07,6.3552356617258e-06,0.00013074100128529498,-3.7231883689825187e-07,False
low_slack_half,support60,grad_all_4of6,all,core_gain,0.095,0.08,-7.661919321222399e-08,3.5522134034238206e-07,-1.692852121815136e-07,1.9011787757428067e-06,-2.137521676770504e-06,-1.8437596482956398e-05,-1.6928521227838016e-07,False,1.4313854834746564e-07,-2.002048559157643e-07,1.3233847621085815e-06,-1.7835132468668746e-06,-6.908581376446898e-06,-2.002048560787202e-07,False,2.2658847764756018e-07,3.0919643845273015e-08,6.035779371860173e-07,-3.539522959172814e-07,-1.1529015106537255e-05,3.091964379588048e-08,False,3.0623249314132295e-07,5.581388450304203e-07,-4.197171440400993e-07,1.7559431607638842e-06,3.8783376229784006e-05,3.091964379588048e-08,False,2.6696041088847267e-07,3.270143450473384e-07,3.6950137272118155e-07,3.2485597523113086e-07,4.340380995995763e-05,-2.002048560787202e-07,False,4.283184933395745e-07,3.579339888926114e-07,8.780981120004583e-07,-3.035085516245317e-08,3.187479485333711e-05,-1.6928521227838016e-07,False
low_slack_half,all,grad_all_abs50,teacher_row_top50,core_gain,0.07,0.08,-1.5507698198913289e-06,3.564640769226912e-07,-1.2178731545464672e-07,1.558466173889883e-06,-1.7677098927970647e-06,-2.3649751395293794e-05,-1.2178731539049046e-07,False,2.5621821320154226e-07,-1.1068490934906805e-07,1.1118215299532608e-06,-1.1998086677511566e-06,-6.70100212005198e-06,-1.1068490930720754e-07,False,2.0354493146523822e-07,-1.1102406105578666e-08,6.213829900625356e-07,-5.859558036558354e-07,-1.6948749275186303e-05,-1.1102406087742553e-08,False,1.7661728368700835e-06,2.3296591982191472e-06,-5.348011009598252e-07,6.101844602146578e-06,9.107276199207814e-05,-1.1102406087742553e-08,False,1.6987969322368457e-06,2.23007669508668e-06,-2.591116334826893e-07,5.52491055150206e-06,0.00010132050914726798,-1.1068490930720754e-07,False,1.8800445226174745e-06,2.218974288870079e-06,3.5124961494936713e-07,4.938930751374748e-06,8.43717598719429e-05,-1.2178731539049046e-07,False
low_slack_half,support60,grad_all_4of6,teacher_row_top50,flat,0.07,0.08,3.269898106728064e-07,3.632500461536736e-07,-4.630951833117791e-08,1.5720366205451697e-06,-1.5864456861525156e-06,-1.3257833119312279e-05,-4.6309518322488764e-08,False,1.3006179711005927e-07,-8.902136017230333e-08,1.0526825046097699e-06,-1.3158393137313595e-06,-4.151953627185012e-06,-8.902136008185885e-08,False,1.9455715705163357e-07,4.271184173010312e-08,5.193511785073213e-07,-3.1534677835676206e-07,-9.105879492155022e-06,4.271184175491057e-08,False,-1.3291284517435997e-07,2.857573361270127e-07,-8.446797643557602e-07,1.2712409602766428e-06,2.7201945250798776e-05,4.271184175491057e-08,True,-9.786257582078406e-08,1.5402413422460626e-07,-2.7263610435923624e-07,4.2346608741805625e-07,3.2155871115768786e-05,-8.902136008185885e-08,True,7.584694883266963e-08,1.9673597606573168e-07,2.067125058902164e-07,1.0815749973414057e-07,2.304999162369703e-05,-4.6309518322488764e-08,False
all,raw_agree,grad_core_top50,teacher_row_top50,core_gain,0.07,0.08,-1.494818576364132e-06,3.672195371118292e-07,-4.7487285659286727e-08,1.4561012253722083e-06,-1.6339668381659678e-06,-2.775775256891322e-05,-4.748728569273338e-08,False,2.9150313984871445e-07,-2.6303739963928763e-08,1.0148613003302387e-06,-9.899014140613005e-07,-8.541976117409922e-06,-2.6303740049186795e-08,False,6.598511359534598e-08,-2.1183545695357964e-08,4.434258211727382e-07,-6.440672192242758e-07,-1.9215776451531053e-05,-2.1183545648006264e-08,False,1.6831961081598124e-06,2.2083208912615504e-06,-3.9774630355982055e-07,5.794837881212267e-06,9.835196939242397e-05,-2.1183545648006264e-08,False,1.6946905105896803e-06,2.2032006968819573e-06,-1.7394922735558538e-07,5.459044737254892e-06,0.00010902576972646183,-2.6303740049186795e-08,False,1.8699260335708345e-06,2.1820171512976216e-06,4.5803842085856417e-07,4.817358898234758e-06,8.980999327487527e-05,-4.748728569273338e-08,False
all,support60,grad_all_4of6,all,flat,0.07,0.08,1.8605860141462927e-07,3.68706788544948e-07,-3.9339712487596046e-07,2.3228994556756533e-06,-2.7329357927818876e-06,-2.0031076926912972e-05,-3.933971248674423e-07,False,9.098406317242791e-08,-4.5315508423460216e-07,1.5401555224503483e-06,-2.210950659331523e-06,-6.884457161765445e-06,-4.53155084226478e-07,False,3.027857349291452e-07,5.97579593586417e-08,7.828147614574732e-07,-4.88537399090383e-07,-1.3146619765092016e-05,5.975795935457603e-08,False,9.365164743702081e-08,5.833468926796925e-07,-7.331521035824906e-07,1.7317522256199425e-06,3.94173926955288e-05,5.975795935457603e-08,False,-1.1767720808908422e-07,7.043384919747098e-08,7.494489406845162e-08,-7.879853813896887e-08,4.567955529891088e-05,-4.53155084226478e-07,True,1.3329035231102182e-07,1.3019180844509037e-07,8.14795422132697e-07,-6.219297787879441e-07,3.2532935533735596e-05,-3.933971248674423e-07,False
all,support60,grad_all_abs50,all,core_gain,0.07,0.12,-8.369634962868133e-08,3.7138704367389863e-07,-2.472902533856569e-07,1.9918954409225975e-06,-2.3515438943855216e-06,-2.00316879913065e-05,-2.472902534639189e-07,False,2.995651171566749e-08,-2.8145271246948766e-07,1.198741278463089e-06,-1.8558188091821748e-06,-6.249984275785714e-06,-2.814527125629201e-07,False,3.1429373947844397e-07,3.4162459083830754e-08,7.932345319483503e-07,-4.94433089470725e-07,-1.3781703715576299e-05,3.416245909454152e-08,False,3.957453024172608e-07,7.119007985334491e-07,-6.460786428075238e-07,2.4862789110846606e-06,3.563767648886995e-05,3.416245909454152e-08,False,1.0300076502822719e-07,3.962856269801307e-07,-2.0011502588346275e-07,1.0139658424002107e-06,4.316939592868829e-05,-2.814527125629201e-07,False,3.862971761359191e-07,4.3044808606396145e-07,5.535224607555733e-07,5.077082909643593e-07,2.9387692213111993e-05,-2.472902534639189e-07,False
low_slack_half,support60,grad_core_top50,all,core_gain,0.095,0.08,-1.0687460916258829e-09,3.7141420816677595e-07,-1.2471751165143985e-07,1.8291594574559866e-06,-1.9972291386283203e-06,-1.8447954072881023e-05,-1.2471751159894202e-07,False,1.375745227738534e-07,-1.6358401155880387e-07,1.2375699743882862e-06,-1.654840246834155e-06,-6.795746211957221e-06,-1.635840115412467e-07,False,2.3614880373390434e-07,3.8866499796341714e-08,6.089640172124433e-07,-3.4238976720502023e-07,-1.1652207860951558e-05,3.886649993784494e-08,False,2.4213018223750993e-07,4.946503319169793e-07,-5.410998028532177e-07,1.7514689736319866e-06,3.857016785230316e-05,3.886649993784494e-08,False,1.873666019003295e-07,2.921998204508114e-07,1.5465943870029975e-07,4.3576822794655357e-07,4.3426629501325253e-05,-1.635840115412467e-07,False,3.695851386043003e-07,3.310663203581754e-07,6.793802347360156e-07,9.386213228879114e-08,3.1774421640318185e-05,-1.2471751159894202e-07,False
all,all,grad_all_abs50,teacher_row_top50,core_gain,0.095,0.08,-1.955474698611681e-06,3.722420777174662e-07,-1.3568374057637556e-07,1.855959442242927e-06,-2.318919524180174e-06,-3.372763797218625e-05,-1.356837406124133e-07,False,2.3374495250472194e-07,-1.4186360075552074e-07,1.2119773280527824e-06,-1.5076076437248176e-06,-8.52671080078804e-06,-1.4186360066177685e-07,False,1.3708871848816528e-07,6.179859957100575e-09,6.440933446594244e-07,-8.114073759557527e-07,-2.520092717128719e-05,6.179860044903834e-09,False,2.2616733935665323e-06,2.894688086896302e-06,-4.652026952545185e-07,7.684691422427115e-06,0.0001257166856388492,6.179860044903834e-09,False,2.103503843109422e-06,2.7466446260726585e-06,-3.3948364319691393e-07,7.0937948316585064e-06,0.00014239090200940385,-1.4186360066177685e-07,False,2.376573481344124e-06,2.7528244862518036e-06,5.402318722369515e-07,6.265405323446771e-06,0.0001171899748380334,-1.356837406124133e-07,False
all,support60,grad_all_abs50,teacher_row_top50,core_gain,0.07,0.12,-4.97104484242783e-08,3.738691916055359e-07,-5.832455995946617e-08,1.3789964701249602e-06,-1.4966289176854275e-06,-1.659082778288079e-05,-5.8324559912514003e-08,False,3.8936996404892454e-08,-1.056872128701869e-07,6.387258600915047e-07,-1.0877965364031184e-06,-4.133323512983678e-06,-1.0568721285834129e-07,False,3.345787811248613e-07,4.7362652910720726e-08,7.403011734741227e-07,-4.087292244658869e-07,-1.245750426998038e-05,4.736265294136765e-08,False,3.8017542003387916e-07,6.286032906421823e-07,-5.233157160944302e-07,2.1828140590596234e-06,2.5195720754045414e-05,4.736265294136765e-08,False,6.050572953775202e-08,4.755534248612747e-07,-6.204970089962458e-07,1.4904237449764324e-06,3.3519901511042116e-05,-1.0568721285834129e-07,False,3.905688863437007e-07,5.229160777719954e-07,1.274248537797007e-07,1.0794017085702379e-06,2.106239724117276e-05,-5.8324559912514003e-08,False
