band,base_cell_gate,gradient_gate,row_gate,shape,scale,cap,base_no_q2_s3_anchor_delta,add_all_anchor_minus_no_q2_s3,add_all_mean_anchor_minus_no_q2_s3,add_all_max_set_minus_no_q2_s3,add_all_min_set_minus_no_q2_s3,add_all_hidden_core_minus_no_q2_s3,add_all_anchor_q2_s3_contrib,add_all_beats_no_q2_s3,add_no_q2_anchor_minus_no_q2_s3,add_no_q2_mean_anchor_minus_no_q2_s3,add_no_q2_max_set_minus_no_q2_s3,add_no_q2_min_set_minus_no_q2_s3,add_no_q2_hidden_core_minus_no_q2_s3,add_no_q2_anchor_q2_s3_contrib,add_no_q2_beats_no_q2_s3,add_no_s3_anchor_minus_no_q2_s3,add_no_s3_mean_anchor_minus_no_q2_s3,add_no_s3_max_set_minus_no_q2_s3,add_no_s3_min_set_minus_no_q2_s3,add_no_s3_hidden_core_minus_no_q2_s3,add_no_s3_anchor_q2_s3_contrib,add_no_s3_beats_no_q2_s3,add_q2_anchor_minus_no_q2_s3,add_q2_mean_anchor_minus_no_q2_s3,add_q2_max_set_minus_no_q2_s3,add_q2_min_set_minus_no_q2_s3,add_q2_hidden_core_minus_no_q2_s3,add_q2_anchor_q2_s3_contrib,add_q2_beats_no_q2_s3,add_s3_anchor_minus_no_q2_s3,add_s3_mean_anchor_minus_no_q2_s3,add_s3_max_set_minus_no_q2_s3,add_s3_min_set_minus_no_q2_s3,add_s3_hidden_core_minus_no_q2_s3,add_s3_anchor_q2_s3_contrib,add_s3_beats_no_q2_s3,add_q2_s3_anchor_minus_no_q2_s3,add_q2_s3_mean_anchor_minus_no_q2_s3,add_q2_s3_max_set_minus_no_q2_s3,add_q2_s3_min_set_minus_no_q2_s3,add_q2_s3_hidden_core_minus_no_q2_s3,add_q2_s3_anchor_q2_s3_contrib,add_q2_s3_beats_no_q2_s3
all,support60,grad_all_abs50,teacher_row_top50,core_gain,0.13,0.12,1.2273745997326557e-07,8.687455984590642e-07,8.073457757884483e-08,2.7371329701653124e-06,-2.599563340255351e-06,-3.0620689370902676e-05,8.073457761349765e-08,False,1.1146913925230706e-07,-1.3937585796597318e-07,1.239362794502874e-06,-1.9677002884854744e-06,-7.617168128914997e-06,-1.393758580254401e-07,False,7.628201561526993e-07,2.2011043565584032e-07,1.544566611388909e-06,-6.305254677263505e-07,-2.3003521242126457e-05,2.2011043563447802e-07,False,6.466012967276669e-07,9.569689722876973e-07,-1.1073143214579417e-06,4.3365803046313545e-06,4.657215263184633e-05,2.2011043563447802e-07,False,-4.443921675090223e-08,5.974826786658838e-07,-1.4114185005187352e-06,2.9709649976839003e-06,6.195850574508555e-05,-1.393758580254401e-07,True,7.520512139702618e-07,8.175931143217241e-07,1.428630598265812e-07,2.3376887110515554e-06,3.8954984503042356e-05,8.073457761349765e-08,False
all,all,grad_core_top50,teacher_row_top50,flat,0.07,0.08,-1.676813657591758e-06,8.704199840892102e-07,2.553178065634043e-07,2.4979496227039988e-06,-2.0599332516413327e-06,-4.014297711066317e-05,2.55317806567835e-07,False,6.686511423437125e-07,1.943938525705846e-07,1.7543192354363413e-06,-1.2025626094924746e-06,-1.3500968288171489e-05,1.9439385261140864e-07,False,1.996670918602561e-07,6.092395388179739e-08,7.436550256700869e-07,-8.08438373800513e-07,-2.6642008822408414e-05,6.092395395196683e-08,False,1.9566298580242503e-06,2.997815019667449e-06,-1.5517409402976412e-06,8.752310384108064e-06,0.0001476665740329508,6.092395395196683e-08,False,2.2304599788247614e-06,3.1312849183562363e-06,-8.828715192255032e-07,8.385705542179878e-06,0.00016080761456735426,1.9439385261140864e-07,False,2.490815540823199e-06,3.1922088724600783e-06,1.8295716053273736e-08,7.499359091833746e-06,0.00013416560574475156,2.55317806567835e-07,False
all,raw_agree,grad_all_4of6,teacher_row_top50,flat,0.095,0.08,-2.1259261260286877e-06,8.746816362315002e-07,-1.6785867062996118e-07,3.011725531854026e-06,-3.0667979395992973e-06,-5.222367881094203e-05,-1.6785867070029499e-07,False,4.560403950026881e-07,-3.946962214840255e-07,1.865759635122366e-06,-2.0668513278643275e-06,-1.4963496619752048e-05,-3.946962215738859e-07,False,5.08572507440519e-07,2.2683755096508662e-07,1.3120037644087645e-06,-9.78862613854048e-07,-3.726018219118998e-05,2.2683755086913134e-07,False,2.707604942475683e-06,3.886346688464215e-06,-1.781747470785966e-06,1.1563194345476369e-05,0.0002014948888437451,2.2683755086913134e-07,False,2.4225073265160546e-06,3.264812916015103e-06,-1.647994255171703e-06,1.0611333788546062e-05,0.0002237915744152108,-3.946962215738859e-07,False,2.9687956951685024e-06,3.491650466758145e-06,-1.4027440753405784e-07,9.489664993700409e-06,0.00018653139222399306,-1.6785867070029499e-07,False
all,all,grad_all_abs50,all,flat,0.07,0.12,-4.693316121628932e-06,8.768369915701513e-07,-5.199610249029263e-07,4.952298849780767e-06,-6.313874951424658e-06,-7.639030185713214e-05,-5.1996102502216e-07,False,3.2872712407705507e-07,-7.756360866917333e-07,3.3027897914372772e-06,-4.849399584005987e-06,-2.1559596595055464e-05,-7.756360867618482e-07,False,5.363552909587455e-07,2.5567506178880706e-07,1.6485879488215005e-06,-1.6015596361329543e-06,-5.483070526210443e-05,2.5567506173522857e-07,False,5.1708322741372825e-06,6.90716069584596e-06,-1.3902110816976787e-06,1.7704819225472512e-05,0.00030986610051370045,2.5567506173522857e-07,False,4.980107458418814e-06,5.875849547365419e-06,9.207330009530779e-08,1.4804195727191605e-05,0.00034313720918072166,-7.756360867618482e-07,False,5.4679684299285825e-06,6.131524609154226e-06,1.7401817802298325e-06,1.3134015316884629e-05,0.00028830650391867274,-5.1996102502216e-07,False
low_slack_half,all,grad_core_top50,teacher_row_top50,core_gain,0.13,0.08,-2.188971678362961e-06,8.811693312793523e-07,2.256277908951887e-08,3.244124738732701e-06,-3.2852876435951472e-06,-4.967626867879993e-05,2.2562779103223863e-08,False,6.324214137931605e-07,-4.4040989077842596e-08,2.329791878641352e-06,-2.2915404159773445e-06,-1.662748141412207e-05,-4.4040989160372265e-08,False,3.390611424958223e-07,6.660376827838377e-08,1.0160257499780556e-06,-9.939361289568183e-07,-3.3048787264705615e-05,6.660376825913664e-08,False,2.6941246401568364e-06,3.980944775383577e-06,-2.0969629341838214e-06,1.1693881592722555e-05,0.00017966729598462017,6.660376825913664e-08,False,2.7613008153348773e-06,3.8703000180273506e-06,-1.284839387882819e-06,1.058534212383666e-05,0.00019608860183523147,-4.4040989160372265e-08,False,3.061527578562817e-06,3.936903786305734e-06,-2.46160239969484e-07,9.560636620609131e-06,0.0001630398145705536,2.2562779103223863e-08,False
low_slack_half,support60,grad_all_4of6,all,flat,0.07,0.12,4.881196902228879e-07,8.862523714903148e-07,-1.9923128624643738e-07,3.434880496144821e-06,-3.2425828687676628e-06,-2.850512567650898e-05,-1.9923128642197254e-07,False,4.0843518878119767e-07,-3.9447685873383875e-07,2.428314710534174e-06,-2.820360022748325e-06,-1.0718019759520248e-05,-3.9447685876331947e-07,False,4.503742581096759e-07,1.9524557259842368e-07,9.426156760694582e-07,-4.214036347649497e-07,-1.7787105916960977e-05,1.952455723368875e-07,False,-2.01137093647219e-08,4.94414682083999e-07,-1.1600905568398545e-06,2.220782536976884e-06,6.518859525686538e-05,1.952455723368875e-07,True,-1.917429814923821e-08,-9.530774891519656e-08,4.1722673782551567e-07,-3.331171460896343e-07,7.22576814142506e-05,-3.9447685876331947e-07,True,3.7548141307297556e-07,9.993782335016022e-08,1.3603174635612447e-06,-8.036686961476747e-07,5.447057549723411e-05,-1.9923128642197254e-07,False
all,raw_agree,grad_all_4of6,teacher_row_top50,core_gain,0.095,0.12,-2.499952322043697e-06,8.862549636390327e-07,-1.1312208847424898e-07,3.0384978710884525e-06,-3.0990567199129515e-06,-5.52350119588374e-05,-1.1312208846830196e-07,False,5.386505838034239e-07,-2.4403609855117026e-07,2.0392033093230566e-06,-2.1148867170861507e-06,-1.5608677898293344e-05,-2.440360985662856e-07,False,3.9431450860050177e-07,1.3091401018794357e-07,1.1581066092780645e-06,-9.95707637119203e-07,-3.9626334060488544e-05,1.309140100935241e-07,False,3.1015385688615282e-06,4.090783025323397e-06,-1.1599200920864305e-06,1.1656597171505467e-05,0.00019976109500896566,1.309140100935241e-07,False,2.9211810406160055e-06,3.7158329168063275e-06,-8.797766033463716e-07,1.0760705780987756e-05,0.00022377875117116086,-2.440360985662856e-07,False,3.40298021417329e-06,3.8467469267722265e-06,5.494106724013292e-07,9.527179649193585e-06,0.00018415241711064456,-1.1312208846830196e-07,False
all,raw_agree,grad_all_4of6,all,core_gain,0.095,0.12,-4.169340731330351e-06,8.880418116419264e-07,-7.526559874238004e-07,5.37056330873753e-06,-6.97174422681357e-06,-8.738738652566691e-05,-7.526559873944685e-07,False,4.603628824817463e-07,-9.191014866960501e-07,3.89637422237854e-06,-5.4253147836469395e-06,-3.087083136055213e-05,-9.191014866328895e-07,False,4.1481989687675025e-07,1.6644549927224972e-07,1.5780561779532576e-06,-1.6360762560285735e-06,-5.6516555165142535e-05,1.6644549923396158e-07,False,4.726338040494937e-06,6.587507967781292e-06,-2.125340144210064e-06,1.7895206452900325e-05,0.0002996740855927271,1.6644549923396158e-07,False,4.572577230410602e-06,5.5019609819240145e-06,-1.792568040670517e-07,1.4317789941875603e-05,0.0003253198093974008,-9.191014866328895e-07,False,5.005566549698415e-06,5.668406481196264e-06,1.3993146599222683e-06,1.263710492804826e-05,0.000268803254232175,-7.526559873944685e-07,False
low_slack_half,raw_agree,grad_all_abs50,all,core_gain,0.095,0.12,-4.049767101554913e-06,8.897575101141086e-07,-4.787830705232921e-07,4.793338292286009e-06,-5.924719086669583e-06,-7.300033936499806e-05,-4.787830704514942e-07,False,5.415727596380648e-07,-5.854296571961015e-07,3.4872848365674614e-06,-4.504589627529754e-06,-2.2910208288873246e-05,-5.854296571255853e-07,False,3.410582107843396e-07,1.0664658667280946e-07,1.306412964918735e-06,-1.4850790066578412e-06,-5.009013107620808e-05,1.0664658666963143e-07,False,4.515134906069029e-06,5.994459540858976e-06,-1.918780900167505e-06,1.698198230259962e-05,0.0002802883104457976,1.0664658666963143e-07,False,4.5656420332162995e-06,5.302383297101088e-06,-1.6248811807173524e-07,1.4232893906451771e-05,0.00030746823323318795,-5.854296571255853e-07,False,4.886148091132192e-06,5.409029883662875e-06,1.1486157063256286e-06,1.2724215608939105e-05,0.0002573781021570076,-4.787830704514942e-07,False
all,support60,grad_all_abs50,all,core_gain,0.13,0.12,1.1372988861779731e-07,8.948024736721294e-07,-2.2346694406039092e-07,3.973874341478556e-06,-4.120197239276813e-06,-3.6964646365156284e-05,-2.234669441433722e-07,False,2.3662647019584426e-07,-4.3652626657841864e-07,2.4216780628583123e-06,-3.3526646341375255e-06,-1.1518443154501234e-05,-4.365262666326607e-07,False,7.312341132603706e-07,2.1305932240700542e-07,1.5490588083366674e-06,-7.664454914069196e-07,-2.544620321071056e-05,2.1305932248482883e-07,False,6.472296099069297e-07,1.0450654341909171e-06,-1.4069529750138088e-06,4.854570123113966e-06,6.589154181671497e-05,2.1305932248482883e-07,False,1.27190173948577e-07,3.9547984498344846e-07,-5.262584917842261e-07,2.0533787561394234e-06,7.98193018729243e-05,-4.365262666326607e-07,False,7.289347065952967e-07,6.085391675014762e-07,9.055165434146417e-07,1.263452526156783e-06,5.437309866218598e-05,-2.234669441433722e-07,False
all,raw_agree,grad_core_top50,all,core_gain,0.13,0.08,-3.992187164070238e-06,8.997143582378797e-07,-4.4057552250897913e-07,4.790906595775191e-06,-5.995349708576292e-06,-8.064833815565886e-05,-4.405755223894797e-07,False,5.611273029559882e-07,-5.356130783340518e-07,3.554440255459923e-06,-4.699348928771663e-06,-2.998890722419323e-05,-5.356130783661557e-07,False,2.7628239107624353e-07,9.503755582507267e-08,1.236766063339445e-06,-1.3774690534873457e-06,-5.065943093160441e-05,9.503755597221644e-08,False,4.395272533708194e-06,6.084706960951536e-06,-1.791708546750037e-06,1.635558130275161e-05,0.00027249249014046906,9.503755597221644e-08,False,4.485056539604848e-06,5.454056326681389e-06,1.9290332053945036e-07,1.3242156128634441e-05,0.00029316301384793575,-5.356130783661557e-07,False,4.8044361592447515e-06,5.549093882617484e-06,1.432219216557229e-06,1.182454975345859e-05,0.0002425035829163591,-4.405755223894797e-07,False
all,all,grad_all_4of6,teacher_row_top50,core_gain,0.095,0.12,-2.4596304178947648e-06,9.033716863449115e-07,-6.583912104396461e-08,3.1118681109720825e-06,-3.2165541103967854e-06,-5.627799704610581e-05,-6.583912102338355e-08,False,5.560673569382502e-07,-1.9990738397979158e-07,2.1113980802622834e-06,-2.22959094664521e-06,-1.653548062358068e-05,-1.9990738381122665e-07,False,3.950944882369356e-07,1.3406826260276006e-07,1.1588407151652547e-06,-9.953286591590782e-07,-3.974251642246962e-05,1.340682627833834e-07,False,3.062327121106101e-06,4.1284542885433595e-06,-1.3058006113064735e-06,1.1728986926251572e-05,0.0002000047343609368,1.340682627833834e-07,False,2.923473737204141e-06,3.794478641960808e-06,-8.92291555421032e-07,1.0738932186393768e-05,0.0002232117701598535,-1.9990738381122665e-07,False,3.4188060634710027e-06,3.9285469047856125e-06,5.372492098976167e-07,9.503889980999602e-06,0.00018346925373727285,-6.583912102338355e-08,False
all,raw_agree,grad_core_top50,teacher_row_top50,core_gain,0.13,0.08,-2.395434476665237e-06,9.077912050958759e-07,7.592951767332323e-08,2.8177079200997213e-06,-2.6493285880668793e-06,-5.138054464778885e-05,7.59295176662762e-08,False,6.288626408501585e-07,4.648495588455148e-09,1.946267761621101e-06,-1.766191875418599e-06,-1.5807245361765254e-05,4.648495583102465e-09,False,2.9644524346394974e-07,7.128102208486808e-08,9.294555241012858e-07,-8.831209872273149e-07,-3.557329928594033e-05,7.128102207871407e-08,False,2.8669552163407275e-06,3.831578890722831e-06,-1.1116905302976932e-06,1.0794071854003384e-05,0.00018237575965537878,7.128102207871407e-08,False,2.907251993033988e-06,3.764946364226418e-06,-6.403887398143127e-07,1.0110264098028843e-05,0.00020214181357974814,4.648495583102465e-09,False,3.2699039093087023e-06,3.8362273864223084e-06,5.206577894378839e-07,9.026424281577405e-06,0.0001665685142937523,7.59295176662762e-08,False
low_slack_half,raw_agree,grad_all_abs50,teacher_row_top50,core_gain,0.095,0.12,-2.7953171330974413e-06,9.136666611064825e-07,-6.10963095670769e-08,3.302697540674693e-06,-3.3630461813149992e-06,-4.7182258551548006e-05,-6.1096309596572e-08,False,5.735001733508938e-07,-1.7312121813883863e-07,2.2623226998419455e-06,-2.3333221611521182e-06,-1.2815631105889125e-05,-1.731212182549951e-07,False,5.197457383365744e-07,1.1202490868278403e-07,1.3126030017351908e-06,-1.0307552588129099e-06,-3.4366627445575615e-05,1.1202490865396359e-07,False,,,,,,,,3.3075559791040376e-06,4.089771471704751e-06,-7.93744272531427e-07,1.1347973717046322e-05,0.00020609470771851268,-1.731212182549951e-07,False,3.694692335853844e-06,4.201796380387535e-06,4.213651005890995e-07,1.0285702748524805e-05,0.00017172808027277053,-6.1096309596572e-08,False
low_slack_half,all,grad_core_top50,all,core_gain,0.13,0.08,-3.684880259924306e-06,9.141600573192576e-07,-5.406016461151353e-07,5.022100752927194e-06,-6.290419515164736e-06,-8.214142404017188e-05,-5.40601646198956e-07,False,6.210185082844433e-07,-6.456265130294625e-07,3.767697446144247e-06,-4.937126316550966e-06,-3.249092317350599e-05,-6.456265129555871e-07,False,3.242732143915461e-07,1.0502486680330492e-07,1.2547113187322267e-06,-1.3649257712966545e-06,-4.965050086666589e-05,1.0502486675217151e-07,False,4.13541906940651e-06,5.939102844187971e-06,-2.5741196416628753e-06,1.6922056500612292e-05,0.0002781421268866491,1.0502486675217151e-07,False,4.148831365458072e-06,5.188451464466226e-06,-4.360129600700091e-07,1.3387325776936798e-05,0.0002953017045796147,-6.456265129555871e-07,False,4.466860501373127e-06,5.293476331269531e-06,8.218203716436889e-07,1.2005618650334782e-05,0.00024565120371303206,-5.40601646198956e-07,False
all,all,grad_all_4of6,teacher_row_top50,flat,0.095,0.08,-2.1005699477605333e-06,9.186840976838084e-07,-1.1727863180599485e-07,3.1373266606848915e-06,-3.2161720653345327e-06,-5.3454996080365413e-05,-1.1727863181511528e-07,False,4.893554701457248e-07,-3.559264059038725e-07,1.984390435527672e-06,-2.238413783217652e-06,-1.5898195624669542e-05,-3.5592640595494793e-07,False,4.96617417300449e-07,2.3864777420889993e-07,1.2932321385994427e-06,-9.765731709965308e-07,-3.755680045564036e-05,2.386477741353731e-07,False,2.6878935610596955e-06,3.948037663459303e-06,-1.8175721665514288e-06,1.1554922797696321e-05,0.0002016149998108896,2.386477741353731e-07,False,2.4436968596441844e-06,3.3534634833465304e-06,-1.5195297273784547e-06,1.044610557821013e-05,0.00022327360464188817,-3.5592640595494793e-07,False,3.000590741319975e-06,3.5921112575554304e-06,-7.01897784338712e-09,9.302071211636509e-06,0.00018571680418622005,-1.1727863181511528e-07,False
low_slack_half,raw_agree,grad_core_top50,all,core_gain,0.095,0.12,-4.057139418423006e-06,9.207759520402092e-07,-6.549453938076155e-07,5.239749270580241e-06,-6.669421687033328e-06,-8.684249345292105e-05,-6.549453938268716e-07,False,5.236907867356422e-07,-7.876843977072667e-07,3.878733886519825e-06,-5.325530446409488e-06,-3.304336898402038e-05,-7.876843977468041e-07,False,3.3242414831935463e-07,1.327390040106735e-07,1.3614407615714086e-06,-1.4253031858091347e-06,-5.379912446890067e-05,1.3273900391547304e-07,False,4.572467026231486e-06,6.424584176212278e-06,-2.643591201278994e-06,1.8415364569479564e-05,0.00030235905890385606,1.3273900391547304e-07,False,4.493022600970953e-06,5.504160774494338e-06,-5.392474862198071e-07,1.468608266375071e-05,0.00032311481438879186,-7.876843977468041e-07,False,4.863097494922641e-06,5.636899778505011e-06,8.253438400496194e-07,1.322872265629993e-05,0.0002693156899198912,-6.549453938268716e-07,False
low_slack_half,all,grad_all_4of6,all,core_gain,0.095,0.12,-4.023288288634852e-06,9.208627640422407e-07,-7.911147248407246e-07,5.4346881876998765e-06,-6.925180269901077e-06,-8.686504508420567e-05,-7.911147248003974e-07,False,5.659759083620486e-07,-9.442040302953814e-07,4.035432023763441e-06,-5.463708801833889e-06,-3.177017008698657e-05,-9.44204030264438e-07,False,3.958248319113622e-07,1.530893054546567e-07,1.4423544852926184e-06,-1.4657353584190957e-06,-5.5094874997135834e-05,1.5308930545958083e-07,False,4.5593504514052086e-06,6.5768476306127255e-06,-2.8167385213162532e-06,1.854200063922118e-05,0.00030506818198819396,1.5308930545958083e-07,False,4.4548192442706025e-06,5.47955429497371e-06,-6.217052594958972e-07,1.467693012879856e-05,0.00032839288689825996,-9.44204030264438e-07,False,4.848320763861658e-06,5.6326436004283664e-06,8.255870891371586e-07,1.314302179189486e-05,0.00027329801190109637,-7.911147248003974e-07,False
low_slack_half,support60,grad_all_abs50,teacher_row_top50,flat,0.095,0.12,3.1243767462107996e-07,9.209912773533446e-07,2.3186178810252756e-07,2.546459206720364e-06,-1.9667692451319496e-06,-2.364473780036569e-05,2.3186178809709553e-07,False,4.0213734331384643e-07,1.5220035787244512e-08,1.5947090349355264e-06,-1.653833178738573e-06,-6.8216011283595e-06,1.5220035673149386e-08,False,4.818960388508486e-07,2.1664175253732765e-07,9.127709647005489e-07,-3.284496320477004e-07,-1.6823136671978434e-05,2.166417524194866e-07,False,2.342388153442343e-07,7.388704015287573e-07,-1.7145155322140226e-06,3.966202273497643e-06,5.089014604220399e-05,2.166417524194866e-07,False,2.074644460670072e-07,5.374486846676518e-07,-1.0496002006421534e-06,2.6911907463622597e-06,6.089168158576741e-05,1.5220035673149386e-08,False,6.140445982794063e-07,7.540904372049795e-07,-1.1790221987606486e-07,2.3286120712784353e-06,4.4068544913788976e-05,2.3186178809709553e-07,False
low_slack_half,support60,grad_core_top50,all,flat,0.07,0.12,7.141795832499298e-07,9.227600542560666e-07,-5.231549404793867e-08,3.1397577624492357e-06,-2.658363608021297e-06,-2.8101271409564088e-05,-5.2315494052218444e-08,False,4.3016376727322836e-07,-2.6281279585926853e-07,2.2047705100503023e-06,-2.3203778029001754e-06,-1.0288858009688262e-05,-2.6281279586346405e-07,False,4.82203185270258e-07,2.1049730181132986e-07,9.314218246680994e-07,-3.375116957027302e-07,-1.7812413399959093e-05,2.1049730180678617e-07,False,-2.303438844108996e-07,3.0941328865718987e-07,-1.6168194545418402e-06,2.384537360122785e-06,6.452111754126633e-05,2.1049730180678617e-07,True,-2.673600402181009e-07,-1.6389680912443083e-07,-3.707965194887919e-07,2.5795901814618105e-07,7.204467293145389e-05,-2.6281279586346405e-07,True,1.3404573395714436e-07,4.6600492797921333e-08,5.444501552931413e-07,-1.510238664126362e-07,5.423225953160582e-05,-5.2315494052218444e-08,False
low_slack_half,all,grad_all_abs50,teacher_row_top50,core_gain,0.095,0.12,-2.747240228861969e-06,9.252568886619628e-07,-5.051763263264064e-08,3.326252650870387e-06,-3.4718315506943043e-06,-4.793968145264116e-05,-5.051763244816618e-08,False,5.937734757210933e-07,-1.6254254120440237e-07,2.3410436287285563e-06,-2.4421219630976765e-06,-1.3573054007037788e-05,-1.6254254110658947e-07,False,5.004212006998188e-07,1.1202490857176173e-07,1.2721757696176894e-06,-1.0307605760040417e-06,-3.4366627445631126e-05,1.1202490865396359e-07,False,3.352791917987652e-06,4.40243543586849e-06,-1.542105859231313e-06,1.2651147907716265e-05,0.0001850500894969298,1.1202490865396359e-07,False,3.2646150311954614e-06,4.127867986092326e-06,-8.936383748547883e-07,1.1405009720522052e-05,0.0002058436629355509,-1.6254254110658947e-07,False,3.666119651857258e-06,4.2398928948861325e-06,3.2632474189497884e-07,1.0342758973491684e-05,0.00017147703548991977,-5.051763244816618e-08,False
all,support60,grad_all_4of6,teacher_row_top50,flat,0.13,0.08,5.018828113101392e-07,9.308308430711065e-07,-2.8378274063989295e-08,3.0923557163831106e-06,-2.99930998381992e-06,-2.930749619076134e-05,-2.8378273972043726e-08,False,3.468353554358927e-07,-2.7571744676269105e-07,1.8344373508005773e-06,-2.395070451743919e-06,-8.304106219408913e-06,-2.757174467023819e-07,False,6.798939092833578e-07,2.4733917269870176e-07,1.3347045889622322e-06,-6.027253672824529e-07,-2.1003389971435693e-05,2.473391727258784e-07,False,1.3341351334794638e-07,6.305247644000644e-07,-1.1555941110685808e-06,2.700185997239757e-06,4.724675538486656e-05,2.473391727258784e-07,False,-2.4199929249402174e-07,1.0746814504969393e-07,-6.500205705917139e-07,9.442455564112606e-07,5.9946039136837825e-05,-2.757174467023819e-07,True,4.0237877430016056e-07,3.54807317859418e-07,6.857330373533088e-07,3.085893643950399e-07,3.894264916542989e-05,-2.8378273972043726e-08,False
low_slack_half,support60,grad_core_top50,teacher_row_top50,flat,0.13,0.08,1.0211971456230984e-06,9.423861705437631e-07,2.3176553298753788e-07,2.517107209998315e-06,-1.8152702776497165e-06,-2.4415494984081354e-05,2.3176553303478432e-07,False,5.291926757911014e-07,5.549295789553099e-08,1.7568901879982946e-06,-1.4936437257029311e-06,-7.103107955902521e-06,5.549295793230422e-08,False,4.45625194411825e-07,1.7627257498098459e-07,7.956757860361208e-07,-3.3455509296231867e-07,-1.731238702820659e-05,1.7627257509802032e-07,False,-5.491620647113393e-07,1.2220398781792596e-07,-2.2432937343275228e-06,2.5380889723258804e-06,4.9225042802275576e-05,1.7627257509802032e-07,True,-4.633683642341069e-07,1.4243706214500662e-09,-1.443095728803634e-06,1.4417691296397805e-06,5.9434321874496376e-05,5.549295793230422e-08,True,-1.194898912038056e-07,1.7769694571345696e-07,-6.276313482267426e-07,1.0509433727712292e-06,4.21219348463453e-05,2.3176553303478432e-07,True
all,support60,grad_all_4of6,all,flat,0.13,0.08,7.607833190093061e-07,9.431153180639029e-07,-4.6735270253783767e-07,4.530686298576114e-06,-4.877717688978045e-06,-3.6940736893004145e-05,-4.6735270253468655e-07,False,3.234967131948707e-07,-7.451529204782759e-07,3.0902172645230763e-06,-4.133888387936047e-06,-1.2687441289266355e-05,-7.451529204109985e-07,False,6.817997475483395e-07,2.778002179404382e-07,1.4933772372049958e-06,-8.179965820254154e-07,-2.425329560373779e-05,2.778002178718523e-07,False,-3.634427470089463e-08,6.699495737061412e-07,-1.6648857474876877e-06,3.2035899998339445e-06,7.276405544093256e-05,2.778002178718523e-07,True,-4.3105856173397683e-07,-3.530035646015506e-07,-9.698586000972398e-08,-2.2726299298003738e-07,8.432990975534849e-05,-7.451529204109985e-07,True,1.6490362497734168e-07,-7.5203346883157e-08,1.329912152847612e-06,-1.0206064851026042e-06,6.00766141516107e-05,-4.6735270253468655e-07,False
all,all,grad_core_top50,all,flat,0.07,0.08,-3.5224599640448773e-06,9.47239930826349e-07,-1.6568023797347564e-07,4.149528981423067e-06,-4.641092082313669e-06,-6.813553268458783e-05,-1.65680238049939e-07,False,5.768085674651147e-07,-3.2604913280387393e-07,2.95175591669139e-06,-3.5662195468910696e-06,-2.537975919078561e-05,-3.260491328390502e-07,False,3.986396038824225e-07,1.603688949414206e-07,1.1962246614372063e-06,-1.046480690991558e-06,-4.275577349371895e-05,1.6036889478465187e-07,False,3.817970594788278e-06,5.433445033009576e-06,-1.6853028839136641e-06,1.4495973695183295e-05,0.00024238611944224497,1.6036889478465187e-07,False,3.949264849034684e-06,4.947027005375304e-06,-6.819383213674257e-08,1.209978348315488e-05,0.0002597621337451228,-3.260491328390502e-07,False,4.307694167482445e-06,5.107395900205702e-06,1.1299011702936568e-06,1.0937066201921475e-05,0.0002170063602514316,-1.65680238049939e-07,False
low_slack_half,raw_agree,grad_core_top50,teacher_row_top50,flat,0.07,0.12,-2.4339832388475813e-06,9.510445521110356e-07,7.708488880542319e-08,3.33047944711673e-06,-2.9382295403390657e-06,-5.3573526760886114e-05,7.70848886482856e-08,False,6.804005425742332e-07,-3.9192718070957255e-08,2.3478311501623494e-06,-2.0064668541097674e-06,-1.708551440199324e-05,-3.9192718109876864e-08,False,2.8472000557222543e-07,1.1627760687638045e-07,1.038519103269131e-06,-9.117570280992027e-07,-3.648801235892063e-05,1.1627760675370276e-07,False,2.9245770828412176e-06,4.606609634305592e-06,-3.2728913655910574e-06,1.4551368394233322e-05,0.00021408754382987172,1.1627760675370276e-07,False,3.0823882796182644e-06,4.451139309469276e-06,-2.442155596749096e-06,1.3692660352671027e-05,0.0002334900417867991,-3.9192718109876864e-08,False,3.353593904908969e-06,4.567416916123612e-06,-1.406239440449042e-06,1.2647854630398747e-05,0.00019700202942787848,7.70848886482856e-08,False
all,support60,grad_core_top50,teacher_row_top50,flat,0.13,0.08,5.883684047747195e-07,9.571185054513265e-07,2.0036694992064952e-07,2.6676938639225156e-06,-2.3361350541817316e-06,-2.847004883008153e-05,2.0036694983126396e-07,False,3.5709089385438375e-07,-6.673322006101046e-08,1.5326301796569908e-06,-1.8170176288023754e-06,-7.468711838043429e-06,-6.673322022057452e-08,False,6.768986255956122e-07,2.671001702037046e-07,1.260278130299497e-06,-5.182335479636535e-07,-2.10013369920381e-05,2.671001700473788e-07,False,7.476711993970042e-08,6.977137196884087e-07,-1.6668066247227387e-06,3.292731558635076e-06,4.510292874967958e-05,2.671001700473788e-07,False,-3.084690324284267e-07,3.6388032920164903e-07,-1.4595751270940482e-06,2.0058431461356108e-06,5.8635553903729765e-05,-6.673322022057452e-08,True,3.777391501813554e-07,6.309804992943313e-07,-1.2983524089182907e-07,1.4421763134819798e-06,3.7634216911636154e-05,2.0036694983126396e-07,False
