candidate_id,basename,source_path,target,view_id,split,rep,delta_mode,scale,train_actual_delta,train_dominance,train_min_mode_dominance,delta_mean,delta_std,delta_p90_abs,delta_max_abs,changed_cells_vs_current,l1_logit_delta_vs_current,old_promotion_decision,old_strict_promote,actual_mean,actual_p10,actual_p90,actual_beats_current_rate,incremental_bad_axis_vs_current,null_count,null_strict_rate,p90_dominance,mean_dominance,worst_mode_p90_dominance,public_free_submission_ready,final_decision
S4_raw_human_context_dateblock5_cluster6_raw,submission_e289_lifeslice_S4_raw_human_context_dateblock5_cluster6_raw_s025_ed16db5d.csv,analysis_outputs/submission_e289_lifeslice_S4_raw_human_context_dateblock5_cluster6_raw_s025_ed16db5d.csv,S4,raw_human_context,dateblock5,cluster6,raw,0.25,-0.009936445201720101,1.0,1.0,0.03739028585105328,0.06795366503235568,0.08,0.08,250,4.783991170821734,promote_candidate,True,-0.0003858326387166786,-0.0007067548765985933,-0.0001137170014330984,0.9411764705882353,0.0031651502929474495,15,1.0,0.6,0.4,0.2,False,blocked_by_matched_nulls
Q3_raw_human_context_subject5_pc_centered,submission_e289_lifeslice_Q3_raw_human_context_subject5_pc_centered_s025_c4162f27.csv,analysis_outputs/submission_e289_lifeslice_Q3_raw_human_context_subject5_pc_centered_s025_c4162f27.csv,Q3,raw_human_context,subject5,pc,centered,0.25,-0.014465897699500574,0.9629629629629629,0.8888888888888888,0.01533613485603313,0.0587254495172975,0.08,0.08,250,3.550659571154227,promote_candidate,True,-0.00013408218921568234,-0.0001727748033066309,-7.855232557021532e-05,1.0,-0.008170100528882174,15,1.0,0.06666666666666667,0.2,0.0,False,blocked_by_matched_nulls
S1_raw_human_context_dateblock5_pc_raw,submission_e289_lifeslice_S1_raw_human_context_dateblock5_pc_raw_s050_d8b40b15.csv,analysis_outputs/submission_e289_lifeslice_S1_raw_human_context_dateblock5_pc_raw_s050_d8b40b15.csv,S1,raw_human_context,dateblock5,pc,raw,0.5,-0.0036541525696837107,0.9629629629629629,0.9444444444444444,-0.0068350015128435535,0.07564051802286445,0.08,0.08,250,9.292321867532909,too_small_to_submit,False,-9.039494494111249e-05,-0.00021736280416676453,9.58926872736722e-06,0.8529411764705882,-0.0010759049857110015,15,0.26666666666666666,0.4666666666666667,0.4666666666666667,0.0,False,too_small_to_submit
S1_raw_human_context_dateblock5_pc_centered,submission_e289_lifeslice_S1_raw_human_context_dateblock5_pc_centered_s050_139a16bf.csv,analysis_outputs/submission_e289_lifeslice_S1_raw_human_context_dateblock5_pc_centered_s050_139a16bf.csv,S1,raw_human_context,dateblock5,pc,centered,0.5,-0.0036541525696837107,0.9629629629629629,0.9444444444444444,0.023241465753468766,0.0526391951744841,0.08,0.08,250,6.395796561788533,too_small_to_submit,False,-0.00038896830211998073,-0.0006189955916254716,1.0368837309575139e-05,0.8823529411764706,-0.006908071626192058,15,0.0,0.4666666666666667,0.5333333333333333,0.4,False,too_small_to_submit
S1_raw_human_context_dateblock5_pc_centered,submission_e289_lifeslice_S1_raw_human_context_dateblock5_pc_centered_s025_12cb13a6.csv,analysis_outputs/submission_e289_lifeslice_S1_raw_human_context_dateblock5_pc_centered_s025_12cb13a6.csv,S1,raw_human_context,dateblock5,pc,centered,0.25,-0.0036541525696837107,0.9629629629629629,0.9444444444444444,0.023241465753468766,0.0526391951744841,0.08,0.08,250,3.1978982808942664,too_small_to_submit,False,-0.0001818721005625158,-0.0002906391695597068,1.2819472542888934e-05,0.8823529411764706,-0.0034540358130960014,15,0.0,0.6,0.6,0.6,False,too_small_to_submit
S1_raw_human_context_dateblock5_pc_raw,submission_e289_lifeslice_S1_raw_human_context_dateblock5_pc_raw_s025_7b9ff5c6.csv,analysis_outputs/submission_e289_lifeslice_S1_raw_human_context_dateblock5_pc_raw_s025_7b9ff5c6.csv,S1,raw_human_context,dateblock5,pc,raw,0.25,-0.0036541525696837107,0.9629629629629629,0.9444444444444444,-0.0068350015128435535,0.07564051802286445,0.08,0.08,250,4.6461609337664544,below_selector_resolution,False,-1.7882709754498056e-05,-0.00010062360642738581,2.9408714223553442e-05,0.47058823529411764,-0.0005379524928554869,15,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.0,False,below_selector_resolution
Q3_raw_human_context_subject5_pc_raw,submission_e289_lifeslice_Q3_raw_human_context_subject5_pc_raw_s025_10f4f218.csv,analysis_outputs/submission_e289_lifeslice_Q3_raw_human_context_subject5_pc_raw_s025_10f4f218.csv,Q3,raw_human_context,subject5,pc,raw,0.25,-0.014465897699500574,0.9629629629629629,0.8888888888888888,-0.007233230966704379,0.07469860478241101,0.08,0.08,250,4.554537758837666,below_selector_resolution,False,3.775346341058671e-05,1.3234686961993889e-05,6.975057408712247e-05,0.08823529411764706,-0.0014043455243290537,15,0.0,0.06666666666666667,0.13333333333333333,0.0,False,below_selector_resolution
Q3_raw_human_context_subject5_pc_raw,submission_e289_lifeslice_Q3_raw_human_context_subject5_pc_raw_s050_e6ddbb9c.csv,analysis_outputs/submission_e289_lifeslice_Q3_raw_human_context_subject5_pc_raw_s050_e6ddbb9c.csv,Q3,raw_human_context,subject5,pc,raw,0.5,-0.014465897699500574,0.9629629629629629,0.8888888888888888,-0.007233230966704379,0.07469860478241101,0.08,0.08,250,9.109075517675333,below_selector_resolution,False,2.7553580666918315e-05,-3.867580736674556e-05,0.0001367656557963291,0.38235294117647056,-0.0028086910486581074,15,0.0,0.06666666666666667,0.13333333333333333,0.0,False,below_selector_resolution
Q3_family_jepa_context_dateblock5_pc_raw,submission_e289_lifeslice_Q3_family_jepa_context_dateblock5_pc_raw_s025_750b0763.csv,analysis_outputs/submission_e289_lifeslice_Q3_family_jepa_context_dateblock5_pc_raw_s025_750b0763.csv,Q3,family_jepa_context,dateblock5,pc,raw,0.25,-0.006199601019677647,0.9814814814814815,0.9444444444444444,-0.020614044900407278,0.07271040540327887,0.08,0.08,250,4.617505209541826,block_or_reject,False,0.00012767133898742398,8.769244319372633e-05,0.00016036976213375736,0.0,0.005637517709770945,15,0.0,0.4666666666666667,0.4666666666666667,0.2,False,block_or_reject
Q3_raw_human_context_dateblock5_cluster6_centered,submission_e289_lifeslice_Q3_raw_human_context_dateblock5_cluster6_centered_s025_8d52bc40.csv,analysis_outputs/submission_e289_lifeslice_Q3_raw_human_context_dateblock5_cluster6_centered_s025_8d52bc40.csv,Q3,raw_human_context,dateblock5,cluster6,centered,0.25,-0.005295264017629031,0.9629629629629629,0.8888888888888888,-0.028676976872292415,0.03558545909016941,0.08,0.08,115,1.7923110545182759,block_or_reject,False,0.0001896665197986484,0.00013281723399505863,0.0002368499462906673,0.0,0.009331246265755155,15,0.0,0.8666666666666667,0.8666666666666667,0.8,False,block_or_reject
Q3_family_jepa_context_subject5_cluster6_centered,submission_e289_lifeslice_Q3_family_jepa_context_subject5_cluster6_centered_s025_dc4a6957.csv,analysis_outputs/submission_e289_lifeslice_Q3_family_jepa_context_subject5_cluster6_centered_s025_dc4a6957.csv,Q3,family_jepa_context,subject5,cluster6,centered,0.25,-0.0034369192882864885,0.9444444444444444,0.9444444444444444,-0.025333668558057333,0.035205849151312626,0.08,0.08,102,1.5833542848785833,block_or_reject,False,0.0001950355430413588,0.00013539231880485813,0.0002430993234523835,0.0,0.00708529576771183,15,0.0,0.8,0.8,0.6,False,block_or_reject
Q3_family_jepa_context_dateblock5_pc_raw,submission_e289_lifeslice_Q3_family_jepa_context_dateblock5_pc_raw_s050_761585f9.csv,analysis_outputs/submission_e289_lifeslice_Q3_family_jepa_context_dateblock5_pc_raw_s050_761585f9.csv,Q3,family_jepa_context,dateblock5,pc,raw,0.5,-0.006199601019677647,0.9814814814814815,0.9444444444444444,-0.020614044900407278,0.07271040540327887,0.08,0.08,250,9.235010419083652,block_or_reject,False,0.0002100102221903237,0.0001240070107290697,0.000303685214800528,0.029411764705882353,0.01127503541954189,15,0.0,0.6666666666666666,0.6,0.4,False,block_or_reject
S4_family_jepa_context_dateblock5_cluster6_centered,submission_e289_lifeslice_S4_family_jepa_context_dateblock5_cluster6_centered_s025_9643309a.csv,analysis_outputs/submission_e289_lifeslice_S4_family_jepa_context_dateblock5_cluster6_centered_s025_9643309a.csv,S4,family_jepa_context,dateblock5,cluster6,centered,0.25,-0.01113070390183557,1.0,1.0,-0.021381310671740032,0.0337931026607512,0.08,0.08,79,1.336331916983752,below_selector_resolution,False,0.00023886628754649295,2.778270073203506e-05,0.0004121049061283915,0.029411764705882353,-0.0020566403671012923,15,0.0,0.5333333333333333,0.5333333333333333,0.2,False,below_selector_resolution
S4_raw_human_context_dateblock5_cluster6_centered,submission_e289_lifeslice_S4_raw_human_context_dateblock5_cluster6_centered_s025_c4c96e6b.csv,analysis_outputs/submission_e289_lifeslice_S4_raw_human_context_dateblock5_cluster6_centered_s025_c4c96e6b.csv,S4,raw_human_context,dateblock5,cluster6,centered,0.25,-0.009936445201720101,1.0,1.0,-0.023032927707899487,0.03533794883360507,0.08,0.08,82,1.4395579817437179,below_selector_resolution,False,0.00025031208913508054,3.1009308470363044e-05,0.0004310470600394247,0.029411764705882353,-0.0026469929973756134,15,0.0,0.5333333333333333,0.5333333333333333,0.0,False,below_selector_resolution
Q3_raw_human_context_dateblock5_cluster6_centered,submission_e289_lifeslice_Q3_raw_human_context_dateblock5_cluster6_centered_s050_5795b74f.csv,analysis_outputs/submission_e289_lifeslice_Q3_raw_human_context_dateblock5_cluster6_centered_s050_5795b74f.csv,Q3,raw_human_context,dateblock5,cluster6,centered,0.5,-0.005295264017629031,0.9629629629629629,0.8888888888888888,-0.028676976872292415,0.03558545909016941,0.08,0.08,115,3.5846221090365518,block_or_reject,False,0.000366480501623813,0.00025270625621863946,0.00045864027967612776,0.0,0.01866249253151034,15,0.0,0.8666666666666667,0.8666666666666667,0.6,False,block_or_reject
Q3_family_jepa_context_subject5_cluster6_centered,submission_e289_lifeslice_Q3_family_jepa_context_subject5_cluster6_centered_s050_8d8db650.csv,analysis_outputs/submission_e289_lifeslice_Q3_family_jepa_context_subject5_cluster6_centered_s050_8d8db650.csv,Q3,family_jepa_context,subject5,cluster6,centered,0.5,-0.0034369192882864885,0.9444444444444444,0.9444444444444444,-0.025333668558057333,0.035205849151312626,0.08,0.08,102,3.1667085697571666,block_or_reject,False,0.00037288357862691343,0.00025337023279303343,0.00046040752898145545,0.0,0.014170591535423577,15,0.0,0.3333333333333333,0.3333333333333333,0.2,False,block_or_reject
S4_family_jepa_context_dateblock5_cluster6_centered,submission_e289_lifeslice_S4_family_jepa_context_dateblock5_cluster6_centered_s050_9c1e103a.csv,analysis_outputs/submission_e289_lifeslice_S4_family_jepa_context_dateblock5_cluster6_centered_s050_9c1e103a.csv,S4,family_jepa_context,dateblock5,cluster6,centered,0.5,-0.01113070390183557,1.0,1.0,-0.021381310671740032,0.0337931026607512,0.08,0.08,79,2.672663833967504,block_or_reject,False,0.00048354856071234145,6.366838341921607e-05,0.0008366589550806992,0.029411764705882353,-0.004113280734202668,15,0.0,0.6,0.6,0.2,False,block_or_reject
S4_raw_human_context_dateblock5_cluster6_centered,submission_e289_lifeslice_S4_raw_human_context_dateblock5_cluster6_centered_s050_126fa814.csv,analysis_outputs/submission_e289_lifeslice_S4_raw_human_context_dateblock5_cluster6_centered_s050_126fa814.csv,S4,raw_human_context,dateblock5,cluster6,centered,0.5,-0.009936445201720101,1.0,1.0,-0.023032927707899487,0.03533794883360507,0.08,0.08,82,2.8791159634874357,block_or_reject,False,0.0005088000063246605,6.442724222834312e-05,0.0008796465973275346,0.029411764705882353,-0.005293985994751227,15,0.0,0.5333333333333333,0.6,0.2,False,block_or_reject
