band,base_cell_gate,gradient_gate,row_gate,shape,scale,cap,translator,base_anchor_delta,translator_anchor_delta,anchor_minus_base,mean_anchor_minus_base,max_set_minus_base,min_set_minus_base,hidden_core_minus_base,hidden_all_minus_base,q2_hidden_minus_base,s3_hidden_minus_base,mean_move_minus_base,beats_base,tail_neutral_vs_base
all,support60,grad_all_4of6,all,core_gain,0.07,0.12,tail_max_nonpos_m0.50,4.5313960583825974e-08,3.574780071957662e-08,-9.566159864249357e-09,-2.3888626077273045e-08,5.539802172549457e-09,-2.3845177388182037e-08,-5.6270391846080514e-08,-8.96488964809329e-08,0.0,-3.9389274265888563e-07,1.5406964861648187e-06,True,False
all,support60,grad_all_4of6,all,core_gain,0.07,0.12,uniform_q20.00_s30.20,4.5313960583825974e-08,5.587199347623084e-08,1.0558032892404867e-08,-7.167196525159625e-08,2.725077868914738e-07,-4.0758188413203555e-07,-1.436798888670987e-06,-1.8238746855819048e-06,0.0,-1.0057592220100164e-05,2.0013060770155008e-05,False,False
all,support60,grad_all_4of6,all,core_gain,0.07,0.12,uniform_q20.05_s30.05,4.5313960583825974e-08,5.934797309148365e-08,1.4034012507657678e-08,-2.1474851452651933e-08,1.0339650446944404e-07,-1.3289520761627927e-07,-1.0735579073495316e-06,-1.1230838064931945e-06,-4.997243969212528e-06,-2.5176613812905035e-06,1.197149134291866e-05,False,False
all,support60,grad_all_4of6,all,core_gain,0.07,0.12,uniform_q20.10_s30.10,4.5313960583825974e-08,7.198974594224694e-08,2.6675785358420967e-08,-4.216526483524774e-08,2.0769100383954964e-07,-2.6500155703157446e-07,-2.1463240086061486e-06,-2.245375806968806e-06,-9.991120954760957e-06,-5.0331471049963605e-06,2.394298268584247e-05,False,False
all,support60,grad_all_4of6,all,core_gain,0.07,0.12,uniform_q20.20_s30.00,4.5313960583825974e-08,9.145362445117655e-08,4.613966386735058e-08,-9.52080725369342e-09,1.464690321251183e-07,-1.1925579135318998e-07,-2.85268191108079e-06,-2.6637097109150076e-06,-1.996877337706593e-05,0.0,2.787290460153026e-05,False,False
all,support60,grad_all_4of6,all,core_gain,0.07,0.12,uniform_q20.20_s30.20,4.5313960583825974e-08,9.978004411603791e-08,5.446608353221194e-08,-8.119277239426737e-08,4.189741180660178e-07,-5.268477807351957e-07,-4.289480799612999e-06,-4.487584396401753e-06,-1.996877337706593e-05,-1.0057592220100164e-05,4.788596537168527e-05,False,False
all,support60,grad_all_4of6,all,core_gain,0.07,0.12,uniform_q20.35_s30.35,4.5313960583825974e-08,1.47732478139595e-07,1.0241851755576903e-07,-1.338507157333524e-07,7.426345729477646e-07,-9.137012914051112e-07,-7.4982774809218e-06,-7.844958775308063e-06,-3.49099959005561e-05,-1.757794646588262e-05,8.380043940045068e-05,False,False
all,support60,grad_all_4of6,all,core_gain,0.07,0.12,uniform_q21.00_s31.00,4.5313960583825974e-08,4.622509269802677e-07,4.1693696639644173e-07,-2.80452437717571e-07,2.2385874324237776e-06,-2.5545873421073395e-06,-2.132071693189408e-05,-2.231123491577439e-05,-9.930498285379286e-05,-4.994003566906324e-05,0.00023942982685842698,False,False
all,support60,grad_all_4of6,all,core_gain,0.095,0.08,tail_meanneg_m1.00,3.496696254767784e-08,-4.2143045786424693e-07,-4.5639742041192477e-07,-7.676531244005247e-07,5.905633981839742e-07,-1.9857328896755178e-06,-1.032583936089182e-05,-1.0639673133575455e-05,-4.331376651048324e-05,-2.8967109016092563e-05,0.0001229242628041981,True,False
all,support60,grad_all_4of6,all,core_gain,0.095,0.08,tail_meanneg_m0.50,3.496696254767784e-08,-2.06407727354474e-07,-2.4137468990215183e-07,-4.0287661939863995e-07,2.7551336068132315e-07,-9.951752714121298e-07,-5.181267104775733e-06,-5.338183991113586e-06,-2.1726001689953423e-05,-1.4542868043879165e-05,6.146213140209724e-05,True,False
all,support60,grad_all_4of6,all,core_gain,0.095,0.08,tail_p90_nonpos_m1.00,3.496696254767784e-08,-1.0630946523093598e-07,-1.4127642777861382e-07,-2.1414466555569334e-07,-2.3911699065237713e-08,-3.0904701875389406e-07,-3.007541633959221e-06,-2.8341729713744947e-06,-1.6939606618054937e-05,-4.113184819937166e-06,2.8167766217174726e-05,True,True
all,support60,grad_all_4of6,all,core_gain,0.095,0.08,tail_soft_p90_m1.00,3.496696254767784e-08,-6.781132011468571e-08,-1.0277828266236355e-07,-1.4681075521938425e-07,1.1492031992688112e-08,-2.6441876188609825e-07,-1.751850797454546e-06,-1.5507299411560933e-06,-9.109560181075338e-06,-3.1533954013285292e-06,1.7895316308608406e-05,True,False
all,support60,grad_all_4of6,all,core_gain,0.095,0.08,tail_p90_nonpos_m0.50,3.496696254767784e-08,-3.51189916036887e-08,-7.008595415136654e-08,-1.10998693569897e-07,-1.6394645419026688e-08,-1.428688127802502e-07,-1.5080809279977014e-06,-1.4213965967251657e-06,-8.492126539888512e-06,-2.06443995640071e-06,1.4083883108587634e-05,True,True
all,support60,grad_all_4of6,all,core_gain,0.095,0.08,tail_soft_max_m1.00,3.496696254767784e-08,-1.895438561660967e-08,-5.392134816428751e-08,-8.929771688759303e-08,3.645414559105831e-08,-1.8657344680317323e-07,-1.0591440214313685e-06,-9.527381612845726e-07,-5.125907023811882e-06,-2.2881011264713758e-06,1.0652535231582463e-05,True,False
all,support60,grad_all_4of6,all,core_gain,0.095,0.08,tail_soft_p90_m0.50,3.496696254767784e-08,-1.7166219445918784e-08,-5.213318199359662e-08,-7.403564084018655e-08,4.978657264231856e-09,-1.328579776194161e-07,-8.765261950149927e-07,-7.75965766847921e-07,-4.558227182260843e-06,-1.5774561830661504e-06,8.947658154304257e-06,True,False
all,support60,grad_all_4of6,all,core_gain,0.095,0.08,tail_soft_max_m0.50,3.496696254767784e-08,7.663475853902924e-09,-2.7303486693774914e-08,-4.493209981859536e-08,1.7856408240923827e-08,-9.357678587562646e-08,-5.298491822514073e-07,-4.766462521502504e-07,-2.564437041358003e-06,-1.1445072344573592e-06,5.326267615789768e-06,True,False
all,support60,grad_all_4of6,all,core_gain,0.095,0.08,tail_max_nonpos_m1.00,3.496696254767784e-08,1.7805252494618173e-08,-1.7161710053059664e-08,-4.2998547833406064e-08,1.0075365985962037e-08,-4.298137346037123e-08,-1.0158506061341832e-07,-1.6198425952954559e-07,0.0,-7.110954244604617e-07,2.787926974965238e-06,True,False
all,support60,grad_all_4of6,all,core_gain,0.095,0.08,tail_max_nonpos_m0.50,3.496696254767784e-08,2.6301404165707254e-08,-8.665558381970584e-09,-2.1626962665166616e-08,5.008453096699839e-09,-2.158677692154498e-08,-5.0925284017511174e-08,-8.112488347755686e-08,0.0,-3.5647698853891185e-07,1.393963487482375e-06,True,False
all,support60,grad_all_4of6,all,core_gain,0.095,0.08,uniform_q20.00_s30.20,3.496696254767784e-08,4.313520818310934e-08,8.168245635431504e-09,-6.521031548079037e-08,2.468340305483707e-07,-3.6944303760666486e-07,-1.301666451514194e-06,-1.6525019067728877e-06,0.0,-9.111665160696503e-06,1.8135858710741526e-05,False,False
all,support60,grad_all_4of6,all,core_gain,0.095,0.08,uniform_q20.05_s30.05,3.496696254767784e-08,4.637960149267428e-08,1.1412638944996445e-08,-1.950331296463048e-08,9.363119068961367e-08,-1.2039059615887027e-07,-9.71721608011844e-07,-1.0166867598915275e-06,-4.521461032525043e-06,-2.2805902236966435e-06,1.083855024231427e-05,False,False
all,support60,grad_all_4of6,all,core_gain,0.095,0.08,uniform_q20.10_s30.10,3.496696254767784e-08,5.7728710700644115e-08,2.2761748152966277e-08,-3.836422812764084e-08,1.8799759038401476e-07,-2.4013526978006183e-07,-1.9427948042827214e-06,-2.0327251080143327e-06,-9.040165883822393e-06,-4.559397745920735e-06,2.167710048463407e-05,False,False
all,support60,grad_all_4of6,all,core_gain,0.095,0.08,uniform_q20.20_s30.00,3.496696254767784e-08,7.506199350970633e-08,4.009503096202849e-08,-8.948545127118734e-09,1.3210430804821982e-07,-1.082355025605608e-07,-2.581329514167452e-06,-2.4103546664473125e-06,-1.806930659950523e-05,0.0,2.5218342258527863e-05,False,False
all,support60,grad_all_4of6,all,core_gain,0.095,0.08,uniform_q20.20_s30.20,3.496696254767784e-08,8.24794025300335e-08,4.751243998235566e-08,-7.41588604968868e-08,3.7893611326556e-07,-4.776869225731062e-07,-3.8829959657094015e-06,-4.062856573251927e-06,-1.806930659950523e-05,-9.111665160696503e-06,4.335420096926939e-05,False,False
all,support60,grad_all_4of6,all,core_gain,0.095,0.08,uniform_q20.35_s30.35,3.496696254767784e-08,1.2064934062916421e-07,8.568237808148638e-08,-1.2303280017000873e-07,6.70858572471289e-07,-8.414325153305313e-07,-6.788434648435926e-06,-7.1031907115738825e-06,-3.1592343548103585e-05,-1.5926698990961774e-05,7.586985169621914e-05,False,False
all,support60,grad_all_4of6,all,core_gain,0.095,0.08,uniform_q21.00_s31.00,3.496696254767784e-08,3.7814156716997616e-07,3.431746046222983e-07,-2.6800963881523643e-07,2.0123417537876165e-06,-2.379580660849534e-06,-1.9311235331748167e-05,-2.0210538369393382e-05,-8.990542048742389e-05,-4.5273226835118585e-05,0.00021677100484634055,False,False
all,support60,grad_all_4of6,all,core_gain,0.095,0.12,tail_meanneg_m1.00,1.4073405429915198e-07,-4.002200750807816e-07,-5.409541293799336e-07,-1.09324851704784e-06,1.0028885523150066e-06,-2.803360864667148e-06,-1.5422629035394264e-05,-1.5888699544608365e-05,-6.476323599313716e-05,-4.319516725481698e-05,0.0001841703662446544,True,False
all,support60,grad_all_4of6,all,core_gain,0.095,0.12,tail_meanneg_m0.50,1.4073405429915198e-07,-1.864201755186201e-07,-3.271542298177721e-07,-5.894564116815104e-07,4.268931201867332e-07,-1.4437291080415804e-06,-7.752567626695406e-06,-7.985602881304448e-06,-3.253716737622314e-05,-2.1730806010811232e-05,9.20851831223272e-05,True,False
all,support60,grad_all_4of6,all,core_gain,0.095,0.12,tail_p90_nonpos_m1.00,1.4073405429915198e-07,-5.078048181950123e-08,-1.915145361186532e-07,-3.0943322526510997e-07,-2.2582501202350613e-08,-3.996542902173772e-07,-4.498377206202386e-06,-4.238324212305476e-06,-2.534239666099336e-05,-6.146243782673144e-06,4.225164932576415e-05,True,True
all,support60,grad_all_4of6,all,core_gain,0.095,0.12,tail_soft_p90_m1.00,1.4073405429915198e-07,-9.920833377030647e-09,-1.5065488767618263e-07,-2.1825021145893686e-07,1.9286467645152072e-08,-3.909316934613827e-07,-2.6252713027641317e-06,-2.323295708277822e-06,-1.365400632552527e-05,-4.722892793768141e-06,2.6829407122813025e-05,True,False
all,support60,grad_all_4of6,all,core_gain,0.095,0.12,tail_p90_nonpos_m0.50,1.4073405429915198e-07,3.503047796282743e-08,-1.0570357633632455e-07,-1.6355356380337582e-07,-2.1282918316600785e-08,-2.0706192671582357e-07,-2.2588891165908898e-06,-2.128862619632521e-06,-1.2721450115216193e-05,-3.090773701211469e-06,2.1125824662881587e-05,True,True
all,support60,grad_all_4of6,all,core_gain,0.095,0.12,tail_soft_max_m1.00,1.4073405429915198e-07,6.103911420751729e-08,-7.969494009163469e-08,-1.3304397672442292e-07,5.5624514438967765e-08,-2.7768198040956094e-07,-1.5873901835772308e-06,-1.427574412238286e-06,-7.684413993985784e-06,-3.427317291401777e-06,1.596925766427675e-05,True,False
all,support60,grad_all_4of6,all,core_gain,0.095,0.12,tail_soft_p90_m0.50,1.4073405429915198e-07,6.379371930709254e-08,-7.694033499205943e-08,-1.1054317927694512e-07,7.916547972719457e-09,-1.9692382646763207e-07,-1.3139874305290178e-06,-1.1629996332957767e-06,-6.8347599249396485e-06,-2.3631520888744983e-06,1.341470356140467e-05,True,False
all,support60,grad_all_4of6,all,core_gain,0.095,0.12,tail_soft_max_m0.50,1.4073405429915198e-07,1.0013026208177678e-07,-4.06037922173752e-08,-6.715924993905276e-08,2.6978185685422318e-08,-1.394957310774103e-07,-7.943187031178578e-07,-7.144108174563136e-07,-3.845545208103207e-06,-1.7146857139160865e-06,7.98462883213908e-06,True,False
all,support60,grad_all_4of6,all,core_gain,0.095,0.12,tail_max_nonpos_m1.00,1.4073405429915198e-07,1.1642662267608017e-07,-2.4307431623071807e-08,-6.411494668512319e-08,1.5209759784973187e-08,-6.10909894893652e-08,-1.5197952851764285e-07,-2.4257832683831143e-07,0.0,-1.0638566996373777e-06,4.1818904624482634e-06,True,False
all,support60,grad_all_4of6,all,core_gain,0.095,0.12,tail_max_nonpos_m0.50,1.4073405429915198e-07,1.2846344410455401e-07,-1.2270610194597964e-08,-3.234466550150472e-08,7.539171398285305e-09,-3.075142407382714e-08,-7.628834836070908e-08,-1.2158774753689983e-07,0.0,-5.340184385804747e-07,2.090945231223969e-06,True,False
all,support60,grad_all_4of6,all,core_gain,0.095,0.12,uniform_q20.05_s30.05,1.4073405429915198e-07,1.6160648785845666e-07,2.0872433559304682e-08,-2.8954335151709643e-08,1.4053075536590853e-07,-1.7941183672043337e-07,-1.4567795536546413e-06,-1.5239932740060056e-06,-6.781157987745257e-06,-3.4162988880453993e-06,1.6247023965391353e-05,False,False
all,support60,grad_all_4of6,all,core_gain,0.095,0.12,uniform_q20.00_s30.20,1.4073405429915198e-07,1.6297297789069631e-07,2.2238923591544335e-08,-9.610889806221934e-08,3.709367607518388e-07,-5.493539765311084e-07,-1.948736364110193e-06,-2.4740535170859353e-06,0.0,-1.3641154549035028e-05,2.7160582473781912e-05,False,False
all,support60,grad_all_4of6,all,core_gain,0.095,0.12,uniform_q20.10_s30.10,1.4073405429915198e-07,1.839391742253227e-07,4.320511992617071e-08,-5.646386269653192e-08,2.827154971241086e-07,-3.573703734049971e-07,-2.912100731222722e-06,-3.0465281718778677e-06,-1.3556114443064038e-05,-6.828590675425628e-06,3.2494047930786284e-05,False,False
all,support60,grad_all_4of6,all,core_gain,0.095,0.12,uniform_q20.20_s30.00,1.4073405429915198e-07,2.0883419904471623e-07,6.810014474556425e-08,-1.1039583691641042e-08,2.011155164627354e-07,-1.5955527365996147e-07,-3.869631608949264e-06,-3.6131693372957124e-06,-2.7087421262506073e-05,0.0,3.782751338779044e-05,False,False
all,support60,grad_all_4of6,all,core_gain,0.095,0.12,uniform_q20.20_s30.20,1.4073405429915198e-07,2.2668528665281684e-07,8.595123235366486e-08,-1.0714848164283808e-07,5.720472670001087e-07,-7.089277878069566e-07,-5.818367973059457e-06,-6.087222854381634e-06,-2.7087421262506073e-05,-1.3641154549035028e-05,6.498809586157213e-05,False,False
all,support60,grad_all_4of6,all,core_gain,0.095,0.12,uniform_q20.35_s30.35,1.4073405429915198e-07,2.988477532106515e-07,1.581136989114995e-07,-1.723392730745843e-07,1.018451886602989e-06,-1.2264074613632658e-06,-1.0166831114211128e-05,-1.0637327156543772e-05,-4.733786067820378e-05,-2.3829957121218603e-05,0.00011372916775775248,False,False
all,support60,grad_all_4of6,all,core_gain,0.095,0.12,uniform_q21.00_s31.00,1.4073405429915198e-07,8.20357236475111e-07,6.796231821759591e-07,-3.045700528447881e-07,3.124969678580669e-06,-3.3229618294772223e-06,-2.885850459399819e-05,-3.0202779000660615e-05,-0.00013444444552812573,-6.756508662976446e-05,0.0003249404793078646,False,False
all,support60,grad_all_4of6,all,core_gain,0.13,0.08,tail_meanneg_m1.00,1.06366020213855e-07,-4.1457469757144594e-07,-5.209407177853009e-07,-1.0120570623772807e-06,8.872335711673784e-07,-2.5770003727609847e-06,-1.4093097388701015e-05,-1.4522554130242635e-05,-5.913205015653511e-05,-3.9519631564108315e-05,0.00016821214910047962,True,False
all,support60,grad_all_4of6,all,core_gain,0.13,0.08,tail_meanneg_m0.50,1.06366020213855e-07,-1.981029335018647e-07,-3.044689537157197e-07,-5.417005664032359e-07,3.8738264795945554e-07,-1.3232757483105928e-06,-7.080904930095722e-06,-7.295633300818949e-06,-2.96954748038869e-05,-1.9870859706144772e-05,8.410607455024057e-05,True,False
all,support60,grad_all_4of6,all,core_gain,0.13,0.08,tail_p90_nonpos_m1.00,1.06366020213855e-07,-7.14462679018979e-08,-1.778122881157529e-07,-2.8511934946351403e-07,-2.3792478098805248e-08,-3.7136917385716117e-07,-4.106888561783428e-06,-3.869647234041752e-06,-2.3135471389656992e-05,-5.612748542480062e-06,3.854536429718689e-05,True,True
all,support60,grad_all_4of6,all,core_gain,0.13,0.08,tail_soft_p90_m1.00,1.06366020213855e-07,-3.273018300831154e-08,-1.3909620322216654e-07,-1.996278267135665e-07,1.725352216652709e-08,-3.604803390233613e-07,-2.3960578359738527e-06,-2.1208398220633868e-06,-1.2458761628947324e-05,-4.313643222619845e-06,2.4488327580200297e-05,True,False
all,support60,grad_all_4of6,all,core_gain,0.13,0.08,tail_p90_nonpos_m0.50,1.06366020213855e-07,9.387962185414267e-09,-9.697805802844073e-08,-1.499137038951659e-07,-2.0210908724394017e-08,-1.934418619731204e-07,-2.0615169878668294e-06,-1.942896324031682e-06,-1.1609552684671565e-05,-2.8210662304656298e-06,1.927268214859377e-05,True,True
all,support60,grad_all_4of6,all,core_gain,0.13,0.08,tail_soft_max_m1.00,1.06366020213855e-07,3.3244818009592336e-08,-7.312120220426266e-08,-1.2162565921070012e-07,5.0624698655354905e-08,-2.5468760822544567e-07,-1.44879599742187e-06,-1.3031879782759276e-06,-7.011407093249211e-06,-3.1301648884679567e-06,1.4577153474796991e-05,True,False
all,support60,grad_all_4of6,all,core_gain,0.13,0.08,tail_soft_p90_m0.50,1.06366020213855e-07,3.541677529028675e-08,-7.094924492356824e-08,-1.0099418834563778e-07,7.189710493626933e-09,-1.814547431200353e-07,-1.1991540129208111e-06,-1.0615450059774773e-06,-6.235836245149784e-06,-2.158241845101605e-06,1.2244163790100745e-05,True,False
all,support60,grad_all_4of6,all,core_gain,0.13,0.08,tail_soft_max_m0.50,1.06366020213855e-07,6.915974881671616e-08,-3.7206271397138835e-08,-6.134323626838523e-08,2.461818859877951e-08,-1.2788693926069072e-07,-7.249170410617012e-07,-6.521130314946795e-07,-3.508481731667734e-06,-1.5659375550147736e-06,7.288576737397357e-06,True,False
all,support60,grad_all_4of6,all,core_gain,0.13,0.08,tail_max_nonpos_m1.00,1.06366020213855e-07,8.306669418978174e-08,-2.3299326024073252e-08,-5.858273000036718e-08,1.385243175722195e-08,-5.8599587959839994e-08,-1.3874353779752546e-07,-2.2139507308402602e-07,0.0,-9.712047641524668e-07,3.81505796574126e-06,True,False
all,support60,grad_all_4of6,all,core_gain,0.13,0.08,tail_max_nonpos_m0.50,1.06366020213855e-07,9.455786886825024e-08,-1.1808151345604756e-08,-2.9530405898370304e-08,6.871516688988777e-09,-2.9479532259735208e-08,-6.962029180934692e-08,-1.1094605948233822e-07,0.0,-4.873420426376729e-07,1.907528982870955e-06,True,False
all,support60,grad_all_4of6,all,core_gain,0.13,0.08,uniform_q20.00_s30.20,1.06366020213855e-07,1.2486169320702345e-07,1.8495672993168455e-08,-8.824622843572882e-08,3.3871427829179623e-07,-5.045221629362828e-07,-1.7802007713507706e-06,-2.260291394368916e-06,0.0,-1.246140539910845e-05,2.4817490867330618e-05,False,False
all,support60,grad_all_4of6,all,core_gain,0.13,0.08,uniform_q20.05_s30.05,1.06366020213855e-07,1.2504018975789677e-07,1.8674169544041774e-08,-2.652681008186164e-08,1.2830313667056004e-07,-1.645724813092997e-07,-1.3295608556063154e-06,-1.3910921160859864e-06,-6.186567700072754e-06,-3.12035828919921e-06,1.4831700331589467e-05,False,False
all,support60,grad_all_4of6,all,core_gain,0.13,0.08,uniform_q20.10_s30.10,1.06366020213855e-07,1.446392562387544e-07,3.8273236024899404e-08,-5.1850680526932535e-08,2.579830283844231e-07,-3.279355011986951e-07,-2.6579075114163686e-06,-2.780970032367769e-06,-1.2367974164206874e-05,-6.237378415971384e-06,2.9663400663182296e-05,False,False
all,support60,grad_all_4of6,all,core_gain,0.13,0.08,uniform_q20.20_s30.00,1.06366020213855e-07,1.6722557694137663e-07,6.085955672752164e-08,-1.0643363301809927e-08,1.8276324087462825e-07,-1.4649554036516577e-07,-3.5307574644538597e-06,-3.29679188331473e-06,-2.4715302250705173e-05,0.0,3.4509310459037226e-05,False,False
all,support60,grad_all_4of6,all,core_gain,0.13,0.08,uniform_q20.20_s30.20,1.06366020213855e-07,1.8058006157062323e-07,7.421404135676823e-08,-9.888959184856105e-08,5.21473325298949e-07,-6.510333416809289e-07,-5.310958235721364e-06,-5.557083277604337e-06,-2.4715302250705173e-05,-1.246140539910845e-05,5.9326801326367736e-05,False,False
all,support60,grad_all_4of6,all,core_gain,0.13,0.08,uniform_q20.35_s30.35,1.06366020213855e-07,2.4409993026885957e-07,1.3773391005500457e-07,-1.6042585004871768e-07,9.270359976332188e-07,-1.1266102942775191e-06,-9.281427900353911e-06,-9.712146723628301e-06,-4.319757803311619e-05,-2.1772417268930977e-05,0.00010382190232113939,False,False
all,support60,grad_all_4of6,all,core_gain,0.13,0.08,uniform_q21.00_s31.00,1.06366020213855e-07,6.98454003300597e-07,5.92087983086742e-07,-3.019752137234377e-07,2.82771952553329e-06,-3.0617032469315575e-06,-2.6360522954765875e-05,-2.7591148164180754e-05,-0.0001227503977387634,-6.17732629444867e-05,0.00029663400663183033,False,False
