basename,actual__min_prob,actual__max_prob,actual__mean_prob,actual__prob_span,actual__mean_abs_move_vs_stage2,actual__mean_abs_move_vs_raw05,actual__mean_abs_move_vs_a2c8,actual__rms_move_vs_a2c8,actual__max_abs_move_vs_a2c8,actual__move_abs_a2c8_Q1,actual__mean_prob_Q1,actual__move_abs_a2c8_Q2,actual__mean_prob_Q2,actual__move_abs_a2c8_Q3,actual__mean_prob_Q3,actual__move_abs_a2c8_S1,actual__mean_prob_S1,actual__move_abs_a2c8_S2,actual__mean_prob_S2,actual__move_abs_a2c8_S3,actual__mean_prob_S3,actual__move_abs_a2c8_S4,actual__mean_prob_S4,actual__proj_a2c8,actual__cos_a2c8,actual__proj_raw05,actual__cos_raw05,actual__proj_final9,actual__cos_final9,actual__proj_ordinal,actual__cos_ordinal,actual__proj_q2_bad,actual__cos_q2_bad,actual__proj_resid_bad,actual__cos_resid_bad,actual__proj_lejepa_bad,actual__cos_lejepa_bad,actual__bad_axis_abs_load,actual__bad_axis_positive_load,actual__good_axis_load,actual__good_span_residual_ratio,actual__bad_to_good_load_ratio,actual__raw05_a2c8_compat_energy,policy,recipe,group_key,base_variant,meta_source_count,meta_weight,meta_nonzero_rows,meta_nonzero_cells,meta_mean_abs_delta,meta_max_abs_delta,meta_l1_delta,meta_signed_delta_sum,meta_q_abs_share,meta_s_abs_share,meta_abs_Q1,meta_abs_Q2,meta_abs_Q3,meta_abs_S1,meta_abs_S2,meta_abs_S3,meta_abs_S4,mix_actual,mix_row,mix_subject,mix_dateblock,mix_actual_share,mix_row_share,mix_subject_share,mix_dateblock_share,previously_null_evaluated,old_strict_promote,old_info_sensor,actual_p90,actual_mean,actual_beats_current_rate,incremental_bad_axis_vs_current,pred_target_worst_placement_dominance,pred_null_strict_rate,pred_target_adversarial_health,pred_row_p90_dominance,pred_subject_p90_dominance,pred_dateblock_p90_dominance,pred_worst_placement_dominance,pred_adversarial_health,pred_ready_score,selection_reason,fresh_old_strict_promote,fresh_actual_mean,fresh_actual_p10,fresh_actual_p90,fresh_actual_beats_current_rate,fresh_null_count,fresh_null_strict_rate,fresh_p90_dominance,fresh_mean_dominance,fresh_worst_mode_p90_dominance,fresh_dateblock_p90_dominance,fresh_q_s_swap_p90_dominance,fresh_row_p90_dominance,fresh_sign_flip_p90_dominance,fresh_subject_p90_dominance,fresh_target_perm_p90_dominance,fresh_public_free_submission_ready,fresh_final_decision
submission_e319_modespec_human_identity_action_p90_rank__all__selected_tbal__c64__w8_00_efc83a6b.csv,0.063156583280465,0.9724329898749636,0.5949385644543282,0.9092764065944986,0.07516217103534666,0.05858685279382562,0.05565060194194593,0.08978917537821231,0.5158211410597998,0.05886351100866173,0.4934755398905322,0.025741513597124482,0.5486605446144907,0.0913133595848979,0.607748689354401,0.043642331770648544,0.6596311776478649,0.03301601284580745,0.6346331809966811,0.07051066344725533,0.6482531862828018,0.06646682133922606,0.5721676323935269,1.0412537516529958,0.5598428387041054,1.0862028034478357,0.5276556653222302,0.17249818328481503,0.37229307257512323,0.16001456219158647,0.27608461758275743,-0.01264962033049761,-0.014012003439006078,-0.09293886360030497,-0.12236687695502033,0.021643546510753193,0.031051546823389252,0.20723931153734904,0.10165082760654642,2.1274565551008315,0.8205178344887433,0.09741177132057349,0.08937833149145437,human_identity_action_p90_rank,policy_all,human_identity_action_p90_rank__all,selected_tbal,67.0,8.0,50.0,64.0,0.0127999999999999,0.35,22.399999999999995,3.499999999999999,0.375,0.625,1.75,0.0,6.649999999999998,2.1,0.0,4.55,7.349999999999997,6.0,10.0,37.0,14.0,0.08955223880597014,0.14925373134328357,0.5522388059701493,0.208955223880597,False,True,False,-0.0013616470707166603,-0.002239737837969091,0.9705882352941176,0.007679046714924254,0.5020017403883833,0.43223779836477366,0.06976394202360921,0.9984640608803899,0.5139101379288886,0.6167906280456977,0.5020017403883833,0.06976394202360921,-0.03829550756758392,guided_recipe,True,-0.002239737837969091,-0.0031313963086739647,-0.0013616470707166603,0.9705882352941176,22,0.5909090909090909,0.9545454545454546,1.0,0.8,1.0,1.0,1.0,1.0,0.8,1.0,False,blocked_by_e322_nulls
submission_e319_modespec_regime_then_geometry__mode_dateblock__selected_row2__c128__w8_00_c01ecffd.csv,0.0681101766719186,0.9716315726698612,0.594853384999365,0.9035213959979427,0.08090713629912391,0.0648825530955062,0.061802143310793034,0.0969303300366742,0.47181042044685273,0.07047410925299559,0.4949930228657807,0.025741513597124482,0.5486605446144907,0.0794950607249823,0.6093911664928191,0.10776186812989852,0.6623763974770975,0.03301601284580745,0.6346331809966811,0.07470414377676866,0.6484204205271006,0.04142229484797425,0.5654989620215859,1.0695336734669805,0.5409631913288969,1.113829356762551,0.5090050031553008,0.1782519325536892,0.36190816518427577,0.16527894734193288,0.2682649571444915,-0.01264962033049761,-0.013181472869264707,-0.08375680659432963,-0.10374097699006783,0.016274765097837242,0.021965103160721398,0.19532066569363093,0.09891423876880368,2.1833630302295317,0.8330014442979959,0.08945863005825408,0.09777312768266817,regime_then_geometry,policy_mode,regime_then_geometry__mode_dateblock,selected_row2,10.0,8.0,81.0,128.0,0.0201919369218171,0.35,35.335889613180015,3.351895376624752,0.2355762607500733,0.7644237392499267,5.034296745350302,0.0,3.29,20.622411015661324,0.0,6.389181852168386,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,False,True,False,-0.0012487506845542174,-0.002477439680560963,0.9411764705882353,-0.004239599128793847,0.9274798853866787,0.4045552074722612,0.5229246779144173,0.9029124680847297,1.170391454716937,1.189894883297338,0.9274798853866787,0.5229246779144173,0.4217858760463522,guided_global,True,-0.002477439680560963,-0.0032634958922646024,-0.0012487506845542174,0.9411764705882353,22,0.5909090909090909,0.4090909090909091,0.9545454545454546,0.0,0.2,1.0,0.2,1.0,0.0,1.0,False,blocked_by_e322_nulls
submission_e319_modespec_regime_then_geometry__mode_dateblock__selected_tbal__c64__w8_00_854895be.csv,0.063156583280465,0.9715428750543724,0.5943953041169209,0.9083862917739074,0.07535395977110361,0.0585545115082691,0.055522076601877544,0.08835265041267917,0.47181042044685273,0.07387037902810765,0.49469132022551615,0.025741513597124482,0.5486605446144907,0.08478984794735607,0.609502064190022,0.05205596989733623,0.6590682144600103,0.03301601284580745,0.6346331809966811,0.07775851804943668,0.6487128423101413,0.04142229484797425,0.5654989620215859,1.0898960400292643,0.5841545875647742,1.1374994128959204,0.5508381819726895,0.1727302966123933,0.37162259996737285,0.14808194104415753,0.25469356354966555,-0.01264962033049761,-0.013967973558369987,-0.09738572440224677,-0.12781887369171302,0.002085186619697647,0.00298217353661636,0.1861615018745208,0.07612615714177641,2.227395452925185,0.8028651292109127,0.0835781098261924,0.08880831213915318,regime_then_geometry,policy_mode,regime_then_geometry__mode_dateblock,selected_tbal,10.0,8.0,50.0,64.0,0.0127999999999999,0.35,22.399999999999995,-0.6999999999999993,0.484375,0.515625,5.949999999999998,0.0,4.8999999999999995,4.55,0.0,6.999999999999997,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,False,True,False,-0.0004961279409100313,-0.0007764044003201162,1.0,-0.013398762947903986,0.9252110342385859,0.42973909683892975,0.4954719373996559,0.9292672927639141,1.177401678857939,1.2694379488938812,0.9252110342385859,0.4954719373996559,0.38803716318992365,guided_global,True,-0.0007764044003201162,-0.0009943457702631113,-0.0004961279409100313,1.0,22,0.5909090909090909,0.8181818181818182,0.7727272727272727,0.0,0.8,0.0,1.0,1.0,0.6,1.0,False,blocked_by_e322_nulls
submission_e319_modespec_regime_then_geometry__mode_dateblock__selected_row2__call__w8_00_3cd3168f.csv,0.0681101766719186,0.9716315726698612,0.5948867844192262,0.9035213959979427,0.081075373777099,0.0650349958354045,0.062007527227313564,0.09728670890002986,0.47181042044685273,0.07247028271391094,0.49515354066596384,0.025741513597124482,0.5486605446144907,0.0794950607249823,0.6093911664928191,0.10753613672082622,0.6624814823874499,0.03301601284580745,0.6346331809966811,0.0743713891405693,0.6483886137555925,0.04142229484797425,0.5654989620215859,1.0712391985626615,0.5401827388918207,1.1162189911161806,0.5085501560064372,0.17726533521979884,0.35881364039077385,0.16361560280200865,0.26475984473587655,-0.01264962033049761,-0.013141499830959393,-0.08135806180209883,-0.10046431111296249,0.019546667779640977,0.026300998939660005,0.19536215131324175,0.1013544691806453,2.187458189678842,0.8337339822062967,0.08931011899825811,0.09800540245672583,regime_then_geometry,policy_mode,regime_then_geometry__mode_dateblock,selected_row2,10.0,8.0,89.0,191.0,0.0218811499443076,0.35,38.29201240253832,3.840120329166744,0.2718208274678895,0.7281791725321105,7.118566496668655,0.0,3.29,21.12072969606165,0.0,6.762716209808013,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,False,True,False,-0.0011596685619734252,-0.0024076464642080494,0.9411764705882353,-0.004198113509183032,0.922344186458055,0.42022648285278646,0.5021177036052685,0.9079264718218781,1.1638010182736807,1.1653186916578435,0.922344186458055,0.5021177036052685,0.397061082892072,guided_global,True,-0.0024076464642080494,-0.003226125638434951,-0.0011596685619734252,0.9411764705882353,22,0.6363636363636364,0.4090909090909091,0.8181818181818182,0.0,0.4,1.0,0.0,1.0,0.0,1.0,False,blocked_by_e322_nulls
submission_e319_modespec_regime_then_geometry__mode_dateblock__selected_row2__c128__w5_00_74984e2e.csv,0.0681101766719186,0.9715428750543724,0.5947215569039378,0.9034326983824539,0.07697456123020184,0.060870783351293804,0.05779329665195611,0.08754066043641949,0.47181042044685273,0.06388465079033283,0.49485553282496786,0.025741513597124482,0.5486605446144907,0.07613506072498231,0.6090787709404804,0.09588354260576296,0.6621427562064564,0.03301601284580745,0.6346331809966811,0.06847000115170847,0.6481811507229032,0.04142229484797425,0.5654989620215859,1.0593767266037997,0.5764005669411975,1.100658701210779,0.5410741437404266,0.17675432668505997,0.3860423108720414,0.16564374013265915,0.2892158925718483,-0.01264962033049761,-0.014179622169175614,-0.0872628060253777,-0.11626797694409034,0.013482923263056395,0.01957506892310507,0.1962172196852613,0.09630479332938596,2.1600354278145786,0.8067036802743491,0.0908398154343907,0.09210873227750085,regime_then_geometry,policy_mode,regime_then_geometry__mode_dateblock,selected_row2,10.0,5.0,81.0,128.0,0.016163990710531,0.35,28.28698374342936,1.6600933490715533,0.2051653143911702,0.7948346856088297,3.353507912898606,0.0,2.4499999999999997,17.652829634627413,0.0,4.830646195903341,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,False,True,False,-0.0010670926535471632,-0.002123001103718049,0.9411764705882353,-0.0033430451371634917,0.739902724258384,0.45205084691592895,0.28785187734245493,0.8266630594743846,0.9862256792185979,1.0520041829645428,0.739902724258384,0.28785187734245493,0.17483916561347285,guided_global,True,-0.002123001103718049,-0.0027543087572226535,-0.0010670926535471632,0.9411764705882353,22,0.6363636363636364,0.5,0.7727272727272727,0.2,0.2,1.0,0.4,1.0,0.2,1.0,False,blocked_by_e322_nulls
submission_e319_modespec_regime_then_geometry__mode_dateblock__selected_row2__call__w5_00_986c103c.csv,0.0681101766719186,0.9715428750543724,0.5947424161520078,0.9034326983824539,0.07696645521677471,0.060830650625683186,0.05776367092652567,0.08763994035785845,0.47181042044685273,0.06466664679233446,0.49495525888441066,0.025741513597124482,0.5486605446144907,0.07613506072498231,0.6090787709404804,0.09520537225725888,0.6622089766070305,0.03301601284580745,0.6346331809966811,0.06815879542019782,0.6481612189993757,0.04142229484797425,0.5654989620215859,1.0604426797886004,0.5763615853052937,1.1021522226817975,0.5412271166082203,0.17613770335137854,0.3842828824270754,0.1646041497952065,0.28709244435890324,-0.01264962033049761,-0.01416441086806416,-0.08576359053023343,-0.11414785464334341,0.015527862439183722,0.02251981244495796,0.196243148197518,0.09782993733678697,2.162594902470398,0.8068933141481601,0.09074429421922672,0.09206051581441153,regime_then_geometry,policy_mode,regime_then_geometry__mode_dateblock,selected_row2,10.0,5.0,89.0,191.0,0.0172197488495876,0.35,30.1345604867783,1.9652339444102984,0.2358148382681887,0.7641851617318113,4.656176507472576,0.0,2.45,17.96427880987762,0.0,5.064105169428108,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,False,True,False,-0.0010107945391518778,-0.0020724684999894284,0.9411764705882353,-0.003317116624906774,0.7283263159662108,0.461537624301604,0.2667886916646065,0.8302380208455168,0.9718817070608031,1.0213529024212489,0.7283263159662108,0.2667886916646065,0.15140428558920577,guided_global,True,-0.0020724684999894284,-0.0027184912340486715,-0.0010107945391518778,0.9411764705882353,22,0.6363636363636364,0.5,0.8181818181818182,0.2,0.2,1.0,0.4,1.0,0.2,1.0,False,blocked_by_e322_nulls
submission_e319_modespec_regime_then_geometry__mode_dateblock__selected_tbal__c128__w3_00_9d3bc186.csv,0.0671476261070757,0.9726398169144562,0.5945608388404344,0.9054921908073805,0.07494325465285781,0.05927667578028984,0.05621192285287582,0.08435337258792279,0.47181042044685273,0.07504277582321342,0.494862644274462,0.025741513597124482,0.5486605446144907,0.08478984794735607,0.609502064190022,0.05433504104594303,0.6604987003398919,0.03301601284580745,0.6346331809966811,0.07913597386271201,0.6482697754459065,0.04142229484797425,0.5654989620215859,1.0725816515082038,0.5956181572762839,1.1165382164895037,0.5601976671120763,0.17178367159394223,0.3829220081275354,0.1529119618242755,0.27249101082755817,-0.01264962033049761,-0.014471989959263699,-0.09672571263233799,-0.13153352941986757,0.006515482731610802,0.009654492042881883,0.19234679660658416,0.08297146364374855,2.1891198679977073,0.792841532912143,0.08786489919103904,0.08976446605701657,regime_then_geometry,policy_mode,regime_then_geometry__mode_dateblock,selected_tbal,10.0,3.0,88.0,128.0,0.0150893884516699,0.35,26.40642979042238,0.9595391324716968,0.4676244450018644,0.5323755549981356,7.448292075226965,0.0,4.8999999999999995,6.040548085082029,0.0,8.017589630113386,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,False,True,False,-0.0005185718750293498,-0.0010076553995607596,1.0,-0.007213468215840624,0.8282579517039439,0.5323619527957767,0.29589599890816703,0.8472237305312965,1.1141438064880655,1.1421552258404415,0.8282579517039439,0.29589599890816703,0.162805510709223,guided_global,True,-0.0010076553995607596,-0.0013576318257891686,-0.0005185718750293498,1.0,22,0.6363636363636364,0.8181818181818182,0.8181818181818182,0.0,1.0,0.0,1.0,1.0,0.4,1.0,False,blocked_by_e322_nulls
submission_e319_modespec_human_action_p90_rank__top24__selected_maxmean__c64__w5_00_17ed7ded.csv,0.0681101766719186,0.9797766514642752,0.594595768913451,0.9116664747923566,0.07517275481283008,0.05923740703081201,0.056158886467713866,0.08907992477278918,0.47181042044685273,0.053591799428685236,0.49480094908124467,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.10836708989846415,0.6620969284283608,0.03301601284580745,0.6346331809966811,0.06342439944725528,0.6482546852509583,0.04142229484797425,0.5654989620215859,1.0413685801552384,0.5629371628500301,1.0862444452352915,0.530533920542886,0.17812667439500798,0.3865229550701268,0.17272582120279506,0.2996303974495699,-0.01264962033049761,-0.01408789600333224,-0.08287699795550608,-0.10971005462611551,0.02460535787990535,0.03549199416726108,0.2064948867673066,0.11096826848130288,2.12761302539053,0.8182792530411039,0.0970547201046342,0.09017323312643251,human_action_p90_rank,policy_top,human_action_p90_rank__top24,selected_maxmean,24.0,5.0,63.0,64.0,0.0127999999999999,0.35,22.40000000000001,2.1,0.0156249999999999,0.984375,0.35,0.0,0.0,19.600000000000005,0.0,2.45,0.0,5.0,8.0,10.0,1.0,0.20833333333333334,0.3333333333333333,0.4166666666666667,0.041666666666666664,False,True,False,-0.0011305859186055203,-0.0022560895564737275,0.9411764705882353,0.006934621944881814,0.6577236554821347,0.5627627515502931,0.09496090393184128,0.747953873831672,0.8879864318797352,0.9664527184313125,0.6577236554821347,0.09496090393184128,-0.04572978395573169,guided_recipe,True,-0.0022560895564737275,-0.0030832374681326368,-0.0011305859186055203,0.9411764705882353,24,0.7083333333333334,0.9166666666666666,0.6666666666666666,0.6,1.0,1.0,0.6,1.0,1.0,1.0,False,blocked_by_e322_nulls
submission_e319_modespec_human_action_p90_rank__top24__selected_vote2__c64__w8_00_cdc28f59.csv,0.0681101766719186,0.9797766514642752,0.5945721633509277,0.9116664747923566,0.07464852794235714,0.05871318016033907,0.05563465959724093,0.08708090975911004,0.47181042044685273,0.053591799428685236,0.49480094908124467,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.10549143209320963,0.6620017168044408,0.03301601284580745,0.6346331809966811,0.06263046915919923,0.6481846579372145,0.04142229484797425,0.5654989620215859,1.0381931441073364,0.5704783102631387,1.0826477638560958,0.5374997934438124,0.17731001734671975,0.39109758510675935,0.17291519264065616,0.30490692469232206,-0.01264962033049761,-0.014320285208414484,-0.08163779316094555,-0.1098523133287223,0.023489721418611692,0.03444166293318961,0.20423473123038294,0.10994731773893977,2.1208409079634323,0.8127075375062135,0.09629893990030743,0.08937590736289128,human_action_p90_rank,policy_top,human_action_p90_rank__top24,selected_vote2,24.0,8.0,63.0,64.0,0.012275773129527,0.35,21.482602976672357,1.7806666194385867,0.016292252869918,0.983707747130082,0.35,0.0,0.0,18.881085548686364,0.0,2.251517427985991,0.0,5.0,8.0,10.0,1.0,0.20833333333333334,0.3333333333333333,0.4166666666666667,0.041666666666666664,False,True,False,-0.0010835090002097266,-0.0021626335731767107,0.9411764705882353,0.0046744664079581555,0.7084046920336835,0.6141835540273195,0.09422113800636361,0.801530698364824,0.9529999849428248,0.9993751915144122,0.7084046920336835,0.09422113800636361,-0.05932475050046597,guided_recipe,True,-0.0021626335731767107,-0.0029551623215311462,-0.0010835090002097266,0.9411764705882353,22,0.7272727272727273,0.9090909090909091,0.7727272727272727,0.6,1.0,1.0,0.6,1.0,1.0,1.0,False,blocked_by_e322_nulls
submission_e319_modespec_human_action_p90_rank__top24__selected_row2__c64__w8_00_cdc28f59.csv,0.0681101766719186,0.9797766514642752,0.5945721633509277,0.9116664747923566,0.07464852794235714,0.05871318016033907,0.05563465959724093,0.08708090975911004,0.47181042044685273,0.053591799428685236,0.49480094908124467,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.10549143209320963,0.6620017168044408,0.03301601284580745,0.6346331809966811,0.06263046915919923,0.6481846579372145,0.04142229484797425,0.5654989620215859,1.0381931441073364,0.5704783102631387,1.0826477638560958,0.5374997934438124,0.17731001734671975,0.39109758510675935,0.17291519264065616,0.30490692469232206,-0.01264962033049761,-0.014320285208414484,-0.08163779316094555,-0.1098523133287223,0.023489721418611692,0.03444166293318961,0.20423473123038294,0.10994731773893977,2.1208409079634323,0.8127075375062135,0.09629893990030743,0.08937590736289128,human_action_p90_rank,policy_top,human_action_p90_rank__top24,selected_row2,24.0,8.0,63.0,64.0,0.012275773129527,0.35,21.482602976672357,1.7806666194385867,0.016292252869918,0.983707747130082,0.35,0.0,0.0,18.881085548686364,0.0,2.251517427985991,0.0,5.0,8.0,10.0,1.0,0.20833333333333334,0.3333333333333333,0.4166666666666667,0.041666666666666664,False,True,False,-0.0010835090002097266,-0.0021626335731767107,0.9411764705882353,0.0046744664079581555,0.7408651967971671,0.5610566766514322,0.17980852014573454,0.8024263459617785,0.9499427983114312,1.0000167807165792,0.7408651967971671,0.17980852014573454,0.039544350982876696,guided_recipe,True,-0.0021626335731767107,-0.0029551623215311462,-0.0010835090002097266,0.9411764705882353,22,0.7272727272727273,0.9545454545454546,0.7272727272727273,0.8,1.0,1.0,0.8,1.0,1.0,1.0,False,blocked_by_e322_nulls
submission_e319_modespec_regime_then_geometry__mode_dateblock__selected_row2__c64__w8_00_17696bbe.csv,0.0681101766719186,0.9715428750543724,0.5945595862661736,0.9034326983824539,0.07466929853135637,0.058354956584426416,0.05511877248701047,0.08601580880460251,0.47181042044685273,0.05701976705089566,0.4945124863477705,0.025741513597124482,0.5486605446144907,0.07117454694053782,0.6085299583218464,0.08990562465004522,0.6619529122092068,0.03301601284580745,0.6346331809966811,0.06755164747668846,0.6481290593516333,0.04142229484797425,0.5654989620215859,1.0523705712894538,0.5805516887959062,1.0897988798781963,0.5431861564423274,0.17472562717889678,0.38691867110320755,0.16565883224060324,0.29326480623639933,-0.01264962033049761,-0.014376821644929382,-0.08786476055347175,-0.11869813569783946,0.014689707491291164,0.021623730066621008,0.19803350449556215,0.09751912361159279,2.14216945116765,0.801979619605402,0.09244530319259903,0.08863682571836753,regime_then_geometry,policy_mode,regime_then_geometry__mode_dateblock,selected_row2,10.0,8.0,56.0,64.0,0.0123959519423323,0.35,21.6929158990816,0.1529044927318139,0.1102963725694187,0.8897036274305812,1.342649934122172,0.0,1.0499999999999998,15.344634608146473,0.0,3.955631356812954,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,False,True,False,-0.0010562712823679189,-0.0019759090996540798,0.9411764705882353,-0.0015267603268626362,0.704877041623965,0.40352509162247846,0.3013519500014863,0.8519345834490917,0.9426009533936576,1.0376157992992057,0.704877041623965,0.3013519500014863,0.2004706770958669,guided_global,True,-0.0019759090996540798,-0.0025427387395330348,-0.0010562712823679189,0.9411764705882353,22,0.7727272727272727,0.5909090909090909,0.7727272727272727,0.2,0.6,1.0,0.2,1.0,0.4,1.0,False,blocked_by_e322_nulls
submission_e319_modespec_regime_then_geometry__mode_dateblock__selected_l1sum__c32__w8_00_2aa61eb7.csv,0.0681101766719186,0.9715428750543724,0.5943445822587146,0.9034326983824539,0.0686755971640493,0.051806316160032076,0.04866256150765974,0.06878640888029985,0.4072098181837469,0.053198969665703234,0.49493138860650376,0.025741513597124482,0.5486605446144907,0.07367088354893052,0.6092346244250758,0.05818795274453151,0.6593077404223081,0.03301601284580745,0.6346331809966811,0.05540030330354674,0.6481456347243563,0.04142229484797425,0.5654989620215859,1.0511611480856267,0.6651845277883415,1.091088405726628,0.6238252039152978,0.17256287168778092,0.43833997587496065,0.16553826018046688,0.3361587182762775,-0.01264962033049761,-0.016491627835051575,-0.09941270869531146,-0.1540535518108633,0.005336664589408218,0.009011311697883629,0.20016812370545073,0.08810579467964166,2.1422495538122543,0.7307224371532236,0.0934382846553997,0.07914795891482698,regime_then_geometry,policy_mode,regime_then_geometry__mode_dateblock,selected_l1sum,10.0,8.0,29.0,32.0,0.0048460067309808,0.35,8.480511779216487,-2.424434637199995,0.2237267973109906,0.7762732026890093,0.2232335878240584,0.0,1.6740841520981773,6.083383443788214,0.0,0.4998105955060373,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,False,True,False,-0.00047403043804791864,-0.000727411191669609,1.0,0.0006078588830259468,0.7570016305680778,0.5855651124869926,0.17143651808108473,0.9563549504629043,1.0255215815489742,0.8958408304601541,0.7570016305680778,0.17143651808108473,0.025045239959336968,guided_variant,True,-0.000727411191669609,-0.00100526810798474,-0.00047403043804791864,1.0,22,0.7727272727272727,0.8181818181818182,0.9545454545454546,0.4,0.8,1.0,1.0,1.0,0.4,1.0,False,blocked_by_e322_nulls
