source,context_variant,semantic_family,semantic_k,coarse_family,coarse_k,mode,folds,pred_rate_r2_mean,pred_rate_r2_std,pred_rate_r2_min,oracle_rate_r2_mean,semantic_acc_mean,semantic_logloss_mean,stress_pass
two_level_proto,future_label,label_rate,8,raw_mean,4,context_plus_true_coarse_train,4,0.001493466985001076,0.07895504502808677,-0.0736119912145811,0.3338681877355345,0.35079365079365077,2.0129878495903935,False
two_level_proto,bidir_label,label_rate,8,hybrid_raw,4,context_plus_coarse_prob,4,0.0008856280316257778,0.10563713747397042,-0.125427004286686,0.3338681877355345,0.32906746031746026,2.1114781558337183,False
two_level_proto,bidir_label,label_rate,8,hybrid_raw,4,context_plus_true_coarse_train,4,-0.00023074201079789636,0.10079361651105624,-0.1147284391087573,0.3338681877355345,0.3409722222222222,2.0672578071655057,False
semantic_proto,strict_prior,mean_latent,10,none,0,direct,4,-0.0007919976782494744,0.04089007340787926,-0.049870346884113,0.03077638184174515,0.7143892339544513,1.6567401665859238,False
two_level_proto,future_label,label_rate,10,raw_mean,8,coarse_prob_only,4,-0.0011379787572754502,0.04452570412305896,-0.0399622452733992,0.34711848881834734,0.22876984126984123,2.183892962097586,False
semantic_proto,strict_surround,modality_state,6,none,0,direct,4,-0.002764999117134072,0.0583310421486436,-0.0760410043125383,-0.025000454408792575,0.7105331262939958,1.8430320926061357,False
semantic_proto,strict_prior,modality_state,10,none,0,direct,4,-0.006769079113243051,0.07215498286654184,-0.1131881510784809,-0.09024756367515148,0.6417701863354037,1.6277814495131955,False
two_level_proto,future_label,label_rate,8,raw_mean,8,context_plus_true_coarse_train,4,-0.006841290893771272,0.06799050842674156,-0.075133782576499,0.3338681877355345,0.339484126984127,2.1110138918368713,False
two_level_proto,future_label,label_rate,8,hybrid_raw,4,context_plus_true_coarse_train,4,-0.010649006788424224,0.08788520246633776,-0.0912289915534723,0.3338681877355345,0.35079365079365077,2.021724372887732,False
two_level_proto,future_label,label_rate,8,raw_mean,4,context_plus_coarse_prob,4,-0.010729631408832027,0.09030454774351429,-0.089944211887442,0.3338681877355345,0.3751984126984127,2.0724633584938745,False
two_level_proto,prior_label,label_rate,10,hybrid_raw,4,context_plus_coarse_prob,4,-0.011006788345589696,0.09495911748849514,-0.1321199000914759,0.34711848881834734,0.33134920634920634,2.2840267953713207,False
semantic_proto,strict_prior,modality_state,8,none,0,direct,4,-0.011043554933312176,0.05031060401087969,-0.0839308609036135,-0.055775840852661226,0.6396997929606625,1.5261754962619185,False
two_level_proto,future_label,label_state,8,raw_mean,8,context_plus_true_coarse_train,4,-0.01138255575079107,0.07263987236635425,-0.0987458877512008,0.17686655749728547,0.24503968253968253,2.6146118625666244,False
two_level_proto,bidir_label,label_rate,8,raw_mean,8,context_plus_coarse_prob,4,-0.012561192835150798,0.08790224122491863,-0.1170081468130392,0.3338681877355345,0.30406746031746035,2.224790868749074,False
semantic_proto,strict_prior,hybrid_oracle,8,none,0,direct,4,-0.012776676961519498,0.035248184239547974,-0.065066822996666,-0.06183285622874195,0.6048654244306418,1.522499520638493,False
semantic_proto,strict_labelonly,hybrid_raw,8,none,0,direct,4,-0.012871672341146374,0.05285231421002933,-0.0862057624376402,-0.07262525196884449,0.6840579710144927,1.200963744440341,False
two_level_proto,bidir_label,label_rate,10,raw_mean,8,coarse_prob_only,4,-0.01525521877418795,0.05153479482765479,-0.0581255946691345,0.34711848881834734,0.25863095238095235,2.1823007099950225,False
semantic_proto,strict_labelonly,hybrid_oracle,8,none,0,direct,4,-0.0156642879136105,0.04881034049739993,-0.0788714466564266,-0.06183285622874195,0.8337474120082816,0.8172773092536535,False
two_level_proto,future_label,label_rate,8,none,0,direct_semantic,4,-0.016454940409261022,0.08157525067103544,-0.0975333405111422,0.3338681877355345,0.36617063492063495,2.018038457937574,False
semantic_proto,strict_surround,hybrid_oracle,8,none,0,direct,4,-0.016627271966788648,0.04742569857922163,-0.0620839358231501,-0.06183285622874195,0.5829710144927536,1.877962423166594,False
two_level_proto,prior_label,label_rate,8,raw_mean,8,context_plus_true_coarse_train,4,-0.01735418690397355,0.08234591385624865,-0.1139264833476205,0.3338681877355345,0.41408730158730156,1.8632235026020494,False
two_level_proto,future_label,label_state,10,raw_mean,8,context_plus_coarse_prob,4,-0.020637388082243725,0.07611025126689412,-0.1080645148034089,0.16468109996957908,0.200297619047619,2.634869318564949,False
semantic_proto,strict_surround,window_state,8,none,0,direct,4,-0.02202269397088635,0.045515434367877326,-0.0798067724279119,-0.08054337342832414,0.4857919254658385,2.4474708176238025,False
two_level_proto,bidir_label,label_rate,8,teacher_hybrid,10,coarse_prob_only,4,-0.023285362222292324,0.06734066712862871,-0.1018795448611682,0.3338681877355345,0.32480158730158726,1.8117756993520666,False
two_level_proto,future_label,label_rate,8,raw_mean,8,context_plus_coarse_prob,4,-0.024307435364612526,0.06745424860832865,-0.0847662239711968,0.3338681877355345,0.3771825396825397,2.2524951231703345,False
