candidate_id,basename,source_path,contrast_policy_id,parent_policy_id,target,view_id,split,rep,block_scheme,label_mode,cv_group,rule,base_block_frac,delta_mode,scale,train_actual_delta,train_dominance,train_min_mode_dominance,train_selected_null_max,test_selected_blocks,test_selected_rows,test_null_mean_rate,test_null_max_rate,test_contrast_score,test_delta_mean,test_delta_p90_abs,test_delta_l1
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_half_bf50_centered_s025,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_e6fe3357.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_e6fe3357.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_half_bf50,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,contrast_half,0.5,centered,0.25,-0.01164190084108141,0.9861111111111112,0.9791666666666666,0.7301587301587301,13,17,0.5455840455840455,0.7435897435897434,0.20983752750748333,-0.0011434475583610984,0.0,0.2858618895902746
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_half_bf50_centered_s050,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_d08b6abd.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_d08b6abd.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_half_bf50,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,contrast_half,0.5,centered,0.5,-0.01164190084108141,0.9861111111111112,0.9791666666666666,0.7301587301587301,13,17,0.5455840455840455,0.7435897435897434,0.20983752750748333,-0.0022868951167221967,0.0,0.5717237791805492
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_contrast_half_bf70_raw_s025,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_contr_0ddd0196.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_contr_0ddd0196.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_contrast_half_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,dateblock_cv,contrast_half,0.7,raw,0.25,-0.011624352224264167,0.8819444444444444,0.8541666666666666,0.9305555555555556,18,96,0.7752057613168724,0.9351851851851851,-0.022439557000174176,0.004159905145411207,0.02,1.7422441332422884
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_contrast_half_bf70_raw_s050,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_contr_8ba2a72f.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_contr_8ba2a72f.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_contrast_half_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,dateblock_cv,contrast_half,0.7,raw,0.5,-0.011624352224264167,0.8819444444444444,0.8541666666666666,0.9305555555555556,18,96,0.7752057613168724,0.9351851851851851,-0.022439557000174176,0.008319810290822413,0.04,3.484488266484577
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_contrast_half_bf70_centered_s025,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_contr_ed10618f.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_contr_ed10618f.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_contrast_half_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,dateblock_cv,contrast_half,0.7,centered,0.25,-0.011624352224264167,0.8819444444444444,0.8541666666666666,0.9305555555555556,18,31,0.7752057613168724,0.9351851851851851,-0.022439557000174176,-0.0021155591608098194,0.011239007389722734,0.5288897902024549
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_contrast_half_bf70_centered_s050,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_contr_179faca8.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_contr_179faca8.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_contrast_half_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,dateblock_cv,contrast_half,0.7,centered,0.5,-0.011624352224264167,0.8819444444444444,0.8541666666666666,0.9305555555555556,18,31,0.7752057613168724,0.9351851851851851,-0.022439557000174176,-0.004231118321619639,0.022478014779445468,1.0577795804049097
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_rarity_half_bf70_raw_s025,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_rarity_half_bf70_ra_b4b05061.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_rarity_half_bf70_ra_b4b05061.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_rarity_half_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,rarity_half,0.7,raw,0.25,-0.011041080178671114,1.0,1.0,0.7465277777777778,24,86,0.48302469135802467,0.7372685185185186,-0.19505487480649195,-0.0015331501853713316,0.02,1.5741865834430024
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_rarity_half_bf70_raw_s050,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_rarity_half_bf70_ra_2e4d18f3.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_rarity_half_bf70_ra_2e4d18f3.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_rarity_half_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,rarity_half,0.7,raw,0.5,-0.011041080178671114,1.0,1.0,0.7465277777777778,24,86,0.48302469135802467,0.7372685185185186,-0.19505487480649195,-0.0030663003707426632,0.04,3.148373166886005
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_rarity_half_bf70_centered_s025,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_rarity_half_bf70_ce_dd66d51f.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_rarity_half_bf70_ce_dd66d51f.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_rarity_half_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,rarity_half,0.7,centered,0.25,-0.011041080178671114,1.0,1.0,0.7465277777777778,24,41,0.48302469135802467,0.7372685185185186,-0.19505487480649195,0.002965051740428329,0.02,0.7412629351070823
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_rarity_half_bf70_centered_s050,submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_rarity_half_bf70_ce_69c74989.csv,analysis_outputs/submission_e292_contrastlife_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_rarity_half_bf70_ce_69c74989.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_rarity_half_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,rarity_half,0.7,centered,0.5,-0.011041080178671114,1.0,1.0,0.7465277777777778,24,41,0.48302469135802467,0.7372685185185186,-0.19505487480649195,0.005930103480856658,0.04,1.4825258702141646
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_third_bf50_raw_s025,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_df233e19.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_df233e19.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_third_bf50,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,contrast_third,0.5,raw,0.25,-0.010633184945194718,0.9861111111111112,0.9791666666666666,0.8222222222222222,9,35,0.5792181069958847,0.7623456790123457,0.2743474596340924,0.0017124317443388986,0.02,0.6918920639152755
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_third_bf50_raw_s050,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_d6704b34.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_d6704b34.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_third_bf50,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,contrast_third,0.5,raw,0.5,-0.010633184945194718,0.9861111111111112,0.9791666666666666,0.8222222222222222,9,35,0.5792181069958847,0.7623456790123457,0.2743474596340924,0.0034248634886777972,0.04,1.383784127830551
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_third_bf50_centered_s025,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_d0d0a47e.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_d0d0a47e.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_third_bf50,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,contrast_third,0.5,centered,0.25,-0.010633184945194718,0.9861111111111112,0.9791666666666666,0.8222222222222222,9,7,0.5792181069958847,0.7623456790123457,0.2743474596340924,-0.0005600000000000001,0.0,0.14
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_third_bf50_centered_s050,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_4271765b.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_4271765b.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_third_bf50,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,contrast_third,0.5,centered,0.5,-0.010633184945194718,0.9861111111111112,0.9791666666666666,0.8222222222222222,9,7,0.5792181069958847,0.7623456790123457,0.2743474596340924,-0.0011200000000000001,0.0,0.28
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_rarity_third_bf70_raw_s025,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_rarit_be2ce014.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_rarit_be2ce014.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_rarity_third_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,dateblock_cv,rarity_third,0.7,raw,0.25,-0.008455166872936126,0.9305555555555556,0.875,0.7115384615384617,13,63,0.4508547008547008,0.702991452991453,-0.2699674312948568,0.0031920858304975855,0.02,1.1552656248066109
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_rarity_third_bf70_raw_s050,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_rarit_548129b5.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_rarit_548129b5.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_rarity_third_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,dateblock_cv,rarity_third,0.7,raw,0.5,-0.008455166872936126,0.9305555555555556,0.875,0.7115384615384617,13,63,0.4508547008547008,0.702991452991453,-0.2699674312948568,0.006384171660995171,0.04,2.3105312496132218
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_rarity_third_bf70_centered_s025,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_rarit_19e965b5.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_rarit_19e965b5.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_rarity_third_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,dateblock_cv,rarity_third,0.7,centered,0.25,-0.008455166872936126,0.9305555555555556,0.875,0.7115384615384617,13,17,0.4508547008547008,0.702991452991453,-0.2699674312948568,-0.0011334258351379859,0.0,0.28335645878449645
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_rarity_third_bf70_centered_s050,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_rarit_e61f00a7.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_rarit_e61f00a7.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_rarity_third_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,dateblock_cv,rarity_third,0.7,centered,0.5,-0.008455166872936126,0.9305555555555556,0.875,0.7115384615384617,13,17,0.4508547008547008,0.702991452991453,-0.2699674312948568,-0.0022668516702759717,0.0,0.5667129175689929
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contrast_half_bf35_raw_s025,submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contra_d5bb7a2b.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contra_d5bb7a2b.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contrast_half_bf35,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,subject_cv,contrast_half,0.35,raw,0.25,-0.008391382269369863,0.9791666666666666,0.9375,0.4527777777777778,10,62,0.3435185185185185,0.4916666666666666,0.383609462087224,0.0029996237842210434,0.02,1.1030892038900686
