basename,source_path,parent_basename,parent_source_path,parent_highrep_actual_mean,parent_highrep_actual_p90,parent_highrep_null_strict_rate,parent_highrep_p90_dominance,parent_highrep_mean_dominance,parent_highrep_worst_mode_p90_dominance,support_target_count,support_targets,support_feature_count,semantic_q,semantic_policy,semantic_scale,semantic_type,semantic_active_cells,semantic_kept_cells,semantic_kept_frac,semantic_l1_retained_frac,semantic_alignment_mean_active,semantic_alignment_mean_kept,semantic_alignment_p10_kept,nonzero_rows,nonzero_cells,mean_abs_delta,max_abs_delta,l1_delta,q_abs_share,s_abs_share,abs_Q1,abs_Q2,abs_Q3,abs_S1,abs_S2,abs_S3,abs_S4,promotion_decision,strict_promote_gate,info_sensor_gate,pred_delta_vs_current_mean,pred_delta_vs_current_p10,pred_delta_vs_current_p90,pred_beats_current_rate,incremental_bad_axis_vs_current
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_keep__q0_60__s1_00_3448941c.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_keep__q0_60__s1_00_3448941c.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,-0.0011850879889902,-0.0001092214223475,0.0930232558139534,0.9263565891472868,0.9031007751937984,0.8125,3,Q1|S1|S3,17,0.6,anti_keep,1.0,anti_control,643,258,0.401244167962675,0.3439572177694887,0.15817728411014778,-0.8003339687865618,-1.5225942210033092,176,258,0.010190394158614257,0.35,17.83318977757495,0.21572988125638923,0.7842701187436107,3.8471519131388985,0.0,0.0,4.392774825445226,0.0,9.593263038990825,0.0,promote_candidate,True,False,-0.0006431845604104065,-0.0009303697852695551,-0.00022363404562289046,1.0,-0.005370815721721045
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__boost125_damp25__q0_50__s1_25_ff691285.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__boost125_damp25__q0_50__s1_25_ff691285.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,-0.0011850879889902,-0.0001092214223475,0.0930232558139534,0.9263565891472868,0.9031007751937984,0.8125,3,Q1|S1|S3,17,0.5,boost125_damp25,1.25,semantic_censor,643,643,1.0,0.926910823663872,0.15817728411014778,0.15817728411014778,-1.1295142122074997,249,643,0.027461516011421053,0.35,48.05765301998683,0.27672243920855255,0.7232775607914476,13.298630966329018,0.0,0.0,13.34082135288648,0.0,21.418200700771337,0.0,promote_candidate,True,False,-0.0010728087976365089,-0.0017022270166329974,-0.00022163911629248666,0.9705882352941176,-0.010414346404910485
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__boost125_damp25__q0_70__s1_00_3a34eeaa.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__boost125_damp25__q0_70__s1_00_3a34eeaa.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,-0.0011850879889902,-0.0001092214223475,0.0930232558139534,0.9263565891472868,0.9031007751937984,0.8125,3,Q1|S1|S3,17,0.7,boost125_damp25,1.0,semantic_censor,643,643,1.0,0.6250478847210383,0.15817728411014778,0.15817728411014778,-1.1295142122074997,249,643,0.01851824582900346,0.35,32.40693020075605,0.27319352297816707,0.7268064770218328,8.853363430452104,0.0,0.0,8.83523565831291,0.0,14.71833111199103,0.0,promote_candidate,True,False,-0.0007989197466353739,-0.001179272611463942,-0.00021841392089185874,0.9705882352941176,-0.005968278615330835
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp25__q0_70__s1_25_83b1255a.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp25__q0_70__s1_25_83b1255a.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,-0.0011850879889902,-0.0001092214223475,0.0930232558139534,0.9263565891472868,0.9031007751937984,0.8125,3,Q1|S1|S3,17,0.7,damp25,1.25,semantic_censor,643,643,1.0,0.6620325467915854,0.15817728411014778,0.15817728411014778,-1.1295142122074997,249,643,0.019613987580742495,0.35,34.32447826629935,0.27202726991563775,0.7279727300843623,9.337194114060056,0.0,0.0,9.308976881187196,0.0,15.6783072710521,0.0,promote_candidate,True,False,-0.000827581368161137,-0.0012257235734997934,-0.00021566419715813922,0.9705882352941176,-0.006622403106324226
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep__q0_70__s1_25_6ecab827.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep__q0_70__s1_25_6ecab827.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,-0.0011850879889902,-0.0001092214223475,0.0930232558139534,0.9263565891472868,0.9031007751937984,0.8125,3,Q1|S1|S3,17,0.7,keep,1.25,semantic_censor,643,194,0.30171073094867806,0.4771092364388497,0.15817728411014778,1.3146589454189876,0.7776764824069945,146,194,0.014135278822047296,0.35,24.736737938582763,0.27966665261994766,0.7203333473800524,6.918040696020306,0.0,0.0,6.940270766815769,0.0,10.878426475746688,0.0,promote_candidate,True,False,-0.0007073175127468303,-0.0010476487731606633,-0.00020625563823240293,1.0,-0.003351780651357217
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep_l1__q0_70__s1_25_5f68127a.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep_l1__q0_70__s1_25_5f68127a.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,-0.0007611038277911,-7.560917621505604e-05,0.0813953488372093,0.9186046511627908,0.9031007751937984,0.796875,3,Q1|S1|S3,19,0.7,keep_l1,1.25,semantic_censor,640,193,0.3015625,0.7217263729175428,0.16719808526702,1.3329254311800203,0.8053315175522613,143,193,0.014804804840867523,0.35,25.908408471518165,0.2666082800153226,0.7333917199846772,6.907396220525872,0.0,0.0,6.869436747464575,0.0,12.131575503527715,0.0,promote_candidate,True,False,-0.0007209909834808444,-0.0011146228109259282,-0.0002016563717490024,1.0,-0.004755346859579124
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep_l1__q0_70__s0_75_10575993.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep_l1__q0_70__s0_75_10575993.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,-0.0011850879889902,-0.0001092214223475,0.0930232558139534,0.9263565891472868,0.9031007751937984,0.8125,3,Q1|S1|S3,17,0.7,keep_l1,0.75,semantic_censor,643,194,0.30171073094867806,0.4452045306705515,0.15817728411014778,1.3146589454189876,0.7776764824069945,146,194,0.013190040546770105,0.35,23.082570956847672,0.2781380385685977,0.7218619614314024,6.4201410110580905,0.0,0.0,6.452972371050147,0.0,10.209457574739435,0.0,promote_candidate,True,False,-0.0006596259382046599,-0.0009756844540033886,-0.00019181560373962326,1.0,-0.0028611865672723835
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep_l1__q0_60__s1_00_60a04d28.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep_l1__q0_60__s1_00_60a04d28.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,-0.0007611038277911,-7.560917621505604e-05,0.0813953488372093,0.9186046511627908,0.9031007751937984,0.796875,3,Q1|S1|S3,19,0.6,keep_l1,1.0,semantic_censor,640,257,0.4015625,0.7288428901127633,0.16719808526702,1.135808882470533,0.49742960910829453,174,257,0.014950786271192716,0.35,26.163875974587256,0.2575251153440981,0.7424748846559021,6.73785517820426,0.0,0.0,7.217485082795758,0.0,12.20853571358724,0.0,promote_candidate,True,False,-0.0007452405485127964,-0.001138015276787252,-0.0001881357240127837,0.9705882352941176,-0.007992010695577062
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp50__q0_70__s1_25_b38d5524.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp50__q0_70__s1_25_b38d5524.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,-0.0011850879889902,-0.0001092214223475,0.0930232558139534,0.9263565891472868,0.9031007751937984,0.8125,3,Q1|S1|S3,17,0.7,damp50,1.25,semantic_censor,643,643,1.0,0.8469558571443212,0.15817728411014778,0.15817728411014778,-1.1295142122074997,249,643,0.025092696339437694,0.35,43.91221859401597,0.2677238342428425,0.7322761657571574,11.756347532099799,0.0,0.0,11.677682995558628,0.0,20.478188066357536,0.0,promote_candidate,True,False,-0.0010231757248629722,-0.0015859312519744188,-0.00017581432619121918,0.9411764705882353,-0.009893025561291346
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__boost125_damp25__q0_60__s1_25_da4aceb8.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__boost125_damp25__q0_60__s1_25_da4aceb8.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,-0.0007611038277911,-7.560917621505604e-05,0.0813953488372093,0.9186046511627908,0.9031007751937984,0.796875,3,Q1|S1|S3,19,0.6,boost125_damp25,1.25,semantic_censor,640,640,1.0,0.9062161002691723,0.16719808526702,0.16719808526702,-1.0766287320986736,249,640,0.018589250734876425,0.35,32.53118878603374,0.2597152771505112,0.7402847228494889,8.448846711600353,0.0,0.0,8.872875980994655,0.0,15.20946609343873,0.0,promote_candidate,True,False,-0.0008147275764094597,-0.0012410846020467577,-0.00016711215310926986,0.9705882352941176,-0.009778995158289894
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep__q0_60__s1_00_e87368f6.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep__q0_60__s1_00_e87368f6.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,-0.0007611038277911,-7.560917621505604e-05,0.0813953488372093,0.9186046511627908,0.9031007751937984,0.796875,3,Q1|S1|S3,19,0.6,keep,1.0,semantic_censor,640,257,0.4015625,0.506531330148516,0.16719808526702,1.135808882470533,0.49742960910829453,174,257,0.010390499460784686,0.3499999999999999,18.183374056373204,0.24801053730594505,0.7519894626940549,4.5096683697561,0.0,0.0,5.046385498636662,0.0,8.627320187980441,0.0,promote_candidate,True,False,-0.0005310460109066964,-0.0007925141551806526,-0.00015595120348513758,1.0,-0.004680857435545693
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp25__q0_60__s1_25_8ce7234d.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp25__q0_60__s1_25_8ce7234d.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,-0.0007611038277911,-7.560917621505604e-05,0.0813953488372093,0.9186046511627908,0.9031007751937984,0.796875,3,Q1|S1|S3,19,0.6,damp25,1.25,semantic_censor,640,640,1.0,0.7792923692243556,0.16719808526702,0.16719808526702,-1.0766287320986736,249,640,0.01598565865579363,0.35,27.974902647638842,0.2538343409734374,0.7461656590265625,7.100990977359475,0.0,0.0,7.5901256444769,0.0,13.283786025802465,0.0,promote_candidate,True,False,-0.0006935083471380306,-0.001055922411881018,-0.00015142042047633163,0.9705882352941176,-0.00817608170392245
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_damp25__q0_50__s1_25_3a33181a.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_damp25__q0_50__s1_25_3a33181a.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.5,anti_damp25,1.25,anti_control,640,640,1.0,0.6862502342179367,0.1354078699496463,0.1354078699496463,-1.185064234594159,249,640,0.017430028151458814,0.35,30.50254926505292,0.2566454946002131,0.743354505399787,7.828341842696873,0.0,0.0,7.914618231740745,0.0,14.759589190615301,0.0,promote_candidate,True,False,-0.0007181294910671426,-0.0010965521178294157,-0.00011257790232855114,0.9411764705882353,-0.009909109090185109
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp50__q0_60__s1_00_f4e4c965.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp50__q0_60__s1_00_f4e4c965.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,-0.0007611038277911,-7.560917621505604e-05,0.0813953488372093,0.9186046511627908,0.9031007751937984,0.796875,3,Q1|S1|S3,19,0.6,damp50,1.0,semantic_censor,640,640,1.0,0.7532656650742581,0.16719808526702,0.16719808526702,-1.0766287320986736,249,640,0.015451771728486883,0.3499999999999999,27.04060052485204,0.2533936769533545,0.7466063230466455,6.851917194019066,0.0,0.0,7.287273086072025,0.0,12.901410244760948,0.0,promote_candidate,True,False,-0.0006110868760134646,-0.0009219151191941958,-0.00011173814795434412,0.9411764705882353,-0.007105814781073833
