scenario,band,role,anchors,worlds,better_rate,max_delta,adverse_in_band,adverse_min_rank,adverse_max_rank
no_medium_non_jepa,low_quarter,pair_sensor_1bb,4,7,0.42857142857142855,0.0002467671856619,0,18,29
no_medium_non_jepa,low_quarter,pair_sensor_1bb_s0p65,4,7,0.42857142857142855,0.0001289034116451,0,18,29
no_medium_non_jepa,low_quarter,pair_sensor_6b,4,7,0.42857142857142855,0.0002900055194796,0,18,29
no_raw05,low_half,inverse7blend_1040,6,14,1.0,-2.461859097972654e-05,0,27,29
no_raw05,low_half,mixmin_0c916,6,14,1.0,-0.0005370960828407,0,27,29
no_raw05,low_half,pair_sensor_1bb,6,14,0.42857142857142855,0.0018524389605212,0,27,29
no_raw05,low_half,pair_sensor_1bb_s0p65,6,14,0.42857142857142855,0.0011725900653037,0,27,29
no_raw05,low_half,pair_sensor_6b,6,14,0.35714285714285715,0.0022422070707169,0,27,29
no_raw05,low_half_random_plus_fit,inverse7blend_1040,6,13,1.0,-2.461859097972654e-05,0,27,29
no_raw05,low_half_random_plus_fit,mixmin_0c916,6,13,1.0,-0.0005370960828407,0,27,29
no_raw05,low_half_random_plus_fit,pair_sensor_1bb,6,13,0.46153846153846156,0.0004907685983111,0,27,29
no_raw05,low_half_random_plus_fit,pair_sensor_1bb_s0p65,6,13,0.46153846153846156,0.0002875043298671,0,27,29
no_raw05,low_half_random_plus_fit,pair_sensor_6b,6,13,0.38461538461538464,0.0006149607566271,0,27,29
no_raw05,low_quarter,inverse7blend_1040,6,7,1.0,-3.527368882586863e-05,0,27,29
no_raw05,low_quarter,mixmin_0c916,6,7,1.0,-0.0005370960828407,0,27,29
no_raw05,low_quarter,pair_sensor_1bb,6,7,0.5714285714285714,0.0004907685983111,0,27,29
no_raw05,low_quarter,pair_sensor_1bb_s0p65,6,7,0.5714285714285714,0.0002875043298671,0,27,29
no_raw05,low_quarter,pair_sensor_6b,6,7,0.42857142857142855,0.0006149607566271,0,27,29
only_bad_jepa,low_half,inverse7blend_1040,3,14,0.8571428571428571,0.002782114380002,2,5,10
only_bad_jepa,low_half,mixmin_0c916,3,14,0.8571428571428571,0.0087741114596292,2,5,10
only_bad_jepa,low_half,pair_sensor_1bb,3,14,0.35714285714285715,0.0018524389605212,2,5,10
only_bad_jepa,low_half,pair_sensor_1bb_s0p65,3,14,0.35714285714285715,0.0011725900653037,2,5,10
only_bad_jepa,low_half,pair_sensor_6b,3,14,0.35714285714285715,0.0022422070707169,2,5,10
only_bad_jepa,low_half_random_plus_fit,inverse7blend_1040,3,9,1.0,-8.935150566452235e-05,0,5,10
only_bad_jepa,low_half_random_plus_fit,mixmin_0c916,3,9,1.0,-0.0005325970394429,0,5,10
only_bad_jepa,low_half_random_plus_fit,pair_sensor_1bb,3,9,0.4444444444444444,0.0004907685983111,0,5,10
only_bad_jepa,low_half_random_plus_fit,pair_sensor_1bb_s0p65,3,9,0.4444444444444444,0.0002875043298671,0,5,10
only_bad_jepa,low_half_random_plus_fit,pair_sensor_6b,3,9,0.4444444444444444,0.0006149607566271,0,5,10
only_bad_jepa,low_quarter,inverse7blend_1040,3,7,0.8571428571428571,0.0015868511978717,1,5,10
only_bad_jepa,low_quarter,mixmin_0c916,3,7,0.8571428571428571,0.0087741114596292,1,5,10
only_bad_jepa,low_quarter,pair_sensor_1bb,3,7,0.5714285714285714,0.0005014424544319,1,5,10
only_bad_jepa,low_quarter,pair_sensor_1bb_s0p65,3,7,0.5714285714285714,0.0002944423363456,1,5,10
only_bad_jepa,low_quarter,pair_sensor_6b,3,7,0.5714285714285714,0.0006450560879715,1,5,10
only_medium_non_jepa,low_half,inverse7blend_1040,3,14,1.0,-2.461859097972654e-05,0,27,29
only_medium_non_jepa,low_half,mixmin_0c916,3,14,1.0,-0.0005370960828407,0,27,29
only_medium_non_jepa,low_half,pair_sensor_1bb,3,14,0.42857142857142855,0.0023328880931438,0,27,29
only_medium_non_jepa,low_half,pair_sensor_1bb_s0p65,3,14,0.42857142857142855,0.0014848820015084,0,27,29
only_medium_non_jepa,low_half,pair_sensor_6b,3,14,0.35714285714285715,0.0028177427190922,0,27,29
only_medium_non_jepa,low_half_random_plus_fit,inverse7blend_1040,3,11,1.0,-2.461859097972654e-05,0,27,29
only_medium_non_jepa,low_half_random_plus_fit,mixmin_0c916,3,11,1.0,-0.0005370960828407,0,27,29
only_medium_non_jepa,low_half_random_plus_fit,pair_sensor_1bb,3,11,0.5454545454545454,0.0004907685983111,0,27,29
only_medium_non_jepa,low_half_random_plus_fit,pair_sensor_1bb_s0p65,3,11,0.5454545454545454,0.0002875043298671,0,27,29
only_medium_non_jepa,low_half_random_plus_fit,pair_sensor_6b,3,11,0.45454545454545453,0.0006149607566271,0,27,29
only_medium_non_jepa,low_quarter,inverse7blend_1040,3,7,1.0,-3.527368882586863e-05,0,27,29
only_medium_non_jepa,low_quarter,mixmin_0c916,3,7,1.0,-0.0005370960828407,0,27,29
only_medium_non_jepa,low_quarter,pair_sensor_1bb,3,7,0.42857142857142855,0.0018524389605212,0,27,29
only_medium_non_jepa,low_quarter,pair_sensor_1bb_s0p65,3,7,0.42857142857142855,0.0011725900653037,0,27,29
only_medium_non_jepa,low_quarter,pair_sensor_6b,3,7,0.2857142857142857,0.0022422070707169,0,27,29
raw05_plus_bad_jepa,low_half,inverse7blend_1040,4,14,0.9285714285714286,6.0149446781226554e-05,0,18,29
raw05_plus_bad_jepa,low_half,mixmin_0c916,4,14,1.0,-0.0003153376627865,0,18,29
raw05_plus_bad_jepa,low_half,pair_sensor_1bb,4,14,0.35714285714285715,0.0023328880931438,0,18,29
raw05_plus_bad_jepa,low_half,pair_sensor_1bb_s0p65,4,14,0.35714285714285715,0.0014848820015084,0,18,29
raw05_plus_bad_jepa,low_half,pair_sensor_6b,4,14,0.2857142857142857,0.0028177427190922,0,18,29
raw05_plus_bad_jepa,low_half_random_plus_fit,inverse7blend_1040,4,11,0.9090909090909091,6.0149446781226554e-05,0,18,29
raw05_plus_bad_jepa,low_half_random_plus_fit,mixmin_0c916,4,11,1.0,-0.0003153376627865,0,18,29
raw05_plus_bad_jepa,low_half_random_plus_fit,pair_sensor_1bb,4,11,0.45454545454545453,0.000268853376089,0,18,29
raw05_plus_bad_jepa,low_half_random_plus_fit,pair_sensor_1bb_s0p65,4,11,0.45454545454545453,0.0001432594354227,0,18,29
raw05_plus_bad_jepa,low_half_random_plus_fit,pair_sensor_6b,4,11,0.36363636363636365,0.0003143349195776,0,18,29
raw05_plus_bad_jepa,low_quarter,inverse7blend_1040,4,7,1.0,-0.0001282540152646,0,18,29
raw05_plus_bad_jepa,low_quarter,mixmin_0c916,4,7,1.0,-0.0005370960828407,0,18,29
raw05_plus_bad_jepa,low_quarter,pair_sensor_1bb,4,7,0.42857142857142855,0.0002467671856619,0,18,29
raw05_plus_bad_jepa,low_quarter,pair_sensor_1bb_s0p65,4,7,0.42857142857142855,0.0001289034116451,0,18,29
raw05_plus_bad_jepa,low_quarter,pair_sensor_6b,4,7,0.42857142857142855,0.0002900055194796,0,18,29
raw05_plus_medium,low_half,inverse7blend_1040,4,14,1.0,-2.461859097972654e-05,0,27,28
raw05_plus_medium,low_half,mixmin_0c916,4,14,1.0,-0.0005370960828407,0,27,28
raw05_plus_medium,low_half,pair_sensor_1bb,4,14,0.42857142857142855,0.0023328880931438,0,27,28
raw05_plus_medium,low_half,pair_sensor_1bb_s0p65,4,14,0.42857142857142855,0.0014848820015084,0,27,28
raw05_plus_medium,low_half,pair_sensor_6b,4,14,0.35714285714285715,0.0028177427190922,0,27,28
raw05_plus_medium,low_half_random_plus_fit,inverse7blend_1040,4,11,1.0,-2.461859097972654e-05,0,27,28
raw05_plus_medium,low_half_random_plus_fit,mixmin_0c916,4,11,1.0,-0.0005370960828407,0,27,28
raw05_plus_medium,low_half_random_plus_fit,pair_sensor_1bb,4,11,0.5454545454545454,0.0004907685983111,0,27,28
raw05_plus_medium,low_half_random_plus_fit,pair_sensor_1bb_s0p65,4,11,0.5454545454545454,0.0002875043298671,0,27,28
raw05_plus_medium,low_half_random_plus_fit,pair_sensor_6b,4,11,0.45454545454545453,0.0006149607566271,0,27,28
raw05_plus_medium,low_quarter,inverse7blend_1040,4,7,1.0,-2.461859097972654e-05,0,27,28
raw05_plus_medium,low_quarter,mixmin_0c916,4,7,1.0,-0.0005480183149896,0,27,28
raw05_plus_medium,low_quarter,pair_sensor_1bb,4,7,0.5714285714285714,0.0004907685983111,0,27,28
raw05_plus_medium,low_quarter,pair_sensor_1bb_s0p65,4,7,0.5714285714285714,0.0002875043298671,0,27,28
raw05_plus_medium,low_quarter,pair_sensor_6b,4,7,0.42857142857142855,0.0006149607566271,0,27,28
