candidate_id,basename,source_path,policy_id,target,view_id,split,rep,block_scheme,label_mode,cv_group,block_frac,delta_mode,scale,train_actual_delta,train_dominance,train_min_mode_dominance,test_selected_rows,test_delta_mean,test_delta_p90_abs,test_delta_l1,old_promotion_decision,old_strict_promote,actual_mean,actual_p10,actual_p90,actual_beats_current_rate,incremental_bad_axis_vs_current,null_count,null_strict_rate,p90_dominance,mean_dominance,worst_mode_p90_dominance,public_free_submission_ready,final_decision
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_bf70_raw_s025,submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_bf70_8eb377f6.csv,analysis_outputs/submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_bf70_8eb377f6.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,dateblock_cv,0.7,raw,0.25,-0.014676205569045586,0.8055555555555556,0.6458333333333334,211,0.00972614570507812,0.02,3.909942470658341,promote_candidate,True,-0.0004089677484325948,-0.0007511103401868454,-0.00011447667610620738,0.9411764705882353,0.0046028156598360015,15,1.0,0.8,0.4,0.6,False,blocked_by_matched_nulls
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf70_raw_s025,submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf70_ra_00c33377.csv,analysis_outputs/submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf70_ra_00c33377.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,0.7,raw,0.25,-0.014734683630404422,0.9375,0.8541666666666666,199,0.00940712144170983,0.02,3.709382640504696,promote_candidate,True,-0.0003865510022789683,-0.00071018475892624,-0.00010745107463824735,0.9411764705882353,0.0038925574113524986,15,1.0,0.8,0.26666666666666666,0.4,False,blocked_by_matched_nulls
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf35_raw_s050,submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf35_ra_64c1c739.csv,analysis_outputs/submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf35_ra_64c1c739.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,0.35,raw,0.5,-0.012412492468113823,0.9097222222222222,0.8125,92,0.008268743043188358,0.04,3.452923194567549,promote_candidate,True,-0.00030531922702928087,-0.0005564576833683383,-9.790382176985833e-05,0.9117647058823529,0.0016681206704114437,15,1.0,0.9333333333333333,0.3333333333333333,0.8,False,blocked_by_matched_nulls
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_bf50_raw_s025,submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_bf50_r_15ac4c1c.csv,analysis_outputs/submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_bf50_r_15ac4c1c.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,subject_cv,0.5,raw,0.25,-0.017607255895929153,0.9791666666666666,0.9583333333333334,153,0.007813452631763003,0.02,2.8262585801987905,promote_candidate,True,-0.0003236727966963987,-0.0005942779538738547,-9.115169223188852e-05,0.9411764705882353,0.002805835229254483,15,1.0,0.8,0.26666666666666666,0.6,False,blocked_by_matched_nulls
S4_raw_human_context_dateblock5_cluster6_subject_weekday_strong35_subject_cv_bf70_raw_s025,submission_e291_lifeblock_S4_raw_human_context_dateblock5_cluster6_subject_weekday_strong35_subject_cv_bf70_raw_s025_439e91c7.csv,analysis_outputs/submission_e291_lifeblock_S4_raw_human_context_dateblock5_cluster6_subject_weekday_strong35_subject_cv_bf70_raw_s025_439e91c7.csv,S4_raw_human_context_dateblock5_cluster6_subject_weekday_strong35_subject_cv,S4,raw_human_context,dateblock5,cluster6,subject_weekday,strong35,subject_cv,0.7,raw,0.25,-0.014015037377880013,0.8888888888888888,0.6875,175,0.0070059565949970055,0.02,3.443871597098184,promote_candidate,True,-0.00027832638328062427,-0.0005089206321673666,-8.481380074085659e-05,0.9117647058823529,0.0009527044839877097,15,1.0,0.6,0.4666666666666667,0.2,False,blocked_by_matched_nulls
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf50_raw_s025,submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf50_ra_e4845cc3.csv,analysis_outputs/submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf50_ra_e4845cc3.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,0.5,raw,0.25,-0.014732944897266176,0.9375,0.8958333333333334,143,0.006672160799819101,0.02,2.6740921746748123,promote_candidate,True,-0.00026700557314174723,-0.0004901458893853635,-7.546433241124512e-05,0.9411764705882353,0.0011042159928769946,15,1.0,0.8666666666666667,0.2,0.8,False,blocked_by_matched_nulls
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_bf35_raw_s025,submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_bf35_r_d98bf1e1.csv,analysis_outputs/submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_bf35_r_d98bf1e1.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,subject_cv,0.35,raw,0.25,-0.014382602498575037,0.9444444444444444,0.8958333333333334,102,0.0058615732577043745,0.02,1.9051054788493254,promote_candidate,True,-0.00025083350257151967,-0.0004569979450421166,-6.146322320825517e-05,0.9411764705882353,0.0023029386034386923,15,1.0,0.4666666666666667,0.5333333333333333,0.4,False,blocked_by_matched_nulls
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf20_raw_s050,submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf20_ra_1e40404d.csv,analysis_outputs/submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf20_ra_1e40404d.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,0.2,raw,0.5,-0.013445320773193159,0.9930555555555556,0.9791666666666666,48,0.004772973487156145,0.04,1.8332433717890362,promote_candidate,True,-0.0002027633333226899,-0.0003732024846543378,-5.428315881287744e-05,0.9411764705882353,0.0007739813147885632,15,0.6666666666666666,0.6,0.6,0.4,False,blocked_by_matched_nulls
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf35_raw_s025,submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf35_ra_db7e643e.csv,analysis_outputs/submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf35_ra_db7e643e.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,0.35,raw,0.25,-0.012412492468113823,0.9097222222222222,0.8125,92,0.004134371521594179,0.02,1.7264615972837745,too_small_to_submit,False,-0.0001586422577319862,-0.0002907311327493464,-4.634094614540992e-05,0.9411764705882353,0.0008340603352057219,15,0.0,0.7333333333333333,0.2,0.6,False,too_small_to_submit
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf20_raw_s025,submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf20_ra_e2c7e2e1.csv,analysis_outputs/submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf20_ra_e2c7e2e1.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,0.2,raw,0.25,-0.013445320773193159,0.9930555555555556,0.9791666666666666,48,0.0023864867435780725,0.02,0.9166216858945181,too_small_to_submit,False,-0.0001055868457514104,-0.00018936400037152282,-2.3000297025339606e-05,0.9411764705882353,0.0003869906573942816,15,0.0,0.3333333333333333,0.6666666666666666,0.0,False,too_small_to_submit
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf20_centered_s025,submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf20_ce_538fe4dc.csv,analysis_outputs/submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf20_ce_538fe4dc.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,0.2,centered,0.25,-0.013445320773193159,0.9930555555555556,0.9791666666666666,11,-0.0008135132564219277,0.0,0.20337831410548193,below_selector_resolution,False,3.7592786129586593e-05,5.7976707811465725e-06,6.527733982687497e-05,0.029411764705882353,-0.0003865157556994514,15,0.0,0.3333333333333333,0.4,0.2,False,below_selector_resolution
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf35_centered_s025,submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf35_ce_a89547a2.csv,analysis_outputs/submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf35_ce_a89547a2.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,0.35,centered,0.25,-0.012412492468113823,0.9097222222222222,0.8125,26,-0.0018398910446353613,0.0007492850676010113,0.45997276115884034,below_selector_resolution,False,6.82110275345116e-05,1.0460810318332353e-05,0.00011842770263737204,0.029411764705882353,-0.0001768470748758355,15,0.0,0.4,0.4666666666666667,0.0,False,below_selector_resolution
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_bf35_centered_s025,submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_bf35_c_73256dfb.csv,analysis_outputs/submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_bf35_c_73256dfb.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,subject_cv,0.35,centered,0.25,-0.014382602498575037,0.9444444444444444,0.8958333333333334,21,-0.0014190024134491624,0.0,0.3547506033622906,below_selector_resolution,False,6.969815227410132e-05,9.131881825842488e-06,0.00012058269552432251,0.029411764705882353,-0.0007742782001080306,15,0.0,0.2,0.2,0.0,False,below_selector_resolution
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_bf70_raw_s025,submission_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_bf70_raw_s025_869bd14d.csv,analysis_outputs/submission_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_bf70_raw_s025_869bd14d.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,0.7,raw,0.25,-0.013682708981415659,1.0,1.0,187,-0.004188218692514735,0.02,3.420359950744329,block_or_reject,False,9.367086104535131e-05,6.196840548658466e-05,0.00012315497305097773,0.0,0.005652569735462021,15,0.0,0.6666666666666666,0.7333333333333333,0.4,False,block_or_reject
Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv_bf70_raw_s025,submission_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv_bf70_raw_s025_6cc5fed3.csv,analysis_outputs/submission_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv_bf70_raw_s025_6cc5fed3.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekend,strong35,subject_cv,0.7,raw,0.25,-0.016740756494282416,0.8402777777777778,0.625,189,-0.0034063883848343434,0.02,3.4884917814467054,block_or_reject,False,0.00010536309770251157,7.349471161622891e-05,0.00013197809324434341,0.0,0.0024354251412124772,15,0.0,0.2,0.13333333333333333,0.0,False,block_or_reject
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf20_centered_s050,submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf20_ce_985ca9fd.csv,analysis_outputs/submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf20_ce_985ca9fd.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,0.2,centered,0.5,-0.013445320773193159,0.9930555555555556,0.9791666666666666,11,-0.0016270265128438554,0.0,0.40675662821096387,below_selector_resolution,False,7.612568384480535e-05,1.3173896770226786e-05,0.00013258022236022356,0.058823529411764705,-0.0007730315113989028,15,0.0,0.5333333333333333,0.5333333333333333,0.2,False,below_selector_resolution
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf50_centered_s025,submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf50_ce_8cd72e93.csv,analysis_outputs/submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_bf50_ce_8cd72e93.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,0.5,centered,0.25,-0.014732944897266176,0.9375,0.8958333333333334,40,-0.002755735250740825,0.02,0.6889338126852063,below_selector_resolution,False,0.000117159788793517,1.5202616178475866e-05,0.00020265415420031617,0.029411764705882353,-0.0005472130159958344,15,0.0,0.5333333333333333,0.4666666666666667,0.0,False,below_selector_resolution
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_bf50_centered_s025,submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_bf50_c_b33bda32.csv,analysis_outputs/submission_e291_lifeblock_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_bf50_c_b33bda32.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,subject_cv,0.5,centered,0.25,-0.017607255895929153,0.9791666666666666,0.9583333333333334,40,-0.0026807565237209193,0.01785332625644492,0.6701891309302298,below_selector_resolution,False,0.00011837462622225813,1.9454104732447247e-05,0.00020587807327304008,0.058823529411764705,-0.0005316010878742283,15,0.0,0.4,0.4666666666666667,0.0,False,below_selector_resolution
Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv_bf70_raw_s050,submission_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv_bf70_raw_s050_db9c6f09.csv,analysis_outputs/submission_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv_bf70_raw_s050_db9c6f09.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekend,strong35,subject_cv,0.7,raw,0.5,-0.016740756494282416,0.8402777777777778,0.625,189,-0.006812776769668687,0.04,6.976983562893411,block_or_reject,False,0.0001758243026152755,0.00012117546093292124,0.00022005047601881585,0.0,0.0048708502824250655,15,0.0,0.2,0.2,0.0,False,block_or_reject
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_bf70_raw_s050,submission_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_bf70_raw_s050_adcae137.csv,analysis_outputs/submission_e291_lifeblock_Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_bf70_raw_s050_adcae137.csv,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,0.7,raw,0.5,-0.013682708981415659,1.0,1.0,187,-0.00837643738502947,0.04,6.840719901488658,block_or_reject,False,0.0001486291082989839,7.58268101996039e-05,0.00023235865561381928,0.029411764705882353,0.011305139470924042,15,0.0,0.8,0.8,0.6,False,block_or_reject
