mode,hidden_block_id,subject_id,n_rows,len_bin,context_type,start,end,expected_mixmin_delta_vs_a2c8,expected_raw05_delta_vs_a2c8,expected_mixmin_delta_vs_raw05,support_min,support_mean,dominant_stage,rate_Q1,mixmin_delta_vs_a2c8_Q1,rate_Q2,mixmin_delta_vs_a2c8_Q2,rate_Q3,mixmin_delta_vs_a2c8_Q3,rate_S1,mixmin_delta_vs_a2c8_S1,rate_S2,mixmin_delta_vs_a2c8_S2,rate_S3,mixmin_delta_vs_a2c8_S3,rate_S4,mixmin_delta_vs_a2c8_S4
local_nonoverlap,id07_b2,id07,15,11-16,between_train_runs,2024-07-13,2024-07-27,0.0003794423603644522,0.0007358729683618932,-0.00035643060799744094,6.0,11.571428571428571,lenbin_both_edges,0.49283025382355744,-0.0012743508635489897,0.5037188208616781,0.0010114550157870328,0.5087330911385534,-0.0006088675761233286,0.7846338185623899,0.001528410373105249,0.7273508542739312,0.0005011483871488753,0.8024887102693224,-0.0009573401006683913,0.5073862586992839,0.0024556412868507183
local_nonoverlap,id07_b4,id07,15,11-16,after_train_run,2024-08-14,2024-09-01,-0.00036623900502744507,0.0012468312893785408,-0.0016130702944059858,5.0,5.857142857142857,exact_len,0.5126077097505669,-0.0015001219682931888,0.5072183973661807,0.0005803132480599604,0.5059410430839003,-0.00214382361605725,0.7897255453905699,0.002897564732283975,0.7136507936507936,-0.0023357205632159594,0.7688361753453918,-0.0007484608501614476,0.4666213151927438,0.0006865759821917949
local_nonoverlap,id08_b2,id08,2,1-2,between_train_runs,2024-07-31,2024-08-02,0.0003619624145813865,0.0007093058034850179,-0.0003473433889036315,9.0,14.714285714285714,exact_len_both_edges,0.3867595818815331,0.012531601408837134,0.5589285714285714,0.0,0.4610389610389611,-0.008899442974639626,0.4003322259136213,0.0026077971434665947,0.5158730158730158,-0.0052120179408226,0.5546218487394958,5.742386178231307e-06,0.6038961038961038,0.0015000568790499713
local_nonoverlap,id08_b4,id08,6,6-10,between_train_runs,2024-08-05,2024-08-10,0.0009624442854859115,0.0013967428961517703,-0.00043429861066585876,5.0,10.571428571428571,exact_len_both_edges,0.361003861003861,0.0038062334042205936,0.7785714285714286,-0.0026878172455930827,0.5357142857142857,-0.0034406081577224024,0.4786535303776684,0.005372317910188773,0.6767857142857142,0.00308296538449504,0.7059800664451827,-0.0010875091638125056,0.6116584564860427,0.0016915278666249645
local_nonoverlap,id08_b6,id08,2,1-2,between_train_runs,2024-08-12,2024-08-13,-0.0016032456325999794,0.0019766726924911487,-0.003579918325091128,10.0,15.0,exact_len_both_edges,0.4355400696864112,-0.01713846106811734,0.6988416988416989,0.000490536800395347,0.4931972789115647,0.003870228478740634,0.5170068027210885,0.007758283321666282,0.5392857142857143,-0.003764786916193197,0.5840336134453782,9.272578934371722e-05,0.5289575289575289,-0.0025312458340353006
local_nonoverlap,id08_b8,id08,1,1-2,between_train_runs,2024-09-04,2024-09-04,-0.0031990129529829237,0.0005996627320605638,-0.0037986756850434877,6.0,24.714285714285715,exact_len_both_edges,0.2566137566137566,0.0019639364992654063,0.786967418546366,0.0,0.26623376623376627,0.0,0.39047619047619053,0.006890779601427477,0.6142857142857142,0.0023463292457220897,0.7757936507936508,-0.01608648416771241,0.5811688311688311,-0.017507651849583028
local_nonoverlap,id08_b10,id08,4,3-5,between_train_runs,2024-09-06,2024-09-10,0.0007729301709377293,0.001223719204990362,-0.0004507890340526328,6.0,12.428571428571429,exact_len_both_edges,0.3151785714285714,-0.0030913339474354373,0.7791353383458647,-0.002735620328586097,0.39400921658986177,-0.010769452168372218,0.4488095238095238,0.009618943148126058,0.7029616724738675,0.002928556295246243,0.5966791979949875,-0.002274080781385579,0.6911196911196911,0.011733498978971135
local_nonoverlap,id08_b12,id08,2,1-2,between_train_runs,2024-09-13,2024-09-14,0.0013799229291847942,0.000531109004648002,0.0008488139245367922,9.0,19.428571428571427,exact_len_both_edges,0.3867595818815331,0.0,0.772594752186589,-0.002250191883653385,0.4610389610389611,-0.0028240811499252727,0.4003322259136213,0.017600648085732584,0.5392857142857143,-0.009837221269383356,0.41133004926108374,0.003154865570819343,0.5767857142857142,0.0038154411507036468
local_nonoverlap,id08_b14,id08,2,1-2,after_train_run,2024-09-17,2024-09-19,-0.0047505840767887286,-6.015210275906695e-05,-0.004690431974029662,24.0,31.857142857142858,exact_len_left_edge,0.5578817733990149,-0.009287111282097249,0.5701298701298702,0.0,0.4857142857142857,-0.021556146252938335,0.4493506493506494,0.0030546862521413365,0.43764172335600904,-0.004233647229377024,0.5907738095238095,-0.0036222583817049347,0.5012531328320802,0.0023903883564551087
local_nonoverlap,id09_b2,id09,14,11-16,between_train_runs,2024-08-05,2024-08-20,0.0012139383934643183,0.0011402249708053638,7.371342265895451e-05,5.0,7.857142857142857,lenbin_both_edges,0.49432353406248225,0.008304033178052839,0.4618526973447074,-0.0013092233410564313,0.44650311747872723,0.00010089384137379476,0.574554211928674,0.006563086409172358,0.7680906023307525,-0.0006629459774705193,0.7306860507028716,-0.004220684308505085,0.5621960018301482,-0.00027759104731672757
local_nonoverlap,id09_b4,id09,13,11-16,after_train_run,2024-09-04,2024-09-21,-0.00047620222688663346,0.0007339590700132,-0.0012101612968998335,6.0,8.142857142857142,lenbin_both_edges,0.4846258077965396,2.8618299703464523e-05,0.4689221085759245,2.387249159863103e-05,0.43839899937460913,-0.0024551693619935255,0.570564936418595,0.005288954345587182,0.7527174722296675,-0.002024270072269574,0.7002416250154252,-0.003333117433237609,0.5811827989739083,-0.0008623038575950037
local_nonoverlap,id10_b2,id10,11,11-16,between_train_runs,2024-08-04,2024-08-22,-0.0006349009589035694,0.0007068476969564078,-0.0013417486558599773,5.0,6.571428571428571,lenbin_both_edges,0.49062604062604065,-0.0012918368076074715,0.5848484848484847,-0.001829347265206338,0.6165696372592925,-0.0006237725717197495,0.5378787878787878,0.004128265860578906,0.37617554858934166,-0.0013192982080546534,0.47878787878787876,-0.0018974198613858073,0.6272366522366523,-0.0016108978589298717
local_nonoverlap,id10_b4,id10,11,11-16,after_train_run,2024-09-15,2024-09-26,0.0015563078823495216,0.0015276620978785318,2.8645784470989915e-05,5.0,7.142857142857143,exact_len_left_edge,0.5363636363636364,0.0037319845987552336,0.5363911950118847,-0.0016546907957117885,0.6565656565656567,0.005437062435716511,0.5219941348973607,0.007933062474120622,0.3782991202346041,-0.004395138878413141,0.47878787878787876,-0.0017917212218178102,0.6441253638834284,0.001633596563797024
