basename,source_path,scope,targets,shape,amp,old_promotion_decision,old_strict_promote,actual_mean,actual_p10,actual_p90,actual_beats_current_rate,incremental_bad_axis_vs_current,null_count,null_strict_rate,p90_dominance,mean_dominance,worst_mode_p90_dominance,matched_placebo_gate,story_gate_both,target_support_gate,public_free_submission_ready,final_decision,null_p90_q20,null_p90_median,null_p90_best,dateblock_p90_dominance,dateblock_null_strict_rate,dateblock_best_null_p90,row_p90_dominance,row_null_strict_rate,row_best_null_p90,subject_p90_dominance,subject_null_strict_rate,subject_best_null_p90
submission_e282_appentropy_q3_tail_a0p010_d49e38be.csv,analysis_outputs/submission_e282_appentropy_q3_tail_a0p010_d49e38be.csv,q3,Q3,tail,0.01,too_small_to_submit,False,-2.1066049237730976e-06,-3.634764016969736e-06,5.717176335025251e-07,0.7647058823529411,-2.30584010701973e-05,33,0.0,0.8484848484848485,0.42424242424242425,0.6363636363636364,False,True,True,False,too_small_to_submit,5.969797233064954e-07,8.81026585152956e-07,-9.95519208776671e-08,0.6363636363636364,0.0,-9.95519208776671e-08,1.0,0.0,6.871597052923067e-07,0.9090909090909091,0.0,5.048036459347659e-07
submission_e282_appentropy_q3_tail_a0p014_1d3de553.csv,analysis_outputs/submission_e282_appentropy_q3_tail_a0p014_1d3de553.csv,q3,Q3,tail,0.014,too_small_to_submit,False,-3.105631034508209e-06,-5.340709416115594e-06,8.085044985520847e-07,0.7647058823529411,-3.228176149819295e-05,33,0.0,0.7878787878787878,0.5757575757575758,0.6363636363636364,False,True,True,False,too_small_to_submit,8.052848300517628e-07,1.2681639515445894e-06,-1.605041057374418e-08,0.7272727272727273,0.0,1.9563173763574853e-07,1.0,0.0,1.14720544707226e-06,0.6363636363636364,0.0,-1.605041057374418e-08
submission_e282_appentropy_q3_tail_a0p020_265e39f8.csv,analysis_outputs/submission_e282_appentropy_q3_tail_a0p020_265e39f8.csv,q3,Q3,tail,0.02,too_small_to_submit,False,-5.1963329626688135e-06,-8.83789781449485e-06,1.1721927745093023e-06,0.7647058823529411,-4.6116802140283575e-05,33,0.0,0.8181818181818182,0.5151515151515151,0.6363636363636364,False,True,True,False,too_small_to_submit,1.2794670380696016e-06,1.809391198329196e-06,2.2471399136993235e-07,0.6363636363636364,0.0,5.648181659406993e-07,1.0,0.0,1.7508022775776544e-06,0.8181818181818182,0.0,2.2471399136993235e-07
submission_e282_appentropy_q2q3_linear_a0p006_21b2333e.csv,analysis_outputs/submission_e282_appentropy_q2q3_linear_a0p006_21b2333e.csv,q2q3,"Q2,Q3",linear,0.006,too_small_to_submit,False,-1.2333909923559257e-05,-3.022874608635976e-05,1.2512439455865365e-06,0.8235294117647058,-0.0014977406436150753,33,0.0,0.2727272727272727,0.42424242424242425,0.09090909090909091,False,True,True,False,too_small_to_submit,-1.2101037992594004e-06,8.969325254014158e-08,-2.8662566793792498e-06,0.18181818181818182,0.0,-2.30587955415245e-06,0.5454545454545454,0.0,-2.680455607530771e-06,0.09090909090909091,0.0,-2.8662566793792498e-06
submission_e282_appentropy_q3_tail_a0p030_355905f4.csv,analysis_outputs/submission_e282_appentropy_q3_tail_a0p030_355905f4.csv,q3,Q3,tail,0.03,too_small_to_submit,False,-9.563683210232473e-06,-1.6072898894899126e-05,1.8505209076124536e-06,0.7647058823529411,-6.917520321053638e-05,33,0.0,0.9090909090909091,0.6666666666666666,0.8181818181818182,False,True,True,False,too_small_to_submit,2.202875251244522e-06,3.4412279210043014e-06,-3.1530972193691667e-07,1.0,0.0,2.059792006198471e-06,0.9090909090909091,0.0,-3.1530972193691667e-07,0.8181818181818182,0.0,1.3351411691197653e-06
submission_e282_appentropy_q2q3_linear_a0p010_bbda2f33.csv,analysis_outputs/submission_e282_appentropy_q2q3_linear_a0p010_bbda2f33.csv,q2q3,"Q2,Q3",linear,0.01,too_small_to_submit,False,-2.2357284863509293e-05,-5.32290526145114e-05,2.586491857837291e-06,0.8529411764705882,-0.0024962344060250885,33,0.0,0.12121212121212122,0.24242424242424243,0.0,False,True,True,False,too_small_to_submit,-2.1849345742953814e-06,2.03228234899921e-07,-4.4553981142157786e-06,0.09090909090909091,0.0,-3.4515944894968483e-06,0.2727272727272727,0.0,-4.4553981142157786e-06,0.0,0.0,-2.070956039896844e-06
submission_e282_appentropy_q2q3_tail_a0p010_8aca7e7b.csv,analysis_outputs/submission_e282_appentropy_q2q3_tail_a0p010_8aca7e7b.csv,q2q3,"Q2,Q3",tail,0.01,below_selector_resolution,False,2.601435161791751e-06,-3.1614548054696827e-06,5.9498939947903415e-06,0.11764705882352941,0.0005315265521485535,33,0.0,0.3939393939393939,0.48484848484848486,0.09090909090909091,False,True,True,False,below_selector_resolution,4.668281219155012e-06,5.53003557598976e-06,2.95752103698649e-06,0.18181818181818182,0.0,3.0524706997770546e-06,0.9090909090909091,0.0,2.95752103698649e-06,0.09090909090909091,0.0,4.366003148630045e-06
submission_e282_appentropy_q2q3_tail_a0p014_59e040c7.csv,analysis_outputs/submission_e282_appentropy_q2q3_tail_a0p014_59e040c7.csv,q2q3,"Q2,Q3",tail,0.014,below_selector_resolution,False,3.4859347188051805e-06,-4.674481141009868e-06,8.354421255791233e-06,0.11764705882352941,0.0007441371730079471,33,0.0,0.3333333333333333,0.3939393939393939,0.2727272727272727,False,True,True,False,below_selector_resolution,5.857328472019346e-06,7.527492947388272e-06,4.351219995784207e-06,0.2727272727272727,0.0,4.452758227955187e-06,0.45454545454545453,0.0,4.351219995784207e-06,0.2727272727272727,0.0,5.804115210115054e-06
submission_e282_appentropy_q2q3s2_tail_a0p010_e6e6ed48.csv,analysis_outputs/submission_e282_appentropy_q2q3s2_tail_a0p010_e6e6ed48.csv,q2q3s2,"Q2,Q3,S2",tail,0.01,below_selector_resolution,False,5.95005208634014e-06,-3.53440110957685e-08,9.969005774598582e-06,0.11764705882352941,0.0005243068982452304,33,0.0,0.09090909090909091,0.21212121212121213,0.0,False,True,True,False,below_selector_resolution,5.751719118018484e-06,6.684632227973613e-06,4.643778186014608e-06,0.0,0.0,5.221508310046973e-06,0.2727272727272727,0.0,5.174356536324805e-06,0.0,0.0,4.643778186014608e-06
submission_e282_appentropy_q2q3s2_tail_a0p014_fc713d44.csv,analysis_outputs/submission_e282_appentropy_q2q3s2_tail_a0p014_fc713d44.csv,q2q3s2,"Q2,Q3,S2",tail,0.014,below_selector_resolution,False,8.340616332578957e-06,-1.1923899249267592e-07,1.4095396200339524e-05,0.11764705882352941,0.0007340296575433225,33,0.0,0.030303030303030304,0.12121212121212122,0.0,False,True,True,False,below_selector_resolution,8.44891031576719e-06,1.1086338500261636e-05,5.392187531646792e-06,0.0,0.0,7.548498221257388e-06,0.09090909090909091,0.0,5.392187531646792e-06,0.0,0.0,8.065984871799767e-06
submission_e282_appentropy_q2q3s2_linear_a0p006_c37fbb7d.csv,analysis_outputs/submission_e282_appentropy_q2q3s2_linear_a0p006_c37fbb7d.csv,q2q3s2,"Q2,Q3,S2",linear,0.006,below_selector_resolution,False,8.313211226388611e-07,-1.8960120165611793e-05,1.7805006522197783e-05,0.35294117647058826,-0.0013542195501124454,33,0.0,0.12121212121212122,0.36363636363636365,0.0,False,True,True,False,below_selector_resolution,1.0883293953825295e-05,1.4935930239557312e-05,3.216838798065404e-06,0.2727272727272727,0.0,1.1454994356888125e-05,0.0,0.0,3.216838798065404e-06,0.09090909090909091,0.0,1.125906505942986e-05
submission_e282_appentropy_q2q3s2_linear_a0p010_71a1114f.csv,analysis_outputs/submission_e282_appentropy_q2q3s2_linear_a0p010_71a1114f.csv,q2q3s2,"Q2,Q3,S2",linear,0.01,below_selector_resolution,False,7.166789347427872e-07,-3.2699830745288526e-05,3.090568913421874e-05,0.38235294117647056,-0.0022570325835207794,33,0.0,0.09090909090909091,0.30303030303030304,0.0,False,True,True,False,below_selector_resolution,2.1440109605838062e-05,2.628399870537167e-05,9.737005009540102e-06,0.18181818181818182,0.0,1.8715353308634874e-05,0.0,0.0,9.737005009540102e-06,0.09090909090909091,0.0,2.189296460155296e-05
