method,blocks,weighted_row_logloss,weighted_count_nll_per_row,rate_mae_weighted,count_mae_mean,is_subject_mean,transition_residual_mse,family,context,base,k,alpha,strength,pseudo_support_mean,hidden_support_mean,pseudo_dist_median,hidden_dist_median,pseudo_residual_l2_mean,hidden_residual_l2_mean,delta_weighted_row_logloss_vs_subject,delta_weighted_row_logloss_vs_raw,delta_transition_residual_mse_vs_raw,hidden_blocks,weighted_mixmin_delta_vs_a2c8,mean_mixmin_delta_vs_a2c8,mean_raw05_delta_vs_a2c8,mixmin_better_block_rate,s3_delta_vs_subject,s3_delta_vs_raw,row_beats_raw,transition_mse_beats_raw,fixes_s3_vs_subject,hidden_mixmin_negative,joint_gate
transition_raw_residual_baseedge_mid_k16_a4_w1.00,369,1.859157209864277,1.5369251661840981,0.32679222448822837,1.5064324494701264,0.0,48.45508606694435,transition_residual,raw_residual,edge_mid,16.0,4.0,1.0,16.0,16.0,0.7558817883501749,0.7323252168267921,4.303533032320622,4.390078679694139,1.2461554362877072,1.2538886099641857,17.72659200339217,36.0,-0.0007274469173012586,-0.0013278953865817214,0.0004778199575794225,0.6111111111111112,1.066703327488797,1.058900963501031,False,False,False,True,False
transition_raw_residual_baseedge_mid_k8_a4_w1.00,369,1.9568468469322462,1.6346148032520675,0.33273054799360696,1.533806672458334,0.0,51.616622054058766,transition_residual,raw_residual,edge_mid,8.0,4.0,1.0,8.0,8.0,0.6653430030162577,0.6474675018583083,4.167242779852764,4.245259073255213,1.3438450733556762,1.3515782470321547,20.88812799050659,36.0,-0.0012641338303600836,-0.0019048424824634302,0.00047031008713515634,0.6111111111111112,1.1504423987771784,1.1426400347894128,False,False,False,True,False
transition_raw_residual_baseedge_mid_k16_a12_w1.00,369,2.0867311314163657,1.7644990877361868,0.3206204658141521,1.4779821472896286,0.0,54.89395846424704,transition_residual,raw_residual,edge_mid,16.0,12.0,1.0,16.0,16.0,0.7558817883501749,0.7323252168267921,3.073952165943301,3.1357704854958137,1.4737293578397956,1.4814625315162742,24.165464400694866,36.0,-0.0009258829479167035,-0.0014557332669408013,0.0005050115394180809,0.6111111111111112,1.2501339320906113,1.2423315681028453,False,False,False,True,False
transition_raw_residual_baseedge_mid_k4_a4_w1.00,369,2.1245002541124087,1.8022682104322296,0.3326696931655851,1.5335261465437946,0.0,56.17670728814317,transition_residual,raw_residual,edge_mid,4.0,4.0,1.0,4.0,4.0,0.5705071549240139,0.563372966554511,3.590635784592333,3.6471238507347192,1.5114984805358387,1.5192316542123172,25.448213224590994,36.0,-0.0015688625942996577,-0.002150496782329087,0.0005026993030556534,0.6388888888888888,1.3318799084635633,1.3240775444757977,False,False,False,True,False
transition_raw_residual_baseedge_mid_k16_a4_w0.65,369,2.1411518503285953,1.818919806648416,0.3185012338730627,1.468213004927045,0.0,56.804787165698976,transition_residual,raw_residual,edge_mid,16.0,4.0,0.65,16.0,16.0,0.7558817883501749,0.7323252168267921,4.303533032320622,4.390078679694139,1.5281500767520253,1.5358832504285038,26.0762931021468,36.0,-0.0009439622367917298,-0.0014666481614125087,0.0005081861342998841,0.6111111111111112,1.2938138595378663,1.2860114955501007,False,False,False,True,False
transition_full_transition_baseedge_mid_k8_a4_w1.00,369,2.192135074047271,1.8699030303670918,0.3419796192069776,1.5764426348809457,0.0,58.44504673582974,transition_residual,full_transition,edge_mid,8.0,4.0,1.0,8.0,8.0,1.0610173602098762,1.0277741507920126,3.696153126793699,3.411677836667103,1.5791333004707009,1.5868664741471794,27.716552672277565,36.0,-0.0011536566159802478,-0.0013690591482226067,0.000541907083647875,0.5277777777777778,1.2398458453798171,1.2320434813920516,False,False,False,True,False
transition_raw_topology_baseedge_mid_k8_a4_w1.00,369,2.1962167960444425,1.873984752364264,0.3369429140924245,1.5532246527675175,0.0,58.525107713879166,transition_residual,raw_topology,edge_mid,8.0,4.0,1.0,8.0,8.0,1.0471795080996271,1.0184775565516888,3.545878423327731,3.4170617949482107,1.5832150224678725,1.590948196144351,27.79661365032699,36.0,-0.0012147281347163526,-0.0016133455553240276,0.0005865062409497626,0.5555555555555556,1.2825033086010063,1.2747009446132402,False,False,False,True,False
transition_raw_residual_baseedge_mid_k8_a4_w0.65,369,2.202393765203193,1.8801617215230142,0.32486538526946995,1.4975501906324347,0.0,59.13924497333304,transition_residual,raw_residual,edge_mid,8.0,4.0,0.65,8.0,8.0,0.6653430030162577,0.6474675018583083,4.167242779852764,4.245259073255213,1.589391991626623,1.5971251653031016,28.410750909780866,36.0,-0.0013243854584052057,-0.0019054641747972565,0.0005002212256821437,0.5555555555555556,1.3443424002022817,1.3365400362145157,False,False,False,True,False
transition_full_transition_baseedge_mid_k16_a4_w1.00,369,2.2157348003765005,1.8935027566963216,0.3369967935345693,1.5534730238544776,0.0,59.77969341655518,transition_residual,full_transition,edge_mid,16.0,4.0,1.0,16.0,16.0,1.095824112240444,1.0703678230246696,3.599653746543111,3.314107416398432,1.6027330267999305,1.610466200476409,29.051199353003007,36.0,-0.0013991579572475816,-0.0021621256014229765,0.0006168280473311315,0.6111111111111112,1.2682249826737206,1.2604226186859546,False,False,False,True,False
transition_raw_topology_baseedge_mid_k16_a4_w1.00,369,2.2352292189652068,1.9129971752850277,0.3349375575625345,1.5439804482760737,0.0,60.427749999690235,transition_residual,raw_topology,edge_mid,16.0,4.0,1.0,16.0,16.0,1.0841027788026354,1.0642425861912888,3.4345305306678204,3.0820598068044767,1.6222274453886367,1.6299606190651152,29.69925593613806,36.0,-0.0013654737830031162,-0.0018126912506040193,0.0006101104711529105,0.5555555555555556,1.295023397147204,1.287221033159438,False,False,False,True,False
transition_raw_residual_baseedge_mid_k8_a12_w1.00,369,2.2400965741707544,1.9178645304905755,0.3227586835411715,1.4878388094946682,0.0,60.600077451455164,transition_residual,raw_residual,edge_mid,8.0,12.0,1.0,8.0,8.0,0.6653430030162577,0.6474675018583083,2.5003456679116582,2.547155443953128,1.6270948005941843,1.6348279742706628,29.871583387902987,36.0,-0.0013166576071838,-0.0018931669286704343,0.000503315773755812,0.5555555555555556,1.3742666234201968,1.3664642594324308,False,False,False,True,False
transition_raw_residual_baseedge_mid_k16_a24_w1.00,369,2.2713344958321033,1.949102452151925,0.3124920527850164,1.4405121457650754,0.0,61.92350520059969,transition_residual,raw_residual,edge_mid,16.0,24.0,1.0,16.0,16.0,0.7558817883501749,0.7323252168267921,2.151766516160311,2.1950393398470696,1.6583327222555333,1.6660658959320118,31.195011137047516,36.0,-0.0009841431917831105,-0.0014935989067477874,0.000515527545817818,0.5555555555555556,1.3978793565726622,1.3900769925848966,False,False,False,True,False
transition_raw_topology_baseedge_mid_k4_a4_w1.00,369,2.2847772484739237,1.9625452047937444,0.3373926403114687,1.555297780947989,0.0,61.50664891120275,transition_residual,raw_topology,edge_mid,4.0,4.0,1.0,4.0,4.0,1.0114972441380348,0.9827015956524767,3.2046925213969706,3.4056111325039438,1.6717754748973537,1.6795086485738322,30.778154847650576,36.0,-0.000956035132812208,-0.0011531946415946986,0.000558871381926867,0.4722222222222222,1.3845306962428379,1.3767283322550723,False,False,False,True,False
transition_full_transition_baseedge_mid_k4_a4_w1.00,369,2.289492011987999,1.9672599683078202,0.34257265829036765,1.579176400411695,0.0,61.35987893664993,transition_residual,full_transition,edge_mid,4.0,4.0,1.0,4.0,4.0,1.0272773524757826,1.001624551054693,3.2657321655917144,3.332952026482735,1.676490238411429,1.6842234120879076,30.63138487309775,36.0,-0.0011408042728676478,-0.0013483250408552684,0.0005125680921834496,0.5,1.4187902465999902,1.4109878826122246,False,False,False,True,False
transition_topology_baseedge_mid_k8_a4_w1.00,369,2.2987685842397054,1.9765365405595268,0.3400541846591895,1.567566851233825,0.0,62.111997421257506,transition_residual,topology,edge_mid,8.0,4.0,1.0,8.0,8.0,1.0421498575026162,0.9895623153475519,3.195028985049126,3.077289395103332,1.6857668106631354,1.693499984339614,31.38350335770533,36.0,-0.0012134182243891494,-0.0016479622318069734,0.0005735985547841206,0.5555555555555556,1.3880502981548086,1.3802479341670426,False,False,False,True,False
transition_raw_residual_baseedge_mid_k16_a12_w0.65,369,2.303024356569722,1.9807923128895435,0.3109397039674055,1.4333561963375523,0.0,63.278462359855695,transition_residual,raw_residual,edge_mid,16.0,12.0,0.65,16.0,16.0,0.7558817883501749,0.7323252168267921,3.073952165943301,3.1357704854958137,1.690022582993152,1.6977557566696304,32.54996829630352,36.0,-0.0009948343829494005,-0.0015015622843424395,0.0005174543171826625,0.5555555555555556,1.4231119795490605,1.415309615561295,False,False,False,True,False
transition_raw_residual_baseedge_mid_k4_a4_w0.65,369,2.3150040318175513,1.9927719881373729,0.32358966735218225,1.49166944218445,0.0,63.265739292470904,transition_residual,raw_residual,edge_mid,4.0,4.0,0.65,4.0,4.0,0.5705071549240139,0.563372966554511,3.590635784592333,3.6471238507347192,1.7020022582409813,1.7097354319174598,32.53724522891873,36.0,-0.0015027849646272622,-0.002045923257169761,0.0005167375156589257,0.6666666666666666,1.4642440860105,1.4564417220227344,False,False,False,True,False
transition_topology_baseedge_mid_k16_a4_w1.00,369,2.3247670952118593,2.0025350515316807,0.3360726571711491,1.5492129806182238,0.0,63.46109058299693,transition_residual,topology,edge_mid,16.0,4.0,1.0,16.0,16.0,1.0810207959473,1.055867493764832,3.0834109367381175,2.8089155390875393,1.7117653216352893,1.7194984953117678,32.732596519444755,36.0,-0.0012716819733453216,-0.001729898495450956,0.0005862783208138797,0.5833333333333334,1.3649500942890018,1.3571477303012363,False,False,False,True,False
transition_full_transition_baseedge_mid_k16_a12_w1.00,369,2.348717347059242,2.0264853033790633,0.32804448071600906,1.5122050452518465,0.0,64.53358764800355,transition_residual,full_transition,edge_mid,16.0,12.0,1.0,16.0,16.0,1.095824112240444,1.0703678230246696,2.571181247530793,2.3672195831417375,1.735715573482672,1.7434487471591504,33.80509358445137,36.0,-0.001380638276820347,-0.0020337174883086873,0.0006089800989298238,0.5277777777777778,1.393769747286532,1.385967383298766,False,False,False,True,False
transition_full_transition_baseedge_mid_k8_a4_w0.65,369,2.3617876552953847,2.0395556116152056,0.32867499017470886,1.515111540073658,0.0,64.8214385734063,transition_residual,full_transition,edge_mid,8.0,4.0,0.65,8.0,8.0,1.0610173602098762,1.0277741507920126,3.696153126793699,3.411677836667103,1.7487858817188147,1.7565190553952932,34.09294450985412,36.0,-0.0011314456118029761,-0.00141611985508816,0.0005485801871518791,0.5,1.407710074267397,1.399907710279631,False,False,False,True,False
transition_raw_topology_baseedge_mid_k16_a12_w1.00,369,2.3629708589324965,2.0407388152523174,0.32577889739076854,1.5017612587037867,0.0,65.1840741722816,transition_residual,raw_topology,edge_mid,16.0,12.0,1.0,16.0,16.0,1.0841027788026354,1.0642425861912888,2.4532360933341573,2.2014712905746263,1.7499690853559264,1.757702259032405,34.45558010872942,36.0,-0.0013562915109686512,-0.0017969773069926949,0.0006009225754460373,0.5555555555555556,1.413102848754221,1.4053004847664554,False,False,False,True,False
transition_raw_topology_baseedge_mid_k8_a4_w0.65,369,2.3653223265640233,2.0430902828838438,0.32584567811479875,1.502069101553585,0.0,65.05331521978518,transition_residual,raw_topology,edge_mid,8.0,4.0,0.65,8.0,8.0,1.0471795080996271,1.0184775565516888,3.545878423327731,3.4170617949482107,1.7523205529874533,1.7600537266639318,34.324821156233,36.0,-0.0011843878787990958,-0.0015834154602487036,0.0005735419002477288,0.5,1.4328506266993872,1.4250482627116212,False,False,False,True,False
transition_topology_baseedge_mid_k4_a4_w1.00,369,2.3677681772197636,2.0455361335395845,0.3370635059691633,1.5537805519066312,0.0,64.60960073964527,transition_residual,topology,edge_mid,4.0,4.0,1.0,4.0,4.0,1.003983909504755,0.95468657847973,3.016935471476542,3.053352660500447,1.7547664036431936,1.762499577319672,33.8811066760931,36.0,-0.0012125326558317135,-0.001769583344401052,0.0006180532444112357,0.5555555555555556,1.457085832761872,1.4492834687741065,False,False,False,True,False
transition_full_transition_baseedge_mid_k16_a4_w0.65,369,2.3801749427528334,2.0579428990726543,0.3254198787851133,1.5001062704972294,0.0,65.89433997341284,transition_residual,full_transition,edge_mid,16.0,4.0,0.65,16.0,16.0,1.095824112240444,1.0703678230246696,3.599653746543111,3.314107416398432,1.7671731691762633,1.7749063428527418,35.165845909860664,36.0,-0.0013733494277984016,-0.002007891359196633,0.0006070595066846878,0.5277777777777778,1.4237204086442108,1.4159180446564448,False,False,False,True,False
transition_full_transition_baseedge_mid_k8_a12_w1.00,369,2.3875817184252974,2.0653496747451183,0.3263098994562374,1.5042090487128994,0.0,66.00918594693972,transition_residual,full_transition,edge_mid,8.0,12.0,1.0,8.0,8.0,1.0610173602098762,1.0277741507920126,2.2176918760762194,2.047006702000262,1.7745799448487274,1.782313118525206,35.28069188338755,36.0,-0.0011318316611236537,-0.001427529782868065,0.0005492066627816854,0.5,1.432944006348642,1.425141642360876,False,False,False,True,False
transition_raw_topology_baseedge_mid_k8_a12_w1.00,369,2.390984178012047,2.068752134331868,0.32371183834671735,1.492232620671453,0.0,66.24694069884714,transition_residual,raw_topology,edge_mid,8.0,12.0,1.0,8.0,8.0,1.0471795080996271,1.0184775565516888,2.1275270539966384,2.0502370769689264,1.7779824044354768,1.7857155781119554,35.518446635294964,36.0,-0.0011823354670044872,-0.0015838884859997828,0.0005721186577919487,0.5,1.4557075357663214,1.4479051717785554,False,False,False,True,False
transition_raw_topology_baseedge_mid_k16_a4_w0.65,369,2.3932174916387083,2.07098544795853,0.32314639538846296,1.4896260665468166,0.0,66.52469155106722,transition_residual,raw_topology,edge_mid,16.0,4.0,0.65,16.0,16.0,1.0841027788026354,1.0642425861912888,3.4345305306678204,3.0820598068044767,1.7802157180621383,1.7879488917386168,35.796197487515045,36.0,-0.0013528360494716792,-0.0017935373562038054,0.0005984444958291764,0.5555555555555556,1.441365008026474,1.4335626440387084,False,False,False,True,False
transition_raw_residual_baseedge_mid_k4_a12_w1.00,369,2.4034419482231115,2.081209904542933,0.31699400432351166,1.4612650443205788,0.0,67.36881947382801,transition_residual,raw_residual,edge_mid,4.0,12.0,1.0,4.0,4.0,0.5705071549240139,0.563372966554511,1.7953178922961666,1.8235619253673596,1.7904401746465415,1.79817334832302,36.640325410275835,36.0,-0.0014454995616706367,-0.0019743057273628197,0.0005223987552163017,0.6388888888888888,1.52596046899545,1.5181581050076844,False,False,False,True,False
transition_raw_residual_baseedge_mid_k8_a12_w0.65,369,2.4045196902990513,2.0822876466188722,0.3120802843621183,1.4386139937668383,0.0,67.7898235863153,transition_residual,raw_residual,edge_mid,8.0,12.0,0.65,8.0,8.0,0.6653430030162577,0.6474675018583083,2.5003456679116582,2.547155443953128,1.7915179167224813,1.7992510903989598,37.06132952276312,36.0,-0.001277578417610785,-0.0018314779203444434,0.0005178478021646815,0.5555555555555556,1.5044114670448132,1.4966091030570476,False,False,False,True,False
transition_raw_residual_baseedge_mid_k16_a4_w0.35,369,2.406493648492697,2.0842616048125184,0.30577117252959585,1.4095305270266738,0.0,67.96638805961693,transition_residual,raw_residual,edge_mid,16.0,4.0,0.35,16.0,16.0,0.7558817883501749,0.7323252168267921,4.303533032320622,4.390078679694139,1.793491874916127,1.8012250485926056,37.237893996064756,36.0,-0.001033851485568016,-0.0015327648390125418,0.0005243019473058912,0.5555555555555556,1.5051740969758884,1.4973717329881229,False,False,False,True,False
transition_raw_residual_baseedge_mid_k8_a24_w1.00,369,2.4167009601386478,2.094468916458469,0.3112613008583546,1.4348386795665617,0.0,68.36854341697034,transition_residual,raw_residual,edge_mid,8.0,24.0,1.0,8.0,8.0,0.6653430030162577,0.6474675018583083,1.5627160424447861,1.5919721524707047,1.8036991865620777,1.8114323602385562,37.64004935341816,36.0,-0.0012745877708843696,-0.0018265071668674589,0.0005189956987516623,0.5555555555555556,1.5140164171235986,1.506214053135833,False,False,False,True,False
transition_raw_topology_baseedge_mid_k4_a4_w0.65,369,2.4251086528301506,2.102876609149971,0.32558447364225496,1.5008650126435659,0.0,67.58020015800977,transition_residual,raw_topology,edge_mid,4.0,4.0,0.65,4.0,4.0,1.0114972441380348,0.9827015956524767,3.2046925213969706,3.4056111325039438,1.8121068792535806,1.8198400529300591,36.8517060944576,36.0,-0.001033743228957045,-0.0013127466843149487,0.0005655187388550685,0.4722222222222222,1.5019753458401235,1.494172981852358,False,False,False,True,False
transition_topology_baseedge_mid_k16_a12_w1.00,369,2.4273133563101137,2.1050813126299346,0.3266291789481031,1.5056808492973537,0.0,67.75016480734939,transition_residual,topology,edge_mid,16.0,12.0,1.0,16.0,16.0,1.0810207959473,1.055867493764832,2.2024363833843696,2.006368242205385,1.8143115827335436,1.8220447564100222,37.021670743797216,36.0,-0.001278684240400019,-0.0017381567713381622,0.0005801332160100235,0.5833333333333334,1.462514162427115,1.454711798439349,False,False,False,True,False
transition_full_transition_baseedge_mid_k4_a4_w0.65,369,2.42760733602388,2.1053752923437012,0.3302012098405334,1.5221470404844109,0.0,67.39935905347264,transition_residual,full_transition,edge_mid,4.0,4.0,0.65,4.0,4.0,1.0272773524757826,1.001624551054693,3.2657321655917144,3.332952026482735,1.8146055624473099,1.8223387361237884,36.67086498992046,36.0,-0.001169415958828918,-0.0014730844093462077,0.0005275841367133645,0.5,1.524525647430468,1.5167232834427025,False,False,False,True,False
transition_raw_residual_baseedge_mid_k16_a24_w0.65,369,2.429587635310441,2.1073555916302618,0.30466131585942746,1.4044143584739464,0.0,69.06338456068562,transition_residual,raw_residual,edge_mid,16.0,24.0,0.65,16.0,16.0,0.7558817883501749,0.7323252168267921,2.151766516160311,2.1950393398470696,1.8165858617338708,1.8243190354103493,38.33489049713344,36.0,-0.0010434256231846852,-0.0015408210257575952,0.0005259435487495303,0.5555555555555556,1.5234153867606604,1.5156130227728948,False,False,False,True,False
transition_topology_baseedge_mid_k8_a4_w0.65,369,2.4329578424106924,2.110725798730514,0.3277599400064332,1.5108933819808756,0.0,67.87061809644486,transition_residual,topology,edge_mid,8.0,4.0,0.65,8.0,8.0,1.0421498575026162,0.9895623153475519,3.195028985049126,3.077289395103332,1.8199560688341223,1.8276892425106008,37.14212403289268,36.0,-0.0011671253245403627,-0.0016148134695134586,0.0005698022959275567,0.5555555555555556,1.5019059643453838,1.4941036003576182,False,False,False,True,False
transition_raw_residual_baseedge_mid_k8_a4_w0.35,369,2.437154447890191,2.1149224042100125,0.30988271853019944,1.4284837512733588,0.0,69.35238507111688,transition_residual,raw_residual,edge_mid,8.0,4.0,0.35,8.0,8.0,0.6653430030162577,0.6474675018583083,4.167242779852764,4.245259073255213,1.8241526743136212,1.8318858479900997,38.62389100756471,36.0,-0.0012695634195332825,-0.0018180457664009842,0.0005209393216150237,0.5555555555555556,1.5301283721483494,1.5223260081605838,False,False,False,True,False
transition_topology_baseedge_mid_k16_a4_w0.65,369,2.451852021994339,2.12961997831416,0.3239496381270056,1.4933288196586363,0.0,68.94161502619986,transition_residual,topology,edge_mid,16.0,4.0,0.65,16.0,16.0,1.0810207959473,1.055867493764832,3.0834109367381175,2.8089155390875393,1.838850248417769,1.8465834220942474,38.21312096264768,36.0,-0.0012791333785918185,-0.001740398920286029,0.0005783627223994712,0.5833333333333334,1.4861390882752517,1.4783367242874856,False,False,False,True,False
transition_topology_baseedge_mid_k8_a12_w1.00,369,2.453524438306268,2.131292394626089,0.3254933285207492,1.5004448558639418,0.0,68.91159274765734,transition_residual,topology,edge_mid,8.0,12.0,1.0,8.0,8.0,1.0421498575026162,0.9895623153475519,1.917017391029476,1.8463736370619996,1.840522664729698,1.8482558384061765,38.18309868410516,36.0,-0.0011614436420901838,-0.0016103564172411445,0.0005689763232854078,0.5555555555555556,1.5193740793753152,1.5115717153875496,False,False,False,True,False
transition_full_transition_baseedge_mid_k16_a24_w1.00,369,2.456179438932807,2.1339473952526276,0.31841368040517354,1.4678094047945804,0.0,69.48532319459837,transition_residual,full_transition,edge_mid,16.0,24.0,1.0,16.0,16.0,1.095824112240444,1.0703678230246696,1.7998268732715554,1.657053708199216,1.843177665356237,1.8509108390327156,38.75682913104619,36.0,-0.0013507005687743614,-0.0019430015134885615,0.000600710598140654,0.5277777777777778,1.4959497894785883,1.4881474254908227,False,False,False,True,False
transition_raw_topology_baseedge_mid_k16_a24_w1.00,369,2.4663603677131203,2.144128324032941,0.3161747367312934,1.4574884205418155,0.0,70.03914796816179,transition_residual,raw_topology,edge_mid,16.0,24.0,1.0,16.0,16.0,1.0841027788026354,1.0642425861912888,1.7172652653339102,1.5410299034022383,1.8533585941365502,1.8610917678130288,39.31065390460961,36.0,-0.001340251428949106,-0.0017817505035046934,0.0005915674094467395,0.5555555555555556,1.5096703235252473,1.5018679595374818,False,False,False,True,False
transition_full_transition_baseedge_mid_k16_a12_w0.65,369,2.474889961634775,2.1526579179545964,0.31661183857796077,1.4595033534447457,0.0,70.42613869178136,transition_residual,full_transition,edge_mid,16.0,12.0,0.65,16.0,16.0,1.095824112240444,1.0703678230246696,2.571181247530793,2.3672195831417375,1.861888188058205,1.8696213617346835,39.697644628229185,36.0,-0.001343915025047016,-0.0019263625518207547,0.0005987056058622129,0.5277777777777778,1.513692179710846,1.5058898157230804,False,False,False,True,False
transition_topology_baseedge_mid_k4_a4_w0.65,369,2.4784380347957287,2.15620599111555,0.32510396054640295,1.4986499644700044,0.0,69.87534864171768,transition_residual,topology,edge_mid,4.0,4.0,0.65,4.0,4.0,1.003983909504755,0.95468657847973,3.016935471476542,3.053352660500447,1.8654362612191586,1.8731694348956371,39.1468545781655,36.0,-0.0011762788138715223,-0.0016993880977369707,0.0005938112174203183,0.5277777777777778,1.546650275243738,1.5388479112559725,False,False,False,True,False
transition_raw_topology_baseedge_mid_k16_a12_w0.65,369,2.4843801426605108,2.162148098980332,0.3143886733248446,1.4492551038633084,0.0,70.95564615634412,transition_residual,raw_topology,edge_mid,16.0,12.0,0.65,16.0,16.0,1.0841027788026354,1.0642425861912888,2.4532360933341573,2.2014712905746263,1.8713783690839407,1.8791115427604193,40.22715209279194,36.0,-0.0013358966873632013,-0.0017779195357842542,0.0005896483482163724,0.5833333333333334,1.526478681720313,1.5186763177325475,False,False,False,True,False
transition_raw_topology_baseedge_mid_k4_a12_w1.00,369,2.490430219736437,2.1681981760562583,0.31886087013560677,1.4698708403812117,0.0,70.9678549123352,transition_residual,raw_topology,edge_mid,4.0,12.0,1.0,4.0,4.0,1.0114972441380348,0.9827015956524767,1.6023462606984853,1.7028055662519719,1.877428446159867,1.8851616198363454,40.23936084878302,36.0,-0.0010722718035699938,-0.0013936040792607636,0.0005670422620703266,0.5277777777777778,1.5564304930358754,1.5486281290481099,False,False,False,True,False
transition_full_transition_baseedge_mid_k4_a12_w1.00,369,2.4920302542257886,2.1697982105456095,0.3229518317992622,1.4887291758551349,0.0,70.80057913266639,transition_residual,full_transition,edge_mid,4.0,12.0,1.0,4.0,4.0,1.0272773524757826,1.001624551054693,1.6328660827958572,1.6664760132413674,1.8790284806492186,1.886761654325697,40.07208506911421,36.0,-0.0011797617948317923,-0.001524871209886651,0.0005348471414276242,0.5277777777777778,1.5737948995291324,1.5659925355413669,False,False,False,True,False
transition_raw_residual_baseedge_mid_k4_a4_w0.35,369,2.4973364050185913,2.1751043613384127,0.3093606720679487,1.4260772444107876,0.0,72.11085382002952,transition_residual,raw_residual,edge_mid,4.0,4.0,0.35,4.0,4.0,0.5705071549240139,0.563372966554511,3.590635784592333,3.6471238507347192,1.8843346314420213,1.8920678051184998,41.38235975647734,36.0,-0.0013784022686176363,-0.0018929390840288123,0.0005290891099843017,0.6111111111111112,1.591909564011309,1.5841072000235434,False,False,False,True,False
transition_raw_residual_baseedge_mid_k16_a12_w0.35,369,2.4999780101669042,2.177745966486725,0.30155286514995383,1.3900851588619823,0.0,72.50840153458296,transition_residual,raw_residual,edge_mid,16.0,12.0,0.35,16.0,16.0,0.7558817883501749,0.7323252168267921,3.073952165943301,3.1357704854958137,1.8869762365903342,1.8947094102668127,41.77990747103078,36.0,-0.0010743411623589565,-0.001567606636008458,0.0005311649845857574,0.5833333333333334,1.5788283106754077,1.5710259466876422,False,False,False,True,False
transition_full_transition_baseedge_mid_k8_a12_w0.65,369,2.5015102353125007,2.1792781916323216,0.31515204933234303,1.452774081068606,0.0,71.75348242887362,transition_residual,full_transition,edge_mid,8.0,12.0,0.65,8.0,8.0,1.0610173602098762,1.0277741507920126,2.2176918760762194,2.047006702000262,1.8885084617359307,1.8962416354124092,41.02498836532145,36.0,-0.0011415540955188766,-0.0014904163001887905,0.0005513357447962044,0.5555555555555556,1.5429234324938483,1.5351210685060828,False,False,False,True,False
transition_raw_topology_baseedge_mid_k8_a12_w0.65,369,2.504178262135516,2.181946218455337,0.3132395382734963,1.4439578715534347,0.0,71.97276434144531,transition_residual,raw_topology,edge_mid,8.0,12.0,0.65,8.0,8.0,1.0471795080996271,1.0184775565516888,2.1275270539966384,2.0502370769689264,1.891176488558946,1.8989096622354245,41.244270277893136,36.0,-0.0011786252723118512,-0.0015965364710372838,0.0005658225739733392,0.5555555555555556,1.55630166609106,1.5484993021032945,False,False,False,True,False
transition_full_transition_baseedge_mid_k8_a24_w1.00,369,2.5100567530678703,2.1878247093876912,0.3142757207607861,1.4487344200924048,0.0,72.210505100782,transition_residual,full_transition,edge_mid,8.0,24.0,1.0,8.0,8.0,1.0610173602098762,1.0277741507920126,1.386057422547637,1.2793791887501635,1.8970549794913003,1.9047881531677788,41.482011037229825,36.0,-0.0011428129374212164,-0.0014959781135658113,0.0005514464634867542,0.5555555555555556,1.551067818317141,1.5432654543293753,False,False,False,True,False
transition_topology_baseedge_mid_k16_a24_w1.00,369,2.5116477895649343,2.189415745884755,0.3170848899530156,1.4616840049053648,0.0,72.04510627738031,transition_residual,topology,edge_mid,16.0,24.0,1.0,16.0,16.0,1.0810207959473,1.055867493764832,1.5417054683690588,1.4044577695437697,1.8986460159883642,1.9063791896648428,41.31661221382814,36.0,-0.0012755727279734317,-0.0017416785962220697,0.0005734781516920344,0.5833333333333334,1.543688470888052,1.5358861069002865,False,False,False,True,False
transition_raw_topology_baseedge_mid_k8_a24_w1.00,369,2.5126596885308308,2.1904276448506517,0.3124223444981896,1.4401908075648253,0.0,72.42579961313616,transition_residual,raw_topology,edge_mid,8.0,24.0,1.0,8.0,8.0,1.0471795080996271,1.0184775565516888,1.329704408747899,1.2813981731055795,1.8996579149542607,1.9073910886307393,41.69730554958399,36.0,-0.0011787197512228584,-0.0015982549732501974,0.0005653429360348962,0.5555555555555556,1.5638226606310917,1.556020296643326,False,False,False,True,False
transition_raw_residual_baseedge_mid_k4_a12_w0.65,369,2.5136439014398273,2.1914118577596486,0.30801083512709126,1.4198548253419572,0.0,72.96331342153381,transition_residual,raw_residual,edge_mid,4.0,12.0,0.65,4.0,4.0,0.5705071549240139,0.563372966554511,1.7953178922961666,1.8235619253673596,1.9006421278632573,1.9083753015397358,42.234819357981635,36.0,-0.0013663938151308502,-0.0018785884378821165,0.0005303442706246134,0.6111111111111112,1.603424205381378,1.5956218413936125,False,False,False,True,False
transition_full_transition_baseedge_mid_k8_a4_w0.35,369,2.52444152510727,2.202209481427091,0.3128312586414737,1.442075802030208,0.0,72.9860512666569,transition_residual,full_transition,edge_mid,8.0,4.0,0.35,8.0,8.0,1.0610173602098762,1.0277741507920126,3.696153126793699,3.411677836667103,1.9114397515307,1.9191729252071785,42.257557203104724,36.0,-0.0011450876137477617,-0.001505592537675748,0.0005516135425325584,0.5555555555555556,1.564740571908795,1.5569382079210294,False,False,False,True,False
