alpha,fold,n_test,mae,rmse,spearman,pair_acc,pred_min,pred_max
10.0,curve=uniform,1028,0.0008620752263627613,0.0019945384219358553,0.9642891468086698,0.9223053228611373,0.009835952892899513,0.02979741245508194
10.0,random5=0,879,0.0008484308287156965,0.0017086787822619966,0.9523521853534215,0.9094487678843995,0.010450100526213646,0.029590411111712456
10.0,random5=1,825,0.0008530714122935278,0.0014792169788958333,0.9418935565010933,0.9034039423359812,0.009250043891370296,0.02973998710513115
10.0,random5=2,881,0.0007776949331703218,0.0012881241759333613,0.9556830729402481,0.9151403363945929,0.009975142776966095,0.02744912914931774
10.0,random5=3,822,0.0008346688019264738,0.001665337976384818,0.9572752829899469,0.9142254268280033,0.009601269848644733,0.027819864451885223
10.0,random5=4,855,0.0008932702255528202,0.0017534289505415728,0.9423129026795578,0.9043754314075665,0.009856284596025944,0.027780866250395775
10.0,__all_oof__,4262,0.0008410482514635228,0.0015875584090256048,0.9500736585390217,0.909106387346428,0.009250043891370296,0.02973998710513115
100.0,score_name=cell_score,1175,0.0012800688789550254,0.0019834075485342696,0.897594575181916,0.863547724369709,0.010422025807201862,0.025022346526384354
100.0,score_name=identity_phase_score,1029,0.0010600422363974446,0.0016727603736699684,0.9148456427315307,0.8734803537868733,0.010287893936038017,0.0255720354616642
100.0,score_name=memory_conflict_phase_score,1029,0.0010134078760125772,0.0016312661468669664,0.945600879250333,0.8987684011903817,0.010583736933767796,0.02730739116668701
100.0,score_name=route_translator_score,1029,0.0009657245950293993,0.0015883337085520251,0.9210221802769364,0.8797234291159488,0.010802458971738815,0.024609560146927834
100.0,target_group=Q,497,0.0018294575313959394,0.0021548511120224583,-0.14673427271753334,0.4510449795547478,0.007289730943739414,0.01718771457672119
100.0,target_group=Q3S,833,0.005164735702406067,0.00656635473294344,0.6449434920620157,0.7336405716132607,3.164820373058319e-05,0.026093507185578346
100.0,target_group=S,609,0.0010738876545768245,0.0013497633697244313,0.9281755122685174,0.8866725002160574,0.010659284889698029,0.024735117331147194
100.0,target_group=S12,385,0.0005238781816839618,0.0006420805138994705,0.9571567357512953,0.9210362554112554,0.013258831575512886,0.021666694432497025
100.0,target_group=S124,497,0.005732220154802851,0.006518666805229575,0.5002153417981656,0.6768352047770494,0.004092494025826454,0.021731587126851082
100.0,target_group=S2S4,385,0.0009064048165076168,0.0011300750571319165,0.7632029725455892,0.7795454545454545,0.010106613859534264,0.01517826784402132
100.0,target_group=all,1056,0.002046087017019902,0.0032761482041720547,0.8809831422775147,0.8657573298673694,0.01141643151640892,0.025817278772592545
100.0,curve=consistency,1029,0.0008194090104498262,0.0016627308030995062,0.9608273777354456,0.9199479680699406,0.009886231273412704,0.02958063594996929
100.0,curve=score_soft,1176,0.0009130533079594765,0.0013806954477164506,0.9343219051209847,0.8907931683311623,0.009881198406219482,0.02704327180981636
100.0,curve=target_route,1029,0.0007879127747186022,0.0011093129222571917,0.9519748163813792,0.9094772984235384,0.009695068933069706,0.028867274522781372
100.0,curve=uniform,1028,0.0008339551074992707,0.0019703633801192,0.9652535228317233,0.9249593653030836,0.009883757680654526,0.02958574891090393
100.0,random5=0,879,0.0008259523838497112,0.001689278991419954,0.9559628764318306,0.91270365734514,0.010457493364810944,0.02936501055955887
100.0,random5=1,825,0.0008098302183656953,0.0014301905921595356,0.9497380371808546,0.9096469549867608,0.009563317522406578,0.02959119714796543
100.0,random5=2,881,0.0007602197432536404,0.0012755309066840444,0.9588333414059049,0.9183314415437004,0.010446656495332718,0.027515355497598648
100.0,random5=3,822,0.0008133629517411716,0.0016360596305677636,0.9600664895215892,0.9165992454753713,0.009755758568644524,0.027015963569283485
100.0,random5=4,855,0.0008651651031325491,0.0017201552845967551,0.9473957799355138,0.9082622081493574,0.009832167066633701,0.027215877547860146
100.0,__all_oof__,4262,0.0008146823507441635,0.0015590489014878713,0.9544161190852076,0.9127854965982529,0.009563317522406578,0.02959119714796543
1000.0,score_name=cell_score,1175,0.0010517894653516765,0.0018511614845897525,0.939134223119093,0.8956998554487974,0.010914159938693047,0.02464248612523079
1000.0,score_name=identity_phase_score,1029,0.001059024786605817,0.0017588676704647424,0.9106388056768872,0.8710942965290619,0.010993776842951775,0.025026828050613403
1000.0,score_name=memory_conflict_phase_score,1029,0.001148082708979318,0.0018092024478237833,0.9465877890684706,0.901366216303086,0.011004134081304073,0.024874456226825714
1000.0,score_name=route_translator_score,1029,0.0008942041217448428,0.0015400574638708374,0.9315895066640394,0.8879082483465871,0.010908635333180428,0.024505270645022392
1000.0,target_group=Q,497,0.0017803430730079224,0.0020719368746495693,-0.11373614794089057,0.45992081521386385,0.00811145268380642,0.01374505739659071
1000.0,target_group=Q3S,833,0.002028507055442138,0.002970102964251754,0.724409720999634,0.7830160910518054,0.006773039698600769,0.02603815868496895
1000.0,target_group=S,609,0.0008687036638360208,0.0011774546387634125,0.9143630167844709,0.8797856710742373,0.011079153046011925,0.024970833212137222
1000.0,target_group=S12,385,0.0006562285905777771,0.0007794195180938407,0.9545385152412355,0.9171536796536797,0.013284195214509964,0.021279899403452873
1000.0,target_group=S124,497,0.0019562235557254062,0.002308728341459606,0.7982241486227901,0.8102648146946193,0.011595116928219795,0.022970926016569138
1000.0,target_group=S2S4,385,0.0006255543018858829,0.0007989002113681018,0.7404725455891258,0.7637716450216451,0.010733495466411114,0.015206484124064445
1000.0,target_group=all,1056,0.00199423157559947,0.003405933892192599,0.8830293274723768,0.8703728304813333,0.01207385677844286,0.02460869774222374
1000.0,curve=consistency,1029,0.0008202605368989946,0.0017027061471002664,0.9629630115050818,0.9209708341368787,0.01059425063431263,0.027659498155117035
1000.0,curve=score_soft,1176,0.0008727303626909068,0.0013736141279843365,0.9447742020215956,0.8987349833550441,0.010586431249976158,0.02644243650138378
1000.0,curve=target_route,1029,0.0007405853494628388,0.0010651900525152221,0.9545138620810957,0.9131792794938988,0.010390832088887691,0.026920907199382782
1000.0,curve=uniform,1028,0.0008510426575556775,0.0019941758805861153,0.9649235808826178,0.9237071725449634,0.010601699352264404,0.027674628421664238
1000.0,random5=0,879,0.0008430410279999512,0.0017202315403445816,0.9576175509595397,0.913221951845258,0.010981536470353603,0.027465444058179855
1000.0,random5=1,825,0.0008045104918627645,0.0014318046931886166,0.9542077751111816,0.9112003530450132,0.010406787507236004,0.027647558599710464
1000.0,random5=2,881,0.0007715256678373011,0.0012929970660070548,0.9584359076413559,0.9156665978743164,0.010850993916392326,0.026893818750977516
1000.0,random5=3,822,0.0008114206679551917,0.0016454307399996456,0.9601197905496456,0.915307129457578,0.010478807613253593,0.025781851261854172
1000.0,random5=4,855,0.0008668336238731175,0.0017126620976159915,0.9499625615286877,0.9078732565656124,0.010495346039533615,0.026570450514554977
1000.0,__all_oof__,4262,0.0008194741600736937,0.0015695021882360185,0.956011736310181,0.9122179972725232,0.010406787507236004,0.027647558599710464
