file,resolved_path,candidate_id,family,op,k,alpha,changed_cells_vs_h012,changed_rows_vs_h012,max_abs_prob_vs_h012,mean_abs_prob_vs_h012,rollback_cells,predicted_coeff_gain,pre_state_a100,pre_state_a10,pre_geometry_a100,pre_geometry_a10,full_state_a100,full_geometry_a100,pre_state_mean,pre_geometry_mean,full_state_mean,full_geometry_mean,pre_state_margin_vs_h012_pred,h033_action_score
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k50_a0.4_5500f19e.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k50_a0.4_5500f19e.csv,negative_combo_rollback_add_k50_a0.4,negative_combo,rollback_add,50,0.4,100,87,0.018311432925289473,0.00025096319501986597,100,-3.5637452881515825,0.5854100286264912,0.5887660595318627,0.5613235562060493,0.5489313426176383,0.5772042439178247,0.5694418006157009,0.5870880440791769,0.5551274494118439,0.5772042439178247,0.5694418006157009,0.02264755090522519,0.583879035657138
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k25_a0.1_0e0ef35a.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k25_a0.1_0e0ef35a.csv,negative_add_add_k25_a0.1,negative_add,add,25,0.1,25,25,0.00015836783472444882,1.1115506791093172e-06,25,-3.030184808441301,0.5869685328526274,0.5885972419963652,0.5611302672781392,0.5487126800516757,0.5800034517054012,0.5692191173073273,0.5877828874244964,0.5549214736649075,0.5800034517054012,0.5692191173073273,0.02334239425054463,0.5844923850657232
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k25_a0.25_3515b990.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k25_a0.25_3515b990.csv,negative_add_add_k25_a0.25,negative_add,add,25,0.25,25,25,0.00039592043101555063,2.7787619699633267e-06,25,-3.030184808441301,0.5869685348301835,0.5885972291944185,0.5611375680135654,0.5487167980542833,0.5800034779657274,0.5692351600882718,0.587782882012301,0.5549271830339244,0.5800034779657274,0.5692351600882718,0.02334238883834927,0.584493806995782
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k25_a0.4_a5649842.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k25_a0.4_a5649842.csv,negative_add_add_k25_a0.4,negative_add,add,25,0.4,25,25,0.0006334739450266635,4.445835343753566e-06,25,-3.030184808441301,0.5869685368076495,0.5885972163930955,0.5611414498374021,0.5487201885660323,0.5800035042247887,0.5692432882060029,0.5877828766003725,0.5549308192017173,0.5800035042247887,0.5692432882060029,0.02334238342642081,0.5844947106258018
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k25_a0.7_22d3fe8c.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k25_a0.7_22d3fe8c.csv,negative_add_add_k25_a0.7,negative_add,add,25,0.7,25,25,0.001108583297236787,7.779567244591596e-06,25,-3.030184808441301,0.5869685407622984,0.5885971907923052,0.5611461765328883,0.5487243929996672,0.5800035567391154,0.569250225438028,0.5877828657773019,0.5549352847662778,0.5800035567391154,0.569250225438028,0.023342372603350148,0.5844958161938713
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k80_a0.1_5c2ab66e.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k80_a0.1_5c2ab66e.csv,negative_rollback_rollback_k80_a0.1,negative_rollback,rollback,80,0.1,80,73,0.007573831826545807,0.00010563280488941976,80,-0.09291991429078339,0.5860345949050518,0.5902564385443435,0.5612515624332117,0.5488219162984281,0.5775265604980901,0.5693861225227645,0.5881455167246976,0.55503673936582,0.5775265604980901,0.5693861225227645,0.023705023550745885,0.5849058307911527
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k80_a0.25_989959ed.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k80_a0.25_989959ed.csv,negative_rollback_rollback_k80_a0.25,negative_rollback,rollback,80,0.25,80,73,0.01894951524872024,0.0002649648470887527,80,-0.09291991429078339,0.5860341867406827,0.5902572086807184,0.5613268724821612,0.5489437251780316,0.5775233839071886,0.5694199502042857,0.5881456977107006,0.5551352988300964,0.5775233839071886,0.5694199502042857,0.023705204536748847,0.5849306516432247
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k80_a0.4_55c07d54.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k80_a0.4_55c07d54.csv,negative_rollback_rollback_k80_a0.4,negative_rollback,rollback,80,0.4,80,73,0.03033265942806329,0.000425369890318569,80,-0.09291991429078339,0.5860337763388122,0.5902579830388742,0.5614023638059163,0.5490657325654958,0.5775201899026532,0.5694540038231127,0.5881458796888432,0.5552340481857061,0.5775201899026532,0.5694540038231127,0.023705386514891513,0.5849555209602698
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k80_a0.6_b156d0da.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k80_a0.6_b156d0da.csv,negative_rollback_rollback_k80_a0.6,negative_rollback,rollback,80,0.6,80,73,0.045501405569298325,0.0006409355509034776,80,-0.09291991429078339,0.5860332256238453,0.5902590221438526,0.5615032836297641,0.5492286960578431,0.5775159038936705,0.569499748590164,0.588146123883849,0.5553659898438036,0.5775159038936705,0.569499748590164,0.023705630709897285,0.5849887505697999
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k80_a0.1_e50b4800.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k80_a0.1_e50b4800.csv,negative_combo_rollback_add_k80_a0.1,negative_combo,rollback_add,80,0.1,160,126,0.007573831826545807,0.00012012384962512636,160,-3.7630520167682167,0.586357454740199,0.5903414360359339,0.5613122499669623,0.5488486555938948,0.5780592446390642,0.5695017018195236,0.5883494453880664,0.5550804527804285,0.5780592446390642,0.5695017018195236,0.02390895221411471,0.5851526878081735
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k80_a0.25_e27e93c4.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k80_a0.25_e27e93c4.csv,negative_combo_rollback_add_k80_a0.25,negative_combo,rollback_add,80,0.25,160,126,0.01894951524872024,0.00030118192730173006,160,-3.7630520167682167,0.5863570791188722,0.590342056123615,0.5613986610184365,0.5489771489084553,0.5780564321368765,0.5695525625704834,0.5883495676212436,0.5551879049634458,0.5780564321368765,0.5695525625704834,0.023909074447291845,0.585179673087105
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k80_a0.4_400be89b.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k80_a0.4_400be89b.csv,negative_combo_rollback_add_k80_a0.4,negative_combo,rollback_add,80,0.4,160,126,0.03033265942806329,0.0004833002111246653,160,-3.7630520167682167,0.5863567016822001,0.5903426792081262,0.5614792089820555,0.5491042675464263,0.5780536060421118,0.5695942944315221,0.5883496904451632,0.5552917382642408,0.5780536060421118,0.5695942944315221,0.023909197271211435,0.5852057542362233
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k10_a0.1_e17affa9.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k10_a0.1_e17affa9.csv,negative_combo_rollback_add_k10_a0.1,negative_combo,rollback_add,10,0.1,20,20,0.0018985403156240865,9.299805286122716e-06,20,-2.3934596402055264,0.5873953249777648,0.590791762139086,0.5611384819967377,0.5487264807476299,0.5822456873493642,0.5692233695385496,0.5890935435584255,0.5549324813721838,0.5822456873493642,0.5692233695385496,0.02465305038447374,0.5858037931264715
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k10_a0.25_5db827be.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k10_a0.25_5db827be.csv,negative_combo_rollback_add_k10_a0.25,negative_combo,rollback_add,10,0.25,20,20,0.004740808013187658,2.32293361755121e-05,20,-2.3934596402055264,0.5873953079335568,0.5907918855577488,0.5611508533444944,0.5487454176330292,0.5822454648396178,0.5692330710757081,0.5890935967456528,0.5549481354887618,0.5822454648396178,0.5692330710757081,0.02465310357170103,0.5858077598428432
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k10_a0.4_0522dd16.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k10_a0.4_0522dd16.csv,negative_combo_rollback_add_k10_a0.4,negative_combo,rollback_add,10,0.4,20,20,0.007576268576063194,3.713415607841286e-05,20,-2.3934596402055264,0.5873952908832143,0.5907920090208358,0.5611632143273761,0.548764341525727,0.582245242249777,0.569242763237878,0.5890936499520251,0.5549637779265515,0.582245242249777,0.569242763237878,0.024653156778073337,0.585811723658663
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k10_a0.1_29c5ea46.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k10_a0.1_29c5ea46.csv,negative_rollback_rollback_k10_a0.1,negative_rollback,rollback,10,0.1,10,10,0.0018985403156240865,9.096406199682232e-06,10,-0.030049598620922432,0.5875440597706392,0.5910413407110467,0.5611373410265816,0.5487262897558027,0.5823703014069299,0.5692219101712248,0.589292700240843,0.5549318153911922,0.5823703014069299,0.5692219101712248,0.024852207066891285,0.5859987833136411
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k10_a0.25_d097aefc.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k10_a0.25_d097aefc.csv,negative_rollback_rollback_k10_a0.25,negative_rollback,rollback,10,0.25,10,10,0.004740808013187658,2.2720827414149555e-05,10,-0.030049598620922432,0.5875440424800997,0.5910414662497083,0.5611475409430293,0.5487440336692697,0.5823700747934458,0.5692257740979795,0.589292754364904,0.5549457873061495,0.5823700747934458,0.5692257740979795,0.024852261190952296,0.5860023304164413
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k10_a0.4_34067b4f.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k10_a0.4_34067b4f.csv,negative_rollback_rollback_k10_a0.4,negative_rollback,rollback,10,0.4,10,10,0.007576268576063194,3.6320524396861876e-05,10,-0.030049598620922432,0.587544025183186,0.5910415918346593,0.5611577304955764,0.5487617645903479,0.5823698480964035,0.5692296286510339,0.5892928085089226,0.5549597475429622,0.5823698480964035,0.5692296286510339,0.024852315334970898,0.5860058746196631
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k10_a0.6_b940de08.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k10_a0.6_b940de08.csv,negative_rollback_rollback_k10_a0.6,negative_rollback,rollback,10,0.6,10,10,0.011345993937406429,5.441403216069759e-05,10,-0.030049598620922432,0.587544002110711,0.5910417593533104,0.5611713001155231,0.5487853851683541,0.5823695457036216,0.5692347532208878,0.5892928807320107,0.5549783426419386,0.5823695457036216,0.5692347532208878,0.024852387558058964,0.5860105956174954
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k120_a0.1_95236e44.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k120_a0.1_95236e44.csv,negative_rollback_rollback_k120_a0.1,negative_rollback,rollback,120,0.1,120,101,0.007787325408318613,0.00017439829171312602,120,-0.11991600459087993,0.5875232193047139,0.591999026168087,0.5613081464105689,0.5488639776442186,0.5781456534748546,0.5694694866247603,0.5897611227364004,0.5550860620273937,0.5781456534748546,0.5694694866247603,0.025320629562448627,0.5865497674682488
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k120_a0.25_b86b8a8c.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k120_a0.25_b86b8a8c.csv,negative_rollback_rollback_k120_a0.25,negative_rollback,rollback,120,0.25,120,101,0.01993261464225682,0.0004374178218865032,120,-0.11991600459087993,0.5875226264126361,0.5920005607965283,0.5614080325052289,0.5490247554397557,0.5781405884748465,0.569517024127297,0.5897615936045821,0.5552163939724923,0.5781405884748465,0.569517024127297,0.025321100430630405,0.5865828213227052
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k120_a0.4_38beab46.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k120_a0.4_38beab46.csv,negative_rollback_rollback_k120_a0.4,negative_rollback,rollback,120,0.4,120,101,0.03263765775054661,0.0007021509818274816,120,-0.11991600459087993,0.5875220282093145,0.5920021091724714,0.5615086104270293,0.5491863803550379,0.5781354781015761,0.569565157806365,0.589762068690893,0.5553474953910336,0.5781354781015761,0.569565157806365,0.025321575516941253,0.5866160717636514
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k120_a0.6_bc3f2e61.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k120_a0.6_bc3f2e61.csv,negative_rollback_rollback_k120_a0.6,negative_rollback,rollback,120,0.6,120,101,0.05044804480098075,0.0010578002801350907,120,-0.11991600459087993,0.5875212222188575,0.5920041953799363,0.5616437885375771,0.549403196245841,0.578128592629795,0.5696302613763371,0.5897627087993969,0.5555234923917091,0.578128592629795,0.5696302613763371,0.02532221562544512,0.5866607111223241
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k80_a0.1_035ed6f0.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k80_a0.1_035ed6f0.csv,negative_add_add_k80_a0.1,negative_add,add,80,0.1,80,68,0.0014965881595107033,1.449104473571748e-05,80,-3.6701321024774334,0.5891024065585201,0.591064394713841,0.5611850069437357,0.5487433684903281,0.582588036902383,0.5693235546759627,0.5900834006361806,0.5549641877170319,0.582588036902383,0.5693235546759627,0.02564290746222886,0.5868255767904386
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k80_a0.25_9434b699.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k80_a0.25_9434b699.csv,negative_add_add_k80_a0.25,negative_add,add,80,0.25,80,68,0.003741729044629216,3.621708021298829e-05,80,-3.6701321024774334,0.5891024385914547,0.5910642461894756,0.5612029193120159,0.5487619148251984,0.5825883963187445,0.5693470607811351,0.5900833423904652,0.5549824170686072,0.5825883963187445,0.5693470607811351,0.025642849216513497,0.586830075882617
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k80_a0.4_eb79b15d.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k80_a0.4_eb79b15d.csv,negative_add_add_k80_a0.4,negative_add,add,80,0.4,80,68,0.00598709984109147,5.793032080610719e-05,80,-3.6701321024774334,0.5891024706039021,0.5910640977601019,0.5612147875367659,0.5487788882456326,0.5825887555052343,0.569356689499228,0.5900832841820021,0.5549968378911992,0.5825887555052343,0.569356689499228,0.025642791008050336,0.5868336228798019
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k80_a0.7_1f2c20ca.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_add_add_k80_a0.7_1f2c20ca.csv,negative_add_add_k80_a0.7,negative_add,add,80,0.7,80,68,0.010478168926575715,0.00010131771408094603,80,-3.6701321024774334,0.589102534567414,0.5910638011859662,0.5612354795514609,0.5488102504762725,0.582589473189478,0.5693702371616409,0.5900831678766901,0.5550228650138667,0.582589473189478,0.5693702371616409,0.0256426747027384,0.5868400133551568
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k120_a0.1_5c18a64c.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k120_a0.1_5c18a64c.csv,negative_combo_rollback_add_k120_a0.1,negative_combo,rollback_add,120,0.1,240,158,0.007787325408318613,0.00020683698012836222,240,-3.901665277583735,0.5885600963396509,0.5930527145367509,0.56141721540088,0.5489205120436906,0.5790856184471892,0.5696409673371813,0.590806405438201,0.5551688637222854,0.5790856184471892,0.5696409673371813,0.026365912264249225,0.5876637505937723
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k120_a0.25_45b60ff6.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k120_a0.25_45b60ff6.csv,negative_combo_rollback_add_k120_a0.25,negative_combo,rollback_add,120,0.25,240,158,0.01993261464225682,0.0005185099299031207,240,-3.901665277583735,0.5885595882592888,0.5930538000777407,0.5615324126692379,0.549092983158988,0.5790814886798166,0.5697092783396482,0.5908066941685147,0.555312697914113,0.5790814886798166,0.5697092783396482,0.026366200994562994,0.587699997872043
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k120_a0.4_2f7f60da.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k120_a0.4_2f7f60da.csv,negative_combo_rollback_add_k120_a0.4,negative_combo,rollback_add,120,0.4,240,158,0.03263765775054661,0.0008318904296274849,240,-3.901665277583735,0.5885590763465943,0.5930548938067134,0.5616420747866213,0.5492652361552655,0.5790773277625691,0.5697672721006068,0.5908069850766539,0.5554536554709434,0.5790773277625691,0.5697672721006068,0.026366491902702127,0.5877355281693897
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k180_a0.1_e272943d.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k180_a0.1_e272943d.csv,negative_rollback_rollback_k180_a0.1,negative_rollback,rollback,180,0.1,180,138,0.007787325408318613,0.00027509286775155697,180,-0.15055781708458627,0.5885369538171511,0.5936620037546378,0.5613891297948217,0.548921326453934,0.5784313110782437,0.5695895725156014,0.5910994787858945,0.5551552281243779,0.5784313110782437,0.5695895725156014,0.026658985611942798,0.5879294150419889
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k180_a0.25_21304e98.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k180_a0.25_21304e98.csv,negative_rollback_rollback_k180_a0.25,negative_rollback,rollback,180,0.25,180,138,0.01993261464225682,0.0006897391572319138,180,-0.15055781708458627,0.5885361152828891,0.5936648228611966,0.5615184748582628,0.5491275013407607,0.5784235042956218,0.569656748227477,0.5911004690720428,0.5553229880995117,0.5784235042956218,0.569656748227477,0.026659975898091104,0.5879723453219207
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k180_a0.4_e63e1df2.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k180_a0.4_e63e1df2.csv,negative_rollback_rollback_k180_a0.4,negative_rollback,rollback,180,0.4,180,138,0.03263765775054661,0.0011067774673414286,180,-0.15055781708458627,0.5885352652487265,0.5936676806297956,0.5616484902600842,0.5493345242329644,0.5784155904485339,0.5697244944142023,0.591101472939261,0.5554915072465243,0.5784155904485339,0.5697244944142023,0.026660979765309234,0.588015478975892
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k180_a0.6_31383a0f.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_rollback_rollback_k180_a0.6_31383a0f.csv,negative_rollback_rollback_k180_a0.6,negative_rollback,rollback,180,0.6,180,138,0.05044804480098075,0.0016665074720789122,180,-0.15055781708458627,0.5885341135684505,0.5936715525162118,0.5618228792341368,0.5496118661560886,0.5784048682658292,0.5698157011007235,0.5911028330423311,0.5557173726951127,0.5784048682658292,0.5698157011007235,0.026662339868379403,0.5880733054411093
