file,resolved_path,candidate_id,family,op,k,alpha,changed_cells_vs_h012,changed_rows_vs_h012,max_abs_prob_vs_h012,mean_abs_prob_vs_h012,rollback_cells,predicted_coeff_gain
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k25_a0.1_fe1c04f5.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k25_a0.1_fe1c04f5.csv,negative_combo_rollback_add_k25_a0.1,negative_combo,rollback_add,25,0.1,50,46,0.002247478726189911,2.5158731006999516e-05,50,-3.0773590349098745
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k25_a0.25_47e6079e.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k25_a0.25_47e6079e.csv,negative_combo_rollback_add_k25_a0.25,negative_combo,rollback_add,25,0.25,50,46,0.005603381952603348,6.288361984248708e-05,50,-3.0773590349098745
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k25_a0.4_9b8964bc.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k25_a0.4_9b8964bc.csv,negative_combo_rollback_add_k25_a0.4,negative_combo,rollback_add,25,0.4,50,46,0.00894069008782783,0.00010059123506795578,50,-3.0773590349098745
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k50_a0.1_f02c3120.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k50_a0.1_f02c3120.csv,negative_combo_rollback_add_k50_a0.1,negative_combo,rollback_add,50,0.1,100,87,0.0044885082594405545,6.245591537945176e-05,100,-3.5637452881515825
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k50_a0.25_182b539b.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k50_a0.25_182b539b.csv,negative_combo_rollback_add_k50_a0.25,negative_combo,rollback_add,50,0.25,100,87,0.011333212791762692,0.00015649653730545504,100,-3.5637452881515825
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k50_a0.4_5500f19e.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k50_a0.4_5500f19e.csv,negative_combo_rollback_add_k50_a0.4,negative_combo,rollback_add,50,0.4,100,87,0.018311432925289473,0.00025096319501986597,100,-3.5637452881515825
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k80_a0.1_e50b4800.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k80_a0.1_e50b4800.csv,negative_combo_rollback_add_k80_a0.1,negative_combo,rollback_add,80,0.1,160,126,0.007573831826545807,0.00012012384962512636,160,-3.7630520167682167
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k80_a0.25_e27e93c4.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k80_a0.25_e27e93c4.csv,negative_combo_rollback_add_k80_a0.25,negative_combo,rollback_add,80,0.25,160,126,0.01894951524872024,0.00030118192730173006,160,-3.7630520167682167
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k80_a0.4_400be89b.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k80_a0.4_400be89b.csv,negative_combo_rollback_add_k80_a0.4,negative_combo,rollback_add,80,0.4,160,126,0.03033265942806329,0.0004833002111246653,160,-3.7630520167682167
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k120_a0.1_5c18a64c.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k120_a0.1_5c18a64c.csv,negative_combo_rollback_add_k120_a0.1,negative_combo,rollback_add,120,0.1,240,158,0.007787325408318613,0.00020683698012836222,240,-3.901665277583735
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k120_a0.25_45b60ff6.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k120_a0.25_45b60ff6.csv,negative_combo_rollback_add_k120_a0.25,negative_combo,rollback_add,120,0.25,240,158,0.01993261464225682,0.0005185099299031207,240,-3.901665277583735
hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k120_a0.4_2f7f60da.csv,/Users/kbsoo/Downloads/cl2/hitl/h033_phase_lock_contrast_jepa/submission_h033_negative_combo_rollback_add_k120_a0.4_2f7f60da.csv,negative_combo_rollback_add_k120_a0.4,negative_combo,rollback_add,120,0.4,240,158,0.03263765775054661,0.0008318904296274849,240,-3.901665277583735
