equation_set,anchor_file,include_h012,prior_name,support_name,ridge_mult,floor,gain,power,n_equations,loo_mae,loo_rmse,loo_p90_abs,loo_spearman,loo_pearson,known_fit_mae,h012_loo_pred_delta,h012_loo_err,h012_external_pred_delta,h012_external_err,q_mean,q_std,q_l1_from_prior,q_l1_from_anchor,q_extreme_rate,allowance_top200_mass,allowance_ess,h030_config_score
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,joint_vector_cell,0.0001,0.25,4.0,0.7,18,0.00010534330708519521,0.00018479536770420516,0.00030876852353078227,0.981424148606811,0.9928612014230283,1.603095411098515e-05,,,-0.00763067510170296,0.0004047911982970002,0.5988741792645467,0.22590077852176726,0.009631483349006865,0.03277853887938319,0.032,0.17943841395567442,1500.1453127443742,0.0004401378590594945
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,h012_support,0.0001,0.05,16.0,1.6,18,7.422850142689004e-05,0.0001356677917999716,0.0002493075895559705,0.9876160990712075,0.9962954756003539,2.7798527160818e-05,,,-0.0075314912982131395,0.000503975001786821,0.5989588436953065,0.22557979441491666,0.0079888476657391,0.03113302962565106,0.032,0.2711183987962484,1083.7376812472796,0.0004401698169369867
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,h012,joint_vector_cell,0.0001,0.1,9.0,1.0,19,0.00012458082112159108,0.0002109403464827448,0.00036332183441163235,0.9771929824561404,0.9967330959668385,4.575562017873617e-05,-0.007706337144631679,0.00032912915536828166,-0.007245711457609438,0.0007897548423905221,0.5988798400127395,0.2263407806508659,0.01034223334087011,0.03333389673471026,0.018285714285714287,0.21323289447757354,1327.15904520305,0.0004406224827917579
e247_post_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,True,good_soft,joint_vector_cell,0.0001,0.05,16.0,1.6,19,0.00015174391454475284,0.0002530612647261409,0.0003743746360912605,0.9771929824561404,0.995180623750953,3.888247190133108e-05,-0.007756557893185265,0.00027890840681469523,-0.00738317636476443,0.0006522899352355309,0.5990010997137453,0.22652981197950253,0.01384961550635889,0.03278596909784071,0.02057142857142857,0.2692336338189745,1094.3097849218514,0.000441221130578884
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,h012_posterior,0.0001,0.05,16.0,1.6,18,7.400292361911294e-05,0.00013524774447457665,0.000248687299834533,0.9876160990712075,0.9963191916135057,2.7796232061052628e-05,,,-0.007527416370961534,0.000508049929038426,0.5989460296924869,0.2255752567452098,0.008013512723497115,0.03115817086745754,0.032,0.26923363373214243,1094.3097843976714,0.0004422517824959623
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,h012_support,1e-05,0.1,9.0,1.0,18,8.344480502579724e-05,0.00014945710832294702,0.00027386175785597586,0.981424148606811,0.9954294193107031,2.6494827370203464e-05,,,-0.0075570039953838306,0.0004784623046161299,0.5988597711488152,0.22578731796011609,0.008649550319296548,0.03179660584967287,0.032,0.21323289447757351,1337.1908054168284,0.0004469268549863872
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,exact_support_plus_identity,3e-05,0.05,16.0,1.6,18,8.572601831990481e-05,0.00015513057751662853,0.0002841637659385477,0.981424148606811,0.995031606109047,2.2841842708390544e-05,,,-0.007568688679341429,0.00046677762065853133,0.5988396294709637,0.22576604751758814,0.009020901037732695,0.032167956568109016,0.03142857142857143,0.2005349406811787,1234.555926168802,0.00044727912815347023
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,public_cell_weight,0.0001,0.05,16.0,1.6,18,9.366748805765226e-05,0.0001618202727591197,0.00028243221343809174,0.9731682146542827,0.9945085419993043,2.326083212302085e-05,,,-0.007580148040673182,0.0004553182593267785,0.5989787625652829,0.22615244347509034,0.008154387518203035,0.03107562709857716,0.03257142857142857,0.2692336337855199,1094.309784260434,0.00044764525254558046
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,h012_posterior,1e-05,0.1,9.0,1.0,18,8.285484218312012e-05,0.00014834652024893293,0.00027219011947958395,0.981424148606811,0.9955004747966102,2.64649858368534e-05,,,-0.007552314997558376,0.00048315130244158417,0.598845553547623,0.2257833270968577,0.008677998380104756,0.031825053910481085,0.03142857142857143,0.21323289447757354,1327.1590444849228,0.0004484653396232399
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,no_h012_combo,1e-05,0.1,9.0,1.0,18,9.957161953268863e-05,0.0001763890072634221,0.00030243460156545123,0.981424148606811,0.9935106597664882,2.138682876626848e-05,,,-0.007599319831421915,0.0004361464685780454,0.598843530068467,0.22587022450743896,0.009256423803164293,0.03240347933354062,0.03142857142857143,0.18478239111340247,1549.0509168097662,0.0004512634401087352
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,identity_combo,1e-05,0.1,9.0,1.0,18,9.475494723342625e-05,0.0001687326020223092,0.0002998621414270091,0.981424148606811,0.9940833577890072,2.2705813909821844e-05,,,-0.007588055900376912,0.0004474103996230487,0.5988446725462669,0.2258457821525441,0.009108990166117877,0.0322560456964942,0.032,0.18656043801405775,1549.1547322979866,0.0004523534699125818
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,memory_public_combo,1e-05,0.05,16.0,1.6,18,9.077042856851396e-05,0.0001670133110750869,0.00029860975864447794,0.9731682146542827,0.9941741988674891,2.1013995739987938e-05,,,-0.007580726778696717,0.00045473952130324364,0.5986323332699947,0.22528425908250754,0.009195867107246326,0.03234282201268472,0.03142857142857143,0.22698786932023213,1351.0602181704842,0.00045326966320465684
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,public_cell_weight,1e-05,0.1,9.0,1.0,18,9.891380214581518e-05,0.00017045029883747484,0.00029890319977352085,0.981424148606811,0.9939083415297182,2.333949786463216e-05,,,-0.007590585009718991,0.00044488129028096967,0.5988888566748459,0.2261900944507338,0.008751610911199432,0.03182776287750487,0.030857142857142857,0.21323289447757351,1327.1590448439867,0.0004543409858432008
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,h012_support,3e-05,0.1,9.0,1.0,18,8.327811370246452e-05,0.00014938237752516568,0.00027335997943648925,0.981424148606811,0.9954364581607591,2.639084908674361e-05,,,-0.007544712980543265,0.0004907533194566955,0.5988665183449651,0.22572264359321123,0.008611717754923132,0.031758773285299455,0.03142857142857143,0.21323289447757351,1337.1908054168284,0.00045447334517870457
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,h012_posterior,3e-05,0.1,9.0,1.0,18,8.26780038322493e-05,0.00014828119668938662,0.00027169937497436897,0.981424148606811,0.9955068581545894,2.636398066469046e-05,,,-0.007540045006357878,0.0004954212936420822,0.5988530739380433,0.22571808814638739,0.008641067763919987,0.03178812329429631,0.03142857142857143,0.21323289447757354,1327.1590444849228,0.0004559940860748246
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,good_soft,joint_vector_cell,0.0001,0.05,16.0,1.6,18,0.00014480749598287657,0.0002523562183839325,0.000417098959679841,0.9731682146542827,0.9867652640295899,6.15398063842487e-06,,,-0.007756557893185265,0.00027890840681469523,0.599033391826067,0.22655753175361687,0.013728227968850204,0.032664814282231905,0.030857142857142857,0.2692336338189745,1094.3097849218514,0.0004581855667709128
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,no_h012_combo,3e-05,0.1,9.0,1.0,18,9.957971977764843e-05,0.00017622086571270125,0.00030292796258984684,0.981424148606811,0.9935243063111524,2.130726383201541e-05,,,-0.00758706610656543,0.0004484001934345304,0.598852759426,0.2258029260728243,0.009212952086333815,0.03236000761671014,0.03142857142857143,0.18478239111340247,1549.0509168097662,0.00045950781007382784
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,identity_combo,3e-05,0.1,9.0,1.0,18,9.470414548143184e-05,0.00016859433806678514,0.00030041026413724466,0.981424148606811,0.9940946814100929,2.2622095381962444e-05,,,-0.007575895434380127,0.00045957086561983305,0.5988535856412512,0.22577923341011835,0.009066681938634556,0.03221373746901088,0.032,0.18656043801405775,1549.1547322979866,0.0004605084385491268
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,public_cell_weight,3e-05,0.1,9.0,1.0,18,9.87979448815592e-05,0.00017040911569034465,0.0002984134112494641,0.981424148606811,0.9939125911871146,2.3245954607297763e-05,,,-0.007580497420527231,0.00045496887947272906,0.5988967656693678,0.22613708940824911,0.008723790097003687,0.03179626916342621,0.030857142857142857,0.21323289447757351,1327.1590448439867,0.0004605126778653572
e247_pre_h012,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,False,h012,memory_public_combo,3e-05,0.05,16.0,1.6,18,9.05814835068676e-05,0.00016670637225222075,0.000299071252613898,0.9731682146542827,0.9941977116550147,2.0920006969562998e-05,,,-0.007567932298727409,0.000467534001272551,0.5986427067698977,0.2252120180946965,0.009151717603809248,0.03229877313418557,0.03142857142857143,0.22698786932023213,1351.0602181704842,0.0004616509518062413
