candidate_id,family,support_source,k,alpha,core_alpha,tail_alpha,changed_cells,changed_rows,h042_overlap_cells,h043_overlap_cells,h045_overlap_cells,h042_jaccard,h043_jaccard,h045_jaccard,support_score_mean,support_score_min,support_score_sum,contrast_mean,route_public_mean,route_private_mean,route_q2regime_mean,mean_abs_logit_move,max_abs_logit_move,mean_abs_prob_move,max_abs_prob_move,tangent_expected_delta,resolved_path
h047_support_top45_a0.78_c45_c268bb48,support_top45_a0.78,posterior_top,45,0.78,0.78,0.0,45,45,42,45,45,0.875,0.42857142857142855,0.6,0.6946426666666666,0.5002,31.258919999999996,-0.14331558243679615,0.6002782222222222,0.3898711111111111,0.5104196355555555,0.021667882012946373,0.3491901725494082,0.004738204243281567,0.05640827282238181,-0.00026527427921351225,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top45_a0.78_c45_c268bb48.csv
h047_support_top45_a0.92_c45_647772eb,support_top45_a0.92,posterior_top,45,0.92,0.92,0.0,45,45,42,45,45,0.875,0.42857142857142855,0.6,0.6946426666666666,0.5002,31.258919999999996,-0.14331558243679615,0.6002782222222222,0.3898711111111111,0.5104196355555555,0.025556989040911107,0.411865331724943,0.005575972958357458,0.06530560317851364,-0.0003084451064917021,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top45_a0.92_c45_647772eb.csv
h047_support_top55_a0.42_c55_5cccbfa9,support_top55_a0.42,posterior_top,55,0.42,0.42,0.0,55,55,43,55,55,0.7543859649122807,0.5238095238095238,0.7333333333333333,0.6516967272727274,0.42192,35.843320000000006,-0.19282087829318942,0.5997789090909089,0.3973592727272727,0.5009416363636362,0.012940369516145576,0.18802547752660437,0.002853725143681854,0.031825780911449275,-0.00013713568874520172,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top55_a0.42_c55_5cccbfa9.csv
h047_support_top55_a0.5_c55_4b08af60,support_top55_a0.5,posterior_top,55,0.5,0.5,0.0,55,55,43,55,55,0.7543859649122807,0.5238095238095238,0.7333333333333333,0.6516967272727274,0.42192,35.843320000000006,-0.19282087829318942,0.5997789090909089,0.3973592727272727,0.5009416363636362,0.015405201804935188,0.22383985419833818,0.0033936128744598776,0.03750264228826794,-0.0001695550440248771,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top55_a0.5_c55_4b08af60.csv
h047_support_top55_a0.58_c55_3f24ca83,support_top55_a0.58,posterior_top,55,0.58,0.58,0.0,55,55,43,55,55,0.7543859649122807,0.5238095238095238,0.7333333333333333,0.6516967272727274,0.42192,35.843320000000006,-0.19282087829318942,0.5997789090909089,0.3973592727272727,0.5009416363636362,0.017870034093724826,0.25965423087007267,0.003932223063468968,0.04305671614590323,-0.00020197439930455573,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top55_a0.58_c55_3f24ca83.csv
h047_support_top55_a0.66_c55_07e99aa0,support_top55_a0.66,posterior_top,55,0.66,0.66,0.0,55,55,43,55,55,0.7543859649122807,0.5238095238095238,0.7333333333333333,0.6516967272727274,0.42192,35.843320000000006,-0.19282087829318942,0.5997789090909089,0.3973592727272727,0.5009416363636362,0.020334866382514458,0.2954686075418076,0.004469516012167219,0.048488496918805524,-0.00023439375458423622,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top55_a0.66_c55_07e99aa0.csv
h047_support_top55_a0.78_c55_b7181c0a,support_top55_a0.78,posterior_top,55,0.78,0.78,0.0,55,55,43,55,55,0.7543859649122807,0.5238095238095238,0.7333333333333333,0.6516967272727274,0.42192,35.843320000000006,-0.19282087829318942,0.5997789090909089,0.3973592727272727,0.5009416363636362,0.024032114815698898,0.3491901725494082,0.005272900866170478,0.05640827282238181,-0.00028038034004154223,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top55_a0.78_c55_b7181c0a.csv
h047_support_top55_a0.92_c55_74596baa,support_top55_a0.92,posterior_top,55,0.92,0.92,0.0,55,55,43,55,55,0.7543859649122807,0.5238095238095238,0.7333333333333333,0.6516967272727274,0.42192,35.843320000000006,-0.19282087829318942,0.5997789090909089,0.3973592727272727,0.5009416363636362,0.02834557132108075,0.411865331724943,0.006206157135919758,0.06530560317851364,-0.00032307275236559814,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top55_a0.92_c55_74596baa.csv
h047_support_top65_a0.42_c65_38e7ebe6,support_top65_a0.42,posterior_top,65,0.42,0.42,0.0,65,65,44,65,64,0.6666666666666666,0.6190476190476191,0.8421052631578947,0.6126159999999999,0.38411999999999996,39.82004,-0.2371345010593128,0.590168923076923,0.39446030769230767,0.48849640000000005,0.014079487452915594,0.18802547752660437,0.003123496073472222,0.031825780911449275,-0.0001469338127706084,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top65_a0.42_c65_38e7ebe6.csv
h047_support_top65_a0.5_c65_9b497b62,support_top65_a0.5,posterior_top,65,0.5,0.5,0.0,65,65,44,65,64,0.6666666666666666,0.6190476190476191,0.8421052631578947,0.6126159999999999,0.38411999999999996,39.82004,-0.2371345010593128,0.590168923076923,0.39446030769230767,0.48849640000000005,0.016761294586804254,0.22383985419833818,0.003714618360314714,0.03750264228826794,-0.00018067278761335273,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top65_a0.5_c65_9b497b62.csv
h047_support_top65_a0.58_c65_04eb52ca,support_top65_a0.58,posterior_top,65,0.58,0.58,0.0,65,65,44,65,64,0.6666666666666666,0.6190476190476191,0.8421052631578947,0.6126159999999999,0.38411999999999996,39.82004,-0.2371345010593128,0.590168923076923,0.39446030769230767,0.48849640000000005,0.019443101720692947,0.25965423087007267,0.004304405534925481,0.04305671614590323,-0.00021441176245609993,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top65_a0.58_c65_04eb52ca.csv
h047_support_top65_a0.66_c65_43573727,support_top65_a0.66,posterior_top,65,0.66,0.66,0.0,65,65,44,65,64,0.6666666666666666,0.6190476190476191,0.8421052631578947,0.6126159999999999,0.38411999999999996,39.82004,-0.2371345010593128,0.590168923076923,0.39446030769230767,0.48849640000000005,0.02212490885458162,0.2954686075418076,0.004892814010174409,0.048488496918805524,-0.0002481507372988488,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top65_a0.66_c65_43573727.csv
h047_support_top65_a0.78_c65_39862122,support_top65_a0.78,posterior_top,65,0.78,0.78,0.0,65,65,44,65,64,0.6666666666666666,0.6190476190476191,0.8421052631578947,0.6126159999999999,0.38411999999999996,39.82004,-0.2371345010593128,0.590168923076923,0.39446030769230767,0.48849640000000005,0.026147619555414635,0.3491901725494082,0.005772748448781394,0.05640827282238181,-0.00029459726120499786,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top65_a0.78_c65_39862122.csv
h047_support_top65_a0.92_c65_f40c0648,support_top65_a0.92,posterior_top,65,0.92,0.92,0.0,65,65,44,65,64,0.6666666666666666,0.6190476190476191,0.8421052631578947,0.6126159999999999,0.38411999999999996,39.82004,-0.2371345010593128,0.590168923076923,0.39446030769230767,0.48849640000000005,0.03084078203971982,0.411865331724943,0.0067951094448209706,0.06530560317851364,-0.00033688534279462405,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top65_a0.92_c65_f40c0648.csv
h047_support_top75_a0.42_c75_564f25c0,support_top75_a0.42,posterior_top,75,0.42,0.42,0.0,75,75,45,75,73,0.6,0.7142857142857143,0.948051948051948,0.5799776000000001,0.34596,43.49832000000001,-0.27517633939157454,0.5905365333333333,0.39652266666666663,0.47588302933333343,0.015041023078934877,0.18802547752660437,0.003323532315073823,0.031825780911449275,-0.00015755796131820802,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top75_a0.42_c75_564f25c0.csv
h047_support_top75_a0.5_c75_3ca60e1b,support_top75_a0.5,posterior_top,75,0.5,0.5,0.0,75,75,45,75,73,0.6,0.7142857142857143,0.948051948051948,0.5799776000000001,0.34596,43.49832000000001,-0.27517633939157454,0.5905365333333333,0.39652266666666663,0.47588302933333343,0.01790597985587484,0.22383985419833818,0.003952767426230254,0.03750264228826794,-0.00019254328931810706,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top75_a0.5_c75_3ca60e1b.csv
h047_support_top75_a0.58_c75_94efc0dc,support_top75_a0.58,posterior_top,75,0.58,0.58,0.0,75,75,45,75,73,0.6,0.7142857142857143,0.948051948051948,0.5799776000000001,0.34596,43.49832000000001,-0.27517633939157454,0.5905365333333333,0.39652266666666663,0.47588302933333343,0.020770936632814825,0.25965423087007267,0.004580663595921002,0.04305671614590323,-0.0002275286173180087,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top75_a0.58_c75_94efc0dc.csv
h047_support_top75_a0.66_c75_4621d695,support_top75_a0.66,posterior_top,75,0.66,0.66,0.0,75,75,45,75,73,0.6,0.7142857142857143,0.948051948051948,0.5799776000000001,0.34596,43.49832000000001,-0.27517633939157454,0.5905365333333333,0.39652266666666663,0.47588302933333343,0.023635893409754784,0.2954686075418076,0.005207174199530442,0.048488496918805524,-0.0002624895765221862,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top75_a0.66_c75_4621d695.csv
h047_support_top75_a0.78_c75_3efa2803,support_top75_a0.78,posterior_top,75,0.78,0.78,0.0,75,75,45,75,73,0.6,0.7142857142857143,0.948051948051948,0.5799776000000001,0.34596,43.49832000000001,-0.27517633939157454,0.5905365333333333,0.39652266666666663,0.47588302933333343,0.027933328575164743,0.3491901725494082,0.006144242274780931,0.05640827282238181,-0.0003093280132274996,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top75_a0.78_c75_3efa2803.csv
h047_support_top75_a0.92_c75_0242e5b9,support_top75_a0.92,posterior_top,75,0.92,0.92,0.0,75,75,45,75,73,0.6,0.7142857142857143,0.948051948051948,0.5799776000000001,0.34596,43.49832000000001,-0.27517633939157454,0.5905365333333333,0.39652266666666663,0.47588302933333343,0.03294700293480969,0.411865331724943,0.007233217152070298,0.06530560317851364,-0.0003514723277951165,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top75_a0.92_c75_0242e5b9.csv
h047_support_top90_a0.42_c90_d9962a9c,support_top90_a0.42,posterior_top,90,0.42,0.42,0.0,90,90,45,90,75,0.5,0.8571428571428571,0.8333333333333334,0.5208320000000002,0.1662,46.87488000000001,-0.3090206206512295,0.5432220000000001,0.4193008888888889,0.43218409777777783,0.01690555910830974,0.18802547752660437,0.0037542858204922007,0.031825780911449275,-0.00014718186111114287,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top90_a0.42_c90_d9962a9c.csv
h047_support_top90_a0.5_c90_5221f3f5,support_top90_a0.5,posterior_top,90,0.5,0.5,0.0,90,90,45,90,75,0.5,0.8571428571428571,0.8333333333333334,0.5208320000000002,0.1662,46.87488000000001,-0.3090206206512295,0.5432220000000001,0.4193008888888889,0.43218409777777783,0.020125665605130627,0.22383985419833818,0.004465241782210503,0.03750264228826794,-0.0001821671891110392,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top90_a0.5_c90_5221f3f5.csv
h047_support_top90_a0.58_c90_4c4d441a,support_top90_a0.58,posterior_top,90,0.58,0.58,0.0,90,90,45,90,75,0.5,0.8571428571428571,0.8333333333333334,0.5208320000000002,0.1662,46.87488000000001,-0.3090206206512295,0.5432220000000001,0.4193008888888889,0.43218409777777783,0.02334577210195154,0.25965423087007267,0.005174746942352931,0.04305671614590323,-0.00021715251711093886,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top90_a0.58_c90_4c4d441a.csv
h047_support_top90_a0.66_c90_f36aa380,support_top90_a0.66,posterior_top,90,0.66,0.66,0.0,90,90,45,90,75,0.5,0.8571428571428571,0.8333333333333334,0.5208320000000002,0.1662,46.87488000000001,-0.3090206206512295,0.5432220000000001,0.4193008888888889,0.43218409777777783,0.026565878598772425,0.2954686075418076,0.005882751793089759,0.048488496918805524,-0.0002517704690670279,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top90_a0.66_c90_f36aa380.csv
h047_support_top90_a0.78_c90_edcaaa06,support_top90_a0.78,posterior_top,90,0.78,0.78,0.0,90,90,45,90,75,0.5,0.8571428571428571,0.8333333333333334,0.5208320000000002,0.1662,46.87488000000001,-0.3090206206512295,0.5432220000000001,0.4193008888888889,0.43218409777777783,0.03139603834400378,0.3491901725494082,0.006941839846318672,0.05640827282238181,-0.00029613766227046316,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top90_a0.78_c90_edcaaa06.csv
h047_support_top90_a0.92_c90_0652971b,support_top90_a0.92,posterior_top,90,0.92,0.92,0.0,90,90,45,90,75,0.5,0.8571428571428571,0.8333333333333334,0.5208320000000002,0.1662,46.87488000000001,-0.3090206206512295,0.5432220000000001,0.4193008888888889,0.43218409777777783,0.03703122471344034,0.411865331724943,0.008172824204952777,0.06530560317851364,-0.00033446207331734796,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top90_a0.92_c90_0652971b.csv
h047_support_top105_a0.42_c93_eed32b7b,support_top105_a0.42,posterior_top,105,0.42,0.42,0.0,93,93,45,93,75,0.4838709677419355,0.8857142857142857,0.8064516129032258,0.5083858064516129,0.11256,47.27988,-0.31779292747138954,0.5346049462365592,0.42398666666666673,0.4228321462365593,0.01721564200258267,0.18802547752660437,0.00382866987815442,0.031825780911449275,-0.0001456049064845263,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top105_a0.42_c93_eed32b7b.csv
h047_support_top105_a0.5_c93_d27a3922,support_top105_a0.5,posterior_top,105,0.5,0.5,0.0,93,93,45,93,75,0.4838709677419355,0.8857142857142857,0.8064516129032258,0.5083858064516129,0.11256,47.27988,-0.31779292747138954,0.5346049462365592,0.42398666666666673,0.4228321462365593,0.0204948119078365,0.22383985419833818,0.004553882822836949,0.03750264228826794,-0.00018059023448442223,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top105_a0.5_c93_d27a3922.csv
h047_support_top105_a0.58_c93_1e6216a8,support_top105_a0.58,posterior_top,105,0.58,0.58,0.0,93,93,45,93,75,0.4838709677419355,0.8857142857142857,0.8064516129032258,0.5083858064516129,0.11256,47.27988,-0.31779292747138954,0.5346049462365592,0.42398666666666673,0.4228321462365593,0.02377398181309035,0.25965423087007267,0.005277671467955772,0.04305671614590323,-0.00021557556248432162,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top105_a0.58_c93_1e6216a8.csv
h047_support_top105_a0.66_c93_41b117fb,support_top105_a0.66,posterior_top,105,0.66,0.66,0.0,93,93,45,93,75,0.4838709677419355,0.8857142857142857,0.8064516129032258,0.5083858064516129,0.11256,47.27988,-0.31779292747138954,0.5346049462365592,0.42398666666666673,0.4228321462365593,0.027053151718344173,0.2954686075418076,0.00599998552591692,0.048488496918805524,-0.00025008064023727023,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top105_a0.66_c93_41b117fb.csv
h047_support_top105_a0.78_c93_ceba71a9,support_top105_a0.78,posterior_top,105,0.78,0.78,0.0,93,93,45,93,75,0.4838709677419355,0.8857142857142857,0.8064516129032258,0.5083858064516129,0.11256,47.27988,-0.31779292747138954,0.5346049462365592,0.42398666666666673,0.4228321462365593,0.031971906576224944,0.3491901725494082,0.007080583895951555,0.05640827282238181,-0.00029395219518596135,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top105_a0.78_c93_ceba71a9.csv
h047_support_top105_a0.92_c93_c743799e,support_top105_a0.92,posterior_top,105,0.92,0.92,0.0,93,93,45,93,75,0.4838709677419355,0.8857142857142857,0.8064516129032258,0.5083858064516129,0.11256,47.27988,-0.31779292747138954,0.5346049462365592,0.42398666666666673,0.4228321462365593,0.03771045391041915,0.411865331724943,0.008336730948284899,0.06530560317851364,-0.00033151359439639573,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_support_top105_a0.92_c93_c743799e.csv
h047_h042core_support_tail8_a0.5_0.06_c53_8664ac14,h042core_support_tail8_a0.5_0.06,h042_core_plus_posterior_tail,53,0.0,0.5,0.06,53,53,45,53,51,0.8490566037735849,0.5047619047619047,0.6623376623376623,0.6587569811320756,0.37492000000000003,34.914120000000004,-0.18075941338506393,0.5893528301886791,0.39583698113207555,0.4979508452830188,0.015011994483657217,0.22383985419833818,0.003330643264410056,0.03750264228826794,-0.00021663593155637174,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.5_0.06_c53_8664ac14.csv
h047_h042core_support_tail8_a0.5_0.1_c53_0875ccdf,h042core_support_tail8_a0.5_0.1,h042_core_plus_posterior_tail,53,0.0,0.5,0.1,53,53,45,53,51,0.8490566037735849,0.5047619047619047,0.6623376623376623,0.6587569811320756,0.37492000000000003,34.914120000000004,-0.18075941338506393,0.5893528301886791,0.39583698113207555,0.4979508452830188,0.015097737037017733,0.22383985419833818,0.00334955695343091,0.03750264228826794,-0.00021528891065754878,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.5_0.1_c53_0875ccdf.csv
h047_h042core_support_tail8_a0.5_0.14_c53_de568a4e,h042core_support_tail8_a0.5_0.14,h042_core_plus_posterior_tail,53,0.0,0.5,0.14,53,53,45,53,51,0.8490566037735849,0.5047619047619047,0.6623376623376623,0.6587569811320756,0.37492000000000003,34.914120000000004,-0.18075941338506393,0.5893528301886791,0.39583698113207555,0.4979508452830188,0.015183479590378248,0.22383985419833818,0.003368457041024017,0.03750264228826794,-0.00021394372335267533,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.5_0.14_c53_de568a4e.csv
h047_h042core_support_tail8_a0.5_0.22_c53_faecd697,h042core_support_tail8_a0.5_0.22,h042_core_plus_posterior_tail,53,0.0,0.5,0.22,53,53,45,53,51,0.8490566037735849,0.5047619047619047,0.6623376623376623,0.6587569811320756,0.37492000000000003,34.914120000000004,-0.18075941338506393,0.5893528301886791,0.39583698113207555,0.4979508452830188,0.015354964697099268,0.22383985419833818,0.003406216160924476,0.03750264228826794,-0.00021126174843369178,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.5_0.22_c53_faecd697.csv
h047_h042core_support_tail8_a0.5_0.32_c53_b1b6d494,h042core_support_tail8_a0.5_0.32,h042_core_plus_posterior_tail,53,0.0,0.5,0.32,53,53,45,53,51,0.8490566037735849,0.5047619047619047,0.6623376623376623,0.6587569811320756,0.37492000000000003,34.914120000000004,-0.18075941338506393,0.5893528301886791,0.39583698113207555,0.4979508452830188,0.015569321080500548,0.22383985419833818,0.0034533374400457077,0.03750264228826794,-0.0002079323647248456,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.5_0.32_c53_b1b6d494.csv
h047_h042core_support_tail8_a0.5_0.44_c53_326c510b,h042core_support_tail8_a0.5_0.44,h042_core_plus_posterior_tail,53,0.0,0.5,0.44,53,53,45,53,51,0.8490566037735849,0.5047619047619047,0.6623376623376623,0.6587569811320756,0.37492000000000003,34.914120000000004,-0.18075941338506393,0.5893528301886791,0.39583698113207555,0.4979508452830188,0.015826548740582085,0.22383985419833818,0.003509767860191798,0.03750264228826794,-0.0002039851200010126,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.5_0.44_c53_326c510b.csv
h047_h042core_support_tail8_a0.58_0.06_c53_aebf4b6f,h042core_support_tail8_a0.58_0.06,h042_core_plus_posterior_tail,53,0.0,0.58,0.06,53,53,45,53,51,0.8490566037735849,0.5047619047619047,0.6623376623376623,0.6587569811320756,0.37492000000000003,34.914120000000004,-0.18075941338506393,0.5893528301886791,0.39583698113207555,0.4979508452830188,0.017393335388235856,0.25965423087007267,0.0038549976222667297,0.04305671614590323,-0.00025190011535106783,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.58_0.06_c53_aebf4b6f.csv
h047_h042core_support_tail8_a0.58_0.1_c53_a639ede8,h042core_support_tail8_a0.58_0.1,h042_core_plus_posterior_tail,53,0.0,0.58,0.1,53,53,45,53,51,0.8490566037735849,0.5047619047619047,0.6623376623376623,0.6587569811320756,0.37492000000000003,34.914120000000004,-0.18075941338506393,0.5893528301886791,0.39583698113207555,0.4979508452830188,0.017479077941596373,0.25965423087007267,0.0038739113112875837,0.04305671614590323,-0.0002507385584516282,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.58_0.1_c53_a639ede8.csv
h047_h042core_support_tail8_a0.58_0.14_c53_1a7edeeb,h042core_support_tail8_a0.58_0.14,h042_core_plus_posterior_tail,53,0.0,0.58,0.14,53,53,45,53,51,0.8490566037735849,0.5047619047619047,0.6623376623376623,0.6587569811320756,0.37492000000000003,34.914120000000004,-0.18075941338506393,0.5893528301886791,0.39583698113207555,0.4979508452830188,0.017564820494956883,0.25965423087007267,0.003892811398880691,0.04305671614590323,-0.0002495781771831371,/Users/kbsoo/Downloads/cl2/hitl/h047_q2_support_identity_jepa/submission_h047_h042core_support_tail8_a0.58_0.14_c53_1a7edeeb.csv
