spec_name,action_id,route_id,row,subject_id,sleep_date,route_name,route_targets,mode,route_group,route_n_cells,action_cells,action_q2_cells,changed_cells,model_pred_delta_vs_h057,posterior_delta_vs_h057,hard_diag_delta_vs_h057,anti_h088_direction_rate,h057_positive_align_rate,selected_conflict_rate,selected_toxic_mean,selected_safe_cell_mean,mean_bad_same_rank,mean_h098_frontier_cell_score,max_h098_frontier_cell_score,assignment_route_score,h071_route_score,h071_route_rank,h071_novelty_rank,h071_shortcut_avoid_rank,Q1_cells,Q2_cells,Q3_cells,S1_cells,S2_cells,S3_cells,S4_cells,h099_route_score
route_conflict_c72_r28_a052,r164_q1q3_subjective_conflict_invert,r164_q1q3_subjective,164,id07,2024-07-26,q1q3_subjective,"Q1,Q3",conflict_invert,conflict,2,2,0,2,-1.2528259239508372e-05,1.0272514693902945e-05,1.6397868494738883e-05,1.0,1.0,1.0,0.8621571428571428,0.08647651428571415,0.5595714285714286,0.6359089085714287,0.6744735314285715,0.2576132246376811,0.7953458976446404,0.2472826086956521,0.46875,0.1616847826086956,1,0,1,0,0,0,0,0.6627621145740578
route_conflict_c72_r28_a052,r135_full_state_conflict_invert,r135_full_state,135,id06,2024-07-14,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",conflict_invert,conflict,7,5,0,5,-4.1930598626033645e-05,1.7803830105635186e-05,2.2883232130047613e-05,1.0,1.0,1.0,0.59212,0.029631428571428604,0.7391428571428571,0.4623843428571429,0.5573068457142858,0.5489356884057971,1.145620945802836,0.473731884057971,0.9402173913043478,0.243659420289855,1,0,1,0,1,1,1,0.6541617166648397
route_conflict_c72_r28_a052,r135_q3_s_stage_conflict_invert,r135_q3_s_stage,135,id06,2024-07-14,q3_s_stage,"Q3,S1,S2,S3,S4",conflict_invert,conflict,5,4,0,4,-2.983511317468791e-05,9.120183450417879e-06,1.17056823151705e-05,1.0,1.0,1.0,0.6088357142857144,0.04699060000000003,0.6785000000000001,0.4705565028571429,0.5573068457142858,0.420276268115942,1.037543237729155,0.3908514492753623,0.8591485507246377,0.2382246376811594,0,0,1,0,1,1,1,0.652424612808647
route_conflict_c72_r28_a052,r135_s23_core_conflict_invert,r135_s23_core,135,id06,2024-07-14,s23_core,"S2,S3",conflict_invert,conflict,2,2,0,2,-1.1407350175529044e-05,1.4102455762855884e-06,2.998217656823888e-06,1.0,1.0,1.0,0.7422142857142857,0.14377297142857146,0.41357142857142853,0.5074890400000001,0.5573068457142858,0.419651268115942,1.1416047128964033,0.4696557971014493,0.3154438405797101,0.5040760869565217,0,0,0,0,1,1,0,0.6464742153578623
route_conflict_c72_r28_a052,r135_s_stage_conflict_invert,r135_s_stage,135,id06,2024-07-14,s_stage,"S1,S2,S3,S4",conflict_invert,conflict,4,3,0,3,-1.4611898973040092e-05,4.823305961446063e-06,6.011144770199243e-06,1.0,1.0,1.0,0.6475238095238095,0.07592472380952384,0.5951428571428572,0.47658148190476196,0.5573068457142858,0.4841213768115942,1.2046941380044571,0.5163043478260869,0.7373188405797102,0.3161231884057971,0,0,0,0,1,1,1,0.6431584528768101
route_conflict_c72_r28_a052,r070_q1q3_subjective_conflict_invert,r070_q1q3_subjective,70,id03,2024-09-16,q1q3_subjective,"Q1,Q3",conflict_invert,conflict,2,1,0,1,-1.740247122245409e-05,4.653989809826557e-06,5.098061791965369e-06,1.0,1.0,1.0,0.4838571428571429,0.0667148571428571,0.7742857142857142,0.5586044000000001,0.5586044000000001,0.2835597826086957,0.9165001228805216,0.3120471014492754,0.3154438405797101,0.2798913043478261,0,0,1,0,0,0,0,0.6429569606245329
route_conflict_c72_r28_a052,r135_nonq2_full_conflict_invert,r135_nonq2_full,135,id06,2024-07-14,nonq2_full,"Q1,Q3,S1,S2,S3,S4",conflict_invert,conflict,6,5,0,5,-4.1930598626033645e-05,1.7803830105635186e-05,2.2883232130047613e-05,1.0,1.0,1.0,0.59212,0.029631428571428604,0.7391428571428571,0.4623843428571429,0.5573068457142858,0.3991757246376812,0.967482991686945,0.3446557971014493,0.9026268115942028,0.1897644927536232,1,0,1,0,1,1,1,0.6406833199257093
route_conflict_c72_r28_a052,r070_q_subjective_conflict_invert,r070_q_subjective,70,id03,2024-09-16,q_subjective,"Q1,Q2,Q3",conflict_invert,conflict,3,1,0,1,-1.740247122245409e-05,4.653989809826557e-06,5.098061791965369e-06,1.0,1.0,1.0,0.4838571428571429,0.0667148571428571,0.7742857142857142,0.5586044000000001,0.5586044000000001,0.2481521739130434,0.7705262136552017,0.2296195652173913,0.46875,0.2010869565217391,0,0,1,0,0,0,0,0.6397702758419241
route_conflict_c72_r28_a052,r151_q1q3_subjective_conflict_invert,r151_q1q3_subjective,151,id06,2024-08-25,q1q3_subjective,"Q1,Q3",conflict_invert,conflict,2,2,0,2,-1.8581616147178462e-05,4.9180910352975256e-06,7.646105603926661e-06,1.0,1.0,1.0,0.4635,0.11866702857142855,0.6911428571428572,0.48481501714285724,0.5168146514285716,0.2380932971014492,0.7634947318475085,0.2241847826086956,0.46875,0.1453804347826087,1,0,1,0,0,0,0,0.6389170014324721
route_conflict_c72_r28_a052,r144_q1q3_subjective_conflict_invert,r144_q1q3_subjective,144,id06,2024-08-14,q1q3_subjective,"Q1,Q3",conflict_invert,conflict,2,1,0,1,-7.910834850896825e-06,1.326388282291774e-06,2.0200320326771523e-06,1.0,1.0,1.0,0.8645428571428572,0.1008794285714285,0.4182857142857142,0.7304870285714288,0.7304870285714288,0.2414221014492753,0.7718183936486954,0.2309782608695652,0.46875,0.1526268115942029,0,0,1,0,0,0,0,0.6380679094981456
route_conflict_c72_r28_a052,r144_q3_quality_conflict_invert,r144_q3_quality,144,id06,2024-08-14,q3_quality,Q3,conflict_invert,conflict,1,1,0,1,-7.910834850896825e-06,1.326388282291774e-06,2.0200320326771523e-06,1.0,1.0,1.0,0.8645428571428572,0.1008794285714285,0.4182857142857142,0.7304870285714288,0.7304870285714288,0.1986231884057971,0.7375129125367084,0.2105978260869565,0.1526268115942029,0.3826992753623188,0,0,1,0,0,0,0,0.6342160073242327
route_conflict_c72_r28_a052,r135_recovery_route_conflict_invert,r135_recovery_route,135,id06,2024-07-14,recovery_route,"Q1,S2,S3,S4",conflict_invert,conflict,4,4,0,4,-2.670738442438615e-05,1.350695261666337e-05,1.7188694585076354e-05,1.0,1.0,1.0,0.6169571428571429,0.0469922285714286,0.6917857142857142,0.4648600371428572,0.5573068457142858,0.337169384057971,0.8919448880082574,0.2998188405797101,0.6632699275362319,0.1911231884057971,1,0,0,0,1,1,1,0.6331349862349726
route_conflict_c72_r28_a052,r070_nonq2_full_conflict_invert,r070_nonq2_full,70,id03,2024-09-16,nonq2_full,"Q1,Q3,S1,S2,S3,S4",conflict_invert,conflict,6,2,0,2,-1.9011726213825388e-05,6.849100878905581e-06,6.923083520774404e-06,1.0,1.0,1.0,0.47061428571428565,0.07416885714285705,0.8348571428571429,0.4739450857142858,0.5586044000000001,0.4521875,1.1113381351531586,0.452445652173913,0.9402173913043478,0.1603260869565217,0,0,1,0,0,1,0,0.6326278184888442
route_conflict_c72_r28_a052,r226_full_state_conflict_invert,r226_full_state,226,id09,2024-09-21,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",conflict_invert,conflict,7,1,0,1,-3.169715983272043e-06,1.2360478262749488e-07,4.736805842829403e-07,1.0,1.0,1.0,0.7840857142857143,0.1520126857142857,0.1785714285714285,0.7385512114285714,0.7385512114285714,0.4939809782608695,1.0191925882758732,0.3804347826086957,0.9685235507246376,0.1422101449275362,0,0,0,0,0,0,1,0.6322452380931732
route_conflict_c72_r28_a052,r070_full_state_conflict_invert,r070_full_state,70,id03,2024-09-16,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",conflict_invert,conflict,7,2,0,2,-1.9011726213825388e-05,6.849100878905581e-06,6.923083520774404e-06,1.0,1.0,1.0,0.47061428571428565,0.07416885714285705,0.8348571428571429,0.4739450857142858,0.5586044000000001,0.3925271739130435,0.9689880130127252,0.3464673913043478,0.9685235507246376,0.1471920289855072,0,0,1,0,0,1,0,0.6272583891410182
route_conflict_c72_r28_a052,r070_q3_quality_conflict_invert,r070_q3_quality,70,id03,2024-09-16,q3_quality,Q3,conflict_invert,conflict,1,1,0,1,-1.740247122245409e-05,4.653989809826557e-06,5.098061791965369e-06,1.0,1.0,1.0,0.4838571428571429,0.0667148571428571,0.7742857142857142,0.5586044000000001,0.5586044000000001,0.0857971014492753,0.5069376839652796,0.0991847826086956,0.0337409420289855,0.0842391304347826,0,0,1,0,0,0,0,0.625158319320185
route_conflict_c72_r28_a052,r070_q3_s_stage_conflict_invert,r070_q3_s_stage,70,id03,2024-09-16,q3_s_stage,"Q3,S1,S2,S3,S4",conflict_invert,conflict,5,2,0,2,-1.9011726213825388e-05,6.849100878905581e-06,6.923083520774404e-06,1.0,1.0,1.0,0.47061428571428565,0.07416885714285705,0.8348571428571429,0.4739450857142858,0.5586044000000001,0.3570606884057971,0.9457561437521164,0.3301630434782608,0.8591485507246377,0.1005434782608695,0,0,1,0,0,1,0,0.624066405445366
route_conflict_c72_r28_a052,r226_nonq2_full_conflict_invert,r226_nonq2_full,226,id09,2024-09-21,nonq2_full,"Q1,Q3,S1,S2,S3,S4",conflict_invert,conflict,6,1,0,1,-3.169715983272043e-06,1.2360478262749488e-07,4.736805842829403e-07,1.0,1.0,1.0,0.7840857142857143,0.1520126857142857,0.1785714285714285,0.7385512114285714,0.7385512114285714,0.342133152173913,0.8014972693904939,0.2518115942028985,0.9402173913043478,0.0778985507246376,0,0,0,0,0,0,1,0.6185789337453471
route_conflict_c72_r28_a052,r226_q3_s_stage_conflict_invert,r226_q3_s_stage,226,id09,2024-09-21,q3_s_stage,"Q3,S1,S2,S3,S4",conflict_invert,conflict,5,1,0,1,-3.169715983272043e-06,1.2360478262749488e-07,4.736805842829403e-07,1.0,1.0,1.0,0.7840857142857143,0.1520126857142857,0.1785714285714285,0.7385512114285714,0.7385512114285714,0.3398731884057971,0.831910403823436,0.2685688405797101,0.8591485507246377,0.09375,0,0,0,0,0,0,1,0.6183755370062167
route_conflict_c72_r28_a052,r226_s_stage_conflict_invert,r226_s_stage,226,id09,2024-09-21,s_stage,"S1,S2,S3,S4",conflict_invert,conflict,4,1,0,1,-3.169715983272043e-06,1.2360478262749488e-07,4.736805842829403e-07,1.0,1.0,1.0,0.7840857142857143,0.1520126857142857,0.1785714285714285,0.7385512114285714,0.7385512114285714,0.308292572463768,0.7976968594330286,0.2490942028985507,0.7373188405797102,0.0733695652173913,0,0,0,0,0,0,1,0.615533281571434
route_conflict_c72_r28_a052,r226_recovery_route_conflict_invert,r226_recovery_route,226,id09,2024-09-21,recovery_route,"Q1,S2,S3,S4",conflict_invert,conflict,4,1,0,1,-3.169715983272043e-06,1.2360478262749488e-07,4.736805842829403e-07,1.0,1.0,1.0,0.7840857142857143,0.1520126857142857,0.1785714285714285,0.7385512114285714,0.7385512114285714,0.2754393115942029,0.7139418094368288,0.1983695652173913,0.7373188405797102,0.0855978260869565,0,0,0,0,0,0,1,0.6125764880931732
route_conflict_c72_r28_a052,r139_full_state_conflict_invert,r139_full_state,139,id06,2024-07-19,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",conflict_invert,conflict,7,3,0,3,-1.8193686615472276e-05,1.0381952018499603e-05,1.272732727928965e-05,1.0,1.0,1.0,0.7264952380952381,0.04281074285714287,0.6983809523809524,0.4467804457142858,0.4912916914285715,0.5524230072463768,1.193928528086869,0.5104166666666666,0.9685235507246376,0.2595108695652174,0,0,1,0,0,1,1,0.6106609598346205
route_conflict_c72_r28_a052,r226_s14_edge_conflict_invert,r226_s14_edge,226,id09,2024-09-21,s14_edge,"S1,S4",conflict_invert,conflict,2,1,0,1,-3.169715983272043e-06,1.2360478262749488e-07,4.736805842829403e-07,1.0,1.0,1.0,0.7840857142857143,0.1520126857142857,0.1785714285714285,0.7385512114285714,0.7385512114285714,0.2523686594202898,0.7663111814264129,0.2250905797101449,0.46875,0.1607789855072463,0,0,0,0,0,0,1,0.6105001293975211
route_conflict_c72_r28_a052,r164_q3_quality_conflict_invert,r164_q3_quality,164,id07,2024-07-26,q3_quality,Q3,conflict_invert,conflict,1,1,0,1,-3.2590335451189705e-06,2.5076285614245907e-07,8.593018719657175e-07,1.0,1.0,1.0,0.8331428571428572,0.1454114285714285,0.1785714285714285,0.5973442857142858,0.5973442857142858,0.2346059782608695,0.8203553125367085,0.2631340579710144,0.1526268115942029,0.3958333333333333,0,0,1,0,0,0,0,0.6026552430223294
route_conflict_c72_r28_a052,r003_q_subjective_conflict_invert,r003_q_subjective,3,id01,2024-08-03,q_subjective,"Q1,Q2,Q3",conflict_invert,conflict,3,1,0,1,-1.0745257141657732e-05,7.045254046696656e-06,1.0908862408036964e-05,1.0,1.0,1.0,0.8040571428571429,0.0526738285714285,0.8485714285714285,0.5840420685714287,0.5840420685714287,0.3319021739130434,0.9096486407258156,0.3093297101449275,0.3154438405797101,0.2332427536231884,0,0,1,0,0,0,0,0.6019111118083796
route_conflict_c72_r28_a052,r139_nonq2_full_conflict_invert,r139_nonq2_full,139,id06,2024-07-19,nonq2_full,"Q1,Q3,S1,S2,S3,S4",conflict_invert,conflict,6,3,0,3,-1.8193686615472276e-05,1.0381952018499603e-05,1.272732727928965e-05,1.0,1.0,1.0,0.7264952380952381,0.04281074285714287,0.6983809523809524,0.4467804457142858,0.4912916914285715,0.4528532608695652,1.078072757047129,0.4284420289855072,0.9026268115942028,0.2359601449275362,0,0,1,0,0,1,1,0.6016996826607075
route_conflict_c72_r28_a052,r139_q3_s_stage_conflict_invert,r139_q3_s_stage,139,id06,2024-07-19,q3_s_stage,"Q3,S1,S2,S3,S4",conflict_invert,conflict,5,3,0,3,-1.8193686615472276e-05,1.0381952018499603e-05,1.272732727928965e-05,1.0,1.0,1.0,0.7264952380952381,0.04281074285714287,0.6983809523809524,0.4467804457142858,0.4912916914285715,0.4465851449275362,1.0920874819659911,0.4384057971014493,0.8054800724637681,0.2721920289855072,0,0,1,0,0,1,1,0.6011355522259249
route_conflict_c72_r28_a052,r164_recovery_route_conflict_invert,r164_recovery_route,164,id07,2024-07-26,recovery_route,"Q1,S2,S3,S4",conflict_invert,conflict,4,4,0,4,-1.150618430508898e-05,2.6635350871042563e-05,4.028533207245604e-05,1.0,1.0,1.0,0.7875214285714286,0.0638464857142856,0.7785714285714286,0.5581798200000001,0.7967975657142858,0.2825362318840579,0.733593073722543,0.2069746376811594,0.8054800724637681,0.0964673913043478,1,0,0,0,1,1,1,0.5990303900458639
route_conflict_c72_r28_a052,r151_recovery_route_conflict_invert,r151_recovery_route,151,id06,2024-08-25,recovery_route,"Q1,S2,S3,S4",conflict_invert,conflict,4,1,0,1,-4.660843015029175e-06,7.409641795192602e-07,2.103050012163615e-06,1.0,1.0,1.0,0.4616571428571429,0.2318356571428572,0.46,0.5168146514285716,0.5168146514285716,0.4887137681159419,1.227884638008257,0.5307971014492754,0.8054800724637681,0.2133152173913043,1,0,0,0,0,0,0,0.5941875710379418
route_conflict_c72_r28_a052,r101_q_subjective_conflict_invert,r101_q_subjective,101,id04,2024-10-24,q_subjective,"Q1,Q2,Q3",conflict_invert,conflict,3,1,0,1,-1.1592620540117602e-05,3.475989029403247e-06,4.944697747058635e-06,1.0,1.0,1.0,0.8043142857142858,-0.0305217142857143,0.832,0.5417878857142857,0.5417878857142857,0.3524728260869564,0.8070136711631845,0.2554347826086957,0.5849184782608695,0.2015398550724637,0,0,1,0,0,0,0,0.5924713910997497
route_conflict_c72_r28_a052,r098_full_state_conflict_invert,r098_full_state,98,id04,2024-10-19,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",conflict_invert,conflict,7,2,0,2,-1.0445456889792912e-05,7.683167793644887e-06,9.116965978938773e-06,1.0,1.0,1.0,0.6215714285714286,-0.049386171428571456,0.6877142857142857,0.5023742971428572,0.5486207771428572,0.4241440217391304,0.8326246859747435,0.2694746376811594,0.9685235507246376,0.1381340579710145,0,0,0,1,0,0,1,0.586149727974732
route_conflict_c72_r28_a052,r061_q_subjective_conflict_invert,r061_q_subjective,61,id03,2024-08-19,q_subjective,"Q1,Q2,Q3",conflict_invert,conflict,3,1,0,1,-7.447314107907922e-06,3.9406298207476033e-07,1.0022672760613582e-06,1.0,1.0,1.0,0.4517142857142857,0.0444745142857143,0.6217142857142857,0.5751226514285716,0.5751226514285716,0.1980208333333333,0.4919725117231188,0.0905797101449275,0.6632699275362319,0.212409420289855,0,0,1,0,0,0,0,0.5833965135807113
route_conflict_c72_r28_a052,r135_q2_s3_tail_conflict_invert,r135_q2_s3_tail,135,id06,2024-07-14,q2_s3_tail,"Q2,S3",conflict_invert,conflict,2,1,0,1,-2.7874840396063284e-06,4.404920619684883e-08,4.404920619749095e-08,1.0,1.0,1.0,0.6443142857142858,0.4285694857142857,0.1785714285714285,0.4576712342857143,0.4576712342857143,0.6601132246376811,1.4471594859824366,0.6530797101449275,0.3154438405797101,0.928894927536232,0,0,0,0,0,1,0,0.5815561787504219
route_conflict_c72_r28_a052,r003_q1q3_subjective_conflict_invert,r003_q1q3_subjective,3,id01,2024-08-03,q1q3_subjective,"Q1,Q3",conflict_invert,conflict,2,1,0,1,-1.0745257141657732e-05,7.045254046696656e-06,1.0908862408036964e-05,1.0,1.0,1.0,0.8040571428571429,0.0526738285714285,0.8485714285714285,0.5840420685714287,0.5840420685714287,0.0966711956521739,0.4932116518887276,0.0919384057971014,0.1526268115942029,0.0792572463768116,0,0,1,0,0,0,0,0.5807403237649014
route_conflict_c72_r28_a052,r061_q1q3_subjective_conflict_invert,r061_q1q3_subjective,61,id03,2024-08-19,q1q3_subjective,"Q1,Q3",conflict_invert,conflict,2,1,0,1,-7.447314107907922e-06,3.9406298207476033e-07,1.0022672760613582e-06,1.0,1.0,1.0,0.4517142857142857,0.0444745142857143,0.6217142857142857,0.5751226514285716,0.5751226514285716,0.1438994565217391,0.4239140938174221,0.0634057971014492,0.46875,0.2318840579710145,0,0,1,0,0,0,0,0.5785255896676679
route_conflict_c72_r28_a052,r003_q3_quality_conflict_invert,r003_q3_quality,3,id01,2024-08-03,q3_quality,Q3,conflict_invert,conflict,1,1,0,1,-1.0745257141657732e-05,7.045254046696656e-06,1.0908862408036964e-05,1.0,1.0,1.0,0.8040571428571429,0.0526738285714285,0.8485714285714285,0.5840420685714287,0.5840420685714287,0.0581612318840579,0.4073849411081369,0.0588768115942028,0.0337409420289855,0.0661231884057971,0,0,1,0,0,0,0,0.5772744270257709
route_conflict_c72_r28_a052,r135_q_subjective_conflict_invert,r135_q_subjective,135,id06,2024-07-14,q_subjective,"Q1,Q2,Q3",conflict_invert,conflict,3,2,0,2,-2.986774329081631e-05,1.29805241441875e-05,1.6872087359847387e-05,1.0,1.0,1.0,0.5090142857142858,-0.03980851428571425,0.9551428571428572,0.4410886342857143,0.4524815657142857,0.325018115942029,0.7594940300721094,0.2214673913043478,0.46875,0.1721014492753623,1,0,1,0,0,0,0,0.5744419554758009
route_conflict_c72_r28_a052,r098_q3_s_stage_conflict_invert,r098_q3_s_stage,98,id04,2024-10-19,q3_s_stage,"Q3,S1,S2,S3,S4",conflict_invert,conflict,5,2,0,2,-1.0445456889792912e-05,7.683167793644887e-06,9.116965978938773e-06,1.0,1.0,1.0,0.6215714285714286,-0.049386171428571456,0.6877142857142857,0.5023742971428572,0.5486207771428572,0.2833016304347826,0.6861889030509045,0.1834239130434782,0.9026268115942028,0.0806159420289855,0,0,0,1,0,0,1,0.5734739127573406
route_conflict_c72_r28_a052,r151_q3_s_stage_conflict_invert,r151_q3_s_stage,151,id06,2024-08-25,q3_s_stage,"Q3,S1,S2,S3,S4",conflict_invert,conflict,5,1,0,1,-1.646981676997237e-05,4.17712685577664e-06,5.543055591762064e-06,1.0,1.0,1.0,0.4653428571428571,0.0054983999999999,0.9222857142857144,0.4528153828571429,0.4528153828571429,0.4600588768115942,1.1285999413521148,0.4610507246376811,0.9026268115942028,0.1163949275362318,0,0,1,0,0,0,0,0.5727951782242237
route_conflict_c72_r28_a052,r098_nonq2_full_conflict_invert,r098_nonq2_full,98,id04,2024-10-19,nonq2_full,"Q1,Q3,S1,S2,S3,S4",conflict_invert,conflict,6,2,0,2,-1.0445456889792912e-05,7.683167793644887e-06,9.116965978938773e-06,1.0,1.0,1.0,0.6215714285714286,-0.049386171428571456,0.6877142857142857,0.5023742971428572,0.5486207771428572,0.2748867753623188,0.6424135781699603,0.1594202898550724,0.9402173913043478,0.0729166666666666,0,0,0,1,0,0,1,0.5727165758008189
route_conflict_c72_r28_a052,r061_q3_quality_conflict_invert,r061_q3_quality,61,id03,2024-08-19,q3_quality,Q3,conflict_invert,conflict,1,1,0,1,-7.447314107907922e-06,3.9406298207476033e-07,1.0022672760613582e-06,1.0,1.0,1.0,0.4517142857142857,0.0444745142857143,0.6217142857142857,0.5751226514285716,0.5751226514285716,0.0745471014492753,0.3515228553938512,0.0389492753623188,0.1526268115942029,0.1961050724637681,0,0,1,0,0,0,0,0.5722838777111461
