source_spec,bundle_id,targets,q2_rescue_marginal,full_curv_marginal,h088_cos,bad_weighted_pos,weight
q2_conservation_balanced_b12_a032,r147_minimum_companions_1,"Q2,S2,S1",3.352783733819877e-05,-3.5866905601564074e-05,0.16740535756669214,0.010110008858979282,2.337067357188251
q2_conservation_balanced_b12_a032,r147_combo2_2,"Q2,S2,Q1",3.326915208690237e-05,-3.560822035026767e-05,0.16851218199882703,0.010176852626567548,2.3230633422127336
q2_conservation_balanced_b12_a032,r140_combo2_3,"Q2,S3,Q3",3.303572299556039e-05,-3.560403032925046e-05,0.16757487034377305,0.010120246139929599,2.321620594681395
q2_conservation_strict_b8_a035,r140_minimum_companions_1,"Q2,S3,Q3",3.297153826854033e-05,-3.548007640144339e-05,0.16720746147847085,0.01009805744216589,2.318527874883828
q2_conservation_antidote_b10_a030,r140_combo2_3,"Q2,S3,Q3",3.293866610899255e-05,-3.554678529113552e-05,0.16720746147845467,0.010098057442164913,2.318509147272169
q2_conservation_balanced_b12_a032,r140_combo2_5,"Q2,S2,Q3",3.2827820561819694e-05,-3.539612789550976e-05,0.16757487034446494,0.010120246139971383,2.3122309757649764
q2_conservation_antidote_b10_a030,r138_minimum_companions_1,"Q2,S3,S4",3.274533840713764e-05,-3.505920884097711e-05,0.16231575672029516,0.009802635723533229,2.310402205631028
q2_conservation_balanced_b12_a032,r147_top_companions_0,"Q2,S2,S1,Q1",3.25596595409951e-05,-3.48987278043604e-05,0.16482215407929154,0.009954003038605452,2.297973614200272
q2_conservation_balanced_b12_a032,r054_combo2_2,"Q2,S3,S2",3.250420172186473e-05,-3.175273732015731e-05,0.14811682191170386,0.00894512818142402,2.254825872867061
q2_conservation_antidote_b10_a030,r140_minimum_companions_1,"Q2,S3,S4",3.225188390732696e-05,-3.4860003089469925e-05,0.16153308197403732,0.009755368128676153,2.293900047280674
q2_conservation_antidote_b10_a030,r138_combo3_8,"Q2,S3,S4,S1",3.2237138767929286e-05,-3.455100920176876e-05,0.1594528918859754,0.009629740487336846,2.2886403750435345
q2_conservation_balanced_b12_a032,r128_top_companions_0,"Q2,S2,S3,S1",3.203369709012184e-05,-3.17303567602754e-05,0.15881897211271298,0.009591456560127337,2.2407316782420903
q2_conservation_micro_b5_a040,r138_minimum_companions_1,"Q2,S3,S1",3.1884710313285006e-05,-3.401500027913054e-05,0.15800189231397038,0.009542111162083611,2.2722097075864895
q2_conservation_antidote_b10_a030,r129_combo2_2,"Q2,S1,S4",3.1775082635307613e-05,-3.292217050769662e-05,0.16748046609433107,0.010114544842121351,2.230216724021043
q2_conservation_antidote_b10_a030,r129_minimum_companions_1,"Q2,S1,S3",3.154635502104742e-05,-3.2693442893436423e-05,0.16802906054913638,0.010147675769820955,2.2321068998292053
q2_conservation_balanced_b12_a032,r140_combo2_4,"Q2,S3,S1",3.15300073777424e-05,-3.409831471143246e-05,0.16475211839908369,0.009949773416820115,2.264246303088695
q2_conservation_antidote_b10_a030,r140_combo2_4,"Q2,S3,S1",3.147022937138627e-05,-3.407834855352924e-05,0.16428847334045332,0.009921772785787101,2.2625200067701217
q2_conservation_antidote_b10_a030,r140_q_stage_balanced_2,"Q2,Q3,S3,S4",3.1384569426432625e-05,-3.399268860857559e-05,0.1594034030896372,0.009626751740879316,2.2613430184182564
q2_conservation_balanced_b12_a032,r129_combo2_3,"Q2,S1,S3",3.136469200810087e-05,-3.247403356226538e-05,0.16831341303417746,0.01016484849466456,2.2249062693769854
q2_conservation_strict_b8_a035,r140_combo2_2,"Q2,S3,S1",3.135713209990337e-05,-3.386567023280643e-05,0.16428847334046856,0.00992177278578802,2.257124071322413
q2_conservation_antidote_b10_a030,r129_top_companions_0,"Q2,S1,S3,S4",3.134512270313878e-05,-3.2492210575527786e-05,0.16711066495619764,0.010092211669295026,2.213892708861831
q2_conservation_balanced_b12_a032,r140_combo2_6,"Q2,S2,S1",3.13222564013115e-05,-3.389056373500157e-05,0.16475211839974935,0.009949773416860316,2.254862302405455
q2_conservation_strict_b8_a035,r129_top_companions_0,"Q2,S1,S3",3.1059338633985384e-05,-3.211200926236447e-05,0.16802906054915334,0.01014767576982198,2.2129028817483043
q2_conservation_antidote_b10_a030,r128_combo2_3,"Q2,S1,S4",3.1023435188754856e-05,-3.0728649746984346e-05,0.16317679729233828,0.009854636017537131,2.195055333245994
q2_conservation_micro_b5_a040,r140_minimum_companions_1,"Q2,S3,Q3",3.093370816696834e-05,-3.3342493823606796e-05,0.1584755027570058,0.00957071362645149,2.241942437584058
q2_conservation_balanced_b12_a032,r140_combo3_9,"Q2,S3,Q3,S1",3.0628207777634716e-05,-3.319651511132478e-05,0.16228604260688703,0.00980084121734681,2.2309978462309816
q2_conservation_antidote_b10_a030,r140_combo3_9,"Q2,S3,Q3,S1",3.0558959320692736e-05,-3.3167078502835705e-05,0.16174587682552968,0.009768219317341821,2.2289220847804967
q2_conservation_strict_b8_a035,r140_top_companions_0,"Q2,S3,Q3,S1",3.042543909181775e-05,-3.293397722472081e-05,0.16174587682554417,0.009768219317342695,2.2227685699398076
q2_conservation_antidote_b10_a030,r140_combo3_8,"Q2,S3,S4,S1",3.0202561048717907e-05,-3.2810680230860876e-05,0.15763688316114915,0.009520067388680714,2.216348202888734
q2_conservation_micro_b5_a040,r129_top_companions_0,"Q2,S1,S3",3.004554689263277e-05,-3.1003628782174265e-05,0.16116228710344532,0.009732974941976285,2.174321130137232
q2_conservation_balanced_b12_a032,r138_combo2_4,"Q2,S3,Q3",2.9857709296103076e-05,-3.2134909038253594e-05,0.15263430324542634,0.009217949654810932,2.179836450017639
q2_conservation_antidote_b10_a030,r138_combo2_4,"Q2,S3,Q3",2.9738896395118146e-05,-3.2052766828957616e-05,0.1520640934040489,0.009183513322356599,2.1758849684279404
q2_conservation_balanced_b12_a032,r138_combo3_9,"Q2,S3,S2,Q3",2.9726896426418223e-05,-3.200409616856874e-05,0.1526198396988646,0.009217076166733867,2.1734164258116313
q2_conservation_strict_b8_a035,r138_combo2_2,"Q2,S3,Q3",2.971640215719009e-05,-3.193855329751676e-05,0.1520640934040634,0.009183513322357475,2.173944696397234
q2_conservation_antidote_b10_a030,r140_top_companions_0,"Q2,S3,S4,Q3,S1",2.9483393925501663e-05,-3.209151310764463e-05,0.1560717112420973,0.009425542923051613,2.1896855361243146
q2_conservation_balanced_b12_a032,r138_q_stage_balanced_2,"Q2,Q3,S3,S1",2.9408624935103097e-05,-3.1685824677253616e-05,0.14980435769285225,0.009047042492562229,2.1660768845318397
q2_conservation_strict_b8_a035,r138_top_companions_0,"Q2,S3,S1,Q3",2.928062506159148e-05,-3.1502776201918154e-05,0.14914343697274587,0.009007127913766884,2.1606809343289552
q2_conservation_balanced_b12_a032,r138_top_companions_0,"Q2,S3,S1,S2,Q3",2.9278426769801125e-05,-3.1555626511951644e-05,0.14979263525404782,0.009046334546521049,2.159426968228286
q2_conservation_antidote_b10_a030,r138_combo3_9,"Q2,S3,S1,Q3",2.924710067047959e-05,-3.156097110431906e-05,0.14914343697273233,0.009007127913766066,2.1605432233247397
q2_conservation_micro_b5_a040,r140_combo2_2,"Q2,S3,S1",2.882965538640852e-05,-3.1238441043046974e-05,0.1536211109106323,0.009277545323565835,2.1624218874656718
q2_conservation_antidote_b10_a030,r138_q_stage_balanced_2,"Q2,Q3,S3,S4",2.8698853896842085e-05,-3.1012724330681555e-05,0.14629654147167115,0.008835197103697156,2.1433931330672715
q2_conservation_balanced_b12_a032,r054_combo2_3,"Q2,S1,S2",2.8653945287544866e-05,-2.790248088583745e-05,0.13116397860412535,0.007921305536105004,2.111288779723899
q2_conservation_balanced_b12_a032,r054_top_companions_0,"Q2,S3,S1,S2",2.8511473717821858e-05,-2.776000931611444e-05,0.1302700468750579,0.007867318866672432,2.111859362839074
q2_conservation_antidote_b10_a030,r138_top_companions_0,"Q2,S3,S4,S1,Q3",2.8470795106060477e-05,-3.078466553989995e-05,0.1445568042077478,0.008730130220496872,2.1360501004979477
q2_conservation_antidote_b10_a030,r128_minimum_companions_1,"Q2,S3,S1",2.8313415307376676e-05,-2.8018629865606166e-05,0.14289400770585525,0.00862970997344405,2.0974888518284973
q2_conservation_balanced_b12_a032,r128_combo2_3,"Q2,S3,S1",2.8283321161768444e-05,-2.7979980831922e-05,0.14371767248317904,0.008679453054051583,2.096249610304045
q2_conservation_micro_b5_a040,r128_top_companions_0,"Q2,S3,S1",2.8140380958165687e-05,-2.780280422893795e-05,0.14196933656374208,0.008573866877534277,2.090576486716229
q2_conservation_strict_b8_a035,r128_top_companions_0,"Q2,S3,S1",2.7902294785832468e-05,-2.758611896504508e-05,0.1428940077058662,0.00862970997344471,2.081980637842269
q2_conservation_micro_b5_a040,r140_top_companions_0,"Q2,S3,Q3,S1",2.7538291867423804e-05,-2.994707752406226e-05,0.14965560869890776,0.00903805918600381,2.114758738053243
q2_conservation_micro_b5_a040,r138_combo2_2,"Q2,S3,Q3",2.676711778437646e-05,-2.8897407750221992e-05,0.13937847505343914,0.00841739857089053,2.063739351889595
q2_conservation_antidote_b10_a030,r130_combo2_6,"Q2,S1,S4",2.6547528932750492e-05,-3.0437142069242133e-05,0.15802285010102596,0.009543376852834948,2.075452619285069
q2_conservation_antidote_b10_a030,r128_top_companions_0,"Q2,S3,S1,S4",2.6219403122282586e-05,-2.5924617680512076e-05,0.13977654799798886,0.00844143914554367,2.02273483843826
q2_conservation_antidote_b10_a030,r130_combo2_5,"Q2,S1,Q3",2.61955849350621e-05,-3.008519807155374e-05,0.1576913171830493,0.009523354789105883,2.06992184123533
q2_conservation_antidote_b10_a030,r130_minimum_companions_1,"Q2,Q1,S1",2.6170186910456352e-05,-3.0059800046947993e-05,0.15760102658842554,0.009517901924724497,2.0819704645331
q2_conservation_balanced_b12_a032,r130_combo2_5,"Q2,S1,S2",2.6136793290935066e-05,-2.9949864080759453e-05,0.1592381121370507,0.009616769425980623,2.07375999062187
q2_conservation_micro_b5_a040,r138_top_companions_0,"Q2,S3,S1,Q3",2.6107571911748034e-05,-2.8237861877593567e-05,0.13479673947263962,0.008140696630255625,2.042214864821371
q2_conservation_balanced_b12_a032,r130_combo2_6,"Q2,S1,Q3",2.610556280505062e-05,-2.9918633594875005e-05,0.1582952431047182,0.009559827316072694,2.0656451500377324
q2_conservation_balanced_b12_a032,r130_minimum_companions_1,"Q2,Q1,S1",2.6082872248077774e-05,-2.989594303790216e-05,0.15820721417752012,0.009554511039181948,2.0777941512135927
q2_conservation_antidote_b10_a030,r130_stage_anchor_2,"Q2,S1,S4,Q1",2.604978310454041e-05,-2.993939624103205e-05,0.1571638597601035,0.009491500377178882,2.063138630307909
q2_conservation_strict_b8_a035,r130_combo2_3,"Q2,S1,Q3",2.5744985586489662e-05,-2.944306600702936e-05,0.15769131718306317,0.00952335478910672,2.0508977737434773
q2_conservation_strict_b8_a035,r130_minimum_companions_1,"Q2,Q1,S1",2.5724277495933756e-05,-2.9422357916473454e-05,0.15760102658843936,0.00951790192472533,2.0631203677998586
q2_conservation_antidote_b10_a030,r130_combo3_8,"Q2,Q1,S1,Q3",2.565710527945627e-05,-2.954671841594791e-05,0.15685077515357165,0.009472592450983114,2.054217295592744
q2_conservation_balanced_b12_a032,r130_stage_anchor_2,"Q2,S1,S2,Q1",2.565563152501422e-05,-2.9468702314838606e-05,0.15840568452149986,0.009566497136670377,2.0584366811467008
q2_conservation_balanced_b12_a032,r130_combo3_8,"Q2,Q1,S1,Q3",2.5557984115441102e-05,-2.9371054905265488e-05,0.15747350733061038,0.009510200732570665,2.049602628928167
q2_conservation_antidote_b10_a030,r130_top_companions_0,"Q2,Q1,S1,Q3,S4",2.5541503112301188e-05,-2.943111624879283e-05,0.15642434413572068,0.0094468392646402,2.0401862532299533
q2_conservation_strict_b8_a035,r130_top_companions_0,"Q2,Q1,S1,Q3",2.5173018973096177e-05,-2.8871099393635875e-05,0.15685077515358528,0.009472592450983936,2.0339510461452366
q2_conservation_balanced_b12_a032,r130_top_companions_0,"Q2,Q1,S1,S2,Q3",2.5144030277932236e-05,-2.8957101067756622e-05,0.15768803028389147,0.009523156285425431,2.0331862628129835
q2_conservation_micro_b5_a040,r130_top_companions_0,"Q2,S1,Q3",2.3235009831383676e-05,-2.6740968038362718e-05,0.14446522168051043,0.008724599333223277,1.9557924868588585
q2_conservation_antidote_b10_a030,r147_minimum_companions_1,"Q2,S4,S1",2.1074650708269435e-05,-2.345116116505815e-05,0.12358647637348882,0.007463682101621132,1.878041004747548
q2_conservation_antidote_b10_a030,r147_combo2_2,"Q2,S4,Q1",2.0714143828020693e-05,-2.3090654284809407e-05,0.12409778676076237,0.007494561355548021,1.8602742596939341
q2_conservation_antidote_b10_a030,r147_top_companions_0,"Q2,S4,S1,Q1",2.0443123648616283e-05,-2.2819634105404997e-05,0.12244952986798648,0.007395019190171388,1.8510466210439538
q2_conservation_balanced_b12_a032,r128_minimum_companions_1,"Q2,S2,S3",1.514917264848416e-05,-1.4845832318637715e-05,0.06886934728791219,0.004159184158222225,1.6118526065803094
q2_conservation_balanced_b12_a032,r036_minimum_companions_1,"Q2,S1,S2",1.3371256728275226e-05,-1.4665660352661735e-05,0.08297982382126326,0.005011349494088288,1.5724398770011552
q2_conservation_balanced_b12_a032,r036_combo3_8,"Q2,S1,S2,S3",1.3265916221822738e-05,-1.4560319846209247e-05,0.08302724253368886,0.005014213223240524,1.5605908407371234
q2_conservation_balanced_b12_a032,r036_q_stage_balanced_2,"Q2,Q1,S1,S2",1.3197929884250495e-05,-1.4492333508637004e-05,0.08296076670478734,0.005010198589366966,1.551470144996734
q2_conservation_balanced_b12_a032,r036_top_companions_0,"Q2,S1,S2,S3,Q1",1.3092548271462874e-05,-1.4386951895849383e-05,0.08300818077327576,0.005013062038060758,1.5441157963367826
q2_conservation_balanced_b12_a032,r031_combo3_8,"Q2,S2,S3,S1",1.308872406340653e-05,-1.2368940752975751e-05,0.06054517340554094,0.003656467441638468,1.5361433975534147
q2_conservation_balanced_b12_a032,r031_top_companions_0,"Q2,S2,S3,S1,Q1",1.292201615072752e-05,-1.2202232840296742e-05,0.060528682449665194,0.0036554715134769072,1.5212114879988066
q2_conservation_balanced_b12_a032,r031_minimum_companions_1,"Q2,S2,S3",1.2339319282981013e-05,-1.1619535972550235e-05,0.057929060914204036,0.003498474168018383,1.5056455616998523
q2_conservation_balanced_b12_a032,r031_q_stage_balanced_2,"Q2,Q1,S2,S3",1.2171756555998461e-05,-1.1451973245567683e-05,0.05791064987897762,0.00349736228168483,1.4891853563817612
q2_conservation_antidote_b10_a030,r036_minimum_companions_1,"Q2,S1,S4",1.1990352210920503e-05,-1.3308220923254803e-05,0.07779591110516282,0.0046982806398667525,1.5064445587596995
q2_conservation_antidote_b10_a030,r036_combo2_2,"Q2,S1,S3",1.191713274739637e-05,-1.323500145973067e-05,0.07774062223160517,0.0046949416129108915,1.5048293088435323
q2_conservation_antidote_b10_a030,r036_top_companions_0,"Q2,S1,S4,S3",1.188540672680924e-05,-1.3203275439143541e-05,0.07785334255513217,0.004701749062122848,1.4984046073694568
q2_conservation_strict_b8_a035,r031_minimum_companions_1,"Q2,S3,S1",1.1873395079964972e-05,-1.1082382604091787e-05,0.05410236512038392,0.003267370881131478,1.4839177137702695
q2_conservation_balanced_b12_a032,r031_combo2_5,"Q2,S3,S1",1.1826164031042809e-05,-1.1106380720612031e-05,0.05425489219638458,0.0032765823550772065,1.4830208510239415
q2_conservation_micro_b5_a040,r036_top_companions_0,"Q2,S1,S3",1.1786415621987305e-05,-1.2986851938675409e-05,0.07682901174119225,0.004639887280911144,1.4985864186925093
q2_conservation_antidote_b10_a030,r031_minimum_companions_1,"Q2,S3,S1",1.1731331212629656e-05,-1.1058974380527857e-05,0.05410236512037908,0.0032673708811311866,1.4800785567403514
q2_conservation_balanced_b12_a032,r036_combo2_3,"Q2,S1,S3",1.1706867953506592e-05,-1.3001271577893101e-05,0.07777335380873043,0.004696918350928806,1.4967459373233503
q2_conservation_strict_b8_a035,r031_top_companions_0,"Q2,S3,S1,Q1",1.1705489703789547e-05,-1.0914477227916362e-05,0.05408729118503458,0.0032664605302195567,1.4683641312693256
q2_conservation_balanced_b12_a032,r036_combo2_4,"Q2,S1,Q1",1.1633223478696528e-05,-1.2927627103083037e-05,0.07767689162786258,0.004691092769732924,1.48521595149657
q2_conservation_antidote_b10_a030,r031_top_companions_0,"Q2,S3,S1,Q1",1.1566019878906427e-05,-1.0893663046804627e-05,0.05408729118502975,0.0032664605302192644,1.4646211989471505
q2_conservation_balanced_b12_a032,r036_combo3_9,"Q2,S1,S3,Q1",1.1530156685824518e-05,-1.2824560310211027e-05,0.07773417767657402,0.004694552410860227,1.4791709510600608
q2_conservation_strict_b8_a035,r036_top_companions_0,"Q2,S1,S3",1.1489260582555044e-05,-1.2748446520787068e-05,0.07774062223161332,0.004694941612911383,1.4882500666174745
q2_conservation_micro_b5_a040,r031_minimum_companions_1,"Q2,S3,S1",1.1150277911229538e-05,-1.0240311631754158e-05,0.050603871339140266,0.0030560884966512425,1.455743781795331
q2_conservation_micro_b5_a040,r031_top_companions_0,"Q2,S3,S1,Q3",1.0872123235779532e-05,-9.962156956304152e-06,0.05035717852564564,0.003041190129202736,1.4314808487355426
q2_conservation_strict_b8_a035,r031_combo2_2,"Q2,S3,Q1",1.0814584448424385e-05,-1.00235719725512e-05,0.05096506511465002,0.0030779018503174,1.4273745332884014
q2_conservation_balanced_b12_a032,r031_combo2_6,"Q2,S3,Q1",1.0797945525985956e-05,-1.0078162215555178e-05,0.051118418980583655,0.0030871632560793396,1.4276124503349659
q2_conservation_antidote_b10_a030,r031_combo2_2,"Q2,S3,Q1",1.0724199053246692e-05,-1.0051842221144892e-05,0.050965065114645096,0.0030779018503171024,1.4254523633439344
q2_conservation_balanced_b12_a032,r066_minimum_companions_1,"Q2,Q1,Q3",1.05228682409158e-05,-1.1813361921738513e-05,0.06270455951031077,0.0037868779193346936,1.4479441363854806
q2_conservation_balanced_b12_a032,r066_combo2_5,"Q2,Q1,S3",1.0093388612889128e-05,-1.1383882293711841e-05,0.06103590200288023,0.0036861037121770504,1.41567309028276
q2_conservation_micro_b5_a040,r031_combo2_2,"Q2,S3,Q3",9.905515918994315e-06,-8.995549639518935e-06,0.04720299114078447,0.00285070122928134,1.3861421321154934
q2_conservation_balanced_b12_a032,r032_combo3_8,"Q2,S2,S1,S3",9.344595950716399e-06,-1.0699330779097337e-05,0.0673910044370233,0.004069903507134693,1.41085302217754
q2_conservation_balanced_b12_a032,r032_minimum_companions_1,"Q2,S2,S1",9.102397051365292e-06,-1.045713187974623e-05,0.06698472117189756,0.004045367091637717,1.4099709145587198
q2_conservation_balanced_b12_a032,r066_combo2_4,"Q2,Q1,S2",8.999346033984872e-06,-1.0289839714807585e-05,0.054642071772215244,0.003299965053209221,1.3745094461734737
q2_conservation_balanced_b12_a032,r066_combo2_3,"Q2,Q1,S1",8.913504967212292e-06,-1.0203998648035005e-05,0.053029620052822,0.003202585247660002,1.3781369796475984
q2_conservation_balanced_b12_a032,r038_combo2_5,"Q2,S3,Q1",8.281453072442801e-06,-9.390467224414068e-06,0.0475451493326957,0.0028713649786480037,1.3541534972881522
q2_conservation_micro_b5_a040,r038_combo2_2,"Q2,S3,Q3",8.244322528152322e-06,-9.306738355921483e-06,0.04744237270264191,0.002865158052803795,1.3519349515544743
q2_conservation_balanced_b12_a032,r038_combo2_6,"Q2,S3,Q3",8.223337077017901e-06,-9.332351228989169e-06,0.04744237270262577,0.0028651580528028194,1.3517183427322736
q2_conservation_balanced_b12_a032,r066_stage_anchor_2,"Q2,S1,S2,Q1",7.818109559043626e-06,-9.108603239866338e-06,0.04788627558797662,0.002891966406900063,1.328117069138048
q2_conservation_antidote_b10_a030,r002_minimum_companions_1,"Q2,S3,S4",7.77117756133516e-06,-6.713970444581453e-06,0.033933683174840995,0.0020493360696581297,1.324281348781401
q2_conservation_antidote_b10_a030,r002_combo3_8,"Q2,S3,S4,S1",7.760531725313404e-06,-6.7033246085596975e-06,0.03421777283802646,0.0020664929220629595,1.324428112126437
q2_conservation_balanced_b12_a032,r066_top_companions_0,"Q2,Q1,Q3,S1,S2",7.634995979183311e-06,-8.925489660006024e-06,0.04808604647265667,0.0029040310471435916,1.3258819817112835
q2_conservation_antidote_b10_a030,r002_q_stage_balanced_2,"Q2,Q1,S3,S4",7.621991193795417e-06,-6.56478407704171e-06,0.03418351246738605,0.0020644238565580013,1.3177722597215349
q2_conservation_antidote_b10_a030,r002_top_companions_0,"Q2,S3,S4,S1,Q1",7.6112400474821415e-06,-6.554032930728435e-06,0.03446609987384993,0.0020814899840960496,1.3179992758850998
q2_conservation_antidote_b10_a030,r032_combo3_8,"Q2,S1,S4,S3",7.240296233505979e-06,-8.64308572438811e-06,0.05656770784074734,0.003416258808648163,1.3245919478959347
q2_conservation_antidote_b10_a030,r032_combo2_4,"Q2,S1,S3",7.185102970213783e-06,-8.587892461095915e-06,0.056270432665159686,0.003398305651697684,1.3214318626159678
q2_conservation_balanced_b12_a032,r032_top_companions_0,"Q2,S2,S1,Q3,S3",7.129387207055081e-06,-8.484122035436019e-06,0.06036102621249093,0.0036453463533999983,1.3216816372187836
q2_conservation_balanced_b12_a032,r038_minimum_companions_1,"Q2,S3,S1",7.051093245216992e-06,-8.16010739718826e-06,0.046166504495865075,0.0027881053284412242,1.3230252876399653
q2_conservation_balanced_b12_a032,r032_combo2_6,"Q2,S1,S3",7.026590179380447e-06,-8.381325007761386e-06,0.056386671808887505,0.003405325610855086,1.314969725091174
q2_conservation_antidote_b10_a030,r032_minimum_companions_1,"Q2,S1,S4",6.916924482721753e-06,-8.319713973603884e-06,0.05571162333331886,0.0033645578232081434,1.3176954749675671
q2_conservation_strict_b8_a035,r002_minimum_companions_1,"Q2,S3,S1",6.875534215332281e-06,-5.752063020236526e-06,0.03057391780104223,0.0018464318246152835,1.2853105312161197
q2_conservation_balanced_b12_a032,r038_stage_anchor_3,"Q2,S3,S1,Q1",6.859451845043487e-06,-7.968465997014755e-06,0.04607857188722505,0.0027827948684579487,1.3076911163787583
q2_conservation_micro_b5_a040,r038_minimum_companions_1,"Q2,S3,S1",6.851746082031651e-06,-7.914161909800812e-06,0.04616650449587688,0.0027881053284419368,1.3150687683002815
q2_conservation_strict_b8_a035,r032_combo2_2,"Q2,S1,S3",6.836864725368649e-06,-8.119423023013978e-06,0.05627043266516486,0.003398305651697997,1.3070645115457036
q2_conservation_balanced_b12_a032,r002_minimum_companions_1,"Q2,S3,S1",6.830603941247477e-06,-5.746900598277644e-06,0.030573917801040226,0.0018464318246151623,1.2841233461571633
q2_conservation_antidote_b10_a030,r002_combo2_3,"Q2,S3,S1",6.800573282774716e-06,-5.743366166021009e-06,0.03057391780103867,0.0018464318246150684,1.283328838895933
q2_conservation_balanced_b12_a032,r032_q_stage_balanced_2,"Q2,Q3,S2,S1",6.778831538945158e-06,-8.133566367326097e-06,0.059557032722832734,0.0035967912687769285,1.312974526399329
q2_conservation_micro_b5_a040,r032_combo2_2,"Q2,S1,S3",6.75865463122937e-06,-7.920666612356263e-06,0.05345293435847691,0.003228150208319034,1.302777540229752
q2_conservation_micro_b5_a040,r002_top_companions_0,"Q2,S3,S1",6.7575023626658196e-06,-5.567688713220293e-06,0.029872853775671344,0.001804092895860344,1.2801491332218973
q2_conservation_strict_b8_a035,r002_top_companions_0,"Q2,S3,S1,Q1",6.721181027571953e-06,-5.597709832476198e-06,0.030851441013670666,0.0018631921134078812,1.2798663828503438
q2_conservation_strict_b8_a035,r002_combo2_2,"Q2,S3,Q1",6.712286265468659e-06,-5.588815070372904e-06,0.030535605824016352,0.0018441180729363246,1.277232405750814
q2_conservation_balanced_b12_a032,r002_q_stage_balanced_2,"Q2,Q1,S3,S1",6.682386171549858e-06,-5.598682828580025e-06,0.030851441013668653,0.0018631921134077598,1.2789067880567144
q2_conservation_balanced_b12_a032,r002_combo2_3,"Q2,S3,Q1",6.68085853940798e-06,-5.5971551964381465e-06,0.03053560582401435,0.0018441180729362038,1.2765460909595383
q2_conservation_balanced_b12_a032,r038_combo2_4,"Q2,S3,S2",6.672857224010627e-06,-7.781871375981894e-06,0.03970960644343061,0.0023981578532797317,1.29026880671814
q2_conservation_antidote_b10_a030,r002_combo2_4,"Q2,S3,Q1",6.659804765835574e-06,-5.602597649081867e-06,0.0305356058240128,0.0018441180729361101,1.276084576755245
q2_conservation_antidote_b10_a030,r002_combo3_9,"Q2,S3,S1,Q1",6.656422620655985e-06,-5.599215503902279e-06,0.03085144101366709,0.0018631921134076655,1.2782631481175697
q2_conservation_balanced_b12_a032,r038_q_stage_balanced_2,"Q2,Q1,Q3,S3,S1",6.646516298254492e-06,-7.75553045022576e-06,0.046070734180582266,0.0027823215306583444,1.2946870005666797
q2_conservation_micro_b5_a040,r038_top_companions_0,"Q2,S3,S1,Q3",6.614809891283867e-06,-7.677225719053028e-06,0.0461560063117434,0.0027874713180605767,1.2978411729518955
q2_conservation_balanced_b12_a032,r036_combo2_5,"Q2,S2,S3",6.5713083534032785e-06,-7.865711977789788e-06,0.0400448943125544,0.0024184066874653356,1.306346843775028
q2_conservation_balanced_b12_a032,r002_combo3_8,"Q2,S3,S1,S2",6.553388785892223e-06,-5.46968544292239e-06,0.03073089932670698,0.0018559123134015184,1.2723915489682924
