target,policy,fraction,selected_cells,selected_gain_sum,selected_mean_gain,selected_positive_gain_rate,active_subjects,positive_subjects,negative_subjects,raw_action_count,inverse_action_count,null_gain_mean,null_gain_std,gain_lift_vs_null,gain_z_vs_null,action_health_score
Q1,top_health_decisive,0.18,61,0.5027091280159458,0.008241133246163046,0.5245901639344263,9,5,4,44,17,-1.325458031035189,1.8066869125958194,1.828167159051135,1.011889302073071,-0.36757794244617426
Q1,top_health_all,0.25,112,0.6546759733593502,0.005845321190708484,0.5267857142857143,9,6,3,76,36,-1.0451033815403215,2.451075914390766,1.6997793548996718,0.6934829496385325,0.7085420195001615
Q1,top_health_decisive,0.25,84,0.49483505826921914,0.005890893550824038,0.5476190476190477,9,6,3,59,25,-1.4393713200305047,2.213307575506672,1.9342063782997239,0.873898593988657,0.6490124220853941
Q2,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0
Q2,top_health_all,0.02,9,-1.5770671134709353,-0.17522967927454836,0.3333333333333333,3,0,3,4,5,-0.2376879580315013,0.6396900213418659,-1.339379155439434,-2.0937940420421803,-4.346802811814494
Q2,top_health_decisive,0.02,7,-0.11985243390777567,-0.01712177627253938,0.42857142857142855,3,1,2,3,4,-0.1429988574078432,0.6768451885412473,0.023146423500067542,0.03419751501809928,-1.187376233627012
Q2,top_health_all,0.04,18,-1.6692131331885967,-0.09273406295492204,0.4444444444444444,7,2,5,10,8,-0.645715974471203,1.1405885508178788,-1.0234971587173938,-0.8973412524467981,-5.156165453319653
Q2,top_health_decisive,0.04,15,-1.744682529585565,-0.11631216863903766,0.4,5,1,4,9,6,-0.5352723154802757,1.0555660364508768,-1.2094102141052894,-1.1457456685246163,-4.834995074040105
Q2,top_health_all,0.06,27,-1.4615495636889204,-0.054131465321811865,0.48148148148148145,7,3,4,17,10,-0.793032707587149,1.150525922133552,-0.6685168561017714,-0.5810532759332045,-3.789238421038844
Q2,top_health_decisive,0.06,22,-1.7523638324034354,-0.07965290147288343,0.45454545454545453,7,3,4,13,9,-0.8618023521904664,1.1145150507837147,-0.890561480212969,-0.7990573833765062,-4.183600980654325
Q2,top_health_all,0.08,36,-0.5871753467565023,-0.01631042629879173,0.5,7,3,4,24,12,-1.0885522111583894,1.4745784367659613,0.5013768644018871,0.3400136960509911,-2.4459606439098174
Q2,top_health_decisive,0.08,30,-0.7987051035093261,-0.02662350345031087,0.5333333333333333,7,3,4,19,11,-0.7175129474630757,1.7343072729836664,-0.08119215604625041,-0.0468153235075634,-2.8653472558107755
Q2,top_health_all,0.1,45,-0.6767753495720027,-0.015039452212711172,0.4666666666666667,9,4,5,31,14,-0.32198741436802536,1.6128300241144162,-0.35478793520397733,-0.21997850356164267,-3.3729424838939264
Q2,top_health_decisive,0.1,37,-0.886842846747874,-0.023968725587780376,0.5135135135135135,8,4,4,25,12,-0.9988136898924146,1.5618049075637377,0.11197084314454064,0.071693233003861,-2.639243000438643
Q2,top_health_all,0.14,63,1.1342560364269707,0.018004064070269377,0.5714285714285714,9,3,6,41,22,-1.8200938718440536,1.8118798704506567,2.9543499082710243,1.6305440313414425,-1.3052022787593205
Q2,top_health_decisive,0.14,52,0.3382246467951969,0.006504320130676864,0.5769230769230769,9,3,6,35,17,-1.4355067719769343,1.7420824425410395,1.7737314187721314,1.018167324036013,-2.5267066179196114
Q2,top_health_all,0.18,81,0.05292793420429254,0.0006534312864727473,0.5432098765432098,9,4,5,48,33,-2.5326303384911415,1.632472120004014,2.585558272695434,1.5838299723544906,-1.5140610366872544
Q2,top_health_decisive,0.18,67,0.9219298152599569,0.013760146496417268,0.582089552238806,9,5,4,43,24,-2.2118356850141923,1.8575174951467721,3.133765500274149,1.6870718625595147,0.5473439097448658
Q2,top_health_all,0.25,112,-0.532628601568099,-0.004755612514000884,0.5535714285714286,10,4,6,67,45,-3.5108280328943096,2.729519364863353,2.9781994313262103,1.0911076395588448,-2.786807283994603
Q2,top_health_decisive,0.25,93,-0.45690076130531565,-0.004912911411885114,0.5806451612903226,10,4,6,57,36,-2.038354718503704,2.3676856284160706,1.5814539571983883,0.6679324054757836,-3.170054620972576
Q3,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0
Q3,top_health_all,0.02,9,-0.5777416444103955,-0.0641935160455995,0.3333333333333333,3,1,2,3,6,-0.1294978702832891,0.6602649538114828,-0.4482437741271065,-0.6788846985434395,-1.910347607140407
Q3,top_health_decisive,0.02,7,-0.501188607049097,-0.07159837243558528,0.42857142857142855,3,1,2,3,4,-0.03142564979839776,0.47713134849423666,-0.4697629572506992,-0.9845568913742702,-1.8388357497606478
Q3,top_health_all,0.04,18,-1.8642813807199745,-0.10357118781777636,0.4444444444444444,4,2,2,7,11,-0.6255071507260896,0.7865648367776836,-1.2387742299938849,-1.5749168689878958,-3.24712589621891
Q3,top_health_decisive,0.04,14,-1.8089001362135257,-0.12920715258668042,0.5,3,1,2,6,8,-0.5588069933009102,0.8816414109068187,-1.2500931429126156,-1.4179156371827217,-3.4040779555492366
Q3,top_health_all,0.06,27,-3.6756216932902332,-0.13613413678852715,0.4444444444444444,4,0,4,11,16,-0.5233700058359892,0.8644829416810823,-3.152251687454244,-3.646401259606515,-7.88108757290151
Q3,top_health_decisive,0.06,21,-3.376925610015498,-0.16080598142930944,0.47619047619047616,4,0,4,9,12,-0.21507982884762403,0.8862954686623541,-3.161845781167874,-3.567484990011182,-7.563101352691011
Q3,top_health_all,0.08,36,-3.1640694700354652,-0.08789081861209626,0.5,7,2,5,15,21,-0.4457896430677926,1.1035660668757135,-2.7182798269676725,-2.4631781535865334,-7.325134796556151
Q3,top_health_decisive,0.08,28,-3.4395227159816524,-0.12284009699934473,0.5,6,1,5,13,15,-0.8113197129281673,1.0001975679528503,-2.628203003053485,-2.627683856933133,-7.843305679729673
Q3,top_health_all,0.1,45,-3.71796854903349,-0.08262152331185534,0.5555555555555556,7,2,5,18,27,-0.8885041601076367,1.3540031386502476,-2.8294643889258535,-2.0897029764247335,-7.845350000659992
Q3,top_health_decisive,0.1,35,-3.202527979703585,-0.09150079942010242,0.5714285714285714,7,2,5,16,19,-0.852044079095803,1.526091553993583,-2.350483900607782,-1.5401984857703137,-7.113925539606928
Q3,top_health_all,0.14,63,-5.0040972527976235,-0.07943011512377181,0.5396825396825397,8,2,6,32,31,-1.5632704617165067,1.5687536683977013,-3.4408267910811166,-2.19335059442157,-10.083674345579531
Q3,top_health_decisive,0.14,49,-5.050697377365162,-0.10307545668092166,0.5102040816326531,8,2,6,27,22,-1.6931572083885607,1.4176863297588822,-3.357540168976601,-2.3683237247181794,-10.138076642371264
Q3,top_health_all,0.18,81,-5.786327012689672,-0.07143613595913176,0.5432098765432098,10,2,8,41,40,-2.080649423582965,1.7681809003901143,-3.7056775891067075,-2.095757050813705,-12.432237184902046
Q3,top_health_decisive,0.18,62,-4.9945948159797675,-0.08055798090289948,0.532258064516129,10,3,7,33,29,-1.3705858417614263,1.2862910005942598,-3.6240089742183415,-2.8174098804578964,-10.706983468093766
Q3,top_health_all,0.25,112,-5.9674068095212185,-0.053280417942153734,0.5625,10,2,8,62,50,-1.758478110492886,1.9937041685969799,-4.208928699028332,-2.1111099456597224,-12.758418612708885
Q3,top_health_decisive,0.25,87,-6.138925225391901,-0.07056235891255058,0.5632183908045977,10,3,7,50,37,-2.198116292049502,1.9115215368872582,-3.940808933342399,-2.061608439818917,-11.843273561851051
S1,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0
S1,top_health_all,0.02,9,-0.09856013978785516,-0.010951126643095018,0.5555555555555556,5,3,2,6,3,0.0005640699711369768,0.6911909061474323,-0.09912420975899214,-0.14341075508572845,-0.673284471103618
S1,top_health_decisive,0.02,7,-0.10315621277680287,-0.014736601825257553,0.5714285714285714,4,2,2,5,2,0.012384323147683127,0.9271797470001785,-0.115540535924486,-0.12461503424585024,-0.9242007490922222
S1,top_health_all,0.04,18,-2.3315377019452166,-0.1295298723302898,0.5,5,1,4,15,3,-0.9092328208731028,1.339157114467372,-1.422304881072114,-1.0620896276519523,-5.435679921585085
S1,top_health_decisive,0.04,14,-1.678659172476845,-0.11990422660548893,0.5,4,0,4,12,2,-0.5271334313207723,1.1217185909059035,-1.1515257411560726,-1.026572752285488,-4.9473056250979255
S1,top_health_all,0.06,27,-2.752743162273751,-0.10195345045458337,0.5555555555555556,5,2,3,23,4,-0.5473814349552315,1.8285043868577942,-2.2053617273185195,-1.2061014144507132,-5.08686162798117
S1,top_health_decisive,0.06,21,-2.23113528041519,-0.10624453716262809,0.5714285714285714,4,1,3,19,2,-0.9947951161273512,1.122757776558763,-1.2363401642878387,-1.1011637506330207,-4.5056055512060755
S1,top_health_all,0.08,36,-3.1255611941080836,-0.0868211442807801,0.5555555555555556,6,2,4,27,9,-0.37813861496721923,1.2438674848275268,-2.7474225791408644,-2.208774337020168,-6.49261866607054
S1,top_health_decisive,0.08,28,-3.002499368973453,-0.10723212032048046,0.5714285714285714,5,2,3,23,5,-0.9146128035588991,1.6067534327062087,-2.087886565414554,-1.299444284925526,-5.306227224217453
S1,top_health_all,0.1,45,-3.210332131309885,-0.07134071402910855,0.5777777777777777,6,2,4,35,10,-1.3750576858524033,1.6685963474199745,-1.8352744454574816,-1.099891203942301,-6.161790298309095
S1,top_health_decisive,0.1,35,-2.9247315471957673,-0.08356375849130764,0.6,6,2,4,29,6,-0.925142237593722,1.4810206186432564,-1.9995893096020452,-1.3501427896620661,-5.946625474835829
S1,top_health_all,0.14,63,-1.9893753926627362,-0.0315773871851228,0.6507936507936508,6,2,4,47,16,-1.5539649680315446,1.6951873566615718,-0.4354104246311916,-0.2568509155758865,-4.39050316960374
S1,top_health_decisive,0.14,49,-2.2049603485244003,-0.04499919078621225,0.6530612244897959,6,2,4,42,7,-2.198526368110909,2.336943889692992,-0.0064339804134911915,-0.002753159988935992,-4.445996432051201
S1,top_health_all,0.18,81,-1.405763118574915,-0.01735510022931994,0.7037037037037037,7,3,4,57,24,-2.0125094597069224,2.217360143237101,0.6067463411320073,0.2736345482634249,-3.1594215889622204
S1,top_health_decisive,0.18,63,-2.0226286881756366,-0.032105217272629154,0.6984126984126984,7,3,4,48,15,-2.4668876290774233,2.0463108741259237,0.44425894090178675,0.21710237018192594,-3.83393364211819
S1,top_health_all,0.25,112,-4.810660513248173,-0.042952326011144404,0.6517857142857143,9,3,6,71,41,-3.1152775409631466,2.77367372872183,-1.6953829722850267,-0.6112409526502948,-8.88191003353743
S1,top_health_decisive,0.25,87,-4.40730017909792,-0.050658622748251954,0.6781609195402298,9,3,6,60,27,-3.416747815345127,2.904518905075703,-0.9905523637527929,-0.3410383599231471,-8.224126123598444
S2,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0
S2,top_health_all,0.02,9,-2.861674459788114,-0.317963828865346,0.4444444444444444,3,1,2,7,2,-0.11971859542186429,0.7338066156797114,-2.7419558643662496,-3.7366191661088077,-5.204877741253268
S2,top_health_decisive,0.02,7,-2.815006097732018,-0.4021437282474311,0.42857142857142855,3,1,2,6,1,-0.544117424501413,0.7640155645480933,-2.270888673230605,-2.97230682018083,-4.931520946694327
S2,top_health_all,0.04,18,-4.357411235483756,-0.24207840197131977,0.3333333333333333,5,1,4,12,6,-0.45881512316311124,1.3217930103430449,-3.8985961123206447,-2.9494755092621063,-8.497593796958068
S2,top_health_decisive,0.04,15,-3.784124361903025,-0.2522749574602017,0.4,4,1,3,11,4,-0.5392391621839603,0.9555392045738318,-3.244885199719065,-3.3958682011025134,-7.005094105951046
S2,top_health_all,0.06,27,-5.270929434445019,-0.19521960868314886,0.3333333333333333,6,1,5,20,7,-0.2592755877145625,1.1909169720914863,-5.011653846730457,-4.208231106093819,-10.64607998786208
S2,top_health_decisive,0.06,22,-5.334169407741614,-0.242462245806437,0.36363636363636365,5,2,3,16,6,-0.9778247042239988,1.0870005696467242,-4.356344703517615,-4.007674719925335,-8.726539239733393
S2,top_health_all,0.08,36,-5.62231266552209,-0.15617535182005804,0.3888888888888889,7,2,5,24,12,-0.9655832743233915,1.501646230221007,-4.656729391198699,-3.1010828632475826,-10.485905870915854
S2,top_health_decisive,0.08,29,-5.408676097896626,-0.18650607234126296,0.4482758620689655,6,2,4,19,10,-0.8003565150305331,1.5803333780176438,-4.608319582866093,-2.9160426824919234,-9.461786749827898
S2,top_health_all,0.1,45,-4.9607861087913205,-0.11023969130647379,0.4666666666666667,7,4,3,25,20,-1.8404549833340536,2.1501254038804176,-3.120331125457267,-1.451232155959778,-7.134366638477007
S2,top_health_decisive,0.1,36,-4.892605753508813,-0.13590571537524482,0.5277777777777778,6,4,2,20,16,-1.7287956876261033,1.9093114077303048,-3.1638100658827097,-1.6570424568110087,-6.329482756979837
S2,top_health_all,0.14,63,-7.077017459103081,-0.11233361046195367,0.4603174603174603,7,3,4,30,33,-1.9610322189193752,2.1839283628917507,-5.115985240183706,-2.3425609223782433,-10.9587933577166
S2,top_health_decisive,0.14,51,-6.160757667385844,-0.12079916994874203,0.5490196078431373,7,3,4,24,27,-1.6106831292853923,2.048220431823311,-4.550074538100452,-2.2214769794333162,-9.822749423210723
S2,top_health_all,0.18,81,-8.188577547631112,-0.10109354997075448,0.48148148148148145,8,3,5,38,43,-1.1933037949078695,2.700533965008951,-6.995273752723243,-2.590329854525661,-13.405406663398573
S2,top_health_decisive,0.18,66,-7.2415433742852295,-0.10972035415583681,0.5606060606060606,8,3,5,30,36,-1.653772431278984,2.380598172132871,-5.587770943006245,-2.347212985549738,-11.975297791210647
S2,top_health_all,0.25,112,-10.309466805835127,-0.09204881076638506,0.5089285714285714,8,3,5,43,69,-3.150682894353405,2.271626379739577,-7.158783911481722,-3.1513914327330608,-15.631697522636182
S2,top_health_decisive,0.25,91,-9.935366867857693,-0.10917985569074388,0.5604395604395604,8,3,5,34,57,-2.913007598766601,2.664681935182617,-7.022359269091092,-2.6353461463346592,-15.134140361969358
S3,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0
S3,top_health_all,0.02,9,-0.9416395784967808,-0.10462661983297565,0.4444444444444444,2,1,1,8,1,-0.1440132912870257,0.7286262639156637,-0.7976262872097551,-1.094698786896979,-1.634513541309567
S3,top_health_decisive,0.02,7,-0.7741914944409477,-0.11059878492013539,0.5714285714285714,2,1,1,6,1,-0.12034489981565032,0.7340443315586188,-0.6538465946252974,-0.8907453766953896,-1.348663489460555
S3,top_health_all,0.04,18,-1.8502831908387904,-0.10279351060215502,0.5,4,1,3,11,7,-0.5888472674326782,0.8531529294403712,-1.261435923406112,-1.478557805847957,-4.206140904562378
S3,top_health_decisive,0.04,14,-0.9627617660571071,-0.06876869757550765,0.5714285714285714,3,1,2,8,6,-0.5722497259404076,0.9492411625820782,-0.3905120401166995,-0.4113939170678695,-2.1507112195688327
S3,top_health_all,0.06,27,-2.2253017877160186,-0.08241858473022291,0.4444444444444444,6,1,5,16,11,-1.0163572793895188,1.4261138719295916,-1.2089445083264998,-0.847719478873554,-6.011933699901018
S3,top_health_decisive,0.06,21,-1.931002855495259,-0.09195251692834566,0.5238095238095238,5,1,4,12,9,-0.3988744485926094,0.868228704850811,-1.5321284069026495,-1.7646599315855576,-5.142876759832511
S3,top_health_all,0.08,36,-2.7166307478347056,-0.07546196521763071,0.4444444444444444,6,1,5,20,16,-1.756561858988474,1.7008266723449825,-0.9600688888462316,-0.5644719150144528,-6.394610266512531
S3,top_health_decisive,0.08,28,-1.8937792026371445,-0.06763497152275516,0.5357142857142857,5,1,4,15,13,-1.2035166599952687,1.3475113354586934,-0.6902625426418758,-0.5122498968863295,-4.698042238770352
S3,top_health_all,0.1,45,-3.841185904491684,-0.08535968676648187,0.4666666666666667,8,3,5,25,20,-1.7749676145900999,1.3495331746066097,-2.066218289901584,-1.5310615024368621,-7.458112105087916
S3,top_health_decisive,0.1,35,-2.4240718395511744,-0.06925919541574783,0.5428571428571428,6,3,3,19,16,-1.0483796409388912,1.6499904477789604,-1.3756921986122832,-0.8337576744544746,-4.21968756292654
S3,top_health_all,0.14,63,-4.539899008639325,-0.07206188902602104,0.5238095238095238,9,4,5,36,27,-2.010259874349145,1.800482687583374,-2.52963913429018,-1.4049783159456462,-8.007864337316047
S3,top_health_decisive,0.14,49,-3.938442448456981,-0.08037637649912206,0.5510204081632653,8,4,4,29,20,-1.8664944710535953,1.6334544996047262,-2.0719479774033855,-1.268445480363713,-6.4918321360563365
S3,top_health_all,0.18,81,-6.176705565783866,-0.07625562426893662,0.5432098765432098,9,4,5,42,39,-2.7593278378487205,2.0372331714376095,-3.4173777279351456,-1.6774602808590697,-9.935930167250214
S3,top_health_decisive,0.18,64,-6.1463249233014,-0.09603632692658437,0.546875,9,5,4,34,30,-2.425628339674848,2.195222702210269,-3.7206965836265518,-1.694906206955838,-8.997172643224065
S3,top_health_all,0.25,112,-10.510456265770662,-0.09384335951580948,0.5267857142857143,10,6,4,54,58,-4.136084295922317,2.5520316579163387,-6.374371969848345,-2.4977636739243425,-14.0117852118818
S3,top_health_decisive,0.25,88,-9.976450229823826,-0.11336875261163439,0.5340909090909091,10,5,5,43,45,-3.5950219079037247,2.912456000441523,-6.381428321920101,-2.1910814518580497,-14.440172136986458
S4,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0
S4,top_health_all,0.02,9,-0.7531486271266618,-0.0836831807918513,0.4444444444444444,5,2,3,7,2,-0.08621997610397243,0.6314740497086695,-0.6669286510226893,-1.0561457772182037,-2.652186937921875
S4,top_health_decisive,0.02,6,-1.1170285554831287,-0.1861714259138548,0.16666666666666666,3,0,3,4,2,-0.333902944077577,0.5008918779846767,-0.7831256114055518,-1.5634623874446396,-3.722915058731484
S4,top_health_all,0.04,18,-0.40105133164251294,-0.022280629535695165,0.5555555555555556,7,4,3,13,5,-0.31838632941787953,1.022774441937794,-0.08266500222463341,-0.08082427447836164,-1.4633275230250842
S4,top_health_decisive,0.04,13,-0.4309181834819876,-0.03314755257553751,0.5384615384615384,7,5,2,9,4,-0.09337870064963986,0.6626880845938437,-0.33753948283234775,-0.5093489541753615,-0.6279172874481199
S4,top_health_all,0.06,27,-0.9481653402226812,-0.03511723482306227,0.5185185185185185,7,3,4,13,14,-0.030145395218493857,0.8071612804412828,-0.9180199450041873,-1.137343883123701,-3.4026451822913737
S4,top_health_decisive,0.06,19,-0.6641198403605932,-0.034953675808452274,0.5263157894736842,7,3,4,11,8,-0.2773737674552064,0.7271790937264403,-0.3867460729053868,-0.5318443231412233,-2.8834386652196824
S4,top_health_all,0.08,36,-0.7457950541211374,-0.020716529281142707,0.5555555555555556,7,4,3,17,19,-0.6730693816761578,0.7819562522144657,-0.07272567244497963,-0.09300478414108682,-1.8065511077293395
S4,top_health_decisive,0.08,25,-0.657863434390123,-0.026314537375604918,0.56,7,3,4,13,12,-0.3358521607773202,1.1849019364166762,-0.32201127361280274,-0.2717619608139167,-2.8130782517716337
S4,top_health_all,0.1,45,-0.7699792687963253,-0.01711065041769612,0.5555555555555556,8,5,3,20,25,-0.06418787416344562,1.2669147236799678,-0.7057913946328797,-0.5570946342645615,-1.8263458210757144
S4,top_health_decisive,0.1,32,-0.6560282085781757,-0.02050088151806799,0.5625,7,4,3,15,17,-0.7567537472296985,1.442452647273037,0.10072553865152278,0.06982935546753985,-1.6424310243266143
S4,top_health_all,0.14,63,0.1845155213222604,0.002928817798766038,0.5714285714285714,9,6,3,23,40,-1.363513572054864,1.515300352451078,1.5480290933771244,1.0215988472998807,0.25008753958281194
S4,top_health_decisive,0.14,45,-0.12450965637489375,-0.0027668812527754166,0.5777777777777777,8,5,3,17,28,-0.8673244637582765,1.3974525152858135,0.7428148073833828,0.5315492292283426,-0.6067681955413666
S4,top_health_all,0.18,81,-0.02121155917941553,-0.00026187110098043864,0.5925925925925926,9,5,4,26,55,-0.6740934531292098,1.3471553602441457,0.6528818939497942,0.48463741689857665,-1.280153463929611
S4,top_health_decisive,0.18,57,1.190090625751663,0.02087878290792391,0.631578947368421,8,6,2,17,40,-1.6127186128936977,1.544954401147772,2.8028092386453607,1.8141695551422796,2.5012653229097133
S4,top_health_all,0.25,112,-0.468553921055942,-0.004183517152285197,0.5982142857142857,9,5,4,37,75,-1.7986164834758254,1.9017929822594657,1.3300625624198834,0.6993729469122734,-1.49632468441479
S4,top_health_decisive,0.25,80,-0.35902301743589826,-0.004487787717948728,0.5875,8,5,3,22,58,-1.3507950793759607,1.7527002125415914,0.9917720619400624,0.5658537922477304,-0.758588943784152
