candidate_id,file,resolved_path,family,k,alpha,mode,changed_cells_vs_h042,changed_rows_vs_h042,s_changed_vs_h042,q13_changed_vs_h042,q2_changed_vs_h042,h050_null_overlap_cells,row_overlap_with_h050_qnull,pred_delta_vs_h042,pred_delta_vs_h012,mean_gain_selected,mean_aux_selected,mean_row_strength_selected,Q1_changed_vs_h042,Q2_changed_vs_h042,Q3_changed_vs_h042,S1_changed_vs_h042,S2_changed_vs_h042,S3_changed_vs_h042,S4_changed_vs_h042,h056_score
h056_q2row_s_all_k150_a0p55_logit_2980c4e0,submission_h056_q2row_s_all_k150_a0p55_logit_2980c4e0.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s_all_k150_a0p55_logit_2980c4e0.csv,q2row_s_all,150,0.55,logit,150,45,150,0,0,0,20,-0.00010793914698319235,-0.0002352277143450517,0.0012592900481372441,0.6017457142857142,0.912,0,0,0,35,35,40,40,0.4471354166666667
h056_q2row_s_all_k90_a1p15_logit_825b5fa3,submission_h056_q2row_s_all_k90_a1p15_logit_825b5fa3.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s_all_k90_a1p15_logit_825b5fa3.csv,q2row_s_all,90,1.15,logit,90,42,90,0,0,0,19,-0.0001273232447499487,-0.00025461181211180805,0.00247572975902678,0.700616507936508,0.916,0,0,0,19,24,23,24,0.42690972222222223
h056_q2row_s_all_k90_a0p85_logit_01a55bb9,submission_h056_q2row_s_all_k90_a0p85_logit_01a55bb9.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s_all_k90_a0p85_logit_01a55bb9.csv,q2row_s_all,90,0.85,logit,90,42,90,0,0,0,19,-0.0001243034551287072,-0.0002515920224905665,0.00241701162750264,0.700616507936508,0.916,0,0,0,19,24,23,24,0.4175347222222222
h056_q2row_s_all_k120_a0p55_logit_233a9f17,submission_h056_q2row_s_all_k120_a0p55_logit_233a9f17.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s_all_k120_a0p55_logit_233a9f17.csv,q2row_s_all,120,0.55,logit,120,44,120,0,0,0,20,-0.00010635975247289479,-0.0002336483198347541,0.0015510797235630488,0.6456495238095239,0.9139999999999998,0,0,0,28,32,33,27,0.4092881944444444
h056_q2row_s_all_k90_a1p45_logit_459e2331,submission_h056_q2row_s_all_k90_a1p45_logit_459e2331.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s_all_k90_a1p45_logit_459e2331.csv,q2row_s_all,90,1.45,logit,90,42,90,0,0,0,19,-0.00011166438576407543,-0.00023895295312593477,0.002171251945412578,0.700616507936508,0.916,0,0,0,19,24,23,24,0.36597222222222214
h056_q2row_s_all_k90_a0p55_logit_3ea4b21a,submission_h056_q2row_s_all_k90_a0p55_logit_3ea4b21a.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s_all_k90_a0p55_logit_3ea4b21a.csv,q2row_s_all,90,0.55,logit,90,42,90,0,0,0,19,-0.00010123614822356925,-0.00022852471558542858,0.0019684806599027356,0.700616507936508,0.916,0,0,0,19,24,23,24,0.33315972222222223
h056_q2row_s24_k90_a1p15_logit_62a5ff64,submission_h056_q2row_s24_k90_a1p15_logit_62a5ff64.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s24_k90_a1p15_logit_62a5ff64.csv,q2row_s24,90,1.15,logit,90,45,90,0,0,0,20,-7.405884811917607e-05,-0.0002013474154810354,0.0014400331578728676,0.5758869841269841,0.912,0,0,0,0,45,0,45,0.2918402777777777
h056_q2row_s24_k120_a1p15_logit_62a5ff64,submission_h056_q2row_s24_k120_a1p15_logit_62a5ff64.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s24_k120_a1p15_logit_62a5ff64.csv,q2row_s24,120,1.15,logit,90,45,90,0,0,0,20,-7.405884811917607e-05,-0.0002013474154810354,0.0014400331578728676,0.5758869841269841,0.912,0,0,0,0,45,0,45,0.2918402777777777
h056_q2row_s24_k150_a1p15_logit_62a5ff64,submission_h056_q2row_s24_k150_a1p15_logit_62a5ff64.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s24_k150_a1p15_logit_62a5ff64.csv,q2row_s24,150,1.15,logit,90,45,90,0,0,0,20,-7.405884811917607e-05,-0.0002013474154810354,0.0014400331578728676,0.5758869841269841,0.912,0,0,0,0,45,0,45,0.2918402777777777
h056_q2row_s24_k180_a1p15_logit_62a5ff64,submission_h056_q2row_s24_k180_a1p15_logit_62a5ff64.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s24_k180_a1p15_logit_62a5ff64.csv,q2row_s24,180,1.15,logit,90,45,90,0,0,0,20,-7.405884811917607e-05,-0.0002013474154810354,0.0014400331578728676,0.5758869841269841,0.912,0,0,0,0,45,0,45,0.2918402777777777
h056_q2row_s24_k90_a0p85_logit_ff6a3481,submission_h056_q2row_s24_k90_a0p85_logit_ff6a3481.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s24_k90_a0p85_logit_ff6a3481.csv,q2row_s24,90,0.85,logit,90,45,90,0,0,0,20,-7.287008920002811e-05,-0.00020015865656188744,0.0014169184011116579,0.5758869841269841,0.912,0,0,0,0,45,0,45,0.2637152777777777
h056_q2row_s24_k120_a0p85_logit_ff6a3481,submission_h056_q2row_s24_k120_a0p85_logit_ff6a3481.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s24_k120_a0p85_logit_ff6a3481.csv,q2row_s24,120,0.85,logit,90,45,90,0,0,0,20,-7.287008920002811e-05,-0.00020015865656188744,0.0014169184011116579,0.5758869841269841,0.912,0,0,0,0,45,0,45,0.2637152777777777
h056_q2row_s24_k150_a0p85_logit_ff6a3481,submission_h056_q2row_s24_k150_a0p85_logit_ff6a3481.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s24_k150_a0p85_logit_ff6a3481.csv,q2row_s24,150,0.85,logit,90,45,90,0,0,0,20,-7.287008920002811e-05,-0.00020015865656188744,0.0014169184011116579,0.5758869841269841,0.912,0,0,0,0,45,0,45,0.2637152777777777
h056_q2row_s24_k180_a0p85_logit_ff6a3481,submission_h056_q2row_s24_k180_a0p85_logit_ff6a3481.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s24_k180_a0p85_logit_ff6a3481.csv,q2row_s24,180,0.85,logit,90,45,90,0,0,0,20,-7.287008920002811e-05,-0.00020015865656188744,0.0014169184011116579,0.5758869841269841,0.912,0,0,0,0,45,0,45,0.2637152777777777
h056_q2row_s24_k90_a1p45_logit_80cdf5c9,submission_h056_q2row_s24_k90_a1p45_logit_80cdf5c9.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s24_k90_a1p45_logit_80cdf5c9.csv,q2row_s24,90,1.45,logit,90,45,90,0,0,0,20,-6.424556855240617e-05,-0.00019153413591426548,0.0012492193885190088,0.5758869841269841,0.912,0,0,0,0,45,0,45,0.23090277777777776
h056_q2row_s24_k120_a1p45_logit_80cdf5c9,submission_h056_q2row_s24_k120_a1p45_logit_80cdf5c9.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s24_k120_a1p45_logit_80cdf5c9.csv,q2row_s24,120,1.45,logit,90,45,90,0,0,0,20,-6.424556855240617e-05,-0.00019153413591426548,0.0012492193885190088,0.5758869841269841,0.912,0,0,0,0,45,0,45,0.23090277777777776
h056_q2row_s24_k150_a1p45_logit_80cdf5c9,submission_h056_q2row_s24_k150_a1p45_logit_80cdf5c9.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s24_k150_a1p45_logit_80cdf5c9.csv,q2row_s24,150,1.45,logit,90,45,90,0,0,0,20,-6.424556855240617e-05,-0.00019153413591426548,0.0012492193885190088,0.5758869841269841,0.912,0,0,0,0,45,0,45,0.23090277777777776
h056_q2row_s24_k180_a1p45_logit_80cdf5c9,submission_h056_q2row_s24_k180_a1p45_logit_80cdf5c9.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s24_k180_a1p45_logit_80cdf5c9.csv,q2row_s24,180,1.45,logit,90,45,90,0,0,0,20,-6.424556855240617e-05,-0.00019153413591426548,0.0012492193885190088,0.5758869841269841,0.912,0,0,0,0,45,0,45,0.23090277777777776
h056_q2row_s13_k90_a1p15_logit_f790a400,submission_h056_q2row_s13_k90_a1p15_logit_f790a400.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s13_k90_a1p15_logit_f790a400.csv,q2row_s13,90,1.15,logit,90,45,90,0,0,0,20,-6.173746401668226e-05,-0.00018902603137854157,0.0012004506892132661,0.5943749206349207,0.912,0,0,0,45,0,45,0,0.20277777777777775
h056_q2row_s13_k120_a1p15_logit_f790a400,submission_h056_q2row_s13_k120_a1p15_logit_f790a400.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s13_k120_a1p15_logit_f790a400.csv,q2row_s13,120,1.15,logit,90,45,90,0,0,0,20,-6.173746401668226e-05,-0.00018902603137854157,0.0012004506892132661,0.5943749206349207,0.912,0,0,0,45,0,45,0,0.20277777777777775
h056_q2row_s13_k150_a1p15_logit_f790a400,submission_h056_q2row_s13_k150_a1p15_logit_f790a400.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s13_k150_a1p15_logit_f790a400.csv,q2row_s13,150,1.15,logit,90,45,90,0,0,0,20,-6.173746401668226e-05,-0.00018902603137854157,0.0012004506892132661,0.5943749206349207,0.912,0,0,0,45,0,45,0,0.20277777777777775
h056_q2row_s13_k180_a1p15_logit_f790a400,submission_h056_q2row_s13_k180_a1p15_logit_f790a400.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s13_k180_a1p15_logit_f790a400.csv,q2row_s13,180,1.15,logit,90,45,90,0,0,0,20,-6.173746401668226e-05,-0.00018902603137854157,0.0012004506892132661,0.5943749206349207,0.912,0,0,0,45,0,45,0,0.20277777777777775
h056_q2row_s13_k90_a0p85_logit_0d9675f5,submission_h056_q2row_s13_k90_a0p85_logit_0d9675f5.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s13_k90_a0p85_logit_0d9675f5.csv,q2row_s13,90,0.85,logit,90,45,90,0,0,0,20,-5.9893583165400116e-05,-0.00018718215052725945,0.0011645974504383356,0.5943749206349207,0.912,0,0,0,45,0,45,0,0.17934027777777775
h056_q2row_s13_k120_a0p85_logit_0d9675f5,submission_h056_q2row_s13_k120_a0p85_logit_0d9675f5.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s13_k120_a0p85_logit_0d9675f5.csv,q2row_s13,120,0.85,logit,90,45,90,0,0,0,20,-5.9893583165400116e-05,-0.00018718215052725945,0.0011645974504383356,0.5943749206349207,0.912,0,0,0,45,0,45,0,0.17934027777777775
h056_q2row_s13_k150_a0p85_logit_0d9675f5,submission_h056_q2row_s13_k150_a0p85_logit_0d9675f5.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s13_k150_a0p85_logit_0d9675f5.csv,q2row_s13,150,0.85,logit,90,45,90,0,0,0,20,-5.9893583165400116e-05,-0.00018718215052725945,0.0011645974504383356,0.5943749206349207,0.912,0,0,0,45,0,45,0,0.17934027777777775
h056_q2row_s13_k180_a0p85_logit_0d9675f5,submission_h056_q2row_s13_k180_a0p85_logit_0d9675f5.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s13_k180_a0p85_logit_0d9675f5.csv,q2row_s13,180,0.85,logit,90,45,90,0,0,0,20,-5.9893583165400116e-05,-0.00018718215052725945,0.0011645974504383356,0.5943749206349207,0.912,0,0,0,45,0,45,0,0.17934027777777775
h056_q2row_s24_k90_a0p55_logit_01dc89bd,submission_h056_q2row_s24_k90_a0p55_logit_01dc89bd.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s24_k90_a0p55_logit_01dc89bd.csv,q2row_s24,90,0.55,logit,90,45,90,0,0,0,20,-5.9757296692304165e-05,-0.0001870458640541635,0.001161947435683692,0.5758869841269841,0.912,0,0,0,0,45,0,45,0.1605902777777777
h056_q2row_s24_k120_a0p55_logit_01dc89bd,submission_h056_q2row_s24_k120_a0p55_logit_01dc89bd.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s24_k120_a0p55_logit_01dc89bd.csv,q2row_s24,120,0.55,logit,90,45,90,0,0,0,20,-5.9757296692304165e-05,-0.0001870458640541635,0.001161947435683692,0.5758869841269841,0.912,0,0,0,0,45,0,45,0.1605902777777777
h056_q2row_s24_k150_a0p55_logit_01dc89bd,submission_h056_q2row_s24_k150_a0p55_logit_01dc89bd.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s24_k150_a0p55_logit_01dc89bd.csv,q2row_s24,150,0.55,logit,90,45,90,0,0,0,20,-5.9757296692304165e-05,-0.0001870458640541635,0.001161947435683692,0.5758869841269841,0.912,0,0,0,0,45,0,45,0.1605902777777777
h056_q2row_s24_k180_a0p55_logit_01dc89bd,submission_h056_q2row_s24_k180_a0p55_logit_01dc89bd.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s24_k180_a0p55_logit_01dc89bd.csv,q2row_s24,180,0.55,logit,90,45,90,0,0,0,20,-5.9757296692304165e-05,-0.0001870458640541635,0.001161947435683692,0.5758869841269841,0.912,0,0,0,0,45,0,45,0.1605902777777777
h056_q2row_s13_k90_a1p45_logit_b24ae234,submission_h056_q2row_s13_k90_a1p45_logit_b24ae234.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s13_k90_a1p45_logit_b24ae234.csv,q2row_s13,90,1.45,logit,90,45,90,0,0,0,20,-5.43650763260857e-05,-0.000181653643687945,0.0010570987063405553,0.5943749206349207,0.912,0,0,0,45,0,45,0,0.12309027777777773
h056_q2row_s13_k120_a1p45_logit_b24ae234,submission_h056_q2row_s13_k120_a1p45_logit_b24ae234.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s13_k120_a1p45_logit_b24ae234.csv,q2row_s13,120,1.45,logit,90,45,90,0,0,0,20,-5.43650763260857e-05,-0.000181653643687945,0.0010570987063405553,0.5943749206349207,0.912,0,0,0,45,0,45,0,0.12309027777777773
h056_q2row_s13_k150_a1p45_logit_b24ae234,submission_h056_q2row_s13_k150_a1p45_logit_b24ae234.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s13_k150_a1p45_logit_b24ae234.csv,q2row_s13,150,1.45,logit,90,45,90,0,0,0,20,-5.43650763260857e-05,-0.000181653643687945,0.0010570987063405553,0.5943749206349207,0.912,0,0,0,45,0,45,0,0.12309027777777773
h056_q2row_s13_k180_a1p45_logit_b24ae234,submission_h056_q2row_s13_k180_a1p45_logit_b24ae234.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s13_k180_a1p45_logit_b24ae234.csv,q2row_s13,180,1.45,logit,90,45,90,0,0,0,20,-5.43650763260857e-05,-0.000181653643687945,0.0010570987063405553,0.5943749206349207,0.912,0,0,0,45,0,45,0,0.12309027777777773
h056_q2row_s_all_k60_a1p15_logit_f5da2c80,submission_h056_q2row_s_all_k60_a1p15_logit_f5da2c80.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s_all_k60_a1p15_logit_f5da2c80.csv,q2row_s_all,60,1.15,logit,60,36,60,0,0,0,14,-0.00011221992213648188,-0.00023950848949834118,0.0032730810623140543,0.7773599999999999,0.922,0,0,0,10,18,14,18,0.09230902777777777
h056_q2row_s13_k90_a0p55_logit_09660682,submission_h056_q2row_s13_k90_a0p55_logit_09660682.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s13_k90_a0p55_logit_09660682.csv,q2row_s13,90,0.55,logit,90,45,90,0,0,0,20,-4.83804477714486e-05,-0.00017566901513330792,0.0009407309288892784,0.5943749206349207,0.912,0,0,0,45,0,45,0,0.0855902777777777
h056_q2row_s13_k120_a0p55_logit_09660682,submission_h056_q2row_s13_k120_a0p55_logit_09660682.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s13_k120_a0p55_logit_09660682.csv,q2row_s13,120,0.55,logit,90,45,90,0,0,0,20,-4.83804477714486e-05,-0.00017566901513330792,0.0009407309288892784,0.5943749206349207,0.912,0,0,0,45,0,45,0,0.0855902777777777
h056_q2row_s13_k150_a0p55_logit_09660682,submission_h056_q2row_s13_k150_a0p55_logit_09660682.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s13_k150_a0p55_logit_09660682.csv,q2row_s13,150,0.55,logit,90,45,90,0,0,0,20,-4.83804477714486e-05,-0.00017566901513330792,0.0009407309288892784,0.5943749206349207,0.912,0,0,0,45,0,45,0,0.0855902777777777
h056_q2row_s13_k180_a0p55_logit_09660682,submission_h056_q2row_s13_k180_a0p55_logit_09660682.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s13_k180_a0p55_logit_09660682.csv,q2row_s13,180,0.55,logit,90,45,90,0,0,0,20,-4.83804477714486e-05,-0.00017566901513330792,0.0009407309288892784,0.5943749206349207,0.912,0,0,0,45,0,45,0,0.0855902777777777
h056_q2row_s_all_k60_a0p85_logit_a37753a2,submission_h056_q2row_s_all_k60_a0p85_logit_a37753a2.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s_all_k60_a0p85_logit_a37753a2.csv,q2row_s_all,60,0.85,logit,60,36,60,0,0,0,14,-0.00010920041642949,-0.00023648898379134933,0.003185012145860125,0.7773599999999999,0.922,0,0,0,10,18,14,18,0.08293402777777775
h056_q2row_s_all_k60_a1p45_logit_f68707ff,submission_h056_q2row_s_all_k60_a1p45_logit_f68707ff.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s_all_k60_a1p45_logit_f68707ff.csv,q2row_s_all,60,1.45,logit,60,36,60,0,0,0,14,-9.933071107220521e-05,-0.00022661927843406452,0.002897145739605985,0.7773599999999999,0.922,0,0,0,10,18,14,18,0.050121527777777786
h056_q2row_s_all_k60_a0p55_logit_052370bb,submission_h056_q2row_s_all_k60_a0p55_logit_052370bb.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s_all_k60_a0p55_logit_052370bb.csv,q2row_s_all,60,0.55,logit,60,36,60,0,0,0,14,-8.894763757232157e-05,-0.0002162362049341809,0.0025943060958593792,0.7734576190476189,0.922,0,0,0,11,17,14,18,0.021996527777777775
h056_q2row_s24_k60_a1p15_logit_6d6c3945,submission_h056_q2row_s24_k60_a1p15_logit_6d6c3945.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s24_k60_a1p15_logit_6d6c3945.csv,q2row_s24,60,1.15,logit,60,41,60,0,0,0,20,-7.30263887351061e-05,-0.00020031495609696545,0.0021299363381072616,0.6531633333333333,0.9160975609756098,0,0,0,0,32,0,28,0.00888888888888889
h056_q2row_s24_k60_a0p85_logit_1f8199f5,submission_h056_q2row_s24_k60_a0p85_logit_1f8199f5.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s24_k60_a0p85_logit_1f8199f5.csv,q2row_s24,60,0.85,logit,60,41,60,0,0,0,20,-7.184305136994966e-05,-0.00019913161873180897,0.0020954223316235316,0.6531633333333333,0.9160975609756098,0,0,0,0,32,0,28,-0.01923611111111112
h056_q2row_s24_k60_a1p45_logit_36f534ed,submission_h056_q2row_s24_k60_a1p45_logit_36f534ed.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s24_k60_a1p45_logit_36f534ed.csv,q2row_s24,60,1.45,logit,60,41,60,0,0,0,20,-6.339157275367061e-05,-0.00019068014011552992,0.0018489208719820595,0.6531633333333333,0.9160975609756098,0,0,0,0,32,0,28,-0.047361111111111076
h056_q2row_s13_k60_a1p15_logit_b03174c7,submission_h056_q2row_s13_k60_a1p15_logit_b03174c7.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_s13_k60_a1p15_logit_b03174c7.csv,q2row_s13,60,1.15,logit,60,41,60,0,0,0,19,-6.057997396275397e-05,-0.0001878685413246133,0.0017669159072469908,0.6324842857142856,0.915219512195122,0,0,0,28,0,32,0,-0.08381944444444446
h056_q2row_q3s_k180_a1p15_logit_12ee2425,submission_h056_q2row_q3s_k180_a1p15_logit_12ee2425.csv,/Users/kbsoo/Downloads/cl2/hitl/h056_q2row_objective_state_jepa/submission_h056_q2row_q3s_k180_a1p15_logit_12ee2425.csv,q2row_q3s,180,1.15,logit,180,45,155,25,0,0,20,-0.00014845050383223635,-0.0002757390711940957,0.0014432687872578535,0.5931857142857143,0.912,0,0,25,37,38,40,40,-0.0961805555555556
