candidate_id,file,resolved_path,row_mask,family,alpha,changed_cells_vs_h057,changed_rows_vs_h057,changed_cells_vs_h042,changed_rows_vs_h042,q2_changed_vs_h057,posterior_delta_vs_h057,mean_aux_selected,dist1_rows,dist2_rows,dist3_rows,Q1_changed_vs_h057,Q2_changed_vs_h057,Q3_changed_vs_h057,S1_changed_vs_h057,S2_changed_vs_h057,S3_changed_vs_h057,S4_changed_vs_h057
h059_episode_pos_r2_q3s_a1p1_5a6fb091,submission_h059_episode_pos_r2_q3s_a1p1_5a6fb091.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r2_q3s_a1p1_5a6fb091.csv,pos_r2,q3s,1.1,525,105,795,150,0,-0.0003309851722022028,0.5236920272108844,62,43,0,0,0,105,105,105,105,105
h059_episode_pos_r2_full_nonq2_a0p75_6d6c27ba,submission_h059_episode_pos_r2_full_nonq2_a0p75_6d6c27ba.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r2_full_nonq2_a0p75_6d6c27ba.csv,pos_r2,full_nonq2,0.75,630,105,900,150,0,-0.00033055652815872083,0.5123373696145125,62,43,0,105,0,105,105,105,105,105
h059_episode_pos_r3_q1s_a0p75_377627ab,submission_h059_episode_pos_r3_q1s_a0p75_377627ab.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r3_q1s_a0p75_377627ab.csv,pos_r3,q1s,0.75,685,137,955,182,0,-0.0003217354827429464,0.5216010427528676,62,43,32,137,0,0,137,137,137,137
h059_episode_pos_r3_s_all_a1p1_a595db82,submission_h059_episode_pos_r3_s_all_a1p1_a595db82.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r3_s_all_a1p1_a595db82.csv,pos_r3,s_all,1.1,548,137,818,182,0,-0.00031738235976153106,0.5368123044838373,62,43,32,0,0,0,137,137,137,137
h059_episode_pos_r2_q3s_a0p9_29f1cd56,submission_h059_episode_pos_r2_q3s_a0p9_29f1cd56.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r2_q3s_a0p9_29f1cd56.csv,pos_r2,q3s,0.9,525,105,795,150,0,-0.0003163367591998423,0.5236920272108844,62,43,0,0,0,105,105,105,105,105
h059_episode_date_d2_full_nonq2_a1p1_369943d3,submission_h059_episode_date_d2_full_nonq2_a1p1_369943d3.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_date_d2_full_nonq2_a1p1_369943d3.csv,date_d2,full_nonq2,1.1,504,84,774,129,0,-0.0003045828986323329,0.5147133786848073,56,28,0,84,0,84,84,84,84,84
h059_episode_pos_r2_q1s_a1p1_5f7e38f7,submission_h059_episode_pos_r2_q1s_a1p1_5f7e38f7.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r2_q1s_a1p1_5f7e38f7.csv,pos_r2,q1s,1.1,525,105,795,150,0,-0.00030286144926783276,0.5230860952380951,62,43,0,105,0,0,105,105,105,105
h059_episode_pos_r3_q3s_a0p6_a7e0ecff,submission_h059_episode_pos_r3_q3s_a0p6_a7e0ecff.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r3_q3s_a0p6_a7e0ecff.csv,pos_r3,q3s,0.6,685,137,955,182,0,-0.0002977275026162518,0.5204003753910323,62,43,32,0,0,137,137,137,137,137
h059_episode_pos_r3_s_all_a0p9_ee3d0b3f,submission_h059_episode_pos_r3_s_all_a0p9_ee3d0b3f.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r3_s_all_a0p9_ee3d0b3f.csv,pos_r3,s_all,0.9,548,137,818,182,0,-0.0002973938276338295,0.5368123044838373,62,43,32,0,0,0,137,137,137,137
h059_episode_date_d2_full_nonq2_a0p9_8df395be,submission_h059_episode_date_d2_full_nonq2_a0p9_8df395be.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_date_d2_full_nonq2_a0p9_8df395be.csv,date_d2,full_nonq2,0.9,504,84,774,129,0,-0.00029397144068044057,0.5147133786848073,56,28,0,84,0,84,84,84,84,84
h059_episode_pos_r2_q3s_a0p75_68518bf6,submission_h059_episode_pos_r2_q3s_a0p75_68518bf6.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r2_q3s_a0p75_68518bf6.csv,pos_r2,q3s,0.75,525,105,795,150,0,-0.00029246629276047376,0.5236920272108844,62,43,0,0,0,105,105,105,105,105
h059_episode_pos_r2_full_nonq2_a0p6_d5a9d5ca,submission_h059_episode_pos_r2_full_nonq2_a0p6_d5a9d5ca.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r2_full_nonq2_a0p6_d5a9d5ca.csv,pos_r2,full_nonq2,0.6,630,105,900,150,0,-0.0002908115215380924,0.5123373696145125,62,43,0,105,0,105,105,105,105,105
h059_episode_pos_r2_q1s_a0p9_ed551194,submission_h059_episode_pos_r2_q1s_a0p9_ed551194.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r2_q1s_a0p9_ed551194.csv,pos_r2,q1s,0.9,525,105,795,150,0,-0.00028936500989917846,0.5230860952380951,62,43,0,105,0,0,105,105,105,105
h059_episode_pos_r3_q1s_a0p6_a856f58b,submission_h059_episode_pos_r3_q1s_a0p6_a856f58b.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r3_q1s_a0p6_a856f58b.csv,pos_r3,q1s,0.6,685,137,955,182,0,-0.00028009736902423477,0.5216010427528676,62,43,32,137,0,0,137,137,137,137
h059_episode_pos_r3_full_nonq2_a0p45_bae69228,submission_h059_episode_pos_r3_full_nonq2_a0p45_bae69228.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r3_full_nonq2_a0p45_bae69228.csv,pos_r3,full_nonq2,0.45,822,137,1092,182,0,-0.0002768906037085017,0.510459645464025,62,43,32,137,0,137,137,137,137,137
h059_episode_date_d2_full_nonq2_a0p75_64ebb102,submission_h059_episode_date_d2_full_nonq2_a0p75_64ebb102.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_date_d2_full_nonq2_a0p75_64ebb102.csv,date_d2,full_nonq2,0.75,504,84,774,129,0,-0.0002733089672716238,0.5147133786848073,56,28,0,84,0,84,84,84,84,84
h059_episode_pos_r3_s_all_a0p75_f6d0d432,submission_h059_episode_pos_r3_s_all_a0p75_f6d0d432.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r3_s_all_a0p75_f6d0d432.csv,pos_r3,s_all,0.75,548,137,818,182,0,-0.0002717680178022652,0.5368123044838373,62,43,32,0,0,0,137,137,137,137
h059_episode_date_d2_q3s_a1p1_0e3e0e42,submission_h059_episode_date_d2_q3s_a1p1_0e3e0e42.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_date_d2_q3s_a1p1_0e3e0e42.csv,date_d2,q3s,1.1,420,84,690,129,0,-0.0002708567207355683,0.526804081632653,56,28,0,0,0,84,84,84,84,84
h059_episode_pos_r2_q1s_a0p75_776e2af5,submission_h059_episode_pos_r2_q1s_a0p75_776e2af5.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r2_q1s_a0p75_776e2af5.csv,pos_r2,q1s,0.75,525,105,795,150,0,-0.0002674897849120894,0.5230860952380951,62,43,0,105,0,0,105,105,105,105
h059_episode_date_d2_q3s_a0p9_00f49610,submission_h059_episode_date_d2_q3s_a0p9_00f49610.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_date_d2_q3s_a0p9_00f49610.csv,date_d2,q3s,0.9,420,84,690,129,0,-0.0002613672897061603,0.526804081632653,56,28,0,0,0,84,84,84,84,84
h059_episode_pos_r2_s_all_a1p1_d426bb80,submission_h059_episode_pos_r2_s_all_a1p1_d426bb80.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r2_s_all_a1p1_d426bb80.csv,pos_r2,s_all,1.1,420,105,690,150,0,-0.00025975392696198085,0.5399665986394557,62,43,0,0,0,0,105,105,105,105
h059_episode_pos_r2_q3s_a0p6_8f313d25,submission_h059_episode_pos_r2_q3s_a0p6_8f313d25.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r2_q3s_a0p6_8f313d25.csv,pos_r2,q3s,0.6,525,105,795,150,0,-0.00025734571805047235,0.5236920272108844,62,43,0,0,0,105,105,105,105,105
h059_episode_pos_r2_s_all_a0p9_6910d3bc,submission_h059_episode_pos_r2_s_all_a0p9_6910d3bc.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r2_s_all_a0p9_6910d3bc.csv,pos_r2,s_all,0.9,420,105,690,150,0,-0.00024813712485549644,0.5399665986394557,62,43,0,0,0,0,105,105,105,105
h059_episode_date_d2_q3s_a0p75_c211edad,submission_h059_episode_date_d2_q3s_a0p75_c211edad.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_date_d2_q3s_a0p75_c211edad.csv,date_d2,q3s,0.75,420,84,690,129,0,-0.00024300010946687323,0.526804081632653,56,28,0,0,0,84,84,84,84,84
h059_episode_pos_r3_q3s_a0p45_a2089d06,submission_h059_episode_pos_r3_q3s_a0p45_a2089d06.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r3_q3s_a0p45_a2089d06.csv,pos_r3,q3s,0.45,685,137,955,182,0,-0.00024197519387803013,0.5204003753910323,62,43,32,0,0,137,137,137,137,137
h059_episode_date_d2_full_nonq2_a0p6_cf79b8e0,submission_h059_episode_date_d2_full_nonq2_a0p6_cf79b8e0.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_date_d2_full_nonq2_a0p6_cf79b8e0.csv,date_d2,full_nonq2,0.6,504,84,774,129,0,-0.00024157388504186805,0.5147133786848073,56,28,0,84,0,84,84,84,84,84
h059_episode_date_d2_q1s_a1p1_7ca59e0b,submission_h059_episode_date_d2_q1s_a1p1_7ca59e0b.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_date_d2_q1s_a1p1_7ca59e0b.csv,date_d2,q1s,1.1,420,84,690,129,0,-0.000241444601007057,0.525370544217687,56,28,0,84,0,0,84,84,84,84
h059_episode_pos_r2_full_nonq2_a0p45_6f6d280e,submission_h059_episode_pos_r2_full_nonq2_a0p45_6f6d280e.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r2_full_nonq2_a0p45_6f6d280e.csv,pos_r2,full_nonq2,0.45,630,105,900,150,0,-0.00023812101505504835,0.5123373696145125,62,43,0,105,0,105,105,105,105,105
h059_episode_pos_r3_s_all_a0p6_226472b2,submission_h059_episode_pos_r3_s_all_a0p6_226472b2.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r3_s_all_a0p6_226472b2.csv,pos_r3,s_all,0.6,548,137,818,182,0,-0.00023683699176735296,0.5368123044838373,62,43,32,0,0,0,137,137,137,137
h059_episode_pos_r2_q1s_a0p6_2e6b7ea2,submission_h059_episode_pos_r2_q1s_a0p6_2e6b7ea2.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r2_q1s_a0p6_2e6b7ea2.csv,pos_r2,q1s,0.6,525,105,795,150,0,-0.00023534766725596956,0.5230860952380951,62,43,0,105,0,0,105,105,105,105
h059_episode_date_d2_q1s_a0p9_65846654,submission_h059_episode_date_d2_q1s_a0p9_65846654.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_date_d2_q1s_a0p9_65846654.csv,date_d2,q1s,0.9,420,84,690,129,0,-0.0002330426415737552,0.525370544217687,56,28,0,84,0,0,84,84,84,84
h059_episode_pos_r2_s_all_a0p75_b4fb8dfc,submission_h059_episode_pos_r2_s_all_a0p75_b4fb8dfc.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r2_s_all_a0p75_b4fb8dfc.csv,pos_r2,s_all,0.75,420,105,690,150,0,-0.00022939954951406438,0.5399665986394557,62,43,0,0,0,0,105,105,105,105
h059_episode_pos_r1_full_nonq2_a1p1_eab08dc2,submission_h059_episode_pos_r1_full_nonq2_a1p1_eab08dc2.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r1_full_nonq2_a1p1_eab08dc2.csv,pos_r1,full_nonq2,1.1,372,62,642,107,0,-0.0002292563417057858,0.5167885560675883,62,0,0,62,0,62,62,62,62,62
h059_episode_pos_r1_full_nonq2_a0p9_3b18cb93,submission_h059_episode_pos_r1_full_nonq2_a0p9_3b18cb93.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r1_full_nonq2_a0p9_3b18cb93.csv,pos_r1,full_nonq2,0.9,372,62,642,107,0,-0.00022923125102636277,0.5167885560675883,62,0,0,62,0,62,62,62,62,62
h059_episode_pos_r3_q1s_a0p45_cca07528,submission_h059_episode_pos_r3_q1s_a0p45_cca07528.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r3_q1s_a0p45_cca07528.csv,pos_r3,q1s,0.45,685,137,955,182,0,-0.00022732760877075542,0.5216010427528676,62,43,32,137,0,0,137,137,137,137
h059_episode_pos_r1_full_nonq2_a0p75_3e1a7062,submission_h059_episode_pos_r1_full_nonq2_a0p75_3e1a7062.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r1_full_nonq2_a0p75_3e1a7062.csv,pos_r1,full_nonq2,0.75,372,62,642,107,0,-0.00021736577802977664,0.5167885560675883,62,0,0,62,0,62,62,62,62,62
h059_episode_date_d2_q1s_a0p75_83f6e656,submission_h059_episode_date_d2_q1s_a0p75_83f6e656.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_date_d2_q1s_a0p75_83f6e656.csv,date_d2,q1s,0.75,420,84,690,129,0,-0.00021670824711572667,0.525370544217687,56,28,0,84,0,0,84,84,84,84
h059_episode_post_pos2_full_nonq2_a1p1_049f4251,submission_h059_episode_post_pos2_full_nonq2_a1p1_049f4251.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_post_pos2_full_nonq2_a1p1_049f4251.csv,post_pos2,full_nonq2,1.1,348,58,618,103,0,-0.0002155373432336516,0.51834105090312,35,23,0,58,0,58,58,58,58,58
h059_episode_date_d2_q3s_a0p6_e2544c90,submission_h059_episode_date_d2_q3s_a0p6_e2544c90.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_date_d2_q3s_a0p6_e2544c90.csv,date_d2,q3s,0.6,420,84,690,129,0,-0.0002148107704400548,0.526804081632653,56,28,0,0,0,84,84,84,84,84
h059_episode_pos_r2_q3s_a0p45_83b4e864,submission_h059_episode_pos_r2_q3s_a0p45_83b4e864.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r2_q3s_a0p45_83b4e864.csv,pos_r2,q3s,0.45,525,105,795,150,0,-0.0002107714863136545,0.5236920272108844,62,43,0,0,0,105,105,105,105,105
h059_episode_date_d2_s_all_a1p1_e012941f,submission_h059_episode_date_d2_s_all_a1p1_e012941f.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_date_d2_s_all_a1p1_e012941f.csv,date_d2,s_all,1.1,336,84,606,129,0,-0.00020771842311029243,0.5431482142857144,56,28,0,0,0,0,84,84,84,84
h059_episode_post_pos2_full_nonq2_a0p9_363faf94,submission_h059_episode_post_pos2_full_nonq2_a0p9_363faf94.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_post_pos2_full_nonq2_a0p9_363faf94.csv,post_pos2,full_nonq2,0.9,348,58,618,103,0,-0.00020649045775966712,0.51834105090312,35,23,0,58,0,58,58,58,58,58
h059_episode_pos_r1_q3s_a1p1_ab0cb9a7,submission_h059_episode_pos_r1_q3s_a1p1_ab0cb9a7.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r1_q3s_a1p1_ab0cb9a7.csv,pos_r1,q3s,1.1,310,62,580,107,0,-0.00020223496061710922,0.5264594470046082,62,0,0,0,0,62,62,62,62,62
h059_episode_pos_r1_q3s_a0p9_7048ab1f,submission_h059_episode_pos_r1_q3s_a0p9_7048ab1f.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r1_q3s_a0p9_7048ab1f.csv,pos_r1,q3s,0.9,310,62,580,107,0,-0.00020221264496955715,0.5264594470046082,62,0,0,0,0,62,62,62,62,62
h059_episode_pos_r2_s_all_a0p6_d0a83888,submission_h059_episode_pos_r2_s_all_a0p6_d0a83888.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r2_s_all_a0p6_d0a83888.csv,pos_r2,s_all,0.6,420,105,690,150,0,-0.0002018818637683495,0.5399665986394557,62,43,0,0,0,0,105,105,105,105
h059_episode_date_d2_s_all_a0p9_5254ba90,submission_h059_episode_date_d2_s_all_a0p9_5254ba90.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_date_d2_s_all_a0p9_5254ba90.csv,date_d2,s_all,0.9,336,84,606,129,0,-0.00020043849059947494,0.5431482142857144,56,28,0,0,0,0,84,84,84,84
h059_episode_date_d2_full_nonq2_a0p45_d734cda6,submission_h059_episode_date_d2_full_nonq2_a0p45_d734cda6.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_date_d2_full_nonq2_a0p45_d734cda6.csv,date_d2,full_nonq2,0.45,504,84,774,129,0,-0.00019858454287102756,0.5147133786848073,56,28,0,84,0,84,84,84,84,84
h059_episode_pos_r1_full_nonq2_a0p6_194d9d1f,submission_h059_episode_pos_r1_full_nonq2_a0p6_194d9d1f.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r1_full_nonq2_a0p6_194d9d1f.csv,pos_r1,full_nonq2,0.6,372,62,642,107,0,-0.00019518698146814284,0.5167885560675883,62,0,0,62,0,62,62,62,62,62
h059_episode_pos_r2_q1s_a0p45_525b8eb8,submission_h059_episode_pos_r2_q1s_a0p45_525b8eb8.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r2_q1s_a0p45_525b8eb8.csv,pos_r2,q1s,0.45,525,105,795,150,0,-0.00019274754919007542,0.5230860952380951,62,43,0,105,0,0,105,105,105,105
h059_episode_pos_r3_s_all_a0p45_bf11159a,submission_h059_episode_pos_r3_s_all_a0p45_bf11159a.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r3_s_all_a0p45_bf11159a.csv,pos_r3,s_all,0.45,548,137,818,182,0,-0.00019241219894028383,0.5368123044838373,62,43,32,0,0,0,137,137,137,137
h059_episode_pos_r1_q3s_a0p75_a42626ae,submission_h059_episode_pos_r1_q3s_a0p75_a42626ae.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_pos_r1_q3s_a0p75_a42626ae.csv,pos_r1,q3s,0.75,310,62,580,107,0,-0.00019177314271057178,0.5264594470046082,62,0,0,0,0,62,62,62,62,62
h059_episode_date_d2_q1s_a0p6_733ac235,submission_h059_episode_date_d2_q1s_a0p6_733ac235.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_date_d2_q1s_a0p6_733ac235.csv,date_d2,q1s,0.6,420,84,690,129,0,-0.000191609232120582,0.525370544217687,56,28,0,84,0,0,84,84,84,84
h059_episode_post_pos2_full_nonq2_a0p75_4769653f,submission_h059_episode_post_pos2_full_nonq2_a0p75_4769653f.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_post_pos2_full_nonq2_a0p75_4769653f.csv,post_pos2,full_nonq2,0.75,348,58,618,103,0,-0.00019119772599807128,0.51834105090312,35,23,0,58,0,58,58,58,58,58
h059_episode_post_pos2_q1s_a1p1_69551f4f,submission_h059_episode_post_pos2_q1s_a1p1_69551f4f.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_post_pos2_q1s_a1p1_69551f4f.csv,post_pos2,q1s,1.1,290,58,560,103,0,-0.00018805878108252294,0.5346746798029558,35,23,0,58,0,0,58,58,58,58
h059_episode_date_d1_full_nonq2_a1p1_391924d2,submission_h059_episode_date_d1_full_nonq2_a1p1_391924d2.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_date_d1_full_nonq2_a1p1_391924d2.csv,date_d1,full_nonq2,1.1,294,49,564,94,0,-0.00018782830290320351,0.5246327502429543,49,0,0,49,0,49,49,49,49,49
h059_episode_date_d1_full_nonq2_a0p9_bf576210,submission_h059_episode_date_d1_full_nonq2_a0p9_bf576210.csv,/Users/kbsoo/Downloads/cl2/hitl/h059_episode_spread_fullvector_jepa/submission_h059_episode_date_d1_full_nonq2_a0p9_bf576210.csv,date_d1,full_nonq2,0.9,294,49,564,94,0,-0.00018780720759137282,0.5246327502429543,49,0,0,49,0,49,49,49,49,49
