heldout_subject,target,accepted,score_col,policy,fraction,heldout_selected_cells,heldout_gain_sum,heldout_positive_gain_rate,raw_action_count,inverse_action_count
id06,Q1,True,predicted_gain,top_all,0.04,2,0.6965821272650181,1.0,2,0
id06,Q2,True,tail_safe_utility,top_decisive,0.25,10,-0.6400598430288379,0.2,1,9
id06,Q3,True,tail_safe_utility,top_decisive,0.06,2,0.15259317787609672,1.0,1,1
id06,S1,True,tail_safe_utility,top_decisive,0.1,3,-0.1631043922477754,0.0,1,2
id06,S2,True,predicted_gain,top_decisive,0.02,1,-0.0757768028284585,0.0,1,0
id06,S3,True,predicted_gain,top_all,0.02,1,-0.47153616483178706,0.0,1,0
id06,S4,True,predicted_gain,top_decisive,0.18,7,-0.2725432970248863,0.42857142857142855,5,2
id07,Q1,True,predicted_gain,top_decisive,0.02,1,0.22917696795330833,1.0,0,1
id07,Q2,True,predicted_gain,top_all,0.02,1,0.3757002998203669,1.0,1,0
id07,Q3,True,health_weighted_utility,top_all,0.06,3,-0.010889983494385025,0.3333333333333333,1,2
id07,S1,True,predicted_gain,top_decisive,0.25,9,-1.0260193795002759,0.2222222222222222,6,3
id07,S2,True,predicted_gain,top_all,0.02,1,-0.4311539883820391,0.0,1,0
id07,S3,True,predicted_gain,top_decisive,0.02,1,0.08290706320914276,1.0,0,1
id07,S4,True,predicted_gain,top_decisive,0.18,7,-0.6090641202538662,0.2857142857142857,4,3
id08,Q1,True,predicted_gain,top_decisive,0.02,1,0.2351522717934792,1.0,1,0
id08,Q2,True,predicted_gain,top_all,0.02,1,0.3253365098010643,1.0,1,0
id08,Q3,True,pessimistic_utility,top_decisive,0.04,2,-0.004626712012254786,0.5,0,2
id08,S1,True,health_score_only,top_all,0.04,2,-1.2904383306182183,0.0,2,0
id08,S2,True,tail_safe_utility,top_all,0.02,1,-0.005033320400262942,0.0,1,0
id08,S3,True,predicted_gain,top_decisive,0.02,1,0.44016440326948925,1.0,1,0
id08,S4,True,predicted_gain,top_all,0.08,4,-0.20627749412877328,0.5,4,0
id09,Q1,True,predicted_gain,top_decisive,0.02,1,-0.18020142586168253,0.0,1,0
id09,Q2,True,predicted_gain,top_all,0.02,1,0.3255767726349259,1.0,1,0
id09,Q3,True,pessimistic_utility,top_decisive,0.04,1,-0.049268011606067086,0.0,0,1
id09,S1,True,health_weighted_utility,top_all,0.02,1,-0.009227851473378568,0.0,1,0
id09,S2,True,predicted_gain,top_decisive,0.02,1,-0.38631866206095555,0.0,1,0
id09,S3,True,predicted_gain,top_decisive,0.02,1,-0.23922235536074626,0.0,1,0
id09,S4,True,predicted_gain,top_all,0.14,6,0.31019842145892007,0.5,6,0
id10,Q1,True,predicted_gain,top_decisive,0.02,1,-0.21317381692390447,0.0,1,0
id10,Q2,True,predicted_gain,top_all,0.06,2,0.6044381314615633,1.0,2,0
id10,Q3,True,tail_safe_utility,top_decisive,0.04,1,-0.05248440312272201,0.0,0,1
id10,S1,True,health_weighted_utility,top_all,0.02,1,0.04066059454903126,1.0,0,1
id10,S2,True,predicted_gain,top_decisive,0.02,1,0.5239935338289939,1.0,1,0
id10,S3,True,predicted_gain,top_decisive,0.02,1,-0.6429270112732499,0.0,1,0
id10,S4,True,predicted_gain,top_decisive,0.18,5,-0.43620365376029924,0.4,4,1
