feature_set,null_family,selection_policy,decoder_action,release_fraction,decisive_only,support_auc,support_ap,base_positive_rate,selected_cells,selected_gain_sum,selected_mean_gain,selected_positive_gain_rate,all_gain_sum,all_mean_gain,all_positive_gain_rate,uses_public_score_ledger,uses_prior_submission_probabilities,null_gain_mean,null_gain_std,gain_lift_vs_null,gain_z_vs_null,robust_score
tail_weighted_preference__world_residual_energy_pair,observed,top05_all_cells,raw_memory_release,0.05,False,0.5063339795508245,0.4922230344486254,0.4980952380952381,158,-4.907206122728281,-0.031058266599546084,0.41139240506329117,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-3.4879685451419546,3.23516942209097,-1.4192375775863266,-0.4386903411905514,-5.194262643154284
tail_weighted_preference__world_residual_energy_pair,observed,top10_all_cells,raw_memory_release,0.1,False,0.5063339795508245,0.4922230344486254,0.4980952380952381,315,-7.487169773232336,-0.023768792930896305,0.4222222222222222,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-6.006506754450125,4.576811726928041,-1.4806630187822103,-0.32351407641931396,-7.777661098485878
tail_weighted_preference__world_residual_energy_pair,observed,top18_all_cells,raw_memory_release,0.18,False,0.5063339795508245,0.4922230344486254,0.4980952380952381,567,-10.012896940258898,-0.017659430229733507,0.4673721340388007,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-10.881107769935106,5.956017763507812,0.8682108296762081,0.1457703559911603,-9.667339570850851
tail_weighted_preference__world_residual_energy_pair,observed,top25_all_cells,raw_memory_release,0.25,False,0.5063339795508245,0.4922230344486254,0.4980952380952381,788,-8.522280824140003,-0.010815077187994928,0.49111675126903553,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-12.31607505581932,6.493429092850994,3.7937942316793176,0.5842512757791001,-7.404312976340586
tail_weighted_preference__world_residual_energy_pair,observed,top18_decisive_only,raw_memory_release,0.18,True,0.5063339795508245,0.4922230344486254,0.4980952380952381,439,-10.879196616030594,-0.0247817690570173,0.4510250569476082,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-10.735880195216842,5.765319343797212,-0.1433164208137523,-0.024858366426474446,-10.804258126311248
tail_weighted_preference__world_residual_energy_pair,observed,low05_inverse_decisive,inverse_toxic_memory,0.05,True,0.5063339795508245,0.4922230344486254,0.4980952380952381,122,-6.5666796625803165,-0.053825243135904234,0.5163934426229508,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-4.313942705350136,2.3924120196971015,-2.252736957230181,-0.941617471690932,-7.076094938967398
tail_weighted_preference__world_residual_energy_pair,observed,low08_inverse_decisive,inverse_toxic_memory,0.08,True,0.5063339795508245,0.4922230344486254,0.4980952380952381,195,-5.219139185657155,-0.026764816336703356,0.5641025641025641,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-6.515809416389891,2.748713504286476,1.2966702307327367,0.47173713401220124,-4.716207016227353
tail_weighted_preference__world_residual_energy_pair,observed,low10_inverse_decisive,inverse_toxic_memory,0.1,True,0.5063339795508245,0.4922230344486254,0.4980952380952381,244,-6.035221057867557,-0.024734512532244086,0.5573770491803278,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-8.412262737802399,2.7204384540721933,2.377041679934842,0.8737715335469822,-5.231714652905006
tail_weighted_preference__world_residual_energy_pair,observed,low18_inverse_decisive,inverse_toxic_memory,0.18,True,0.5063339795508245,0.4922230344486254,0.4980952380952381,439,-10.13724340525577,-0.02309167062700631,0.5489749430523918,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-15.89551554282553,4.372434182934904,5.75827213756976,1.3169488428307552,-8.455075727673771
tail_weighted_preference__world_residual_energy_pair,observed,low25_inverse_decisive,inverse_toxic_memory,0.25,True,0.5063339795508245,0.4922230344486254,0.4980952380952381,610,-18.094773993656883,-0.029663563924027678,0.5344262295081967,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-21.982534062347355,5.2297527665084615,3.887760068690472,0.7433927075076737,-16.9297560025066
