heldout_subject,target,accepted,score_col,policy,fraction,heldout_selected_cells,heldout_gain_sum,heldout_positive_gain_rate,raw_action_count,inverse_action_count
id09,Q1,True,episode_conditioned_utility,top_decisive,0.1,2,-0.018876794209844783,0.5,0,2
id09,Q2,True,episode_relative_health_score,top_decisive,0.04,1,0.06320426381731048,1.0,0,1
id09,Q3,True,episode_relative_health_score,top_all,0.02,1,0.023259266296091097,1.0,0,1
id09,S1,True,episode_relative_health_score,top_all,0.04,2,0.0038849110576111845,0.5,1,1
id09,S2,True,episode_conditioned_utility,top_decisive,0.1,3,0.19968513386892028,0.3333333333333333,1,2
id09,S3,True,episode_conditioned_pessimistic_utility,top_decisive,0.02,1,0.055944182569905854,1.0,0,1
id09,S4,True,episode_conditioned_utility,top_decisive,0.18,6,0.3584085697751942,1.0,0,6
id10,Q1,True,episode_conditioned_utility,top_all,0.04,1,-0.011467000683062945,0.0,0,1
id10,Q2,True,episode_relative_health_score,top_decisive,0.04,1,0.05606634160046042,1.0,0,1
id10,Q3,True,episode_relative_health_score,top_all,0.02,1,-0.05711268089745691,0.0,0,1
id10,S1,True,episode_relative_health_score,top_all,0.06,2,0.08837905315675376,1.0,0,2
id10,S2,True,episode_conditioned_utility,top_all,0.08,3,0.37550317403286515,0.6666666666666666,1,2
id10,S3,True,episode_conditioned_pessimistic_utility,top_decisive,0.02,1,-0.050725119304295685,0.0,0,1
id10,S4,True,episode_conditioned_utility,top_decisive,0.18,5,-0.33178356047501384,0.4,1,4
