law_name,feature_view,group_mode,neighbors,weights,policy,param,switched_cells,active_subjects,mean_true_gain,gain_sum,positive_true_gain_rate
route_episode_context__target_episode_family__knn35_distance,route_episode_context,target_episode_family,35,distance,topfrac,0.1,74,10,-0.010519191298946993,-0.7784201561220775,0.5405405405405406
route_episode_context__target_episode_family__knn35_distance,route_episode_context,target_episode_family,35,distance,topfrac,0.15,110,10,-0.019036501978790813,-2.0940152176669895,0.5454545454545454
route_episode_context__target_episode_family__knn35_distance,route_episode_context,target_episode_family,35,distance,topfrac,0.2,147,10,-0.025423023084201586,-3.737184393377633,0.5238095238095238
route_episode_context__target_episode_family__knn35_uniform,route_episode_context,target_episode_family,35,uniform,threshold,-0.02,724,10,-0.022715436669502393,-16.445976148719733,0.4861878453038674
route_episode_context__target_episode_family__knn35_uniform,route_episode_context,target_episode_family,35,uniform,threshold,-0.01,689,10,-0.02353689801313762,-16.21692273105182,0.4876632801161103
route_episode_context__target_episode_family__knn35_uniform,route_episode_context,target_episode_family,35,uniform,threshold,0.0,636,10,-0.02438106114281477,-15.506354886830193,0.48742138364779874
route_episode_context__target_episode_family__knn35_uniform,route_episode_context,target_episode_family,35,uniform,threshold,0.005,590,10,-0.024445706969375258,-14.422967111931403,0.4915254237288136
route_episode_context__target_episode_family__knn35_uniform,route_episode_context,target_episode_family,35,uniform,threshold,0.01,537,10,-0.02840918035467115,-15.255729850458406,0.48417132216014896
route_episode_context__target_episode_family__knn35_uniform,route_episode_context,target_episode_family,35,uniform,threshold,0.02,427,10,-0.03027818042904394,-12.928783043201763,0.5011709601873536
route_episode_context__target_episode_family__knn35_uniform,route_episode_context,target_episode_family,35,uniform,threshold,0.04,242,10,-0.04301484175739606,-10.409591705289847,0.49586776859504134
route_episode_context__target_episode_family__knn35_uniform,route_episode_context,target_episode_family,35,uniform,threshold,0.08,83,10,-0.0033839200701289156,-0.2808653658207,0.6024096385542169
route_episode_context__target_episode_family__knn35_uniform,route_episode_context,target_episode_family,35,uniform,topfrac,0.01,7,2,0.1945607901782884,1.3619255312480187,0.8571428571428571
route_episode_context__target_episode_family__knn35_uniform,route_episode_context,target_episode_family,35,uniform,topfrac,0.02,15,4,0.10231472125928182,1.5347208188892272,0.7333333333333333
route_episode_context__target_episode_family__knn35_uniform,route_episode_context,target_episode_family,35,uniform,topfrac,0.03,22,6,-0.019853955737911017,-0.43678702623404236,0.5909090909090909
route_episode_context__target_episode_family__knn35_uniform,route_episode_context,target_episode_family,35,uniform,topfrac,0.04,29,8,0.0043084277041276695,0.12494440341970242,0.5862068965517241
route_episode_context__target_episode_family__knn35_uniform,route_episode_context,target_episode_family,35,uniform,topfrac,0.06,44,9,0.021864584685647,0.962041726168468,0.6136363636363636
route_episode_context__target_episode_family__knn35_uniform,route_episode_context,target_episode_family,35,uniform,topfrac,0.08,59,10,0.029992388905516573,1.7695509454254779,0.6271186440677966
route_episode_context__target_episode_family__knn35_uniform,route_episode_context,target_episode_family,35,uniform,topfrac,0.1,74,10,0.016733225624412852,1.238258696206551,0.6081081081081081
route_episode_context__target_episode_family__knn35_uniform,route_episode_context,target_episode_family,35,uniform,topfrac,0.15,110,10,-0.01800840857860311,-1.980924943646342,0.5636363636363636
route_episode_context__target_episode_family__knn35_uniform,route_episode_context,target_episode_family,35,uniform,topfrac,0.2,147,10,-0.025214724737605356,-3.7065645364279876,0.5374149659863946
route_episode_context__target_episode_family__knn55_distance,route_episode_context,target_episode_family,55,distance,threshold,-0.02,709,10,-0.02397868499205541,-17.000887659367287,0.48519040902679833
route_episode_context__target_episode_family__knn55_distance,route_episode_context,target_episode_family,55,distance,threshold,-0.01,672,10,-0.02658185768749708,-17.863008365998038,0.4791666666666667
route_episode_context__target_episode_family__knn55_distance,route_episode_context,target_episode_family,55,distance,threshold,0.0,592,10,-0.030971301607299696,-18.33501055152142,0.47635135135135137
route_episode_context__target_episode_family__knn55_distance,route_episode_context,target_episode_family,55,distance,threshold,0.005,537,10,-0.0320725129694473,-17.2229394645932,0.478584729981378
route_episode_context__target_episode_family__knn55_distance,route_episode_context,target_episode_family,55,distance,threshold,0.01,466,10,-0.03676017345868738,-17.13024083174832,0.47854077253218885
route_episode_context__target_episode_family__knn55_distance,route_episode_context,target_episode_family,55,distance,threshold,0.02,348,10,-0.043399360328664274,-15.102977394375166,0.4827586206896552
route_episode_context__target_episode_family__knn55_distance,route_episode_context,target_episode_family,55,distance,threshold,0.04,200,10,-0.043384951421131045,-8.676990284226209,0.495
route_episode_context__target_episode_family__knn55_distance,route_episode_context,target_episode_family,55,distance,threshold,0.08,54,9,0.028862117657542142,1.5585543535072757,0.6666666666666666
route_episode_context__target_episode_family__knn55_distance,route_episode_context,target_episode_family,55,distance,topfrac,0.01,7,2,0.1945607901782884,1.3619255312480187,0.8571428571428571
route_episode_context__target_episode_family__knn55_distance,route_episode_context,target_episode_family,55,distance,topfrac,0.02,15,6,0.04600293258567582,0.6900439887851373,0.7333333333333333
route_episode_context__target_episode_family__knn55_distance,route_episode_context,target_episode_family,55,distance,topfrac,0.03,22,7,0.04083139036597489,0.8982905880514476,0.7272727272727273
route_episode_context__target_episode_family__knn55_distance,route_episode_context,target_episode_family,55,distance,topfrac,0.04,29,8,0.03528717813290448,1.02332816585423,0.6896551724137931
route_episode_context__target_episode_family__knn55_distance,route_episode_context,target_episode_family,55,distance,topfrac,0.06,44,9,0.04690177380398497,2.0636780473753387,0.7045454545454546
route_episode_context__target_episode_family__knn55_distance,route_episode_context,target_episode_family,55,distance,topfrac,0.08,59,10,0.02505683315940183,1.4783531564047079,0.6440677966101694
route_episode_context__target_episode_family__knn55_distance,route_episode_context,target_episode_family,55,distance,topfrac,0.1,74,10,-0.004730772971973077,-0.3500771999260077,0.6081081081081081
route_episode_context__target_episode_family__knn55_distance,route_episode_context,target_episode_family,55,distance,topfrac,0.15,110,10,-0.03134859931056409,-3.44834592416205,0.5363636363636364
route_episode_context__target_episode_family__knn55_distance,route_episode_context,target_episode_family,55,distance,topfrac,0.2,147,10,-0.04057598828434735,-5.964670277799061,0.4965986394557823
route_episode_context__target_episode_family__knn55_uniform,route_episode_context,target_episode_family,55,uniform,threshold,-0.02,705,10,-0.023300212552551446,-16.42664984954877,0.4950354609929078
route_episode_context__target_episode_family__knn55_uniform,route_episode_context,target_episode_family,55,uniform,threshold,-0.01,675,10,-0.024703845787113418,-16.675095906301557,0.4948148148148148
route_episode_context__target_episode_family__knn55_uniform,route_episode_context,target_episode_family,55,uniform,threshold,0.0,583,10,-0.03354732029809167,-19.558087733787442,0.48027444253859347
route_episode_context__target_episode_family__knn55_uniform,route_episode_context,target_episode_family,55,uniform,threshold,0.005,524,10,-0.03367158637770345,-17.643911261916607,0.48854961832061067
route_episode_context__target_episode_family__knn55_uniform,route_episode_context,target_episode_family,55,uniform,threshold,0.01,456,10,-0.04027049609073503,-18.363346217375174,0.48026315789473684
route_episode_context__target_episode_family__knn55_uniform,route_episode_context,target_episode_family,55,uniform,threshold,0.02,336,10,-0.05038757754111624,-16.930226053815055,0.47619047619047616
route_episode_context__target_episode_family__knn55_uniform,route_episode_context,target_episode_family,55,uniform,threshold,0.04,183,10,-0.0375748378617288,-6.876195328696371,0.5191256830601093
route_episode_context__target_episode_family__knn55_uniform,route_episode_context,target_episode_family,55,uniform,threshold,0.08,48,8,0.009924462453667418,0.47637419777603607,0.625
route_episode_context__target_episode_family__knn55_uniform,route_episode_context,target_episode_family,55,uniform,topfrac,0.01,7,2,0.1945607901782884,1.3619255312480187,0.8571428571428571
route_episode_context__target_episode_family__knn55_uniform,route_episode_context,target_episode_family,55,uniform,topfrac,0.02,15,6,0.038516807341341705,0.5777521101201256,0.7333333333333333
route_episode_context__target_episode_family__knn55_uniform,route_episode_context,target_episode_family,55,uniform,topfrac,0.03,22,6,0.019812201870042193,0.4358684411409282,0.6818181818181818
route_episode_context__target_episode_family__knn55_uniform,route_episode_context,target_episode_family,55,uniform,topfrac,0.04,29,6,0.015641251932342518,0.45359630603793305,0.6551724137931034
route_episode_context__target_episode_family__knn55_uniform,route_episode_context,target_episode_family,55,uniform,topfrac,0.06,44,8,0.014880352401584328,0.6547355056697104,0.6363636363636364
route_episode_context__target_episode_family__knn55_uniform,route_episode_context,target_episode_family,55,uniform,topfrac,0.08,59,8,0.01049252954509404,0.6190592431605484,0.6271186440677966
route_episode_context__target_episode_family__knn55_uniform,route_episode_context,target_episode_family,55,uniform,topfrac,0.1,74,9,0.0023533702539086008,0.17414939878923646,0.6081081081081081
route_episode_context__target_episode_family__knn55_uniform,route_episode_context,target_episode_family,55,uniform,topfrac,0.15,110,10,-0.019103860446057302,-2.101424649066303,0.5818181818181818
route_episode_context__target_episode_family__knn55_uniform,route_episode_context,target_episode_family,55,uniform,topfrac,0.2,147,10,-0.03809059086894334,-5.599316857734672,0.5170068027210885
route_episode_context__target_episode_family__knn7_distance,route_episode_context,target_episode_family,7,distance,threshold,-0.02,712,10,-0.015944612914753346,-11.352564395304382,0.49719101123595505
route_episode_context__target_episode_family__knn7_distance,route_episode_context,target_episode_family,7,distance,threshold,-0.01,689,10,-0.016298619330160677,-11.229748718480707,0.49637155297532654
route_episode_context__target_episode_family__knn7_distance,route_episode_context,target_episode_family,7,distance,threshold,0.0,648,10,-0.018045000224135344,-11.693160145239704,0.49691358024691357
route_episode_context__target_episode_family__knn7_distance,route_episode_context,target_episode_family,7,distance,threshold,0.005,616,10,-0.01836382617892864,-11.31211692622004,0.49512987012987014
route_episode_context__target_episode_family__knn7_distance,route_episode_context,target_episode_family,7,distance,threshold,0.01,578,10,-0.01984294882948229,-11.469224423440764,0.49653979238754326
route_episode_context__target_episode_family__knn7_distance,route_episode_context,target_episode_family,7,distance,threshold,0.02,504,10,-0.021580124737799026,-10.876382867850708,0.49603174603174605
route_episode_context__target_episode_family__knn7_distance,route_episode_context,target_episode_family,7,distance,threshold,0.04,386,10,-0.018164811094779507,-7.011617082584889,0.4948186528497409
route_episode_context__target_episode_family__knn7_distance,route_episode_context,target_episode_family,7,distance,threshold,0.08,208,10,-0.0098590656066695,-2.050685646187256,0.5
route_episode_context__target_episode_family__knn7_distance,route_episode_context,target_episode_family,7,distance,topfrac,0.01,7,2,0.06551732027638367,0.4586212419346857,0.5714285714285714
route_episode_context__target_episode_family__knn7_distance,route_episode_context,target_episode_family,7,distance,topfrac,0.02,15,5,-0.0499003710231712,-0.748505565347568,0.4
route_episode_context__target_episode_family__knn7_distance,route_episode_context,target_episode_family,7,distance,topfrac,0.03,22,6,-0.02784787311677189,-0.6126532085689815,0.4090909090909091
route_episode_context__target_episode_family__knn7_distance,route_episode_context,target_episode_family,7,distance,topfrac,0.04,29,6,0.02013838412329023,0.5840131395754167,0.4827586206896552
route_episode_context__target_episode_family__knn7_distance,route_episode_context,target_episode_family,7,distance,topfrac,0.06,44,8,0.04531929192002463,1.9940488444810838,0.5
route_episode_context__target_episode_family__knn7_distance,route_episode_context,target_episode_family,7,distance,topfrac,0.08,59,8,0.07905855593540119,4.66445480018867,0.576271186440678
route_episode_context__target_episode_family__knn7_distance,route_episode_context,target_episode_family,7,distance,topfrac,0.1,74,8,0.07733637024469246,5.722891398107242,0.581081081081081
route_episode_context__target_episode_family__knn7_distance,route_episode_context,target_episode_family,7,distance,topfrac,0.15,110,10,0.024464561523262967,2.6911017675589264,0.5454545454545454
route_episode_context__target_episode_family__knn7_distance,route_episode_context,target_episode_family,7,distance,topfrac,0.2,147,10,-0.0017740347990458933,-0.2607831154597463,0.5238095238095238
route_episode_context__target_episode_family__knn7_uniform,route_episode_context,target_episode_family,7,uniform,threshold,-0.02,705,10,-0.015740340613436182,-11.09694013247251,0.48652482269503544
route_episode_context__target_episode_family__knn7_uniform,route_episode_context,target_episode_family,7,uniform,threshold,-0.01,690,10,-0.015181651943285922,-10.475339840867287,0.48840579710144927
route_episode_context__target_episode_family__knn7_uniform,route_episode_context,target_episode_family,7,uniform,threshold,0.0,651,10,-0.01736708951456712,-11.305975273983195,0.4823348694316436
route_episode_context__target_episode_family__knn7_uniform,route_episode_context,target_episode_family,7,uniform,threshold,0.005,616,10,-0.01749393564869948,-10.77626435959888,0.48538961038961037
route_episode_context__target_episode_family__knn7_uniform,route_episode_context,target_episode_family,7,uniform,threshold,0.01,580,10,-0.01659534467473437,-9.625299911345936,0.49310344827586206
route_episode_context__target_episode_family__knn7_uniform,route_episode_context,target_episode_family,7,uniform,threshold,0.02,511,10,-0.017257632636667467,-8.818650277337076,0.4911937377690802
route_episode_context__target_episode_family__knn7_uniform,route_episode_context,target_episode_family,7,uniform,threshold,0.04,380,10,-0.019925038919697075,-7.571514789484889,0.48947368421052634
route_episode_context__target_episode_family__knn7_uniform,route_episode_context,target_episode_family,7,uniform,threshold,0.08,204,10,-0.012574155034465682,-2.565127627030999,0.5049019607843137
route_episode_context__target_episode_family__knn7_uniform,route_episode_context,target_episode_family,7,uniform,topfrac,0.01,7,2,0.07593324384971738,0.5315327069480217,0.5714285714285714
route_episode_context__target_episode_family__knn7_uniform,route_episode_context,target_episode_family,7,uniform,topfrac,0.02,15,5,0.03614581938528527,0.5421872907792791,0.5333333333333333
route_episode_context__target_episode_family__knn7_uniform,route_episode_context,target_episode_family,7,uniform,topfrac,0.03,22,5,0.03625502658488407,0.7976105848674495,0.5
route_episode_context__target_episode_family__knn7_uniform,route_episode_context,target_episode_family,7,uniform,topfrac,0.04,29,6,0.0017800134433456033,0.0516203898570225,0.4482758620689655
route_episode_context__target_episode_family__knn7_uniform,route_episode_context,target_episode_family,7,uniform,topfrac,0.06,44,7,0.06943624660984339,3.0551948508331095,0.5681818181818182
route_episode_context__target_episode_family__knn7_uniform,route_episode_context,target_episode_family,7,uniform,topfrac,0.08,59,7,0.08854799621772605,5.224331776845837,0.5932203389830508
route_episode_context__target_episode_family__knn7_uniform,route_episode_context,target_episode_family,7,uniform,topfrac,0.1,74,8,0.06793146420945277,5.026928351499505,0.5675675675675675
route_episode_context__target_episode_family__knn7_uniform,route_episode_context,target_episode_family,7,uniform,topfrac,0.15,110,10,0.028032397967741925,3.0835637764516117,0.5545454545454546
route_episode_context__target_episode_family__knn7_uniform,route_episode_context,target_episode_family,7,uniform,topfrac,0.2,147,10,-0.003308176162010769,-0.48630189581558303,0.5306122448979592
route_episode_context__target_expert_family__knn13_distance,route_episode_context,target_expert_family,13,distance,threshold,-0.02,722,10,-0.021324569046522898,-15.396338851589531,0.45290858725761773
route_episode_context__target_expert_family__knn13_distance,route_episode_context,target_expert_family,13,distance,threshold,-0.01,698,10,-0.020923506942108414,-14.604607845591673,0.45702005730659023
route_episode_context__target_expert_family__knn13_distance,route_episode_context,target_expert_family,13,distance,threshold,0.0,653,10,-0.020041770999014774,-13.087276462356646,0.4563552833078101
route_episode_context__target_expert_family__knn13_distance,route_episode_context,target_expert_family,13,distance,threshold,0.005,601,10,-0.019691485888102857,-11.834583018749816,0.46755407653910147
route_episode_context__target_expert_family__knn13_distance,route_episode_context,target_expert_family,13,distance,threshold,0.01,551,10,-0.01947223424289333,-10.729201067834223,0.4791288566243194
route_episode_context__target_expert_family__knn13_distance,route_episode_context,target_expert_family,13,distance,threshold,0.02,454,10,-0.022869133937222893,-10.382586807499193,0.48237885462555063
route_episode_context__target_expert_family__knn13_distance,route_episode_context,target_expert_family,13,distance,threshold,0.04,328,10,-0.022875644163958226,-7.503211285778298,0.4878048780487805
route_episode_context__target_expert_family__knn13_distance,route_episode_context,target_expert_family,13,distance,threshold,0.08,161,10,-0.02048530781616558,-3.2981345584026585,0.453416149068323
route_episode_context__target_expert_family__knn13_distance,route_episode_context,target_expert_family,13,distance,topfrac,0.01,7,2,0.033246779141749214,0.23272745399224448,0.5714285714285714
route_episode_context__target_expert_family__knn13_distance,route_episode_context,target_expert_family,13,distance,topfrac,0.02,15,3,-0.03151267826437358,-0.4726901739656037,0.4666666666666667
route_episode_context__target_expert_family__knn13_distance,route_episode_context,target_expert_family,13,distance,topfrac,0.03,22,4,0.08627353305771429,1.8980177272697145,0.5909090909090909
route_episode_context__target_expert_family__knn13_distance,route_episode_context,target_expert_family,13,distance,topfrac,0.04,29,4,0.08340729044870471,2.4188114230124365,0.5862068965517241
route_episode_context__target_expert_family__knn13_distance,route_episode_context,target_expert_family,13,distance,topfrac,0.06,44,6,0.038650474659654266,1.7006208850247877,0.5227272727272727
route_episode_context__target_expert_family__knn13_distance,route_episode_context,target_expert_family,13,distance,topfrac,0.08,59,6,0.024355295787549483,1.4369624514654196,0.5423728813559322
route_episode_context__target_expert_family__knn13_distance,route_episode_context,target_expert_family,13,distance,topfrac,0.1,74,7,0.009467487339979515,0.7005940631584842,0.5135135135135135
route_episode_context__target_expert_family__knn13_distance,route_episode_context,target_expert_family,13,distance,topfrac,0.15,110,10,0.002861342728536195,0.31474770013898146,0.4818181818181818
route_episode_context__target_expert_family__knn13_distance,route_episode_context,target_expert_family,13,distance,topfrac,0.2,147,10,-0.009451065529871586,-1.389306632891123,0.46938775510204084
route_episode_context__target_expert_family__knn13_uniform,route_episode_context,target_expert_family,13,uniform,threshold,-0.02,723,10,-0.01796987709164785,-12.992221137261398,0.4702627939142462
route_episode_context__target_expert_family__knn13_uniform,route_episode_context,target_expert_family,13,uniform,threshold,-0.01,700,10,-0.01669856580891516,-11.688996066240612,0.4714285714285714
route_episode_context__target_expert_family__knn13_uniform,route_episode_context,target_expert_family,13,uniform,threshold,0.0,648,10,-0.017213410680582214,-11.154290121017276,0.4675925925925926
route_episode_context__target_expert_family__knn13_uniform,route_episode_context,target_expert_family,13,uniform,threshold,0.005,611,10,-0.016853099005136207,-10.297243492138223,0.4746317512274959
route_episode_context__target_expert_family__knn13_uniform,route_episode_context,target_expert_family,13,uniform,threshold,0.01,574,10,-0.016981121389852367,-9.747163677775259,0.4843205574912892
route_episode_context__target_expert_family__knn13_uniform,route_episode_context,target_expert_family,13,uniform,threshold,0.02,458,10,-0.016072112977229,-7.361027743570881,0.49563318777292575
route_episode_context__target_expert_family__knn13_uniform,route_episode_context,target_expert_family,13,uniform,threshold,0.04,330,10,-0.01592492203161677,-5.2552242704335335,0.5
route_episode_context__target_expert_family__knn13_uniform,route_episode_context,target_expert_family,13,uniform,threshold,0.08,149,10,-0.010491804019087374,-1.5632787988440189,0.47651006711409394
route_episode_context__target_expert_family__knn13_uniform,route_episode_context,target_expert_family,13,uniform,topfrac,0.01,7,2,-0.04079485514631838,-0.28556398602422867,0.42857142857142855
route_episode_context__target_expert_family__knn13_uniform,route_episode_context,target_expert_family,13,uniform,topfrac,0.02,15,4,0.043824091661534594,0.6573613749230189,0.5333333333333333
route_episode_context__target_expert_family__knn13_uniform,route_episode_context,target_expert_family,13,uniform,topfrac,0.03,22,4,0.041764166161093984,0.9188116555440676,0.5454545454545454
route_episode_context__target_expert_family__knn13_uniform,route_episode_context,target_expert_family,13,uniform,topfrac,0.04,29,4,0.04814130717964956,1.3960979082098373,0.5517241379310345
route_episode_context__target_expert_family__knn13_uniform,route_episode_context,target_expert_family,13,uniform,topfrac,0.06,44,5,0.04623250402724381,2.0342301771987277,0.5454545454545454
route_episode_context__target_expert_family__knn13_uniform,route_episode_context,target_expert_family,13,uniform,topfrac,0.08,59,7,0.03473773290166348,2.049526241198145,0.576271186440678
route_episode_context__target_expert_family__knn13_uniform,route_episode_context,target_expert_family,13,uniform,topfrac,0.1,74,8,-0.004664813629159706,-0.3451962085578183,0.5
route_episode_context__target_expert_family__knn13_uniform,route_episode_context,target_expert_family,13,uniform,topfrac,0.15,110,10,-0.015037419398971264,-1.654116133886839,0.4727272727272727
route_episode_context__target_expert_family__knn13_uniform,route_episode_context,target_expert_family,13,uniform,topfrac,0.2,147,10,-0.010793661138113095,-1.586668187302625,0.47619047619047616
route_episode_context__target_expert_family__knn21_distance,route_episode_context,target_expert_family,21,distance,threshold,-0.02,728,10,-0.022683586459160528,-16.513650942268864,0.4642857142857143
route_episode_context__target_expert_family__knn21_distance,route_episode_context,target_expert_family,21,distance,threshold,-0.01,693,10,-0.023540007805652203,-16.313225409316978,0.46320346320346323
route_episode_context__target_expert_family__knn21_distance,route_episode_context,target_expert_family,21,distance,threshold,0.0,643,10,-0.025038058037620405,-16.09947131818992,0.4665629860031104
route_episode_context__target_expert_family__knn21_distance,route_episode_context,target_expert_family,21,distance,threshold,0.005,577,10,-0.023737098499097626,-13.69630583397933,0.48700173310225303
route_episode_context__target_expert_family__knn21_distance,route_episode_context,target_expert_family,21,distance,threshold,0.01,505,10,-0.025674669939315428,-12.965708319354292,0.4871287128712871
route_episode_context__target_expert_family__knn21_distance,route_episode_context,target_expert_family,21,distance,threshold,0.02,394,10,-0.028881093249267954,-11.379150740211573,0.48223350253807107
route_episode_context__target_expert_family__knn21_distance,route_episode_context,target_expert_family,21,distance,threshold,0.04,274,10,-0.03184276287796572,-8.724917028562606,0.4854014598540146
route_episode_context__target_expert_family__knn21_distance,route_episode_context,target_expert_family,21,distance,threshold,0.08,113,9,-0.030224178395951404,-3.4153321587425087,0.48672566371681414
route_episode_context__target_expert_family__knn21_distance,route_episode_context,target_expert_family,21,distance,topfrac,0.01,7,2,-0.05746675655312849,-0.4022672958718994,0.42857142857142855
route_episode_context__target_expert_family__knn21_distance,route_episode_context,target_expert_family,21,distance,topfrac,0.02,15,4,-0.05053378617127147,-0.7580067925690721,0.5333333333333333
route_episode_context__target_expert_family__knn21_distance,route_episode_context,target_expert_family,21,distance,topfrac,0.03,22,4,-0.015176435256296335,-0.3338815756385194,0.5454545454545454
route_episode_context__target_expert_family__knn21_distance,route_episode_context,target_expert_family,21,distance,topfrac,0.04,29,4,0.0619044028828925,1.7952276836038825,0.6206896551724138
route_episode_context__target_expert_family__knn21_distance,route_episode_context,target_expert_family,21,distance,topfrac,0.06,44,6,0.0024139953048391686,0.10621579341292342,0.5227272727272727
route_episode_context__target_expert_family__knn21_distance,route_episode_context,target_expert_family,21,distance,topfrac,0.08,59,6,-0.02209071440213347,-1.3033521497258747,0.4915254237288136
route_episode_context__target_expert_family__knn21_distance,route_episode_context,target_expert_family,21,distance,topfrac,0.1,74,7,-0.03484526288746813,-2.5785494536726414,0.4864864864864865
route_episode_context__target_expert_family__knn21_distance,route_episode_context,target_expert_family,21,distance,topfrac,0.15,110,9,-0.02974638817629025,-3.2721026993919273,0.4909090909090909
route_episode_context__target_expert_family__knn21_distance,route_episode_context,target_expert_family,21,distance,topfrac,0.2,147,10,-0.024546031548120673,-3.608266637573739,0.5102040816326531
route_episode_context__target_expert_family__knn21_uniform,route_episode_context,target_expert_family,21,uniform,threshold,-0.02,729,10,-0.022309583494189704,-16.263686367264295,0.4732510288065844
route_episode_context__target_expert_family__knn21_uniform,route_episode_context,target_expert_family,21,uniform,threshold,-0.01,698,10,-0.02361668833827532,-16.484448460116173,0.4684813753581662
route_episode_context__target_expert_family__knn21_uniform,route_episode_context,target_expert_family,21,uniform,threshold,0.0,635,10,-0.023239941933596395,-14.75736312783371,0.47874015748031495
route_episode_context__target_expert_family__knn21_uniform,route_episode_context,target_expert_family,21,uniform,threshold,0.005,575,10,-0.025242388564708222,-14.514373424707228,0.49043478260869566
route_episode_context__target_expert_family__knn21_uniform,route_episode_context,target_expert_family,21,uniform,threshold,0.01,521,10,-0.025447720618515673,-13.258262442246666,0.4932821497120921
route_episode_context__target_expert_family__knn21_uniform,route_episode_context,target_expert_family,21,uniform,threshold,0.02,394,10,-0.02881274947518099,-11.35222329322131,0.4847715736040609
route_episode_context__target_expert_family__knn21_uniform,route_episode_context,target_expert_family,21,uniform,threshold,0.04,264,10,-0.03434012424196764,-9.065792799879457,0.48484848484848486
route_episode_context__target_expert_family__knn21_uniform,route_episode_context,target_expert_family,21,uniform,threshold,0.08,109,8,-0.02829237652769168,-3.083869041518393,0.5045871559633027
route_episode_context__target_expert_family__knn21_uniform,route_episode_context,target_expert_family,21,uniform,topfrac,0.01,7,4,0.1430504880900856,1.0013534166305993,0.7142857142857143
route_episode_context__target_expert_family__knn21_uniform,route_episode_context,target_expert_family,21,uniform,topfrac,0.02,15,4,-0.035524157664529134,-0.532862364967937,0.5333333333333333
route_episode_context__target_expert_family__knn21_uniform,route_episode_context,target_expert_family,21,uniform,topfrac,0.03,22,4,-0.019698227711442792,-0.43336100965174146,0.5454545454545454
route_episode_context__target_expert_family__knn21_uniform,route_episode_context,target_expert_family,21,uniform,topfrac,0.04,29,4,0.04548786070271556,1.3191479603787513,0.6206896551724138
route_episode_context__target_expert_family__knn21_uniform,route_episode_context,target_expert_family,21,uniform,topfrac,0.06,44,6,0.015883920251205948,0.6988924910530617,0.5454545454545454
route_episode_context__target_expert_family__knn21_uniform,route_episode_context,target_expert_family,21,uniform,topfrac,0.08,59,7,-0.06856006667985022,-4.045043934111163,0.4745762711864407
route_episode_context__target_expert_family__knn21_uniform,route_episode_context,target_expert_family,21,uniform,topfrac,0.1,74,7,-0.060571888748975164,-4.482319767424162,0.44594594594594594
route_episode_context__target_expert_family__knn21_uniform,route_episode_context,target_expert_family,21,uniform,topfrac,0.15,110,8,-0.030611089329650534,-3.3672198262615587,0.5
route_episode_context__target_expert_family__knn21_uniform,route_episode_context,target_expert_family,21,uniform,topfrac,0.2,147,10,-0.031423051847669824,-4.6191886216074645,0.5102040816326531
route_episode_context__target_expert_family__knn35_distance,route_episode_context,target_expert_family,35,distance,threshold,-0.02,729,10,-0.01820429313892357,-13.270929698275282,0.4869684499314129
route_episode_context__target_expert_family__knn35_distance,route_episode_context,target_expert_family,35,distance,threshold,-0.01,702,10,-0.01910219090923222,-13.409738018281018,0.48575498575498577
route_episode_context__target_expert_family__knn35_distance,route_episode_context,target_expert_family,35,distance,threshold,0.0,616,10,-0.01903033054214827,-11.722683613963333,0.4837662337662338
route_episode_context__target_expert_family__knn35_distance,route_episode_context,target_expert_family,35,distance,threshold,0.005,536,10,-0.017739223674003667,-9.508223889265965,0.5093283582089553
route_episode_context__target_expert_family__knn35_distance,route_episode_context,target_expert_family,35,distance,threshold,0.01,452,10,-0.02255357181767975,-10.194214461591248,0.504424778761062
route_episode_context__target_expert_family__knn35_distance,route_episode_context,target_expert_family,35,distance,threshold,0.02,333,10,-0.024876487917064875,-8.283870476382603,0.5135135135135135
route_episode_context__target_expert_family__knn35_distance,route_episode_context,target_expert_family,35,distance,threshold,0.04,205,10,-0.026627127366272287,-5.458561110085819,0.5121951219512195
route_episode_context__target_expert_family__knn35_distance,route_episode_context,target_expert_family,35,distance,threshold,0.08,60,5,-0.035930609315979,-2.15583655895874,0.55
route_episode_context__target_expert_family__knn35_distance,route_episode_context,target_expert_family,35,distance,topfrac,0.01,7,3,-0.22063795626951083,-1.5444656938865757,0.5714285714285714
route_episode_context__target_expert_family__knn35_distance,route_episode_context,target_expert_family,35,distance,topfrac,0.02,15,5,-0.05276938760412887,-0.7915408140619331,0.6666666666666666
route_episode_context__target_expert_family__knn35_distance,route_episode_context,target_expert_family,35,distance,topfrac,0.03,22,5,-0.056750333663457414,-1.2485073405960632,0.5909090909090909
route_episode_context__target_expert_family__knn35_distance,route_episode_context,target_expert_family,35,distance,topfrac,0.04,29,5,-0.09382394016396434,-2.720894264754966,0.5172413793103449
route_episode_context__target_expert_family__knn35_distance,route_episode_context,target_expert_family,35,distance,topfrac,0.06,44,5,-0.07215677306141419,-3.174898014702224,0.5227272727272727
route_episode_context__target_expert_family__knn35_distance,route_episode_context,target_expert_family,35,distance,topfrac,0.08,59,5,-0.03278269851406514,-1.934179212329843,0.559322033898305
route_episode_context__target_expert_family__knn35_distance,route_episode_context,target_expert_family,35,distance,topfrac,0.1,74,6,-0.023915785625885963,-1.7697681363155613,0.5405405405405406
