law_name,feature_view,group_mode,neighbors,weights,policy,param,logloss,switched_cells,mean_realized_gain_all_cells,mean_realized_gain_switched,positive_true_gain_rate,active_subjects,positive_active_subjects,negative_active_subjects,active_subject_rate,std_subject_gain_per_cell,min_active_gain_per_cell,robust_transport_score
route_episode_context__expert_family__knn13_distance,route_episode_context,expert_family,13,distance,threshold,0.04,0.6524344150536693,314,-0.015437332902674506,-0.03613515822759796,0.4872611464968153,10,3,7,1.0,0.0379006855544767,-0.10943488578908957,-0.030622435735846013
route_episode_context__target_expert_family__knn21_uniform,route_episode_context,target_expert_family,21,uniform,threshold,0.02,0.6524422839104796,394,-0.015445201759484776,-0.02881274947518099,0.4847715736040609,10,4,6,1.0,0.035039920042417044,-0.06867330166992498,-0.028701189765847332
compact_episode_context__expert_family__knn55_distance,compact_episode_context,expert_family,55,distance,threshold,0.01,0.6524426889550482,400,-0.015445606804053432,-0.02838130250244818,0.4925,10,3,7,1.0,0.029673478216553802,-0.06997279995741379,-0.029396628536536504
route_episode_context__target_episode_family__knn7_distance,route_episode_context,target_episode_family,7,distance,threshold,-0.02,0.6524427479949464,712,-0.015445665843951543,-0.015944612914753346,0.49719101123595505,10,3,7,1.0,0.03173977372300394,-0.06504383587575398,-0.029706631902402136
route_episode_context__target__knn21_distance,route_episode_context,target,21,distance,threshold,0.01,0.6524537653898433,527,-0.015456683238848416,-0.021557233739190856,0.5028462998102466,10,3,7,1.0,0.03811730117033206,-0.07723981955857546,-0.030674278414398223
route_episode_context__target_expert_family__knn21_distance,route_episode_context,target_expert_family,21,distance,threshold,0.02,0.6524789198927793,394,-0.015481837741784455,-0.028881093249267947,0.48223350253807107,10,4,6,1.0,0.036233644499481125,-0.07006979316275691,-0.028916884416706624
human_episode_context__target_episode_family__knn13_uniform,human_episode_context,target_episode_family,13,uniform,threshold,-0.01,0.6524846343700273,688,-0.015487552219032594,-0.01654556814097232,0.49273255813953487,10,4,6,1.0,0.02665100991278307,-0.052234608155008536,-0.027485203705950055
human_episode_context__target_episode_family__knn55_distance,human_episode_context,target_episode_family,55,distance,threshold,-0.02,0.6524860613899834,684,-0.015488979238988645,-0.016643859269965863,0.4956140350877193,10,4,6,1.0,0.03555802331466408,-0.07076570595814895,-0.02882268273618826
compact_episode_context__target_expert_family__knn13_uniform,compact_episode_context,target_expert_family,13,uniform,threshold,0.02,0.6525309484002912,464,-0.015533866249296483,-0.024606447614726114,0.5021551724137931,10,2,8,1.0,0.029581615910719332,-0.049427498659973,-0.030971108635904382
compact_episode_context__target_episode_family__knn35_distance,compact_episode_context,target_episode_family,35,distance,threshold,0.02,0.6525611241798324,390,-0.015564042028837547,-0.029332233054347675,0.4846153846153846,10,3,7,1.0,0.029260675117817273,-0.08747216797339785,-0.029453143296510137
human_episode_context__expert_family__knn13_distance,human_episode_context,expert_family,13,distance,threshold,0.04,0.6525923025859406,283,-0.01559522043494578,-0.04050348770206767,0.4558303886925795,10,1,9,1.0,0.018566866813142156,-0.04942434066435143,-0.0308802504569171
route_episode_context__target_episode_family__knn7_distance,route_episode_context,target_episode_family,7,distance,threshold,0.01,0.6526014691216625,578,-0.015604386970667706,-0.01984294882948229,0.49653979238754326,10,2,8,1.0,0.02706643521767392,-0.05834646132565973,-0.03066435225331879
route_episode_context__all__knn21_uniform,route_episode_context,all,21,uniform,threshold,-0.01,0.6526051423849131,710,-0.015608060233918154,-0.016157639819619502,0.4704225352112676,10,4,6,1.0,0.036566351597125915,-0.1013346616964731,-0.029093012973487042
compact_episode_context__all__knn35_uniform,compact_episode_context,all,35,uniform,threshold,-0.01,0.6526139704928524,711,-0.01561688834185759,-0.01614404069094983,0.4810126582278481,10,3,7,1.0,0.033454792568362486,-0.06941922738112602,-0.030135107227111962
route_episode_context__target_expert_family__knn35_uniform,route_episode_context,target_expert_family,35,uniform,threshold,-0.01,0.6526183618444821,714,-0.015621279693487299,-0.01608072909623693,0.4943977591036415,10,4,6,1.0,0.04267680159979619,-0.07307441141917913,-0.030022799933456728
route_episode_context__target__knn35_distance,route_episode_context,target,35,distance,threshold,0.0,0.6526231344116,641,-0.015626052260605247,-0.017917548223938942,0.49921996879875197,10,3,7,1.0,0.03487302739769535,-0.05769867303696386,-0.03035700637025955
human_episode_context__target_expert_family__knn21_distance,human_episode_context,target_expert_family,21,distance,threshold,0.04,0.6526241366590846,220,-0.01562705450808974,-0.0522085684702089,0.42272727272727273,10,1,9,1.0,0.015850456660316814,-0.04136139633365807,-0.030504623007137258
compact_episode_context__target_episode_family__knn21_distance,compact_episode_context,target_episode_family,21,distance,threshold,0.01,0.6526364344387549,546,-0.015639352287760068,-0.02105297423352316,0.489010989010989,10,3,7,1.0,0.028080790115674745,-0.06337469955566483,-0.02935147080511128
human_episode_context__target_expert_family__knn55_uniform,human_episode_context,target_expert_family,55,uniform,threshold,-0.01,0.6526486012321364,672,-0.015651519081141527,-0.017118848994998544,0.49255952380952384,10,4,6,1.0,0.02298392940198907,-0.045805598560092246,-0.027099108491439886
route_episode_context__expert_family__knn13_distance,route_episode_context,expert_family,13,distance,threshold,0.01,0.6526584865016263,562,-0.015661404350631458,-0.020482441632943275,0.5160142348754448,10,5,5,1.0,0.039288994725112984,-0.1079208176003599,-0.028054753559398404
compact_episode_context__target_episode_family__knn13_distance,compact_episode_context,target_episode_family,13,distance,threshold,0.005,0.6526700772171425,621,-0.01567299506614772,-0.018550163242541984,0.49114331723027377,10,3,7,1.0,0.02935567941797947,-0.06706772698726256,-0.02957634697884464
compact_episode_context__target_episode_family__knn7_uniform,compact_episode_context,target_episode_family,7,uniform,threshold,-0.02,0.6526768890429283,715,-0.015679806891933535,-0.0161184028889107,0.4909090909090909,10,4,6,1.0,0.03476674601402163,-0.08701623377594085,-0.02889481879403678
human_episode_context__target__knn55_uniform,human_episode_context,target,55,uniform,threshold,-0.02,0.652703450443171,718,-0.015706368292176174,-0.016078246092965858,0.48746518105849584,10,2,8,1.0,0.027957378294016382,-0.04814875545426149,-0.03089997503627863
route_episode_context__target_episode_family__knn21_distance,route_episode_context,target_episode_family,21,distance,threshold,0.01,0.6527181479332862,551,-0.015721065782291342,-0.02097093166966268,0.4954627949183303,10,3,7,1.0,0.025690341890528018,-0.04686184078321974,-0.029074617065870542
route_episode_context__target_expert_family__knn7_uniform,route_episode_context,target_expert_family,7,uniform,threshold,0.01,0.6527255392595923,594,-0.015728457108597438,-0.01946197975558774,0.4831649831649832,10,3,7,1.0,0.030802916393855805,-0.05839628449942084,-0.02984889456767581
compact_episode_context__all__knn35_uniform,compact_episode_context,all,35,uniform,threshold,-0.02,0.6527256253626712,729,-0.015728543211676365,-0.01585799624222514,0.48010973936899864,10,3,7,1.0,0.03436326489366465,-0.06941922738112602,-0.030383032945726064
route_episode_context__target_expert_family__knn35_uniform,route_episode_context,target_expert_family,35,uniform,threshold,-0.02,0.6527641945457434,732,-0.015767112394748522,-0.015831731707841756,0.49453551912568305,10,5,5,1.0,0.042704524131627536,-0.07307441141917913,-0.02867279101449265
compact_episode_context__target_episode_family__knn21_distance,compact_episode_context,target_episode_family,21,distance,threshold,0.0,0.652819016874992,631,-0.01582193472399721,-0.0184296703995847,0.49920760697305866,10,4,6,1.0,0.031271743466744543,-0.06877062136472664,-0.02851269624400889
route_episode_context__target_episode_family__knn21_uniform,route_episode_context,target_episode_family,21,uniform,threshold,0.02,0.652839144791994,444,-0.015842062640999143,-0.026225036128681017,0.4752252252252252,10,4,6,1.0,0.0240839451365558,-0.05349842384134293,-0.027454654411482513
compact_episode_context__target_episode_family__knn7_uniform,compact_episode_context,target_episode_family,7,uniform,threshold,0.01,0.6528512632279951,603,-0.015854181077000325,-0.01932474807893075,0.48756218905472637,10,3,7,1.0,0.031509568195004015,-0.08582853752231666,-0.030080616306250925
compact_episode_context__target_episode_family__knn13_distance,compact_episode_context,target_episode_family,13,distance,threshold,0.0,0.6528667431694993,639,-0.015869661018504514,-0.018253835443819744,0.49608763693270735,10,3,7,1.0,0.030011105537157936,-0.06706772698726256,-0.029871326849078207
compact_episode_context__target__knn55_uniform,compact_episode_context,target,55,uniform,threshold,-0.01,0.6528706012753693,684,-0.015873519124374482,-0.017057070988911176,0.5277777777777778,10,3,7,1.0,0.03575491688852999,-0.05868186824502314,-0.030736756657653984
human_episode_context__target_episode_family__knn13_distance,human_episode_context,target_episode_family,13,distance,threshold,-0.02,0.652889485104038,706,-0.015892402953043193,-0.0165452070403495,0.4985835694050991,10,5,5,1.0,0.028708119830209444,-0.056244526199283176,-0.026698620927574607
human_episode_context__all__knn35_distance,human_episode_context,all,35,distance,threshold,0.0,0.6528916715481239,603,-0.015894589397129108,-0.01937400200147578,0.49087893864013266,10,4,6,1.0,0.0361451616012723,-0.08500201012976447,-0.029316363637319952
route_episode_context__target_expert_family__knn13_uniform,route_episode_context,target_expert_family,13,uniform,threshold,-0.01,0.6529004781594855,700,-0.01590339600849063,-0.01669856580891516,0.4714285714285714,10,5,5,1.0,0.04036969172785297,-0.08588136244222384,-0.028458849767668572
route_episode_context__expert_family__knn21_uniform,route_episode_context,expert_family,21,uniform,threshold,0.02,0.652901743166537,405,-0.015904661015542214,-0.028864014435613653,0.4839506172839506,10,5,5,1.0,0.038780322499115456,-0.11290463185600354,-0.028221709390409532
route_episode_context__expert_family__knn21_uniform,route_episode_context,expert_family,21,uniform,threshold,0.005,0.6529018909499553,610,-0.015904808798960487,-0.01916399092989501,0.4852459016393443,10,4,6,1.0,0.03645482770131177,-0.10537960042267837,-0.029373032954157254
route_episode_context__target_episode_family__knn7_distance,route_episode_context,target_episode_family,7,distance,threshold,0.0,0.6529061435730897,648,-0.015909061422094837,-0.018045000224135344,0.49691358024691357,10,3,7,1.0,0.029781974178439703,-0.06629407715599292,-0.02987635754886079
route_episode_context__expert_family__knn35_uniform,route_episode_context,expert_family,35,uniform,topfrac,0.2,0.65292430711765,147,-0.015927224966655253,-0.07963612483327627,0.42857142857142855,10,3,7,1.0,0.027418098974000153,-0.06590883681260737,-0.029539939812755274
human_episode_context__expert_family__knn21_uniform,human_episode_context,expert_family,21,uniform,threshold,0.02,0.6529285296771624,397,-0.015931447526167514,-0.029495249198320212,0.491183879093199,10,3,7,1.0,0.026669741433071808,-0.07484967903211481,-0.029431908741128283
route_episode_context__expert_family__knn55_distance,route_episode_context,expert_family,55,distance,threshold,0.01,0.6529349887504285,445,-0.015937906599433716,-0.026324407529401756,0.48764044943820223,10,5,5,1.0,0.0332465514218263,-0.09432859309725496,-0.02742488931270766
route_episode_context__target_expert_family__knn35_distance,route_episode_context,target_expert_family,35,distance,threshold,0.0,0.6529463115577476,616,-0.015949229406752835,-0.01903033054214827,0.4837662337662338,10,2,8,1.0,0.03489797259583494,-0.05979461334730588,-0.032183925296128076
route_episode_context__target__knn55_uniform,route_episode_context,target,55,uniform,threshold,0.01,0.652946998846358,439,-0.01594991669536316,-0.02670430243984493,0.5056947608200456,10,2,8,1.0,0.027284659906323658,-0.051970648006650015,-0.03104261568131171
route_episode_context__target__knn35_uniform,route_episode_context,target,35,uniform,threshold,0.0,0.652962443007183,653,-0.015965360856188115,-0.017970199432309746,0.49770290964777947,10,4,6,1.0,0.03519513768954646,-0.05161154310926404,-0.029244631509620082
route_episode_context__expert_family__knn13_uniform,route_episode_context,expert_family,13,uniform,threshold,-0.01,0.6529658448394707,713,-0.015968762688475854,-0.0164614874839127,0.5021037868162693,10,5,5,1.0,0.040951115459982555,-0.10951586190030077,-0.028611430007473238
route_episode_context__all__knn35_uniform,route_episode_context,all,35,uniform,threshold,0.02,0.6529765438258731,345,-0.015979461674878192,-0.0340432009595231,0.45507246376811594,10,3,7,1.0,0.032333257143411016,-0.08891952163126157,-0.030329450246389847
human_episode_context__target_expert_family__knn13_distance,human_episode_context,target_expert_family,13,distance,threshold,0.01,0.6529807674798686,543,-0.015983685328873717,-0.02163537516891746,0.48066298342541436,10,3,7,1.0,0.024494144584831637,-0.04506543530902532,-0.02915780701659846
route_episode_context__all__knn13_uniform,route_episode_context,all,13,uniform,threshold,-0.01,0.6529824283847858,703,-0.015985346233790994,-0.016712986460649195,0.4722617354196302,10,2,8,1.0,0.03878980466742832,-0.10585645617074392,-0.032803816933905244
route_episode_context__all__knn55_uniform,route_episode_context,all,55,uniform,threshold,0.01,0.6529900291497371,473,-0.015992946998742354,-0.024851619543500274,0.46723044397463004,10,2,8,1.0,0.030062448489731414,-0.0596111986385782,-0.03150231427220207
route_episode_context__target__knn13_distance,route_episode_context,target,13,distance,threshold,-0.02,0.6530034906859792,721,-0.01600640853498425,-0.01631721258420725,0.4798890429958391,10,4,6,1.0,0.0411195500800839,-0.087261940395256,-0.030174341046996837
route_episode_context__expert_family__knn35_distance,route_episode_context,expert_family,35,distance,threshold,0.02,0.6530081221772833,352,-0.016011040026288406,-0.03343214323671017,0.4744318181818182,10,3,7,1.0,0.03311844917267683,-0.10277871592594949,-0.03047880740218993
