hypothesis_id,mode,rep,null_selected_rows,null_avg_delta
H0007,row,0,71,1.6778652932187105e-05
H0007,row,1,71,-2.761634030939933e-06
H0007,row,2,71,-3.034815535491926e-05
H0007,subject,0,71,4.074479734451932e-06
H0007,subject,1,71,-1.1405580520804272e-05
H0007,subject,2,71,3.785330050600324e-05
H0007,dateblock,0,71,-2.9893170336812658e-05
H0007,dateblock,1,71,-1.6026739247999612e-05
H0007,dateblock,2,71,-3.762365744184248e-05
H0008,row,0,51,-3.2819429539574786e-05
H0008,row,1,51,-2.6343883471094772e-05
H0008,row,2,51,-3.338429420106828e-05
H0008,subject,0,51,-3.7418070609201506e-06
H0008,subject,1,51,-2.483520309906354e-05
H0008,subject,2,51,-1.140379902994324e-05
H0008,dateblock,0,51,8.241741606554022e-06
H0008,dateblock,1,51,-2.4075167377028903e-05
H0008,dateblock,2,51,1.483633556147591e-06
H0009,row,0,81,2.8795259108789935e-06
H0009,row,1,81,2.711866602599597e-05
H0009,row,2,81,-1.7023176509590865e-05
H0009,subject,0,81,-2.7242551197374474e-05
H0009,subject,1,81,3.3842998013499275e-05
H0009,subject,2,81,9.495472247361662e-06
H0009,dateblock,0,81,1.3801214092353928e-05
H0009,dateblock,1,81,-2.82841575214273e-06
H0009,dateblock,2,81,1.163475409006085e-05
H0010,row,0,81,-2.9816727836586183e-06
H0010,row,1,81,-2.11605258342307e-05
H0010,row,2,81,1.358194478124633e-05
H0010,subject,0,81,5.6454741911391424e-05
H0010,subject,1,81,-5.782107255719397e-06
H0010,subject,2,81,-1.8746716080205033e-05
H0010,dateblock,0,81,1.0016470353628417e-06
H0010,dateblock,1,81,2.8970712436160436e-05
H0010,dateblock,2,81,2.4070262252255087e-05
H0011,row,0,87,-1.8785750700478984e-05
H0011,row,1,87,1.7235633684456952e-05
H0011,row,2,87,5.8844708677208247e-05
H0011,subject,0,87,-4.6067229526537294e-05
H0011,subject,1,87,2.724702341572439e-05
H0011,subject,2,87,2.4720373243040764e-05
H0011,dateblock,0,87,-6.676067955065216e-06
H0011,dateblock,1,87,-2.6023563119775166e-05
H0011,dateblock,2,87,-8.787024198786313e-06
H0012,row,0,110,2.418126628269242e-05
H0012,row,1,110,-9.541545707980236e-06
H0012,row,2,110,-5.588317404290465e-06
H0012,subject,0,110,2.5757339810500137e-05
H0012,subject,1,110,8.44350230807485e-05
H0012,subject,2,110,-1.6569540813490504e-05
H0012,dateblock,0,110,6.018229745299747e-06
H0012,dateblock,1,110,-2.6518121828501415e-05
H0012,dateblock,2,110,-2.763747950397865e-05
H0013,row,0,17,5.042242053979671e-06
H0013,row,1,17,1.3306255122244085e-06
H0013,row,2,17,-5.3473982313283895e-06
H0013,subject,0,17,-7.704388752800388e-07
H0013,subject,1,17,3.664926768903458e-06
H0013,subject,2,17,2.775558091745958e-06
H0013,dateblock,0,17,5.079925878316e-06
H0013,dateblock,1,17,1.9217222209392853e-06
H0013,dateblock,2,17,-7.641151502123641e-07
H0014,row,0,158,-1.0260950200907869e-05
H0014,row,1,158,5.327215015129174e-05
H0014,row,2,158,-3.7280193980387755e-06
H0014,subject,0,158,1.3058023663171089e-05
H0014,subject,1,158,-4.418707438683925e-05
H0014,subject,2,158,-4.516474792790912e-05
H0014,dateblock,0,158,8.143837998757567e-06
H0014,dateblock,1,158,-1.1238217261437719e-05
H0014,dateblock,2,158,-5.5185454595035194e-05
H0015,row,0,26,5.794505713210109e-06
H0015,row,1,26,5.668079821133067e-07
H0015,row,2,26,-3.6840778609988074e-06
H0015,subject,0,26,-4.917173720192624e-07
H0015,subject,1,26,-3.89946777828125e-06
H0015,subject,2,26,-9.675299745353995e-07
H0015,dateblock,0,26,5.220022047126778e-06
H0015,dateblock,1,26,-1.0530254312387724e-06
H0015,dateblock,2,26,-1.4696272124176918e-06
H0016,row,0,51,-3.043303030842805e-06
H0016,row,1,51,-5.279788906117562e-06
H0016,row,2,51,2.0007784957683635e-06
H0016,subject,0,51,5.828018812462236e-06
H0016,subject,1,51,5.2292561521372535e-06
H0016,subject,2,51,5.845058209000604e-06
H0016,dateblock,0,51,4.469493805987885e-06
H0016,dateblock,1,51,6.789373645706e-06
H0016,dateblock,2,51,-5.731908169436173e-06
H0017,row,0,71,-1.9405109477105537e-05
H0017,row,1,71,6.660724834038114e-06
H0017,row,2,71,3.837897731826387e-05
H0017,subject,0,71,2.704866842064788e-06
H0017,subject,1,71,2.4843444678381464e-05
H0017,subject,2,71,2.148006397649436e-05
H0017,dateblock,0,71,-7.631051213293599e-05
H0017,dateblock,1,71,5.152344651515354e-06
H0017,dateblock,2,71,-3.8628058520745186e-05
H0018,row,0,25,5.5046539073250055e-06
H0018,row,1,25,-3.6185457117853665e-06
H0018,row,2,25,-7.358215424763741e-06
H0018,subject,0,25,5.1684356379430585e-06
H0018,subject,1,25,8.784687049763792e-06
H0018,subject,2,25,-5.102361171196866e-06
H0018,dateblock,0,25,3.234901967667836e-07
H0018,dateblock,1,25,7.606579515998013e-07
H0018,dateblock,2,25,-8.627685506968803e-06
H0019,row,0,158,-1.840448881527554e-05
H0019,row,1,158,4.98550776252195e-05
H0019,row,2,158,4.605750966354381e-05
H0019,subject,0,158,-1.076153119816703e-05
H0019,subject,1,158,4.296028445821548e-05
H0019,subject,2,158,-2.446131397161758e-05
H0019,dateblock,0,158,3.67321638376305e-05
H0019,dateblock,1,158,2.6148330578472143e-05
H0019,dateblock,2,158,-1.4389776054527754e-05
H0020,row,0,158,8.217512032852268e-05
H0020,row,1,158,-1.558178832148116e-05
H0020,row,2,158,2.7146617463265682e-05
H0020,subject,0,158,2.834285250051013e-06
H0020,subject,1,158,-4.4279343014130535e-05
H0020,subject,2,158,3.0183809359809698e-05
H0020,dateblock,0,158,2.971140344948781e-07
H0020,dateblock,1,158,1.728190757968068e-05
H0020,dateblock,2,158,1.3283156067380595e-05
H0021,row,0,45,3.2467451710557713e-07
H0021,row,1,45,2.962120309665213e-06
H0021,row,2,45,-5.312671506664007e-07
H0021,subject,0,45,-6.260123171664345e-06
H0021,subject,1,45,-3.844762457322059e-06
H0021,subject,2,45,-5.968320459348317e-06
H0021,dateblock,0,45,1.0639689758374567e-05
H0021,dateblock,1,45,3.4809908195056965e-06
H0021,dateblock,2,45,9.127140622243077e-06
H0022,row,0,38,-4.1474045921668215e-06
H0022,row,1,38,6.532157933271203e-06
H0022,row,2,38,-4.734814325394668e-06
H0022,subject,0,38,-6.0741843454462005e-06
H0022,subject,1,38,1.092903377320436e-06
H0022,subject,2,38,2.2899540740629787e-06
H0022,dateblock,0,38,-5.388938544100888e-06
H0022,dateblock,1,38,1.8037408818817513e-06
H0022,dateblock,2,38,3.7387867825071256e-06
H0023,row,0,47,-4.852422690528743e-06
H0023,row,1,47,-4.8167810541367555e-06
H0023,row,2,47,-4.129892874474566e-06
H0023,subject,0,47,-5.934664249849153e-06
H0023,subject,1,47,-3.953872780600663e-06
H0023,subject,2,47,4.880983189537284e-06
H0023,dateblock,0,47,-2.5323868595492187e-09
H0023,dateblock,1,47,5.733379999618898e-06
H0023,dateblock,2,47,1.5767442547833847e-06
H0024,row,0,54,-1.0831131874515125e-05
H0024,row,1,54,-2.1087247826281623e-06
H0024,row,2,54,-2.30758223078588e-06
H0024,subject,0,54,-3.629413734318518e-06
H0024,subject,1,54,8.779197653961526e-07
H0024,subject,2,54,3.871923211527746e-06
H0024,dateblock,0,54,2.5224887597999963e-06
H0024,dateblock,1,54,8.551324250156824e-07
H0024,dateblock,2,54,-3.687226590921106e-07
H0025,row,0,26,4.656569575571692e-06
H0025,row,1,26,-3.012924943539627e-07
H0025,row,2,26,-3.2216565606481174e-06
H0025,subject,0,26,5.894914564821265e-06
H0025,subject,1,26,-2.997501221300299e-06
H0025,subject,2,26,-8.910393561683972e-07
H0025,dateblock,0,26,-4.805877152338104e-06
H0025,dateblock,1,26,-2.773629197557618e-06
H0025,dateblock,2,26,-1.582214300080755e-06
H0026,row,0,51,-8.38431488129284e-06
H0026,row,1,51,5.850028679061336e-06
H0026,row,2,51,5.024807709002143e-06
H0026,subject,0,51,1.0640423339457795e-05
H0026,subject,1,51,2.8278989917537284e-06
H0026,subject,2,51,1.4581170348662123e-06
H0026,dateblock,0,51,9.43232888225502e-07
H0026,dateblock,1,51,-3.743652942492065e-06
H0026,dateblock,2,51,6.609952696556226e-07
H0027,row,0,25,3.202497445833627e-06
H0027,row,1,25,5.877582393802681e-06
H0027,row,2,25,-3.7970620338263254e-06
H0027,subject,0,25,-1.482104870629775e-06
H0027,subject,1,25,4.873349330184702e-06
H0027,subject,2,25,-4.740373382086523e-06
H0027,dateblock,0,25,2.711928586034138e-06
H0027,dateblock,1,25,5.465317976278923e-06
H0027,dateblock,2,25,2.6027140816811392e-06
H0028,row,0,37,-5.408846626358367e-06
H0028,row,1,37,2.5750913148604477e-05
H0028,row,2,37,1.1110331979109696e-05
H0028,subject,0,37,1.579090153413744e-05
H0028,subject,1,37,5.179872077728613e-07
H0028,subject,2,37,-3.0112460942078066e-06
H0028,dateblock,0,37,1.239743214478995e-07
H0028,dateblock,1,37,-1.0658601843280713e-05
H0028,dateblock,2,37,1.629863321164649e-05
H0029,row,0,54,-2.4305741911419726e-08
H0029,row,1,54,6.196803087415972e-06
H0029,row,2,54,9.671516586998648e-07
H0029,subject,0,54,3.640865523193805e-06
H0029,subject,1,54,1.1866751665773377e-05
H0029,subject,2,54,-9.292906707851874e-07
H0029,dateblock,0,54,-4.196157796009005e-06
H0029,dateblock,1,54,1.769980619417274e-06
H0029,dateblock,2,54,9.238576205358277e-06
H0030,row,0,54,-4.4748369107381504e-06
H0030,row,1,54,-8.588383138269735e-06
H0030,row,2,54,3.7436632333091613e-06
H0030,subject,0,54,-1.3214378975184143e-06
H0030,subject,1,54,-1.4205486077347183e-06
H0030,subject,2,54,6.031271984206864e-06
H0030,dateblock,0,54,-1.0961957978152011e-05
H0030,dateblock,1,54,-2.7915987530311917e-06
H0030,dateblock,2,54,-2.33851049623895e-06
H0031,row,0,62,2.6562369170821125e-05
H0031,row,1,62,1.5548215895152363e-05
H0031,row,2,62,-1.7581939849711317e-06
H0031,subject,0,62,-3.1145010634737944e-05
H0031,subject,1,62,-2.37162689159488e-05
H0031,subject,2,62,-8.012703257644382e-06
H0031,dateblock,0,62,3.604628740751551e-05
H0031,dateblock,1,62,1.6471692050320572e-05
H0031,dateblock,2,62,1.7512182930419498e-05
H0032,row,0,110,2.1259788422745765e-05
H0032,row,1,110,2.3342986561729698e-05
H0032,row,2,110,4.200684038097824e-05
H0032,subject,0,110,3.244174491715533e-05
H0032,subject,1,110,3.0475605750766278e-05
H0032,subject,2,110,3.4347410739430523e-06
H0032,dateblock,0,110,-2.0121965171312206e-05
H0032,dateblock,1,110,-6.63677400606013e-05
H0032,dateblock,2,110,-2.0027364514490566e-05
H0033,row,0,17,-2.7744015202443122e-05
H0033,row,1,17,-9.80630128144339e-06
H0033,row,2,17,1.898509042860702e-05
H0033,subject,0,17,8.229329026117968e-06
H0033,subject,1,17,1.0131354931144503e-05
H0033,subject,2,17,1.4908197897467943e-05
H0033,dateblock,0,17,9.502806493991563e-06
H0033,dateblock,1,17,1.3356532834156553e-05
H0033,dateblock,2,17,-7.419586992913094e-07
H0034,row,0,158,1.252343948695242e-05
H0034,row,1,158,-3.1804844492093816e-06
H0034,row,2,158,-1.0461172025499807e-05
H0034,subject,0,158,-4.106697337629442e-05
H0034,subject,1,158,-1.1146511315392388e-05
H0034,subject,2,158,6.248824482507195e-05
H0034,dateblock,0,158,-4.863994499567854e-05
H0034,dateblock,1,158,-3.784762097511463e-05
H0034,dateblock,2,158,-8.696928033477291e-06
H0035,row,0,54,6.363998219211629e-06
H0035,row,1,54,-3.108966146465143e-06
H0035,row,2,54,-2.756116305857006e-06
H0035,subject,0,54,1.2742630355029172e-05
H0035,subject,1,54,-9.030110872797676e-06
H0035,subject,2,54,1.8991845372843876e-06
H0035,dateblock,0,54,-4.760514801711886e-06
H0035,dateblock,1,54,1.616981173455698e-06
H0035,dateblock,2,54,8.810333773309774e-06
H0036,row,0,25,3.5074783774998135e-06
H0036,row,1,25,-7.397134603236256e-06
H0036,row,2,25,1.408339782246401e-06
H0036,subject,0,25,1.0926463016318464e-06
H0036,subject,1,25,-6.926264979194825e-07
H0036,subject,2,25,2.93538193598174e-06
H0036,dateblock,0,25,3.103687954420328e-07
H0036,dateblock,1,25,-3.57488894716517e-06
H0036,dateblock,2,25,1.7160943910642464e-06
H0037,row,0,51,1.1456197275766686e-05
H0037,row,1,51,-2.394364736907967e-05
H0037,row,2,51,-1.5897232421763964e-05
H0037,subject,0,51,1.393658373171318e-05
H0037,subject,1,51,4.0197966676789324e-05
H0037,subject,2,51,-4.222950900340503e-05
H0037,dateblock,0,51,-7.978140769968477e-06
H0037,dateblock,1,51,-1.4842776695465928e-05
H0037,dateblock,2,51,-1.5043419836461858e-05
H0038,row,0,71,-2.9829494131925554e-06
H0038,row,1,71,-1.679694146646066e-06
H0038,row,2,71,1.0210508929447496e-05
H0038,subject,0,71,2.9751205671587266e-07
H0038,subject,1,71,5.414670825061746e-06
H0038,subject,2,71,9.120862149325243e-06
H0038,dateblock,0,71,-6.293878855557008e-07
H0038,dateblock,1,71,6.784562461844273e-06
H0038,dateblock,2,71,-1.7400640545140735e-06
H0039,row,0,158,-8.207438479204773e-05
H0039,row,1,158,3.873551219262249e-05
H0039,row,2,158,-3.441672764656894e-05
H0039,subject,0,158,5.53709300059414e-07
H0039,subject,1,158,7.593424847299136e-05
H0039,subject,2,158,7.124246300905931e-05
H0039,dateblock,0,158,-5.414365999311879e-05
H0039,dateblock,1,158,2.6473191619160923e-05
H0039,dateblock,2,158,-1.5736390356126427e-06
H0040,row,0,158,-3.306821243819387e-06
H0040,row,1,158,-1.2689350873432427e-05
H0040,row,2,158,2.3943466483704865e-05
H0040,subject,0,158,2.883464545714342e-06
H0040,subject,1,158,5.4625780041587895e-05
H0040,subject,2,158,2.1194049955494715e-05
H0040,dateblock,0,158,-8.996503759783661e-05
H0040,dateblock,1,158,2.6498884899370707e-06
H0040,dateblock,2,158,-2.1601325180981065e-05
H0041,row,0,87,-4.737614396041991e-05
H0041,row,1,87,-2.5041065696200917e-05
H0041,row,2,87,1.70718204463171e-05
H0041,subject,0,87,2.5150568828487373e-05
H0041,subject,1,87,-3.7288314225236366e-05
H0041,subject,2,87,-4.97748985580944e-06
H0041,dateblock,0,87,-4.720248854134396e-05
H0041,dateblock,1,87,-4.113827812696273e-05
H0041,dateblock,2,87,1.6415342969333473e-05
H0042,row,0,110,3.123248095252872e-05
H0042,row,1,110,-6.022153288365329e-05
H0042,row,2,110,-5.588646832629746e-05
H0042,subject,0,110,-2.0377473657909232e-05
H0042,subject,1,110,-1.6132863507612783e-05
H0042,subject,2,110,-5.608041015877275e-05
H0042,dateblock,0,110,-3.9993776038116683e-05
H0042,dateblock,1,110,-2.1394944195184216e-05
H0042,dateblock,2,110,-1.5398871812496168e-05
H0043,row,0,47,-2.2503410564739542e-05
H0043,row,1,47,1.5125699234438806e-06
H0043,row,2,47,-8.860031107923952e-06
H0043,subject,0,47,-1.7858540733095667e-05
H0043,subject,1,47,1.9693078426273088e-05
H0043,subject,2,47,1.611843235751985e-05
H0043,dateblock,0,47,4.874545147737004e-05
H0043,dateblock,1,47,4.072650309177945e-05
H0043,dateblock,2,47,-3.4977509372924944e-05
H0044,row,0,158,4.514571682880416e-05
H0044,row,1,158,-3.0173319296869276e-06
H0044,row,2,158,-9.040350953669509e-06
H0044,subject,0,158,-4.757886176472554e-06
H0044,subject,1,158,-3.8322221120480065e-06
H0044,subject,2,158,4.4939119235048455e-05
H0044,dateblock,0,158,9.679296123870186e-06
H0044,dateblock,1,158,-2.4886995198822492e-05
H0044,dateblock,2,158,4.371667670193143e-06
H0045,row,0,26,-9.3523285329298e-07
H0045,row,1,26,-2.035602181109113e-06
H0045,row,2,26,6.151370925596913e-07
H0045,subject,0,26,-1.7872048866781712e-06
H0045,subject,1,26,5.606314491712375e-06
H0045,subject,2,26,1.8944076918860042e-06
H0045,dateblock,0,26,4.6109846354405625e-07
H0045,dateblock,1,26,-7.180557895811345e-07
H0045,dateblock,2,26,-2.1612867421497846e-06
H0046,row,0,51,6.162653518545492e-05
H0046,row,1,51,-1.7844293755738302e-05
H0046,row,2,51,-6.935200248309412e-06
H0046,subject,0,51,-2.4669277967500055e-05
H0046,subject,1,51,2.2686912238721576e-05
H0046,subject,2,51,-8.553195346701888e-05
H0046,dateblock,0,51,-1.5119568248151027e-05
H0046,dateblock,1,51,-4.0386515895822646e-05
H0046,dateblock,2,51,-2.7099742074295322e-05
H0047,row,0,51,4.27639859658316e-05
H0047,row,1,51,-4.294024037544995e-06
H0047,row,2,51,3.6642231240775467e-06
H0047,subject,0,51,9.114272376352619e-06
H0047,subject,1,51,2.2925716957174705e-05
H0047,subject,2,51,-2.800835602238523e-05
H0047,dateblock,0,51,5.131427551625565e-05
H0047,dateblock,1,51,-2.65489764281664e-06
H0047,dateblock,2,51,-6.103614022373051e-06
H0048,row,0,37,3.764395596759432e-06
H0048,row,1,37,-1.7545458880806355e-05
H0048,row,2,37,-3.0659277436412405e-05
H0048,subject,0,37,-9.247733299262602e-06
H0048,subject,1,37,2.3071961327475262e-05
H0048,subject,2,37,-3.262662191977135e-05
H0048,dateblock,0,37,-1.9869474817101434e-05
H0048,dateblock,1,37,-7.001115213054041e-06
H0048,dateblock,2,37,-1.1958229475718732e-05
H0049,row,0,158,-2.431917704552176e-05
H0049,row,1,158,-2.6451483954805474e-06
H0049,row,2,158,3.3621380269423666e-05
H0049,subject,0,158,-7.254263032975498e-06
H0049,subject,1,158,-3.672345611921193e-05
H0049,subject,2,158,-9.55630389045333e-06
H0049,dateblock,0,158,1.1840808404089736e-05
H0049,dateblock,1,158,4.366574386876363e-05
H0049,dateblock,2,158,4.228920148008351e-05
H0050,row,0,158,-4.511993992639642e-06
H0050,row,1,158,1.8356327611305548e-05
H0050,row,2,158,-2.963548575390653e-05
H0050,subject,0,158,2.154009266055695e-05
H0050,subject,1,158,-1.0938912040793765e-05
H0050,subject,2,158,1.4360137461057126e-05
H0050,dateblock,0,158,-5.340149149568653e-06
H0050,dateblock,1,158,1.645657871104741e-05
H0050,dateblock,2,158,1.1302082456208839e-05
H0051,row,0,30,-3.432646212606051e-06
H0051,row,1,30,8.140614537288505e-06
H0051,row,2,30,-1.2274925841468214e-05
H0051,subject,0,30,-2.1165463638670098e-05
H0051,subject,1,30,-1.1396035480590763e-05
H0051,subject,2,30,5.181006426908695e-06
H0051,dateblock,0,30,-3.4943192621402336e-05
H0051,dateblock,1,30,3.570716554012693e-07
H0051,dateblock,2,30,-2.2322387603828984e-05
H0052,row,0,57,-4.6709453511437156e-06
H0052,row,1,57,7.331807540174219e-06
H0052,row,2,57,3.2950372139773007e-06
H0052,subject,0,57,7.91180619063538e-06
H0052,subject,1,57,-2.4702647516938005e-06
H0052,subject,2,57,-4.363495653280914e-06
H0052,dateblock,0,57,-4.252244458645577e-06
H0052,dateblock,1,57,-7.998186160164034e-08
H0052,dateblock,2,57,2.4946422151817743e-06
H0053,row,0,17,-3.998001104177424e-06
H0053,row,1,17,-1.861798511853273e-06
H0053,row,2,17,-2.4114426607448787e-06
H0053,subject,0,17,1.3388326679245572e-06
H0053,subject,1,17,2.249965499841386e-06
H0053,subject,2,17,8.56647146038584e-07
H0053,dateblock,0,17,-5.269247579079787e-07
H0053,dateblock,1,17,4.405314557730434e-06
H0053,dateblock,2,17,5.047194494231896e-06
H0054,row,0,54,8.658181914476033e-07
H0054,row,1,54,-6.095873656561304e-06
H0054,row,2,54,-1.5946888956530043e-05
H0054,subject,0,54,-1.0577897144193882e-05
H0054,subject,1,54,7.603660347272437e-06
H0054,subject,2,54,1.6806283222767113e-05
H0054,dateblock,0,54,-6.331322411419519e-06
H0054,dateblock,1,54,-4.513673662457633e-05
H0054,dateblock,2,54,5.145091662111869e-06
H0055,row,0,39,-5.606952453861857e-06
H0055,row,1,39,-2.294369007896799e-06
H0055,row,2,39,-5.915183099585857e-06
H0055,subject,0,39,1.6430990524922055e-06
H0055,subject,1,39,2.01963512284462e-06
H0055,subject,2,39,-6.546530099047799e-06
H0055,dateblock,0,39,-7.905386519407137e-07
H0055,dateblock,1,39,5.143530977570655e-07
H0055,dateblock,2,39,-2.6165576507744087e-06
H0056,row,0,37,2.0721489875670004e-06
H0056,row,1,37,-6.789462625512062e-07
H0056,row,2,37,-4.904893668358712e-05
H0056,subject,0,37,1.9797736154296823e-05
H0056,subject,1,37,2.0813631344262916e-05
H0056,subject,2,37,1.3070349990828262e-05
H0056,dateblock,0,37,-1.6462089501559324e-05
H0056,dateblock,1,37,4.312546082663883e-05
H0056,dateblock,2,37,7.413659340663779e-06
H0057,row,0,37,-1.076781089243668e-05
H0057,row,1,37,2.4227993189361578e-05
H0057,row,2,37,-6.642486064111217e-05
H0057,subject,0,37,-1.3804187939750203e-06
H0057,subject,1,37,1.1527066072710063e-05
H0057,subject,2,37,-7.845191360310963e-06
H0057,dateblock,0,37,-2.108744561821435e-05
H0057,dateblock,1,37,7.118329917921418e-06
H0057,dateblock,2,37,-1.9105180374782494e-05
H0058,row,0,37,-3.5063808128946424e-07
H0058,row,1,37,-4.320679987709073e-05
H0058,row,2,37,2.4991709283743015e-05
H0058,subject,0,37,1.1158024567593847e-05
H0058,subject,1,37,-3.738406422918822e-05
H0058,subject,2,37,-1.4423009044227494e-05
H0058,dateblock,0,37,1.4742056515450618e-05
H0058,dateblock,1,37,-7.351617163731923e-06
H0058,dateblock,2,37,-1.0869061249722368e-05
H0059,row,0,54,1.1862129706828454e-05
H0059,row,1,54,-7.5182884113646715e-06
H0059,row,2,54,5.815058067953513e-06
H0059,subject,0,54,-2.2180739469349534e-05
H0059,subject,1,54,-2.468291168958763e-05
H0059,subject,2,54,2.4825860590195545e-05
H0059,dateblock,0,54,9.221150661152017e-06
H0059,dateblock,1,54,5.0663709120171084e-05
H0059,dateblock,2,54,3.4592089826463335e-05
H0060,row,0,54,-4.211823479757128e-06
H0060,row,1,54,-5.552772013117412e-05
H0060,row,2,54,3.7847032288622946e-06
H0060,subject,0,54,-1.9538732194090957e-06
H0060,subject,1,54,2.0485092941962084e-05
H0060,subject,2,54,2.1309408698289515e-06
H0060,dateblock,0,54,3.366713263490587e-05
H0060,dateblock,1,54,2.870964643668346e-06
H0060,dateblock,2,54,1.6826033362048002e-05
H0061,row,0,87,4.855751458679141e-06
H0061,row,1,87,1.3752009057234985e-06
H0061,row,2,87,3.4844491346921016e-05
H0061,subject,0,87,8.143030258056355e-06
H0061,subject,1,87,5.044846531796731e-06
H0061,subject,2,87,1.1382148532014605e-05
H0061,dateblock,0,87,2.2246316803972965e-05
H0061,dateblock,1,87,-5.346904232819799e-05
H0061,dateblock,2,87,3.8469141679251177e-05
H0062,row,0,38,9.954614062342895e-06
H0062,row,1,38,3.4952760305895926e-05
H0062,row,2,38,1.2191027627638633e-05
H0062,subject,0,38,3.878623009610809e-05
H0062,subject,1,38,3.5622321503003045e-05
H0062,subject,2,38,1.6534155631955466e-06
H0062,dateblock,0,38,-2.3086193181674415e-05
H0062,dateblock,1,38,-4.97051045498136e-05
H0062,dateblock,2,38,-1.4112993762193517e-05
H0063,row,0,47,1.0027240742606267e-05
H0063,row,1,47,1.9528810262654477e-05
H0063,row,2,47,-2.887215406355166e-05
H0063,subject,0,47,2.088098915618935e-05
H0063,subject,1,47,7.3836593838996564e-06
H0063,subject,2,47,3.688458154004395e-05
H0063,dateblock,0,47,3.323712654406976e-05
H0063,dateblock,1,47,3.7816283723121906e-05
H0063,dateblock,2,47,1.646276320052319e-05
H0064,row,0,158,2.0575416586890965e-05
H0064,row,1,158,-1.8931367562340047e-05
H0064,row,2,158,3.1692426333658034e-05
H0064,subject,0,158,-2.5659152475976025e-05
H0064,subject,1,158,-2.378417147020853e-05
H0064,subject,2,158,7.97610253826545e-06
H0064,dateblock,0,158,2.3966828725345462e-05
H0064,dateblock,1,158,5.460573036221885e-06
H0064,dateblock,2,158,-2.744593917413941e-05
H0065,row,0,26,-3.4204338292201423e-06
H0065,row,1,26,6.233795332737199e-06
H0065,row,2,26,6.903715746302219e-06
H0065,subject,0,26,-3.1625759098846816e-06
H0065,subject,1,26,9.483196598931215e-07
H0065,subject,2,26,2.6483078191296555e-06
H0065,dateblock,0,26,-2.9351298026780723e-06
H0065,dateblock,1,26,2.029231772952301e-06
H0065,dateblock,2,26,2.6538714967587806e-06
H0066,row,0,37,1.7724240591476847e-06
H0066,row,1,37,-1.7904116311547955e-05
H0066,row,2,37,-4.00419988471582e-05
H0066,subject,0,37,5.738191844614542e-06
H0066,subject,1,37,-1.4797944458280733e-05
H0066,subject,2,37,-2.1351308714176336e-05
H0066,dateblock,0,37,-1.350516695048299e-05
H0066,dateblock,1,37,-2.0223439543115168e-05
H0066,dateblock,2,37,-1.127830093101162e-05
H0067,row,0,71,6.763531916039537e-06
H0067,row,1,71,3.0463946849163165e-05
H0067,row,2,71,-2.4280578148131987e-05
H0067,subject,0,71,4.6313633966925826e-05
H0067,subject,1,71,-2.889321727573698e-06
