file,resolved_path,candidate_id,family,posterior_delta_vs_h012,changed_cells_vs_h012,changed_rows_vs_h012,mean_abs_prob_vs_h012,max_abs_prob_vs_h012,mean_abs_logit_vs_h012,l1_logit_vs_e247,support_overlap_h012,outside_support_changed,changed_Q1_vs_h012,changed_Q2_vs_h012,changed_Q3_vs_h012,changed_S1_vs_h012,changed_S2_vs_h012,changed_S3_vs_h012,changed_S4_vs_h012,scale,k,alpha,selected_cells,rolled_target,rolled_cells,kept_target,kept_cells,rolled_group,kept_group,rolled_subject,memory_slice,perm_seed,pred_public_median,pred_public_p10,pred_public_p90,pred_public_min,pred_public_max,support_better_than_h012,support_better_than_0567,n_predictions,resolved_path_h024,source,mean_abs_prob_move_h012,max_abs_prob_move_h012,changed_cells_h012_1e4,changed_rows_h012_1e4,bad_axis_abs_load,good_axis_abs_load,bad_to_good_load_ratio,state_h015_cell_score_w_h012,state_h023_combined_score_w_h012,state_h015_direction_agree,state_h023_direction_agree,pool_candidate_id,risk_width,decoder_score,margin_vs_h012_pred,h029_h012_duplicate_control_pred,margin_vs_h012_duplicate_pred,h029_score
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_private_safe_k500_06273fe1.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_private_safe_k500_06273fe1.csv,rollback_private_safe_k500,memory_rollback,0.006257488083071789,500,215,0.014563504332428869,0.29411027902876097,0.283576682463264,73.06016571651229,0.5833333333333334,0,63,22,36,107,114,82,76,,500.0,,,,500.0,,,,,,private_safe,,0.5742687014925468,0.572108336294735,0.5753456350370056,0.5704767287152434,0.5766782667442812,0.0,0.0,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_private_safe_k500_06273fe1.csv,h029_h012_needle_basin_invariant_jepa,0.014563504332428867,0.29411027902876097,500,215,4.80558304826354,0.06542582838492103,73.45085409602929,2.616665338363971,0.44823973165398584,0.31179210872600827,0.05676416803239755,rollback_private_safe_k500,0.0032372987422706334,0.6011095549859519,0.006145218392546781,0.5716489802053257,0.0026197212872210995,0.5753755813697824
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_memory_disagree_k250_e5e518c8.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_memory_disagree_k250_e5e518c8.csv,rollback_memory_disagree_k250,memory_rollback,0.004358626768896048,250,153,0.008228539571296057,0.18962275842507526,0.24582415361119625,139.12709120763077,0.7916666666666666,0,23,11,16,62,57,38,43,,250.0,,,,250.0,,,,,,memory_disagree,,0.5728388731535783,0.5669729074096036,0.5744652741544138,0.5655608629162608,0.5755055267895075,0.21666666666666667,0.1,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_memory_disagree_k250_e5e518c8.csv,h029_h012_needle_basin_invariant_jepa,0.008228539571296052,0.18962275842507526,250,153,7.02409803652866,1.6305949643787219,4.307690251513344,3.0000014401229267,0.43919818802762717,0.30259475044414424,0.0035790497259950154,rollback_memory_disagree_k250,0.0074923667448102416,0.5769363931022915,0.004715390053578239,0.5716489802053257,0.0011898929482525578,0.5753778150876806
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_group_Q_d13929ef.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_group_Q_d13929ef.csv,only_group_Q,target_group_only,0.004809045370777262,787,250,0.015198279999184446,0.15154162030558238,0.2617618293115881,111.23615873194507,0.3441666666666667,0,0,0,0,194,207,194,192,,,,,,,,413.0,,Q,,,,0.5749487064182558,0.5739383634344003,0.5758680823527003,0.5718463319494009,0.577660963606817,0.0,0.0,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_group_Q_d13929ef.csv,h029_h012_needle_basin_invariant_jepa,0.015198279999184446,0.15154162030558238,787,250,6.897837480503365,4.018389217019848,1.7165677853133474,2.3955106036955143,0.4506975283232752,0.2964394544539666,0.0837679049280146,only_group_Q,0.0019297189182999608,0.5762249067645204,0.0068252233182557465,0.5716489802053257,0.0032997262129300653,0.5756138657725725
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_group_S_d13929ef.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_group_S_d13929ef.csv,rollback_group_S,target_group_rollback,0.004809045370777262,787,250,0.015198279999184446,0.15154162030558238,0.2617618293115881,111.23615873194507,0.3441666666666667,0,0,0,0,194,207,194,192,,,,,,787.0,,,S,,,,,0.5749487064182558,0.5739383634344003,0.5758680823527003,0.5718463319494009,0.577660963606817,0.0,0.0,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_group_S_d13929ef.csv,h029_h012_needle_basin_invariant_jepa,0.015198279999184446,0.15154162030558238,787,250,6.897837480503365,4.018389217019848,1.7165677853133474,2.3955106036955143,0.4506975283232752,0.2964394544539666,0.0837679049280146,rollback_group_S,0.0019297189182999608,0.5762249067645204,0.0068252233182557465,0.5716489802053257,0.0032997262129300653,0.5756138657725725
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_S3_dd923897.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_S3_dd923897.csv,only_target_S3,target_only,0.006313760293105079,1006,250,0.019854545583313853,0.29411027902876097,0.29135297061486476,59.45166145121099,0.16166666666666665,0,167,105,141,194,207,0,192,,,,,,,S3,194.0,,,,,,0.5751828502951724,0.5739700813415836,0.575676438393444,0.5711021237931017,0.5762068048499897,0.0,0.0,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_S3_dd923897.csv,h029_h012_needle_basin_invariant_jepa,0.019854545583313843,0.29411027902876097,1006,250,4.123843245354434,0.37243824648103574,11.07255571425815,2.3992673609372135,0.44527300141189896,0.2923678726862773,0.08315636473997998,only_target_S3,0.0017063570518603965,0.5796554697633138,0.007059367195172306,0.5716489802053257,0.0035338700898466247,0.5757819904839986
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_memory_disagree_k500_817b802f.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_memory_disagree_k500_817b802f.csv,rollback_memory_disagree_k500,memory_rollback,0.005007719572533949,500,219,0.012594117516270407,0.18962275842507526,0.26851103052287156,99.42505661219897,0.5833333333333334,0,63,33,33,104,99,77,91,,500.0,,,,500.0,,,,,,memory_disagree,,0.5739313339246577,0.5694904301738275,0.5752183289653335,0.5674414207119348,0.5758370588913475,0.03333333333333333,0.0,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_memory_disagree_k500_817b802f.csv,h029_h012_needle_basin_invariant_jepa,0.012594117516270407,0.18962275842507526,500,219,6.688875390655953,1.8880513129336371,3.5427402535580974,2.7610929744074553,0.4446691866726726,0.2780282355594706,0.013907522570021936,rollback_memory_disagree_k500,0.005727898791506036,0.5771710575904301,0.005807850824657623,0.5716489802053257,0.002282353719331942,0.5759032571524589
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_S4_dfc97a80.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_S4_dfc97a80.csv,only_target_S4,target_only,0.006220670751590073,1008,249,0.019406405946234495,0.29411027902876097,0.29286476185322213,56.80602678408551,0.16,0,167,105,141,194,207,194,0,,,,,,,S4,192.0,,,,,,0.5753524004651203,0.5746899622634802,0.5765058858901897,0.5726049497918841,0.5774290391618488,0.0,0.0,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_target_S4_dfc97a80.csv,h029_h012_needle_basin_invariant_jepa,0.019406405946234495,0.29411027902876097,1008,249,4.961903070665435,1.8377466650299636,2.6999929655073216,2.404126760771599,0.44698624304152523,0.3153265165270011,0.08780715967710254,only_target_S4,0.0018159236267094592,0.5769329712723961,0.007228917365120213,0.5716489802053257,0.003703420259794532,0.5759899999824291
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_private_safe_k750_d3f9457c.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_private_safe_k750_d3f9457c.csv,rollback_private_safe_k750,memory_rollback,0.0068063387511700475,750,242,0.018687310031890413,0.29411027902876097,0.30397126173629735,37.36965198870399,0.375,0,98,42,68,134,156,130,122,,750.0,,,,750.0,,,,,,private_safe,,0.5752428517866774,0.5735153587505153,0.5760610892497904,0.5715972052988441,0.5770025441038081,0.0,0.0,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_rollback_private_safe_k750_d3f9457c.csv,h029_h012_needle_basin_invariant_jepa,0.01868731003189041,0.29411027902876097,750,242,4.2909417877516285,0.03342741025962472,128.3659615285387,2.44906089000075,0.45046729870896257,0.3044718027102456,0.07106683341665757,rollback_private_safe_k750,0.0025457304992750895,0.6210619439964123,0.007119368686677396,0.5716489802053257,0.0035938715813517152,0.5761215611895535
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_support_ray_scale_0p35_1d644065.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_support_ray_scale_0p35_1d644065.csv,support_ray_scale_0p35,support_ray_scale,0.0028988943321104728,1200,250,0.013854088659368434,0.19129337883822023,0.21146147658154035,199.26177600952855,1.0,0,167,105,141,194,207,194,192,0.35,,,,,,,,,,,,,0.5740904726308753,0.5709934285398095,0.5768441360228613,0.5580412910326863,0.5807937753693702,0.1,0.08333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_support_ray_scale_0p35_1d644065.csv,h029_h012_needle_basin_invariant_jepa,0.013854088659368432,0.19129337883822023,1200,250,7.60297502635349,1.3734163848923011,5.535812084704289,2.293748157632023,0.45166940292039776,0.305134692635752,0.0895253397595015,support_ray_scale_0p35,0.005850707483051831,0.5780607544795899,0.005966989530875266,0.5716489802053257,0.002441492425549585,0.576130905117313
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_support_ray_scale_0p5_25382853.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_support_ray_scale_0p5_25382853.csv,support_ray_scale_0p5,support_ray_scale,0.0019384965071731176,1200,250,0.010529216187910001,0.14584520178974436,0.1626626742934924,284.6596800136124,1.0,0,167,105,141,194,207,194,192,0.5,,,,,,,,,,,,,0.5733627687723428,0.5687323361426718,0.5768441360228613,0.5502930769085292,0.5807937753693702,0.1,0.1,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_support_ray_scale_0p5_25382853.csv,h029_h012_needle_basin_invariant_jepa,0.010529216187909998,0.14584520178974436,1200,250,9.162226331223566,1.9620234069889821,4.669784414353439,2.2937481576320256,0.4516694029203979,0.3051346926357529,0.0895253397595015,support_ray_scale_0p5,0.008111799880189507,0.5778213232754329,0.005239285672342775,0.5716489802053257,0.0017137885670170938,0.5761945835977788
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1200_a0p7_d33942cf.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1200_a0p7_d33942cf.csv,posterior_top_k1200_a0p7,posterior_topk,-1.0935301833194958e-18,0,0,1.601100204798708e-17,4.440892098500626e-16,3.195630856907867e-14,569.3193600272243,1.0,0,0,0,0,0,0,0,0,,1200.0,0.7,1200.0,,,,,,,,,,0.5705941605729903,0.5607957311796703,0.5771875710167215,0.5253590077978192,0.5845047096677775,0.16666666666666666,0.13333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1200_a0p7_d33942cf.csv,h029_h012_needle_basin_invariant_jepa,7.47814508729659e-18,4.440892098500626e-16,0,0,14.35973068079046,3.924046813977984,3.659418798465845,0.6717515234431889,0.5563127020971215,0.8209605593155709,0.22992983357942814,posterior_top_k1200_a0p7,0.01639183983705117,0.5775871010954211,0.0024706774729902348,0.5716489802053257,-0.0010548196323354464,0.5762440396786881
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1200_a0p45_df2f6708.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1200_a0p45_df2f6708.csv,posterior_top_k1200_a0p45,posterior_topk,0.0012132950205895649,1200,250,0.007458476245630649,0.10276407962184131,0.11618762449535855,365.9910171603467,1.0,0,167,105,141,194,207,194,192,,1200.0,0.45,1200.0,,,,,,,,,,0.5726954560858932,0.5665874283521105,0.576844136022861,0.5429149806196849,0.5807937753693697,0.11666666666666667,0.1,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_posterior_top_k1200_a0p45_df2f6708.csv,h029_h012_needle_basin_invariant_jepa,0.0074584762456306455,0.10276407962184131,1200,250,10.647227573956865,2.522601523271196,4.220733029578642,2.2937481576320446,0.45166940292039354,0.3051346926356873,0.08952533975949592,posterior_top_k1200_a0p45,0.010256707670750487,0.5777450603310085,0.00457197298589318,0.5716489802053257,0.001046475880567499,0.5762746553046921
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_memory_agree_k500_767bcc2b.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_memory_agree_k500_767bcc2b.csv,only_memory_agree_k500,memory_only,0.005159934183090473,714,239,0.014609121311924187,0.18962275842507526,0.2782533021429625,82.37608127703982,0.405,0,92,64,63,133,120,111,131,,500.0,,,,,,486.0,,,,memory_agree,,0.5743975279464232,0.5702113997220991,0.5756335460692474,0.5677461609751925,0.5760882183719348,0.016666666666666666,0.0,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_memory_agree_k500_767bcc2b.csv,h029_h012_needle_basin_invariant_jepa,0.014609121311924184,0.18962275842507526,714,239,6.552048416156874,1.9934947245626515,3.2867146986343787,2.668116509355992,0.4456268285637993,0.27085654501840123,0.020510696727663952,only_memory_agree_k500,0.005422146347148327,0.5774431293124471,0.006274044846423132,0.5716489802053257,0.0027485477410974513,0.5762776510715822
hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_memory_agree_k750_767bcc2b.csv,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_memory_agree_k750_767bcc2b.csv,only_memory_agree_k750,memory_only,0.005159934183090473,714,239,0.014609121311924187,0.18962275842507526,0.2782533021429625,82.37608127703982,0.405,0,92,64,63,133,120,111,131,,750.0,,,,,,486.0,,,,memory_agree,,0.5743975279464232,0.5702113997220991,0.5756335460692474,0.5677461609751925,0.5760882183719348,0.016666666666666666,0.0,60,/Users/kbsoo/Downloads/cl2/hitl/h029_h012_needle_basin_invariant_jepa/submission_h029_only_memory_agree_k750_767bcc2b.csv,h029_h012_needle_basin_invariant_jepa,0.014609121311924184,0.18962275842507526,714,239,6.552048416156874,1.9934947245626515,3.2867146986343787,2.668116509355992,0.4456268285637993,0.27085654501840123,0.020510696727663952,only_memory_agree_k750,0.005422146347148327,0.5774431293124471,0.006274044846423132,0.5716489802053257,0.0027485477410974513,0.5762776510715822
