candidate_id,file,resolved_path,family,alpha,changed_cells_vs_h012,changed_rows_vs_h012,mean_abs_prob_move_h012,max_abs_prob_move_h012,mean_abs_logit_move_h012,max_abs_logit_move_h012,route_equation_delta_vs_h012,route_equation_delta_iqr,h012posterior_delta_vs_h012,h036world_delta_vs_h012,pre_h024_proxy_score
h041_route_rows_r95_agree_support_a0.62_c356_4e759dc0,submission_h041_route_rows_r95_agree_support_a0.62_c356_4e759dc0.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r95_agree_support_a0.62_c356_4e759dc0.csv,route_rows_r95_agree_support,0.62,356,95,0.0037642462911769816,0.08446220328420029,0.09228231796041275,6.098217843055123,-0.001062943247014424,0.002754046544643185,-1.2993854392503413e-05,-0.0006332896105361269,0.8380208333333334
h041_route_celltop_k700_a0.5_c700_7048474f,submission_h041_route_celltop_k700_a0.5_c700_7048474f.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_celltop_k700_a0.5_c700_7048474f.csv,route_celltop_k700,0.5,700,210,0.010858439422424067,0.16911753320369477,0.12310088496513633,4.917917615367804,-0.003194032571056732,0.004557524935597565,0.00015272396412180912,-0.0004957692494577751,0.8552083333333333
h041_route_rows_r95_top3_a0.22_c285_d7e8ece5,submission_h041_route_rows_r95_top3_a0.22_c285_d7e8ece5.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r95_top3_a0.22_c285_d7e8ece5.csv,route_rows_r95_top3,0.22,285,95,0.0015515625884132168,0.029011858041348426,0.033627339549417816,2.1638837507619977,-0.0006283318538706548,0.0010973390749346636,-0.00017729042998533898,-0.00042196931549772144,0.8588541666666667
h041_phase_preserve_support_k260_a0.2_c227_0681d840,submission_h041_phase_preserve_support_k260_a0.2_c227_0681d840.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_phase_preserve_support_k260_a0.2_c227_0681d840.csv,phase_preserve_support_k260,0.2,227,131,0.0010099528378988611,0.02609346183605099,0.028036455848538817,1.2862572825131542,-0.000515233885056821,0.0007800767890170395,-0.00021196134088185178,-0.0004188496347250796,0.8635416666666668
h041_route_celltop_k140_a0.32_c140_c126ba9c,submission_h041_route_celltop_k140_a0.32_c140_c126ba9c.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_celltop_k140_a0.32_c140_c126ba9c.csv,route_celltop_k140,0.32,140,86,0.0010577282359648208,0.056348249935049444,0.04648787028240383,3.147467273835619,-0.0006115163965273412,0.0013622270292488695,-0.0001623879774726374,-0.00047713929600266727,0.8781249999999999
h041_phase_preserve_support_k120_a0.55_c118_04726994,submission_h041_phase_preserve_support_k120_a0.55_c118_04726994.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_phase_preserve_support_k120_a0.55_c118_04726994.csv,phase_preserve_support_k120,0.55,118,74,0.0009740511686618363,0.06899456211524402,0.06651164681729743,3.5372075269113035,-0.0005617076870699847,0.001475037878881882,-0.00013524218149541857,-0.0005120413560818463,0.9135416666666667
h041_phase_preserve_support_k120_a0.36_c118_cdb765fa,submission_h041_phase_preserve_support_k120_a0.36_c118_cdb765fa.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_phase_preserve_support_k120_a0.36_c118_cdb765fa.csv,phase_preserve_support_k120,0.36,118,74,0.0006617326803206533,0.046163388978382014,0.04353489609857989,2.3152631085236344,-0.00041456485618223364,0.0009630107451483453,-0.0001887428771847632,-0.0004552892073240662,0.9723958333333333
h041_route_rows_r95_all_a0.62_c665_b994349f,submission_h041_route_rows_r95_all_a0.62_c665_b994349f.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r95_all_a0.62_c665_b994349f.csv,route_rows_r95_all,0.62,665,95,0.007144002093283524,0.08446220328420029,0.11125409775287348,6.098217843055123,-0.001752865512408021,0.0036806095420601447,0.00016700645041376662,-0.000441456863049542,0.984375
h041_route_rows_r95_support_a0.62_c532_bd24753d,submission_h041_route_rows_r95_support_a0.62_c532_bd24753d.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r95_support_a0.62_c532_bd24753d.csv,route_rows_r95_support,0.62,532,95,0.005410853514138455,0.08446220328420029,0.10272664039041395,6.098217843055123,-0.0013925227233299307,0.0032555746452892923,0.00013491770270240172,-0.0004855870254536834,0.9859375000000001
h041_route_celltop_k140_a0.5_c140_ed76ca0f,submission_h041_route_celltop_k140_a0.5_c140_ed76ca0f.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_celltop_k140_a0.5_c140_ed76ca0f.csv,route_celltop_k140,0.5,140,86,0.0015940974694274052,0.08927938566338195,0.07263729731635828,4.917917615367804,-0.000822975588700565,0.002153875605516195,-3.234876738022025e-05,-0.0004777222566504636,0.9864583333333332
h041_route_rows_r95_top3_a0.62_c285_2aea56b3,submission_h041_route_rows_r95_top3_a0.62_c285_2aea56b3.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r95_top3_a0.62_c285_2aea56b3.csv,route_rows_r95_top3,0.62,285,95,0.004236317938134497,0.08446220328420029,0.09476795691204538,6.098217843055123,-0.0012977113265344952,0.0031252349556768278,0.00010461916779378189,-0.00047474235261082325,1.0072916666666665
h041_route_celltop_k1050_a0.5_c1050_42ed01ac,submission_h041_route_celltop_k1050_a0.5_c1050_42ed01ac.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_celltop_k1050_a0.5_c1050_42ed01ac.csv,route_celltop_k1050,0.5,1050,243,0.015123587378255263,0.16911753320369477,0.14378846689850078,4.917917615367804,-0.0037767544327846868,0.0048125910383722895,0.00023884074919115324,-0.00041834448960664474,1.009375
h041_route_rows_r65_all_a0.4_c455_5dbeb206,submission_h041_route_rows_r65_all_a0.4_c455_5dbeb206.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r65_all_a0.4_c455_5dbeb206.csv,route_rows_r65_all,0.4,455,65,0.0030685069785624007,0.053139305099143885,0.05981571722288318,3.934334092294307,-0.0009232249944202558,0.001911187747791762,-3.218210975179145e-05,-0.0003859929925616312,1.0130208333333333
h041_route_rows_r65_all_a0.22_c455_2fcd8bed,submission_h041_route_rows_r65_all_a0.22_c455_2fcd8bed.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r65_all_a0.22_c455_2fcd8bed.csv,route_rows_r65_all,0.22,455,65,0.0017088521954998132,0.02857516245467384,0.0328986444725694,2.1638837507619977,-0.0005814523879753266,0.0010592660787149717,-0.00012046436115417712,-0.00033266770055788187,1.0270833333333333
h041_route_celltop_k140_a0.18_c140_dc9fed9b,submission_h041_route_celltop_k140_a0.18_c140_dc9fed9b.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_celltop_k140_a0.18_c140_dc9fed9b.csv,route_celltop_k140,0.18,140,86,0.0006161349685973259,0.03129173422023057,0.02614942703385604,1.7704503415325128,-0.0003875048187282645,0.0007630043722069864,-0.00017985258882329992,-0.0003743985179466325,1.0312500000000002
h041_route_rows_r65_agree_support_a0.4_c247_e07cf90b,submission_h041_route_rows_r65_agree_support_a0.4_c247_e07cf90b.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r65_agree_support_a0.4_c247_e07cf90b.csv,route_rows_r65_agree_support,0.4,247,65,0.0016046042702560351,0.053139305099143885,0.051398109967755956,3.934334092294307,-0.0005615346382933361,0.001452083194168416,-9.992557236795105e-05,-0.0004406567702418644,1.0359375
h041_route_rows_r65_support_a0.4_c370_7dd21bd7,submission_h041_route_rows_r65_support_a0.4_c370_7dd21bd7.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r65_support_a0.4_c370_7dd21bd7.csv,route_rows_r65_support,0.4,370,65,0.0023548924769985513,0.053139305099143885,0.05624097730232793,3.934334092294307,-0.0007434246885680177,0.0016634984758500595,-4.006631924041298e-05,-0.00038317151370034064,1.0734374999999998
h041_route_rows_r65_support_a0.22_c370_5430d359,submission_h041_route_rows_r65_support_a0.22_c370_5430d359.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r65_support_a0.22_c370_5430d359.csv,route_rows_r65_support,0.22,370,65,0.0013161924314321833,0.02857516245467384,0.030932537516263996,2.1638837507619977,-0.0004710735071062882,0.0009170003507062565,-0.0001222559074100999,-0.00032667662096226905,1.109375
h041_route_celltop_k240_a0.72_c240_628d2870,submission_h041_route_celltop_k240_a0.72_c240_628d2870.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_celltop_k240_a0.72_c240_628d2870.csv,route_celltop_k240,0.72,240,129,0.005085389378739805,0.13024151774588943,0.12281230782402128,7.081801366132421,-0.0018306769366866894,0.004297472896813107,0.00039075923771081795,-0.00036313766601839574,1.1177083333333333
h041_route_rows_r65_top3_a0.4_c195_3d58e608,submission_h041_route_rows_r65_top3_a0.4_c195_3d58e608.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r65_top3_a0.4_c195_3d58e608.csv,route_rows_r65_top3,0.4,195,65,0.0017355646938788257,0.053139305099143885,0.05191363215406966,3.934334092294307,-0.0006567131126792658,0.0015552241626869165,-4.632311901140492e-05,-0.0003698669181011536,1.1375
h041_route_celltop_k420_a0.72_c420_095d3597,submission_h041_route_celltop_k420_a0.72_c420_095d3597.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_celltop_k420_a0.72_c420_095d3597.csv,route_celltop_k420,0.72,420,174,0.009531076184179758,0.23148528828876097,0.14766155398795175,7.081801366132421,-0.0028613844300024944,0.005188802341505239,0.0005258076638189772,-0.00030396106797728114,1.15625
h041_route_rows_r65_top3_a0.22_c195_a424b113,submission_h041_route_rows_r65_top3_a0.22_c195_a424b113.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r65_top3_a0.22_c195_a424b113.csv,route_rows_r65_top3,0.22,195,65,0.0009756713860082886,0.02857516245467384,0.028552497684721963,2.1638837507619977,-0.00041763265735935193,0.0008541862668035855,-0.00012113290627012361,-0.0003138189734537559,1.1578125000000001
h041_route_rows_r65_agree_support_a0.22_c247_58d66971,submission_h041_route_rows_r65_agree_support_a0.22_c247_58d66971.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r65_agree_support_a0.22_c247_58d66971.csv,route_rows_r65_agree_support,0.22,247,65,0.0009059536240031224,0.02857516245467384,0.028268960482249417,2.1638837507619977,-0.0003598191222450662,0.0008054968872396299,-0.00015065943858082466,-0.00035228672682363133,1.159375
h041_route_rows_r65_agree_support_a0.62_c247_d6e0655b,submission_h041_route_rows_r65_agree_support_a0.62_c247_d6e0655b.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r65_agree_support_a0.62_c247_d6e0655b.csv,route_rows_r65_agree_support,0.62,247,65,0.0024264796134816496,0.08446220328420029,0.07966707044997758,6.098217843055123,-0.0007221991680375175,0.0022589289374663705,6.27983551733084e-05,-0.0004312023954896672,1.2223958333333333
h041_phase_preserve_support_k120_a0.2_c118_52d9b0c0,submission_h041_phase_preserve_support_k120_a0.2_c118_52d9b0c0.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_phase_preserve_support_k120_a0.2_c118_52d9b0c0.csv,phase_preserve_support_k120,0.2,118,74,0.0003817832274607953,0.02609346183605099,0.02418605338807974,1.2862572825131542,-0.0002561018555326574,0.0005377795945565351,-0.00016862717242283452,-0.00032925815133143336,1.225
h041_route_rows_r65_all_a0.62_c455_d22315bf,submission_h041_route_rows_r65_all_a0.62_c455_d22315bf.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r65_all_a0.62_c455_d22315bf.csv,route_rows_r65_all,0.62,455,65,0.004702971819896598,0.08446220328420029,0.0927143616954248,6.098217843055123,-0.0012041315103080515,0.002965725295513099,0.0001923784478908782,-0.00031004368331539924,1.2677083333333334
h041_route_rows_r65_top3_a0.62_c195_c3dace8a,submission_h041_route_rows_r65_top3_a0.62_c195_c3dace8a.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r65_top3_a0.62_c195_c3dace8a.csv,route_rows_r65_top3,0.62,195,65,0.002637072043212229,0.08446220328420029,0.08046612983876382,6.098217843055123,-0.0008503035483042853,0.002414955724114179,0.0001463879673320248,-0.0003189034302072686,1.3
h041_route_rows_r65_support_a0.62_c370_a77740fe,submission_h041_route_rows_r65_support_a0.62_c370_a77740fe.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r65_support_a0.62_c370_a77740fe.csv,route_rows_r65_support,0.62,370,65,0.0035977524157004806,0.08446220328420029,0.08717351481856414,6.098217843055123,-0.0009649096968665469,0.002559692274747051,0.00017142463910088017,-0.0003209276314037966,1.3130208333333333
h041_route_celltop_k140_a0.72_c140_8672aef3,submission_h041_route_celltop_k140_a0.72_c140_8672aef3.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_celltop_k140_a0.72_c140_8672aef3.csv,route_celltop_k140,0.72,140,86,0.002212729624661708,0.13024151774588943,0.10459770813541423,7.081801366132421,-0.000979949673179424,0.003114005086357923,0.00024079619391030664,-0.0003365525657842189,1.3208333333333333
h041_route_rows_r40_all_a0.4_c280_c627acb5,submission_h041_route_rows_r40_all_a0.4_c280_c627acb5.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_rows_r40_all_a0.4_c280_c627acb5.csv,route_rows_r40_all,0.4,280,40,0.00173697274175898,0.04158448837081874,0.04531244447656065,3.934334092294307,-0.0005698037268365776,0.0014533343171453067,-7.378691654107701e-06,-0.0002860694939778669,1.3380208333333334
h041_route_celltop_k700_a0.72_c700_755afae8,submission_h041_route_celltop_k700_a0.72_c700_755afae8.csv,/Users/kbsoo/Downloads/cl2/hitl/h041_route_prior_equation_solver_jepa/submission_h041_route_celltop_k700_a0.72_c700_755afae8.csv,route_celltop_k700,0.72,700,210,0.015474940050393834,0.23148528828876097,0.1772652743496546,7.081801366132421,-0.0038592832266083296,0.006567971288933558,0.0007353844552425527,-7.675676299401121e-05,1.3510416666666667
