candidate_id,file,resolved_path,family,alpha,changed_cells,changed_rows,mean_abs_prob_move_h012,max_abs_prob_move_h012,world_expected_delta_vs_h012,world_delta_iqr,full_known_h024_pred_public_median,full_known_h024_pred_public_p10,full_known_h024_pred_public_p90,full_known_h024_margin_vs_h012_median,full_known_h024_margin_vs_h012_p10,full_known_h024_margin_vs_h012_p90,full_known_h024_support_better_than_h012,full_known_h024_model_count,pre_h012_h024_pred_public_median,pre_h012_h024_pred_public_p10,pre_h012_h024_pred_public_p90,pre_h012_h024_margin_vs_h012_median,pre_h012_h024_margin_vs_h012_p10,pre_h012_h024_margin_vs_h012_p90,pre_h012_h024_support_better_than_h012,pre_h012_h024_model_count,h025_score,pred_gain_top1200_sum,pred_gain_mean_moved,pred_positive_rate_moved,ood_abs_delta_rate,h036_score,source_experiment,world_cell_delta_vs_h012,posterior_delta_vs_h012,changed_cells_vs_h012,mean_abs_logit_move_h012,new_support_cells,support_cells_changed,world_row_delta_vs_h012,support_world_cell_delta_vs_h012,ray_cosine,h037_score,changed_rows_vs_h012,max_abs_logit_move_h012,memory_delta_vs_h012,target_group,k,mem_alpha,rows_selected,h038_score,badness_weight,world_good_action_bad,h024_survivor_hint,source_candidate_id
h036_target_S2_k140_a0.45_c140_9817c3bc,submission_h036_target_S2_k140_a0.45_c140_9817c3bc.csv,/Users/kbsoo/Downloads/cl2/hitl/h036_global_public_world_solver_jepa/submission_h036_target_S2_k140_a0.45_c140_9817c3bc.csv,target_S2_k140,0.45,140.0,140.0,0.0012192277700824,0.0528626236570638,-0.0002545561794999,0.0008740323416942,0.5731277003022939,0.5688221706693739,0.5870045215582245,0.00482268156716,0.0005987760817401,0.0187546147287543,0.0,12,0.5580623321110325,0.5410040372608557,0.6131989981605863,0.003897118415729,-0.1565263175330973,0.0273700962457901,0.25,12,-6.5589415251645224,6.559127239450237,0.0468509088532159,0.7928571428571428,0.0074285714285714,0.9317307692307693,h036,-0.0002545561794999,,140,,,,,,,,,,,,,,,,0.669264705882353,True,False,h036:h036_target_S2_k140_a0.45_c140_9817c3bc
h036_celltop_k1600_a1_c1600_51a1eddc,submission_h036_celltop_k1600_a1_c1600_51a1eddc.csv,/Users/kbsoo/Downloads/cl2/hitl/h036_global_public_world_solver_jepa/submission_h036_celltop_k1600_a1_c1600_51a1eddc.csv,celltop_k1600,1.0,1600.0,250.0,0.022176836289527,0.1336313886173378,-0.0022388208503741,0.0047319155023727,0.5749173974553521,0.5739331535735884,0.5896607776692676,0.0066563265117832,0.0054694917471136,0.0215250896766585,0.0,12,0.5699574944915935,0.557985696521392,0.6274483833385821,0.0185335346836942,-0.1420113578196056,0.0417482640121448,0.25,12,-15.71404249846385,15.714756784178135,-0.0030664840232841,0.445,0.0285714285714285,0.9413461538461536,h036,-0.0022388208503741,,1600,,,,,,,,,,,,,,,,0.7826960784313726,True,False,h036:h036_celltop_k1600_a1_c1600_51a1eddc
h036_target_S2_k140_a0.7_c140_1106234d,submission_h036_target_S2_k140_a0.7_c140_1106234d.csv,/Users/kbsoo/Downloads/cl2/hitl/h036_global_public_world_solver_jepa/submission_h036_target_S2_k140_a0.7_c140_1106234d.csv,target_S2_k140,0.7,140.0,140.0,0.0018843615207508,0.0826560800354585,-0.0003301101725419,0.0013611874120666,0.5731856489491551,0.5691598165153661,0.5870012671430418,0.0048806302140214,0.0008167732089932,0.0187513603135716,0.0,12,0.5584441190168841,0.5434845719826796,0.6124170823081678,0.0062185811342163,-0.1565305114842999,0.0265879814305032,0.25,12,-6.5652611248202675,6.565461124820268,0.0468961508915733,0.7928571428571428,0.008,0.9990384615384614,h036,-0.0003301101725419,,140,,,,,,,,,,,,,,,,0.6973774509803922,True,False,h036:h036_target_S2_k140_a0.7_c140_1106234d
h036_rowworld_r80_a0.25_c560_83422332,submission_h036_rowworld_r80_a0.25_c560_83422332.csv,/Users/kbsoo/Downloads/cl2/hitl/h036_global_public_world_solver_jepa/submission_h036_rowworld_r80_a0.25_c560_83422332.csv,rowworld_r80,0.25,560.0,80.0,0.0016364909355503,0.0303347441289679,-0.0003716435724924,0.0006859262237096,0.5728544968084683,0.5689305968708885,0.5855299080694355,0.0045494780733345,0.0008062653637627,0.0172800012399654,0.0,12,0.56054878456908,0.5405832953510091,0.6260999257719628,0.0035289462038771,-0.1524083462838735,0.0402429443434726,0.25,12,-0.7447345640091982,0.744748849723484,0.0013299086602205,0.5,0.0005714285714285,1.0086538461538463,h036,-0.0003716435724924,,560,,,,,,,,,,,,,,,,0.742720588235294,True,False,h036:h036_rowworld_r80_a0.25_c560_83422332
h036_target_Q2_k80_a0.45_c80_fe2781db,submission_h036_target_Q2_k80_a0.45_c80_fe2781db.csv,/Users/kbsoo/Downloads/cl2/hitl/h036_global_public_world_solver_jepa/submission_h036_target_Q2_k80_a0.45_c80_fe2781db.csv,target_Q2_k80,0.45,80.0,80.0,0.0008437410975267,0.0471766654896335,-0.0001362116020821,0.0006742612151966,0.5740402299224822,0.5681961159883858,0.598087287969814,0.0057352111873484,7.178448126002879e-05,0.0299508467763911,0.0833333333333333,12,0.5904637619154787,0.5374499010078322,0.598534717110957,0.000539930697131,-0.1200249776824042,0.0362218275346421,0.25,12,-1.81561336637016,1.81561336637016,0.0226951670796269,0.775,0.0,1.0086538461538463,h036,-0.0001362116020821,,80,,,,,,,,,,,,,,,,0.38566176470588237,True,False,h036:h036_target_Q2_k80_a0.45_c80_fe2781db
h036_celltop_k400_a0.45_c400_992f1183,submission_h036_celltop_k400_a0.45_c400_992f1183.csv,/Users/kbsoo/Downloads/cl2/hitl/h036_global_public_world_solver_jepa/submission_h036_celltop_k400_a0.45_c400_992f1183.csv,celltop_k400,0.45,400.0,186.0,0.0039067265921608,0.0653008171270168,-0.0009891364327355,0.0016788019076365,0.5728288047116616,0.5697492161197718,0.5857911026963214,0.0045237859765278,0.0013845103215376,0.0175411958668513,0.0,12,0.5620170819099397,0.5451223717247218,0.6308637235871906,0.0078232840679421,-0.1511076592223457,0.0450420602378943,0.25,12,-3.460197979326601,3.460812265040887,0.0086520306626022,0.54,0.0245714285714285,1.018269230769231,h036,-0.0009891364327355,,400,,,,,,,,,,,,,,,,0.7599019607843136,True,False,h036:h036_celltop_k400_a0.45_c400_992f1183
h036_celltop_k200_a0.45_c200_49aab43c,submission_h036_celltop_k200_a0.45_c200_49aab43c.csv,/Users/kbsoo/Downloads/cl2/hitl/h036_global_public_world_solver_jepa/submission_h036_celltop_k200_a0.45_c200_49aab43c.csv,celltop_k200,0.45,200.0,116.0,0.0017165618619844,0.0653008171270168,-0.00057852182217,0.0012646997056037,0.5723411957103217,0.5691183680166917,0.5827801354577364,0.0040361769751879,0.0008102524325734,0.0145302286282663,0.0,12,0.5590616749885553,0.5445788194126815,0.6293153691862978,0.0072617164728556,-0.1569645924890793,0.0433518762736024,0.25,12,-4.71516820231069,4.715782488024976,0.0235789124401248,0.645,0.0245714285714285,1.018269230769231,h036,-0.00057852182217,,200,,,,,,,,,,,,,,,,0.7072794117647059,True,False,h036:h036_celltop_k200_a0.45_c200_49aab43c
h036_celltop_k800_a0.25_c800_f4199fbf,submission_h036_celltop_k800_a0.25_c800_f4199fbf.csv,/Users/kbsoo/Downloads/cl2/hitl/h036_global_public_world_solver_jepa/submission_h036_celltop_k800_a0.25_c800_f4199fbf.csv,celltop_k800,0.25,800.0,243.0,0.0040105859698013,0.0372393454483046,-0.0008778105009328,0.0011302554042992,0.5732129488857702,0.56971217909564,0.5882422717496012,0.0049079301506365,0.0015878475885142,0.0201065837569921,0.0,12,0.5644945104746656,0.5418176452269184,0.634052438566999,0.0047598087081807,-0.1455246359821496,0.048319708891829,0.25,12,-0.7173546289247619,0.7173689146390476,0.0008967111432988,0.475,0.0005714285714285,1.0855769230769232,h036,-0.0008778105009328,,800,,,,,,,,,,,,,,,,0.783357843137255,True,False,h036:h036_celltop_k800_a0.25_c800_f4199fbf
h036_target_Q2_k40_a1_c40_59c5d6c2,submission_h036_target_Q2_k40_a1_c40_59c5d6c2.csv,/Users/kbsoo/Downloads/cl2/hitl/h036_global_public_world_solver_jepa/submission_h036_target_Q2_k40_a1_c40_59c5d6c2.csv,target_Q2_k40,1.0,40.0,40.0,0.0011120896665572,0.1063466758023821,-0.0001408838936336,0.0012315514493018,0.5743222476772765,0.5682652973922151,0.5992793702738242,0.0060172289421426,0.0001409658850893,0.0311429290804012,0.0,12,0.5904662805661645,0.5378742009869627,0.6015275404073221,0.0009457690864344,-0.1203458208606129,0.0392654764872039,0.25,12,-0.9535639121668172,0.9535639121668172,0.0238390978041704,0.8,0.0,1.0855769230769232,h036,-0.0001408838936336,,40,,,,,,,,,,,,,,,,0.48406862745098034,True,False,h036:h036_target_Q2_k40_a1_c40_59c5d6c2
h036_target_Q2_k40_a0.7_c40_3bcfbabe,submission_h036_target_Q2_k40_a0.7_c40_3bcfbabe.csv,/Users/kbsoo/Downloads/cl2/hitl/h036_global_public_world_solver_jepa/submission_h036_target_Q2_k40_a0.7_c40_3bcfbabe.csv,target_Q2_k40,0.7,40.0,40.0,0.0007807334588147,0.0739504337291784,-0.0001274613813809,0.000864462645215,0.5742742542419967,0.5682141961357768,0.5992861081471111,0.005969235506863,8.986462865110401e-05,0.0311496669536882,0.0,12,0.5904636521834842,0.5375807062852052,0.6015306270738309,0.0006611525130908,-0.1203452802909367,0.0392678666912884,0.25,12,-0.9402513522713168,0.9402513522713168,0.0235062838067829,0.8,0.0,1.1048076923076924,h036,-0.0001274613813809,,40,,,,,,,,,,,,,,,,0.42723039215686276,True,False,h036:h036_target_Q2_k40_a0.7_c40_3bcfbabe
h036_target_S2_k140_a1_c140_6321d542,submission_h036_target_S2_k140_a1_c140_6321d542.csv,/Users/kbsoo/Downloads/cl2/hitl/h036_global_public_world_solver_jepa/submission_h036_target_S2_k140_a1_c140_6321d542.csv,target_S2_k140,1.0,140.0,140.0,0.0026730472036403,0.1184406178109578,-0.0003622307102968,0.0019521616675346,0.5732558937444392,0.5695465136673572,0.586997359876114,0.0049508750093054,0.0010702673812861,0.0187474530466439,0.0,12,0.559595169413882,0.5464098771813815,0.6114809951239513,0.009005118663054,-0.1565352290577343,0.0256516513011005,0.25,12,-6.535129257025566,6.535372114168423,0.0466812293869173,0.7928571428571428,0.0097142857142857,1.1240384615384615,h036,-0.0003622307102968,,140,,,,,,,,,,,,,,,,0.712549019607843,True,False,h036:h036_target_S2_k140_a1_c140_6321d542
h036_celltop_k200_a0.7_c200_151c2a93,submission_h036_celltop_k200_a0.7_c200_151c2a93.csv,/Users/kbsoo/Downloads/cl2/hitl/h036_global_public_world_solver_jepa/submission_h036_celltop_k200_a0.7_c200_151c2a93.csv,celltop_k200,0.7,200.0,116.0,0.002636888155367,0.0980152324446134,-0.0007492832321807,0.0019801366137446,0.5723534392213826,0.5695717717947855,0.5827852894257667,0.0040484204862488,0.0011229720871225,0.0145353825962965,0.0,12,0.5612709177230044,0.5487475386352637,0.6266707427763418,0.0108356886543068,-0.1569661218177642,0.0407237487160128,0.25,12,-4.669586194529035,4.670243337386178,0.0233512166869308,0.635,0.0262857142857142,1.1240384615384618,h036,-0.0007492832321807,,200,,,,,,,,,,,,,,,,0.7237254901960785,True,False,h036:h036_celltop_k200_a0.7_c200_151c2a93
h036_celltop_k400_a0.7_c400_df6bf04b,submission_h036_celltop_k400_a0.7_c400_df6bf04b.csv,/Users/kbsoo/Downloads/cl2/hitl/h036_global_public_world_solver_jepa/submission_h036_celltop_k400_a0.7_c400_df6bf04b.csv,celltop_k400,0.7,400.0,186.0,0.006039920331244,0.0980152324446134,-0.0012842755975906,0.0026212142124266,0.5729295071374392,0.5704836277528965,0.5857881704590566,0.0046244884023054,0.001882672577043,0.0175382636295864,0.0,12,0.5628804997054788,0.5497183767380175,0.6282671897252146,0.0121672757318408,-0.1511114393815293,0.042445286247521,0.25,12,-3.379277858266574,3.379935001123717,0.0084498375028092,0.5475,0.0262857142857142,1.1336538461538463,h036,-0.0012842755975906,,400,,,,,,,,,,,,,,,,0.7779411764705882,True,False,h036:h036_celltop_k400_a0.7_c400_df6bf04b
h036_target_S2_k80_a0.45_c80_fcc417bc,submission_h036_target_S2_k80_a0.45_c80_fcc417bc.csv,/Users/kbsoo/Downloads/cl2/hitl/h036_global_public_world_solver_jepa/submission_h036_target_S2_k80_a0.45_c80_fcc417bc.csv,target_S2_k80,0.45,80.0,80.0,0.0007098415780165,0.0528626236570638,-0.0001933066216503,0.0007565452104393,0.5728598886954779,0.5686201518555332,0.5848844429133447,0.0045548699603441,0.0003978107361971,0.0166345360838746,0.0,12,0.5569232885696195,0.5408848903112095,0.6120013047783551,0.0038510276818854,-0.1616714216038248,0.0260767286069953,0.25,12,-5.5714092749537025,5.571594989239417,0.0696449373654927,0.8625,0.0074285714285714,1.1432692307692307,h036,-0.0001933066216503,,80,,,,,,,,,,,,,,,,0.6528186274509805,True,False,h036:h036_target_S2_k80_a0.45_c80_fcc417bc
h036_celltop_k200_a1_c200_e74358c1,submission_h036_celltop_k200_a1_c200_e74358c1.csv,/Users/kbsoo/Downloads/cl2/hitl/h036_global_public_world_solver_jepa/submission_h036_celltop_k200_a1_c200_e74358c1.csv,celltop_k200,1.0,200.0,116.0,0.0037172970654603,0.1336313886173378,-0.0008215825904966,0.0028494534156829,0.5723671265666412,0.5701004889803235,0.5827901989949517,0.0040621078315075,0.0014950851576925,0.0145402921654816,0.0,12,0.5639175461331685,0.5509948784328889,0.6234947683986859,0.0132028179060267,-0.1569679721413921,0.0382140760434616,0.25,12,-4.6267246050588,4.627438890773085,0.0231371944538654,0.635,0.0285714285714285,1.143269230769231,h036,-0.0008215825904966,,200,,,,,,,,,,,,,,,,0.7349019607843137,True,False,h036:h036_celltop_k200_a1_c200_e74358c1
h036_target_Q2_k40_a0.45_c40_6294d8d2,submission_h036_target_Q2_k40_a0.45_c40_6294d8d2.csv,/Users/kbsoo/Downloads/cl2/hitl/h036_global_public_world_solver_jepa/submission_h036_target_Q2_k40_a0.45_c40_6294d8d2.csv,target_Q2_k40,0.45,40.0,40.0,0.000502858922834,0.0471766654896335,-9.744252295017288e-05,0.0005567618373982,0.5742338364790867,0.5681711222982411,0.5992917034224974,0.0059288177439529,4.6790791115347566e-05,0.0311552622290745,0.0833333333333333,12,0.5904615910718236,0.5373359028865562,0.6015331420107538,0.0004237597129544,-0.1203447527723342,0.0392698080279905,0.25,12,-0.9295803677480936,0.9295803677480936,0.0232395091937023,0.775,0.0,1.1528846153846155,h036,-9.744252295017288e-05,,40,,,,,,,,,,,,,,,,0.34943627450980397,True,False,h036:h036_target_Q2_k40_a0.45_c40_6294d8d2
h036_rowworld_r110_a0.25_c770_e54beabd,submission_h036_rowworld_r110_a0.25_c770_e54beabd.csv,/Users/kbsoo/Downloads/cl2/hitl/h036_global_public_world_solver_jepa/submission_h036_rowworld_r110_a0.25_c770_e54beabd.csv,rowworld_r110,0.25,770.0,110.0,0.0022862513057725,0.0303347441289679,-0.0004937390674099,0.0008078732519271,0.5730579822202526,0.5691849115546734,0.5866691196956885,0.0047529634851188,0.0010605800475476,0.0184192128662183,0.0,12,0.5619595783316251,0.5410510522894374,0.6295804118254155,0.0040012364684275,-0.1500512982045415,0.0437744319005883,0.25,12,-0.4017475119585386,0.4017617976728243,0.0005217685684062,0.4909090909090909,0.0005714285714285,1.1625,h036,-0.0004937390674099,,770,,,,,,,,,,,,,,,,0.7645833333333333,True,False,h036:h036_rowworld_r110_a0.25_c770_e54beabd
h036_celltop_k400_a1_c400_377d33db,submission_h036_celltop_k400_a1_c400_377d33db.csv,/Users/kbsoo/Downloads/cl2/hitl/h036_global_public_world_solver_jepa/submission_h036_celltop_k400_a1_c400_377d33db.csv,celltop_k400,1.0,400.0,186.0,0.0085704573955101,0.1336313886173378,-0.0014084067382449,0.0037589290885509,0.5730492074743974,0.5710999226472203,0.5857841258177937,0.0047441887392635,0.0024774684986182,0.0175342189883236,0.0,12,0.5648857675931713,0.555150509818608,0.6251494181180294,0.0152620352910147,-0.1511154679359775,0.039664650894072,0.25,12,-3.2949191355942147,3.295633421308501,0.0082390835532712,0.5425,0.0285714285714285,1.172115384615385,h036,-0.0014084067382449,,400,,,,,,,,,,,,,,,,0.7915931372549019,True,False,h036:h036_celltop_k400_a1_c400_377d33db
h036_celltop_k800_a0.45_c800_9db5b59c,submission_h036_celltop_k800_a0.45_c800_9db5b59c.csv,/Users/kbsoo/Downloads/cl2/hitl/h036_global_public_world_solver_jepa/submission_h036_celltop_k800_a0.45_c800_9db5b59c.csv,celltop_k800,0.45,800.0,243.0,0.0071957284249798,0.0653008171270168,-0.0013946500459239,0.002037473142452,0.5734013591369203,0.57046399907095,0.5882281260487842,0.0050963404017865,0.0022241698176599,0.0200924380561751,0.0,12,0.5652650980272296,0.5458156935339927,0.632041876204651,0.0085502576752738,-0.1455283167214423,0.046309146529481,0.25,12,-0.7805418993250308,0.7811561850393165,0.0009764452312991,0.475,0.0245714285714285,1.172115384615385,h036,-0.0013946500459239,,800,,,,,,,,,,,,,,,,0.8109068627450979,True,False,h036:h036_celltop_k800_a0.45_c800_9db5b59c
h036_target_S2_k80_a0.7_c80_aec22aea,submission_h036_target_S2_k80_a0.7_c80_aec22aea.csv,/Users/kbsoo/Downloads/cl2/hitl/h036_global_public_world_solver_jepa/submission_h036_target_S2_k80_a0.7_c80_aec22aea.csv,target_S2_k80,0.7,80.0,80.0,0.0010938498170135,0.0826560800354585,-0.000250397693699,0.0011713848582044,0.5728934781183128,0.5688378905724507,0.5848833498213711,0.0045884593831791,0.0005590992136387,0.0166334429919009,0.0,12,0.5580119850153968,0.5430611154791937,0.6112055558280618,0.0060740473207518,-0.1616745608553482,0.0252810214301323,0.25,12,-5.569946329444109,5.57014632944411,0.0696268291180513,0.8625,0.008,1.1817307692307693,h036,-0.000250397693699,,80,,,,,,,,,,,,,,,,0.6814705882352942,True,False,h036:h036_target_S2_k80_a0.7_c80_aec22aea
