candidate_id,family,target_subset,alpha,k,file,posterior_delta_mean_vs_h012,posterior_delta_p10_vs_h012,posterior_delta_p90_vs_h012,posterior_delta_max_vs_h012,posterior_beats_h012_rate,expected_public_if_posterior,changed_rows,changed_cells,mean_abs_prob_delta_vs_h012,max_abs_prob_delta_vs_h012,mean_cell_score_changed,min_consistency_changed,mean_consistency_changed,h015_decision,decision_rank
target_Q1_k120_a0.6,target_top,Q1,0.6,120,hitl/h015_public_equation_self_feedback/submission_h015_target_Q1_k120_a0.6_6a94d051.csv,-0.00016921944824409234,-0.00020120206879223134,-0.00012549121308662398,-2.237260758484149e-05,1.0,0.5679542636517559,120,120,0.0009849656352724646,0.03516510707613618,0.3760470406047663,0.7333333333333333,0.975,diagnostic_only,2
target_S1_k180_a0.35,target_top,S1,0.35,180,hitl/h015_public_equation_self_feedback/submission_h015_target_S1_k180_a0.35_c86b8adb.csv,-0.0001886785601587001,-0.00022777852337357973,-0.00012503176368801693,-4.097421290890845e-05,1.0,0.5679348045398414,180,180,0.000829518299175311,0.028776433055539452,0.6802506307460641,0.6,0.9616666666666667,diagnostic_only,2
target_S4_k120_a0.6,target_top,S4,0.6,120,hitl/h015_public_equation_self_feedback/submission_h015_target_S4_k120_a0.6_d527704e.csv,-0.00017799962439479048,-0.0002080847260570896,-0.00011704646595705216,-4.641438638162797e-05,1.0,0.5679454834756053,120,120,0.0012137147472936073,0.04485580599237804,0.2883527984799778,0.8,0.9877777777777778,diagnostic_only,2
target_S1_k120_a0.9,target_top,S1,0.9,120,hitl/h015_public_equation_self_feedback/submission_h015_target_S1_k120_a0.9_451551da.csv,-0.0002827075436213597,-0.0003796481654328383,-0.00011659453371566064,3.8736635669884484e-05,0.9666666666666667,0.5678407755563787,120,120,0.0014300651527744469,0.062430332271128264,0.9688959675701874,0.6,0.9630555555555557,diagnostic_only,2
target_S3_k35_a0.6,target_top,S3,0.6,35,hitl/h015_public_equation_self_feedback/submission_h015_target_S3_k35_a0.6_5d1185db.csv,-0.00017696432911352592,-0.00021212590573609568,-0.00011575625150786568,-4.4123174944762016e-05,1.0,0.5679465187708865,35,35,0.0004910132991446714,0.04175635727635074,0.8009844453313606,0.6666666666666666,0.9828571428571428,diagnostic_only,2
target_Q1_k80_a0.9,target_top,Q1,0.9,80,hitl/h015_public_equation_self_feedback/submission_h015_target_Q1_k80_a0.9_a71b58f2.csv,-0.0001857233727593715,-0.00023201112808325,-0.00011429068188231886,8.145493810554882e-06,0.9666666666666667,0.5679377597272407,80,80,0.001088558295035371,0.0515450914199187,0.5195545313672538,0.7333333333333333,0.9775,diagnostic_only,2
target_S4_k120_a0.9,target_top,S4,0.9,120,hitl/h015_public_equation_self_feedback/submission_h015_target_S4_k120_a0.9_fc8c493b.csv,-0.00020362934119744783,-0.0002487569936908961,-0.0001121996035408404,-6.25148417770473e-06,1.0,0.5679198537588026,120,120,0.0017844798685398044,0.06295106614200985,0.2883527984799778,0.8,0.9877777777777778,diagnostic_only,2
target_S3_k50_a0.35,target_top,S3,0.35,50,hitl/h015_public_equation_self_feedback/submission_h015_target_S3_k50_a0.35_611abb88.csv,-0.00014638576978504318,-0.00016854193662863145,-0.00011159175391099785,-4.671344820112346e-05,1.0,0.567977097330215,50,50,0.0004007906610970174,0.026502829702675368,0.6567944657410998,0.6666666666666666,0.9866666666666667,diagnostic_only,2
target_S3_k35_a0.9,target_top,S3,0.9,35,hitl/h015_public_equation_self_feedback/submission_h015_target_S3_k35_a0.9_a289e5d4.csv,-0.00020326294053761527,-0.0002560053054714695,-0.00011145082412912605,-4.0012092844695325e-06,1.0,0.5679202201594624,35,35,0.000692781697461368,0.0566671653254851,0.8009844453313606,0.6666666666666666,0.9828571428571428,diagnostic_only,2
top_Q_k100_a1,top,Q,1.0,100,hitl/h015_public_equation_self_feedback/submission_h015_top_Q_k100_a1_a9ac06de.csv,-0.0002480246156432791,-0.00031690923045679545,-0.00011107903840050463,2.2680724096750838e-05,0.9333333333333333,0.5678754584843567,81,100,0.0017392657153970132,0.07222008365524257,0.5022886700689092,0.7333333333333333,0.9816666666666667,diagnostic_only,2
top_Q_k100_a0.45,top,Q,0.45,100,hitl/h015_public_equation_self_feedback/submission_h015_top_Q_k100_a0.45_e3d7fabb.csv,-0.00017114012608103907,-0.00020213820274713888,-0.00010951461632181042,-4.9322723198064795e-05,1.0,0.567952342973919,81,100,0.0007998084398632571,0.03369835765641893,0.5022886700689092,0.7333333333333333,0.9816666666666667,diagnostic_only,2
stable_all_k50_a0.6,stable_top,all,0.6,50,hitl/h015_public_equation_self_feedback/submission_h015_stable_all_k50_a0.6_23625b89.csv,-0.00027931131236084555,-0.0003633741567189228,-0.00010843566962155531,-1.727259054717278e-05,1.0,0.5678441717876392,42,50,0.00020162477405766868,0.036035679955575994,3.6932483870909762,0.8,0.9553333333333335,diagnostic_only,2
top_Q_k200_a0.25,top,Q,0.25,200,hitl/h015_public_equation_self_feedback/submission_h015_top_Q_k200_a0.25_dcdb2726.csv,-0.00013633158367062218,-0.00015514068936452177,-0.00010634442610327533,-4.462437993021068e-05,1.0,0.5679871515163294,149,200,0.0007586542181294444,0.018948632117086306,0.3049834211574658,0.7333333333333333,0.9798333333333334,diagnostic_only,2
target_Q1_k80_a0.6,target_top,Q1,0.6,80,hitl/h015_public_equation_self_feedback/submission_h015_target_Q1_k80_a0.6_b621869b.csv,-0.00015390092355031896,-0.0001847594270993189,-0.0001062791296320853,-2.4655012503447967e-05,1.0,0.5679695821764498,80,80,0.0007342050904648471,0.03516510707613618,0.5195545313672538,0.7333333333333333,0.9775,diagnostic_only,2
target_S1_k120_a0.35,target_top,S1,0.35,120,hitl/h015_public_equation_self_feedback/submission_h015_target_S1_k120_a0.35_766b13e5.csv,-0.00016881019454752333,-0.00020650932525195356,-0.0001042106906953221,-4.3804124823158214e-05,1.0,0.5679546729054525,120,120,0.0005920217365521636,0.028776433055539452,0.9688959675701874,0.6,0.9630555555555557,diagnostic_only,2
target_S1_k80_a0.6,target_top,S1,0.6,80,hitl/h015_public_equation_self_feedback/submission_h015_target_S1_k80_a0.6_c56bc93d.csv,-0.00020433262011528285,-0.00026592985352061007,-0.00010173142984429256,-3.839201605163368e-05,1.0,0.5679191504798847,80,80,0.0006269434749011832,0.045654676145048256,1.3707865885667794,0.6,0.9579166666666667,diagnostic_only,2
target_S4_k80_a0.6,target_top,S4,0.6,80,hitl/h015_public_equation_self_feedback/submission_h015_target_S4_k80_a0.6_7182a09a.csv,-0.00015438609852779392,-0.00018106705912774513,-9.946013314554637e-05,-4.3983278314910074e-05,1.0,0.5679690970014722,80,80,0.0008793542830752447,0.04485580599237804,0.3765124375878976,0.8,0.9891666666666667,diagnostic_only,2
target_S4_k180_a0.35,target_top,S4,0.35,180,hitl/h015_public_equation_self_feedback/submission_h015_target_S4_k180_a0.35_f19169c0.csv,-0.00013515295662673742,-0.00015373195710048282,-9.909468761909689e-05,-4.9592461574854986e-05,1.0,0.5679883301433734,180,180,0.000905990644890335,0.027643365348263615,0.21499300037430918,0.8,0.9814814814814816,diagnostic_only,2
target_S2_k50_a0.6,target_top,S2,0.6,50,hitl/h015_public_equation_self_feedback/submission_h015_target_S2_k50_a0.6_b6627d66.csv,-0.00020206517687872987,-0.00025037408653279307,-9.874121555873552e-05,-1.3521525668597846e-05,1.0,0.5679214179231213,50,50,0.0005184947965748266,0.04288861242203046,1.741549493193997,0.6666666666666666,0.9726666666666667,diagnostic_only,2
target_Q1_k180_a0.35,target_top,Q1,0.35,180,hitl/h015_public_equation_self_feedback/submission_h015_target_Q1_k180_a0.35_0a66d550.csv,-0.00012215963816849943,-0.00014132908640589594,-9.70794930883515e-05,-2.9357178528672572e-05,1.0,0.5680013234618315,180,180,0.0007265739941530523,0.020897667779263163,0.26875824574711776,0.7333333333333333,0.966851851851852,diagnostic_only,2
stable_Q_k100_a0.35,stable_top,Q,0.35,100,hitl/h015_public_equation_self_feedback/submission_h015_stable_Q_k100_a0.35_830fe3b8.csv,-0.00014594338633226544,-0.0001740934301195038,-9.569869139157116e-05,-4.698857985035248e-05,1.0,0.5679775397136678,81,100,0.0006319364956648617,0.026370521710995187,0.4775354502383852,0.8,0.9836666666666667,diagnostic_only,2
stable_all_k50_a0.35,stable_top,all,0.35,50,hitl/h015_public_equation_self_feedback/submission_h015_stable_all_k50_a0.35_3cc8e620.csv,-0.00019428444387236857,-0.00024332110308124394,-9.460698560802518e-05,-4.142852281436901e-05,1.0,0.5679291986561277,42,50,0.00014336525014554093,0.023761549401115634,3.6932483870909762,0.8,0.9553333333333335,diagnostic_only,2
target_S4_k80_a0.9,target_top,S4,0.9,80,hitl/h015_public_equation_self_feedback/submission_h015_target_S4_k80_a0.9_484d5147.csv,-0.00017675990908737617,-0.00021678134998730252,-9.437096101400509e-05,-1.1155678768051442e-05,1.0,0.5679467231909127,80,80,0.0012857484124316,0.06295106614200985,0.3765124375878976,0.8,0.9891666666666667,diagnostic_only,2
target_Q1_k120_a0.35,target_top,Q1,0.35,120,hitl/h015_public_equation_self_feedback/submission_h015_target_Q1_k120_a0.35_0f4eeafa.csv,-0.00011564306646872685,-0.00013429959512180342,-9.013492929353142e-05,-2.9982409417487785e-05,1.0,0.5680078400335313,120,120,0.0005837005758799355,0.020897667779263163,0.3760470406047663,0.7333333333333333,0.975,diagnostic_only,2
target_S4_k120_a0.35,target_top,S4,0.35,120,hitl/h015_public_equation_self_feedback/submission_h015_target_S4_k120_a0.35_f31c2aac.csv,-0.00012498557805908238,-0.00014253522069542358,-8.942956897040175e-05,-4.822752255140429e-05,1.0,0.567998497521941,120,120,0.0007208689775040904,0.027643365348263615,0.2883527984799778,0.8,0.9877777777777778,diagnostic_only,2
target_S3_k35_a0.35,target_top,S3,0.35,35,hitl/h015_public_equation_self_feedback/submission_h015_target_S3_k35_a0.35_a277f900.csv,-0.00012449078605352893,-0.00014500170575002747,-8.878607411689536e-05,-4.700011278841703e-05,1.0,0.5679989923139466,35,35,0.00030305868294875927,0.026502829702675368,0.8009844453313606,0.6666666666666666,0.9828571428571428,diagnostic_only,2
target_Q1_k50_a0.9,target_top,Q1,0.9,50,hitl/h015_public_equation_self_feedback/submission_h015_target_Q1_k50_a0.9_711945ac.csv,-0.0001627626212491609,-0.0002059339169783728,-8.760586704483544e-05,-4.334430899155829e-06,1.0,0.5679607204787509,50,50,0.0007223329454533691,0.0515450914199187,0.757639681014309,0.7333333333333333,0.978,diagnostic_only,2
target_S2_k50_a0.35,target_top,S2,0.35,50,hitl/h015_public_equation_self_feedback/submission_h015_target_S2_k50_a0.35_a9c9447a.csv,-0.00014760636987041188,-0.0001757865671686062,-8.733405910067482e-05,-3.762257333115491e-05,1.0,0.5679758767301296,50,50,0.00032733043299604996,0.02608786252404316,1.741549493193997,0.6666666666666666,0.9726666666666667,diagnostic_only,2
target_S1_k80_a0.9,target_top,S1,0.9,80,hitl/h015_public_equation_self_feedback/submission_h015_target_S1_k80_a0.9_cd96b509.csv,-0.00023920472830517978,-0.00033160057841325824,-8.530294289863783e-05,9.706177790387342e-06,0.9666666666666667,0.5678842783716949,80,80,0.0009055836245898004,0.062430332271128264,1.3707865885667794,0.6,0.9579166666666667,diagnostic_only,2
stable_S_k50_a0.6,stable_top,S,0.6,50,hitl/h015_public_equation_self_feedback/submission_h015_stable_S_k50_a0.6_ca4581dc.csv,-0.00022819510794343635,-0.00030815438379369153,-8.50849112463329e-05,-3.740988172404109e-05,1.0,0.5678952879920566,39,50,0.0002638319255571947,0.04175635727635074,3.21427392168644,0.8,0.9666666666666669,diagnostic_only,2
stable_Q_k50_a0.6,stable_top,Q,0.6,50,hitl/h015_public_equation_self_feedback/submission_h015_stable_Q_k50_a0.6_16f76736.csv,-0.00016923750012660957,-0.00021388518577927185,-8.465732138313659e-05,-4.068308257707313e-05,1.0,0.5679542455998734,46,50,0.0005928359452882267,0.04450847425145543,0.8036431175958892,0.8,0.9826666666666667,diagnostic_only,2
target_Q1_k50_a0.6,target_top,Q1,0.6,50,hitl/h015_public_equation_self_feedback/submission_h015_target_Q1_k50_a0.6_fbe99dd4.csv,-0.00013399559910090767,-0.00016277646292012934,-8.389109629782537e-05,-2.837680553398402e-05,1.0,0.5679894875008992,50,50,0.00048805693338729644,0.03516510707613618,0.757639681014309,0.7333333333333333,0.978,diagnostic_only,2
top_Q_k50_a0.7,top,Q,0.7,50,hitl/h015_public_equation_self_feedback/submission_h015_top_Q_k50_a0.7_dc43393a.csv,-0.00017698188663091823,-0.00021819133185357737,-8.351986471432868e-05,-3.56803994114856e-05,1.0,0.5679465012133691,47,50,0.0006708766300157184,0.051590890532074996,0.8520972269104429,0.7333333333333333,0.9773333333333334,diagnostic_only,2
target_S1_k80_a0.35,target_top,S1,0.35,80,hitl/h015_public_equation_self_feedback/submission_h015_target_S1_k80_a0.35_1758ee5b.csv,-0.00014230751007393306,-0.00017823922956037466,-8.24568157491594e-05,-4.550882437010888e-05,1.0,0.5679811755899261,80,80,0.0003830340990411657,0.028776433055539452,1.3707865885667794,0.6,0.9579166666666667,diagnostic_only,2
stable_all_k50_a0.9,stable_top,all,0.9,50,hitl/h015_public_equation_self_feedback/submission_h015_stable_all_k50_a0.9_4345970b.csv,-0.0003386006462734586,-0.0004646949128106516,-8.228718216560214e-05,5.445743644710434e-05,0.9333333333333333,0.5677848824537266,42,50,0.00027360925764596144,0.046913480391839624,3.6932483870909762,0.8,0.9553333333333335,diagnostic_only,2
stable_S_k50_a0.35,stable_top,S,0.35,50,hitl/h015_public_equation_self_feedback/submission_h015_stable_S_k50_a0.35_9cff4ac3.csv,-0.00016431435883763765,-0.00021095726975027806,-8.083341076430979e-05,-5.302297687630839e-05,1.0,0.5679591687411624,39,50,0.00018122778373515778,0.026502829702675368,3.21427392168644,0.8,0.9666666666666669,diagnostic_only,2
stable_Q_k50_a0.9,stable_top,Q,0.9,50,hitl/h015_public_equation_self_feedback/submission_h015_stable_Q_k50_a0.9_14c77647.csv,-0.00020670022912503363,-0.00027367175760403616,-7.982996100986767e-05,-1.3868602800745775e-05,1.0,0.567916782870875,46,50,0.0008780431994652764,0.06544843369149089,0.8036431175958892,0.8,0.9826666666666667,diagnostic_only,2
target_Q1_k80_a0.35,target_top,Q1,0.35,80,hitl/h015_public_equation_self_feedback/submission_h015_target_Q1_k80_a0.35_bbc5fc0a.csv,-0.0001050196242619646,-0.0001230204179988769,-7.724024447632266e-05,-2.9626176151280175e-05,1.0,0.568018463475738,80,80,0.0004368010998251542,0.020897667779263163,0.5195545313672538,0.7333333333333333,0.9775,diagnostic_only,2
target_S4_k80_a0.35,target_top,S4,0.35,80,hitl/h015_public_equation_self_feedback/submission_h015_target_S4_k80_a0.35_869a2801.csv,-0.00010842060802062865,-0.00012398450170393336,-7.638046154765116e-05,-4.401896289644637e-05,1.0,0.5680150624919794,80,80,0.0005249333139178382,0.027643365348263615,0.3765124375878976,0.8,0.9891666666666667,diagnostic_only,2
target_S4_k50_a0.6,target_top,S4,0.6,50,hitl/h015_public_equation_self_feedback/submission_h015_target_S4_k50_a0.6_63c1f57b.csv,-0.00012354374545005175,-0.00014578326910294443,-7.596875294434144e-05,-4.419196751124019e-05,1.0,0.56799993935455,50,50,0.0005650963137129394,0.04485580599237804,0.5077840288195195,0.8,0.9913333333333333,diagnostic_only,2
target_S3_k20_a0.6,target_top,S3,0.6,20,hitl/h015_public_equation_self_feedback/submission_h015_target_S3_k20_a0.6_cacb878e.csv,-0.00012965387170685267,-0.0001591830637634714,-7.555835945673206e-05,-4.60124350311248e-05,1.0,0.5679938292282932,20,20,0.0002769402470469353,0.04175635727635074,1.1145873399871504,0.6666666666666666,0.9733333333333333,diagnostic_only,2
top_Q_k100_a0.25,top,Q,0.25,100,hitl/h015_public_equation_self_feedback/submission_h015_top_Q_k100_a0.25_55cce02c.csv,-0.00010844663118485929,-0.00012566778488821994,-7.421023687415538e-05,-4.077029624983267e-05,1.0,0.5680150364688152,81,100,0.00045209044404176065,0.018948632117086306,0.5022886700689092,0.7333333333333333,0.9816666666666667,diagnostic_only,2
top_Q_k50_a0.45,top,Q,0.45,50,hitl/h015_public_equation_self_feedback/submission_h015_top_Q_k50_a0.45_26259d24.csv,-0.00013261743167280413,-0.00015910921788736087,-7.253470329783737e-05,-4.1780761317443525e-05,1.0,0.5679908656683272,47,50,0.0004395829649650931,0.03369835765641893,0.8520972269104429,0.7333333333333333,0.9773333333333334,diagnostic_only,2
target_S2_k50_a0.9,target_top,S2,0.9,50,hitl/h015_public_equation_self_feedback/submission_h015_target_S2_k50_a0.9_a8405859.csv,-0.0002261173960223092,-0.0002985807605033615,-7.113145404328885e-05,5.669808079293227e-05,0.9333333333333333,0.5678973657039778,50,50,0.0007207960013067206,0.06112609848429751,1.741549493193997,0.6666666666666666,0.9726666666666667,diagnostic_only,2
target_S4_k50_a0.9,target_top,S4,0.9,50,hitl/h015_public_equation_self_feedback/submission_h015_target_S4_k50_a0.9_f5723e17.csv,-0.00014169282182407617,-0.0001750521073034148,-7.033033306551096e-05,-2.26651549158576e-05,1.0,0.567981790278176,50,50,0.0008194193546026433,0.06295106614200985,0.5077840288195195,0.8,0.9913333333333333,diagnostic_only,2
target_Q1_k35_a0.9,target_top,Q1,0.9,35,hitl/h015_public_equation_self_feedback/submission_h015_target_Q1_k35_a0.9_968341d4.csv,-0.0001468655930360197,-0.0001846193553662018,-6.970470451785216e-05,-4.8077154908234674e-06,1.0,0.567976617506964,35,35,0.0005245528543318586,0.0515450914199187,1.0136508377292324,0.7333333333333333,0.9752380952380952,diagnostic_only,2
target_Q1_k35_a0.6,target_top,Q1,0.6,35,hitl/h015_public_equation_self_feedback/submission_h015_target_Q1_k35_a0.6_13726e8f.csv,-0.00012019601679254145,-0.00014536519167907677,-6.875542444689782e-05,-2.5490765095490474e-05,1.0,0.5680032870832075,35,35,0.0003545905773519598,0.03516510707613618,1.0136508377292324,0.7333333333333333,0.9752380952380952,diagnostic_only,2
target_S3_k20_a0.9,target_top,S3,0.9,20,hitl/h015_public_equation_self_feedback/submission_h015_target_S3_k20_a0.9_ccded58e.csv,-0.00014970667320245948,-0.000194000461287387,-6.856340482727747e-05,-2.4244518188867416e-05,1.0,0.5679737764267976,20,20,0.0003843441359714838,0.0566671653254851,1.1145873399871504,0.6666666666666666,0.9733333333333333,diagnostic_only,2
target_Q2_k180_a0.9,target_top,Q2,0.9,180,hitl/h015_public_equation_self_feedback/submission_h015_target_Q2_k180_a0.9_b948b88e.csv,-7.222719928740952e-05,-8.396630724928556e-05,-6.760903119991741e-05,4.519840722932766e-05,0.9333333333333333,0.5680512559007126,180,180,0.0015081025422624913,0.03965548301797672,0.07591766061384723,0.9,0.972962962962963,diagnostic_only,2
stable_Q_k50_a0.35,stable_top,Q,0.35,50,hitl/h015_public_equation_self_feedback/submission_h015_stable_Q_k50_a0.35_647809b5.csv,-0.0001144248245895999,-0.0001404693078869906,-6.508638698923697e-05,-3.9434747685695945e-05,1.0,0.5680090582754105,46,50,0.000354037666655941,0.026370521710995187,0.8036431175958892,0.8,0.9826666666666667,diagnostic_only,2
top_Q_k50_a1,top,Q,1.0,50,hitl/h015_public_equation_self_feedback/submission_h015_top_Q_k50_a1_c440ea07.csv,-0.0001960246946783973,-0.0002548953307106555,-6.250752051175997e-05,5.834572778047227e-06,0.9666666666666667,0.5679274584053217,47,50,0.0009540322639225469,0.07222008365524257,0.8520972269104429,0.7333333333333333,0.9773333333333334,diagnostic_only,2
target_Q2_k120_a0.9,target_top,Q2,0.9,120,hitl/h015_public_equation_self_feedback/submission_h015_target_Q2_k120_a0.9_b04a8217.csv,-6.650593730958367e-05,-7.772927562270843e-05,-6.196526011186412e-05,4.0786250838757594e-05,0.9333333333333333,0.5680569771626904,120,120,0.001238259084872979,0.03965548301797672,0.09586517666810099,0.9333333333333333,0.9758333333333334,diagnostic_only,2
target_Q1_k50_a0.35,target_top,Q1,0.35,50,hitl/h015_public_equation_self_feedback/submission_h015_target_Q1_k50_a0.35_1b65d2ea.csv,-9.11501166436716e-05,-0.00010793895387154631,-6.192249000853458e-05,-2.9539153729623157e-05,1.0,0.5680323329833564,50,50,0.0002922525790191604,0.020897667779263163,0.757639681014309,0.7333333333333333,0.978,diagnostic_only,2
target_Q2_k180_a0.6,target_top,Q2,0.6,180,hitl/h015_public_equation_self_feedback/submission_h015_target_Q2_k180_a0.6_ce0d95cb.csv,-6.300942589123751e-05,-7.083549786582145e-05,-5.993064716624247e-05,1.5274311786587477e-05,0.9333333333333333,0.5680604736741088,180,180,0.0010114291240836495,0.02701613991401719,0.07591766061384723,0.9,0.972962962962963,diagnostic_only,2
target_S3_k20_a0.35,target_top,S3,0.35,20,hitl/h015_public_equation_self_feedback/submission_h015_target_S3_k20_a0.35_b1910cdd.csv,-9.095957061520681e-05,-0.00010818493264823347,-5.940385513597041e-05,-4.216873255436582e-05,1.0,0.5680325235293848,20,20,0.00017395267524668626,0.026502829702675368,1.1145873399871504,0.6666666666666666,0.9733333333333333,diagnostic_only,2
target_S4_k50_a0.35,target_top,S4,0.35,50,hitl/h015_public_equation_self_feedback/submission_h015_target_S4_k50_a0.35_1c4c3e30.csv,-8.67509939157568e-05,-9.972404937994405e-05,-5.8998914954092735e-05,-4.046245678478331e-05,1.0,0.5680367321060843,50,50,0.00033999435169555856,0.027643365348263615,0.5077840288195195,0.8,0.9913333333333333,diagnostic_only,2
target_S4_k35_a0.6,target_top,S4,0.6,35,hitl/h015_public_equation_self_feedback/submission_h015_target_S4_k35_a0.6_4045332c.csv,-9.883971034254168e-05,-0.00011797786367571586,-5.860712829093972e-05,-2.946657548165181e-05,1.0,0.5680246433896575,35,35,0.0003751134143856213,0.04485580599237804,0.6336880906680793,0.8,0.9895238095238095,diagnostic_only,2
target_S2_k35_a0.6,target_top,S2,0.6,35,hitl/h015_public_equation_self_feedback/submission_h015_target_S2_k35_a0.6_685cc2a6.csv,-0.0001537464398816707,-0.00019437447923392553,-5.819661205693063e-05,-1.6843159346635155e-05,1.0,0.5679697366601184,35,35,0.0002992808187242384,0.04288861242203046,2.3232300937898507,0.6666666666666666,0.9714285714285714,diagnostic_only,2
target_S2_k35_a0.35,target_top,S2,0.35,35,hitl/h015_public_equation_self_feedback/submission_h015_target_S2_k35_a0.35_f9f1e2d7.csv,-0.00011319249166933788,-0.00013689218129147766,-5.74550921051657e-05,-3.333224469055382e-05,1.0,0.5680102906083307,35,35,0.00019517583257742637,0.02608786252404316,2.3232300937898507,0.6666666666666666,0.9714285714285714,diagnostic_only,2
target_Q3_k180_a0.9,target_top,Q3,0.9,180,hitl/h015_public_equation_self_feedback/submission_h015_target_Q3_k180_a0.9_940bf79c.csv,-9.211903049721736e-05,-0.00011076061483396518,-5.564192135005026e-05,7.448661900231906e-06,0.9666666666666667,0.5680313640695028,180,180,0.0015029797606944818,0.06544843369149089,0.09784508041094687,0.7333333333333333,0.9627777777777778,diagnostic_only,2
top_all_k50_a0.45,top,all,0.45,50,hitl/h015_public_equation_self_feedback/submission_h015_top_all_k50_a0.45_5b3b0518.csv,-0.00019986911020730957,-0.00027687016870816335,-5.5592549224509905e-05,-5.070988943784436e-06,1.0,0.5679236139897927,40,50,6.916317614942213e-05,0.019780319303031257,4.058973575132632,0.6,0.8900000000000001,diagnostic_only,2
target_S1_k50_a0.6,target_top,S1,0.6,50,hitl/h015_public_equation_self_feedback/submission_h015_target_S1_k50_a0.6_22349b50.csv,-0.00015426664337713845,-0.0002107051563965948,-5.514804083953115e-05,-9.53312432364923e-06,1.0,0.5679692164566229,50,50,0.00030001524026888773,0.045654676145048256,2.0418882768436024,0.6,0.9380000000000002,diagnostic_only,2
target_Q2_k120_a0.6,target_top,Q2,0.6,120,hitl/h015_public_equation_self_feedback/submission_h015_target_Q2_k120_a0.6_939b324c.csv,-5.813308899982444e-05,-6.561531454190766e-05,-5.5105970868011346e-05,1.339503643240314e-05,0.9333333333333333,0.5680653500110002,120,120,0.0008312972717337802,0.02701613991401719,0.09586517666810099,0.9333333333333333,0.9758333333333334,diagnostic_only,2
target_Q3_k180_a0.6,target_top,Q3,0.6,180,hitl/h015_public_equation_self_feedback/submission_h015_target_Q3_k180_a0.6_cfc20941.csv,-7.866858714364096e-05,-9.10963100348049e-05,-5.435051437886276e-05,-1.2290125545341742e-05,1.0,0.5680448145128564,180,180,0.0010068023675988496,0.04450847425145543,0.09784508041094687,0.7333333333333333,0.9627777777777778,diagnostic_only,2
target_S4_k35_a0.9,target_top,S4,0.9,35,hitl/h015_public_equation_self_feedback/submission_h015_target_S4_k35_a0.9_7a4d1d96.csv,-0.00011358674967678707,-0.00014229397967654775,-5.3237876599384456e-05,-9.527047385451086e-06,1.0,0.5680098963503233,35,35,0.0005392781450212807,0.06295106614200985,0.6336880906680793,0.8,0.9895238095238095,diagnostic_only,2
target_Q2_k80_a0.9,target_top,Q2,0.9,80,hitl/h015_public_equation_self_feedback/submission_h015_target_Q2_k80_a0.9_9d93f245.csv,-5.672797288901711e-05,-6.642175020888257e-05,-5.1733896149196104e-05,3.336374367261171e-05,0.9333333333333333,0.568066755127111,80,80,0.0009368147888895079,0.03965548301797672,0.11282375254341699,0.9333333333333333,0.9783333333333333,diagnostic_only,2
target_Q1_k35_a0.35,target_top,Q1,0.35,35,hitl/h015_public_equation_self_feedback/submission_h015_target_Q1_k35_a0.35_c05b2cdf.csv,-8.152026443929229e-05,-9.620228312309987e-05,-5.151325223766104e-05,-2.6275534282669503e-05,1.0,0.5680419628355607,35,35,0.0002136149003493803,0.020897667779263163,1.0136508377292324,0.7333333333333333,0.9752380952380952,diagnostic_only,2
top_Q_k50_a0.25,top,Q,0.25,50,hitl/h015_public_equation_self_feedback/submission_h015_top_Q_k50_a0.25_74525dfe.csv,-8.393537476355395e-05,-9.865303377158895e-05,-5.0556081221883706e-05,-3.3470557899423846e-05,1.0,0.5680395477252365,47,50,0.0002505930135969196,0.018948632117086306,0.8520972269104429,0.7333333333333333,0.9773333333333334,diagnostic_only,2
top_all_k50_a0.7,top,all,0.7,50,hitl/h015_public_equation_self_feedback/submission_h015_top_all_k50_a0.7_da7f68a6.csv,-0.0002743470633527369,-0.0003941264876874031,-4.991685737952582e-05,2.8672236390562113e-05,0.9,0.5678491360366473,40,50,8.802723462230469e-05,0.025345415574929864,4.058973575132632,0.6,0.8900000000000001,diagnostic_only,2
stable_S_k50_a0.9,stable_top,S,0.9,50,hitl/h015_public_equation_self_feedback/submission_h015_stable_S_k50_a0.9_17f71ca0.csv,-0.0002639308146773856,-0.0003838697284528267,-4.926551963164323e-05,2.2247024651811868e-05,0.9666666666666667,0.5678595522853227,39,50,0.00034958596951518663,0.0566671653254851,3.21427392168644,0.8,0.9666666666666669,diagnostic_only,2
target_S1_k50_a0.35,target_top,S1,0.35,50,hitl/h015_public_equation_self_feedback/submission_h015_target_S1_k50_a0.35_6657b79b.csv,-0.00010705934262203059,-0.00013998180855004721,-4.924015780839709e-05,-2.2631456507534002e-05,1.0,0.568016423757378,50,50,0.00018846184031931748,0.028776433055539452,2.0418882768436024,0.6,0.9380000000000002,diagnostic_only,2
target_Q3_k120_a0.9,target_top,Q3,0.9,120,hitl/h015_public_equation_self_feedback/submission_h015_target_Q3_k120_a0.9_2e160ecd.csv,-8.697852829808469e-05,-0.00010593491056643769,-4.897072814894829e-05,5.664428974190777e-06,0.9666666666666667,0.568036504571702,120,120,0.0012477167986901913,0.06544843369149089,0.1289980828753661,0.8,0.9761111111111112,diagnostic_only,2
