score_col,target,policy,fraction,selected_cells,selected_gain_sum,selected_mean_gain,selected_positive_gain_rate,active_subjects,positive_subjects,negative_subjects,raw_action_count,inverse_action_count,null_gain_mean,null_gain_std,gain_lift_vs_null,gain_z_vs_null,assignment_score
health_score,Q1,top_responsibility_pairbest,0.08,36,0.2836381392898859,0.007878837202496831,0.4444444444444444,8,4,4,23,13,-0.6829814035026996,1.0488497956878429,0.9666195427925856,0.921599591063151,-1.3564382609882455
health_score,Q1,top_responsibility_all,0.1,45,0.6152470862404036,0.013672157472008969,0.4666666666666667,9,4,5,27,18,-1.017072299869028,1.4959365748133597,1.6323193861094316,1.0911688460542437,-1.699273546654676
health_score,Q1,top_responsibility_decisive,0.1,34,0.402190297760888,0.011829126404732,0.5,8,3,5,22,12,-0.8309566900472779,1.2477535741576538,1.233146987808166,0.9882936930400311,-2.3790362365926594
health_score,Q1,top_responsibility_pairbest,0.1,45,0.6152470862404036,0.013672157472008969,0.4666666666666667,9,4,5,27,18,-0.9885492927338352,1.2187585607016465,1.6037963789742387,1.3159262471567164,-1.6853547086849865
health_score,Q1,top_responsibility_all,0.14,63,0.35770436018823387,0.005677846987114823,0.5238095238095238,9,4,5,44,19,-0.6778088000019525,1.3564502668682419,1.0355131601901864,0.7633992822906572,-2.145777954001835
health_score,Q1,top_responsibility_decisive,0.14,47,0.6327272030080624,0.013462280915065157,0.5531914893617021,9,4,5,34,13,-1.2110606956859353,1.215624545121683,1.8437878986939977,1.516741255425569,-1.5411857060965004
health_score,Q1,top_responsibility_pairbest,0.14,63,0.35770436018823387,0.005677846987114823,0.5238095238095238,9,4,5,44,19,-1.5455812228792816,1.5865680915914842,1.9032855830675155,1.1996242664620416,-1.8418237287214976
health_score,Q1,top_responsibility_all,0.18,81,1.1907222875311505,0.014700275154705561,0.5432098765432098,9,5,4,57,24,-1.7154780335044038,1.5257556476198155,2.9062003210355543,1.9047613066805538,0.6203424651271567
health_score,Q1,top_responsibility_decisive,0.18,61,0.5027091280159458,0.008241133246163046,0.5245901639344263,9,5,4,44,17,-0.8047162183038239,1.4654521089355983,1.3074253463197696,0.8921651812077241,-0.6560106843935807
health_score,Q1,top_responsibility_pairbest,0.18,81,1.1907222875311505,0.014700275154705561,0.5432098765432098,9,5,4,57,24,-2.2770368518709785,1.2117989263986382,3.467759139402129,2.8616621651151397,0.884500196480587
health_score,Q2,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0
health_score,Q2,top_responsibility_all,0.01,4,0.7387092619176827,0.18467731547942068,0.75,2,1,1,3,1,-0.054265396174101165,0.5080696075049965,0.7929746580917839,1.5607598769504936,0.8826776470402672
health_score,Q2,top_responsibility_decisive,0.01,4,0.7387092619176827,0.18467731547942068,0.75,2,1,1,3,1,-0.1033755954757054,0.6876238175113787,0.8420848573933881,1.2246301479797905,0.8637977339336781
health_score,Q2,top_responsibility_pairbest,0.01,4,0.7387092619176827,0.18467731547942068,0.75,2,1,1,3,1,0.10805960719678047,0.5199517061346618,0.6306496547209023,1.2129004430222428,0.7991942026361775
health_score,Q2,top_responsibility_all,0.02,9,-1.5770671134709353,-0.17522967927454836,0.3333333333333333,3,0,3,4,5,-0.21587442657854763,0.6406050049877441,-1.3611926868923876,-2.1248549048074166,-4.76457707668606
health_score,Q2,top_responsibility_decisive,0.02,7,-0.11985243390777567,-0.01712177627253938,0.42857142857142855,3,1,2,3,4,-0.24563685726017193,0.602113421832055,0.12578442335239626,0.20890486541500947,-1.3397980489319845
health_score,Q2,top_responsibility_pairbest,0.02,9,-1.5770671134709353,-0.17522967927454836,0.3333333333333333,3,0,3,4,5,0.07087652106987309,0.6516683169478826,-1.6479436345408085,-2.5288073574898124,-4.890997606248826
health_score,Q2,top_responsibility_all,0.04,18,-1.6692131331885967,-0.09273406295492204,0.4444444444444444,7,2,5,10,8,-0.5128987720222867,1.1443214740219252,-1.1563143611663098,-1.0104803478888091,-5.739377698549593
health_score,Q2,top_responsibility_decisive,0.04,15,-1.744682529585565,-0.11631216863903766,0.4,5,1,4,9,6,-0.435908106720434,0.8753507086511565,-1.308774422865131,-1.4951429294914775,-5.3768291493942515
health_score,Q2,top_responsibility_pairbest,0.04,18,-1.6692131331885967,-0.09273406295492204,0.4444444444444444,7,2,5,10,8,-0.5141472426720772,1.0996773959252137,-1.1550658905165194,-1.0503679486334303,-5.7429919174291175
health_score,Q2,top_responsibility_all,0.06,27,-1.4615495636889204,-0.054131465321811865,0.48148148148148145,7,3,4,17,10,-0.7320228485990065,1.423654009087215,-0.729526715089914,-0.5124325927741774,-4.08905824490072
health_score,Q2,top_responsibility_decisive,0.06,22,-1.7523638324034354,-0.07965290147288343,0.45454545454545453,7,3,4,13,9,-0.9857128309050113,1.6814867445537318,-0.7666510014984241,-0.4559363931839344,-4.396134590353174
health_score,Q2,top_responsibility_pairbest,0.06,27,-1.4615495636889204,-0.054131465321811865,0.48148148148148145,7,3,4,17,10,-0.6974054225339302,1.117944453549734,-0.7641441411549902,-0.6835260363148228,-4.116552817074307
health_score,Q2,top_responsibility_all,0.08,36,-0.5871753467565023,-0.01631042629879173,0.5,7,3,4,24,12,-0.6046843776960911,1.330042649025706,0.017509030939588777,0.013164262779403833,-2.9306062111966855
health_score,Q2,top_responsibility_decisive,0.08,30,-0.7987051035093261,-0.02662350345031087,0.5333333333333333,7,3,4,19,11,-0.6736411396954031,1.6192693372552165,-0.12506396381392304,-0.07723481260129082,-3.180614440580299
health_score,Q2,top_responsibility_pairbest,0.08,36,-0.5871753467565023,-0.01631042629879173,0.5,7,3,4,24,12,-0.5245867871705594,1.324870553304933,-0.0625885595859429,-0.04724126400863366,-2.9606760410331487
health_score,Q2,top_responsibility_all,0.1,45,-0.6767753495720027,-0.015039452212711172,0.4666666666666667,9,4,5,31,14,-1.384906755504239,1.759342063495338,0.7081314059322362,0.40249785452487286,-3.337419475673178
health_score,Q2,top_responsibility_decisive,0.1,37,-0.886842846747874,-0.023968725587780376,0.5135135135135135,8,4,4,25,12,-0.7440376332520234,1.4322779767091278,-0.1428052134958505,-0.09970495659227183,-2.9342495010504512
health_score,Q2,top_responsibility_pairbest,0.1,45,-0.6767753495720027,-0.015039452212711172,0.4666666666666667,9,4,5,31,14,-0.6562511308870961,2.025452055844847,-0.020524218684906614,-0.010133154534899939,-3.5972792639642983
health_score,Q2,top_responsibility_all,0.14,63,1.1342560364269707,0.018004064070269377,0.5714285714285714,9,3,6,41,22,-2.0669590472789108,1.930698866671176,3.2012150837058817,1.6580602697640117,-1.8610019829134354
health_score,Q2,top_responsibility_decisive,0.14,52,0.3382246467951969,0.006504320130676864,0.5769230769230769,9,3,6,35,17,-0.8300347516268017,1.6460100073501205,1.1682593984219987,0.7097523060037507,-3.3595530723085982
health_score,Q2,top_responsibility_pairbest,0.14,63,1.1342560364269707,0.018004064070269377,0.5714285714285714,9,3,6,41,22,-1.0597866406548002,1.753455371905678,2.1940426770817707,1.2512680460736543,-2.2038329272697044
health_score,Q2,top_responsibility_all,0.18,81,0.05292793420429254,0.0006534312864727473,0.5432098765432098,9,4,5,48,33,-1.3811379161930206,1.880943763608017,1.4340658503973132,0.7624182488297764,-2.323326535176252
health_score,Q2,top_responsibility_decisive,0.18,67,0.9219298152599569,0.013760146496417268,0.582089552238806,9,5,4,43,24,-1.0370011317337606,2.55362455620924,1.9589309469937175,0.7671178373619953,-0.030843296010206078
health_score,Q2,top_responsibility_pairbest,0.18,81,0.05292793420429254,0.0006534312864727473,0.5432098765432098,9,4,5,48,33,-2.02281409165542,1.9127391945638998,2.0757420258597126,1.085219580253845,-2.098543549395125
health_score,Q3,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0
health_score,Q3,top_responsibility_all,0.01,4,-0.3922591165470757,-0.09806477913676892,0.25,2,0,2,2,2,-0.032273546034193176,0.397026280170358,-0.3599855705128825,-0.9067046402027041,-2.290925251721211
health_score,Q3,top_responsibility_decisive,0.01,3,-0.3588957303753546,-0.1196319101251182,0.3333333333333333,1,0,1,2,1,-0.03627170922881346,0.4668970672733954,-0.32262402114654115,-0.6909960326600767,-1.2914492066519911
health_score,Q3,top_responsibility_pairbest,0.01,4,-0.3922591165470757,-0.09806477913676892,0.25,2,0,2,2,2,0.007044296238092151,0.4094077162560254,-0.39930341278516784,-0.9753197043688869,-2.3095821108195147
health_score,Q3,top_responsibility_all,0.02,9,-0.5777416444103955,-0.0641935160455995,0.3333333333333333,3,1,2,3,6,-0.14770602983376893,0.716352096209856,-0.43003561457662665,-0.6003131935425332,-2.0834503148043035
health_score,Q3,top_responsibility_decisive,0.02,7,-0.501188607049097,-0.07159837243558528,0.42857142857142855,3,1,2,3,4,-0.07777950063375587,0.6591950495514933,-0.4234091064153411,-0.6423123272898097,-1.971014000274109
health_score,Q3,top_responsibility_pairbest,0.02,9,-0.5777416444103955,-0.0641935160455995,0.3333333333333333,3,1,2,3,6,-0.025924250168847973,0.43211710912568846,-0.5518173942415476,-1.2770089001059255,-2.1876544193601193
health_score,Q3,top_responsibility_all,0.04,18,-1.8642813807199745,-0.10357118781777636,0.4444444444444444,4,2,2,7,11,-0.4151254295856582,0.8941450426297374,-1.4491559511343164,-1.6207168658814644,-3.3833220748706383
health_score,Q3,top_responsibility_decisive,0.04,14,-1.8089001362135257,-0.12920715258668042,0.5,3,1,2,6,8,-0.35401028717494193,0.7753328407942176,-1.4548898490385838,-1.8764713326837248,-3.6830142241934727
health_score,Q3,top_responsibility_pairbest,0.04,18,-1.8642813807199745,-0.10357118781777636,0.4444444444444444,4,2,2,7,11,0.06195891796305439,0.6959003714619001,-1.926240298683029,-2.767982857426149,-3.6411739782897206
health_score,Q3,top_responsibility_all,0.06,27,-3.6756216932902332,-0.13613413678852715,0.4444444444444444,4,0,4,11,16,-0.7212926022278818,0.8834850864809605,-2.9543290910623514,-3.3439490221955417,-8.318537545050715
health_score,Q3,top_responsibility_decisive,0.06,21,-3.376925610015498,-0.16080598142930944,0.47619047619047616,4,0,4,9,12,-0.42760343980055243,0.8594584200118972,-2.9493221702149457,-3.4316054174838606,-8.014406612352177
health_score,Q3,top_responsibility_pairbest,0.06,27,-3.6756216932902332,-0.13613413678852715,0.4444444444444444,4,0,4,11,16,-0.502363850904675,0.8707223756558442,-3.173257842385558,-3.6443968032811855,-8.41426094855624
health_score,Q3,top_responsibility_all,0.08,36,-3.1640694700354652,-0.08789081861209626,0.5,7,2,5,15,21,-0.8001873225944364,1.2896334390325745,-2.363882147441029,-1.8329876350091447,-7.656532877768688
health_score,Q3,top_responsibility_decisive,0.08,28,-3.4395227159816524,-0.12284009699934473,0.5,6,1,5,13,15,-0.6620001082464299,1.0834429341109586,-2.7775226077352224,-2.563607662469437,-8.479140264549162
health_score,Q3,top_responsibility_pairbest,0.08,36,-3.1640694700354652,-0.08789081861209626,0.5,7,2,5,15,21,-0.6079125315949357,0.9135934809613195,-2.5561569384405294,-2.797915037387131,-7.810708055306336
health_score,Q3,top_responsibility_all,0.1,45,-3.71796854903349,-0.08262152331185534,0.5555555555555556,7,2,5,18,27,-0.7304577676055932,1.263276200112623,-2.987510781427897,-2.3648912099836568,-8.428488682238003
health_score,Q3,top_responsibility_decisive,0.1,35,-3.202527979703585,-0.09150079942010242,0.5714285714285714,7,2,5,16,19,-1.4597464772368227,1.4557941209694172,-1.7427815024667621,-1.197134592978188,-7.416504461170004
health_score,Q3,top_responsibility_pairbest,0.1,45,-3.71796854903349,-0.08262152331185534,0.5555555555555556,7,2,5,18,27,-0.5437451077454182,1.3831684540996567,-3.174223441288072,-2.2948928829889077,-8.477502647496578
health_score,Q3,top_responsibility_all,0.14,63,-5.0040972527976235,-0.07943011512377181,0.5396825396825397,8,2,6,32,31,-1.6095346287537708,1.5454261435689398,-3.3945626240438527,-2.196522064913822,-10.726245230629146
health_score,Q3,top_responsibility_decisive,0.14,49,-5.050697377365162,-0.10307545668092166,0.5102040816326531,8,2,6,27,22,-1.6657906748658988,1.4413286637713447,-3.384906702499263,-2.3484627674318226,-10.796934032205062
health_score,Q3,top_responsibility_pairbest,0.14,63,-5.0040972527976235,-0.07943011512377181,0.5396825396825397,8,2,6,32,31,-1.2844040207570893,1.8564025289670383,-3.7196932320405343,-2.0037104959721694,-10.804503256133984
health_score,Q3,top_responsibility_all,0.18,81,-5.786327012689672,-0.07143613595913176,0.5432098765432098,10,2,8,41,40,-1.8277746707943854,1.424035754557803,-3.9585523418952873,-2.7798124655405942,-13.534590011195036
health_score,Q3,top_responsibility_decisive,0.18,62,-4.9945948159797675,-0.08055798090289948,0.532258064516129,10,3,7,33,29,-2.070863966146235,2.1564194020565406,-2.9237308498335324,-1.3558266295717891,-11.044393508080555
health_score,Q3,top_responsibility_pairbest,0.18,81,-5.786327012689672,-0.07143613595913176,0.5432098765432098,10,2,8,41,40,-0.8920786856436305,1.6937237499635165,-4.894248327046042,-2.8896378923372046,-13.826281349419922
health_score,S1,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0
health_score,S1,top_responsibility_all,0.01,4,0.5194286296195694,0.12985715740489234,1.0,4,4,0,3,1,-0.1346441865708157,0.3908371345618092,0.654072816190385,1.6735175814951797,2.683002232626203
health_score,S1,top_responsibility_decisive,0.01,3,0.5052938029803243,0.1684312676601081,1.0,3,3,0,2,1,-0.1560592253700574,0.38659200474716543,0.6613530283503817,1.7107260890791376,2.3247723203933526
health_score,S1,top_responsibility_pairbest,0.01,4,0.5194286296195694,0.12985715740489234,1.0,4,4,0,3,1,-0.17117083281544196,0.42881998741957633,0.6905994624350114,1.6104647234162117,2.6876549406916936
health_score,S1,top_responsibility_all,0.02,9,-0.09856013978785516,-0.010951126643095018,0.5555555555555556,5,3,2,6,3,-0.020174349157769056,0.8528916895815644,-0.0783857906300861,-0.09190591441750688,-0.6590442461964097
health_score,S1,top_responsibility_decisive,0.02,7,-0.10315621277680287,-0.014736601825257553,0.5714285714285714,4,2,2,5,2,-0.19615345205467863,0.8772402664786284,0.09299723927787576,0.10601113837510033,-0.9360844985845016
health_score,S1,top_responsibility_pairbest,0.02,9,-0.09856013978785516,-0.010951126643095018,0.5555555555555556,5,3,2,6,3,-0.11258531490892816,0.8870999428441104,0.014025175121073,0.015810140936439714,-0.6205493509356672
health_score,S1,top_responsibility_all,0.04,18,-2.3315377019452166,-0.1295298723302898,0.5,5,1,4,15,3,-0.7157692201702668,0.9672442097175831,-1.6157684817749498,-1.670486590192898,-6.03331690549699
health_score,S1,top_responsibility_decisive,0.04,14,-1.678659172476845,-0.11990422660548893,0.5,4,0,4,12,2,-0.6047644671887642,0.9317769006068753,-1.0738947052880807,-1.152523425498789,-5.516079926613148
health_score,S1,top_responsibility_pairbest,0.04,18,-2.3315377019452166,-0.1295298723302898,0.5,5,1,4,15,3,-0.27138085627500125,0.8520281834628377,-2.0601568456702153,-2.417944483124098,-6.241379203958691
health_score,S1,top_responsibility_all,0.06,27,-2.752743162273751,-0.10195345045458337,0.5555555555555556,5,2,3,23,4,-1.2588509119352458,1.4194637675772885,-1.4938922503385053,-1.0524342251357706,-5.083932037666658
health_score,S1,top_responsibility_decisive,0.06,21,-2.23113528041519,-0.10624453716262809,0.5714285714285714,4,1,3,19,2,-0.8378867390984541,1.4180910990823299,-1.3932485413167357,-0.9824816912103389,-4.868786583359816
health_score,S1,top_responsibility_pairbest,0.06,27,-2.752743162273751,-0.10195345045458337,0.5555555555555556,5,2,3,23,4,-1.0092811857722739,1.5077467365176194,-1.7434619765014772,-1.156336096955036,-5.169193142697476
health_score,S1,top_responsibility_all,0.08,36,-3.1255611941080836,-0.0868211442807801,0.5555555555555556,6,2,4,27,9,-1.1478693116240895,1.429734920763963,-1.9776918824839942,-1.3832577310395668,-6.534972309735016
health_score,S1,top_responsibility_decisive,0.08,28,-3.002499368973453,-0.10723212032048046,0.5714285714285714,5,2,3,23,5,-1.402524094470145,1.4173159702366482,-1.599975274503308,-1.1288769110787351,-5.366808213860891
health_score,S1,top_responsibility_pairbest,0.08,36,-3.1255611941080836,-0.0868211442807801,0.5555555555555556,6,2,4,27,9,-1.7788219833076904,1.8808219630326648,-1.3467392108003933,-0.7160375821159017,-6.27896449333757
health_score,S1,top_responsibility_all,0.1,45,-3.210332131309885,-0.07134071402910855,0.5777777777777777,6,2,4,35,10,-1.1060990413847198,1.2153486964141222,-2.104233089925165,-1.7313821919040107,-6.683629166366725
health_score,S1,top_responsibility_decisive,0.1,35,-2.9247315471957673,-0.08356375849130764,0.6,6,2,4,29,6,-1.3388913282724146,1.4387467545801926,-1.5858402189233527,-1.1022372171300432,-6.170707334585778
health_score,S1,top_responsibility_pairbest,0.1,45,-3.210332131309885,-0.07134071402910855,0.5777777777777777,6,2,4,35,10,-2.2393680179919486,2.0833836571588225,-0.9709641133179363,-0.4660515167149153,-6.217115405865647
health_score,S1,top_responsibility_all,0.14,63,-1.9893753926627362,-0.0315773871851228,0.6507936507936508,6,2,4,47,16,-1.738461083941029,1.8294044797874764,-0.25091430872170717,-0.13715627762694454,-4.7180478527244825
health_score,S1,top_responsibility_decisive,0.14,49,-2.2049603485244003,-0.04499919078621225,0.6530612244897959,6,2,4,42,7,-1.7049549476656223,1.9095614194123098,-0.500005400858778,-0.2618430576653882,-5.019921784752654
health_score,S1,top_responsibility_pairbest,0.14,63,-1.9893753926627362,-0.0315773871851228,0.6507936507936508,6,2,4,47,16,-1.9986463693788068,1.949293094156432,0.009270976716070578,0.004756071184914677,-4.625801032211964
health_score,S1,top_responsibility_all,0.18,81,-1.405763118574915,-0.01735510022931994,0.7037037037037037,7,3,4,57,24,-1.8828984076430135,2.2471505444011486,0.47713528906809843,0.21232902720153624,-3.5099081476528506
health_score,S1,top_responsibility_decisive,0.18,63,-2.0226286881756366,-0.032105217272629154,0.6984126984126984,7,3,4,48,15,-1.7019686518472208,2.3176770461884675,-0.3206600363284158,-0.1383540631149438,-4.403297026020576
health_score,S1,top_responsibility_pairbest,0.18,81,-1.405763118574915,-0.01735510022931994,0.7037037037037037,7,3,4,57,24,-1.7285182115773445,2.1507782323616236,0.32275509300242944,0.15006432934186523,-3.5624486762585184
health_score,S2,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0
health_score,S2,top_responsibility_all,0.01,4,-1.7316239088127692,-0.4329059772031923,0.25,2,0,2,4,0,-0.15147478661594313,0.47512411402325,-1.580149122196826,-3.325760734003709,-4.238244718872188
health_score,S2,top_responsibility_decisive,0.01,4,-1.7316239088127692,-0.4329059772031923,0.25,2,0,2,4,0,-0.22542899509194325,0.439528322085134,-1.506194913720826,-3.4268438187905557,-4.226166764808073
health_score,S2,top_responsibility_pairbest,0.01,4,-1.7316239088127692,-0.4329059772031923,0.25,2,0,2,4,0,0.07545801926534597,0.5369558205633895,-1.8070819280781152,-3.365420131179643,-4.310290500354168
health_score,S2,top_responsibility_all,0.02,9,-2.861674459788114,-0.317963828865346,0.4444444444444444,3,1,2,7,2,-0.3126648770812092,0.8757210923753137,-2.549009582706905,-2.9107550393618458,-5.189675060758592
health_score,S2,top_responsibility_decisive,0.02,7,-2.815006097732018,-0.4021437282474311,0.42857142857142855,3,1,2,6,1,0.10676523755466405,0.6458410632237211,-2.921771335286682,-4.523978888401174,-5.422506815729569
health_score,S2,top_responsibility_pairbest,0.02,9,-2.861674459788114,-0.317963828865346,0.4444444444444444,3,1,2,7,2,0.007931804674898698,0.7664551312164986,-2.869606264463013,-3.7439977209213082,-5.369178333441371
health_score,S2,top_responsibility_all,0.04,18,-4.357411235483756,-0.24207840197131977,0.3333333333333333,5,1,4,12,6,-0.7941440611342836,1.2918546333287781,-3.5632671743494724,-2.7582570688838626,-8.81888376134365
health_score,S2,top_responsibility_decisive,0.04,15,-3.784124361903025,-0.2522749574602017,0.4,4,1,3,11,4,-0.8265210052219039,1.098883536278978,-2.9576033566811213,-2.6914620694892846,-7.13055157585629
health_score,S2,top_responsibility_pairbest,0.04,18,-4.357411235483756,-0.24207840197131977,0.3333333333333333,5,1,4,12,6,-0.3095662480829409,1.3864189011977799,-4.047844987400815,-2.9196406539926194,-8.980395463769929
health_score,S2,top_responsibility_all,0.06,27,-5.270929434445019,-0.19521960868314886,0.3333333333333333,6,1,5,20,7,-0.5024887738683758,1.3181351314209013,-4.768440660576643,-3.6175658678002454,-11.079884886064704
health_score,S2,top_responsibility_decisive,0.06,22,-5.334169407741614,-0.242462245806437,0.36363636363636365,5,2,3,16,6,-0.9897271158421667,1.3077540113537809,-4.344442291899448,-3.3220638240689477,-8.824253932263797
health_score,S2,top_responsibility_pairbest,0.06,27,-5.270929434445019,-0.19521960868314886,0.3333333333333333,6,1,5,20,7,0.10684809833151326,0.9706343038795494,-5.377777532776532,-5.540477511748736,-11.454977112119519
health_score,S2,top_responsibility_all,0.08,36,-5.62231266552209,-0.15617535182005804,0.3888888888888889,7,2,5,24,12,-0.5267843014707214,1.332053874909028,-5.095528364051368,-3.8253170236071457,-11.177947321542659
health_score,S2,top_responsibility_decisive,0.08,29,-5.408676097896626,-0.18650607234126296,0.4482758620689655,6,2,4,19,10,-1.365010279254,1.6958260637521054,-4.0436658186426255,-2.3844814660389164,-9.580913645265719
health_score,S2,top_responsibility_pairbest,0.08,36,-5.62231266552209,-0.15617535182005804,0.3888888888888889,7,2,5,24,12,-0.8257280684667684,1.0100836122639916,-4.796584597055322,-4.748700542031668,-11.180602543286298
health_score,S2,top_responsibility_all,0.1,45,-4.9607861087913205,-0.11023969130647379,0.4666666666666667,7,4,3,25,20,-1.8828484059163741,1.705988378463041,-3.077937702874946,-1.8041961725717743,-7.177920370244316
health_score,S2,top_responsibility_decisive,0.1,36,-4.892605753508813,-0.13590571537524482,0.5277777777777778,6,4,2,20,16,-1.327201762275415,1.596712185184961,-3.5654039912333984,-2.232965981167349,-6.374412437884456
health_score,S2,top_responsibility_pairbest,0.1,45,-4.9607861087913205,-0.11023969130647379,0.4666666666666667,7,4,3,25,20,-0.7010129955532926,1.68696105047712,-4.259773113238028,-2.5251164583991104,-7.6045630219359746
health_score,S2,top_responsibility_all,0.14,63,-7.077017459103081,-0.11233361046195367,0.4603174603174603,7,3,4,30,33,-1.7448159221990593,2.0508258439891294,-5.332201536904022,-2.600026497877645,-11.30255358583507
health_score,S2,top_responsibility_decisive,0.14,51,-6.160757667385844,-0.12079916994874203,0.5490196078431373,7,3,4,24,27,-1.489926368678579,1.5430028947977905,-4.670831298707265,-3.027104689469409,-10.19510968280771
health_score,S2,top_responsibility_pairbest,0.14,63,-7.077017459103081,-0.11233361046195367,0.4603174603174603,7,3,4,30,33,-0.6405172022000173,1.458549623730841,-6.436500256903064,-4.412945677116603,-11.815135119758677
health_score,S2,top_responsibility_all,0.18,81,-8.188577547631112,-0.10109354997075448,0.48148148148148145,8,3,5,38,43,-1.8360984244357226,2.2620129483020426,-6.35247912319539,-2.808330132665162,-13.632561705263651
health_score,S2,top_responsibility_decisive,0.18,66,-7.2415433742852295,-0.10972035415583681,0.5606060606060606,8,3,5,30,36,-2.837109011284772,1.8246369863992313,-4.404434363000457,-2.4138688384763265,-12.030018142790574
health_score,S2,top_responsibility_pairbest,0.18,81,-8.188577547631112,-0.10109354997075448,0.48148148148148145,8,3,5,38,43,-1.0340153964199832,2.019760626689193,-7.154562151211129,-3.5422822173432214,-13.946581822136181
health_score,S3,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0
health_score,S3,top_responsibility_all,0.01,4,-0.8100126549055647,-0.20250316372639118,0.25,2,1,1,4,0,-0.16684329561757302,0.5577327395477616,-0.6431693592879917,-1.153185591739704,-1.5682820218659328
health_score,S3,top_responsibility_decisive,0.01,4,-0.6598807778878402,-0.16497019447196004,0.5,2,1,1,4,0,-0.16017132029158643,0.6154684322566183,-0.49970945759625374,-0.811917283497492,-1.2409853435164655
health_score,S3,top_responsibility_pairbest,0.01,4,-0.8100126549055647,-0.20250316372639118,0.25,2,1,1,4,0,-0.10254627383855068,0.4705005123470593,-0.7074663810670141,-1.5036463563830502,-1.622617204863974
health_score,S3,top_responsibility_all,0.02,9,-0.9416395784967808,-0.10462661983297565,0.4444444444444444,2,1,1,8,1,-0.32908630443676606,0.6183961994506794,-0.6125532740600148,-0.9905514856076819,-1.5966829314977757
