candidate_id,family,q2_k,core_alpha,tail_k,tail_alpha,changed_cells,changed_rows,mean_abs_logit_move,max_abs_logit_move,mean_abs_prob_move,max_abs_prob_move,h042_overlap_cells,h042_jaccard,h042_distance_l1,h042_distance_l2,tangent_expected_delta,resolved_path
h043_q2_top35_a0.34_c35_0e91fb72,q2_top35_a0.34,35,0.34,0,0.0,35,35,0.008689704282019874,0.15221110085486989,0.0019469307914553374,0.026025776411750523,35,0.7777777777777778,0.006193676371596593,0.016402780079221926,-0.0001061852078833707,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top35_a0.34_c35_0e91fb72.csv
h043_q2_top35_a0.42_c35_fda6cd1e,q2_top35_a0.42,35,0.42,0,0.0,35,35,0.01073434058367161,0.18802547752660437,0.002402046710326094,0.031825780911449275,35,0.7777777777777778,0.004149040069944856,0.012832363227125282,-0.00013811902013722327,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top35_a0.42_c35_fda6cd1e.csv
h043_q2_top35_a0.5_c35_dd05fc17,q2_top35_a0.5,35,0.5,0,0.0,35,35,0.012778976885323328,0.22383985419833818,0.002855930273833809,0.03750264228826794,35,0.7777777777777778,0.0021044037682931456,0.011396300417886952,-0.00017005283239108004,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top35_a0.5_c35_dd05fc17.csv
h043_q2_top35_a0.58_c35_68fedc9a,q2_top35_a0.58,35,0.58,0,0.0,35,35,0.014823613186975063,0.25965423087007267,0.003308537474398377,0.04305671614590323,35,0.7777777777777778,0.004149040069944878,0.012832363227125313,-0.00020198664464493975,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top35_a0.58_c35_68fedc9a.csv
h043_q2_top35_a0.66_c35_dc29cf36,q2_top35_a0.66,35,0.66,0,0.0,35,35,0.016868249488626794,0.2954686075418076,0.003759825187557732,0.048488496918805524,35,0.7777777777777778,0.006193676371596609,0.016402780079221968,-0.00023392045689880127,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top35_a0.66_c35_dc29cf36.csv
h043_q2_top35_a0.78_c35_6810e16e,q2_top35_a0.78,35,0.78,0,0.0,35,35,0.01993520394110438,0.3491901725494082,0.004434190542495226,0.05640827282238181,35,0.7777777777777778,0.009260630824074195,0.023581788041771492,-0.0002802438813513964,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top35_a0.78_c35_6810e16e.csv
h043_q2_top35_a0.92_c35_b6eb5bda,q2_top35_a0.92,35,0.92,0,0.0,35,35,0.02351331746899491,0.411865331724943,0.005216892872748852,0.06530560317851364,35,0.7777777777777778,0.012838744351964727,0.03299821294081576,-0.00032439315148140774,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top35_a0.92_c35_b6eb5bda.csv
h043_q2_top35_a1.1_c35_b2fd6745,q2_top35_a1.1,35,1.1,0,0.0,35,35,0.028113749147711305,0.492447679236345,0.00621647749073748,0.07621131349441512,35,0.7777777777777778,0.01743917603068112,0.045684040643155975,-0.0003643321881128764,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top35_a1.1_c35_b2fd6745.csv
h043_q2_top45_a0.08_c45_d0de8331,q2_top45_a0.08,45,0.08,0,0.0,45,45,0.0023813409045786594,0.03581437667173448,0.0005309966361202047,0.006323816227665535,45,1.0,0.012502039749037809,0.03241368016805557,-3.498532799963872e-05,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top45_a0.08_c45_d0de8331.csv
h043_q2_top45_a0.14_c45_7488d30c,q2_top45_a0.14,45,0.14,0,0.0,45,45,0.00416734658301262,0.06267515917553435,0.0009286333962083339,0.010986013709512576,45,1.0,0.010716034070603847,0.027783154429761942,-6.122432399956896e-05,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top45_a0.14_c45_7488d30c.csv
h043_q2_top45_a0.22_c45_77b1762d,q2_top45_a0.22,45,0.22,0,0.0,45,45,0.006548687487591254,0.0984895358472686,0.0014579612947390479,0.017094458744251084,45,1.0,0.008334693166025215,0.02160912011203705,-9.620965199947627e-05,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top45_a0.22_c45_77b1762d.csv
h043_q2_top45_a0.34_c45_a3400d9a,q2_top45_a0.34,45,0.34,0,0.0,45,45,0.010120698844459194,0.15221110085486989,0.0022500223329313903,0.026025776411750523,45,1.0,0.004762681809157272,0.012348068635449745,-0.0001486876439993371,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top45_a0.34_c45_a3400d9a.csv
h043_q2_top45_a0.42_c45_0d371d2e,q2_top45_a0.42,45,0.42,0,0.0,45,45,0.012502039749037833,0.18802547752660437,0.0027767054593533843,0.031825780911449275,45,1.0,0.002381340904578634,0.0061740343177248335,-0.0001836729719992445,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top45_a0.42_c45_0d371d2e.csv
h043_q2_top45_a0.5_c45_50fc6607,q2_top45_a0.5,45,0.5,0,0.0,45,45,0.014883380653616449,0.22383985419833818,0.003302247366368633,0.03750264228826794,45,1.0,2.586949751637313e-17,7.964750322827367e-17,-0.0002186582999991515,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top45_a0.5_c45_50fc6607.csv
h043_q2_top45_a0.58_c45_707aba80,q2_top45_a0.58,45,0.58,0,0.0,45,45,0.017264721558195084,0.25965423087007267,0.0038266017242253067,0.04305671614590323,45,1.0,0.002381340904578659,0.0061740343177249055,-0.0002536436279990588,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top45_a0.58_c45_707aba80.csv
h043_q2_top45_a0.66_c45_c53a38cf,q2_top45_a0.66,45,0.66,0,0.0,45,45,0.01964606246277372,0.2954686075418076,0.004349723048230416,0.048488496918805524,45,1.0,0.004762681809157289,0.012348068635449808,-0.0002886289559989662,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top45_a0.66_c45_c53a38cf.csv
h043_q2_top45_a0.78_c45_1434bab1,q2_top45_a0.78,45,0.78,0,0.0,45,45,0.023218073819641652,0.3491901725494082,0.0051319956638279955,0.05640827282238181,45,1.0,0.008334693166025225,0.021609120112037104,-0.00033757894799891277,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top45_a0.78_c45_1434bab1.csv
h043_q2_top45_a0.92_c45_3adec3ee,q2_top45_a0.92,45,0.92,0,0.0,45,45,0.02738542040265426,0.411865331724943,0.006040817800909785,0.06530560317851364,45,1.0,0.012502039749037835,0.03241368016805565,-0.000383123271998901,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top45_a0.92_c45_3adec3ee.csv
h043_q2_top45_a1.1_c45_07374bdf,q2_top45_a1.1,45,1.1,0,0.0,45,45,0.03274343743795618,0.492447679236345,0.007202896527161287,0.07621131349441512,45,1.0,0.017860056784339755,0.04630525738293665,-0.00042324825999894613,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top45_a1.1_c45_07374bdf.csv
h043_q2_top55_a0.08_c55_184eb738,q2_top55_a0.08,55,0.08,0,0.0,55,55,0.00262136833676402,0.03581437667173448,0.0005852650105532667,0.006323816227665535,45,0.8181818181818182,0.012742067181223175,0.03244578138981375,-1.2227527974412088e-05,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top55_a0.08_c55_184eb738.csv
h043_q2_top55_a0.14_c55_3b813a0c,q2_top55_a0.14,55,0.14,0,0.0,55,55,0.00458739458933701,0.06267515917553435,0.001023534670831807,0.010986013709512576,45,0.8181818181818182,0.01113608207692824,0.027897670210810938,-3.8466523974244765e-05,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top55_a0.14_c55_3b813a0c.csv
h043_q2_top55_a0.22_c55_6ff33432,q2_top55_a0.22,55,0.22,0,0.0,55,55,0.007208762926101012,0.0984895358472686,0.0016069471149051718,0.017094458744251084,45,0.8181818181818182,0.008994768604534976,0.02197042810127389,-7.3451851974105e-05,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top55_a0.22_c55_6ff33432.csv
h043_q2_top55_a0.34_c55_c4c8ac25,q2_top55_a0.34,55,0.34,0,0.0,55,55,0.011140815431247002,0.15221110085486989,0.0024799327219946223,0.026025776411750523,45,0.8181818181818182,0.005782798395945086,0.013787028379158586,-0.00012592984397393674,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top55_a0.34_c55_c4c8ac25.csv
h043_q2_top55_a0.42_c55_e3a35b55,q2_top55_a0.42,55,0.42,0,0.0,55,55,0.01376218376801101,0.18802547752660437,0.0030604281024495215,0.031825780911449275,45,0.8181818181818182,0.0036414849235518157,0.009772701666629895,-0.00016091517197383396,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top55_a0.42_c55_e3a35b55.csv
h043_q2_top55_a0.5_c55_5fefa419,q2_top55_a0.5,55,0.5,0,0.0,55,55,0.01638355210477499,0.22383985419833818,0.003639670224834873,0.03750264228826794,45,0.8181818181818182,0.0015001714511585678,0.009018357923271682,-0.00019590049997373406,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top55_a0.5_c55_5fefa419.csv
h043_q2_top55_a0.58_c55_5061e807,q2_top55_a0.58,55,0.58,0,0.0,55,55,0.01900492044153899,0.25965423087007267,0.004217611008505393,0.04305671614590323,45,0.8181818181818182,0.004121539787922566,0.012147320561736364,-0.00023088582797363639,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top55_a0.58_c55_5061e807.csv
h043_q2_top55_a0.66_c55_5e57cffe,q2_top55_a0.66,55,0.66,0,0.0,55,55,0.021626288778302992,0.2954686075418076,0.0047942032403519115,0.048488496918805524,45,0.8181818181818182,0.006742908124686566,0.017151838078089163,-0.0002658686736572344,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top55_a0.66_c55_5e57cffe.csv
h043_q2_top55_a0.78_c55_41de2e67,q2_top55_a0.78,55,0.78,0,0.0,55,55,0.02555834128344898,0.3491901725494082,0.005656461896635053,0.05640827282238181,45,0.8181818181818182,0.010674960629832558,0.025785279857497366,-0.00031326730768382275,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top55_a0.78_c55_41de2e67.csv
h043_q2_top55_a0.92_c55_774a85c6,q2_top55_a0.92,55,0.92,0,0.0,55,55,0.030145735872785975,0.411865331724943,0.006658260189625338,0.06530560317851364,45,0.8181818181818182,0.015262355219169552,0.036414284965654714,-0.00035628149277790806,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top55_a0.92_c55_774a85c6.csv
h043_q2_top55_a1.1_c55_4282d238,q2_top55_a1.1,55,1.1,0,0.0,55,55,0.03604381463050498,0.492447679236345,0.007939326771052737,0.07621131349441512,45,0.8181818181818182,0.021160433976888555,0.05037675887470369,-0.0003921466773173507,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top55_a1.1_c55_4282d238.csv
h043_q2_top70_a0.08_c70_47742340,q2_top70_a0.08,70,0.08,0,0.0,70,70,0.0030077464677793417,0.03581437667173448,0.0006738774283297241,0.006323816227665535,45,0.6428571428571429,0.013128445312238491,0.032494194438274504,-2.623412751929591e-07,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top70_a0.08_c70_47742340.csv
h043_q2_top70_a0.14_c70_681d96a8,q2_top70_a0.14,70,0.14,0,0.0,70,70,0.005263556318613829,0.06267515917553435,0.0011785666091972422,0.010986013709512576,45,0.6428571428571429,0.011812243806205056,0.028069704775235613,-2.650133727497996e-05,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top70_a0.14_c70_681d96a8.csv
h043_q2_top70_a0.22_c70_c69b47e7,q2_top70_a0.22,70,0.22,0,0.0,70,70,0.008271302786393148,0.0984895358472686,0.0018504831610091123,0.017094458744251084,45,0.6428571428571429,0.01005730846482711,0.022505016636665404,-6.148666527481815e-05,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top70_a0.22_c70_c69b47e7.csv
h043_q2_top70_a0.34_c70_66c086ff,q2_top70_a0.34,70,0.34,0,0.0,70,70,0.012782922488062128,0.15221110085486989,0.002856100978233125,0.026025776411750523,45,0.6428571428571429,0.007424905452760207,0.015712084758475645,-0.00011396465727463615,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top70_a0.34_c70_66c086ff.csv
h043_q2_top70_a0.42_c70_94ae9c74,q2_top70_a0.42,70,0.42,0,0.0,70,70,0.01579066895584146,0.18802547752660437,0.0035249312191022422,0.031825780911449275,45,0.6428571428571429,0.005669970111382259,0.013496688655533287,-0.00014894998527452863,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top70_a0.42_c70_94ae9c74.csv
h043_q2_top70_a0.5_c70_ac09a616,q2_top70_a0.5,70,0.5,0,0.0,70,70,0.01879841542362076,0.22383985419833818,0.00419243573542321,0.03750264228826794,45,0.6428571428571429,0.003915034770004336,0.014287792750979763,-0.00018393531327442545,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top70_a0.5_c70_ac09a616.csv
h043_q2_top70_a0.58_c70_ab159a3a,q2_top70_a0.58,70,0.58,0,0.0,70,70,0.021806161891400083,0.25965423087007267,0.004858563730639462,0.04305671614590323,45,0.6428571428571429,0.006922781237783659,0.017686459751718814,-0.00021892064127432547,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top70_a0.58_c70_ab159a3a.csv
h043_q2_top70_a0.66_c70_ccb56b12,q2_top70_a0.66,70,0.66,0,0.0,70,70,0.02481390835917941,0.2954686075418076,0.005523265281926827,0.048488496918805524,45,0.6428571428571429,0.009930527705562985,0.022542628844637015,-0.0002536407370908163,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top70_a0.66_c70_ccb56b12.csv
h043_q2_top70_a0.78_c70_3833c0e3,q2_top70_a0.78,70,0.78,0,0.0,70,70,0.029325528060848392,0.3491901725494082,0.006517535958589693,0.05640827282238181,45,0.6428571428571429,0.014442147407231962,0.031044349927374513,-0.0002985212267258541,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top70_a0.78_c70_3833c0e3.csv
h043_q2_top70_a0.92_c70_4428983d,q2_top70_a0.92,70,0.92,0,0.0,70,70,0.03458908437946219,0.411865331724943,0.007673106956406905,0.06530560317851364,45,0.6428571428571429,0.019705703725845774,0.041734715826125236,-0.0003376368765954051,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top70_a0.92_c70_4428983d.csv
h043_q2_top70_a1.1_c70_9ecff694,q2_top70_a1.1,70,1.1,0,0.0,70,70,0.04135651393196569,0.492447679236345,0.009151477323922243,0.07621131349441512,45,0.6428571428571429,0.02647313327834926,0.05596623451960628,-0.00036696942997195727,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top70_a1.1_c70_9ecff694.csv
h043_q2_top90_a0.08_c90_5e0977ee,q2_top90_a0.08,90,0.08,0,0.0,90,90,0.00330809097552633,0.03581437667173448,0.000738539504901492,0.006323816227665535,45,0.5,0.01342878981998548,0.03251857582183429,3.949808025834026e-06,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top90_a0.08_c90_5e0977ee.csv
h043_q2_top90_a0.14_c90_63fb3508,q2_top90_a0.14,90,0.14,0,0.0,90,90,0.005789159207171065,0.06267515917553435,0.001291674647197349,0.010986013709512576,45,0.5,0.012337846694762292,0.028156041960179224,-2.2289187973938467e-05,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top90_a0.14_c90_63fb3508.csv
h043_q2_top90_a0.22_c90_d6a8a7db,q2_top90_a0.22,90,0.22,0,0.0,90,90,0.009097250182697383,0.0984895358472686,0.002028117851864364,0.017094458744251084,45,0.5,0.010883255861131346,0.022769784854211026,-5.727451597376952e-05,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top90_a0.22_c90_d6a8a7db.csv
h043_q2_top90_a0.34_c90_a333fc88,q2_top90_a0.34,90,0.34,0,0.0,90,90,0.014059386645986851,0.15221110085486989,0.0031303787552201053,0.026025776411750523,45,0.5,0.00870136961068493,0.01659820771866511,-0.0001097525079735832,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top90_a0.34_c90_a333fc88.csv
