subset_delta_mean_vs_h012,subset_delta_p10_vs_h012,subset_delta_p90_vs_h012,subset_delta_max_vs_h012,subset_beats_h012_rate,uniform_delta_mean_vs_h012,uniform_delta_p90_vs_h012,candidate_id,mode,target_subset,k,alpha,changed_rows,changed_cells,mean_abs_prob_delta_vs_h012,max_abs_prob_delta_vs_h012,h015_subset_delta_mean,delta_gain_vs_h015_subset,h016_decision,decision_rank,file
-0.00015909125505176181,-0.0001621334823376236,-0.0001569988538319918,-0.0001569988538319918,1.0,-0.00015647705843224445,-0.00015647705843224445,combined_all_k1000_a0.75,combined,all,1000,0.75,248,1000,0.006432682695915754,0.04088660896427987,0.00016464899144879005,-0.00032374024650055184,public_subset_sensor,1,hitl/h016_public_subset_weight_jepa/submission_h016_combined_all_k1000_a0.75_7e7ef34c.csv
-0.00015888143504687825,-0.00016084181665749066,-0.00015750595366741357,-0.00015750595366741357,1.0,-0.000145678231342938,-0.00014567823134293797,combined_all_k120_a0.75,combined,all,120,0.75,92,120,0.0013046140521386239,0.04088660896427987,0.00016464899144879005,-0.0003235304264956683,public_subset_sensor,1,hitl/h016_public_subset_weight_jepa/submission_h016_combined_all_k120_a0.75_adb7deaa.csv
-0.00015781017710333854,-0.00016021037101843035,-0.00015614163905233958,-0.00015614163905233958,1.0,-0.00014422857614685778,-0.00014422857614685778,combined_all_k120_a1,combined,all,120,1.0,92,120,0.0017058829899709142,0.05164167766874983,0.00016464899144879005,-0.0003224591685521286,public_subset_sensor,1,hitl/h016_public_subset_weight_jepa/submission_h016_combined_all_k120_a1_adcc8aff.csv
-0.0001577656305550549,-0.00015796819447907423,-0.00015760494885391267,-0.00015760494885391267,1.0,-0.00015102575114455283,-0.00015102575114455286,gain_S_k400_a1,gain,S,400,1.0,207,400,0.003661860892363825,0.05164167766874983,0.00016464899144879005,-0.00032241462200384495,public_subset_sensor,1,hitl/h016_public_subset_weight_jepa/submission_h016_gain_S_k400_a1_8a2277ca.csv
-0.00015732513556971676,-0.00016026987541558255,-0.00015528133473735966,-0.00015528133473735966,1.0,-0.0001445329756738561,-0.0001445329756738561,combined_all_k240_a1.25,combined,all,240,1.25,154,240,0.003326934724609454,0.06373900677125643,0.00016464899144879005,-0.0003219741270185068,public_subset_sensor,1,hitl/h016_public_subset_weight_jepa/submission_h016_combined_all_k240_a1.25_08cd1fff.csv
-0.00015510795083017212,-0.00015530162602240416,-0.00015495950903992317,-0.00015495950903992317,1.0,-0.00014757506039557772,-0.00014757506039557772,gain_S_k240_a0.75,gain,S,240,0.75,158,240,0.0020106696758929316,0.04088660896427987,0.00016464899144879005,-0.00031975694227896214,public_subset_sensor,1,hitl/h016_public_subset_weight_jepa/submission_h016_gain_S_k240_a0.75_580155c8.csv
-0.0001507011373080824,-0.00015342366098629686,-0.00014880241788531087,-0.00014880241788531087,1.0,-0.00013645776371544718,-0.00013645776371544715,gain_all_k1400_a1,gain,all,1400,1.0,250,1400,0.010314729269060314,0.05164167766874983,0.00016464899144879005,-0.00031535012875687245,public_subset_sensor,1,hitl/h016_public_subset_weight_jepa/submission_h016_gain_all_k1400_a1_5ea8c6d1.csv
-0.00015046792036582822,-0.0001533478121496704,-0.00014849330337675127,-0.00014849330337675127,1.0,-0.0001383907064700027,-0.0001383907064700027,gain_all_k120_a1.25,gain,all,120,1.25,98,120,0.0020889484764658353,0.06373900677125643,0.00016464899144879005,-0.00031511691181461827,public_subset_sensor,1,hitl/h016_public_subset_weight_jepa/submission_h016_gain_all_k120_a1.25_4121ab9f.csv
-0.00014813905734105013,-0.00014825689365913612,-0.0001480356731889584,-0.0001480356731889584,1.0,-0.00013968313464836262,-0.00013968313464836265,combined_S_k240_a0.75,combined,S,240,0.75,162,240,0.00193794019553048,0.04088660896427987,0.00016464899144879005,-0.00031278804878984016,public_subset_sensor,1,hitl/h016_public_subset_weight_jepa/submission_h016_combined_S_k240_a0.75_c92da04e.csv
-0.0001467651210836544,-0.0001501360116138675,-0.0001443947327499543,-0.0001443947327499543,1.0,-0.00013748296582685078,-0.0001374829658268508,combined_all_k400_a1.25,combined,all,400,1.25,199,400,0.004949913134365926,0.06373900677125643,0.00016464899144879005,-0.00031141411253244445,public_subset_sensor,1,hitl/h016_public_subset_weight_jepa/submission_h016_combined_all_k400_a1.25_e72e46ce.csv
-0.00014524448729696924,-0.00014853216454736062,-0.0001429864971360173,-0.0001429864971360173,1.0,-0.00013627357306367823,-0.00013627357306367823,gain_all_k400_a1.5,gain,all,400,1.5,200,400,0.005999446433320212,0.07556595264375943,0.00016464899144879005,-0.0003098934787457593,public_subset_sensor,1,hitl/h016_public_subset_weight_jepa/submission_h016_gain_all_k400_a1.5_729bebc9.csv
-0.00014383926382248823,-0.00014403031021175474,-0.00014368662147096843,-0.00014368662147096843,1.0,-0.0001369383395883282,-0.00013693833958832818,gain_S_k240_a1,gain,S,240,1.0,158,240,0.0026433567513631513,0.05164167766874983,0.00016464899144879005,-0.0003084882552712783,public_subset_sensor,1,hitl/h016_public_subset_weight_jepa/submission_h016_gain_S_k240_a1_eca95f7a.csv
-0.00013452066361535237,-0.00013784073628990754,-0.0001322502638227989,-0.0001322502638227989,1.0,-0.00012621270920337734,-0.00012621270920337734,gain_all_k700_a1.5,gain,all,700,1.5,240,700,0.008343415613974446,0.07556595264375943,0.00016464899144879005,-0.0002991696550641424,public_subset_sensor,1,hitl/h016_public_subset_weight_jepa/submission_h016_gain_all_k700_a1.5_8401bb36.csv
-0.00013228732269218342,-0.00013501927231018024,-0.00013040932379013672,-0.00013040932379013672,1.0,-0.00012010490651499218,-0.00012010490651499218,combined_all_k120_a1.25,combined,all,120,1.25,92,120,0.0020916155854480614,0.06373900677125643,0.00016464899144879005,-0.00029693631414097347,public_subset_sensor,1,hitl/h016_public_subset_weight_jepa/submission_h016_combined_all_k120_a1.25_94c015f3.csv
-0.00013032928273272164,-0.00013362637233716612,-0.0001280691978708166,-0.0001280691978708166,1.0,-0.00012091309083217522,-0.00012091309083217524,gain_all_k240_a1.5,gain,all,240,1.5,158,240,0.004224433992252852,0.07556595264375943,0.00016464899144879005,-0.0002949782741815117,public_subset_sensor,1,hitl/h016_public_subset_weight_jepa/submission_h016_gain_all_k240_a1.5_e8857151.csv
-0.00012652548124095418,-0.00012665732508868017,-0.00012641235298837476,-0.00012641235298837476,1.0,-0.00011901490723700599,-0.000119014907237006,combined_S_k240_a1,combined,S,240,1.0,162,240,0.0025382929112908893,0.05164167766874983,0.00016464899144879005,-0.0002911744726897442,public_subset_sensor,1,hitl/h016_public_subset_weight_jepa/submission_h016_combined_S_k240_a1_cb2e82b3.csv
-0.00012565989834043058,-0.00012638482046873375,-0.00012511043929692636,-0.00012511043929692636,1.0,-0.00012246218200174703,-0.000122462182001747,combined_S_k400_a0.75,combined,S,400,0.75,209,400,0.00298193643656485,0.04088660896427987,0.00016464899144879005,-0.00029030888978922063,public_subset_sensor,1,hitl/h016_public_subset_weight_jepa/submission_h016_combined_S_k400_a0.75_0bd10fd9.csv
-0.0001250069426284123,-0.00012752658215433357,-0.00012327353764533347,-0.00012327353764533347,1.0,-0.00011927914540140311,-0.00011927914540140311,gain_Q_k400_a1,gain,Q,400,1.0,227,400,0.00252035609914296,0.051590890532074996,0.00016464899144879005,-0.00028965593407720235,public_subset_sensor,1,hitl/h016_public_subset_weight_jepa/submission_h016_gain_Q_k400_a1_3a87320d.csv
-0.0001230391479733919,-0.00012594434465514293,-0.00012105624150896895,-0.00012105624150896895,1.0,-0.00011642743257937418,-0.00011642743257937419,gain_Q_k240_a1.25,gain,Q,240,1.25,174,240,0.0023066173068048896,0.06373900677125643,0.00016464899144879005,-0.00028768813942218194,public_subset_sensor,1,not_materialized
-0.0001226549630097214,-0.0001255642772675564,-0.00012066887079202859,-0.00012066887079202859,1.0,-0.00011601083359311922,-0.00011601083359311924,gain_Q_k400_a1.25,gain,Q,400,1.25,227,400,0.003136889260092073,0.06373900677125643,0.00016464899144879005,-0.00028730395445851145,public_subset_sensor,1,not_materialized
-0.00012106147270984472,-0.000123580104812964,-0.00011932866455120158,-0.00011932866455120158,1.0,-0.00011527705713747248,-0.00011527705713747248,gain_Q_k240_a1,gain,Q,240,1.0,174,240,0.0018545261023330914,0.051590890532074996,0.00016464899144879005,-0.00028571046415863476,public_subset_sensor,1,not_materialized
-0.0001184601883517434,-0.00012135401083929111,-0.00011645241492016046,-0.00011645241492016046,1.0,-0.00011459026307312563,-0.0001145902630731256,weight_all_k400_a0.75,weight,all,400,0.75,203,400,0.002793771068412085,0.04088660896427987,0.00016464899144879005,-0.00028310917980053343,public_subset_sensor,1,not_materialized
-0.0001178148068348324,-0.00011796496788747909,-0.00011769251283783291,-0.00011769251283783291,1.0,-0.00011022894143493064,-0.00011022894143493064,gain_S_k120_a0.75,gain,S,120,0.75,101,120,0.0011938905491686344,0.04088660896427987,0.00016464899144879005,-0.00028246379828362247,public_subset_sensor,1,not_materialized
-0.00011500325075515957,-0.00011518674253507725,-0.00011485549261509218,-0.00011485549261509218,1.0,-0.00010773066460221946,-0.00010773066460221946,gain_S_k700_a1,gain,S,700,1.0,243,700,0.005862957363320696,0.05164167766874983,0.00016464899144879005,-0.00027965224220394963,public_subset_sensor,1,not_materialized
-0.00011411795795147679,-0.00011615348216682002,-0.00011270824895358231,-0.00011270824895358231,1.0,-0.00010950530835414878,-0.00010950530835414875,gain_Q_k400_a0.75,gain,Q,400,0.75,227,400,0.0018983731604109216,0.03913103827374764,0.00016464899144879005,-0.00027876694940026685,public_subset_sensor,1,not_materialized
-0.00011405848934924161,-0.00011725646749084244,-0.00011189617312793374,-0.00011189617312793374,1.0,-0.00010685399995168057,-0.00010685399995168058,gain_Q_k240_a1.5,gain,Q,240,1.5,174,240,0.002754046846233631,0.07556595264375943,0.00016464899144879005,-0.00027870748079803165,public_subset_sensor,1,not_materialized
-0.00011131279602586882,-0.0001143721468571161,-0.0001092089431179058,-0.0001092089431179058,1.0,-0.00010816079291388716,-0.00010816079291388716,combined_all_k1400_a0.75,combined,all,1400,0.75,250,1400,0.008296579630075447,0.04088660896427987,0.00016464899144879005,-0.00027596178747465885,public_subset_sensor,1,not_materialized
-0.00011099325045221653,-0.00011410408807741134,-0.00010887989213155694,-0.00010887989213155694,1.0,-0.00010141125589049545,-0.00010141125589049545,gain_all_k120_a1.5,gain,all,120,1.5,98,120,0.0024652470647985505,0.07556595264375943,0.00016464899144879005,-0.0002756422419010066,public_subset_sensor,1,not_materialized
-0.00011099067054970999,-0.00011113394658783193,-0.00011087087154962312,-0.00011087087154962312,1.0,-0.00010393876297157288,-0.00010393876297157288,gain_S_k120_a1,gain,S,120,1.0,101,120,0.0015633991794080742,0.05164167766874983,0.00016464899144879005,-0.0002756396619985,public_subset_sensor,1,not_materialized
-0.00011094671489720356,-0.00011097171106666692,-0.00011091598248853805,-0.00011091598248853805,1.0,-0.00010273945430380088,-0.00010273945430380088,combined_S_k120_a0.75,combined,S,120,0.75,99,120,0.0011238368202293625,0.04088660896427987,0.00016464899144879005,-0.00027559570634599364,public_subset_sensor,1,not_materialized
-0.00010819747825320204,-0.00011110785271848494,-0.00010620860263896814,-0.00010620860263896814,1.0,-0.00010129505123840513,-0.00010129505123840512,gain_Q_k120_a1.25,gain,Q,120,1.25,104,120,0.0015129295537781593,0.06373900677125643,0.00016464899144879005,-0.00027284646970199207,public_subset_sensor,1,not_materialized
-0.00010794716261946645,-0.0001099836679556955,-0.00010653645059011631,-0.00010653645059011631,1.0,-0.0001032309820960267,-0.00010323098209602671,gain_Q_k240_a0.75,gain,Q,240,0.75,174,240,0.001397791905665247,0.03913103827374764,0.00016464899144879005,-0.0002725961540682565,public_subset_sensor,1,not_materialized
-0.00010726031979380214,-0.00011046662581531848,-0.00010509124494197157,-0.00010509124494197157,1.0,-9.98921972236323e-05,-9.989219722363231e-05,gain_Q_k400_a1.5,gain,Q,400,1.5,227,400,0.0037479525458351177,0.07556595264375943,0.00016464899144879005,-0.0002719093112425922,public_subset_sensor,1,not_materialized
-0.00010437956117002818,-0.00010689918169517394,-0.00010264435132006752,-0.00010264435132006752,1.0,-9.826872281292957e-05,-9.826872281292956e-05,gain_Q_k120_a1,gain,Q,120,1.0,104,120,0.0012176120241437194,0.051590890532074996,0.00016464899144879005,-0.00026902855261881826,public_subset_sensor,1,not_materialized
-0.00010422730389922088,-0.00010720387058758176,-0.00010216914867576953,-0.00010216914867576953,1.0,-0.00010022255444578928,-0.00010022255444578928,weight_all_k700_a0.75,weight,all,700,0.75,239,700,0.004605158375540708,0.04088660896427987,0.00016464899144879005,-0.00026887629534801095,public_subset_sensor,1,not_materialized
-0.00010380575532943642,-0.00010395721795578368,-0.00010367433311530542,-0.00010367433311530542,1.0,-9.889009107170216e-05,-9.889009107170215e-05,gain_S_k240_a1.25,gain,S,240,1.25,158,240,0.0032585519183670093,0.061543820765378676,0.00016464899144879005,-0.0002684547467782265,public_subset_sensor,1,not_materialized
-0.00010341019793325494,-0.00010661906997728166,-0.00010123720540877204,-0.00010123720540877204,1.0,-9.599673594222129e-05,-9.599673594222127e-05,gain_Q_k120_a1.5,gain,Q,120,1.5,104,120,0.001804577490307252,0.07556595264375943,0.00016464899144879005,-0.000268059189382045,public_subset_sensor,1,not_materialized
-0.00010217484267762014,-0.00010235599010533426,-0.00010202808531374567,-0.00010202808531374567,1.0,-9.7571883181649e-05,-9.7571883181649e-05,gain_S_k400_a1.25,gain,S,400,1.25,207,400,0.004520175992741922,0.061543820765378676,0.00016464899144879005,-0.0002668238341264102,public_subset_sensor,1,not_materialized
-9.812563713840567e-05,-0.00010093950696156602,-9.616804410319643e-05,-9.616804410319643e-05,1.0,-9.438860654730913e-05,-9.438860654730914e-05,weight_all_k240_a0.75,weight,all,240,0.75,148,240,0.0017568239543957987,0.04088660896427987,0.00016464899144879005,-0.0002627746285871957,public_subset_sensor,1,not_materialized
-9.78820981610618e-05,-9.791575214190509e-05,-9.784406121830973e-05,-9.784406121830973e-05,1.0,-9.054388387500763e-05,-9.054388387500761e-05,combined_S_k120_a1,combined,S,120,1.0,99,120,0.0014651132744910227,0.05164167766874983,0.00016464899144879005,-0.00026253108960985186,public_subset_sensor,1,not_materialized
-9.514047328521106e-05,-9.956586107281522e-05,-9.21085822573932e-05,-9.21085822573932e-05,1.0,-0.00010172767057836154,-0.00010172767057836154,combined_all_k700_a1,combined,all,700,1.0,237,700,0.006385487287102482,0.05164167766874983,0.00016464899144879005,-0.00025978946473400114,public_subset_sensor,1,not_materialized
-9.249814992887485e-05,-9.502848512012877e-05,-9.074428752431627e-05,-9.074428752431627e-05,1.0,-8.659867883839004e-05,-8.659867883839005e-05,combined_Q_k120_a1,combined,Q,120,1.0,104,120,0.0011036799592130477,0.051590890532074996,0.00016464899144879005,-0.0002571471413776649,public_subset_sensor,1,not_materialized
-9.180376104108513e-05,-9.38386174418161e-05,-9.0393051432105e-05,-9.0393051432105e-05,1.0,-8.677192533048849e-05,-8.67719253304885e-05,gain_Q_k120_a0.75,gain,Q,120,0.75,104,120,0.0009186391116476573,0.03913103827374764,0.00016464899144879005,-0.0002564527524898752,public_subset_sensor,1,not_materialized
-9.071604163573622e-05,-9.368571474375497e-05,-8.867731275123648e-05,-8.867731275123648e-05,1.0,-8.523610971040222e-05,-8.52361097104022e-05,combined_Q_k120_a1.25,combined,Q,120,1.25,104,120,0.001372928067303048,0.06373900677125643,0.00016464899144879005,-0.00025536503308452624,public_subset_sensor,1,not_materialized
-8.516053739074065e-05,-8.835391998901895e-05,-8.296993460253088e-05,-8.296993460253088e-05,1.0,-7.568656488919829e-05,-7.568656488919829e-05,combined_all_k240_a1.5,combined,all,240,1.5,154,240,0.003927841926411697,0.07556595264375943,0.00016464899144879005,-0.0002498095288395307,public_subset_sensor,1,not_materialized
-8.370328173074117e-05,-8.665898046451411e-05,-8.169936210871764e-05,-8.169936210871764e-05,1.0,-7.457340195981677e-05,-7.457340195981677e-05,combined_all_k120_a1.5,combined,all,120,1.5,92,120,0.002462540923404601,0.07556595264375943,0.00016464899144879005,-0.0002483522731795312,public_subset_sensor,1,not_materialized
-8.356899112546392e-05,-8.656023937206073e-05,-8.14992229125772e-05,-8.14992229125772e-05,1.0,-7.924237426938457e-05,-7.924237426938457e-05,weight_all_k1000_a0.75,weight,all,1000,0.75,250,1000,0.006162210590345788,0.04088660896427987,0.00016464899144879005,-0.00024821798257425396,public_subset_sensor,1,not_materialized
-8.331579754099737e-05,-8.342116657427054e-05,-8.322201221682886e-05,-8.322201221682886e-05,1.0,-7.812465062623709e-05,-7.812465062623709e-05,gain_S_k120_a1.25,gain,S,120,1.25,101,120,0.0019197398515944943,0.061543820765378676,0.00016464899144879005,-0.0002479647889897874,public_subset_sensor,1,not_materialized
-8.328163391966848e-05,-8.53133465224725e-05,-8.186259037736254e-05,-8.186259037736254e-05,1.0,-7.805522988416228e-05,-7.805522988416227e-05,combined_Q_k120_a0.75,combined,Q,120,0.75,104,120,0.0008326041286260184,0.03913103827374764,0.00016464899144879005,-0.00024793062536845856,public_subset_sensor,1,not_materialized
-8.298435497804581e-05,-8.52826311032618e-05,-8.143834546446639e-05,-8.143834546446639e-05,1.0,-8.280083083262247e-05,-8.280083083262246e-05,combined_Q_k240_a0.75,combined,Q,240,0.75,169,240,0.0014138679096916864,0.03913103827374764,0.00016464899144879005,-0.00024763334642683587,public_subset_sensor,1,not_materialized
-8.167345820332918e-05,-8.398060099562979e-05,-8.012385218695819e-05,-8.012385218695819e-05,1.0,-8.168993319763345e-05,-8.168993319763345e-05,combined_Q_k400_a0.75,combined,Q,400,0.75,223,400,0.002039213384933259,0.03913103827374764,0.00016464899144879005,-0.00024632244965211924,public_subset_sensor,1,not_materialized
-7.810076623052433e-05,-8.112535405498864e-05,-7.60988913633599e-05,-7.60988913633599e-05,1.0,-8.10724614570032e-05,-8.10724614570032e-05,combined_Q_k240_a1,combined,Q,240,1.0,169,240,0.0018742293389613326,0.051590890532074996,0.00016464899144879005,-0.00024274975767931437,public_subset_sensor,1,not_materialized
-7.364285791879148e-05,-7.705488666275602e-05,-7.133180759575278e-05,-7.133180759575278e-05,1.0,-7.09276601272705e-05,-7.09276601272705e-05,combined_Q_k120_a1.5,combined,Q,120,1.5,104,120,0.001643478890494147,0.07556595264375943,0.00016464899144879005,-0.00023829184936758154,public_subset_sensor,1,not_materialized
-7.29314314966541e-05,-7.305696201594278e-05,-7.282620888671992e-05,-7.282620888671992e-05,1.0,-6.798603502058185e-05,-6.798603502058185e-05,combined_S_k240_a1.25,combined,S,240,1.25,162,240,0.0031179137155149497,0.061543820765378676,0.00016464899144879005,-0.00023758042294544417,public_subset_sensor,1,not_materialized
