prior_name,ridge_mult,loo_mae,loo_rmse,loo_p90_abs,loo_spearman,loo_pearson,known_fit_mae,known_fit_p90_abs,current_safe_rate,q_mean,q_std,q_min,q_max,q_l1_from_prior,config_score
good_median,10.0,0.0005498655692619306,0.0007135793425997367,0.0011816775381920227,0.9070175438596491,0.903795305901481,0.00042345145632147825,0.0007321599885956448,0.8947368421052632,0.5952692524893516,0.2124944337970046,0.07186649190096998,0.9840270437602013,0.008753616098439955,0.0007955267254563796
sharp_e247,0.01,0.0004706600267554632,0.0008234281442266527,0.0016107662032338235,0.9543859649122807,0.911810557249307,2.905585150911312e-05,7.202546275363332e-05,0.9473684210526315,0.611350354128098,0.24550459993941373,1e-06,0.999999,0.03219307368881066,0.0008393635719361366
sharp_e247,0.03,0.0004982041653169757,0.0008768038502012934,0.0016403313744283912,0.9578947368421052,0.9011154738836418,3.800400722219252e-05,8.158352261113649e-05,1.0,0.6107873324199415,0.24551075484843254,1e-06,0.999999,0.03071906593659919,0.0008753562092244406
sharp_e247,0.1,0.0005216966569007444,0.000931639670483847,0.001604022002709817,0.9526315789473684,0.8888677869128829,5.147143106318773e-05,0.0001147763236765606,1.0,0.6103644343341224,0.24540481583144308,1e-06,0.999999,0.029006512971648662,0.0008885874682400053
sharp_e247,0.3,0.000539569756481853,0.0009715975765238823,0.0015816196870344088,0.9526315789473684,0.8797108082214184,8.104232683447547e-05,0.0001561553322898823,1.0,0.6103163091676501,0.24536570881835376,0.008940060832529101,0.999999,0.026606852559757085,0.0008997398731184914
sharp_e247,1.0,0.0005852681795084235,0.0010048071890091663,0.0015598691853312633,0.9543859649122807,0.8722301287271238,0.00017726049396845053,0.00031964424086955597,1.0,0.6105490886858718,0.24558592335984486,0.027332118576578614,0.999999,0.021949149508700406,0.000938702619318329
e247,30.0,0.000610349848586193,0.0008082775530699778,0.0015033729008208756,0.9280701754385964,0.8696187158208039,0.0005375950923538866,0.001209326417253758,1.0,0.5948710471019674,0.21196162658273862,0.07311139624849639,0.9801728318982389,0.004676159533091146,0.000949993297779824
good_soft,30.0,0.0006357850913858202,0.0008171502254396297,0.0015066227147422944,0.9228070175438597,0.8717443114169614,0.000563123411586558,0.00119942235187327,1.0,0.5948643974049628,0.2122687262006916,0.07269108194608599,0.980482148761523,0.004750110410457457,0.0009770350637032454
sharp_e247,3.0,0.0006363372026686526,0.0010329562139790986,0.0015232735886567036,0.9280701754385964,0.8642359459211246,0.0003169580141852364,0.0007029091276543441,0.7894736842105263,0.6109825219316967,0.24635120811286412,0.0372576111012074,0.999999,0.016231498502408327,0.0009819508582130322
sharp_e247,10.0,0.0006833381144366723,0.0010716115927435058,0.0014411812848437202,0.9245614035087718,0.8488828796286444,0.0004865202049583787,0.0009506594926480707,0.7894736842105263,0.6115792431383301,0.2479499095577191,0.045113243951058445,0.9985829660849539,0.010000796179900484,0.0010047451314687357
good_median,30.0,0.0006612380404464215,0.0008314601644219876,0.0015322285744523848,0.8771929824561402,0.8714830496738848,0.0005881750560265988,0.0011786489932620317,0.7368421052631579,0.5948991116414676,0.21257848916616084,0.07212857127671668,0.9806772046612768,0.004861381515732453,0.0010156434548874002
sharp_e247,30.0,0.0007265114345138363,0.0011094183472549184,0.0013433336298502017,0.9140350877192982,0.8321404238113417,0.0006239721828448678,0.0011574395267308004,0.7894736842105263,0.6118891844246729,0.2495309030443862,0.04607039561295448,0.9927691438945421,0.005246659137955593,0.001019827312942581
sharp_e247,100.0,0.0007660323839262852,0.0011395465244705661,0.0012634511064226741,0.9122807017543859,0.8186925310344771,0.0007270452698528946,0.0012173564378483532,0.7894736842105263,0.6119558682899933,0.2506467487350844,0.035768424657131634,0.9938522264205151,0.002023771887634861,0.0010355940316425611
sharp_e247,300.0,0.0007826958136661219,0.0011529100349910375,0.0012290067202076712,0.9122807017543859,0.81279124440094,0.0007684395863875611,0.0012129144435121554,0.7894736842105263,0.611951646746942,0.2510913398114074,0.031117938835704215,0.9943917185088086,0.0007375548765577788,0.001041924145517897
sharp_e247,1000.0,0.0007892524863796496,0.0011584410079112431,0.001219090345008829,0.9087719298245613,0.8103631194196255,0.0007848243744108839,0.0012165942985718026,0.7894736842105263,0.611945591138963,0.2512666308351737,0.029261158112268097,0.9946172258253848,0.00022884096463190667,0.001045926958303351
e247,100.0,0.0006886593137735052,0.0009020320139188216,0.0015978215868871152,0.943859649122807,0.8389948175423606,0.0006590953635911541,0.0015459714620177367,1.0,0.5945513299165536,0.21209156459959713,0.07305859245055142,0.9794939372719607,0.0018808079157179353,0.001054742631944903
good_soft,100.0,0.0007168225199088508,0.0009154922387300408,0.0015987007719458124,0.9315789473684211,0.8401429178940955,0.0006872348606056218,0.0015349447242109149,1.0,0.594549839108265,0.212393972034263,0.07292216808488047,0.9795018215966594,0.0019104680997272295,0.001084643277808384
e247,300.0,0.0007217799224904541,0.0009442120898607587,0.0016088446754581342,0.9403508771929823,0.8240109882502369,0.0007108025069179405,0.001585313190702443,1.0,0.5944140170045964,0.21216179045135794,0.07010689777200874,0.9796559643037562,0.0006967522853718687,0.0010915912198647365
e247,1000.0,0.0007351637093721422,0.0009616064067731324,0.0016077672138759852,0.9403508771929823,0.817612004607977,0.000731733403186112,0.0016004952584226897,1.0,0.594358322454163,0.21219262278160428,0.06873243693374906,0.9797371826657442,0.0002175832202288335,0.0011046517682717799
good_median,100.0,0.0007455641074982571,0.0009353060822306933,0.0015901435895262237,0.9052631578947368,0.838184445495978,0.0007157418209013658,0.0015272771194632959,0.6842105263157895,0.5945903339553067,0.21269997238239535,0.07268239292300513,0.9795379301510693,0.0019555706684564536,0.0011139756054087558
good_soft,300.0,0.0007509742794596959,0.000959513949697015,0.0015970074380149493,0.9614035087719298,0.8246660396191263,0.0007399796323869328,0.00157394701045652,1.0,0.5944139347993938,0.21246174396769923,0.07015450956683147,0.9796492520291501,0.000707837830676404,0.001114708089811549
good_soft,1000.0,0.0007647591013916154,0.0009776369266915992,0.0015961291994671123,0.943859649122807,0.8180544048825318,0.0007613224034521778,0.0015890021704477203,1.0,0.5943587029158074,0.21249158695763345,0.06878712833407928,0.9797251668776424,0.00022106295542627093,0.001130334703337012
good_median,300.0,0.0007809911640450452,0.0009815479417041616,0.0015887949116092255,0.887719298245614,0.8218739184871845,0.000769899849314407,0.0015661392622309072,0.6842105263157895,0.5944558318431054,0.21276609545723282,0.07009910000304725,0.979670904336914,0.0007246272371038137,0.0011511033217383392
good_median,1000.0,0.0007952764786215224,0.0010005515938668061,0.0015881497933957786,0.887719298245614,0.8149064344505753,0.0007918084420915239,0.0015811467179176549,0.6842105263157895,0.5944010233232265,0.2127953399686126,0.0687302669782671,0.9797416879996835,0.00022631186068746301,0.0011651951008507825
neutral,1e-05,0.0010146093380105775,0.0019946929032009257,0.002237451836420801,0.5157894736842105,0.4340939871867095,1.6132633720994915e-05,3.4263150355902384e-05,0.6842105263157895,0.5200233152892475,0.16930552905869056,1e-06,0.999999,0.1339865412934434,0.0016239501520947126
neutral,3e-05,0.0010218365607735848,0.002000890342890365,0.002256518452574385,0.5157894736842105,0.4321830253694834,1.5911029416313173e-05,3.345376189242697e-05,0.6842105263157895,0.5199886794675421,0.16756293484825568,1e-06,0.999999,0.13279967577629503,0.0016368973597037952
neutral,0.0001,0.0010418233833836687,0.0020188328854430964,0.00231208395212385,0.5157894736842105,0.42729973077884087,1.5172227053389614e-05,3.091087036544451e-05,0.6842105263157895,0.5198203302293877,0.16301187232390024,1e-06,0.999999,0.1295658954574129,0.0016735538321787184
neutral,0.0003,0.0010712051425617291,0.0020495278808104135,0.002399604950336926,0.5157894736842105,0.4189772596027052,1.5048647872238048e-05,3.0550819128951535e-05,0.6842105263157895,0.5193938851678979,0.15595072933697032,1e-06,0.999999,0.12415733611507196,0.0017291918908207019
neutral,0.001,0.0010938838077987746,0.0020889796608741214,0.0025006293908217724,0.5157894736842105,0.40854878837001835,1.9067054046185085e-05,4.464349292778858e-05,0.6842105263157895,0.5185663544632588,0.14732349393234445,1e-06,0.999999,0.11667944271056907,0.0017821778882032011
neutral,0.003,0.0010909447050696478,0.002114271184421296,0.002583454581037077,0.4789473684210526,0.398660340338412,2.778230180859959e-05,6.270936450736549e-05,0.6842105263157895,0.5177853674835551,0.1388941477456117,1e-06,0.999999,0.10918266850806627,0.0018085073951702446
neutral,0.01,0.001120684368708893,0.0021606031452397153,0.0026902596748550217,0.45964912280701753,0.37747758157543104,4.9943273411291416e-05,0.00010145175700488936,0.6842105263157895,0.5167332833042813,0.1249483228418861,0.0001884926223468808,0.9345111794771159,0.09766615027652792,0.0018726043764285575
neutral,0.03,0.0012752742533385995,0.002324067681853293,0.0035028024703524624,0.20175438596491227,0.3303966534679032,8.911009653403652e-05,0.0001726643495075533,0.5789473684210527,0.5153168226444155,0.11016333658669104,0.09973295772083512,0.8699743193628979,0.08549011983506655,0.002301904468128549
neutral,0.1,0.0014873404528586538,0.002623088602993817,0.005372385442105083,0.16842105263157894,0.26144133070210135,0.00015560637998196717,0.0003050471291326972,0.5789473684210527,0.5137460856299458,0.09900704592477402,0.11182398297438212,0.8516683777676698,0.07619336700905383,0.003078845559174389
neutral,0.3,0.0016253253687617956,0.0028668333304719394,0.006109029021924111,0.17719298245614035,0.20345591375994293,0.00025150366751553995,0.00042803614633308407,0.6842105263157895,0.5127098612738715,0.09133605703229246,0.11968530685677248,0.8319549544408358,0.06995126580167656,0.003436770917444292
neutral,1.0,0.0017328115343756684,0.003100945029910475,0.006483455240693834,0.20877192982456141,0.14079377298852402,0.00043753406634190853,0.0007467355502457875,0.7368421052631579,0.5113691139224751,0.08060893524389841,0.1646485468822108,0.786471293378836,0.061620277316582,0.003652795475004871
neutral,1000.0,0.0021471251402356926,0.003622389556896133,0.005442966524081329,0.0035087719298245615,-0.19176484869503815,0.0021308822425033704,0.00537997975165723,0.7368421052631579,0.5000916107664605,0.0009343812353938042,0.4966705560886003,0.5030659071875284,0.0007240591913817954,0.0037795940448285127
neutral,3.0,0.0018042083812668894,0.003302431561488176,0.006689376372120689,0.22280701754385965,0.08203957052288434,0.0007179081321131412,0.0017531004188408898,0.7894736842105263,0.5090287786358735,0.0656546420371613,0.2372893867847069,0.7279154284713296,0.050156824894744836,0.003784284450797833
neutral,300.0,0.0021331477652431754,0.003611432659741409,0.005514829968211206,0.0035087719298245615,-0.17945800668553646,0.0020806995153901733,0.0053093025754594875,0.7368421052631579,0.500299754411959,0.0030203432369963396,0.4892343061557175,0.5099307466572655,0.002339520277187891,0.0037871757030749583
neutral,100.0,0.002098022257246906,0.0035856383188449014,0.00569183254685714,0.028070175438596492,-0.14915290252327468,0.0019534165941433126,0.005110187910777523,0.7894736842105263,0.5008552828589498,0.008351367140563054,0.46984205269152823,0.5275887532479938,0.006461925269965526,0.0038022036002514164
neutral,30.0,0.0020120972388116424,0.0035303636030490524,0.00609635156570037,0.1789473684210526,-0.07925649051356584,0.001633588790548144,0.004477144725900144,0.7894736842105263,0.5024491684665109,0.022052158860880095,0.4181222264635235,0.5734563835962407,0.01701417216339405,0.0038195290243112265
neutral,10.0,0.0018943138020419944,0.0034533425352146017,0.00652072631127285,0.2157894736842105,0.004859236805476864,0.0011777762749464122,0.003235756653052694,0.7894736842105263,0.5052998798472333,0.04257041262579461,0.33678111502998365,0.6454065327040863,0.03266529995511407,0.0038246369585817437
