file,basename,scenario_count,posterior_delta_mean,posterior_delta_median,posterior_delta_p10,posterior_delta_p90,posterior_delta_max,posterior_beats_current_rate,changed_rows,changed_cells,mean_abs_logit_delta,l1_logit_delta,max_abs_logit_delta,max_abs_prob_delta,changed_Q1,changed_Q2,changed_Q3,changed_S1,changed_S2,changed_S3,changed_S4,cos_h010_bad,proj_h010_bad,cos_e323_bad,proj_e323_bad,cos_e216_bad,proj_e216_bad,cos_e267_bad,proj_e267_bad,cos_e368_q2s1,proj_e368_q2s1,cos_e95_good,proj_e95_good,cos_mixmin_good,proj_mixmin_good,candidate_id,family,alpha,target_subset,cell_mode,k,min_consistency,mean_cell_score_changed,min_consistency_changed,mean_consistency_changed,public_bad_cos_pos_sum,h012_big_bet_gate,h012_extreme_sensor_gate,h012_score,h012_decision,decision_rank
hitl/h012_public_equation_jepa_jackpot/submission_h012_top_all_k400_a0.7_f4fa1fae.csv,submission_h012_top_all_k400_a0.7_f4fa1fae.csv,27,-0.005215655506619064,-0.005793341717430412,-0.005905012069034094,-0.0034510419144018227,-0.0014945554826012563,1.0,202,400,0.27268087634109167,477.1915335969104,8.651048832386786,0.29411027902876097,44,15,30,95,90,68,58,-0.27886025705076495,-4.618785812863382,-0.01267138839984443,-0.23829810871908233,-0.2243942528932598,-5.715746288772693,-0.027228084358824824,-2.6092456887973934,-0.2179712104202636,-33.38805796867284,-0.009957944776452598,-0.5055131238114389,-0.04251094710704848,-1.9026973244809877,top_all_k400_a0.7,top,0.7,all,top,400,0.55,1.6946472257251932,0.9259259259259259,0.9918518518518519,0.0,True,True,-0.005547354000100082,public_equation_jackpot,0
hitl/h012_public_equation_jepa_jackpot/submission_h012_direct_all_a0.25_1ee9b241.csv,submission_h012_direct_all_a0.25_1ee9b241.csv,27,-0.004087557410114752,-0.004310774845115751,-0.004358337533671001,-0.003462727604336744,-0.002641518364953971,1.0,250,1750,0.11912304717578702,208.46533255762728,3.0896602972810845,0.17845408089983028,250,250,250,250,250,250,250,-0.29315924233572255,-1.738351600378242,-0.018004413223303175,-0.12121830190104982,-0.23813751653171275,-2.1716101598726336,-0.03258586932836457,-1.1179439501352701,-0.22219462451161762,-12.184799920682709,-0.009724689925631419,-0.17673856131536209,-0.04271164079181704,-0.684396868091199,direct_all_a0.25,direct,0.25,all,all,0,0.0,0.47284094835688134,0.5185185185185185,0.9653968253968255,0.0,True,True,-0.005137750568382645,public_equation_jackpot,0
hitl/h012_public_equation_jepa_jackpot/submission_h012_top_all_k400_a0.4_6428e19c.csv,submission_h012_top_all_k400_a0.4_6428e19c.csv,27,-0.0043233309197523925,-0.004653437325930271,-0.004717248955418101,-0.0033149802956282852,-0.002196988048885366,1.0,202,400,0.15581764362347458,272.68087634108053,4.943456475649652,0.18728850418444387,44,15,30,95,90,68,58,-0.27886025705075707,-2.639306178778849,-0.012671388399857219,-0.13617034783960533,-0.22439425289326312,-3.2661407364414083,-0.027228084358825743,-1.4909975364556523,-0.21797121042023776,-19.07889026781045,-0.009957944776450178,-0.28886464217788116,-0.0425109471070458,-1.087255613989014,top_all_k400_a0.4,top,0.4,all,top,400,0.55,1.6946472257251932,0.9259259259259259,0.9918518518518519,0.0,True,True,-0.005076417686094257,public_equation_jackpot,0
hitl/h012_public_equation_jepa_jackpot/submission_h012_top_S_k400_a0.7_f39c715a.csv,submission_h012_top_S_k400_a0.7_f39c715a.csv,27,-0.0038506957287154984,-0.004290334150043958,-0.004342879857105939,-0.003379963965038124,0.00012480817995124977,0.9629629629629629,206,400,0.23842366266475873,417.2414096633278,8.159612096475124,0.15154162030558238,0,0,0,111,120,90,79,-0.30520923906528385,-4.6833863204379425,-0.010853905001183837,-0.18910521942142408,-0.23246935163484425,-5.485901743756624,-0.0006346446390188227,-0.05634425100212707,-0.009634675170019933,-1.3672571629184878,0.019175016895753967,0.9018194213570039,-0.01967382306500501,-0.8157907847133973,top_S_k400_a0.7,top,0.7,S,top,400,0.55,1.4841281292293973,0.9259259259259259,0.9912037037037038,0.0,True,True,-0.004952347279089338,public_equation_jackpot,0
hitl/h012_public_equation_jepa_jackpot/submission_h012_top_S_k400_a1_54026f99.csv,submission_h012_top_S_k400_a1_54026f99.csv,27,-0.00391507076084291,-0.004543125648454945,-0.004618190944257777,-0.003242596812732516,0.0017642205372517498,0.9259259259259259,206,400,0.3406052323782133,596.0591566618732,11.656588709246375,0.19128189645118865,0,0,0,111,120,90,79,-0.30520923906528097,-6.690551886339436,-0.010853905001195954,-0.27015031345946183,-0.23246935163484805,-7.837002491080519,-0.0006346446390188688,-0.08049178714589583,-0.009634675170020571,-1.953224518454956,0.019175016895757305,1.2883134590815721,-0.01967382306500232,-1.165415406733188,top_S_k400_a1,top,1.0,S,top,400,0.55,1.4841281292293973,0.9259259259259259,0.9912037037037038,0.0,True,True,-0.004840730139634695,public_equation_jackpot,0
hitl/h012_public_equation_jepa_jackpot/submission_h012_stable_all_k280_a0.7_fa36b2a1.csv,submission_h012_stable_all_k280_a0.7_fa36b2a1.csv,27,-0.004654883584521026,-0.005211258477132959,-0.005307137165458866,-0.0028778623089670435,-0.0011171114104486105,1.0,154,280,0.2568429389700435,449.47514319757613,8.651048832386786,0.29411027902876097,30,8,25,76,57,50,34,-0.27077040882624026,-4.479219511015131,-0.00868910615104917,-0.16320424139683837,-0.21533897483527517,-5.478274633231042,-0.025698520816464093,-2.4596083531138273,-0.21627325705381029,-33.0868017652199,-0.010169670689852169,-0.5156197657313369,-0.043538620151010995,-1.9462719944755311,stable_all_k280_a0.7,stable_top,0.7,all,stable_top,280,0.75,2.2807989679292793,0.9259259259259259,0.9921957671957671,0.0,True,True,-0.004747960915038832,public_equation_jackpot,0
hitl/h012_public_equation_jepa_jackpot/submission_h012_top_S_k1200_a1.35_5744efad.csv,submission_h012_top_S_k1200_a1.35_5744efad.csv,27,-0.003928936852209882,-0.004677677970899073,-0.004797153717902891,-0.00312070042646404,0.002877393430408381,0.9259259259259259,250,999,0.43244672200253387,756.7817635044343,11.656588709246375,0.22331018604347197,0,0,0,249,250,250,250,-0.3348235787007963,-7.4970276258116515,-0.021566455153490642,-0.5482858483526645,-0.25508730706294835,-8.783789908362577,-0.002377266346271456,-0.3079694283010566,-0.014780363125594104,-3.0606171281522454,0.02260538393417578,1.5513381993074862,-0.018853143105540662,-1.1407344784342526,top_S_k1200_a1.35,top,1.35,S,top,1200,0.55,0.659562257883594,0.5555555555555556,0.9712304897490084,0.0,True,True,-0.004729274677904565,public_equation_jackpot,0
hitl/h012_public_equation_jepa_jackpot/submission_h012_top_S_k1200_a0.4_fedfa6d6.csv,submission_h012_top_S_k1200_a0.4_fedfa6d6.csv,27,-0.0035399538898461735,-0.003801100086733611,-0.0038375338739251234,-0.0032685527679383697,-0.0011266406574214408,1.0,250,999,0.1514844254104324,265.0977444682567,4.662635483698483,0.10241170480070028,0,0,0,249,250,250,250,-0.31685248244020264,-2.7813696373264625,-0.011356552206164727,-0.11318875677060691,-0.2396962290472324,-3.2358084927761404,-0.0017966999140080896,-0.0912502009780907,-0.01066032537689016,-0.8654119324847471,0.01962298950345269,0.5279445227324708,-0.01974228891121409,-0.46830287650772573,top_S_k1200_a0.4,top,0.4,S,top,1200,0.55,0.659562257883594,0.5555555555555556,0.9712304897490084,0.0,True,True,-0.004721533834433412,public_equation_jackpot,0
hitl/h012_public_equation_jepa_jackpot/submission_h012_top_S_k800_a1.35_a7c25924.csv,submission_h012_top_S_k800_a1.35_a7c25924.csv,27,-0.003912466153078987,-0.004658463289314567,-0.0047780360227589825,-0.0031059192279636835,0.0028716541535782052,0.9259259259259259,250,800,0.42680013152978025,746.9002301771154,11.656588709246375,0.22331018604347197,0,0,0,197,210,198,195,-0.334100840818158,-7.48033035620874,-0.02133562473540023,-0.5423801244467904,-0.2548068294967529,-8.773528417987066,-0.0023099297698942907,-0.2992255492578843,-0.014781480350692558,-3.060637979609369,0.022846723692485388,1.5677927818303703,-0.018879063554447944,-1.1422242729645313,top_S_k800_a1.35,top,1.35,S,top,800,0.55,0.8150260450071636,0.8148148148148148,0.9868518518518518,0.0,True,True,-0.004706716683172367,public_equation_jackpot,0
hitl/h012_public_equation_jepa_jackpot/submission_h012_top_S_k800_a0.4_a68e3a8e.csv,submission_h012_top_S_k800_a0.4_a68e3a8e.csv,27,-0.003527124764040956,-0.003787457929090286,-0.0038239204530049376,-0.0032562242349125693,-0.001120392265234316,1.0,250,800,0.1498113615666535,262.1698827416436,4.662635483698483,0.10241170480070028,0,0,0,197,210,198,195,-0.31630130847468185,-2.77642229818486,-0.01118142455895225,-0.111438912650348,-0.23948041205602066,-3.2327680511833963,-0.0017457565220487224,-0.08865942200233594,-0.01066082025707779,-0.865418110694265,0.019804980738049753,0.532819954591103,-0.01976167419471006,-0.46874429710928966,top_S_k800_a0.4,top,0.4,S,top,800,0.55,0.8150260450071636,0.8148148148148148,0.9868518518518518,0.0,True,True,-0.00470288513450604,public_equation_jackpot,0
hitl/h012_public_equation_jepa_jackpot/submission_h012_stable_S_k280_a0.7_3ac55f68.csv,submission_h012_stable_S_k280_a0.7_3ac55f68.csv,27,-0.0034201590112198374,-0.0038413062305165807,-0.0038851103433906737,-0.0029580883461281676,0.00040014879413732807,0.9629629629629629,171,280,0.2251590407392479,394.0283212936838,8.159612096475124,0.15154162030558238,0,0,0,87,80,61,52,-0.2983754106992757,-4.573860140530944,-0.008648300586274955,-0.150524023822341,-0.22335858671448375,-5.265535162961036,-0.0011577831853113235,-0.10268423596892133,-0.00860586306505571,-1.2200148175242815,0.017024450821280075,0.7998609299257832,-0.021221405022382796,-0.8790664633905013,stable_S_k280_a0.7,stable_top,0.7,S,stable_top,280,0.75,2.003114596627496,0.9259259259259259,0.9921957671957673,0.0,True,True,-0.004356352262393861,public_equation_jackpot,0
hitl/h012_public_equation_jepa_jackpot/submission_h012_top_S_k400_a0.4_46a6b067.csv,submission_h012_top_S_k400_a0.4_46a6b067.csv,27,-0.0031934634479420577,-0.0034446854029868733,-0.003474711521308006,-0.002924473868697889,-0.0009217469287042118,1.0,206,400,0.13624209295128512,238.42366266474897,4.662635483698483,0.10241170480070028,0,0,0,111,120,90,79,-0.30520923906527575,-2.6762207545357404,-0.010853905001196174,-0.10806012538378752,-0.23246935163484742,-3.134800996432226,-0.0006346446390188425,-0.032196714858358254,-0.009634675170019973,-0.7812898073819841,0.0191750168957571,0.5153253836326332,-0.019673823065001643,-0.46616616269326705,top_S_k400_a0.4,top,0.4,S,top,400,0.55,1.4841281292293973,0.9259259259259259,0.9912037037037038,0.0,True,True,-0.004233964270439727,public_equation_jackpot,0
hitl/h012_public_equation_jepa_jackpot/submission_h012_top_S_k400_a1.35_ce02f3f5.csv,submission_h012_top_S_k400_a1.35_ce02f3f5.csv,27,-0.0034828013399938514,-0.004198048142464195,-0.004295631100730705,-0.0026827038707377816,0.0028456400356186603,0.9259259259259259,206,400,0.38100384995291187,666.7567374175958,11.656588709246375,0.22331018604347197,0,0,0,111,120,90,79,-0.3195893141549421,-7.142150146392962,-0.020925871752835525,-0.5309767174221498,-0.2456599568047895,-8.442889608201865,-0.0008404113810063107,-0.10866391264695956,-0.013435139681810525,-2.7767049559304207,0.02202716645262073,1.5087486048455354,-0.018770070772983066,-1.1335230693104534,top_S_k400_a1.35,top,1.35,S,top,400,0.55,1.4841281292293973,0.9259259259259259,0.9912037037037038,0.0,True,True,-0.004107929429300336,public_equation_jackpot,0
hitl/h012_public_equation_jepa_jackpot/submission_h012_stable_S_k280_a1.1_4eb12ac4.csv,submission_h012_stable_S_k280_a1.1_4eb12ac4.csv,27,-0.0034026641595430924,-0.004026573419636237,-0.004094212436333276,-0.0027073366460257414,0.0022182189983558968,0.9259259259259259,171,280,0.3313032886594678,579.7807551540686,11.656588709246375,0.20182514841640142,0,0,0,87,80,61,52,-0.30210198418723905,-6.64746739221516,-0.011369166592319003,-0.28404455007881235,-0.22647632050552782,-7.663822754722132,-0.0012674741069059743,-0.16136094223687622,-0.009617558585302248,-1.9571238149713366,0.017660977869527347,1.1910744427650721,-0.0211187476033661,-1.2557365196764476,stable_S_k280_a1.1,stable_top,1.1,S,stable_top,280,0.75,2.003114596627496,0.9259259259259259,0.9921957671957673,0.0,True,True,-0.0040986026216207365,public_equation_jackpot,0
hitl/h012_public_equation_jepa_jackpot/submission_h012_top_all_k200_a0.7_e09780d8.csv,submission_h012_top_all_k200_a0.7_e09780d8.csv,27,-0.004063249258799299,-0.004594966889916955,-0.0046780736259283365,-0.0022965184065870487,-0.0008042864078301297,1.0,118,200,0.24303667922064526,425.3141886361292,8.651048832386786,0.29411027902876097,20,4,19,58,40,36,23,-0.26023355989911684,-4.298803072514642,-0.0012752250567230564,-0.023918078015598625,-0.20790625516184766,-5.281676742054987,-0.020177853163458558,-1.928483344709441,-0.21456888220652787,-32.77946112765678,-0.009890716212968848,-0.5007644737263766,-0.045023848840126855,-2.0098081011789306,top_all_k200_a0.7,top,0.7,all,top,200,0.55,3.022769406636211,0.9259259259259259,0.9940740740740742,0.0,True,True,-0.003928168679539184,public_equation_jackpot,0
hitl/h012_public_equation_jepa_jackpot/submission_h012_top_all_k200_a0.4_a64b74f8.csv,submission_h012_top_all_k200_a0.4_a64b74f8.csv,27,-0.0035022429050151544,-0.0038060815513680656,-0.0038535711148031523,-0.0024926824180367562,-0.0016399784187473496,1.0,118,200,0.13887810241179088,243.03667922063403,4.943456475649652,0.18728850418444387,20,4,19,58,40,36,23,-0.26023355989910774,-2.4564588985795672,-0.0012752250567352199,-0.013667473151900226,-0.20790625516185016,-3.0181009954598625,-0.020177853163459245,-1.1019904826911082,-0.21456888220650192,-18.7311206443727,-0.009890716212966428,-0.28615112784356,-0.04502384884012433,-1.1484617721021246,top_all_k200_a0.4,top,0.4,all,top,200,0.55,3.022769406636211,0.9259259259259259,0.9940740740740742,0.0,True,True,-0.003921985288989613,public_equation_jackpot,0
hitl/h012_public_equation_jepa_jackpot/submission_h012_direct_all_a0.15_81a72da1.csv,submission_h012_direct_all_a0.15_81a72da1.csv,27,-0.0029820474163826157,-0.003115977877383216,-0.0031445154905163637,-0.0026071495329158096,-0.002114423989286145,1.0,250,1750,0.07147382830547228,125.07919953457647,1.8537961783686587,0.15373962823135212,250,250,250,250,250,250,250,-0.2931592423357199,-1.0430109602269497,-0.018004413223303057,-0.07273098114063051,-0.23813751653170798,-1.3029660959235798,-0.03258586932836225,-0.6707663700811617,-0.22219462451159225,-7.310879952409606,-0.009724689925631148,-0.10604313678921835,-0.04271164079181582,-0.4106381208547216,direct_all_a0.15,direct,0.15,all,all,0,0.0,0.47284094835688134,0.5185185185185185,0.9653968253968255,0.0,True,True,-0.003839968499468856,public_equation_jackpot,0
hitl/h012_public_equation_jepa_jackpot/submission_h012_top_S_k200_a0.7_2971a2a1.csv,submission_h012_top_S_k200_a0.7_2971a2a1.csv,27,-0.003008972675330276,-0.00340490756243027,-0.003447386358627754,-0.0025453626088593707,0.0006172738715278786,0.9259259259259259,128,200,0.21377437292833945,374.10515262459404,8.159612096475124,0.15154162030558238,0,0,0,69,52,47,32,-0.28935256061656417,-4.430554034973998,-0.004428020851106112,-0.07698312872515944,-0.21375472369319784,-5.033457916347331,-0.0011590879241014272,-0.10268423596892133,-0.008238058379531708,-1.1665581604091166,0.017894134523790427,0.839774972132006,-0.02217596702984941,-0.9175737943390666,top_S_k200_a0.7,top,0.7,S,top,200,0.55,2.6634244652132266,0.9259259259259259,0.9927777777777778,0.0,True,True,-0.003777357387938277,public_equation_jackpot,0
hitl/h012_public_equation_jepa_jackpot/submission_h012_top_S_k200_a1_acaec1fa.csv,submission_h012_top_S_k200_a1_acaec1fa.csv,27,-0.0030064394337262945,-0.0035720607010119535,-0.0036327446955797867,-0.002344139338767999,0.0021739127760703717,0.9259259259259259,128,200,0.3053919613261856,534.4359323208248,11.656588709246375,0.19128189645118865,0,0,0,69,52,47,32,-0.28935256061656023,-6.329362907105227,-0.0044280208511178485,-0.10997589817908376,-0.21375472369320042,-7.1906541662100985,-0.0011590879241015106,-0.1466917656698875,-0.00823805837953223,-1.6665116577272818,0.017894134523793688,1.199678531617289,-0.022175967029846887,-1.3108197061984301,top_S_k200_a1,top,1.0,S,top,200,0.55,2.6634244652132266,0.9259259259259259,0.9927777777777778,0.0,True,True,-0.0035751208212053127,public_equation_jackpot,0
hitl/h012_public_equation_jepa_jackpot/submission_h012_top_S_k200_a0.4_798b6309.csv,submission_h012_top_S_k200_a0.4_798b6309.csv,27,-0.002594358667147942,-0.002820607174062206,-0.00284488077188934,-0.0023294386291646133,-0.0005222177832292928,1.0,128,200,0.12215678453047407,213.77437292832963,4.662635483698483,0.10241170480070028,0,0,0,69,52,47,32,-0.2893525606165551,-2.531745162842057,-0.004428020851118114,-0.04399035927163637,-0.21375472369319995,-2.8762616664840572,-0.0011590879241014653,-0.05867670626795501,-0.008238058379531722,-0.6666046630909145,0.01789413452379349,0.47987141264691974,-0.022175967029846186,-0.5243278824793642,top_S_k200_a0.4,top,0.4,S,top,200,0.55,2.6634244652132266,0.9259259259259259,0.9927777777777778,0.0,True,True,-0.0033955878049705857,public_equation_jackpot,0
hitl/h012_public_equation_jepa_jackpot/submission_h012_stable_S_k140_a0.7_4be62b99.csv,submission_h012_stable_S_k140_a0.7_4be62b99.csv,27,-0.0025718782290280466,-0.002947067855510908,-0.0029810054546241726,-0.0021123212313336275,0.0008036987897832586,0.9259259259259259,96,140,0.20267831061791297,354.6870435813477,8.159612096475124,0.15154162030558238,0,0,0,50,39,28,23,-0.27936618840370814,-4.271527184890253,0.002933132103210201,0.05092090905940287,-0.20760971529939437,-4.881766677363648,0.0,0.0,-0.006440367082574796,-0.9106904387521658,0.017901166060495795,0.8389038261931111,-0.021928719427345863,-0.9060461723777533,stable_S_k140_a0.7,stable_top,0.7,S,stable_top,140,0.75,3.60952736169756,0.9259259259259259,0.9955026455026453,0.002933132103210201,True,True,-0.003167139238211725,public_equation_jackpot,0
hitl/h012_public_equation_jepa_jackpot/submission_h012_stable_all_k140_a0.7_a7a19151.csv,submission_h012_stable_all_k140_a0.7_a7a19151.csv,27,-0.003464662730886844,-0.003991200715888087,-0.004038519947215526,-0.0017664628737566065,-0.00040680823199560874,1.0,94,140,0.22987340668062495,402.27846169109364,8.651048832386786,0.29411027902876097,13,1,12,40,37,18,19,-0.253173784775873,-4.174958888625823,0.005149568777523801,0.09641831220273972,-0.2073520819770444,-5.258500058764722,-0.014806086134406208,-1.4126365150364317,-0.21061163853934525,-32.11934345016457,-0.011665723919952334,-0.5896125040441901,-0.044345910754209975,-1.9761266486244151,stable_all_k140_a0.7,stable_top,0.7,all,stable_top,140,0.75,4.084959743574562,0.9629629629629629,0.9947089947089945,0.005149568777523801,True,True,-0.003156007076362695,public_equation_jackpot,0
